"aar","bydel_nr","innvkat_3","kjonn","enhet","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr","alder_grupper","tabellvariabel"
2014,"030199","befolkningen_ellers","0","personer","befolkning_alder","NULL","NULL","NULL","0_5","56"
2014,"030199","befolkningen_ellers","1","personer","befolkning_alder","NULL","NULL","NULL","0_5","82"
2014,"030199","befolkningen_ellers","alle","personer","befolkning_alder","NULL","NULL","NULL","0_5","138"
2014,"030199","innvandrere","0","personer","befolkning_alder","NULL","NULL","NULL","0_5","10"
2014,"030199","innvandrere","1","personer","befolkning_alder","NULL","NULL","NULL","0_5","4"
2014,"030199","innvandrere","alle","personer","befolkning_alder","NULL","NULL","NULL","0_5","14"
2014,"NULL","alle","0","personer","befolkning_alder","00","NULL","NULL","0_5","182868"
2014,"NULL","alle","0","personer","befolkning_alder","01","NULL","NULL","0_5","9288"
2014,"NULL","alle","0","personer","befolkning_alder","02","NULL","NULL","0_5","21870"
2014,"NULL","alle","0","personer","befolkning_alder","03","NULL","NULL","0_5","25293"
2014,"NULL","alle","0","personer","befolkning_alder","04","NULL","NULL","0_5","5676"
2014,"NULL","alle","0","personer","befolkning_alder","05","NULL","NULL","0_5","5565"
2014,"NULL","alle","0","personer","befolkning_alder","06","NULL","NULL","0_5","9220"
2014,"NULL","alle","0","personer","befolkning_alder","07","NULL","NULL","0_5","7793"
2014,"NULL","alle","0","personer","befolkning_alder","08","NULL","NULL","0_5","5319"
2014,"NULL","alle","0","personer","befolkning_alder","09","NULL","NULL","0_5","4093"
2014,"NULL","alle","0","personer","befolkning_alder","10","NULL","NULL","0_5","6758"
2014,"NULL","alle","0","personer","befolkning_alder","11","NULL","NULL","0_5","19197"
2014,"NULL","alle","0","personer","befolkning_alder","12","NULL","NULL","0_5","18862"
2014,"NULL","alle","0","personer","befolkning_alder","14","NULL","NULL","0_5","3644"
2014,"NULL","alle","0","personer","befolkning_alder","15","NULL","NULL","0_5","9049"
2014,"NULL","alle","0","personer","befolkning_alder","16","NULL","NULL","0_5","10890"
2014,"NULL","alle","0","personer","befolkning_alder","17","NULL","NULL","0_5","4636"
2014,"NULL","alle","0","personer","befolkning_alder","18","NULL","NULL","0_5","7712"
2014,"NULL","alle","0","personer","befolkning_alder","19","NULL","NULL","0_5","5454"
2014,"NULL","alle","0","personer","befolkning_alder","20","NULL","NULL","0_5","2549"
2014,"NULL","alle","0","personer","befolkning_alder","99","NULL","NULL","0_5","."
2014,"NULL","alle","0","personer","befolkning_alder","NULL","01","NULL","0_5","989"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","02","NULL","0_5","2011"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","03","NULL","0_5","1888"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","04","NULL","0_5","4400"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","05","NULL","0_5","6787"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","06","NULL","0_5","5134"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","07","NULL","0_5","6268"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","08","NULL","0_5","3681"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","09","NULL","0_5","25293"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","10","NULL","0_5","467"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","11","NULL","0_5","1392"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","12","NULL","0_5","2746"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","13","NULL","0_5","1071"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","14","NULL","0_5","2116"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","15","NULL","0_5","938"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","16","NULL","0_5","1116"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","17","NULL","0_5","401"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","18","NULL","0_5","516"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","19","NULL","0_5","478"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","20","NULL","0_5","6285"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","21","NULL","0_5","566"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","22","NULL","0_5","1118"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","23","NULL","0_5","617"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","24","NULL","0_5","1148"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","25","NULL","0_5","4351"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","26","NULL","0_5","2928"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","27","NULL","0_5","3771"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","28","NULL","0_5","495"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","29","NULL","0_5","606"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","30","NULL","0_5","447"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","31","NULL","0_5","218"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","32","NULL","0_5","3177"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","33","NULL","0_5","1324"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","34","NULL","0_5","910"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","35","NULL","0_5","5222"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","36","NULL","0_5","945"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","37","NULL","0_5","3972"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","38","NULL","0_5","961"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","39","NULL","0_5","13319"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","40","NULL","0_5","9687"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","41","NULL","0_5","1083"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","42","NULL","0_5","694"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","43","NULL","0_5","468"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","44","NULL","0_5","1283"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","45","NULL","0_5","434"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","46","NULL","0_5","2453"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","47","NULL","0_5","2760"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","48","NULL","0_5","296"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","49","NULL","0_5","1053"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","50","NULL","0_5","1016"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","51","NULL","0_5","1279"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","52","NULL","0_5","1983"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","53","NULL","0_5","1970"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","54","NULL","0_5","575"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","55","NULL","0_5","1616"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","56","NULL","0_5","2905"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","57","NULL","0_5","766"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","58","NULL","0_5","281"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","59","NULL","0_5","287"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","60","NULL","0_5","770"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","61","NULL","0_5","8679"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","62","NULL","0_5","232"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","63","NULL","0_5","1039"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","64","NULL","0_5","2183"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","65","NULL","0_5","255"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","66","NULL","0_5","348"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","67","NULL","0_5","686"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","68","NULL","0_5","404"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","69","NULL","0_5","414"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","70","NULL","0_5","119"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","71","NULL","0_5","461"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","72","NULL","0_5","1010"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","73","NULL","0_5","2740"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","74","NULL","0_5","788"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","75","NULL","0_5","810"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","76","NULL","0_5","966"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","77","NULL","0_5","1195"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","78","NULL","0_5","986"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","79","NULL","0_5","2791"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","80","NULL","0_5","482"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","81","NULL","0_5","1452"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","82","NULL","0_5","407"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","83","NULL","0_5","690"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0101","0_5","989"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0104","0_5","1024"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0105","0_5","1804"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0106","0_5","2484"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0111","0_5","112"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0118","0_5","42"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0119","0_5","103"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0121","0_5","19"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0122","0_5","171"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0123","0_5","189"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0124","0_5","544"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0125","0_5","350"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0127","0_5","132"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0128","0_5","268"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0135","0_5","180"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0136","0_5","486"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0137","0_5","198"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0138","0_5","193"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0211","0_5","620"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0213","0_5","1172"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0214","0_5","739"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0215","0_5","514"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0216","0_5","680"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0217","0_5","978"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0219","0_5","4620"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0220","0_5","2167"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0221","0_5","537"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0226","0_5","757"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0227","0_5","390"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0228","0_5","669"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0229","0_5","431"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0230","0_5","1205"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0231","0_5","1808"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0233","0_5","902"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0234","0_5","219"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0235","0_5","1394"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0236","0_5","700"
2014,"NULL","alle","0","personer","befolkning_alder","NULL","NULL","0237","0_5","866"
