"aar","bydel_nr","innvgrunn_5","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2014","030103","alle","alle","personer","5185","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","arbeid","0","personer","445","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","arbeid","1","personer","1002","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","arbeid","alle","personer","1447","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","flukt","0","personer","1045","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","flukt","1","personer","1188","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","flukt","alle","personer","2233","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","familie","0","personer","872","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","familie","1","personer","590","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","familie","alle","personer","1462","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","annet_uoppgitt","0","personer","27","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","annet_uoppgitt","1","personer","16","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030103","annet_uoppgitt","alle","personer","43","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","alle","0","personer","2038","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","alle","1","personer","2997","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","alle","alle","personer","5035","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","arbeid","0","personer","619","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","arbeid","1","personer","1560","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","arbeid","alle","personer","2179","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","flukt","0","personer","607","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","flukt","1","personer","849","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","flukt","alle","personer","1456","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","familie","0","personer","786","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","familie","1","personer","565","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","familie","alle","personer","1351","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","annet_uoppgitt","0","personer","26","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","annet_uoppgitt","1","personer","23","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030104","annet_uoppgitt","alle","personer","49","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","alle","0","personer","3420","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","alle","1","personer","4115","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","alle","alle","personer","7535","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","arbeid","0","personer","1082","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","arbeid","1","personer","2486","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","arbeid","alle","personer","3568","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","flukt","0","personer","707","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","flukt","1","personer","800","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","flukt","alle","personer","1507","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","familie","0","personer","1582","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","familie","1","personer","778","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","familie","alle","personer","2360","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","annet_uoppgitt","0","personer","49","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","annet_uoppgitt","1","personer","51","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030105","annet_uoppgitt","alle","personer","100","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","alle","0","personer","1313","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","alle","1","personer","1496","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","alle","alle","personer","2809","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","arbeid","0","personer","386","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","arbeid","1","personer","899","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","arbeid","alle","personer","1285","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","flukt","0","personer","305","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","flukt","1","personer","282","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","flukt","alle","personer","587","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","familie","0","personer","611","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","familie","1","personer","302","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","familie","alle","personer","913","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","annet_uoppgitt","0","personer","11","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","annet_uoppgitt","1","personer","13","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030106","annet_uoppgitt","alle","personer","24","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","alle","0","personer","1787","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","alle","1","personer","2027","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","alle","alle","personer","3814","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","arbeid","0","personer","485","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","arbeid","1","personer","1235","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","arbeid","alle","personer","1720","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","flukt","0","personer","409","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","flukt","1","personer","378","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","flukt","alle","personer","787","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","familie","0","personer","866","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","familie","1","personer","390","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","familie","alle","personer","1256","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","annet_uoppgitt","0","personer","27","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","annet_uoppgitt","1","personer","24","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030107","annet_uoppgitt","alle","personer","51","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","alle","0","personer","1688","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","alle","1","personer","2028","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","alle","alle","personer","3716","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","arbeid","0","personer","443","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","arbeid","1","personer","1018","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","arbeid","alle","personer","1461","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","flukt","0","personer","505","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","flukt","1","personer","585","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","flukt","alle","personer","1090","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","familie","0","personer","715","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","familie","1","personer","405","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","familie","alle","personer","1120","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","annet_uoppgitt","0","personer","25","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","annet_uoppgitt","1","personer","20","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030108","annet_uoppgitt","alle","personer","45","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","alle","0","personer","3238","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","alle","1","personer","3926","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","alle","alle","personer","7164","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","arbeid","0","personer","429","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","arbeid","1","personer","1299","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","arbeid","alle","personer","1728","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","flukt","0","personer","1553","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","flukt","1","personer","1725","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","flukt","alle","personer","3278","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","familie","0","personer","1229","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","familie","1","personer","872","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","familie","alle","personer","2101","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","annet_uoppgitt","0","personer","27","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","annet_uoppgitt","1","personer","30","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030109","annet_uoppgitt","alle","personer","57","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","alle","0","personer","3359","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","alle","1","personer","3500","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","alle","alle","personer","6859","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","arbeid","0","personer","303","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","arbeid","1","personer","726","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","arbeid","alle","personer","1029","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","flukt","0","personer","1694","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","flukt","1","personer","1797","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","flukt","alle","personer","3491","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","familie","0","personer","1339","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","familie","1","personer","967","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","familie","alle","personer","2306","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","annet_uoppgitt","0","personer","23","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","annet_uoppgitt","1","personer","10","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030110","annet_uoppgitt","alle","personer","33","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","alle","0","personer","3782","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","alle","1","personer","4151","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","alle","alle","personer","7933","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","arbeid","0","personer","276","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","arbeid","1","personer","926","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","arbeid","alle","personer","1202","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","flukt","0","personer","1993","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","flukt","1","personer","2124","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","flukt","alle","personer","4117","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","familie","0","personer","1495","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","familie","1","personer","1083","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","familie","alle","personer","2578","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","annet_uoppgitt","0","personer","18","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","annet_uoppgitt","1","personer","18","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030111","annet_uoppgitt","alle","personer","36","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","alle","0","personer","5882","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","alle","1","personer","6211","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","alle","alle","personer","12093","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","arbeid","0","personer","467","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","arbeid","1","personer","1326","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","arbeid","alle","personer","1793","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","flukt","0","personer","2899","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","flukt","1","personer","3096","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","flukt","alle","personer","5995","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","familie","0","personer","2473","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","familie","1","personer","1754","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","familie","alle","personer","4227","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","annet_uoppgitt","0","personer","43","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","annet_uoppgitt","1","personer","35","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030112","annet_uoppgitt","alle","personer","78","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","alle","0","personer","2981","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","alle","1","personer","2970","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","alle","alle","personer","5951","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","arbeid","0","personer","364","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","arbeid","1","personer","911","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","arbeid","alle","personer","1275","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","flukt","0","personer","1291","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","flukt","1","personer","1270","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","flukt","alle","personer","2561","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","familie","0","personer","1302","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","familie","1","personer","769","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","familie","alle","personer","2071","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","annet_uoppgitt","0","personer","24","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","annet_uoppgitt","1","personer","20","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030113","annet_uoppgitt","alle","personer","44","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","alle","0","personer","1866","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","alle","1","personer","2219","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","alle","alle","personer","4085","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","arbeid","0","personer","434","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","arbeid","1","personer","1091","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","arbeid","alle","personer","1525","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","flukt","0","personer","646","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","flukt","1","personer","634","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","flukt","alle","personer","1280","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","familie","0","personer","753","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","familie","1","personer","472","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","familie","alle","personer","1225","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","annet_uoppgitt","0","personer","33","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","annet_uoppgitt","1","personer","22","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030114","annet_uoppgitt","alle","personer","55","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","alle","0","personer","4417","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","alle","1","personer","4400","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","alle","alle","personer","8817","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","arbeid","0","personer","322","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","arbeid","1","personer","1081","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","arbeid","alle","personer","1403","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","flukt","0","personer","2069","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","flukt","1","personer","1998","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","flukt","alle","personer","4067","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","familie","0","personer","1998","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","familie","1","personer","1290","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","familie","alle","personer","3288","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","annet_uoppgitt","0","personer","28","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","annet_uoppgitt","1","personer","31","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030115","annet_uoppgitt","alle","personer","59","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","alle","0","personer","81","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","alle","1","personer","181","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","alle","alle","personer","262","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","arbeid","0","personer","30","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","arbeid","1","personer","94","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","arbeid","alle","personer","124","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","flukt","0","personer","22","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","flukt","1","personer","57","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","flukt","alle","personer","79","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","familie","0","personer","29","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","familie","1","personer","27","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","familie","alle","personer","56","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","annet_uoppgitt","0","personer","0","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","annet_uoppgitt","1","personer","3","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030116","annet_uoppgitt","alle","personer","3","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","alle","0","personer","35","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","alle","1","personer","53","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","alle","alle","personer","88","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","arbeid","0","personer","18","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","arbeid","1","personer","37","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","arbeid","alle","personer","55","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","flukt","0","personer","0","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","flukt","1","personer","7","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","flukt","alle","personer","7","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","familie","0","personer","17","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","familie","1","personer","9","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","familie","alle","personer","26","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","annet_uoppgitt","0","personer","0","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","annet_uoppgitt","1","personer","0","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030117","annet_uoppgitt","alle","personer","0","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","alle","0","personer","388","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","alle","1","personer","1497","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","alle","alle","personer","1885","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","arbeid","0","personer","114","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","arbeid","1","personer","905","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","arbeid","alle","personer","1019","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","flukt","0","personer","160","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","flukt","1","personer","453","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","flukt","alle","personer","613","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","familie","0","personer","108","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","familie","1","personer","127","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","familie","alle","personer","235","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","annet_uoppgitt","0","personer","6","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","annet_uoppgitt","1","personer","12","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","030199","annet_uoppgitt","alle","personer","18","befolkning_innvandringsgrunn","NULL","NULL","NULL"
"2014","NULL","alle","0","personer","219550","befolkning_innvandringsgrunn","00","NULL","NULL"
"2014","NULL","alle","1","personer","257858","befolkning_innvandringsgrunn","00","NULL","NULL"
"2014","NULL","alle","alle","personer","477408","befolkning_innvandringsgrunn","00","NULL","NULL"
"2014","NULL","arbeid","0","personer","38952","befolkning_innvandringsgrunn","00","NULL","NULL"
