"aar","fylke_nr","bosetting","enhet","tabellvariabel","tabell_navn","kommune_nr","naringsregion_nr","bydel_nr"
"2012","03","anmodning","prosent","109.76","bosatt_vedtak","NULL","NULL","NULL"
"2012","04","vedtak","personer","265","bosatt_vedtak","NULL","NULL","NULL"
"2012","04","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","04","bosatt","personer","187","bosatt_vedtak","NULL","NULL","NULL"
"2012","04","bosatt","prosent","70.57","bosatt_vedtak","NULL","NULL","NULL"
"2012","04","anmodning","personer","366","bosatt_vedtak","NULL","NULL","NULL"
"2012","04","anmodning","prosent","138.11","bosatt_vedtak","NULL","NULL","NULL"
"2012","05","vedtak","personer","317","bosatt_vedtak","NULL","NULL","NULL"
"2012","05","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","05","bosatt","personer","297","bosatt_vedtak","NULL","NULL","NULL"
"2012","05","bosatt","prosent","93.69","bosatt_vedtak","NULL","NULL","NULL"
"2012","05","anmodning","personer","427","bosatt_vedtak","NULL","NULL","NULL"
"2012","05","anmodning","prosent","134.70","bosatt_vedtak","NULL","NULL","NULL"
"2012","06","vedtak","personer","390","bosatt_vedtak","NULL","NULL","NULL"
"2012","06","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","06","bosatt","personer","354","bosatt_vedtak","NULL","NULL","NULL"
"2012","06","bosatt","prosent","90.77","bosatt_vedtak","NULL","NULL","NULL"
"2012","06","anmodning","personer","499","bosatt_vedtak","NULL","NULL","NULL"
"2012","06","anmodning","prosent","127.95","bosatt_vedtak","NULL","NULL","NULL"
"2012","07","vedtak","personer","216","bosatt_vedtak","NULL","NULL","NULL"
"2012","07","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","07","bosatt","personer","192","bosatt_vedtak","NULL","NULL","NULL"
"2012","07","bosatt","prosent","88.89","bosatt_vedtak","NULL","NULL","NULL"
"2012","07","anmodning","personer","395","bosatt_vedtak","NULL","NULL","NULL"
"2012","07","anmodning","prosent","182.87","bosatt_vedtak","NULL","NULL","NULL"
"2012","08","vedtak","personer","347","bosatt_vedtak","NULL","NULL","NULL"
"2012","08","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","08","bosatt","personer","339","bosatt_vedtak","NULL","NULL","NULL"
"2012","08","bosatt","prosent","97.69","bosatt_vedtak","NULL","NULL","NULL"
"2012","08","anmodning","personer","445","bosatt_vedtak","NULL","NULL","NULL"
"2012","08","anmodning","prosent","128.24","bosatt_vedtak","NULL","NULL","NULL"
"2012","09","vedtak","personer","191","bosatt_vedtak","NULL","NULL","NULL"
"2012","09","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","09","bosatt","personer","175","bosatt_vedtak","NULL","NULL","NULL"
"2012","09","bosatt","prosent","91.62","bosatt_vedtak","NULL","NULL","NULL"
"2012","09","anmodning","personer","305","bosatt_vedtak","NULL","NULL","NULL"
"2012","09","anmodning","prosent","159.69","bosatt_vedtak","NULL","NULL","NULL"
"2012","10","vedtak","personer","330","bosatt_vedtak","NULL","NULL","NULL"
"2012","10","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","10","bosatt","personer","283","bosatt_vedtak","NULL","NULL","NULL"
"2012","10","bosatt","prosent","85.76","bosatt_vedtak","NULL","NULL","NULL"
"2012","10","anmodning","personer","450","bosatt_vedtak","NULL","NULL","NULL"
"2012","10","anmodning","prosent","136.36","bosatt_vedtak","NULL","NULL","NULL"
"2012","11","vedtak","personer","456","bosatt_vedtak","NULL","NULL","NULL"
"2012","11","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","11","bosatt","personer","456","bosatt_vedtak","NULL","NULL","NULL"
"2012","11","bosatt","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","11","anmodning","personer","694","bosatt_vedtak","NULL","NULL","NULL"
"2012","11","anmodning","prosent","152.19","bosatt_vedtak","NULL","NULL","NULL"
"2012","12","vedtak","personer","441","bosatt_vedtak","NULL","NULL","NULL"
"2012","12","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","12","bosatt","personer","464","bosatt_vedtak","NULL","NULL","NULL"
"2012","12","bosatt","prosent","105.22","bosatt_vedtak","NULL","NULL","NULL"
"2012","12","anmodning","personer","834","bosatt_vedtak","NULL","NULL","NULL"
"2012","12","anmodning","prosent","189.12","bosatt_vedtak","NULL","NULL","NULL"
"2012","14","vedtak","personer","117","bosatt_vedtak","NULL","NULL","NULL"
"2012","14","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","14","bosatt","personer","109","bosatt_vedtak","NULL","NULL","NULL"
"2012","14","bosatt","prosent","93.16","bosatt_vedtak","NULL","NULL","NULL"
"2012","14","anmodning","personer","390","bosatt_vedtak","NULL","NULL","NULL"
"2012","14","anmodning","prosent","333.33","bosatt_vedtak","NULL","NULL","NULL"
"2012","15","vedtak","personer","321","bosatt_vedtak","NULL","NULL","NULL"
"2012","15","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","15","bosatt","personer","284","bosatt_vedtak","NULL","NULL","NULL"
"2012","15","bosatt","prosent","88.47","bosatt_vedtak","NULL","NULL","NULL"
"2012","15","anmodning","personer","435","bosatt_vedtak","NULL","NULL","NULL"
"2012","15","anmodning","prosent","135.51","bosatt_vedtak","NULL","NULL","NULL"
"2012","16","vedtak","personer","358","bosatt_vedtak","NULL","NULL","NULL"
"2012","16","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","16","bosatt","personer","339","bosatt_vedtak","NULL","NULL","NULL"
"2012","16","bosatt","prosent","94.69","bosatt_vedtak","NULL","NULL","NULL"
"2012","16","anmodning","personer","436","bosatt_vedtak","NULL","NULL","NULL"
"2012","16","anmodning","prosent","121.79","bosatt_vedtak","NULL","NULL","NULL"
"2012","17","vedtak","personer","251","bosatt_vedtak","NULL","NULL","NULL"
"2012","17","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","17","bosatt","personer","263","bosatt_vedtak","NULL","NULL","NULL"
"2012","17","bosatt","prosent","104.78","bosatt_vedtak","NULL","NULL","NULL"
"2012","17","anmodning","personer","286","bosatt_vedtak","NULL","NULL","NULL"
"2012","17","anmodning","prosent","113.94","bosatt_vedtak","NULL","NULL","NULL"
"2012","18","vedtak","personer","549","bosatt_vedtak","NULL","NULL","NULL"
"2012","18","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","18","bosatt","personer","470","bosatt_vedtak","NULL","NULL","NULL"
"2012","18","bosatt","prosent","85.61","bosatt_vedtak","NULL","NULL","NULL"
"2012","18","anmodning","personer","685","bosatt_vedtak","NULL","NULL","NULL"
"2012","18","anmodning","prosent","124.77","bosatt_vedtak","NULL","NULL","NULL"
"2012","19","vedtak","personer","233","bosatt_vedtak","NULL","NULL","NULL"
"2012","19","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","19","bosatt","personer","293","bosatt_vedtak","NULL","NULL","NULL"
"2012","19","bosatt","prosent","125.75","bosatt_vedtak","NULL","NULL","NULL"
"2012","19","anmodning","personer","305","bosatt_vedtak","NULL","NULL","NULL"
"2012","19","anmodning","prosent","130.90","bosatt_vedtak","NULL","NULL","NULL"
"2012","20","vedtak","personer","166","bosatt_vedtak","NULL","NULL","NULL"
"2012","20","vedtak","prosent","100","bosatt_vedtak","NULL","NULL","NULL"
"2012","20","bosatt","personer","170","bosatt_vedtak","NULL","NULL","NULL"
"2012","20","bosatt","prosent","102.41","bosatt_vedtak","NULL","NULL","NULL"
"2012","20","anmodning","personer","210","bosatt_vedtak","NULL","NULL","NULL"
"2012","20","anmodning","prosent","126.51","bosatt_vedtak","NULL","NULL","NULL"
"2012","99","vedtak","personer",".","bosatt_vedtak","NULL","NULL","NULL"
"2012","99","vedtak","prosent",".","bosatt_vedtak","NULL","NULL","NULL"
"2012","99","bosatt","personer",".","bosatt_vedtak","NULL","NULL","NULL"
"2012","99","bosatt","prosent",".","bosatt_vedtak","NULL","NULL","NULL"
"2012","99","anmodning","personer",".","bosatt_vedtak","NULL","NULL","NULL"
"2012","99","anmodning","prosent",".","bosatt_vedtak","NULL","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0101","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0101","NULL","NULL"
"2012","NULL","bosatt","personer","6","bosatt_vedtak","0101","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","60","bosatt_vedtak","0101","NULL","NULL"
"2012","NULL","anmodning","personer","30","bosatt_vedtak","0101","NULL","NULL"
"2012","NULL","anmodning","prosent","300.00","bosatt_vedtak","0101","NULL","NULL"
"2012","NULL","vedtak","personer","20","bosatt_vedtak","0104","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0104","NULL","NULL"
"2012","NULL","bosatt","personer","34","bosatt_vedtak","0104","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","170","bosatt_vedtak","0104","NULL","NULL"
"2012","NULL","anmodning","personer","50","bosatt_vedtak","0104","NULL","NULL"
"2012","NULL","anmodning","prosent","250.00","bosatt_vedtak","0104","NULL","NULL"
"2012","NULL","vedtak","personer","60","bosatt_vedtak","0105","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0105","NULL","NULL"
"2012","NULL","bosatt","personer","44","bosatt_vedtak","0105","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","73.33","bosatt_vedtak","0105","NULL","NULL"
"2012","NULL","anmodning","personer","60","bosatt_vedtak","0105","NULL","NULL"
"2012","NULL","anmodning","prosent","100.00","bosatt_vedtak","0105","NULL","NULL"
"2012","NULL","vedtak","personer","50","bosatt_vedtak","0106","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0106","NULL","NULL"
"2012","NULL","bosatt","personer","48","bosatt_vedtak","0106","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","96","bosatt_vedtak","0106","NULL","NULL"
"2012","NULL","anmodning","personer","100","bosatt_vedtak","0106","NULL","NULL"
"2012","NULL","anmodning","prosent","200.00","bosatt_vedtak","0106","NULL","NULL"
"2012","NULL","vedtak","personer","4","bosatt_vedtak","0111","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0111","NULL","NULL"
"2012","NULL","bosatt","personer","5","bosatt_vedtak","0111","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","125","bosatt_vedtak","0111","NULL","NULL"
"2012","NULL","anmodning","personer","10","bosatt_vedtak","0111","NULL","NULL"
"2012","NULL","anmodning","prosent","250.00","bosatt_vedtak","0111","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosatt_vedtak","0118","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_vedtak","0118","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_vedtak","0118","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosatt_vedtak","0118","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0118","NULL","NULL"
"2012","NULL","anmodning","prosent",".","bosatt_vedtak","0118","NULL","NULL"
"2012","NULL","vedtak","personer","3","bosatt_vedtak","0119","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0119","NULL","NULL"
"2012","NULL","bosatt","personer","5","bosatt_vedtak","0119","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","166.67","bosatt_vedtak","0119","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0119","NULL","NULL"
"2012","NULL","anmodning","prosent","500.00","bosatt_vedtak","0119","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosatt_vedtak","0121","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_vedtak","0121","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_vedtak","0121","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosatt_vedtak","0121","NULL","NULL"
"2012","NULL","anmodning","personer","0","bosatt_vedtak","0121","NULL","NULL"
"2012","NULL","anmodning","prosent",".","bosatt_vedtak","0121","NULL","NULL"
"2012","NULL","vedtak","personer","5","bosatt_vedtak","0122","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0122","NULL","NULL"
"2012","NULL","bosatt","personer","5","bosatt_vedtak","0122","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","100","bosatt_vedtak","0122","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0122","NULL","NULL"
"2012","NULL","anmodning","prosent","300.00","bosatt_vedtak","0122","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0123","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0123","NULL","NULL"
"2012","NULL","bosatt","personer","11","bosatt_vedtak","0123","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","110","bosatt_vedtak","0123","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0123","NULL","NULL"
"2012","NULL","anmodning","prosent","150.00","bosatt_vedtak","0123","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0124","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0124","NULL","NULL"
"2012","NULL","bosatt","personer","9","bosatt_vedtak","0124","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","90","bosatt_vedtak","0124","NULL","NULL"
"2012","NULL","anmodning","personer","25","bosatt_vedtak","0124","NULL","NULL"
"2012","NULL","anmodning","prosent","250.00","bosatt_vedtak","0124","NULL","NULL"
"2012","NULL","vedtak","personer","12","bosatt_vedtak","0125","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0125","NULL","NULL"
"2012","NULL","bosatt","personer","7","bosatt_vedtak","0125","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","58.33","bosatt_vedtak","0125","NULL","NULL"
"2012","NULL","anmodning","personer","25","bosatt_vedtak","0125","NULL","NULL"
"2012","NULL","anmodning","prosent","208.33","bosatt_vedtak","0125","NULL","NULL"
"2012","NULL","vedtak","personer","5","bosatt_vedtak","0127","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0127","NULL","NULL"
"2012","NULL","bosatt","personer","8","bosatt_vedtak","0127","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","160","bosatt_vedtak","0127","NULL","NULL"
"2012","NULL","anmodning","personer","5","bosatt_vedtak","0127","NULL","NULL"
"2012","NULL","anmodning","prosent","100.00","bosatt_vedtak","0127","NULL","NULL"
"2012","NULL","vedtak","personer","0","bosatt_vedtak","0128","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_vedtak","0128","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_vedtak","0128","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosatt_vedtak","0128","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0128","NULL","NULL"
"2012","NULL","anmodning","prosent",".","bosatt_vedtak","0128","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0135","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0135","NULL","NULL"
"2012","NULL","bosatt","personer","11","bosatt_vedtak","0135","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","110","bosatt_vedtak","0135","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0135","NULL","NULL"
"2012","NULL","anmodning","prosent","150.00","bosatt_vedtak","0135","NULL","NULL"
"2012","NULL","vedtak","personer","2","bosatt_vedtak","0136","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0136","NULL","NULL"
"2012","NULL","bosatt","personer","4","bosatt_vedtak","0136","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","200","bosatt_vedtak","0136","NULL","NULL"
"2012","NULL","anmodning","personer","10","bosatt_vedtak","0136","NULL","NULL"
"2012","NULL","anmodning","prosent","500.00","bosatt_vedtak","0136","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosatt_vedtak","0137","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_vedtak","0137","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_vedtak","0137","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosatt_vedtak","0137","NULL","NULL"
"2012","NULL","anmodning","personer","5","bosatt_vedtak","0137","NULL","NULL"
"2012","NULL","anmodning","prosent",".","bosatt_vedtak","0137","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosatt_vedtak","0138","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_vedtak","0138","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_vedtak","0138","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosatt_vedtak","0138","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0138","NULL","NULL"
"2012","NULL","anmodning","prosent",".","bosatt_vedtak","0138","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0211","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0211","NULL","NULL"
"2012","NULL","bosatt","personer","12","bosatt_vedtak","0211","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","120","bosatt_vedtak","0211","NULL","NULL"
"2012","NULL","anmodning","personer","20","bosatt_vedtak","0211","NULL","NULL"
"2012","NULL","anmodning","prosent","200.00","bosatt_vedtak","0211","NULL","NULL"
"2012","NULL","vedtak","personer","50","bosatt_vedtak","0213","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0213","NULL","NULL"
"2012","NULL","bosatt","personer","33","bosatt_vedtak","0213","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","66","bosatt_vedtak","0213","NULL","NULL"
"2012","NULL","anmodning","personer","50","bosatt_vedtak","0213","NULL","NULL"
"2012","NULL","anmodning","prosent","100.00","bosatt_vedtak","0213","NULL","NULL"
"2012","NULL","vedtak","personer","15","bosatt_vedtak","0214","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0214","NULL","NULL"
"2012","NULL","bosatt","personer","14","bosatt_vedtak","0214","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","93.33","bosatt_vedtak","0214","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0214","NULL","NULL"
"2012","NULL","anmodning","prosent","100.00","bosatt_vedtak","0214","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0215","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0215","NULL","NULL"
"2012","NULL","bosatt","personer","6","bosatt_vedtak","0215","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","60","bosatt_vedtak","0215","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0215","NULL","NULL"
"2012","NULL","anmodning","prosent","150.00","bosatt_vedtak","0215","NULL","NULL"
"2012","NULL","vedtak","personer","20","bosatt_vedtak","0216","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0216","NULL","NULL"
"2012","NULL","bosatt","personer","12","bosatt_vedtak","0216","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","60","bosatt_vedtak","0216","NULL","NULL"
"2012","NULL","anmodning","personer","30","bosatt_vedtak","0216","NULL","NULL"
"2012","NULL","anmodning","prosent","150.00","bosatt_vedtak","0216","NULL","NULL"
"2012","NULL","vedtak","personer","30","bosatt_vedtak","0217","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0217","NULL","NULL"
"2012","NULL","bosatt","personer","8","bosatt_vedtak","0217","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","26.67","bosatt_vedtak","0217","NULL","NULL"
"2012","NULL","anmodning","personer","45","bosatt_vedtak","0217","NULL","NULL"
"2012","NULL","anmodning","prosent","150.00","bosatt_vedtak","0217","NULL","NULL"
"2012","NULL","vedtak","personer","135","bosatt_vedtak","0219","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0219","NULL","NULL"
"2012","NULL","bosatt","personer","101","bosatt_vedtak","0219","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","74.81","bosatt_vedtak","0219","NULL","NULL"
"2012","NULL","anmodning","personer","155","bosatt_vedtak","0219","NULL","NULL"
"2012","NULL","anmodning","prosent","114.81","bosatt_vedtak","0219","NULL","NULL"
"2012","NULL","vedtak","personer","50","bosatt_vedtak","0220","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0220","NULL","NULL"
"2012","NULL","bosatt","personer","48","bosatt_vedtak","0220","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","96","bosatt_vedtak","0220","NULL","NULL"
"2012","NULL","anmodning","personer","85","bosatt_vedtak","0220","NULL","NULL"
"2012","NULL","anmodning","prosent","170.00","bosatt_vedtak","0220","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0221","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0221","NULL","NULL"
"2012","NULL","bosatt","personer","9","bosatt_vedtak","0221","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","90","bosatt_vedtak","0221","NULL","NULL"
"2012","NULL","anmodning","personer","16","bosatt_vedtak","0221","NULL","NULL"
"2012","NULL","anmodning","prosent","160.00","bosatt_vedtak","0221","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0226","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0226","NULL","NULL"
"2012","NULL","bosatt","personer","9","bosatt_vedtak","0226","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","90","bosatt_vedtak","0226","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0226","NULL","NULL"
"2012","NULL","anmodning","prosent","150.00","bosatt_vedtak","0226","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0227","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0227","NULL","NULL"
"2012","NULL","bosatt","personer","13","bosatt_vedtak","0227","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","130","bosatt_vedtak","0227","NULL","NULL"
"2012","NULL","anmodning","personer","16","bosatt_vedtak","0227","NULL","NULL"
"2012","NULL","anmodning","prosent","160.00","bosatt_vedtak","0227","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0228","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0228","NULL","NULL"
"2012","NULL","bosatt","personer","15","bosatt_vedtak","0228","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","150","bosatt_vedtak","0228","NULL","NULL"
"2012","NULL","anmodning","personer","32","bosatt_vedtak","0228","NULL","NULL"
"2012","NULL","anmodning","prosent","320.00","bosatt_vedtak","0228","NULL","NULL"
"2012","NULL","vedtak","personer","5","bosatt_vedtak","0229","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0229","NULL","NULL"
"2012","NULL","bosatt","personer","5","bosatt_vedtak","0229","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","100","bosatt_vedtak","0229","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_vedtak","0229","NULL","NULL"
"2012","NULL","anmodning","prosent","300.00","bosatt_vedtak","0229","NULL","NULL"
"2012","NULL","vedtak","personer","20","bosatt_vedtak","0230","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0230","NULL","NULL"
"2012","NULL","bosatt","personer","23","bosatt_vedtak","0230","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","115","bosatt_vedtak","0230","NULL","NULL"
"2012","NULL","anmodning","personer","65","bosatt_vedtak","0230","NULL","NULL"
"2012","NULL","anmodning","prosent","325.00","bosatt_vedtak","0230","NULL","NULL"
"2012","NULL","vedtak","personer","60","bosatt_vedtak","0231","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0231","NULL","NULL"
"2012","NULL","bosatt","personer","53","bosatt_vedtak","0231","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","88.33","bosatt_vedtak","0231","NULL","NULL"
"2012","NULL","anmodning","personer","60","bosatt_vedtak","0231","NULL","NULL"
"2012","NULL","anmodning","prosent","100.00","bosatt_vedtak","0231","NULL","NULL"
"2012","NULL","vedtak","personer","15","bosatt_vedtak","0233","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0233","NULL","NULL"
"2012","NULL","bosatt","personer","10","bosatt_vedtak","0233","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","66.67","bosatt_vedtak","0233","NULL","NULL"
"2012","NULL","anmodning","personer","21","bosatt_vedtak","0233","NULL","NULL"
"2012","NULL","anmodning","prosent","140.00","bosatt_vedtak","0233","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_vedtak","0234","NULL","NULL"
"2012","NULL","vedtak","prosent","100","bosatt_vedtak","0234","NULL","NULL"
"2012","NULL","bosatt","personer","2","bosatt_vedtak","0234","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","20","bosatt_vedtak","0234","NULL","NULL"
"2012","NULL","anmodning","personer","13","bosatt_vedtak","0234","NULL","NULL"
