"aar","fylke_nr","bosetting","enhet","tabellvariabel","tabell_navn","kommune_nr","naringsregion_nr","bydel_nr"
"2012","10","anmodning","personer","450","bosatt_anmodede","NULL","NULL","NULL"
"2012","10","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","10","bosatt","personer","283","bosatt_anmodede","NULL","NULL","NULL"
"2012","10","bosatt","prosent","62.89","bosatt_anmodede","NULL","NULL","NULL"
"2012","10","vedtak","personer","330","bosatt_anmodede","NULL","NULL","NULL"
"2012","10","vedtak","prosent","73.33","bosatt_anmodede","NULL","NULL","NULL"
"2012","11","anmodning","personer","694","bosatt_anmodede","NULL","NULL","NULL"
"2012","11","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","11","bosatt","personer","456","bosatt_anmodede","NULL","NULL","NULL"
"2012","11","bosatt","prosent","65.71","bosatt_anmodede","NULL","NULL","NULL"
"2012","11","vedtak","personer","456","bosatt_anmodede","NULL","NULL","NULL"
"2012","11","vedtak","prosent","65.71","bosatt_anmodede","NULL","NULL","NULL"
"2012","12","anmodning","personer","834","bosatt_anmodede","NULL","NULL","NULL"
"2012","12","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","12","bosatt","personer","464","bosatt_anmodede","NULL","NULL","NULL"
"2012","12","bosatt","prosent","55.64","bosatt_anmodede","NULL","NULL","NULL"
"2012","12","vedtak","personer","441","bosatt_anmodede","NULL","NULL","NULL"
"2012","12","vedtak","prosent","52.88","bosatt_anmodede","NULL","NULL","NULL"
"2012","14","anmodning","personer","390","bosatt_anmodede","NULL","NULL","NULL"
"2012","14","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","14","bosatt","personer","109","bosatt_anmodede","NULL","NULL","NULL"
"2012","14","bosatt","prosent","27.95","bosatt_anmodede","NULL","NULL","NULL"
"2012","14","vedtak","personer","117","bosatt_anmodede","NULL","NULL","NULL"
"2012","14","vedtak","prosent","30.00","bosatt_anmodede","NULL","NULL","NULL"
"2012","15","anmodning","personer","435","bosatt_anmodede","NULL","NULL","NULL"
"2012","15","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","15","bosatt","personer","284","bosatt_anmodede","NULL","NULL","NULL"
"2012","15","bosatt","prosent","65.29","bosatt_anmodede","NULL","NULL","NULL"
"2012","15","vedtak","personer","321","bosatt_anmodede","NULL","NULL","NULL"
"2012","15","vedtak","prosent","73.79","bosatt_anmodede","NULL","NULL","NULL"
"2012","16","anmodning","personer","436","bosatt_anmodede","NULL","NULL","NULL"
"2012","16","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","16","bosatt","personer","339","bosatt_anmodede","NULL","NULL","NULL"
"2012","16","bosatt","prosent","77.75","bosatt_anmodede","NULL","NULL","NULL"
"2012","16","vedtak","personer","358","bosatt_anmodede","NULL","NULL","NULL"
"2012","16","vedtak","prosent","82.11","bosatt_anmodede","NULL","NULL","NULL"
"2012","17","anmodning","personer","286","bosatt_anmodede","NULL","NULL","NULL"
"2012","17","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","17","bosatt","personer","263","bosatt_anmodede","NULL","NULL","NULL"
"2012","17","bosatt","prosent","91.96","bosatt_anmodede","NULL","NULL","NULL"
"2012","17","vedtak","personer","251","bosatt_anmodede","NULL","NULL","NULL"
"2012","17","vedtak","prosent","87.76","bosatt_anmodede","NULL","NULL","NULL"
"2012","18","anmodning","personer","685","bosatt_anmodede","NULL","NULL","NULL"
"2012","18","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","18","bosatt","personer","470","bosatt_anmodede","NULL","NULL","NULL"
"2012","18","bosatt","prosent","68.61","bosatt_anmodede","NULL","NULL","NULL"
"2012","18","vedtak","personer","549","bosatt_anmodede","NULL","NULL","NULL"
"2012","18","vedtak","prosent","80.15","bosatt_anmodede","NULL","NULL","NULL"
"2012","19","anmodning","personer","305","bosatt_anmodede","NULL","NULL","NULL"
"2012","19","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","19","bosatt","personer","293","bosatt_anmodede","NULL","NULL","NULL"
"2012","19","bosatt","prosent","96.07","bosatt_anmodede","NULL","NULL","NULL"
"2012","19","vedtak","personer","233","bosatt_anmodede","NULL","NULL","NULL"
"2012","19","vedtak","prosent","76.39","bosatt_anmodede","NULL","NULL","NULL"
"2012","20","anmodning","personer","210","bosatt_anmodede","NULL","NULL","NULL"
"2012","20","anmodning","prosent","100","bosatt_anmodede","NULL","NULL","NULL"
"2012","20","bosatt","personer","170","bosatt_anmodede","NULL","NULL","NULL"
"2012","20","bosatt","prosent","80.95","bosatt_anmodede","NULL","NULL","NULL"
"2012","20","vedtak","personer","166","bosatt_anmodede","NULL","NULL","NULL"
"2012","20","vedtak","prosent","79.05","bosatt_anmodede","NULL","NULL","NULL"
"2012","99","anmodning","personer",".","bosatt_anmodede","NULL","NULL","NULL"
"2012","99","anmodning","prosent",".","bosatt_anmodede","NULL","NULL","NULL"
"2012","99","bosatt","personer",".","bosatt_anmodede","NULL","NULL","NULL"
"2012","99","bosatt","prosent",".","bosatt_anmodede","NULL","NULL","NULL"
"2012","99","vedtak","personer",".","bosatt_anmodede","NULL","NULL","NULL"
"2012","99","vedtak","prosent",".","bosatt_anmodede","NULL","NULL","NULL"
"2012","NULL","anmodning","personer","30","bosatt_anmodede","0101","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0101","NULL","NULL"
"2012","NULL","bosatt","personer","6","bosatt_anmodede","0101","NULL","NULL"
"2012","NULL","bosatt","prosent","20.00","bosatt_anmodede","0101","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0101","NULL","NULL"
"2012","NULL","vedtak","prosent","33.33","bosatt_anmodede","0101","NULL","NULL"
"2012","NULL","anmodning","personer","50","bosatt_anmodede","0104","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0104","NULL","NULL"
"2012","NULL","bosatt","personer","34","bosatt_anmodede","0104","NULL","NULL"
"2012","NULL","bosatt","prosent","68.00","bosatt_anmodede","0104","NULL","NULL"
"2012","NULL","vedtak","personer","20","bosatt_anmodede","0104","NULL","NULL"
"2012","NULL","vedtak","prosent","40.00","bosatt_anmodede","0104","NULL","NULL"
"2012","NULL","anmodning","personer","60","bosatt_anmodede","0105","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0105","NULL","NULL"
"2012","NULL","bosatt","personer","44","bosatt_anmodede","0105","NULL","NULL"
"2012","NULL","bosatt","prosent","73.33","bosatt_anmodede","0105","NULL","NULL"
"2012","NULL","vedtak","personer","60","bosatt_anmodede","0105","NULL","NULL"
"2012","NULL","vedtak","prosent","100.00","bosatt_anmodede","0105","NULL","NULL"
"2012","NULL","anmodning","personer","100","bosatt_anmodede","0106","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0106","NULL","NULL"
"2012","NULL","bosatt","personer","48","bosatt_anmodede","0106","NULL","NULL"
"2012","NULL","bosatt","prosent","48.00","bosatt_anmodede","0106","NULL","NULL"
"2012","NULL","vedtak","personer","50","bosatt_anmodede","0106","NULL","NULL"
"2012","NULL","vedtak","prosent","50.00","bosatt_anmodede","0106","NULL","NULL"
"2012","NULL","anmodning","personer","10","bosatt_anmodede","0111","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0111","NULL","NULL"
"2012","NULL","bosatt","personer","5","bosatt_anmodede","0111","NULL","NULL"
"2012","NULL","bosatt","prosent","50.00","bosatt_anmodede","0111","NULL","NULL"
"2012","NULL","vedtak","personer","4","bosatt_anmodede","0111","NULL","NULL"
"2012","NULL","vedtak","prosent","40.00","bosatt_anmodede","0111","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0118","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0118","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_anmodede","0118","NULL","NULL"
"2012","NULL","bosatt","prosent","0.00","bosatt_anmodede","0118","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosatt_anmodede","0118","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_anmodede","0118","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0119","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0119","NULL","NULL"
"2012","NULL","bosatt","personer","5","bosatt_anmodede","0119","NULL","NULL"
"2012","NULL","bosatt","prosent","33.33","bosatt_anmodede","0119","NULL","NULL"
"2012","NULL","vedtak","personer","3","bosatt_anmodede","0119","NULL","NULL"
"2012","NULL","vedtak","prosent","20.00","bosatt_anmodede","0119","NULL","NULL"
"2012","NULL","anmodning","personer","0","bosatt_anmodede","0121","NULL","NULL"
"2012","NULL","anmodning","prosent",".","bosatt_anmodede","0121","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_anmodede","0121","NULL","NULL"
"2012","NULL","bosatt","prosent",".","bosatt_anmodede","0121","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosatt_anmodede","0121","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_anmodede","0121","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0122","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0122","NULL","NULL"
"2012","NULL","bosatt","personer","5","bosatt_anmodede","0122","NULL","NULL"
"2012","NULL","bosatt","prosent","33.33","bosatt_anmodede","0122","NULL","NULL"
"2012","NULL","vedtak","personer","5","bosatt_anmodede","0122","NULL","NULL"
"2012","NULL","vedtak","prosent","33.33","bosatt_anmodede","0122","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0123","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0123","NULL","NULL"
"2012","NULL","bosatt","personer","11","bosatt_anmodede","0123","NULL","NULL"
"2012","NULL","bosatt","prosent","73.33","bosatt_anmodede","0123","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0123","NULL","NULL"
"2012","NULL","vedtak","prosent","66.67","bosatt_anmodede","0123","NULL","NULL"
"2012","NULL","anmodning","personer","25","bosatt_anmodede","0124","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0124","NULL","NULL"
"2012","NULL","bosatt","personer","9","bosatt_anmodede","0124","NULL","NULL"
"2012","NULL","bosatt","prosent","36.00","bosatt_anmodede","0124","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0124","NULL","NULL"
"2012","NULL","vedtak","prosent","40.00","bosatt_anmodede","0124","NULL","NULL"
"2012","NULL","anmodning","personer","25","bosatt_anmodede","0125","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0125","NULL","NULL"
"2012","NULL","bosatt","personer","7","bosatt_anmodede","0125","NULL","NULL"
"2012","NULL","bosatt","prosent","28.00","bosatt_anmodede","0125","NULL","NULL"
"2012","NULL","vedtak","personer","12","bosatt_anmodede","0125","NULL","NULL"
"2012","NULL","vedtak","prosent","48.00","bosatt_anmodede","0125","NULL","NULL"
"2012","NULL","anmodning","personer","5","bosatt_anmodede","0127","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0127","NULL","NULL"
"2012","NULL","bosatt","personer","8","bosatt_anmodede","0127","NULL","NULL"
"2012","NULL","bosatt","prosent","160.00","bosatt_anmodede","0127","NULL","NULL"
"2012","NULL","vedtak","personer","5","bosatt_anmodede","0127","NULL","NULL"
"2012","NULL","vedtak","prosent","100.00","bosatt_anmodede","0127","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0128","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0128","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_anmodede","0128","NULL","NULL"
"2012","NULL","bosatt","prosent","0.00","bosatt_anmodede","0128","NULL","NULL"
"2012","NULL","vedtak","personer","0","bosatt_anmodede","0128","NULL","NULL"
"2012","NULL","vedtak","prosent","0.00","bosatt_anmodede","0128","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0135","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0135","NULL","NULL"
"2012","NULL","bosatt","personer","11","bosatt_anmodede","0135","NULL","NULL"
"2012","NULL","bosatt","prosent","73.33","bosatt_anmodede","0135","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0135","NULL","NULL"
"2012","NULL","vedtak","prosent","66.67","bosatt_anmodede","0135","NULL","NULL"
"2012","NULL","anmodning","personer","10","bosatt_anmodede","0136","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0136","NULL","NULL"
"2012","NULL","bosatt","personer","4","bosatt_anmodede","0136","NULL","NULL"
"2012","NULL","bosatt","prosent","40.00","bosatt_anmodede","0136","NULL","NULL"
"2012","NULL","vedtak","personer","2","bosatt_anmodede","0136","NULL","NULL"
"2012","NULL","vedtak","prosent","20.00","bosatt_anmodede","0136","NULL","NULL"
"2012","NULL","anmodning","personer","5","bosatt_anmodede","0137","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0137","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_anmodede","0137","NULL","NULL"
"2012","NULL","bosatt","prosent","0.00","bosatt_anmodede","0137","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosatt_anmodede","0137","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_anmodede","0137","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0138","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0138","NULL","NULL"
"2012","NULL","bosatt","personer","0","bosatt_anmodede","0138","NULL","NULL"
"2012","NULL","bosatt","prosent","0.00","bosatt_anmodede","0138","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosatt_anmodede","0138","NULL","NULL"
"2012","NULL","vedtak","prosent",".","bosatt_anmodede","0138","NULL","NULL"
"2012","NULL","anmodning","personer","20","bosatt_anmodede","0211","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0211","NULL","NULL"
"2012","NULL","bosatt","personer","12","bosatt_anmodede","0211","NULL","NULL"
"2012","NULL","bosatt","prosent","60.00","bosatt_anmodede","0211","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0211","NULL","NULL"
"2012","NULL","vedtak","prosent","50.00","bosatt_anmodede","0211","NULL","NULL"
"2012","NULL","anmodning","personer","50","bosatt_anmodede","0213","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0213","NULL","NULL"
"2012","NULL","bosatt","personer","33","bosatt_anmodede","0213","NULL","NULL"
"2012","NULL","bosatt","prosent","66.00","bosatt_anmodede","0213","NULL","NULL"
"2012","NULL","vedtak","personer","50","bosatt_anmodede","0213","NULL","NULL"
"2012","NULL","vedtak","prosent","100.00","bosatt_anmodede","0213","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0214","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0214","NULL","NULL"
"2012","NULL","bosatt","personer","14","bosatt_anmodede","0214","NULL","NULL"
"2012","NULL","bosatt","prosent","93.33","bosatt_anmodede","0214","NULL","NULL"
"2012","NULL","vedtak","personer","15","bosatt_anmodede","0214","NULL","NULL"
"2012","NULL","vedtak","prosent","100.00","bosatt_anmodede","0214","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0215","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0215","NULL","NULL"
"2012","NULL","bosatt","personer","6","bosatt_anmodede","0215","NULL","NULL"
"2012","NULL","bosatt","prosent","40.00","bosatt_anmodede","0215","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0215","NULL","NULL"
"2012","NULL","vedtak","prosent","66.67","bosatt_anmodede","0215","NULL","NULL"
"2012","NULL","anmodning","personer","30","bosatt_anmodede","0216","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0216","NULL","NULL"
"2012","NULL","bosatt","personer","12","bosatt_anmodede","0216","NULL","NULL"
"2012","NULL","bosatt","prosent","40.00","bosatt_anmodede","0216","NULL","NULL"
"2012","NULL","vedtak","personer","20","bosatt_anmodede","0216","NULL","NULL"
"2012","NULL","vedtak","prosent","66.67","bosatt_anmodede","0216","NULL","NULL"
"2012","NULL","anmodning","personer","45","bosatt_anmodede","0217","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0217","NULL","NULL"
"2012","NULL","bosatt","personer","8","bosatt_anmodede","0217","NULL","NULL"
"2012","NULL","bosatt","prosent","17.78","bosatt_anmodede","0217","NULL","NULL"
"2012","NULL","vedtak","personer","30","bosatt_anmodede","0217","NULL","NULL"
"2012","NULL","vedtak","prosent","66.67","bosatt_anmodede","0217","NULL","NULL"
"2012","NULL","anmodning","personer","155","bosatt_anmodede","0219","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0219","NULL","NULL"
"2012","NULL","bosatt","personer","101","bosatt_anmodede","0219","NULL","NULL"
"2012","NULL","bosatt","prosent","65.16","bosatt_anmodede","0219","NULL","NULL"
"2012","NULL","vedtak","personer","135","bosatt_anmodede","0219","NULL","NULL"
"2012","NULL","vedtak","prosent","87.10","bosatt_anmodede","0219","NULL","NULL"
"2012","NULL","anmodning","personer","85","bosatt_anmodede","0220","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0220","NULL","NULL"
"2012","NULL","bosatt","personer","48","bosatt_anmodede","0220","NULL","NULL"
"2012","NULL","bosatt","prosent","56.47","bosatt_anmodede","0220","NULL","NULL"
"2012","NULL","vedtak","personer","50","bosatt_anmodede","0220","NULL","NULL"
"2012","NULL","vedtak","prosent","58.82","bosatt_anmodede","0220","NULL","NULL"
"2012","NULL","anmodning","personer","16","bosatt_anmodede","0221","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0221","NULL","NULL"
"2012","NULL","bosatt","personer","9","bosatt_anmodede","0221","NULL","NULL"
"2012","NULL","bosatt","prosent","56.25","bosatt_anmodede","0221","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0221","NULL","NULL"
"2012","NULL","vedtak","prosent","62.50","bosatt_anmodede","0221","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0226","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0226","NULL","NULL"
"2012","NULL","bosatt","personer","9","bosatt_anmodede","0226","NULL","NULL"
"2012","NULL","bosatt","prosent","60.00","bosatt_anmodede","0226","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0226","NULL","NULL"
"2012","NULL","vedtak","prosent","66.67","bosatt_anmodede","0226","NULL","NULL"
"2012","NULL","anmodning","personer","16","bosatt_anmodede","0227","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0227","NULL","NULL"
"2012","NULL","bosatt","personer","13","bosatt_anmodede","0227","NULL","NULL"
"2012","NULL","bosatt","prosent","81.25","bosatt_anmodede","0227","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0227","NULL","NULL"
"2012","NULL","vedtak","prosent","62.50","bosatt_anmodede","0227","NULL","NULL"
"2012","NULL","anmodning","personer","32","bosatt_anmodede","0228","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0228","NULL","NULL"
"2012","NULL","bosatt","personer","15","bosatt_anmodede","0228","NULL","NULL"
"2012","NULL","bosatt","prosent","46.88","bosatt_anmodede","0228","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0228","NULL","NULL"
"2012","NULL","vedtak","prosent","31.25","bosatt_anmodede","0228","NULL","NULL"
"2012","NULL","anmodning","personer","15","bosatt_anmodede","0229","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0229","NULL","NULL"
"2012","NULL","bosatt","personer","5","bosatt_anmodede","0229","NULL","NULL"
"2012","NULL","bosatt","prosent","33.33","bosatt_anmodede","0229","NULL","NULL"
"2012","NULL","vedtak","personer","5","bosatt_anmodede","0229","NULL","NULL"
"2012","NULL","vedtak","prosent","33.33","bosatt_anmodede","0229","NULL","NULL"
"2012","NULL","anmodning","personer","65","bosatt_anmodede","0230","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0230","NULL","NULL"
"2012","NULL","bosatt","personer","23","bosatt_anmodede","0230","NULL","NULL"
"2012","NULL","bosatt","prosent","35.38","bosatt_anmodede","0230","NULL","NULL"
"2012","NULL","vedtak","personer","20","bosatt_anmodede","0230","NULL","NULL"
"2012","NULL","vedtak","prosent","30.77","bosatt_anmodede","0230","NULL","NULL"
"2012","NULL","anmodning","personer","60","bosatt_anmodede","0231","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0231","NULL","NULL"
"2012","NULL","bosatt","personer","53","bosatt_anmodede","0231","NULL","NULL"
"2012","NULL","bosatt","prosent","88.33","bosatt_anmodede","0231","NULL","NULL"
"2012","NULL","vedtak","personer","60","bosatt_anmodede","0231","NULL","NULL"
"2012","NULL","vedtak","prosent","100.00","bosatt_anmodede","0231","NULL","NULL"
"2012","NULL","anmodning","personer","21","bosatt_anmodede","0233","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0233","NULL","NULL"
"2012","NULL","bosatt","personer","10","bosatt_anmodede","0233","NULL","NULL"
"2012","NULL","bosatt","prosent","47.62","bosatt_anmodede","0233","NULL","NULL"
"2012","NULL","vedtak","personer","15","bosatt_anmodede","0233","NULL","NULL"
"2012","NULL","vedtak","prosent","71.43","bosatt_anmodede","0233","NULL","NULL"
"2012","NULL","anmodning","personer","13","bosatt_anmodede","0234","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0234","NULL","NULL"
"2012","NULL","bosatt","personer","2","bosatt_anmodede","0234","NULL","NULL"
"2012","NULL","bosatt","prosent","15.38","bosatt_anmodede","0234","NULL","NULL"
"2012","NULL","vedtak","personer","10","bosatt_anmodede","0234","NULL","NULL"
"2012","NULL","vedtak","prosent","76.92","bosatt_anmodede","0234","NULL","NULL"
"2012","NULL","anmodning","personer","25","bosatt_anmodede","0235","NULL","NULL"
"2012","NULL","anmodning","prosent","100","bosatt_anmodede","0235","NULL","NULL"
"2012","NULL","bosatt","personer","11","bosatt_anmodede","0235","NULL","NULL"
"2012","NULL","bosatt","prosent","44.00","bosatt_anmodede","0235","NULL","NULL"
