"aar","fylke_nr","innvkat_4","kjonn","enhet","tabellvariabel","tabell_navn","bydel_nr","naringsregion_nr","kommune_nr"
"2013","00","norskfodte_m_innvf","alle","prosent","3.927693708","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","alle","0","personer","16876","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","alle","1","personer","18230","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","alle","alle","personer","35106","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","innvandrere","0","personer","1553","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","innvandrere","0","prosent","9.2","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","innvandrere","1","personer","1711","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","innvandrere","1","prosent","9.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","innvandrere","alle","personer","3264","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","innvandrere","alle","prosent","9.3","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","bef_u_innv_og_norskf","0","personer","14679","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","bef_u_innv_og_norskf","0","prosent","87","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","bef_u_innv_og_norskf","1","personer","15698","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","bef_u_innv_og_norskf","1","prosent","86.1","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","bef_u_innv_og_norskf","alle","personer","30377","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","bef_u_innv_og_norskf","alle","prosent","86.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","norskfodte_m_innvf","0","personer","644","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","norskfodte_m_innvf","0","prosent","3.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","norskfodte_m_innvf","1","personer","821","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","norskfodte_m_innvf","1","prosent","4.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","norskfodte_m_innvf","alle","personer","1465","videregaende_deltakelse","NULL","NULL","NULL"
"2013","01","norskfodte_m_innvf","alle","prosent","4.2","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","alle","0","personer","34692","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","alle","1","personer","38011","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","alle","alle","personer","72703","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","innvandrere","0","personer","2206","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","innvandrere","0","prosent","6.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","innvandrere","1","personer","2500","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","innvandrere","1","prosent","6.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","innvandrere","alle","personer","4706","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","innvandrere","alle","prosent","6.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","bef_u_innv_og_norskf","0","personer","30718","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","bef_u_innv_og_norskf","0","prosent","88.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","bef_u_innv_og_norskf","1","personer","33599","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","bef_u_innv_og_norskf","1","prosent","88.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","bef_u_innv_og_norskf","alle","personer","64317","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","bef_u_innv_og_norskf","alle","prosent","88.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","norskfodte_m_innvf","0","personer","1768","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","norskfodte_m_innvf","0","prosent","5.1","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","norskfodte_m_innvf","1","personer","1912","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","norskfodte_m_innvf","1","prosent","5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","norskfodte_m_innvf","alle","personer","3680","videregaende_deltakelse","NULL","NULL","NULL"
"2013","02","norskfodte_m_innvf","alle","prosent","5.1","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","alle","0","personer","24923","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","alle","1","personer","26647","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","alle","alle","personer","51570","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","innvandrere","0","personer","2950","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","innvandrere","0","prosent","11.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","innvandrere","1","personer","3347","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","innvandrere","1","prosent","12.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","innvandrere","alle","personer","6297","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","innvandrere","alle","prosent","12.2","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","bef_u_innv_og_norskf","0","personer","16900","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","bef_u_innv_og_norskf","0","prosent","67.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","bef_u_innv_og_norskf","1","personer","17856","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","bef_u_innv_og_norskf","1","prosent","67","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","bef_u_innv_og_norskf","alle","personer","34756","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","bef_u_innv_og_norskf","alle","prosent","67.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","norskfodte_m_innvf","0","personer","5073","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","norskfodte_m_innvf","0","prosent","20.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","norskfodte_m_innvf","1","personer","5444","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","norskfodte_m_innvf","1","prosent","20.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","norskfodte_m_innvf","alle","personer","10517","videregaende_deltakelse","NULL","NULL","NULL"
"2013","03","norskfodte_m_innvf","alle","prosent","20.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","alle","0","personer","11253","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","alle","1","personer","12460","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","alle","alle","personer","23713","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","innvandrere","0","personer","529","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","innvandrere","0","prosent","4.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","innvandrere","1","personer","618","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","innvandrere","1","prosent","5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","innvandrere","alle","personer","1147","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","innvandrere","alle","prosent","4.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","bef_u_innv_og_norskf","0","personer","10547","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","bef_u_innv_og_norskf","0","prosent","93.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","bef_u_innv_og_norskf","1","personer","11658","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","bef_u_innv_og_norskf","1","prosent","93.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","bef_u_innv_og_norskf","alle","personer","22205","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","bef_u_innv_og_norskf","alle","prosent","93.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","norskfodte_m_innvf","0","personer","177","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","norskfodte_m_innvf","0","prosent","1.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","norskfodte_m_innvf","1","personer","184","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","norskfodte_m_innvf","1","prosent","1.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","norskfodte_m_innvf","alle","personer","361","videregaende_deltakelse","NULL","NULL","NULL"
"2013","04","norskfodte_m_innvf","alle","prosent","1.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","alle","0","personer","11059","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","alle","1","personer","12217","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","alle","alle","personer","23276","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","innvandrere","0","personer","517","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","innvandrere","0","prosent","4.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","innvandrere","1","personer","615","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","innvandrere","1","prosent","5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","innvandrere","alle","personer","1132","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","innvandrere","alle","prosent","4.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","bef_u_innv_og_norskf","0","personer","10382","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","bef_u_innv_og_norskf","0","prosent","93.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","bef_u_innv_og_norskf","1","personer","11476","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","bef_u_innv_og_norskf","1","prosent","93.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","bef_u_innv_og_norskf","alle","personer","21858","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","bef_u_innv_og_norskf","alle","prosent","93.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","norskfodte_m_innvf","0","personer","160","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","norskfodte_m_innvf","0","prosent","1.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","norskfodte_m_innvf","1","personer","126","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","norskfodte_m_innvf","1","prosent","1","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","norskfodte_m_innvf","alle","personer","286","videregaende_deltakelse","NULL","NULL","NULL"
"2013","05","norskfodte_m_innvf","alle","prosent","1.2","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","alle","0","personer","15219","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","alle","1","personer","16492","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","alle","alle","personer","31711","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","innvandrere","0","personer","1168","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","innvandrere","0","prosent","7.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","innvandrere","1","personer","1397","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","innvandrere","1","prosent","8.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","innvandrere","alle","personer","2565","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","innvandrere","alle","prosent","8.1","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","bef_u_innv_og_norskf","0","personer","13329","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","bef_u_innv_og_norskf","0","prosent","87.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","bef_u_innv_og_norskf","1","personer","14328","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","bef_u_innv_og_norskf","1","prosent","86.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","bef_u_innv_og_norskf","alle","personer","27657","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","bef_u_innv_og_norskf","alle","prosent","87.2","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","norskfodte_m_innvf","0","personer","722","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","norskfodte_m_innvf","0","prosent","4.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","norskfodte_m_innvf","1","personer","767","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","norskfodte_m_innvf","1","prosent","4.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","norskfodte_m_innvf","alle","personer","1489","videregaende_deltakelse","NULL","NULL","NULL"
"2013","06","norskfodte_m_innvf","alle","prosent","4.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","alle","0","personer","14501","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","alle","1","personer","16061","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","alle","alle","personer","30562","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","innvandrere","0","personer","916","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","innvandrere","0","prosent","6.3","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","innvandrere","1","personer","1053","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","innvandrere","1","prosent","6.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","innvandrere","alle","personer","1969","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","innvandrere","alle","prosent","6.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","bef_u_innv_og_norskf","0","personer","13188","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","bef_u_innv_og_norskf","0","prosent","90.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","bef_u_innv_og_norskf","1","personer","14561","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","bef_u_innv_og_norskf","1","prosent","90.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","bef_u_innv_og_norskf","alle","personer","27749","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","bef_u_innv_og_norskf","alle","prosent","90.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","norskfodte_m_innvf","0","personer","397","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","norskfodte_m_innvf","0","prosent","2.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","norskfodte_m_innvf","1","personer","447","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","norskfodte_m_innvf","1","prosent","2.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","norskfodte_m_innvf","alle","personer","844","videregaende_deltakelse","NULL","NULL","NULL"
"2013","07","norskfodte_m_innvf","alle","prosent","2.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","alle","0","personer","10434","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","alle","1","personer","11468","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","alle","alle","personer","21902","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","innvandrere","0","personer","699","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","innvandrere","0","prosent","6.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","innvandrere","1","personer","839","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","innvandrere","1","prosent","7.3","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","innvandrere","alle","personer","1538","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","innvandrere","alle","prosent","7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","bef_u_innv_og_norskf","0","personer","9484","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","bef_u_innv_og_norskf","0","prosent","90.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","bef_u_innv_og_norskf","1","personer","10324","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","bef_u_innv_og_norskf","1","prosent","90","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","bef_u_innv_og_norskf","alle","personer","19808","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","bef_u_innv_og_norskf","alle","prosent","90.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","norskfodte_m_innvf","0","personer","251","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","norskfodte_m_innvf","0","prosent","2.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","norskfodte_m_innvf","1","personer","305","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","norskfodte_m_innvf","1","prosent","2.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","norskfodte_m_innvf","alle","personer","556","videregaende_deltakelse","NULL","NULL","NULL"
"2013","08","norskfodte_m_innvf","alle","prosent","2.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","alle","0","personer","7072","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","alle","1","personer","7677","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","alle","alle","personer","14749","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","innvandrere","0","personer","466","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","innvandrere","0","prosent","6.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","innvandrere","1","personer","490","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","innvandrere","1","prosent","6.4","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","innvandrere","alle","personer","956","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","innvandrere","alle","prosent","6.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","bef_u_innv_og_norskf","0","personer","6468","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","bef_u_innv_og_norskf","0","prosent","91.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","bef_u_innv_og_norskf","1","personer","7045","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","bef_u_innv_og_norskf","1","prosent","91.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","bef_u_innv_og_norskf","alle","personer","13513","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","bef_u_innv_og_norskf","alle","prosent","91.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","norskfodte_m_innvf","0","personer","138","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","norskfodte_m_innvf","0","prosent","2","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","norskfodte_m_innvf","1","personer","142","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","norskfodte_m_innvf","1","prosent","1.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","norskfodte_m_innvf","alle","personer","280","videregaende_deltakelse","NULL","NULL","NULL"
"2013","09","norskfodte_m_innvf","alle","prosent","1.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","alle","0","personer","11505","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","alle","1","personer","12716","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","alle","alle","personer","24221","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","innvandrere","0","personer","715","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","innvandrere","0","prosent","6.2","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","innvandrere","1","personer","807","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","innvandrere","1","prosent","6.3","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","innvandrere","alle","personer","1522","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","innvandrere","alle","prosent","6.3","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","bef_u_innv_og_norskf","0","personer","10438","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","bef_u_innv_og_norskf","0","prosent","90.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","bef_u_innv_og_norskf","1","personer","11540","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","bef_u_innv_og_norskf","1","prosent","90.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","bef_u_innv_og_norskf","alle","personer","21978","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","bef_u_innv_og_norskf","alle","prosent","90.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","norskfodte_m_innvf","0","personer","352","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","norskfodte_m_innvf","0","prosent","3.1","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","norskfodte_m_innvf","1","personer","369","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","norskfodte_m_innvf","1","prosent","2.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","norskfodte_m_innvf","alle","personer","721","videregaende_deltakelse","NULL","NULL","NULL"
"2013","10","norskfodte_m_innvf","alle","prosent","3","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","alle","0","personer","28074","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","alle","1","personer","31206","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","alle","1","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","alle","alle","personer","59280","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","alle","alle","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","innvandrere","0","personer","1597","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","innvandrere","0","prosent","5.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","innvandrere","1","personer","1652","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","innvandrere","1","prosent","5.3","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","innvandrere","alle","personer","3249","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","innvandrere","alle","prosent","5.5","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","bef_u_innv_og_norskf","0","personer","25734","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","bef_u_innv_og_norskf","0","prosent","91.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","bef_u_innv_og_norskf","1","personer","28693","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","bef_u_innv_og_norskf","1","prosent","91.9","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","bef_u_innv_og_norskf","alle","personer","54427","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","bef_u_innv_og_norskf","alle","prosent","91.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","norskfodte_m_innvf","0","personer","743","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","norskfodte_m_innvf","0","prosent","2.6","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","norskfodte_m_innvf","1","personer","861","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","norskfodte_m_innvf","1","prosent","2.8","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","norskfodte_m_innvf","alle","personer","1604","videregaende_deltakelse","NULL","NULL","NULL"
"2013","11","norskfodte_m_innvf","alle","prosent","2.7","videregaende_deltakelse","NULL","NULL","NULL"
"2013","12","alle","0","personer","30270","videregaende_deltakelse","NULL","NULL","NULL"
"2013","12","alle","0","prosent","100","videregaende_deltakelse","NULL","NULL","NULL"
"2013","12","alle","1","personer","33608","videregaende_deltakelse","NULL","NULL","NULL"
