"aar","bydel_nr","innvkat_5","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","030101","norskfodte_m_innvf","1","personer","139","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","norskfodte_m_innvf","1","prosent","33","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","norskfodte_m_innvf","alle","personer","258","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","norskfodte_m_innvf","alle","prosent","30.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","bef_u_innv_og_norskf","0","personer","237","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","bef_u_innv_og_norskf","0","prosent","13.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","bef_u_innv_og_norskf","1","personer","294","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","bef_u_innv_og_norskf","1","prosent","19.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","bef_u_innv_og_norskf","alle","personer","531","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030101","bef_u_innv_og_norskf","alle","prosent","16.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","alle","0","personer","984","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","alle","0","prosent","22.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","alle","1","personer","1066","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","alle","1","prosent","29.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","alle","alle","personer","2050","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","alle","alle","prosent","25.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","innvandrere","0","personer","590","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","innvandrere","0","prosent","49.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","innvandrere","1","personer","602","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","innvandrere","1","prosent","55.3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","innvandrere","alle","personer","1192","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","innvandrere","alle","prosent","52.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","0","personer","394","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","0","prosent","12.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","1","personer","464","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","1","prosent","18.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","alle","personer","858","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","alle","prosent","15.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","norskfodte_m_innvf","0","personer","60","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","norskfodte_m_innvf","0","prosent","20.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","norskfodte_m_innvf","1","personer","112","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","norskfodte_m_innvf","1","prosent","35.3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","norskfodte_m_innvf","alle","personer","172","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","norskfodte_m_innvf","alle","prosent","28.3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","bef_u_innv_og_norskf","0","personer","334","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","bef_u_innv_og_norskf","0","prosent","11.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","bef_u_innv_og_norskf","1","personer","352","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","bef_u_innv_og_norskf","1","prosent","15.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","bef_u_innv_og_norskf","alle","personer","686","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030102","bef_u_innv_og_norskf","alle","prosent","13.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","alle","0","personer","455","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","alle","0","prosent","15.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","alle","1","personer","493","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","alle","1","prosent","22","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","alle","alle","personer","948","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","alle","alle","prosent","18.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","innvandrere","0","personer","248","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","innvandrere","0","prosent","41.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","innvandrere","1","personer","230","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","innvandrere","1","prosent","49.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","innvandrere","alle","personer","478","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","innvandrere","alle","prosent","45","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","0","personer","207","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","0","prosent","8.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","1","personer","263","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","1","prosent","14.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","alle","personer","470","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","alle","prosent","11.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","0","personer","45","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","0","prosent","24.7","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","1","personer","52","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","1","prosent","33.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","alle","personer","97","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","alle","prosent","28.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","0","personer","162","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","0","prosent","7.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","1","personer","211","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","1","prosent","13","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","alle","personer","373","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","alle","prosent","9.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","alle","0","personer","544","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","alle","0","prosent","15.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","alle","1","personer","640","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","alle","1","prosent","23.7","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","alle","alle","personer","1184","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","alle","alle","prosent","19.3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","innvandrere","0","personer","331","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","innvandrere","0","prosent","46.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","innvandrere","1","personer","332","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","innvandrere","1","prosent","55.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","innvandrere","alle","personer","663","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","innvandrere","alle","prosent","51","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","0","personer","213","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","0","prosent","7.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","1","personer","308","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","1","prosent","14.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","alle","personer","521","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","alle","prosent","10.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","0","personer","15","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","0","prosent","14.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","1","personer","34","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","1","prosent","37","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","alle","personer","49","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","alle","prosent","25.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","0","personer","198","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","0","prosent","7.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","1","personer","274","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","1","prosent","13.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","alle","personer","472","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","alle","prosent","10.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","alle","0","personer","863","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","alle","0","prosent","18.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","alle","1","personer","839","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","alle","1","prosent","22.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","alle","alle","personer","1702","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","alle","alle","prosent","20.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","innvandrere","0","personer","503","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","innvandrere","0","prosent","50.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","innvandrere","1","personer","420","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","innvandrere","1","prosent","56.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","innvandrere","alle","personer","923","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","innvandrere","alle","prosent","53.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","0","personer","360","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","0","prosent","10","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","1","personer","419","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","1","prosent","14","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","alle","personer","779","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","alle","prosent","11.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","0","personer","27","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","0","prosent","21.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","1","personer","37","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","1","prosent","28.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","alle","personer","64","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","alle","prosent","25.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","0","personer","333","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","0","prosent","9.6","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","1","personer","382","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","1","prosent","13.3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","alle","personer","715","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","alle","prosent","11.3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","alle","0","personer","211","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","alle","0","prosent","13.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","alle","1","personer","241","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","alle","1","prosent","16","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","alle","alle","personer","452","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","alle","alle","prosent","14.7","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","innvandrere","0","personer","111","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","innvandrere","0","prosent","47.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","innvandrere","1","personer","73","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","innvandrere","1","prosent","51.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","innvandrere","alle","personer","184","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","innvandrere","alle","prosent","48.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","0","personer","100","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","0","prosent","7.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","1","personer","168","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","1","prosent","12.3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","alle","personer","268","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","alle","prosent","10","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","0","personer","2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","0","prosent","3.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","1","personer","11","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","1","prosent","23.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","alle","personer","13","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","alle","prosent","13.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","0","personer","98","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","0","prosent","7.7","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","1","personer","157","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","1","prosent","11.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","alle","personer","255","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","alle","prosent","9.8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","alle","0","personer","380","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","alle","0","prosent","14","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","alle","1","personer","368","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","alle","1","prosent","14.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","alle","alle","personer","748","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","alle","alle","prosent","14.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","innvandrere","0","personer","210","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","innvandrere","0","prosent","50.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","innvandrere","1","personer","112","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","innvandrere","1","prosent","47.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","innvandrere","alle","personer","322","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","innvandrere","alle","prosent","49","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","0","personer","170","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","0","prosent","7.4","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","1","personer","256","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","1","prosent","11.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","alle","personer","426","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","alle","prosent","9.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","0","personer","3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","0","prosent","4.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","1","personer","13","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","1","prosent","15.3","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","alle","personer","16","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","alle","prosent","10.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","0","personer","167","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","0","prosent","7.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","1","personer","243","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","1","prosent","10.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","alle","personer","410","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","alle","prosent","9.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","alle","0","personer","375","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","alle","0","prosent","11.1","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","alle","1","personer","447","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","alle","1","prosent","13.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","alle","alle","personer","822","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","alle","alle","prosent","12.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","innvandrere","0","personer","200","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","innvandrere","0","prosent","29.9","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","innvandrere","1","personer","175","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","innvandrere","1","prosent","32.7","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","innvandrere","alle","personer","375","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","innvandrere","alle","prosent","31.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","0","personer","175","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","0","prosent","6.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","1","personer","272","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","1","prosent","9.5","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","alle","personer","447","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","alle","prosent","8","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","0","personer","15","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","0","prosent","14","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","1","personer","18","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","1","prosent","22.2","ungdom_utenfor_opplaring","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","alle","personer","33","ungdom_utenfor_opplaring","NULL","NULL","NULL"
