"aar","bydel_nr","innvkat_5","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","030103","alle","alle","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030103","innvandrere","0","personer","391","sosialhjelp","NULL","NULL","NULL"
"2013","030103","innvandrere","0","prosent","55.9","sosialhjelp","NULL","NULL","NULL"
"2013","030103","innvandrere","1","personer","476","sosialhjelp","NULL","NULL","NULL"
"2013","030103","innvandrere","1","prosent","52","sosialhjelp","NULL","NULL","NULL"
"2013","030103","innvandrere","alle","personer","867","sosialhjelp","NULL","NULL","NULL"
"2013","030103","innvandrere","alle","prosent","53.7","sosialhjelp","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","0","personer","308","sosialhjelp","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","0","prosent","44.1","sosialhjelp","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","1","personer","440","sosialhjelp","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","1","prosent","48","sosialhjelp","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","alle","personer","748","sosialhjelp","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","alle","prosent","46.3","sosialhjelp","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","0","personer","16","sosialhjelp","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","0","prosent","2.3","sosialhjelp","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","1","personer","20","sosialhjelp","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","1","prosent","2.2","sosialhjelp","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","alle","personer","36","sosialhjelp","NULL","NULL","NULL"
"2013","030103","norskfodte_m_innvf","alle","prosent","2.2","sosialhjelp","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","0","personer","292","sosialhjelp","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","0","prosent","41.8","sosialhjelp","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","1","personer","420","sosialhjelp","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","1","prosent","45.9","sosialhjelp","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","alle","personer","712","sosialhjelp","NULL","NULL","NULL"
"2013","030103","bef_u_innv_og_norskf","alle","prosent","44.1","sosialhjelp","NULL","NULL","NULL"
"2013","030104","alle","0","personer","440","sosialhjelp","NULL","NULL","NULL"
"2013","030104","alle","0","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030104","alle","1","personer","695","sosialhjelp","NULL","NULL","NULL"
"2013","030104","alle","1","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030104","alle","alle","personer","1135","sosialhjelp","NULL","NULL","NULL"
"2013","030104","alle","alle","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030104","innvandrere","0","personer","219","sosialhjelp","NULL","NULL","NULL"
"2013","030104","innvandrere","0","prosent","49.8","sosialhjelp","NULL","NULL","NULL"
"2013","030104","innvandrere","1","personer","327","sosialhjelp","NULL","NULL","NULL"
"2013","030104","innvandrere","1","prosent","47.1","sosialhjelp","NULL","NULL","NULL"
"2013","030104","innvandrere","alle","personer","546","sosialhjelp","NULL","NULL","NULL"
"2013","030104","innvandrere","alle","prosent","48.1","sosialhjelp","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","0","personer","221","sosialhjelp","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","0","prosent","50.2","sosialhjelp","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","1","personer","368","sosialhjelp","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","1","prosent","52.9","sosialhjelp","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","alle","personer","589","sosialhjelp","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","alle","prosent","51.9","sosialhjelp","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","0","personer","6","sosialhjelp","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","0","prosent","1.4","sosialhjelp","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","1","personer","19","sosialhjelp","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","1","prosent","2.7","sosialhjelp","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","alle","personer","25","sosialhjelp","NULL","NULL","NULL"
"2013","030104","norskfodte_m_innvf","alle","prosent","2.2","sosialhjelp","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","0","personer","215","sosialhjelp","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","0","prosent","48.9","sosialhjelp","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","1","personer","349","sosialhjelp","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","1","prosent","50.2","sosialhjelp","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","alle","personer","564","sosialhjelp","NULL","NULL","NULL"
"2013","030104","bef_u_innv_og_norskf","alle","prosent","49.7","sosialhjelp","NULL","NULL","NULL"
"2013","030105","alle","0","personer","550","sosialhjelp","NULL","NULL","NULL"
"2013","030105","alle","0","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030105","alle","1","personer","687","sosialhjelp","NULL","NULL","NULL"
"2013","030105","alle","1","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030105","alle","alle","personer","1237","sosialhjelp","NULL","NULL","NULL"
"2013","030105","alle","alle","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030105","innvandrere","0","personer","255","sosialhjelp","NULL","NULL","NULL"
"2013","030105","innvandrere","0","prosent","46.4","sosialhjelp","NULL","NULL","NULL"
"2013","030105","innvandrere","1","personer","298","sosialhjelp","NULL","NULL","NULL"
"2013","030105","innvandrere","1","prosent","43.4","sosialhjelp","NULL","NULL","NULL"
"2013","030105","innvandrere","alle","personer","553","sosialhjelp","NULL","NULL","NULL"
"2013","030105","innvandrere","alle","prosent","44.7","sosialhjelp","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","0","personer","295","sosialhjelp","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","0","prosent","53.6","sosialhjelp","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","1","personer","389","sosialhjelp","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","1","prosent","56.6","sosialhjelp","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","alle","personer","684","sosialhjelp","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","alle","prosent","55.3","sosialhjelp","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","0","personer","17","sosialhjelp","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","0","prosent","3.1","sosialhjelp","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","1","personer","19","sosialhjelp","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","1","prosent","2.8","sosialhjelp","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","alle","personer","36","sosialhjelp","NULL","NULL","NULL"
"2013","030105","norskfodte_m_innvf","alle","prosent","2.9","sosialhjelp","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","0","personer","278","sosialhjelp","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","0","prosent","50.5","sosialhjelp","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","1","personer","370","sosialhjelp","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","1","prosent","53.9","sosialhjelp","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","alle","personer","648","sosialhjelp","NULL","NULL","NULL"
"2013","030105","bef_u_innv_og_norskf","alle","prosent","52.4","sosialhjelp","NULL","NULL","NULL"
"2013","030106","alle","0","personer","112","sosialhjelp","NULL","NULL","NULL"
"2013","030106","alle","0","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030106","alle","1","personer","140","sosialhjelp","NULL","NULL","NULL"
"2013","030106","alle","1","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030106","alle","alle","personer","252","sosialhjelp","NULL","NULL","NULL"
"2013","030106","alle","alle","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030106","innvandrere","0","personer","63","sosialhjelp","NULL","NULL","NULL"
"2013","030106","innvandrere","0","prosent","56.3","sosialhjelp","NULL","NULL","NULL"
"2013","030106","innvandrere","1","personer","68","sosialhjelp","NULL","NULL","NULL"
"2013","030106","innvandrere","1","prosent","48.6","sosialhjelp","NULL","NULL","NULL"
"2013","030106","innvandrere","alle","personer","131","sosialhjelp","NULL","NULL","NULL"
"2013","030106","innvandrere","alle","prosent","52","sosialhjelp","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","0","personer","49","sosialhjelp","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","0","prosent","43.8","sosialhjelp","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","1","personer","72","sosialhjelp","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","1","prosent","51.4","sosialhjelp","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","alle","personer","121","sosialhjelp","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","alle","prosent","48","sosialhjelp","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","alle","personer",":","sosialhjelp","NULL","NULL","NULL"
"2013","030106","norskfodte_m_innvf","alle","prosent",":","sosialhjelp","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","0","personer","47","sosialhjelp","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","0","prosent","42","sosialhjelp","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","1","personer","69","sosialhjelp","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","1","prosent","49.3","sosialhjelp","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","alle","personer","116","sosialhjelp","NULL","NULL","NULL"
"2013","030106","bef_u_innv_og_norskf","alle","prosent","46","sosialhjelp","NULL","NULL","NULL"
"2013","030107","alle","0","personer","221","sosialhjelp","NULL","NULL","NULL"
"2013","030107","alle","0","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030107","alle","1","personer","197","sosialhjelp","NULL","NULL","NULL"
"2013","030107","alle","1","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030107","alle","alle","personer","418","sosialhjelp","NULL","NULL","NULL"
"2013","030107","alle","alle","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030107","innvandrere","0","personer","135","sosialhjelp","NULL","NULL","NULL"
"2013","030107","innvandrere","0","prosent","61.1","sosialhjelp","NULL","NULL","NULL"
"2013","030107","innvandrere","1","personer","102","sosialhjelp","NULL","NULL","NULL"
"2013","030107","innvandrere","1","prosent","51.8","sosialhjelp","NULL","NULL","NULL"
"2013","030107","innvandrere","alle","personer","237","sosialhjelp","NULL","NULL","NULL"
"2013","030107","innvandrere","alle","prosent","56.7","sosialhjelp","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","0","personer","86","sosialhjelp","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","0","prosent","38.9","sosialhjelp","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","1","personer","95","sosialhjelp","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","1","prosent","48.2","sosialhjelp","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","alle","personer","181","sosialhjelp","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","alle","prosent","43.3","sosialhjelp","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","0","personer",":","sosialhjelp","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","0","prosent",":","sosialhjelp","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","1","personer",":","sosialhjelp","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","1","prosent",":","sosialhjelp","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","alle","personer","5","sosialhjelp","NULL","NULL","NULL"
"2013","030107","norskfodte_m_innvf","alle","prosent","1.2","sosialhjelp","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","0","personer","84","sosialhjelp","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","0","prosent","38","sosialhjelp","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","1","personer","92","sosialhjelp","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","1","prosent","46.7","sosialhjelp","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","alle","personer","176","sosialhjelp","NULL","NULL","NULL"
"2013","030107","bef_u_innv_og_norskf","alle","prosent","42.1","sosialhjelp","NULL","NULL","NULL"
"2013","030108","alle","0","personer","303","sosialhjelp","NULL","NULL","NULL"
"2013","030108","alle","0","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030108","alle","1","personer","373","sosialhjelp","NULL","NULL","NULL"
"2013","030108","alle","1","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030108","alle","alle","personer","676","sosialhjelp","NULL","NULL","NULL"
"2013","030108","alle","alle","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030108","innvandrere","0","personer","170","sosialhjelp","NULL","NULL","NULL"
"2013","030108","innvandrere","0","prosent","56.1","sosialhjelp","NULL","NULL","NULL"
"2013","030108","innvandrere","1","personer","191","sosialhjelp","NULL","NULL","NULL"
"2013","030108","innvandrere","1","prosent","51.2","sosialhjelp","NULL","NULL","NULL"
"2013","030108","innvandrere","alle","personer","361","sosialhjelp","NULL","NULL","NULL"
"2013","030108","innvandrere","alle","prosent","53.4","sosialhjelp","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","0","personer","133","sosialhjelp","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","0","prosent","43.9","sosialhjelp","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","1","personer","182","sosialhjelp","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","1","prosent","48.8","sosialhjelp","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","alle","personer","315","sosialhjelp","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","alle","prosent","46.6","sosialhjelp","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","0","personer","7","sosialhjelp","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","0","prosent","2.3","sosialhjelp","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","1","personer","9","sosialhjelp","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","1","prosent","2.4","sosialhjelp","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","alle","personer","16","sosialhjelp","NULL","NULL","NULL"
"2013","030108","norskfodte_m_innvf","alle","prosent","2.4","sosialhjelp","NULL","NULL","NULL"
"2013","030108","bef_u_innv_og_norskf","0","personer","126","sosialhjelp","NULL","NULL","NULL"
"2013","030108","bef_u_innv_og_norskf","0","prosent","41.6","sosialhjelp","NULL","NULL","NULL"
"2013","030108","bef_u_innv_og_norskf","1","personer","173","sosialhjelp","NULL","NULL","NULL"
"2013","030108","bef_u_innv_og_norskf","1","prosent","46.4","sosialhjelp","NULL","NULL","NULL"
"2013","030108","bef_u_innv_og_norskf","alle","personer","299","sosialhjelp","NULL","NULL","NULL"
"2013","030108","bef_u_innv_og_norskf","alle","prosent","44.2","sosialhjelp","NULL","NULL","NULL"
"2013","030109","alle","0","personer","386","sosialhjelp","NULL","NULL","NULL"
"2013","030109","alle","0","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030109","alle","1","personer","537","sosialhjelp","NULL","NULL","NULL"
"2013","030109","alle","1","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030109","alle","alle","personer","923","sosialhjelp","NULL","NULL","NULL"
"2013","030109","alle","alle","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030109","innvandrere","0","personer","291","sosialhjelp","NULL","NULL","NULL"
"2013","030109","innvandrere","0","prosent","75.4","sosialhjelp","NULL","NULL","NULL"
"2013","030109","innvandrere","1","personer","376","sosialhjelp","NULL","NULL","NULL"
"2013","030109","innvandrere","1","prosent","70","sosialhjelp","NULL","NULL","NULL"
"2013","030109","innvandrere","alle","personer","667","sosialhjelp","NULL","NULL","NULL"
"2013","030109","innvandrere","alle","prosent","72.3","sosialhjelp","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","0","personer","95","sosialhjelp","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","0","prosent","24.6","sosialhjelp","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","1","personer","161","sosialhjelp","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","1","prosent","30","sosialhjelp","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","alle","personer","256","sosialhjelp","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","alle","prosent","27.7","sosialhjelp","NULL","NULL","NULL"
"2013","030109","norskfodte_m_innvf","0","personer","5","sosialhjelp","NULL","NULL","NULL"
"2013","030109","norskfodte_m_innvf","0","prosent","1.3","sosialhjelp","NULL","NULL","NULL"
"2013","030109","norskfodte_m_innvf","1","personer","15","sosialhjelp","NULL","NULL","NULL"
"2013","030109","norskfodte_m_innvf","1","prosent","2.8","sosialhjelp","NULL","NULL","NULL"
"2013","030109","norskfodte_m_innvf","alle","personer","20","sosialhjelp","NULL","NULL","NULL"
"2013","030109","norskfodte_m_innvf","alle","prosent","2.2","sosialhjelp","NULL","NULL","NULL"
"2013","030109","bef_u_innv_og_norskf","0","personer","90","sosialhjelp","NULL","NULL","NULL"
"2013","030109","bef_u_innv_og_norskf","0","prosent","23.3","sosialhjelp","NULL","NULL","NULL"
"2013","030109","bef_u_innv_og_norskf","1","personer","146","sosialhjelp","NULL","NULL","NULL"
"2013","030109","bef_u_innv_og_norskf","1","prosent","27.2","sosialhjelp","NULL","NULL","NULL"
"2013","030109","bef_u_innv_og_norskf","alle","personer","236","sosialhjelp","NULL","NULL","NULL"
"2013","030109","bef_u_innv_og_norskf","alle","prosent","25.6","sosialhjelp","NULL","NULL","NULL"
"2013","030110","alle","0","personer","416","sosialhjelp","NULL","NULL","NULL"
"2013","030110","alle","0","prosent","100","sosialhjelp","NULL","NULL","NULL"
"2013","030110","alle","1","personer","552","sosialhjelp","NULL","NULL","NULL"
"2013","030110","alle","1","prosent","100","sosialhjelp","NULL","NULL","NULL"
