"aar","bydel_nr","innvkat_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","030115","befolkningen_ellers","alle","kroner","326800","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030116","alle","alle","kroner","261300","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030116","innvandrere","1","kroner","265500","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030116","innvandrere","2","kroner","207400","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030116","befolkningen_ellers","alle","kroner","273400","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030117","alle","alle","kroner","379200","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030117","innvandrere","1","kroner","243700","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030117","innvandrere","2","kroner","288500","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030117","befolkningen_ellers","alle","kroner","386800","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030199","alle","alle","kroner","173900","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030199","innvandrere","1","kroner","181200","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030199","innvandrere","2","kroner","152700","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","030199","befolkningen_ellers","alle","kroner","175100","gjennomsnittsinntekt","NULL","NULL","NULL"
"2013","NULL","alle","alle","kroner","337600","gjennomsnittsinntekt","00","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","280400","gjennomsnittsinntekt","00","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","240500","gjennomsnittsinntekt","00","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","346500","gjennomsnittsinntekt","00","NULL","NULL"
"2013","NULL","alle","alle","kroner","317900","gjennomsnittsinntekt","01","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","269600","gjennomsnittsinntekt","01","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","223500","gjennomsnittsinntekt","01","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","326100","gjennomsnittsinntekt","01","NULL","NULL"
"2013","NULL","alle","alle","kroner","368400","gjennomsnittsinntekt","02","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","302600","gjennomsnittsinntekt","02","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","265300","gjennomsnittsinntekt","02","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","379800","gjennomsnittsinntekt","02","NULL","NULL"
"2013","NULL","alle","alle","kroner","341500","gjennomsnittsinntekt","03","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","284800","gjennomsnittsinntekt","03","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","241800","gjennomsnittsinntekt","03","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","368300","gjennomsnittsinntekt","03","NULL","NULL"
"2013","NULL","alle","alle","kroner","313600","gjennomsnittsinntekt","04","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","257300","gjennomsnittsinntekt","04","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","207100","gjennomsnittsinntekt","04","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","318900","gjennomsnittsinntekt","04","NULL","NULL"
"2013","NULL","alle","alle","kroner","317300","gjennomsnittsinntekt","05","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","253900","gjennomsnittsinntekt","05","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","206700","gjennomsnittsinntekt","05","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","322800","gjennomsnittsinntekt","05","NULL","NULL"
"2013","NULL","alle","alle","kroner","335000","gjennomsnittsinntekt","06","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","271600","gjennomsnittsinntekt","06","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","239200","gjennomsnittsinntekt","06","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","345700","gjennomsnittsinntekt","06","NULL","NULL"
"2013","NULL","alle","alle","kroner","327600","gjennomsnittsinntekt","07","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","268500","gjennomsnittsinntekt","07","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","226700","gjennomsnittsinntekt","07","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","335600","gjennomsnittsinntekt","07","NULL","NULL"
"2013","NULL","alle","alle","kroner","320100","gjennomsnittsinntekt","08","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","258800","gjennomsnittsinntekt","08","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","209500","gjennomsnittsinntekt","08","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","327200","gjennomsnittsinntekt","08","NULL","NULL"
"2013","NULL","alle","alle","kroner","320300","gjennomsnittsinntekt","09","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","261200","gjennomsnittsinntekt","09","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","219800","gjennomsnittsinntekt","09","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","327400","gjennomsnittsinntekt","09","NULL","NULL"
"2013","NULL","alle","alle","kroner","326400","gjennomsnittsinntekt","10","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","280600","gjennomsnittsinntekt","10","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","229400","gjennomsnittsinntekt","10","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","333800","gjennomsnittsinntekt","10","NULL","NULL"
"2013","NULL","alle","alle","kroner","362700","gjennomsnittsinntekt","11","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","307000","gjennomsnittsinntekt","11","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","276300","gjennomsnittsinntekt","11","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","371200","gjennomsnittsinntekt","11","NULL","NULL"
"2013","NULL","alle","alle","kroner","345100","gjennomsnittsinntekt","12","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","277500","gjennomsnittsinntekt","12","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","247600","gjennomsnittsinntekt","12","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","353200","gjennomsnittsinntekt","12","NULL","NULL"
"2013","NULL","alle","alle","kroner","333100","gjennomsnittsinntekt","14","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","268400","gjennomsnittsinntekt","14","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","220800","gjennomsnittsinntekt","14","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","339300","gjennomsnittsinntekt","14","NULL","NULL"
"2013","NULL","alle","alle","kroner","337600","gjennomsnittsinntekt","15","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","269500","gjennomsnittsinntekt","15","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","244900","gjennomsnittsinntekt","15","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","344700","gjennomsnittsinntekt","15","NULL","NULL"
"2013","NULL","alle","alle","kroner","335800","gjennomsnittsinntekt","16","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","273000","gjennomsnittsinntekt","16","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","236700","gjennomsnittsinntekt","16","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","342300","gjennomsnittsinntekt","16","NULL","NULL"
"2013","NULL","alle","alle","kroner","320500","gjennomsnittsinntekt","17","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","259500","gjennomsnittsinntekt","17","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","199400","gjennomsnittsinntekt","17","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","324800","gjennomsnittsinntekt","17","NULL","NULL"
"2013","NULL","alle","alle","kroner","328100","gjennomsnittsinntekt","18","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","268600","gjennomsnittsinntekt","18","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","211100","gjennomsnittsinntekt","18","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","333400","gjennomsnittsinntekt","18","NULL","NULL"
"2013","NULL","alle","alle","kroner","335800","gjennomsnittsinntekt","19","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","283800","gjennomsnittsinntekt","19","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","224700","gjennomsnittsinntekt","19","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","341100","gjennomsnittsinntekt","19","NULL","NULL"
"2013","NULL","alle","alle","kroner","339700","gjennomsnittsinntekt","20","NULL","NULL"
"2013","NULL","innvandrere","1","kroner","284000","gjennomsnittsinntekt","20","NULL","NULL"
"2013","NULL","innvandrere","2","kroner","255600","gjennomsnittsinntekt","20","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","346400","gjennomsnittsinntekt","20","NULL","NULL"
"2013","NULL","alle","alle","kroner",".","gjennomsnittsinntekt","99","NULL","NULL"
"2013","NULL","innvandrere","1","kroner",".","gjennomsnittsinntekt","99","NULL","NULL"
"2013","NULL","innvandrere","2","kroner",".","gjennomsnittsinntekt","99","NULL","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner",".","gjennomsnittsinntekt","99","NULL","NULL"
"2013","NULL","alle","alle","kroner","312700","gjennomsnittsinntekt","NULL","0101","NULL"
"2013","NULL","innvandrere","1","kroner","262800","gjennomsnittsinntekt","NULL","0101","NULL"
"2013","NULL","innvandrere","2","kroner","209900","gjennomsnittsinntekt","NULL","0101","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","319600","gjennomsnittsinntekt","NULL","0101","NULL"
"2013","NULL","alle","alle","kroner","321100","gjennomsnittsinntekt","NULL","0104","NULL"
"2013","NULL","innvandrere","1","kroner","267800","gjennomsnittsinntekt","NULL","0104","NULL"
"2013","NULL","innvandrere","2","kroner","223700","gjennomsnittsinntekt","NULL","0104","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","332700","gjennomsnittsinntekt","NULL","0104","NULL"
"2013","NULL","alle","alle","kroner","309100","gjennomsnittsinntekt","NULL","0105","NULL"
"2013","NULL","innvandrere","1","kroner","259500","gjennomsnittsinntekt","NULL","0105","NULL"
"2013","NULL","innvandrere","2","kroner","220500","gjennomsnittsinntekt","NULL","0105","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","319100","gjennomsnittsinntekt","NULL","0105","NULL"
"2013","NULL","alle","alle","kroner","318300","gjennomsnittsinntekt","NULL","0106","NULL"
"2013","NULL","innvandrere","1","kroner","281900","gjennomsnittsinntekt","NULL","0106","NULL"
"2013","NULL","innvandrere","2","kroner","217500","gjennomsnittsinntekt","NULL","0106","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","326800","gjennomsnittsinntekt","NULL","0106","NULL"
"2013","NULL","alle","alle","kroner","341900","gjennomsnittsinntekt","NULL","0111","NULL"
"2013","NULL","innvandrere","1","kroner","285200","gjennomsnittsinntekt","NULL","0111","NULL"
"2013","NULL","innvandrere","2","kroner","241300","gjennomsnittsinntekt","NULL","0111","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","345100","gjennomsnittsinntekt","NULL","0111","NULL"
"2013","NULL","alle","alle","kroner","311500","gjennomsnittsinntekt","NULL","0118","NULL"
"2013","NULL","innvandrere","1","kroner","294100","gjennomsnittsinntekt","NULL","0118","NULL"
"2013","NULL","innvandrere","2","kroner","261700","gjennomsnittsinntekt","NULL","0118","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","314100","gjennomsnittsinntekt","NULL","0118","NULL"
"2013","NULL","alle","alle","kroner","310200","gjennomsnittsinntekt","NULL","0119","NULL"
"2013","NULL","innvandrere","1","kroner","266200","gjennomsnittsinntekt","NULL","0119","NULL"
"2013","NULL","innvandrere","2","kroner","217400","gjennomsnittsinntekt","NULL","0119","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","315100","gjennomsnittsinntekt","NULL","0119","NULL"
"2013","NULL","alle","alle","kroner","313600","gjennomsnittsinntekt","NULL","0121","NULL"
"2013","NULL","innvandrere","1","kroner","302500","gjennomsnittsinntekt","NULL","0121","NULL"
"2013","NULL","innvandrere","2","kroner",":","gjennomsnittsinntekt","NULL","0121","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","315000","gjennomsnittsinntekt","NULL","0121","NULL"
"2013","NULL","alle","alle","kroner","317400","gjennomsnittsinntekt","NULL","0122","NULL"
"2013","NULL","innvandrere","1","kroner","259900","gjennomsnittsinntekt","NULL","0122","NULL"
"2013","NULL","innvandrere","2","kroner","215600","gjennomsnittsinntekt","NULL","0122","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","321900","gjennomsnittsinntekt","NULL","0122","NULL"
"2013","NULL","alle","alle","kroner","332600","gjennomsnittsinntekt","NULL","0123","NULL"
"2013","NULL","innvandrere","1","kroner","275600","gjennomsnittsinntekt","NULL","0123","NULL"
"2013","NULL","innvandrere","2","kroner","235700","gjennomsnittsinntekt","NULL","0123","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","339600","gjennomsnittsinntekt","NULL","0123","NULL"
"2013","NULL","alle","alle","kroner","315800","gjennomsnittsinntekt","NULL","0124","NULL"
"2013","NULL","innvandrere","1","kroner","280200","gjennomsnittsinntekt","NULL","0124","NULL"
"2013","NULL","innvandrere","2","kroner","244200","gjennomsnittsinntekt","NULL","0124","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","324900","gjennomsnittsinntekt","NULL","0124","NULL"
"2013","NULL","alle","alle","kroner","301200","gjennomsnittsinntekt","NULL","0125","NULL"
"2013","NULL","innvandrere","1","kroner","246700","gjennomsnittsinntekt","NULL","0125","NULL"
"2013","NULL","innvandrere","2","kroner","224900","gjennomsnittsinntekt","NULL","0125","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","312000","gjennomsnittsinntekt","NULL","0125","NULL"
"2013","NULL","alle","alle","kroner","315800","gjennomsnittsinntekt","NULL","0127","NULL"
"2013","NULL","innvandrere","1","kroner","243700","gjennomsnittsinntekt","NULL","0127","NULL"
"2013","NULL","innvandrere","2","kroner","235400","gjennomsnittsinntekt","NULL","0127","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","322000","gjennomsnittsinntekt","NULL","0127","NULL"
"2013","NULL","alle","alle","kroner","310900","gjennomsnittsinntekt","NULL","0128","NULL"
"2013","NULL","innvandrere","1","kroner","244300","gjennomsnittsinntekt","NULL","0128","NULL"
"2013","NULL","innvandrere","2","kroner","217800","gjennomsnittsinntekt","NULL","0128","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","321700","gjennomsnittsinntekt","NULL","0128","NULL"
"2013","NULL","alle","alle","kroner","335400","gjennomsnittsinntekt","NULL","0135","NULL"
"2013","NULL","innvandrere","1","kroner","282100","gjennomsnittsinntekt","NULL","0135","NULL"
"2013","NULL","innvandrere","2","kroner","227300","gjennomsnittsinntekt","NULL","0135","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","340200","gjennomsnittsinntekt","NULL","0135","NULL"
"2013","NULL","alle","alle","kroner","336500","gjennomsnittsinntekt","NULL","0136","NULL"
"2013","NULL","innvandrere","1","kroner","279000","gjennomsnittsinntekt","NULL","0136","NULL"
"2013","NULL","innvandrere","2","kroner","266000","gjennomsnittsinntekt","NULL","0136","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","342800","gjennomsnittsinntekt","NULL","0136","NULL"
"2013","NULL","alle","alle","kroner","340700","gjennomsnittsinntekt","NULL","0137","NULL"
"2013","NULL","innvandrere","1","kroner","284000","gjennomsnittsinntekt","NULL","0137","NULL"
"2013","NULL","innvandrere","2","kroner","288200","gjennomsnittsinntekt","NULL","0137","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","346100","gjennomsnittsinntekt","NULL","0137","NULL"
"2013","NULL","alle","alle","kroner","330200","gjennomsnittsinntekt","NULL","0138","NULL"
"2013","NULL","innvandrere","1","kroner","273400","gjennomsnittsinntekt","NULL","0138","NULL"
"2013","NULL","innvandrere","2","kroner","268600","gjennomsnittsinntekt","NULL","0138","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","337500","gjennomsnittsinntekt","NULL","0138","NULL"
"2013","NULL","alle","alle","kroner","354700","gjennomsnittsinntekt","NULL","0211","NULL"
"2013","NULL","innvandrere","1","kroner","302500","gjennomsnittsinntekt","NULL","0211","NULL"
"2013","NULL","innvandrere","2","kroner","267700","gjennomsnittsinntekt","NULL","0211","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","362000","gjennomsnittsinntekt","NULL","0211","NULL"
"2013","NULL","alle","alle","kroner","363500","gjennomsnittsinntekt","NULL","0213","NULL"
"2013","NULL","innvandrere","1","kroner","308600","gjennomsnittsinntekt","NULL","0213","NULL"
"2013","NULL","innvandrere","2","kroner","263700","gjennomsnittsinntekt","NULL","0213","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","372300","gjennomsnittsinntekt","NULL","0213","NULL"
"2013","NULL","alle","alle","kroner","348600","gjennomsnittsinntekt","NULL","0214","NULL"
"2013","NULL","innvandrere","1","kroner","289400","gjennomsnittsinntekt","NULL","0214","NULL"
"2013","NULL","innvandrere","2","kroner","243000","gjennomsnittsinntekt","NULL","0214","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","360000","gjennomsnittsinntekt","NULL","0214","NULL"
"2013","NULL","alle","alle","kroner","380000","gjennomsnittsinntekt","NULL","0215","NULL"
"2013","NULL","innvandrere","1","kroner","325000","gjennomsnittsinntekt","NULL","0215","NULL"
"2013","NULL","innvandrere","2","kroner","253400","gjennomsnittsinntekt","NULL","0215","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","387000","gjennomsnittsinntekt","NULL","0215","NULL"
"2013","NULL","alle","alle","kroner","363200","gjennomsnittsinntekt","NULL","0216","NULL"
"2013","NULL","innvandrere","1","kroner","320600","gjennomsnittsinntekt","NULL","0216","NULL"
"2013","NULL","innvandrere","2","kroner","263800","gjennomsnittsinntekt","NULL","0216","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","369800","gjennomsnittsinntekt","NULL","0216","NULL"
"2013","NULL","alle","alle","kroner","396300","gjennomsnittsinntekt","NULL","0217","NULL"
"2013","NULL","innvandrere","1","kroner","331000","gjennomsnittsinntekt","NULL","0217","NULL"
"2013","NULL","innvandrere","2","kroner","260200","gjennomsnittsinntekt","NULL","0217","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","405400","gjennomsnittsinntekt","NULL","0217","NULL"
"2013","NULL","alle","alle","kroner","412900","gjennomsnittsinntekt","NULL","0219","NULL"
"2013","NULL","innvandrere","1","kroner","329000","gjennomsnittsinntekt","NULL","0219","NULL"
"2013","NULL","innvandrere","2","kroner","263700","gjennomsnittsinntekt","NULL","0219","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","432100","gjennomsnittsinntekt","NULL","0219","NULL"
"2013","NULL","alle","alle","kroner","401400","gjennomsnittsinntekt","NULL","0220","NULL"
"2013","NULL","innvandrere","1","kroner","321400","gjennomsnittsinntekt","NULL","0220","NULL"
"2013","NULL","innvandrere","2","kroner","258500","gjennomsnittsinntekt","NULL","0220","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","417900","gjennomsnittsinntekt","NULL","0220","NULL"
"2013","NULL","alle","alle","kroner","321700","gjennomsnittsinntekt","NULL","0221","NULL"
"2013","NULL","innvandrere","1","kroner","260000","gjennomsnittsinntekt","NULL","0221","NULL"
"2013","NULL","innvandrere","2","kroner","236200","gjennomsnittsinntekt","NULL","0221","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","326300","gjennomsnittsinntekt","NULL","0221","NULL"
"2013","NULL","alle","alle","kroner","356200","gjennomsnittsinntekt","NULL","0226","NULL"
"2013","NULL","innvandrere","1","kroner","274300","gjennomsnittsinntekt","NULL","0226","NULL"
"2013","NULL","innvandrere","2","kroner","282200","gjennomsnittsinntekt","NULL","0226","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","365000","gjennomsnittsinntekt","NULL","0226","NULL"
"2013","NULL","alle","alle","kroner","366100","gjennomsnittsinntekt","NULL","0227","NULL"
"2013","NULL","innvandrere","1","kroner","291300","gjennomsnittsinntekt","NULL","0227","NULL"
"2013","NULL","innvandrere","2","kroner","288400","gjennomsnittsinntekt","NULL","0227","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","373100","gjennomsnittsinntekt","NULL","0227","NULL"
"2013","NULL","alle","alle","kroner","355200","gjennomsnittsinntekt","NULL","0228","NULL"
"2013","NULL","innvandrere","1","kroner","307200","gjennomsnittsinntekt","NULL","0228","NULL"
"2013","NULL","innvandrere","2","kroner","283200","gjennomsnittsinntekt","NULL","0228","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","365700","gjennomsnittsinntekt","NULL","0228","NULL"
"2013","NULL","alle","alle","kroner","347600","gjennomsnittsinntekt","NULL","0229","NULL"
"2013","NULL","innvandrere","1","kroner","297200","gjennomsnittsinntekt","NULL","0229","NULL"
"2013","NULL","innvandrere","2","kroner","275000","gjennomsnittsinntekt","NULL","0229","NULL"
"2013","NULL","befolkningen_ellers","alle","kroner","354000","gjennomsnittsinntekt","NULL","0229","NULL"
"2013","NULL","alle","alle","kroner","365100","gjennomsnittsinntekt","NULL","0230","NULL"
"2013","NULL","innvandrere","1","kroner","288600","gjennomsnittsinntekt","NULL","0230","NULL"
