"aar","bydel_nr","innvkat_3","aldersinndeling_etter_grskole","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","030101","alle","16_25","personer","1019","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","alle","16_25","prosent","16.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","alle","26_66","personer","7192","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","alle","26_66","prosent","22.7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","befolkningen_ellers","alle","personer","3653","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","befolkningen_ellers","alle","prosent","14.7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","befolkningen_ellers","16_25","personer","478","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","befolkningen_ellers","16_25","prosent","11.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","befolkningen_ellers","26_66","personer","3175","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","befolkningen_ellers","26_66","prosent","15.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","innvandrere","alle","personer","4558","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","innvandrere","alle","prosent","35.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","innvandrere","16_25","personer","541","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","innvandrere","16_25","prosent","28.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","innvandrere","26_66","personer","4017","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030101","innvandrere","26_66","prosent","36.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","alle","alle","personer","7520","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","alle","alle","prosent","17.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","alle","16_25","personer","996","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","alle","16_25","prosent","12.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","alle","26_66","personer","6524","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","alle","26_66","prosent","19","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","alle","personer","3534","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","alle","prosent","12.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","16_25","personer","526","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","16_25","prosent","9.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","26_66","personer","3008","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","befolkningen_ellers","26_66","prosent","13","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","innvandrere","alle","personer","3986","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","innvandrere","alle","prosent","29.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","innvandrere","16_25","personer","470","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","innvandrere","16_25","prosent","20.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","innvandrere","26_66","personer","3516","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030102","innvandrere","26_66","prosent","31.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","alle","alle","personer","5357","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","alle","alle","prosent","17.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","alle","16_25","personer","601","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","alle","16_25","prosent","11.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","alle","26_66","personer","4756","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","alle","26_66","prosent","18.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","alle","personer","3003","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","alle","prosent","12.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","16_25","personer","339","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","16_25","prosent","8.2","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","26_66","personer","2664","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","befolkningen_ellers","26_66","prosent","13.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","innvandrere","alle","personer","2354","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","innvandrere","alle","prosent","32.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","innvandrere","16_25","personer","262","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","innvandrere","16_25","prosent","24.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","innvandrere","26_66","personer","2092","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030103","innvandrere","26_66","prosent","34.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","alle","alle","personer","4292","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","alle","alle","prosent","14.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","alle","16_25","personer","590","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","alle","16_25","prosent","9.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","alle","26_66","personer","3702","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","alle","26_66","prosent","16.2","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","alle","personer","2380","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","alle","prosent","11.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","16_25","personer","324","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","16_25","prosent","6.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","26_66","personer","2056","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","befolkningen_ellers","26_66","prosent","12.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","innvandrere","alle","personer","1912","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","innvandrere","alle","prosent","25.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","innvandrere","16_25","personer","266","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","innvandrere","16_25","prosent","20.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","innvandrere","26_66","personer","1646","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030104","innvandrere","26_66","prosent","26","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","alle","alle","personer","7307","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","alle","alle","prosent","17.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","alle","16_25","personer","927","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","alle","16_25","prosent","11.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","alle","26_66","personer","6380","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","alle","26_66","prosent","18.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","alle","personer","4372","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","alle","prosent","14.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","16_25","personer","555","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","16_25","prosent","8.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","26_66","personer","3817","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","befolkningen_ellers","26_66","prosent","15.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","innvandrere","alle","personer","2935","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","innvandrere","alle","prosent","25.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","innvandrere","16_25","personer","372","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","innvandrere","16_25","prosent","21.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","innvandrere","26_66","personer","2563","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030105","innvandrere","26_66","prosent","26","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","alle","alle","personer","3255","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","alle","alle","prosent","15.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","alle","16_25","personer","377","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","alle","16_25","prosent","12.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","alle","26_66","personer","2878","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","alle","26_66","prosent","16.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","alle","personer","2201","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","alle","prosent","13.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","16_25","personer","252","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","16_25","prosent","9.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","26_66","personer","1949","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","befolkningen_ellers","26_66","prosent","14.2","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","innvandrere","alle","personer","1054","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","innvandrere","alle","prosent","26.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","innvandrere","16_25","personer","125","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","innvandrere","16_25","prosent","33.2","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","innvandrere","26_66","personer","929","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030106","innvandrere","26_66","prosent","25.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","alle","alle","personer","4945","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","alle","alle","prosent","16.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","alle","16_25","personer","687","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","alle","16_25","prosent","13.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","alle","26_66","personer","4258","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","alle","26_66","prosent","17.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","alle","personer","3257","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","alle","prosent","13.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","16_25","personer","426","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","16_25","prosent","9.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","26_66","personer","2831","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","befolkningen_ellers","26_66","prosent","14.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","innvandrere","alle","personer","1688","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","innvandrere","alle","prosent","29.7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","innvandrere","16_25","personer","261","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","innvandrere","16_25","prosent","40.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","innvandrere","26_66","personer","1427","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030107","innvandrere","26_66","prosent","28.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","alle","alle","personer","4442","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","alle","alle","prosent","13.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","alle","16_25","personer","775","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","alle","16_25","prosent","11.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","alle","26_66","personer","3667","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","alle","26_66","prosent","14","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","alle","personer","2887","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","alle","prosent","10.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","16_25","personer","389","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","16_25","prosent","7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","26_66","personer","2498","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","befolkningen_ellers","26_66","prosent","11.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","innvandrere","alle","personer","1555","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","innvandrere","alle","prosent","24.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","innvandrere","16_25","personer","386","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","innvandrere","16_25","prosent","31.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","innvandrere","26_66","personer","1169","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030108","innvandrere","26_66","prosent","22.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","alle","alle","personer","4377","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","alle","alle","prosent","21.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","alle","16_25","personer","545","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","alle","16_25","prosent","15.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","alle","26_66","personer","3832","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","alle","26_66","prosent","22.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","alle","personer","1729","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","alle","prosent","14.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","16_25","personer","263","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","16_25","prosent","10.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","26_66","personer","1466","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","befolkningen_ellers","26_66","prosent","15.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","innvandrere","alle","personer","2648","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","innvandrere","alle","prosent","31.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","innvandrere","16_25","personer","282","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","innvandrere","16_25","prosent","27.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","innvandrere","26_66","personer","2366","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030109","innvandrere","26_66","prosent","32.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","alle","alle","personer","4553","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","alle","alle","prosent","25","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","alle","16_25","personer","558","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","alle","16_25","prosent","16.7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","alle","26_66","personer","3995","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","alle","26_66","prosent","26.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","befolkningen_ellers","alle","personer","2089","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","befolkningen_ellers","alle","prosent","19.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","befolkningen_ellers","16_25","personer","328","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","befolkningen_ellers","16_25","prosent","13.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","befolkningen_ellers","26_66","personer","1761","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","befolkningen_ellers","26_66","prosent","21.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","innvandrere","alle","personer","2464","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","innvandrere","alle","prosent","31.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","innvandrere","16_25","personer","230","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","innvandrere","16_25","prosent","25.2","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","innvandrere","26_66","personer","2234","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030110","innvandrere","26_66","prosent","32.7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","alle","alle","personer","5468","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","alle","alle","prosent","26.7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","alle","16_25","personer","658","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","alle","16_25","prosent","16.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","alle","26_66","personer","4810","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","alle","26_66","prosent","29.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","befolkningen_ellers","alle","personer","2255","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","befolkningen_ellers","alle","prosent","20.2","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","befolkningen_ellers","16_25","personer","346","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","befolkningen_ellers","16_25","prosent","11.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","befolkningen_ellers","26_66","personer","1909","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","befolkningen_ellers","26_66","prosent","23.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","innvandrere","alle","personer","3213","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","innvandrere","alle","prosent","34.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","innvandrere","16_25","personer","312","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","innvandrere","16_25","prosent","28.5","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","innvandrere","26_66","personer","2901","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030111","innvandrere","26_66","prosent","35.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","alle","alle","personer","8449","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","alle","alle","prosent","25.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","alle","16_25","personer","926","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","alle","16_25","prosent","16.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","alle","26_66","personer","7523","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","alle","26_66","prosent","27.8","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","befolkningen_ellers","alle","personer","3530","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","befolkningen_ellers","alle","prosent","19.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","befolkningen_ellers","16_25","personer","505","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","befolkningen_ellers","16_25","prosent","12.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","befolkningen_ellers","26_66","personer","3025","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","befolkningen_ellers","26_66","prosent","21.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","innvandrere","alle","personer","4919","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","innvandrere","alle","prosent","34","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","innvandrere","16_25","personer","421","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","innvandrere","16_25","prosent","27","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","innvandrere","26_66","personer","4498","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030112","innvandrere","26_66","prosent","34.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","alle","alle","personer","5467","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","alle","alle","prosent","17.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","alle","16_25","personer","611","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","alle","16_25","prosent","11.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","alle","26_66","personer","4856","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","alle","26_66","prosent","18.4","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","befolkningen_ellers","alle","personer","3314","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","befolkningen_ellers","alle","prosent","13.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","befolkningen_ellers","16_25","personer","408","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","befolkningen_ellers","16_25","prosent","9.3","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","befolkningen_ellers","26_66","personer","2906","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","befolkningen_ellers","26_66","prosent","14.6","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","innvandrere","alle","personer","2153","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","innvandrere","alle","prosent","29.7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","innvandrere","16_25","personer","203","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","innvandrere","16_25","prosent","28","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","innvandrere","26_66","personer","1950","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030113","innvandrere","26_66","prosent","29.9","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030114","alle","alle","personer","5006","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030114","alle","alle","prosent","15.7","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030114","alle","16_25","personer","610","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030114","alle","16_25","prosent","11.1","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
"2013","030114","alle","26_66","personer","4396","ikke_arbutd_innvkat_alder","NULL","NULL","NULL"
