;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf;innvkat_5.alle;innvkat_5.innvandrere;innvkat_5.befolkningen_ellers;innvkat_5.norskfodte_m_innvf;innvkat_5.bef_u_innv_og_norskf
0114 Varteig (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0115 Skjeberg (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0116 Berg  (-1966);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0117 Idd (-1966);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0118 Aremark;1451;33;1418;1;1417;100;2,274293591;97,72570641;0,068917988;97,65678842;703;9;694;1;693;48,44934528;0,620261888;47,82908339;0,068917988;47,7601654;748;24;724;0;724;51,55065472;1,654031702;49,89662302;0;49,89662302
0119 Marker;3300;121;3179;2;3177;100;3,666666667;96,33333333;0,060606061;96,27272727;1673;51;1622;2;1620;50,6969697;1,545454545;49,15151515;0,060606061;49,09090909;1627;70;1557;0;1557;49,3030303;2,121212121;47,18181818;0;47,18181818
0121 Rømskog;674;23;651;0;651;100;3,412462908;96,58753709;0;96,58753709;340;10;330;0;330;50,44510386;1,483679525;48,96142433;0;48,96142433;334;13;321;0;321;49,55489614;1,928783383;47,62611276;0;47,62611276
0122 Trøgstad;4868;119;4749;22;4727;100;2,444535744;97,55546426;0,451930978;97,10353328;2419;58;2361;13;2348;49,69186524;1,191454396;48,50041085;0,267050123;48,23336072;2449;61;2388;9;2379;50,30813476;1,253081348;49,05505341;0,184880855;48,87017256
0123 Spydeberg;4486;132;4354;22;4332;100;2,94248774;97,05751226;0,490414623;96,56709764;2269;70;2199;11;2188;50,57958092;1,560410165;49,01917075;0,245207312;48,77396344;2217;62;2155;11;2144;49,42041908;1,382077575;48,03834151;0,245207312;47,7931342
0124 Askim;13521;927;12594;261;12333;100;6,856001775;93,14399822;1,930330597;91,21366763;6641;491;6150;143;6007;49,11618963;3,631388211;45,48480142;1,057614082;44,42718734;6880;436;6444;118;6326;50,88381037;3,224613564;47,6591968;0,872716515;46,78648029
0125 Eidsberg;9703;438;9265;32;9233;100;4,514067814;95,48593219;0,329794909;95,15613728;4734;213;4521;15;4506;48,78903432;2,195197362;46,59383696;0,154591363;46,43924559;4969;225;4744;17;4727;51,21096568;2,318870452;48,89209523;0,175203545;48,71689168
0127 Skiptvet;3140;96;3044;12;3032;100;3,057324841;96,94267516;0,382165605;96,56050955;1584;50;1534;5;1529;50,44585987;1,592356688;48,85350318;0,159235669;48,69426752;1556;46;1510;7;1503;49,55414013;1,464968153;48,08917197;0,222929936;47,86624204
0128 Rakkestad;7076;202;6874;34;6840;100;2,854720181;97,14527982;0,480497456;96,66478236;3503;95;3408;10;3398;49,50537027;1,342566422;48,16280384;0,141322781;48,02148106;3573;107;3466;24;3442;50,49462973;1,512153759;48,98247598;0,339174675;48,6433013
0130 Tune (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0131 Rolvsøy (1911-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0133 Kråkerøy (1908-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0134 Onsøy (-1993);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0135 Råde;6217;157;6060;12;6048;100;2,525333762;97,47466624;0,193019141;97,2816471;3075;83;2992;6;2986;49,4611549;1,335049059;48,12610584;0,096509571;48,02959627;3142;74;3068;6;3062;50,5388451;1,190284703;49,3485604;0,096509571;49,25205083
0136 Rygge;13288;702;12586;227;12359;100;5,282962071;94,71703793;1,708308248;93,00872968;6545;317;6228;127;6101;49,25496689;2,385611078;46,86935581;0,955749548;45,91360626;6743;385;6358;100;6258;50,74503311;2,897350993;47,84768212;0,7525587;47,09512342
0137 Våler (Østf.);4059;247;3812;23;3789;100;6,085242671;93,91475733;0,56664203;93,3481153;2082;109;1973;14;1959;51,29342203;2,68539049;48,60803153;0,34491254;48,26311899;1977;138;1839;9;1830;48,70657797;3,39985218;45,30672579;0,22172949;45,0849963
0138 Hobøl;4366;163;4203;20;4183;100;3,733394411;96,26660559;0,458085204;95,80852038;2227;80;2147;7;2140;51,00778745;1,832340815;49,17544663;0,160329821;49,01511681;2139;83;2056;13;2043;48,99221255;1,901053596;47,09115896;0,297755383;46,79340357
0199 Uoppgitt kommune Østfold;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0211 Vestby;11815;680;11135;99;11036;100;5,755395683;94,24460432;0,837917901;93,40668642;5934;330;5604;56;5548;50,22429116;2,79305967;47,43123149;0,473973762;46,95725772;5881;350;5531;43;5488;49,77570884;2,962336014;46,81337283;0,363944139;46,44942869
0213 Ski;25394;1454;23940;259;23681;100;5,725761991;94,27423801;1,019925967;93,25431204;12583;701;11882;135;11747;49,55107506;2,760494605;46,79058045;0,531621643;46,25895881;12811;753;12058;124;11934;50,44892494;2,965267386;47,48365756;0,488304324;46,99535323
0214 Ås;13568;1094;12474;144;12330;100;8,063089623;91,93691038;1,061320755;90,87558962;6837;557;6280;73;6207;50,390625;4,105247642;46,28537736;0,53803066;45,7473467;6731;537;6194;71;6123;49,609375;3,957841981;45,65153302;0,523290094;45,12824292
0215 Frogn;12972;682;12290;72;12218;100;5,257477644;94,74252236;0,555041628;94,18748073;6389;307;6082;33;6049;49,25223558;2,366635831;46,88559975;0,25439408;46,63120567;6583;375;6208;39;6169;50,74776442;2,890841813;47,8569226;0,300647549;47,55627505
0216 Nesodden;15448;997;14451;101;14350;100;6,453909891;93,54609011;0,653806318;92,89228379;7572;434;7138;67;7071;49,01605386;2,809425168;46,20662869;0,433713102;45,77291559;7876;563;7313;34;7279;50,98394614;3,644484723;47,33946142;0,220093216;47,1193682
0217 Oppegård;22953;1357;21596;226;21370;100;5,912081209;94,08791879;0,984620747;93,10329804;11307;632;10675;119;10556;49,26153444;2,753452708;46,50808173;0,518450747;45,98963099;11646;725;10921;107;10814;50,73846556;3,158628502;47,57983706;0,46617;47,11366706
0219 Bærum;101494;8317;93177;1247;91930;100;8,194573078;91,80542692;1,228644058;90,57678286;49258;3750;45508;606;44902;48,5329182;3,694799693;44,83811851;0,59707963;44,24103888;52236;4567;47669;641;47028;51,4670818;4,499773386;46,96730841;0,631564427;46,33574398
0220 Asker;49284;3792;45492;520;44972;100;7,694180667;92,30581933;1,055109163;91,25071017;24248;1676;22572;284;22288;49,2005519;3,400697995;45,79985391;0,576251928;45,22360198;25036;2116;22920;236;22684;50,7994481;4,293482672;46,50596542;0,478857236;46,02710819
0221 Aurskog-Høland;12561;274;12287;36;12251;100;2,181354988;97,81864501;0,286601385;97,53204363;6309;122;6187;21;6166;50,22689276;0,97126025;49,25563251;0,167184141;49,08844837;6252;152;6100;15;6085;49,77310724;1,210094738;48,5630125;0,119417244;48,44359526
0226 Sørum;12133;317;11816;40;11776;100;2,61270914;97,38729086;0,329679387;97,05761147;6169;156;6013;19;5994;50,84480343;1,285749609;49,55905382;0,156597709;49,40245611;5964;161;5803;21;5782;49,15519657;1,326959532;47,82823704;0,173081678;47,65515536
0227 Fet;9271;324;8947;60;8887;100;3,494768633;96,50523137;0,647179377;95,85805199;4667;157;4510;34;4476;50,33976917;1,693452702;48,64631647;0,36673498;48,27958149;4604;167;4437;26;4411;49,66023083;1,801315931;47,8589149;0,280444397;47,5784705
0228 Rælingen;14493;1008;13485;273;13212;100;6,955081764;93,04491824;1,883667978;91,16125026;7120;494;6626;135;6491;49,12716484;3,408542055;45,71862278;0,931484165;44,78713862;7373;514;6859;138;6721;50,87283516;3,546539709;47,32629545;0,952183813;46,37411164
0229 Enebakk;8680;311;8369;35;8334;100;3,582949309;96,41705069;0,403225806;96,01382488;4437;150;4287;18;4269;51,11751152;1,728110599;49,38940092;0,207373272;49,18202765;4243;161;4082;17;4065;48,88248848;1,85483871;47,02764977;0,195852535;46,83179724
0230 Lørenskog;29505;2105;27400;527;26873;100;7,134384003;92,865616;1,786137943;91,07947805;14594;972;13622;266;13356;49,46280291;3,294356889;46,16844603;0,901542112;45,26690391;14911;1133;13778;261;13517;50,53719709;3,840027114;46,69716997;0,884595831;45,81257414
0231 Skedsmo;38701;2469;36232;595;35637;100;6,379680112;93,62031989;1,537427973;92,08289191;19134;1194;17940;301;17639;49,44058293;3,085191597;46,35539133;0,777757681;45,57763365;19567;1275;18292;294;17998;50,55941707;3,294488515;47,26492855;0,759670293;46,50525826
0233 Nittedal;18639;949;17690;181;17509;100;5,091474865;94,90852514;0,97108214;93,937443;9303;452;8851;91;8760;49,91147594;2,425022802;47,48645314;0,488223617;46,99822952;9336;497;8839;90;8749;50,08852406;2,666452063;47,422072;0,482858522;46,93921348
0234 Gjerdrum;4554;172;4382;21;4361;100;3,776899429;96,22310057;0,46113307;95,7619675;2303;78;2225;7;2218;50,57092666;1,712779974;48,85814668;0,153711023;48,70443566;2251;94;2157;14;2143;49,42907334;2,064119455;47,36495389;0,307422047;47,05753184
0235 Ullensaker;20160;973;19187;128;19059;100;4,826388889;95,17361111;0,634920635;94,53869048;10074;473;9601;68;9533;49,9702381;2,346230159;47,62400794;0,337301587;47,28670635;10086;500;9586;60;9526;50,0297619;2,48015873;47,54960317;0,297619048;47,25198413
0236 Nes (Ak.);16288;396;15892;29;15863;100;2,431237721;97,56876228;0,178045187;97,39071709;8202;177;8025;11;8014;50,35609037;1,086689587;49,26940079;0,067534381;49,2018664;8086;219;7867;18;7849;49,64390963;1,344548134;48,29936149;0,110510806;48,18885069
0237 Eidsvoll;17524;470;17054;56;16998;100;2,682036065;97,31796394;0,319561744;96,99840219;8748;214;8534;26;8508;49,92010956;1,221182378;48,69892719;0,148367953;48,55055923;8776;256;8520;30;8490;50,07989044;1,460853686;48,61903675;0,171193791;48,44784296
0238 Nannestad;8967;258;8709;29;8680;100;2,87721646;97,12278354;0,323408052;96,79937549;4484;128;4356;14;4342;50,005576;1,427456228;48,57811977;0,156128025;48,42199175;4483;130;4353;15;4338;49,994424;1,449760232;48,54466377;0,167280027;48,37738374
0239 Hurdal;2648;50;2598;6;2592;100;1,888217523;98,11178248;0,226586103;97,88519637;1342;27;1315;3;1312;50,67975831;1,019637462;49,66012085;0,113293051;49,54682779;1306;23;1283;3;1280;49,32024169;0,86858006;48,45166163;0,113293051;48,33836858
0299 Uoppgitt kommune Akershus;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0301 Oslo kommune;507467;73777;433690;20963;412727;100;14,53828525;85,46171475;4,130909005;81,33080575;245112;37898;207214;10791;196423;48,30107179;7,468071816;40,83299998;2,12644369;38,70655629;262355;35879;226476;10172;216304;51,69892821;7,070213433;44,62871477;2,004465315;42,62424946
0399 Uoppgitt komm. Oslo;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0401 Hamar (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0402 Kongsvinger;17349;917;16432;144;16288;100;5,28560724;94,71439276;0,830019021;93,88437374;8436;449;7987;61;7926;48,625281;2,58804542;46,03723558;0,35160528;45,6856303;8913;468;8445;83;8362;51,374719;2,697561819;48,67715718;0,478413741;48,19874344
0403 Hamar;26545;1030;25515;118;25397;100;3,880203428;96,11979657;0,44452816;95,67526841;12738;489;12249;65;12184;47,98643812;1,842154831;46,14428329;0,244867207;45,89941609;13807;541;13266;53;13213;52,01356188;2,038048597;49,97551328;0,199660953;49,77585233
0412 Ringsaker;31622;660;30962;108;30854;100;2,087154513;97,91284549;0,341534375;97,57131111;15812;316;15496;41;15455;50,00316236;0,999304282;49,00385807;0,129656568;48,87420151;15810;344;15466;67;15399;49,99683764;1,087850231;48,90898741;0,211877807;48,69710961
0414 Vang (-1991);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0415 Løten;7188;158;7030;13;7017;100;2,198107958;97,80189204;0,180856984;97,62103506;3600;79;3521;9;3512;50,08347245;1,099053979;48,98441848;0,125208681;48,85920979;3588;79;3509;4;3505;49,91652755;1,099053979;48,81747357;0,055648303;48,76182526
0417 Stange;17928;586;17342;54;17288;100;3,268630076;96,73136992;0,301204819;96,4301651;8934;276;8658;18;8640;49,83266399;1,539491299;48,29317269;0,100401606;48,19277108;8994;310;8684;36;8648;50,16733601;1,729138777;48,43819723;0,200803213;48,23739402
0418 Nord-Odal;5089;55;5034;7;5027;100;1,080762429;98,91923757;0,137551582;98,78168599;2555;23;2532;4;2528;50,20632737;0,451955197;49,75437218;0,078600904;49,67577127;2534;32;2502;3;2499;49,79367263;0,628807231;49,1648654;0,058950678;49,10591472
0419 Sør-Odal;7349;97;7252;8;7244;100;1,31990747;98,68009253;0,108858348;98,57123418;3676;42;3634;1;3633;50,02041094;0,571506327;49,44890461;0,013607294;49,43529732;3673;55;3618;7;3611;49,97958906;0,748401143;49,23118792;0,095251055;49,13593686
0420 Eidskog;6409;178;6231;18;6213;100;2,777344359;97,22265564;0,280855048;96,94180059;3234;70;3164;9;3155;50,46029022;1,092214074;49,36807614;0,140427524;49,22764862;3175;108;3067;9;3058;49,53970978;1,685130286;47,8545795;0,140427524;47,71415197
0423 Grue;5442;206;5236;6;5230;100;3,785373025;96,21462698;0,110253583;96,10437339;2680;98;2582;4;2578;49,24660051;1,800808526;47,44579199;0,073502389;47,3722896;2762;108;2654;2;2652;50,75339949;1,984564498;48,76883499;0,036751194;48,73208379
0425 Åsnes;8112;240;7872;10;7862;100;2,958579882;97,04142012;0,123274162;96,91814596;4025;106;3919;4;3915;49,6178501;1,306706114;48,31114398;0,049309665;48,26183432;4087;134;3953;6;3947;50,3821499;1,651873767;48,73027613;0,073964497;48,65631164
0426 Våler (Hedm.);4063;75;3988;5;3983;100;1,845926655;98,15407334;0,123061777;98,03101157;2043;37;2006;3;2003;50,28304209;0,91065715;49,37238494;0,073837066;49,29854787;2020;38;1982;2;1980;49,71695791;0,935269505;48,78168841;0,049224711;48,7324637
0427 Elverum;18046;650;17396;66;17330;100;3,60190624;96,39809376;0,365732018;96,03236174;8788;321;8467;34;8433;48,69777236;1,778787543;46,91898482;0,188407403;46,73057741;9258;329;8929;32;8897;51,30222764;1,823118697;49,47910894;0,177324615;49,30178433
0428 Trysil;7069;240;6829;6;6823;100;3,39510539;96,60489461;0,084877635;96,52001698;3550;110;3440;0;3440;50,21926722;1,55608997;48,66317725;0;48,66317725;3519;130;3389;6;3383;49,78073278;1,839015419;47,94171736;0,084877635;47,85683972
0429 Åmot;4379;135;4244;11;4233;100;3,082895638;96,91710436;0,251198904;96,66590546;2179;60;2119;5;2114;49,76021923;1,370175839;48,39004339;0,11418132;48,27586207;2200;75;2125;6;2119;50,23978077;1,712719799;48,52706097;0,137017584;48,39004339
0430 Stor-Elvdal;3012;127;2885;4;2881;100;4,216467463;95,78353254;0,132802125;95,65073041;1488;61;1427;2;1425;49,40239044;2,025232404;47,37715803;0,066401062;47,31075697;1524;66;1458;2;1456;50,59760956;2,19123506;48,4063745;0,066401062;48,33997344
0432 Rendalen;2257;25;2232;4;2228;100;1,107665042;98,89233496;0,177226407;98,71510855;1127;11;1116;0;1116;49,9335401;0,487372619;49,44616748;0;49,44616748;1130;14;1116;4;1112;50,0664599;0,620292424;49,44616748;0,177226407;49,26894107
0434 Engerdal;1580;90;1490;3;1487;100;5,696202532;94,30379747;0,189873418;94,11392405;801;45;756;0;756;50,69620253;2,848101266;47,84810127;0;47,84810127;779;45;734;3;731;49,30379747;2,848101266;46,4556962;0,189873418;46,26582278
0435 Tolga-Os (1966-1975);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0436 Tolga;1812;71;1741;14;1727;100;3,918322296;96,0816777;0,772626932;95,30905077;908;27;881;8;873;50,11037528;1,490066225;48,62030905;0,441501104;48,17880795;904;44;860;6;854;49,88962472;2,428256071;47,46136865;0,331125828;47,13024283
0437 Tynset;5473;203;5270;18;5252;100;3,709117486;96,29088251;0,328887265;95,96199525;2721;82;2639;11;2628;49,71679152;1,498264206;48,21852732;0,200986662;48,01754065;2752;121;2631;7;2624;50,28320848;2,21085328;48,0723552;0,127900603;47,9444546
0438 Alvdal;2417;54;2363;3;2360;100;2,234174597;97,7658254;0,124120811;97,64170459;1195;28;1167;3;1164;49,44145635;1,158460902;48,28299545;0,124120811;48,15887464;1222;26;1196;0;1196;50,55854365;1,075713695;49,48282995;0;49,48282995
0439 Folldal;1814;31;1783;3;1780;100;1,70893054;98,29106946;0,165380375;98,12568908;920;14;906;2;904;50,71664829;0,771775083;49,94487321;0,110253583;49,83461963;894;17;877;1;876;49,28335171;0,937155458;48,34619625;0,055126792;48,29106946
0441 Os (Hedm.);2148;97;2051;8;2043;100;4,515828678;95,48417132;0,372439479;95,11173184;1073;54;1019;3;1016;49,95344507;2,51396648;47,43947858;0,139664804;47,29981378;1075;43;1032;5;1027;50,04655493;2,001862197;48,04469274;0,232774674;47,81191806
0499 Uoppgitt kommune Hedmark;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0501 Lillehammer;24724;1158;23566;125;23441;100;4,683708138;95,31629186;0,505581621;94,81071024;11954;563;11391;59;11332;48,34978159;2,277139621;46,07264197;0,238634525;45,83400744;12770;595;12175;66;12109;51,65021841;2,406568516;49,24364989;0,266947096;48,9767028
0502 Gjøvik;27013;1271;25742;175;25567;100;4,705141969;95,29485803;0,647836227;94,6470218;13162;616;12546;86;12460;48,72468811;2,280383519;46,44430459;0,318365232;46,12593936;13851;655;13196;89;13107;51,27531189;2,42475845;48,85055344;0,329470995;48,52108244
0511 Dovre;2851;40;2811;1;2810;100;1,403016485;98,59698351;0,035075412;98,5619081;1421;15;1406;0;1406;49,84216065;0,526131182;49,31602946;0;49,31602946;1430;25;1405;1;1404;50,15783935;0,876885303;49,28095405;0,035075412;49,24587864
0512 Lesja;2303;84;2219;2;2217;100;3,647416413;96,35258359;0,086843248;96,26574034;1166;45;1121;0;1121;50,62961355;1,953973079;48,67564047;0;48,67564047;1137;39;1098;2;1096;49,37038645;1,693443335;47,67694312;0,086843248;47,59009987
0513 Skjåk;2386;38;2348;2;2346;100;1,592623638;98,40737636;0,083822297;98,32355407;1199;19;1180;1;1179;50,25146689;0,796311819;49,45515507;0,041911148;49,41324392;1187;19;1168;1;1167;49,74853311;0,796311819;48,95222129;0,041911148;48,91031014
0514 Lom;2567;56;2511;4;2507;100;2,181534866;97,81846513;0,155823919;97,66264122;1333;32;1301;1;1300;51,928321;1,246591352;50,68172965;0,03895598;50,64277367;1234;24;1210;3;1207;48,071679;0,934943514;47,13673549;0,116867939;47,01986755
0515 Vågå;3818;46;3772;5;3767;100;1,204819277;98,79518072;0,130958617;98,66422211;1931;19;1912;4;1908;50,57621792;0,497642745;50,07857517;0,104766894;49,97380828;1887;27;1860;1;1859;49,42378208;0,707176532;48,71660555;0,026191723;48,69041383
0516 Nord-Fron;5953;98;5855;8;5847;100;1,646228792;98,35377121;0,134386024;98,21938518;2979;48;2931;6;2925;50,04199563;0,806316143;49,23567949;0,100789518;49,13488997;2974;50;2924;2;2922;49,95800437;0,839912649;49,11809172;0,033596506;49,08449521
0517 Sel;6273;124;6149;9;6140;100;1,97672565;98,02327435;0,143472023;97,87980233;3184;65;3119;3;3116;50,75721345;1,036186832;49,72102662;0,047824008;49,67320261;3089;59;3030;6;3024;49,24278655;0,940538817;48,30224773;0,095648015;48,20659971
0518 Fron (1966-1976);0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.;0;0;0;0;0;.;.;.;.;.
0519 Sør-Fron;3322;77;3245;3;3242;100;2,317880795;97,68211921;0,090307044;97,59181216;1684;39;1645;2;1643;50,692354;1,173991571;49,51836243;0,060204696;49,45815774;1638;38;1600;1;1599;49,307646;1,143889223;48,16375677;0,030102348;48,13365443
0520 Ringebu;4752;80;4672;4;4668;100;1,683501684;98,31649832;0,084175084;98,23232323;2399;43;2356;2;2354;50,48400673;0,904882155;49,57912458;0,042087542;49,53703704;2353;37;2316;2;2314;49,51599327;0,778619529;48,73737374;0,042087542;48,6952862
0521 Øyer;4859;151;4708;2;4706;100;3,107635316;96,89236468;0,041160733;96,85120395;2423;80;2343;1;2342;49,86622762;1,646429306;48,21979831;0,020580366;48,19921795;2436;71;2365;1;2364;50,13377238;1,461206009;48,67256637;0,020580366;48,65198601
0522 Gausdal;6186;98;6088;0;6088;100;1,584222438;98,41577756;0;98,41577756;3103;48;3055;0;3055;50,16165535;0,775945684;49,38570967;0;49,38570967;3083;50;3033;0;3033;49,83834465;0,808276754;49,0300679;0;49,0300679
0528 Østre Toten;14103;387;13716;48;13668;100;2,744097001;97,255903;0,340353116;96,91554988;7065;186;6879;22;6857;50,09572431;1,318868326;48,77685599;0,155995178;48,62086081;7038;201;6837;26;6811;49,90427569;1,425228675;48,47904701;0,184357938;48,29468907
0529 Vestre Toten;13065;276;12789;26;12763;100;2,112514351;97,88748565;0,199004975;97,68848067;6528;141;6387;10;6377;49,96555683;1,079219288;48,88633754;0,076540375;48,80979717;6537;135;6402;16;6386;50,03444317;1,033295063;49,00114811;0,1224646;48,87868351
0532 Jevnaker;5995;209;5786;16;5770;100;3,486238532;96,51376147;0,266889074;96,24687239;2950;108;2842;9;2833;49,20767306;1,801501251;47,40617181;0,150125104;47,25604671;3045;101;2944;7;2937;50,79232694;1,684737281;49,10758966;0,11676397;48,99082569
0533 Lunner;8264;221;8043;29;8014;100;2,674249758;97,32575024;0,350919652;96,97483059;4124;103;4021;17;4004;49,90319458;1,246369797;48,65682478;0,20571152;48,45111326;4140;118;4022;12;4010;50,09680542;1,427879961;48,66892546;0,145208132;48,52371733
0534 Gran;12877;309;12568;23;12545;100;2,399627242;97,60037276;0,178613031;97,42175973;6377;155;6222;12;6210;49,52240429;1,203696513;48,31870777;0,093189407;48,22551837;6500;154;6346;11;6335;50,47759571;1,195930729;49,28166498;0,085423624;49,19624136
0536 Søndre Land;6073;150;5923;14;5909;100;2,469948954;97,53005105;0,230528569;97,29952248;3032;74;2958;9;2949;49,92590153;1,218508151;48,70739338;0,148196937;48,55919644;3041;76;2965;5;2960;50,07409847;1,251440804;48,82265767;0,082331632;48,74032603
0538 Nordre Land;6950;94;6856;4;6852;100;1,352517986;98,64748201;0,057553957;98,58992806;3471;40;3431;2;3429;49,94244604;0,575539568;49,36690647;0,028776978;49,3381295;3479;54;3425;2;3423;50,05755396;0,776978417;49,28057554;0,028776978;49,25179856
