"kommune_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"0403","alle","1_5","personer","1432","2013","barnehagedeltakelse"
"0412","alle","1_5","personer","1731","2013","barnehagedeltakelse"
"0415","alle","1_5","personer","339","2013","barnehagedeltakelse"
"0417","alle","1_5","personer","1001","2013","barnehagedeltakelse"
"0418","alle","1_5","personer","211","2013","barnehagedeltakelse"
"0419","alle","1_5","personer","353","2013","barnehagedeltakelse"
"0420","alle","1_5","personer","229","2013","barnehagedeltakelse"
"0423","alle","1_5","personer","160","2013","barnehagedeltakelse"
"0425","alle","1_5","personer","259","2013","barnehagedeltakelse"
"0426","alle","1_5","personer","138","2013","barnehagedeltakelse"
"0427","alle","1_5","personer","1071","2013","barnehagedeltakelse"
"0428","alle","1_5","personer","265","2013","barnehagedeltakelse"
"0429","alle","1_5","personer","232","2013","barnehagedeltakelse"
"0430","alle","1_5","personer","97","2013","barnehagedeltakelse"
"0432","alle","1_5","personer","76","2013","barnehagedeltakelse"
"0434","alle","1_5","personer","58","2013","barnehagedeltakelse"
"0436","alle","1_5","personer","80","2013","barnehagedeltakelse"
"0437","alle","1_5","personer","320","2013","barnehagedeltakelse"
"0438","alle","1_5","personer","134","2013","barnehagedeltakelse"
"0439","alle","1_5","personer","80","2013","barnehagedeltakelse"
"0441","alle","1_5","personer","78","2013","barnehagedeltakelse"
"0501","alle","1_5","personer","1350","2013","barnehagedeltakelse"
"0502","alle","1_5","personer","1491","2013","barnehagedeltakelse"
"0511","alle","1_5","personer","108","2013","barnehagedeltakelse"
"0512","alle","1_5","personer","98","2013","barnehagedeltakelse"
"0513","alle","1_5","personer","76","2013","barnehagedeltakelse"
"0514","alle","1_5","personer","84","2013","barnehagedeltakelse"
"0515","alle","1_5","personer","176","2013","barnehagedeltakelse"
"0516","alle","1_5","personer","258","2013","barnehagedeltakelse"
"0517","alle","1_5","personer","262","2013","barnehagedeltakelse"
"0519","alle","1_5","personer","160","2013","barnehagedeltakelse"
"0520","alle","1_5","personer","199","2013","barnehagedeltakelse"
"0521","alle","1_5","personer","227","2013","barnehagedeltakelse"
"0522","alle","1_5","personer","296","2013","barnehagedeltakelse"
"0528","alle","1_5","personer","671","2013","barnehagedeltakelse"
"0529","alle","1_5","personer","621","2013","barnehagedeltakelse"
"0532","alle","1_5","personer","312","2013","barnehagedeltakelse"
"0533","alle","1_5","personer","479","2013","barnehagedeltakelse"
"0534","alle","1_5","personer","634","2013","barnehagedeltakelse"
"0536","alle","1_5","personer","229","2013","barnehagedeltakelse"
"0538","alle","1_5","personer","314","2013","barnehagedeltakelse"
"0540","alle","1_5","personer","140","2013","barnehagedeltakelse"
"0541","alle","1_5","personer","66","2013","barnehagedeltakelse"
"0542","alle","1_5","personer","271","2013","barnehagedeltakelse"
"0543","alle","1_5","personer","106","2013","barnehagedeltakelse"
"0544","alle","1_5","personer","147","2013","barnehagedeltakelse"
"0545","alle","1_5","personer","77","2013","barnehagedeltakelse"
"0602","alle","1_5","personer","3584","2013","barnehagedeltakelse"
"0604","alle","1_5","personer","1590","2013","barnehagedeltakelse"
"0605","alle","1_5","personer","1408","2013","barnehagedeltakelse"
"0612","alle","1_5","personer","385","2013","barnehagedeltakelse"
"0615","alle","1_5","personer","38","2013","barnehagedeltakelse"
"0616","alle","1_5","personer","133","2013","barnehagedeltakelse"
"0617","alle","1_5","personer","208","2013","barnehagedeltakelse"
"0618","alle","1_5","personer","132","2013","barnehagedeltakelse"
"0619","alle","1_5","personer","237","2013","barnehagedeltakelse"
"0620","alle","1_5","personer","166","2013","barnehagedeltakelse"
"0621","alle","1_5","personer","153","2013","barnehagedeltakelse"
"0622","alle","1_5","personer","118","2013","barnehagedeltakelse"
"0623","alle","1_5","personer","657","2013","barnehagedeltakelse"
"0624","alle","1_5","personer","962","2013","barnehagedeltakelse"
"0625","alle","1_5","personer","1320","2013","barnehagedeltakelse"
"0626","alle","1_5","personer","1531","2013","barnehagedeltakelse"
"0627","alle","1_5","personer","1188","2013","barnehagedeltakelse"
"0628","alle","1_5","personer","489","2013","barnehagedeltakelse"
"0631","alle","1_5","personer","123","2013","barnehagedeltakelse"
"0632","alle","1_5","personer","54","2013","barnehagedeltakelse"
"0633","alle","1_5","personer","91","2013","barnehagedeltakelse"
"0701","alle","1_5","personer","1314","2013","barnehagedeltakelse"
"0702","alle","1_5","personer","534","2013","barnehagedeltakelse"
"0704","alle","1_5","personer","2169","2013","barnehagedeltakelse"
"0706","alle","1_5","personer","2265","2013","barnehagedeltakelse"
"0709","alle","1_5","personer","2197","2013","barnehagedeltakelse"
"0711","alle","1_5","personer","303","2013","barnehagedeltakelse"
"0713","alle","1_5","personer","491","2013","barnehagedeltakelse"
"0714","alle","1_5","personer","137","2013","barnehagedeltakelse"
"0716","alle","1_5","personer","521","2013","barnehagedeltakelse"
"0719","alle","1_5","personer","287","2013","barnehagedeltakelse"
"0720","alle","1_5","personer","639","2013","barnehagedeltakelse"
"0722","alle","1_5","personer","1110","2013","barnehagedeltakelse"
"0723","alle","1_5","personer","186","2013","barnehagedeltakelse"
"0728","alle","1_5","personer","132","2013","barnehagedeltakelse"
"0805","alle","1_5","personer","1840","2013","barnehagedeltakelse"
"0806","alle","1_5","personer","2629","2013","barnehagedeltakelse"
"0807","alle","1_5","personer","627","2013","barnehagedeltakelse"
"0811","alle","1_5","personer","127","2013","barnehagedeltakelse"
"0814","alle","1_5","personer","651","2013","barnehagedeltakelse"
"0815","alle","1_5","personer","466","2013","barnehagedeltakelse"
"0817","alle","1_5","personer","168","2013","barnehagedeltakelse"
"0819","alle","1_5","personer","291","2013","barnehagedeltakelse"
"0821","alle","1_5","personer","328","2013","barnehagedeltakelse"
"0822","alle","1_5","personer","194","2013","barnehagedeltakelse"
"0826","alle","1_5","personer","309","2013","barnehagedeltakelse"
"0827","alle","1_5","personer","66","2013","barnehagedeltakelse"
"0828","alle","1_5","personer","152","2013","barnehagedeltakelse"
"0829","alle","1_5","personer","92","2013","barnehagedeltakelse"
"0830","alle","1_5","personer","75","2013","barnehagedeltakelse"
"0831","alle","1_5","personer","55","2013","barnehagedeltakelse"
"0833","alle","1_5","personer","103","2013","barnehagedeltakelse"
"0834","alle","1_5","personer","192","2013","barnehagedeltakelse"
"0901","alle","1_5","personer","299","2013","barnehagedeltakelse"
"0904","alle","1_5","personer","1348","2013","barnehagedeltakelse"
"0906","alle","1_5","personer","2374","2013","barnehagedeltakelse"
"0911","alle","1_5","personer","109","2013","barnehagedeltakelse"
"0912","alle","1_5","personer","118","2013","barnehagedeltakelse"
"0914","alle","1_5","personer","316","2013","barnehagedeltakelse"
"0919","alle","1_5","personer","375","2013","barnehagedeltakelse"
"0926","alle","1_5","personer","633","2013","barnehagedeltakelse"
"0928","alle","1_5","personer","327","2013","barnehagedeltakelse"
"0929","alle","1_5","personer","73","2013","barnehagedeltakelse"
"0935","alle","1_5","personer","90","2013","barnehagedeltakelse"
"0937","alle","1_5","personer","205","2013","barnehagedeltakelse"
"0938","alle","1_5","personer","51","2013","barnehagedeltakelse"
"0940","alle","1_5","personer","51","2013","barnehagedeltakelse"
"0941","alle","1_5","personer","54","2013","barnehagedeltakelse"
"1001","alle","1_5","personer","5053","2013","barnehagedeltakelse"
"1002","alle","1_5","personer","852","2013","barnehagedeltakelse"
"1003","alle","1_5","personer","476","2013","barnehagedeltakelse"
"1004","alle","1_5","personer","480","2013","barnehagedeltakelse"
"1014","alle","1_5","personer","891","2013","barnehagedeltakelse"
"1017","alle","1_5","personer","365","2013","barnehagedeltakelse"
"1018","alle","1_5","personer","637","2013","barnehagedeltakelse"
"1021","alle","1_5","personer","148","2013","barnehagedeltakelse"
"1026","alle","1_5","personer","44","2013","barnehagedeltakelse"
"1027","alle","1_5","personer","103","2013","barnehagedeltakelse"
"1029","alle","1_5","personer","291","2013","barnehagedeltakelse"
"1032","alle","1_5","personer","504","2013","barnehagedeltakelse"
"1034","alle","1_5","personer","84","2013","barnehagedeltakelse"
"1037","alle","1_5","personer","341","2013","barnehagedeltakelse"
"1046","alle","1_5","personer","116","2013","barnehagedeltakelse"
"1101","alle","1_5","personer","862","2013","barnehagedeltakelse"
"1102","alle","1_5","personer","4774","2013","barnehagedeltakelse"
"1103","alle","1_5","personer","7818","2013","barnehagedeltakelse"
"1106","alle","1_5","personer","1983","2013","barnehagedeltakelse"
"1111","alle","1_5","personer","199","2013","barnehagedeltakelse"
"1112","alle","1_5","personer","203","2013","barnehagedeltakelse"
"1114","alle","1_5","personer","191","2013","barnehagedeltakelse"
"1119","alle","1_5","personer","1244","2013","barnehagedeltakelse"
"1120","alle","1_5","personer","1342","2013","barnehagedeltakelse"
"1121","alle","1_5","personer","1277","2013","barnehagedeltakelse"
"1122","alle","1_5","personer","822","2013","barnehagedeltakelse"
"1124","alle","1_5","personer","1946","2013","barnehagedeltakelse"
"1127","alle","1_5","personer","668","2013","barnehagedeltakelse"
"1129","alle","1_5","personer","73","2013","barnehagedeltakelse"
"1130","alle","1_5","personer","796","2013","barnehagedeltakelse"
"1133","alle","1_5","personer","180","2013","barnehagedeltakelse"
"1134","alle","1_5","personer","229","2013","barnehagedeltakelse"
"1135","alle","1_5","personer","245","2013","barnehagedeltakelse"
"1141","alle","1_5","personer","190","2013","barnehagedeltakelse"
"1142","alle","1_5","personer","364","2013","barnehagedeltakelse"
"1144","alle","1_5","personer","23","2013","barnehagedeltakelse"
"1145","alle","1_5","personer","44","2013","barnehagedeltakelse"
"1146","alle","1_5","personer","719","2013","barnehagedeltakelse"
"1149","alle","1_5","personer","2586","2013","barnehagedeltakelse"
"1151","alle","1_5","personer","10","2013","barnehagedeltakelse"
"1160","alle","1_5","personer","483","2013","barnehagedeltakelse"
"1201","alle","1_5","personer","15113","2013","barnehagedeltakelse"
"1211","alle","1_5","personer","261","2013","barnehagedeltakelse"
"1216","alle","1_5","personer","405","2013","barnehagedeltakelse"
"1219","alle","1_5","personer","740","2013","barnehagedeltakelse"
"1221","alle","1_5","personer","1147","2013","barnehagedeltakelse"
"1222","alle","1_5","personer","164","2013","barnehagedeltakelse"
"1223","alle","1_5","personer","135","2013","barnehagedeltakelse"
"1224","alle","1_5","personer","719","2013","barnehagedeltakelse"
"1227","alle","1_5","personer","46","2013","barnehagedeltakelse"
"1228","alle","1_5","personer","307","2013","barnehagedeltakelse"
"1231","alle","1_5","personer","179","2013","barnehagedeltakelse"
"1232","alle","1_5","personer","51","2013","barnehagedeltakelse"
"1233","alle","1_5","personer","51","2013","barnehagedeltakelse"
"1234","alle","1_5","personer","29","2013","barnehagedeltakelse"
"1235","alle","1_5","personer","739","2013","barnehagedeltakelse"
"1238","alle","1_5","personer","418","2013","barnehagedeltakelse"
"1241","alle","1_5","personer","180","2013","barnehagedeltakelse"
"1242","alle","1_5","personer","129","2013","barnehagedeltakelse"
"1243","alle","1_5","personer","1338","2013","barnehagedeltakelse"
"1244","alle","1_5","personer","337","2013","barnehagedeltakelse"
"1245","alle","1_5","personer","472","2013","barnehagedeltakelse"
"1246","alle","1_5","personer","1557","2013","barnehagedeltakelse"
"1247","alle","1_5","personer","2120","2013","barnehagedeltakelse"
"1251","alle","1_5","personer","196","2013","barnehagedeltakelse"
"1252","alle","1_5","personer","29","2013","barnehagedeltakelse"
"1253","alle","1_5","personer","394","2013","barnehagedeltakelse"
"1256","alle","1_5","personer","579","2013","barnehagedeltakelse"
"1259","alle","1_5","personer","292","2013","barnehagedeltakelse"
"1260","alle","1_5","personer","268","2013","barnehagedeltakelse"
"1263","alle","1_5","personer","965","2013","barnehagedeltakelse"
"1264","alle","1_5","personer","173","2013","barnehagedeltakelse"
"1265","alle","1_5","personer","24","2013","barnehagedeltakelse"
"1266","alle","1_5","personer","83","2013","barnehagedeltakelse"
"1401","alle","1_5","personer","705","2013","barnehagedeltakelse"
"1411","alle","1_5","personer","95","2013","barnehagedeltakelse"
"1412","alle","1_5","personer","30","2013","barnehagedeltakelse"
"1413","alle","1_5","personer","43","2013","barnehagedeltakelse"
"1416","alle","1_5","personer","186","2013","barnehagedeltakelse"
"1417","alle","1_5","personer","113","2013","barnehagedeltakelse"
"1418","alle","1_5","personer","60","2013","barnehagedeltakelse"
"1419","alle","1_5","personer","124","2013","barnehagedeltakelse"
"1420","alle","1_5","personer","425","2013","barnehagedeltakelse"
"1421","alle","1_5","personer","69","2013","barnehagedeltakelse"
"1422","alle","1_5","personer","108","2013","barnehagedeltakelse"
"1424","alle","1_5","personer","261","2013","barnehagedeltakelse"
"1426","alle","1_5","personer","258","2013","barnehagedeltakelse"
"1428","alle","1_5","personer","137","2013","barnehagedeltakelse"
"1429","alle","1_5","personer","165","2013","barnehagedeltakelse"
"1430","alle","1_5","personer","188","2013","barnehagedeltakelse"
"1431","alle","1_5","personer","202","2013","barnehagedeltakelse"
"1432","alle","1_5","personer","852","2013","barnehagedeltakelse"
"1433","alle","1_5","personer","163","2013","barnehagedeltakelse"
"1438","alle","1_5","personer","177","2013","barnehagedeltakelse"
"1439","alle","1_5","personer","327","2013","barnehagedeltakelse"
"1441","alle","1_5","personer","114","2013","barnehagedeltakelse"
"1443","alle","1_5","personer","356","2013","barnehagedeltakelse"
"1444","alle","1_5","personer","58","2013","barnehagedeltakelse"
"1445","alle","1_5","personer","297","2013","barnehagedeltakelse"
"1449","alle","1_5","personer","415","2013","barnehagedeltakelse"
"1502","alle","1_5","personer","1419","2013","barnehagedeltakelse"
"1504","alle","1_5","personer","2723","2013","barnehagedeltakelse"
"1505","alle","1_5","personer","1309","2013","barnehagedeltakelse"
"1511","alle","1_5","personer","128","2013","barnehagedeltakelse"
"1514","alle","1_5","personer","95","2013","barnehagedeltakelse"
"1515","alle","1_5","personer","508","2013","barnehagedeltakelse"
"1516","alle","1_5","personer","502","2013","barnehagedeltakelse"
"1517","alle","1_5","personer","324","2013","barnehagedeltakelse"
"1519","alle","1_5","personer","519","2013","barnehagedeltakelse"
"1520","alle","1_5","personer","633","2013","barnehagedeltakelse"
"1523","alle","1_5","personer","132","2013","barnehagedeltakelse"
"1524","alle","1_5","personer","82","2013","barnehagedeltakelse"
"1525","alle","1_5","personer","210","2013","barnehagedeltakelse"
"1526","alle","1_5","personer","52","2013","barnehagedeltakelse"
"1528","alle","1_5","personer","439","2013","barnehagedeltakelse"
"1529","alle","1_5","personer","309","2013","barnehagedeltakelse"
"1531","alle","1_5","personer","584","2013","barnehagedeltakelse"
"1532","alle","1_5","personer","514","2013","barnehagedeltakelse"
"1534","alle","1_5","personer","471","2013","barnehagedeltakelse"
"1535","alle","1_5","personer","313","2013","barnehagedeltakelse"
"1539","alle","1_5","personer","391","2013","barnehagedeltakelse"
"1543","alle","1_5","personer","122","2013","barnehagedeltakelse"
"1545","alle","1_5","personer","112","2013","barnehagedeltakelse"
"1546","alle","1_5","personer","72","2013","barnehagedeltakelse"
"1547","alle","1_5","personer","190","2013","barnehagedeltakelse"
"1548","alle","1_5","personer","492","2013","barnehagedeltakelse"
"1551","alle","1_5","personer","190","2013","barnehagedeltakelse"
"1554","alle","1_5","personer","303","2013","barnehagedeltakelse"
"1557","alle","1_5","personer","128","2013","barnehagedeltakelse"
"1560","alle","1_5","personer","138","2013","barnehagedeltakelse"
"1563","alle","1_5","personer","307","2013","barnehagedeltakelse"
"1566","alle","1_5","personer","275","2013","barnehagedeltakelse"
"1567","alle","1_5","personer","99","2013","barnehagedeltakelse"
"1571","alle","1_5","personer","57","2013","barnehagedeltakelse"
"1573","alle","1_5","personer","102","2013","barnehagedeltakelse"
"1576","alle","1_5","personer","152","2013","barnehagedeltakelse"
"1601","alle","1_5","personer","10918","2013","barnehagedeltakelse"
"1612","alle","1_5","personer","238","2013","barnehagedeltakelse"
"1613","alle","1_5","personer","28","2013","barnehagedeltakelse"
"1617","alle","1_5","personer","190","2013","barnehagedeltakelse"
"1620","alle","1_5","personer","247","2013","barnehagedeltakelse"
"1621","alle","1_5","personer","242","2013","barnehagedeltakelse"
"1622","alle","1_5","personer","69","2013","barnehagedeltakelse"
"1624","alle","1_5","personer","319","2013","barnehagedeltakelse"
"1627","alle","1_5","personer","264","2013","barnehagedeltakelse"
"1630","alle","1_5","personer","108","2013","barnehagedeltakelse"
"1632","alle","1_5","personer","34","2013","barnehagedeltakelse"
"1633","alle","1_5","personer","43","2013","barnehagedeltakelse"
"1634","alle","1_5","personer","367","2013","barnehagedeltakelse"
"1635","alle","1_5","personer","89","2013","barnehagedeltakelse"
"1636","alle","1_5","personer","180","2013","barnehagedeltakelse"
"1638","alle","1_5","personer","713","2013","barnehagedeltakelse"
"1640","alle","1_5","personer","252","2013","barnehagedeltakelse"
"1644","alle","1_5","personer","83","2013","barnehagedeltakelse"
"1648","alle","1_5","personer","335","2013","barnehagedeltakelse"
"1653","alle","1_5","personer","948","2013","barnehagedeltakelse"
"1657","alle","1_5","personer","518","2013","barnehagedeltakelse"
"1662","alle","1_5","personer","395","2013","barnehagedeltakelse"
"1663","alle","1_5","personer","854","2013","barnehagedeltakelse"
"1664","alle","1_5","personer","174","2013","barnehagedeltakelse"
"1665","alle","1_5","personer","33","2013","barnehagedeltakelse"
"1702","alle","1_5","personer","1198","2013","barnehagedeltakelse"
"1703","alle","1_5","personer","767","2013","barnehagedeltakelse"
"1711","alle","1_5","personer","111","2013","barnehagedeltakelse"
"1714","alle","1_5","personer","1398","2013","barnehagedeltakelse"
"1717","alle","1_5","personer","139","2013","barnehagedeltakelse"
"1718","alle","1_5","personer","200","2013","barnehagedeltakelse"
"1719","alle","1_5","personer","1176","2013","barnehagedeltakelse"
"1721","alle","1_5","personer","820","2013","barnehagedeltakelse"
"1724","alle","1_5","personer","100","2013","barnehagedeltakelse"
"1725","alle","1_5","personer","79","2013","barnehagedeltakelse"
"1736","alle","1_5","personer","109","2013","barnehagedeltakelse"
"1738","alle","1_5","personer","51","2013","barnehagedeltakelse"
"1739","alle","1_5","personer","19","2013","barnehagedeltakelse"
"1740","alle","1_5","personer","42","2013","barnehagedeltakelse"
"1742","alle","1_5","personer","114","2013","barnehagedeltakelse"
"1743","alle","1_5","personer","76","2013","barnehagedeltakelse"
"1744","alle","1_5","personer","231","2013","barnehagedeltakelse"
"1748","alle","1_5","personer","27","2013","barnehagedeltakelse"
"1749","alle","1_5","personer","38","2013","barnehagedeltakelse"
"1750","alle","1_5","personer","283","2013","barnehagedeltakelse"
"1751","alle","1_5","personer","242","2013","barnehagedeltakelse"
"1755","alle","1_5","personer","14","2013","barnehagedeltakelse"
"1756","alle","1_5","personer","333","2013","barnehagedeltakelse"
"1804","alle","1_5","personer","3026","2013","barnehagedeltakelse"
"1805","alle","1_5","personer","970","2013","barnehagedeltakelse"
"1811","alle","1_5","personer","67","2013","barnehagedeltakelse"
"1812","alle","1_5","personer","104","2013","barnehagedeltakelse"
"1813","alle","1_5","personer","440","2013","barnehagedeltakelse"
"1815","alle","1_5","personer","50","2013","barnehagedeltakelse"
"1816","alle","1_5","personer","17","2013","barnehagedeltakelse"
"1818","alle","1_5","personer","78","2013","barnehagedeltakelse"
"1820","alle","1_5","personer","381","2013","barnehagedeltakelse"
"1822","alle","1_5","personer","111","2013","barnehagedeltakelse"
"1824","alle","1_5","personer","650","2013","barnehagedeltakelse"
"1825","alle","1_5","personer","64","2013","barnehagedeltakelse"
"1826","alle","1_5","personer","65","2013","barnehagedeltakelse"
"1827","alle","1_5","personer","75","2013","barnehagedeltakelse"
"1828","alle","1_5","personer","104","2013","barnehagedeltakelse"
"1832","alle","1_5","personer","212","2013","barnehagedeltakelse"
"1833","alle","1_5","personer","1404","2013","barnehagedeltakelse"
"1834","alle","1_5","personer","106","2013","barnehagedeltakelse"
"1835","alle","1_5","personer","20","2013","barnehagedeltakelse"
"1836","alle","1_5","personer","58","2013","barnehagedeltakelse"
"1837","alle","1_5","personer","326","2013","barnehagedeltakelse"
"1838","alle","1_5","personer","98","2013","barnehagedeltakelse"
"1839","alle","1_5","personer","32","2013","barnehagedeltakelse"
"1840","alle","1_5","personer","247","2013","barnehagedeltakelse"
"1841","alle","1_5","personer","450","2013","barnehagedeltakelse"
"1845","alle","1_5","personer","65","2013","barnehagedeltakelse"
"1848","alle","1_5","personer","90","2013","barnehagedeltakelse"
"1849","alle","1_5","personer","75","2013","barnehagedeltakelse"
"1850","alle","1_5","personer","85","2013","barnehagedeltakelse"
"1851","alle","1_5","personer","91","2013","barnehagedeltakelse"
"1852","alle","1_5","personer","55","2013","barnehagedeltakelse"
"1853","alle","1_5","personer","50","2013","barnehagedeltakelse"
"1854","alle","1_5","personer","105","2013","barnehagedeltakelse"
"1856","alle","1_5","personer","29","2013","barnehagedeltakelse"
"1857","alle","1_5","personer","38","2013","barnehagedeltakelse"
"1859","alle","1_5","personer","28","2013","barnehagedeltakelse"
"1860","alle","1_5","personer","578","2013","barnehagedeltakelse"
"1865","alle","1_5","personer","416","2013","barnehagedeltakelse"
"1866","alle","1_5","personer","385","2013","barnehagedeltakelse"
"1867","alle","1_5","personer","84","2013","barnehagedeltakelse"
"1868","alle","1_5","personer","181","2013","barnehagedeltakelse"
"1870","alle","1_5","personer","584","2013","barnehagedeltakelse"
"1871","alle","1_5","personer","220","2013","barnehagedeltakelse"
"1874","alle","1_5","personer","41","2013","barnehagedeltakelse"
"1902","alle","1_5","personer","4458","2013","barnehagedeltakelse"
"1903","alle","1_5","personer","1334","2013","barnehagedeltakelse"
"1911","alle","1_5","personer","142","2013","barnehagedeltakelse"
"1913","alle","1_5","personer","136","2013","barnehagedeltakelse"
"1917","alle","1_5","personer","43","2013","barnehagedeltakelse"
"1919","alle","1_5","personer","39","2013","barnehagedeltakelse"
"1920","alle","1_5","personer","57","2013","barnehagedeltakelse"
"1922","alle","1_5","personer","230","2013","barnehagedeltakelse"
"1923","alle","1_5","personer","104","2013","barnehagedeltakelse"
"1924","alle","1_5","personer","344","2013","barnehagedeltakelse"
"1925","alle","1_5","personer","169","2013","barnehagedeltakelse"
"1926","alle","1_5","personer","51","2013","barnehagedeltakelse"
"1927","alle","1_5","personer","74","2013","barnehagedeltakelse"
"1928","alle","1_5","personer","28","2013","barnehagedeltakelse"
"1929","alle","1_5","personer","39","2013","barnehagedeltakelse"
"1931","alle","1_5","personer","658","2013","barnehagedeltakelse"
"1933","alle","1_5","personer","214","2013","barnehagedeltakelse"
"1936","alle","1_5","personer","79","2013","barnehagedeltakelse"
"1938","alle","1_5","personer","114","2013","barnehagedeltakelse"
"1939","alle","1_5","personer","82","2013","barnehagedeltakelse"
"1940","alle","1_5","personer","78","2013","barnehagedeltakelse"
"1941","alle","1_5","personer","123","2013","barnehagedeltakelse"
"1942","alle","1_5","personer","259","2013","barnehagedeltakelse"
"1943","alle","1_5","personer","43","2013","barnehagedeltakelse"
"2002","alle","1_5","personer","76","2013","barnehagedeltakelse"
"2003","alle","1_5","personer","289","2013","barnehagedeltakelse"
"2004","alle","1_5","personer","631","2013","barnehagedeltakelse"
"2011","alle","1_5","personer","171","2013","barnehagedeltakelse"
"2012","alle","1_5","personer","1224","2013","barnehagedeltakelse"
"2014","alle","1_5","personer","24","2013","barnehagedeltakelse"
"2015","alle","1_5","personer","56","2013","barnehagedeltakelse"
"2017","alle","1_5","personer","30","2013","barnehagedeltakelse"
"2018","alle","1_5","personer","45","2013","barnehagedeltakelse"
"2019","alle","1_5","personer","135","2013","barnehagedeltakelse"
"2020","alle","1_5","personer","161","2013","barnehagedeltakelse"
"2021","alle","1_5","personer","117","2013","barnehagedeltakelse"
"2022","alle","1_5","personer","50","2013","barnehagedeltakelse"
"2023","alle","1_5","personer","35","2013","barnehagedeltakelse"
"2024","alle","1_5","personer","36","2013","barnehagedeltakelse"
"2025","alle","1_5","personer","123","2013","barnehagedeltakelse"
"2027","alle","1_5","personer","57","2013","barnehagedeltakelse"
"2028","alle","1_5","personer","101","2013","barnehagedeltakelse"
"2030","alle","1_5","personer","513","2013","barnehagedeltakelse"
"0101","alle","1","personer","195","2013","barnehagedeltakelse"
"0104","alle","1","personer","188","2013","barnehagedeltakelse"
"0105","alle","1","personer","362","2013","barnehagedeltakelse"
"0106","alle","1","personer","522","2013","barnehagedeltakelse"
"0111","alle","1","personer","23","2013","barnehagedeltakelse"
"0118","alle","1","personer",":","2013","barnehagedeltakelse"
"0119","alle","1","personer","16","2013","barnehagedeltakelse"
"0121","alle","1","personer","5","2013","barnehagedeltakelse"
"0122","alle","1","personer","43","2013","barnehagedeltakelse"
"0123","alle","1","personer","43","2013","barnehagedeltakelse"
"0124","alle","1","personer","101","2013","barnehagedeltakelse"
"0125","alle","1","personer","78","2013","barnehagedeltakelse"
"0127","alle","1","personer","30","2013","barnehagedeltakelse"
"0128","alle","1","personer","53","2013","barnehagedeltakelse"
"0135","alle","1","personer","49","2013","barnehagedeltakelse"
"0136","alle","1","personer","104","2013","barnehagedeltakelse"
"0137","alle","1","personer","47","2013","barnehagedeltakelse"
"0138","alle","1","personer","44","2013","barnehagedeltakelse"
"0211","alle","1","personer","154","2013","barnehagedeltakelse"
"0213","alle","1","personer","299","2013","barnehagedeltakelse"
