"fylke_nr","bosetting","enhet","aar","tabellvariabel","tabell_navn"
"02","vedtak","prosent","2016","94.3262411347518","bosatt_anmodede"
"03","vedtak","prosent","2016","100","bosatt_anmodede"
"04","vedtak","prosent","2016","67.1052631578947","bosatt_anmodede"
"05","vedtak","prosent","2016","80.1290322580645","bosatt_anmodede"
"06","vedtak","prosent","2016","75.3134040501447","bosatt_anmodede"
"07","vedtak","prosent","2016","91.6216216216216","bosatt_anmodede"
"08","vedtak","prosent","2016","92.317880794702","bosatt_anmodede"
"09","vedtak","prosent","2016","86.551724137931","bosatt_anmodede"
"10","vedtak","prosent","2016","85.7309941520468","bosatt_anmodede"
"11","vedtak","prosent","2016","82.6649417852523","bosatt_anmodede"
"12","vedtak","prosent","2016","83.203125","bosatt_anmodede"
"14","vedtak","prosent","2016","81.7518248175183","bosatt_anmodede"
"15","vedtak","prosent","2016","75.3246753246753","bosatt_anmodede"
"16","vedtak","prosent","2016","87.8457669740151","bosatt_anmodede"
"17","vedtak","prosent","2016","82.469512195122","bosatt_anmodede"
"18","vedtak","prosent","2016","60.4833442194644","bosatt_anmodede"
"19","vedtak","prosent","2016","88.7989203778677","bosatt_anmodede"
"20","vedtak","prosent","2016","70.0980392156863","bosatt_anmodede"
"99","vedtak","prosent","2016",".","bosatt_anmodede"
"00","vedtak","prosent","2016","82.500269890964","bosatt_anmodede"
"01","bosatt","prosent","2016",".","bosatt_anmodede"
"02","bosatt","prosent","2016",".","bosatt_anmodede"
"03","bosatt","prosent","2016",".","bosatt_anmodede"
"04","bosatt","prosent","2016",".","bosatt_anmodede"
"05","bosatt","prosent","2016",".","bosatt_anmodede"
"06","bosatt","prosent","2016",".","bosatt_anmodede"
"07","bosatt","prosent","2016",".","bosatt_anmodede"
"08","bosatt","prosent","2016",".","bosatt_anmodede"
"09","bosatt","prosent","2016",".","bosatt_anmodede"
"10","bosatt","prosent","2016",".","bosatt_anmodede"
"11","bosatt","prosent","2016",".","bosatt_anmodede"
"12","bosatt","prosent","2016",".","bosatt_anmodede"
"14","bosatt","prosent","2016",".","bosatt_anmodede"
"15","bosatt","prosent","2016",".","bosatt_anmodede"
"16","bosatt","prosent","2016",".","bosatt_anmodede"
"17","bosatt","prosent","2016",".","bosatt_anmodede"
"18","bosatt","prosent","2016",".","bosatt_anmodede"
"19","bosatt","prosent","2016",".","bosatt_anmodede"
"20","bosatt","prosent","2016",".","bosatt_anmodede"
"99","bosatt","prosent","2016",".","bosatt_anmodede"
"00","bosatt","prosent","2016",".","bosatt_anmodede"
