"aar","bydel_nr","innvkat_3","kjonn","aldersinndeling_etter_grskole","tabellvariabel","tabell_navn","enhet"
"2006","030103","alle","0","26_66","3807","ikke_arbutd_innvkat_alder","personer"
"2006","030103","alle","0","alle","4279","ikke_arbutd_innvkat_alder","personer"
"2006","030103","alle","1","16_25","392","ikke_arbutd_innvkat_alder","personer"
"2006","030103","alle","1","26_66","3079","ikke_arbutd_innvkat_alder","personer"
"2006","030103","alle","1","alle","3471","ikke_arbutd_innvkat_alder","personer"
"2006","030103","alle","alle","16_25","864","ikke_arbutd_innvkat_alder","personer"
"2006","030103","alle","alle","26_66","6886","ikke_arbutd_innvkat_alder","personer"
"2006","030103","alle","alle","alle","7750","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","0","16_25","234","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","0","26_66","2464","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","0","alle","2698","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","1","16_25","270","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","1","26_66","1988","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","1","alle","2258","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","alle","16_25","504","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","alle","26_66","4452","ikke_arbutd_innvkat_alder","personer"
"2006","030103","befolkningen_ellers","alle","alle","4956","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","0","16_25","238","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","0","26_66","1343","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","0","alle","1581","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","1","16_25","122","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","1","26_66","1091","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","1","alle","1213","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","alle","16_25","360","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","alle","26_66","2434","ikke_arbutd_innvkat_alder","personer"
"2006","030103","innvandrere","alle","alle","2794","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","0","16_25","470","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","0","26_66","3076","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","0","alle","3546","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","1","16_25","392","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","1","26_66","2889","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","1","alle","3281","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","alle","16_25","862","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","alle","26_66","5965","ikke_arbutd_innvkat_alder","personer"
"2006","030104","alle","alle","alle","6827","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","0","16_25","222","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","0","26_66","1810","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","0","alle","2032","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","1","16_25","241","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","1","26_66","1761","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","1","alle","2002","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","alle","16_25","463","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","alle","26_66","3571","ikke_arbutd_innvkat_alder","personer"
"2006","030104","befolkningen_ellers","alle","alle","4034","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","0","16_25","248","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","0","26_66","1266","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","0","alle","1514","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","1","16_25","151","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","1","26_66","1128","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","1","alle","1279","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","alle","16_25","399","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","alle","26_66","2394","ikke_arbutd_innvkat_alder","personer"
"2006","030104","innvandrere","alle","alle","2793","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","0","16_25","339","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","0","26_66","2680","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","0","alle","3019","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","1","16_25","302","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","1","26_66","2388","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","1","alle","2690","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","alle","16_25","641","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","alle","26_66","5068","ikke_arbutd_innvkat_alder","personer"
"2006","030105","alle","alle","alle","5709","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","0","16_25","172","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","0","26_66","1739","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","0","alle","1911","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","1","16_25","196","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","1","26_66","1535","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","1","alle","1731","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","alle","16_25","368","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","alle","26_66","3274","ikke_arbutd_innvkat_alder","personer"
"2006","030105","befolkningen_ellers","alle","alle","3642","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","0","16_25","167","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","0","26_66","941","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","0","alle","1108","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","1","16_25","106","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","1","26_66","853","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","1","alle","959","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","alle","16_25","273","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","alle","26_66","1794","ikke_arbutd_innvkat_alder","personer"
"2006","030105","innvandrere","alle","alle","2067","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","0","16_25","339","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","0","26_66","2627","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","0","alle","2966","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","1","16_25","265","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","1","26_66","2293","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","1","alle","2558","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","alle","16_25","604","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","alle","26_66","4920","ikke_arbutd_innvkat_alder","personer"
"2006","030106","alle","alle","alle","5524","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","0","16_25","154","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","0","26_66","1679","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","0","alle","1833","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","1","16_25","178","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","1","26_66","1436","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","1","alle","1614","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","alle","16_25","332","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","alle","26_66","3115","ikke_arbutd_innvkat_alder","personer"
"2006","030106","befolkningen_ellers","alle","alle","3447","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","0","16_25","185","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","0","26_66","948","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","0","alle","1133","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","1","16_25","87","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","1","26_66","857","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","1","alle","944","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","alle","16_25","272","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","alle","26_66","1805","ikke_arbutd_innvkat_alder","personer"
"2006","030106","innvandrere","alle","alle","2077","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","0","16_25","329","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","0","26_66","2286","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","0","alle","2615","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","1","16_25","282","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","1","26_66","2159","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","1","alle","2441","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","alle","16_25","611","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","alle","26_66","4445","ikke_arbutd_innvkat_alder","personer"
"2006","030107","alle","alle","alle","5056","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","0","16_25","138","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","0","26_66","1337","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","0","alle","1475","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","1","16_25","161","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","1","26_66","1300","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","1","alle","1461","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","alle","16_25","299","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","alle","26_66","2637","ikke_arbutd_innvkat_alder","personer"
"2006","030107","befolkningen_ellers","alle","alle","2936","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","0","16_25","191","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","0","26_66","949","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","0","alle","1140","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","1","16_25","121","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","1","26_66","859","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","1","alle","980","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","alle","16_25","312","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","alle","26_66","1808","ikke_arbutd_innvkat_alder","personer"
"2006","030107","innvandrere","alle","alle","2120","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","0","16_25","418","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","0","26_66","2362","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","0","alle","2780","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","1","16_25","306","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","1","26_66","2129","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","1","alle","2435","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","alle","16_25","724","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","alle","26_66","4491","ikke_arbutd_innvkat_alder","personer"
"2006","030108","alle","alle","alle","5215","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","0","16_25","149","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","0","26_66","1454","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","0","alle","1603","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","1","16_25","189","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","1","26_66","1304","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","1","alle","1493","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","alle","16_25","338","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","alle","26_66","2758","ikke_arbutd_innvkat_alder","personer"
"2006","030108","befolkningen_ellers","alle","alle","3096","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","0","16_25","269","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","0","26_66","908","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","0","alle","1177","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","1","16_25","117","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","1","26_66","825","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","1","alle","942","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","alle","16_25","386","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","alle","26_66","1733","ikke_arbutd_innvkat_alder","personer"
"2006","030108","innvandrere","alle","alle","2119","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","0","16_25","232","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","0","26_66","1925","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","0","alle","2157","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","1","16_25","241","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","1","26_66","1666","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","1","alle","1907","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","alle","16_25","473","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","alle","26_66","3591","ikke_arbutd_innvkat_alder","personer"
"2006","030109","alle","alle","alle","4064","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","0","16_25","111","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","0","26_66","1170","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","0","alle","1281","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","1","16_25","154","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","1","26_66","953","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","1","alle","1107","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","alle","16_25","265","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","alle","26_66","2123","ikke_arbutd_innvkat_alder","personer"
"2006","030109","befolkningen_ellers","alle","alle","2388","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","0","16_25","121","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","0","26_66","755","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","0","alle","876","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","1","16_25","87","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","1","26_66","713","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","1","alle","800","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","alle","16_25","208","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","alle","26_66","1468","ikke_arbutd_innvkat_alder","personer"
"2006","030109","innvandrere","alle","alle","1676","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","0","16_25","259","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","0","26_66","1990","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","0","alle","2249","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","1","16_25","237","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","1","26_66","1501","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","1","alle","1738","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","alle","16_25","496","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","alle","26_66","3491","ikke_arbutd_innvkat_alder","personer"
"2006","030110","alle","alle","alle","3987","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","0","16_25","101","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","0","26_66","1051","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","0","alle","1152","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","1","16_25","141","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","1","26_66","818","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","1","alle","959","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","alle","16_25","242","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","alle","26_66","1869","ikke_arbutd_innvkat_alder","personer"
"2006","030110","befolkningen_ellers","alle","alle","2111","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","0","16_25","158","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","0","26_66","939","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","0","alle","1097","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","1","16_25","96","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","1","26_66","683","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","1","alle","779","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","alle","16_25","254","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","alle","26_66","1622","ikke_arbutd_innvkat_alder","personer"
"2006","030110","innvandrere","alle","alle","1876","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","0","16_25","209","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","0","26_66","1253","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","0","alle","1462","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","1","16_25","163","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","1","26_66","956","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","1","alle","1119","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","alle","16_25","372","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","alle","26_66","2209","ikke_arbutd_innvkat_alder","personer"
"2006","030111","alle","alle","alle","2581","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","0","16_25","66","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","0","26_66","696","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","0","alle","762","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","1","16_25","79","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","1","26_66","585","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","1","alle","664","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","alle","16_25","145","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","alle","26_66","1281","ikke_arbutd_innvkat_alder","personer"
"2006","030111","befolkningen_ellers","alle","alle","1426","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","0","16_25","143","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","0","26_66","557","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","0","alle","700","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","1","16_25","84","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","1","26_66","371","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","1","alle","455","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","alle","16_25","227","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","alle","26_66","928","ikke_arbutd_innvkat_alder","personer"
"2006","030111","innvandrere","alle","alle","1155","ikke_arbutd_innvkat_alder","personer"
