"tabell_navn","aar","fylke_nr","enhet","flytting","innvkat_3","tabellvariabel"
"befolkning_flytting","2014","06","personer","innvandring","alle","3202"
"befolkning_flytting","2014","06","personer","innvandring_og_innflytting","alle","11145"
"befolkning_flytting","2014","06","personer","nettoinnflytting","alle","97"
"befolkning_flytting","2014","06","personer","nettoinnvandring","alle","1721"
"befolkning_flytting","2014","06","personer","nettoinnvandring_og_nettoinnflytting","alle","1818"
"befolkning_flytting","2014","06","personer","utflytting","alle","7846"
"befolkning_flytting","2014","06","personer","utvandring","alle","1481"
"befolkning_flytting","2014","06","personer","utvandring_og_utflytting","alle","9327"
"befolkning_flytting","2014","07","personer","innflytting","alle","6523"
"befolkning_flytting","2014","07","personer","innvandring","alle","2418"
"befolkning_flytting","2014","07","personer","innvandring_og_innflytting","alle","8941"
"befolkning_flytting","2014","07","personer","nettoinnflytting","alle","420"
"befolkning_flytting","2014","07","personer","nettoinnvandring","alle","1214"
"befolkning_flytting","2014","07","personer","nettoinnvandring_og_nettoinnflytting","alle","1634"
"befolkning_flytting","2014","07","personer","utflytting","alle","6103"
"befolkning_flytting","2014","07","personer","utvandring","alle","1204"
"befolkning_flytting","2014","07","personer","utvandring_og_utflytting","alle","7307"
"befolkning_flytting","2014","08","personer","innflytting","alle","3538"
"befolkning_flytting","2014","08","personer","innvandring","alle","1305"
"befolkning_flytting","2014","08","personer","innvandring_og_innflytting","alle","4843"
"befolkning_flytting","2014","08","personer","nettoinnflytting","alle","-217"
"befolkning_flytting","2014","08","personer","nettoinnvandring","alle","735"
"befolkning_flytting","2014","08","personer","nettoinnvandring_og_nettoinnflytting","alle","518"
"befolkning_flytting","2014","08","personer","utflytting","alle","3755"
"befolkning_flytting","2014","08","personer","utvandring","alle","570"
"befolkning_flytting","2014","08","personer","utvandring_og_utflytting","alle","4325"
"befolkning_flytting","2014","09","personer","innflytting","alle","2902"
"befolkning_flytting","2014","09","personer","innvandring","alle","1089"
"befolkning_flytting","2014","09","personer","innvandring_og_innflytting","alle","3991"
"befolkning_flytting","2014","09","personer","nettoinnflytting","alle","88"
"befolkning_flytting","2014","09","personer","nettoinnvandring","alle","719"
"befolkning_flytting","2014","09","personer","nettoinnvandring_og_nettoinnflytting","alle","807"
"befolkning_flytting","2014","09","personer","utflytting","alle","2814"
"befolkning_flytting","2014","09","personer","utvandring","alle","370"
"befolkning_flytting","2014","09","personer","utvandring_og_utflytting","alle","3184"
"befolkning_flytting","2014","10","personer","innflytting","alle","4310"
"befolkning_flytting","2014","10","personer","innvandring","alle","2173"
"befolkning_flytting","2014","10","personer","innvandring_og_innflytting","alle","6483"
"befolkning_flytting","2014","10","personer","nettoinnflytting","alle","212"
"befolkning_flytting","2014","10","personer","nettoinnvandring","alle","1430"
"befolkning_flytting","2014","10","personer","nettoinnvandring_og_nettoinnflytting","alle","1642"
"befolkning_flytting","2014","10","personer","utflytting","alle","4098"
"befolkning_flytting","2014","10","personer","utvandring","alle","743"
"befolkning_flytting","2014","10","personer","utvandring_og_utflytting","alle","4841"
"befolkning_flytting","2014","11","personer","innflytting","alle","6674"
"befolkning_flytting","2014","11","personer","innvandring","alle","7589"
"befolkning_flytting","2014","11","personer","innvandring_og_innflytting","alle","14263"
"befolkning_flytting","2014","11","personer","nettoinnflytting","alle","-274"
"befolkning_flytting","2014","11","personer","nettoinnvandring","alle","3711"
"befolkning_flytting","2014","11","personer","nettoinnvandring_og_nettoinnflytting","alle","3437"
"befolkning_flytting","2014","11","personer","utflytting","alle","6948"
"befolkning_flytting","2014","11","personer","utvandring","alle","3878"
"befolkning_flytting","2014","11","personer","utvandring_og_utflytting","alle","10826"
"befolkning_flytting","2014","12","personer","innflytting","alle","8609"
"befolkning_flytting","2014","12","personer","innvandring","alle","6682"
"befolkning_flytting","2014","12","personer","innvandring_og_innflytting","alle","15291"
"befolkning_flytting","2014","12","personer","nettoinnflytting","alle","87"
"befolkning_flytting","2014","12","personer","nettoinnvandring","alle","3512"
"befolkning_flytting","2014","12","personer","nettoinnvandring_og_nettoinnflytting","alle","3599"
"befolkning_flytting","2014","12","personer","utflytting","alle","8522"
"befolkning_flytting","2014","12","personer","utvandring","alle","3170"
"befolkning_flytting","2014","12","personer","utvandring_og_utflytting","alle","11692"
"befolkning_flytting","2014","14","personer","innflytting","alle","1826"
"befolkning_flytting","2014","14","personer","innvandring","alle","1347"
"befolkning_flytting","2014","14","personer","innvandring_og_innflytting","alle","3173"
"befolkning_flytting","2014","14","personer","nettoinnflytting","alle","-856"
"befolkning_flytting","2014","14","personer","nettoinnvandring","alle","903"
"befolkning_flytting","2014","14","personer","nettoinnvandring_og_nettoinnflytting","alle","47"
"befolkning_flytting","2014","14","personer","utflytting","alle","2682"
"befolkning_flytting","2014","14","personer","utvandring","alle","444"
"befolkning_flytting","2014","14","personer","utvandring_og_utflytting","alle","3126"
"befolkning_flytting","2014","15","personer","innflytting","alle","4157"
"befolkning_flytting","2014","15","personer","innvandring","alle","3513"
"befolkning_flytting","2014","15","personer","innvandring_og_innflytting","alle","7670"
"befolkning_flytting","2014","15","personer","nettoinnflytting","alle","-684"
"befolkning_flytting","2014","15","personer","nettoinnvandring","alle","2362"
"befolkning_flytting","2014","15","personer","nettoinnvandring_og_nettoinnflytting","alle","1678"
"befolkning_flytting","2014","15","personer","utflytting","alle","4841"
"befolkning_flytting","2014","15","personer","utvandring","alle","1151"
"befolkning_flytting","2014","15","personer","utvandring_og_utflytting","alle","5992"
"befolkning_flytting","2014","16","personer","innflytting","alle","8441"
"befolkning_flytting","2014","16","personer","innvandring","alle","3658"
"befolkning_flytting","2014","16","personer","innvandring_og_innflytting","alle","12099"
"befolkning_flytting","2014","16","personer","nettoinnflytting","alle","767"
"befolkning_flytting","2014","16","personer","nettoinnvandring","alle","1625"
"befolkning_flytting","2014","16","personer","nettoinnvandring_og_nettoinnflytting","alle","2392"
"befolkning_flytting","2014","16","personer","utflytting","alle","7674"
"befolkning_flytting","2014","16","personer","utvandring","alle","2033"
"befolkning_flytting","2014","16","personer","utvandring_og_utflytting","alle","9707"
"befolkning_flytting","2014","17","personer","innflytting","alle","3029"
"befolkning_flytting","2014","17","personer","innvandring","alle","1181"
"befolkning_flytting","2014","17","personer","innvandring_og_innflytting","alle","4210"
"befolkning_flytting","2014","17","personer","nettoinnflytting","alle","-361"
"befolkning_flytting","2014","17","personer","nettoinnvandring","alle","807"
"befolkning_flytting","2014","17","personer","nettoinnvandring_og_nettoinnflytting","alle","446"
"befolkning_flytting","2014","17","personer","utflytting","alle","3390"
"befolkning_flytting","2014","17","personer","utvandring","alle","374"
"befolkning_flytting","2014","17","personer","utvandring_og_utflytting","alle","3764"
"befolkning_flytting","2014","18","personer","innflytting","alle","4284"
"befolkning_flytting","2014","18","personer","innvandring","alle","2902"
"befolkning_flytting","2014","18","personer","innvandring_og_innflytting","alle","7186"
"befolkning_flytting","2014","18","personer","nettoinnflytting","alle","-1587"
"befolkning_flytting","2014","18","personer","nettoinnvandring","alle","2221"
"befolkning_flytting","2014","18","personer","nettoinnvandring_og_nettoinnflytting","alle","634"
"befolkning_flytting","2014","18","personer","utflytting","alle","5871"
"befolkning_flytting","2014","18","personer","utvandring","alle","681"
"befolkning_flytting","2014","18","personer","utvandring_og_utflytting","alle","6552"
"befolkning_flytting","2014","19","personer","innflytting","alle","3906"
"befolkning_flytting","2014","19","personer","innvandring","alle","2467"
"befolkning_flytting","2014","19","personer","innvandring_og_innflytting","alle","6373"
"befolkning_flytting","2014","19","personer","nettoinnflytting","alle","-790"
"befolkning_flytting","2014","19","personer","nettoinnvandring","alle","1722"
"befolkning_flytting","2014","19","personer","nettoinnvandring_og_nettoinnflytting","alle","932"
"befolkning_flytting","2014","19","personer","utflytting","alle","4696"
"befolkning_flytting","2014","19","personer","utvandring","alle","745"
"befolkning_flytting","2014","19","personer","utvandring_og_utflytting","alle","5441"
"befolkning_flytting","2014","20","personer","innflytting","alle","1878"
"befolkning_flytting","2014","20","personer","innvandring","alle","1323"
"befolkning_flytting","2014","20","personer","innvandring_og_innflytting","alle","3201"
"befolkning_flytting","2014","20","personer","nettoinnflytting","alle","-637"
"befolkning_flytting","2014","20","personer","nettoinnvandring","alle","946"
"befolkning_flytting","2014","20","personer","nettoinnvandring_og_nettoinnflytting","alle","309"
"befolkning_flytting","2014","20","personer","utflytting","alle","2515"
"befolkning_flytting","2014","20","personer","utvandring","alle","377"
"befolkning_flytting","2014","20","personer","utvandring_og_utflytting","alle","2892"
"befolkning_flytting","2014","00","personer","innflytting","innvandrere","49461"
"befolkning_flytting","2014","00","personer","innvandring","innvandrere","61326"
"befolkning_flytting","2014","00","personer","innvandring_og_innflytting","innvandrere","110787"
"befolkning_flytting","2014","00","personer","nettoinnflytting","innvandrere","0"
"befolkning_flytting","2014","00","personer","nettoinnvandring","innvandrere","37593"
"befolkning_flytting","2014","00","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","37593"
"befolkning_flytting","2014","00","personer","utflytting","innvandrere","49461"
"befolkning_flytting","2014","00","personer","utvandring","innvandrere","23733"
"befolkning_flytting","2014","00","personer","utvandring_og_utflytting","innvandrere","73194"
"befolkning_flytting","2014","01","personer","innflytting","innvandrere","1848"
"befolkning_flytting","2014","01","personer","innvandring","innvandrere","1736"
"befolkning_flytting","2014","01","personer","innvandring_og_innflytting","innvandrere","3584"
"befolkning_flytting","2014","01","personer","nettoinnflytting","innvandrere","525"
"befolkning_flytting","2014","01","personer","nettoinnvandring","innvandrere","909"
"befolkning_flytting","2014","01","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1434"
"befolkning_flytting","2014","01","personer","utflytting","innvandrere","1323"
"befolkning_flytting","2014","01","personer","utvandring","innvandrere","827"
"befolkning_flytting","2014","01","personer","utvandring_og_utflytting","innvandrere","2150"
"befolkning_flytting","2014","02","personer","innflytting","innvandrere","6569"
"befolkning_flytting","2014","02","personer","innvandring","innvandrere","5992"
"befolkning_flytting","2014","02","personer","innvandring_og_innflytting","innvandrere","12561"
"befolkning_flytting","2014","02","personer","nettoinnflytting","innvandrere","1803"
"befolkning_flytting","2014","02","personer","nettoinnvandring","innvandrere","3542"
"befolkning_flytting","2014","02","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","5345"
"befolkning_flytting","2014","02","personer","utflytting","innvandrere","4766"
"befolkning_flytting","2014","02","personer","utvandring","innvandrere","2450"
"befolkning_flytting","2014","02","personer","utvandring_og_utflytting","innvandrere","7216"
"befolkning_flytting","2014","03","personer","innflytting","innvandrere","6982"
"befolkning_flytting","2014","03","personer","innvandring","innvandrere","13615"
"befolkning_flytting","2014","03","personer","innvandring_og_innflytting","innvandrere","20597"
"befolkning_flytting","2014","03","personer","nettoinnflytting","innvandrere","308"
"befolkning_flytting","2014","03","personer","nettoinnvandring","innvandrere","7202"
"befolkning_flytting","2014","03","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","7510"
"befolkning_flytting","2014","03","personer","utflytting","innvandrere","6674"
"befolkning_flytting","2014","03","personer","utvandring","innvandrere","6413"
"befolkning_flytting","2014","03","personer","utvandring_og_utflytting","innvandrere","13087"
"befolkning_flytting","2014","04","personer","innflytting","innvandrere","846"
"befolkning_flytting","2014","04","personer","innvandring","innvandrere","1659"
"befolkning_flytting","2014","04","personer","innvandring_og_innflytting","innvandrere","2505"
"befolkning_flytting","2014","04","personer","nettoinnflytting","innvandrere","-250"
"befolkning_flytting","2014","04","personer","nettoinnvandring","innvandrere","1296"
"befolkning_flytting","2014","04","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1046"
"befolkning_flytting","2014","04","personer","utflytting","innvandrere","1096"
"befolkning_flytting","2014","04","personer","utvandring","innvandrere","363"
"befolkning_flytting","2014","04","personer","utvandring_og_utflytting","innvandrere","1459"
"befolkning_flytting","2014","05","personer","innflytting","innvandrere","855"
"befolkning_flytting","2014","05","personer","innvandring","innvandrere","1809"
"befolkning_flytting","2014","05","personer","innvandring_og_innflytting","innvandrere","2664"
"befolkning_flytting","2014","05","personer","nettoinnflytting","innvandrere","-240"
"befolkning_flytting","2014","05","personer","nettoinnvandring","innvandrere","1460"
"befolkning_flytting","2014","05","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1220"
"befolkning_flytting","2014","05","personer","utflytting","innvandrere","1095"
"befolkning_flytting","2014","05","personer","utvandring","innvandrere","349"
"befolkning_flytting","2014","05","personer","utvandring_og_utflytting","innvandrere","1444"
"befolkning_flytting","2014","06","personer","innflytting","innvandrere","1955"
"befolkning_flytting","2014","06","personer","innvandring","innvandrere","2780"
"befolkning_flytting","2014","06","personer","innvandring_og_innflytting","innvandrere","4735"
"befolkning_flytting","2014","06","personer","nettoinnflytting","innvandrere","54"
"befolkning_flytting","2014","06","personer","nettoinnvandring","innvandrere","1721"
"befolkning_flytting","2014","06","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1775"
"befolkning_flytting","2014","06","personer","utflytting","innvandrere","1901"
"befolkning_flytting","2014","06","personer","utvandring","innvandrere","1059"
"befolkning_flytting","2014","06","personer","utvandring_og_utflytting","innvandrere","2960"
"befolkning_flytting","2014","07","personer","innflytting","innvandrere","1180"
"befolkning_flytting","2014","07","personer","innvandring","innvandrere","2025"
"befolkning_flytting","2014","07","personer","innvandring_og_innflytting","innvandrere","3205"
"befolkning_flytting","2014","07","personer","nettoinnflytting","innvandrere","184"
"befolkning_flytting","2014","07","personer","nettoinnvandring","innvandrere","1253"
"befolkning_flytting","2014","07","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1437"
"befolkning_flytting","2014","07","personer","utflytting","innvandrere","996"
"befolkning_flytting","2014","07","personer","utvandring","innvandrere","772"
"befolkning_flytting","2014","07","personer","utvandring_og_utflytting","innvandrere","1768"
"befolkning_flytting","2014","08","personer","innflytting","innvandrere","740"
"befolkning_flytting","2014","08","personer","innvandring","innvandrere","1120"
"befolkning_flytting","2014","08","personer","innvandring_og_innflytting","innvandrere","1860"
"befolkning_flytting","2014","08","personer","nettoinnflytting","innvandrere","-65"
"befolkning_flytting","2014","08","personer","nettoinnvandring","innvandrere","730"
"befolkning_flytting","2014","08","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","665"
"befolkning_flytting","2014","08","personer","utflytting","innvandrere","805"
"befolkning_flytting","2014","08","personer","utvandring","innvandrere","390"
"befolkning_flytting","2014","08","personer","utvandring_og_utflytting","innvandrere","1195"
"befolkning_flytting","2014","09","personer","innflytting","innvandrere","513"
"befolkning_flytting","2014","09","personer","innvandring","innvandrere","910"
"befolkning_flytting","2014","09","personer","innvandring_og_innflytting","innvandrere","1423"
"befolkning_flytting","2014","09","personer","nettoinnflytting","innvandrere","-18"
"befolkning_flytting","2014","09","personer","nettoinnvandring","innvandrere","660"
"befolkning_flytting","2014","09","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","642"
"befolkning_flytting","2014","09","personer","utflytting","innvandrere","531"
"befolkning_flytting","2014","09","personer","utvandring","innvandrere","250"
"befolkning_flytting","2014","09","personer","utvandring_og_utflytting","innvandrere","781"
"befolkning_flytting","2014","10","personer","innflytting","innvandrere","764"
"befolkning_flytting","2014","10","personer","innvandring","innvandrere","1925"
"befolkning_flytting","2014","10","personer","innvandring_og_innflytting","innvandrere","2689"
"befolkning_flytting","2014","10","personer","nettoinnflytting","innvandrere","-141"
"befolkning_flytting","2014","10","personer","nettoinnvandring","innvandrere","1417"
"befolkning_flytting","2014","10","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1276"
"befolkning_flytting","2014","10","personer","utflytting","innvandrere","905"
"befolkning_flytting","2014","10","personer","utvandring","innvandrere","508"
"befolkning_flytting","2014","10","personer","utvandring_og_utflytting","innvandrere","1413"
"befolkning_flytting","2014","11","personer","innflytting","innvandrere","1624"
"befolkning_flytting","2014","11","personer","innvandring","innvandrere","6823"
"befolkning_flytting","2014","11","personer","innvandring_og_innflytting","innvandrere","8447"
"befolkning_flytting","2014","11","personer","nettoinnflytting","innvandrere","133"
"befolkning_flytting","2014","11","personer","nettoinnvandring","innvandrere","3663"
"befolkning_flytting","2014","11","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","3796"
"befolkning_flytting","2014","11","personer","utflytting","innvandrere","1491"
"befolkning_flytting","2014","11","personer","utvandring","innvandrere","3160"
"befolkning_flytting","2014","11","personer","utvandring_og_utflytting","innvandrere","4651"
"befolkning_flytting","2014","12","personer","innflytting","innvandrere","1642"
"befolkning_flytting","2014","12","personer","innvandring","innvandrere","5933"
"befolkning_flytting","2014","12","personer","innvandring_og_innflytting","innvandrere","7575"
"befolkning_flytting","2014","12","personer","nettoinnflytting","innvandrere","197"
"befolkning_flytting","2014","12","personer","nettoinnvandring","innvandrere","3351"
"befolkning_flytting","2014","12","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","3548"
"befolkning_flytting","2014","12","personer","utflytting","innvandrere","1445"
"befolkning_flytting","2014","12","personer","utvandring","innvandrere","2582"
"befolkning_flytting","2014","12","personer","utvandring_og_utflytting","innvandrere","4027"
"befolkning_flytting","2014","14","personer","innflytting","innvandrere","283"
"befolkning_flytting","2014","14","personer","innvandring","innvandrere","1268"
"befolkning_flytting","2014","14","personer","innvandring_og_innflytting","innvandrere","1551"
"befolkning_flytting","2014","14","personer","nettoinnflytting","innvandrere","-338"
"befolkning_flytting","2014","14","personer","nettoinnvandring","innvandrere","891"
"befolkning_flytting","2014","14","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","553"
"befolkning_flytting","2014","14","personer","utflytting","innvandrere","621"
"befolkning_flytting","2014","14","personer","utvandring","innvandrere","377"
"befolkning_flytting","2014","14","personer","utvandring_og_utflytting","innvandrere","998"
"befolkning_flytting","2014","15","personer","innflytting","innvandrere","740"
"befolkning_flytting","2014","15","personer","innvandring","innvandrere","3211"
"befolkning_flytting","2014","15","personer","innvandring_og_innflytting","innvandrere","3951"
"befolkning_flytting","2014","15","personer","nettoinnflytting","innvandrere","-354"
"befolkning_flytting","2014","15","personer","nettoinnvandring","innvandrere","2280"
"befolkning_flytting","2014","15","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1926"
"befolkning_flytting","2014","15","personer","utflytting","innvandrere","1094"
"befolkning_flytting","2014","15","personer","utvandring","innvandrere","931"
"befolkning_flytting","2014","15","personer","utvandring_og_utflytting","innvandrere","2025"
"befolkning_flytting","2014","16","personer","innflytting","innvandrere","1220"
"befolkning_flytting","2014","16","personer","innvandring","innvandrere","3285"
"befolkning_flytting","2014","16","personer","innvandring_og_innflytting","innvandrere","4505"
"befolkning_flytting","2014","16","personer","nettoinnflytting","innvandrere","-3"
"befolkning_flytting","2014","16","personer","nettoinnvandring","innvandrere","1617"
"befolkning_flytting","2014","16","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1614"
"befolkning_flytting","2014","16","personer","utflytting","innvandrere","1223"
"befolkning_flytting","2014","16","personer","utvandring","innvandrere","1668"
"befolkning_flytting","2014","16","personer","utvandring_og_utflytting","innvandrere","2891"
"befolkning_flytting","2014","17","personer","innflytting","innvandrere","441"
"befolkning_flytting","2014","17","personer","innvandring","innvandrere","1055"
"befolkning_flytting","2014","17","personer","innvandring_og_innflytting","innvandrere","1496"
"befolkning_flytting","2014","17","personer","nettoinnflytting","innvandrere","-263"
"befolkning_flytting","2014","17","personer","nettoinnvandring","innvandrere","797"
"befolkning_flytting","2014","17","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","534"
"befolkning_flytting","2014","17","personer","utflytting","innvandrere","704"
"befolkning_flytting","2014","17","personer","utvandring","innvandrere","258"
"befolkning_flytting","2014","17","personer","utvandring_og_utflytting","innvandrere","962"
"befolkning_flytting","2014","18","personer","innflytting","innvandrere","690"
"befolkning_flytting","2014","18","personer","innvandring","innvandrere","2658"
"befolkning_flytting","2014","18","personer","innvandring_og_innflytting","innvandrere","3348"
"befolkning_flytting","2014","18","personer","nettoinnflytting","innvandrere","-813"
"befolkning_flytting","2014","18","personer","nettoinnvandring","innvandrere","2158"
"befolkning_flytting","2014","18","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1345"
"befolkning_flytting","2014","18","personer","utflytting","innvandrere","1503"
"befolkning_flytting","2014","18","personer","utvandring","innvandrere","500"
"befolkning_flytting","2014","18","personer","utvandring_og_utflytting","innvandrere","2003"
"befolkning_flytting","2014","19","personer","innflytting","innvandrere","620"
"befolkning_flytting","2014","19","personer","innvandring","innvandrere","2280"
"befolkning_flytting","2014","19","personer","innvandring_og_innflytting","innvandrere","2900"
"befolkning_flytting","2014","19","personer","nettoinnflytting","innvandrere","-373"
"befolkning_flytting","2014","19","personer","nettoinnvandring","innvandrere","1704"
"befolkning_flytting","2014","19","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1331"
"befolkning_flytting","2014","19","personer","utflytting","innvandrere","993"
"befolkning_flytting","2014","19","personer","utvandring","innvandrere","576"
"befolkning_flytting","2014","19","personer","utvandring_og_utflytting","innvandrere","1569"
"befolkning_flytting","2014","20","personer","innflytting","innvandrere","323"
"befolkning_flytting","2014","20","personer","innvandring","innvandrere","1242"
"befolkning_flytting","2014","20","personer","innvandring_og_innflytting","innvandrere","1565"
"befolkning_flytting","2014","20","personer","nettoinnflytting","innvandrere","-346"
"befolkning_flytting","2014","20","personer","nettoinnvandring","innvandrere","942"
"befolkning_flytting","2014","20","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","596"
"befolkning_flytting","2014","20","personer","utflytting","innvandrere","669"
"befolkning_flytting","2014","20","personer","utvandring","innvandrere","300"
"befolkning_flytting","2014","20","personer","utvandring_og_utflytting","innvandrere","969"
"befolkning_flytting","2014","00","personer","innflytting","befolkningen_ellers","188400"
"befolkning_flytting","2014","00","personer","innvandring","befolkningen_ellers","8704"
"befolkning_flytting","2014","00","personer","innvandring_og_innflytting","befolkningen_ellers","197104"
"befolkning_flytting","2014","00","personer","nettoinnflytting","befolkningen_ellers","0"
"befolkning_flytting","2014","00","personer","nettoinnvandring","befolkningen_ellers","562"
"befolkning_flytting","2014","00","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","562"
"befolkning_flytting","2014","00","personer","utflytting","befolkningen_ellers","188400"
"befolkning_flytting","2014","00","personer","utvandring","befolkningen_ellers","8142"
"befolkning_flytting","2014","00","personer","utvandring_og_utflytting","befolkningen_ellers","196542"
"befolkning_flytting","2014","01","personer","innflytting","befolkningen_ellers","5447"
"befolkning_flytting","2014","01","personer","innvandring","befolkningen_ellers","502"
"befolkning_flytting","2014","01","personer","innvandring_og_innflytting","befolkningen_ellers","5949"
"befolkning_flytting","2014","01","personer","nettoinnflytting","befolkningen_ellers","611"
"befolkning_flytting","2014","01","personer","nettoinnvandring","befolkningen_ellers","-35"
"befolkning_flytting","2014","01","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","576"
"befolkning_flytting","2014","01","personer","utflytting","befolkningen_ellers","4836"
"befolkning_flytting","2014","01","personer","utvandring","befolkningen_ellers","537"
"befolkning_flytting","2014","01","personer","utvandring_og_utflytting","befolkningen_ellers","5373"
"befolkning_flytting","2014","02","personer","innflytting","befolkningen_ellers","17074"
"befolkning_flytting","2014","02","personer","innvandring","befolkningen_ellers","1245"
"befolkning_flytting","2014","02","personer","innvandring_og_innflytting","befolkningen_ellers","18319"
"befolkning_flytting","2014","02","personer","nettoinnflytting","befolkningen_ellers","1202"
"befolkning_flytting","2014","02","personer","nettoinnvandring","befolkningen_ellers","169"
"befolkning_flytting","2014","02","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","1371"
"befolkning_flytting","2014","02","personer","utflytting","befolkningen_ellers","15872"
"befolkning_flytting","2014","02","personer","utvandring","befolkningen_ellers","1076"
"befolkning_flytting","2014","02","personer","utvandring_og_utflytting","befolkningen_ellers","16948"
"befolkning_flytting","2014","03","personer","innflytting","befolkningen_ellers","22608"
"befolkning_flytting","2014","03","personer","innvandring","befolkningen_ellers","2158"
