"fylke_nr","bosetting","enhet","aar","tabellvariabel","tabell_navn"
"02","vedtak","prosent","2016","94.3262411347518","bosatt_anmodede"
"03","vedtak","prosent","2016","100","bosatt_anmodede"
"04","vedtak","prosent","2016","78.4210526315789","bosatt_anmodede"
"05","vedtak","prosent","2016","90.3225806451613","bosatt_anmodede"
"06","vedtak","prosent","2016","78.9778206364513","bosatt_anmodede"
"07","vedtak","prosent","2016","93.1081081081081","bosatt_anmodede"
"08","vedtak","prosent","2016","94.4370860927152","bosatt_anmodede"
"09","vedtak","prosent","2016","91.3793103448276","bosatt_anmodede"
"10","vedtak","prosent","2016","92.1637426900585","bosatt_anmodede"
"11","vedtak","prosent","2016","85.4463130659767","bosatt_anmodede"
"12","vedtak","prosent","2016","87.1651785714286","bosatt_anmodede"
"14","vedtak","prosent","2016","84.3795620437956","bosatt_anmodede"
"15","vedtak","prosent","2016","77.2727272727273","bosatt_anmodede"
"16","vedtak","prosent","2016","92.3721709974853","bosatt_anmodede"
"17","vedtak","prosent","2016","86.1280487804878","bosatt_anmodede"
"18","vedtak","prosent","2016","63.7491835401698","bosatt_anmodede"
"19","vedtak","prosent","2016","90.8232118758435","bosatt_anmodede"
"20","vedtak","prosent","2016","75.8169934640523","bosatt_anmodede"
"99","vedtak","prosent","2016",".","bosatt_anmodede"
"00","vedtak","prosent","2016","86.0574327971499","bosatt_anmodede"
"01","bosatt","prosent","2016",".","bosatt_anmodede"
"02","bosatt","prosent","2016",".","bosatt_anmodede"
"03","bosatt","prosent","2016",".","bosatt_anmodede"
"04","bosatt","prosent","2016",".","bosatt_anmodede"
"05","bosatt","prosent","2016",".","bosatt_anmodede"
"06","bosatt","prosent","2016",".","bosatt_anmodede"
"07","bosatt","prosent","2016",".","bosatt_anmodede"
"08","bosatt","prosent","2016",".","bosatt_anmodede"
"09","bosatt","prosent","2016",".","bosatt_anmodede"
"10","bosatt","prosent","2016",".","bosatt_anmodede"
"11","bosatt","prosent","2016",".","bosatt_anmodede"
"12","bosatt","prosent","2016",".","bosatt_anmodede"
"14","bosatt","prosent","2016",".","bosatt_anmodede"
"15","bosatt","prosent","2016",".","bosatt_anmodede"
"16","bosatt","prosent","2016",".","bosatt_anmodede"
"17","bosatt","prosent","2016",".","bosatt_anmodede"
"18","bosatt","prosent","2016",".","bosatt_anmodede"
"19","bosatt","prosent","2016",".","bosatt_anmodede"
"20","bosatt","prosent","2016",".","bosatt_anmodede"
"99","bosatt","prosent","2016",".","bosatt_anmodede"
"00","bosatt","prosent","2016",".","bosatt_anmodede"
