"aar","innvkat_4","enhet","tabell_navn","kommune_nr","kjonn","tabellvariabel"
2013,"alle","gjennomsnitt","grunnskolepoeng","0520","0","41.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0521","0","38.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0522","0","41.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0528","0","41"
2013,"alle","gjennomsnitt","grunnskolepoeng","0529","0","40.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0532","0","40.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","0533","0","41.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0534","0","41.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0536","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0538","0","39.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","0540","0","40.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0541","0","43.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0542","0","42.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","0543","0","43.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0544","0","41.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0545","0","42.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0602","0","42.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0604","0","43.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","0605","0","41.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0612","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0615","0","43.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0616","0","44.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","0617","0","36.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","0618","0","40.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0619","0","42.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0620","0","43.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","0621","0","40.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0622","0","36.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","0623","0","39.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","0624","0","42.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0625","0","41.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0626","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0627","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","0628","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0631","0","43.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","0632","0","43.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0633","0","38.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","0701","0","43.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","0702","0","43.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","0704","0","41.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0706","0","43.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0709","0","42.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","0711","0","44.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0713","0","43.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0714","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0716","0","40.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","0719","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","0720","0","42.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0722","0","42.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0723","0","40.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0728","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0805","0","41.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0806","0","40.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","0807","0","41.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","0811","0","43.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","0814","0","39"
2013,"alle","gjennomsnitt","grunnskolepoeng","0815","0","41.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","0817","0","38.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0819","0","44.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0821","0","43.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0822","0","42.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","0826","0","44.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0827","0","47"
2013,"alle","gjennomsnitt","grunnskolepoeng","0828","0","40.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0829","0","46.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","0830","0","37.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","0831","0","41.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0833","0","40.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0834","0","45.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0901","0","39.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","0904","0","41"
2013,"alle","gjennomsnitt","grunnskolepoeng","0906","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","0911","0","43.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0912","0","44.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0914","0","38.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0919","0","40.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","0926","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0928","0","42.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","0929","0","38.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","0935","0","40.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","0937","0","40.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","0938","0","39.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","0940","0","46.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","0941","0","44.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1001","0","42.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1002","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1003","0","41.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1004","0","38.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1014","0","39.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1017","0","37.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1018","0","42.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1021","0","41.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1026","0","40.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1027","0","41.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1029","0","40.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1032","0","40"
2013,"alle","gjennomsnitt","grunnskolepoeng","1034","0","40.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1037","0","41.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1046","0","44.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1101","0","39.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1102","0","42.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1103","0","43.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1106","0","42.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1111","0","40.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1112","0","42.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1114","0","40.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1119","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1120","0","42.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1121","0","43.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1122","0","41.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1124","0","44.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1127","0","43.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1129","0","39.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1130","0","41.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1133","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","1134","0","43.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1135","0","41.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1141","0","38.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1142","0","43.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1144","0",":"
2013,"alle","gjennomsnitt","grunnskolepoeng","1145","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1146","0","40.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1149","0","40.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1151","0",":"
2013,"alle","gjennomsnitt","grunnskolepoeng","1160","0","42.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1201","0","43.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1211","0","41.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1216","0","43"
2013,"alle","gjennomsnitt","grunnskolepoeng","1219","0","40.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1221","0","40.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1222","0","40.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1223","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1224","0","41.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1227","0","42.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1228","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","1231","0","41.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1232","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1233","0","47.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1234","0","48.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1235","0","42.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1238","0","43.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1241","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1242","0","48.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1243","0","41.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1244","0","40"
2013,"alle","gjennomsnitt","grunnskolepoeng","1245","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1246","0","41.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1247","0","41.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1251","0","40.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1252","0",":"
2013,"alle","gjennomsnitt","grunnskolepoeng","1253","0","40"
2013,"alle","gjennomsnitt","grunnskolepoeng","1256","0","44.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1259","0","45.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1260","0","42.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1263","0","41.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1264","0","43.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1265","0","48.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1266","0","47.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1401","0","41.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1411","0","44.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1412","0","37.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1413","0","47.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1416","0","44.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1417","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1418","0","47.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1419","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1420","0","44.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1421","0","47.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1422","0","44.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1424","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1426","0","46.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1428","0","44.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1429","0","44.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1430","0","48.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1431","0","41.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1432","0","42.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1433","0","42.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1438","0","42.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1439","0","44"
2013,"alle","gjennomsnitt","grunnskolepoeng","1441","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","1443","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1444","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","1445","0","43"
2013,"alle","gjennomsnitt","grunnskolepoeng","1449","0","43.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1502","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1504","0","42.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1505","0","41.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1511","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1514","0","47.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1515","0","43.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1516","0","42.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1517","0","44.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1519","0","44.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1520","0","41.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1523","0","44.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1524","0","46.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1525","0","45.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1526","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1528","0","41.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1529","0","43.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1531","0","44"
2013,"alle","gjennomsnitt","grunnskolepoeng","1532","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1534","0","41.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1535","0","40.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1539","0","46.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1543","0","46.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1545","0","46"
2013,"alle","gjennomsnitt","grunnskolepoeng","1546","0","43.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1547","0","47.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1548","0","40.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1551","0","40.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1554","0","42.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1557","0","39.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1560","0","41.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1563","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","1566","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1567","0","46.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1571","0","41.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1573","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1576","0","40.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1601","0","42.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1612","0","41.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1613","0","43.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1617","0","44"
2013,"alle","gjennomsnitt","grunnskolepoeng","1620","0","37.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1621","0","43.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1622","0","45.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1624","0","43.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1627","0","39.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1630","0","41.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1632","0","42.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1633","0","46.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1634","0","45.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1635","0","42.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1636","0",":"
2013,"alle","gjennomsnitt","grunnskolepoeng","1638","0","41.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1640","0","41.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1644","0","45.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1648","0","41.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1653","0","40.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1657","0","39.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1662","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","1663","0","42.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1664","0","40.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1665","0","37.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1702","0","42.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1703","0","39.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1711","0","44.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1714","0","41.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1717","0","43.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1718","0","40"
2013,"alle","gjennomsnitt","grunnskolepoeng","1719","0","41.6"
2013,"alle","gjennomsnitt","grunnskolepoeng","1721","0","44"
2013,"alle","gjennomsnitt","grunnskolepoeng","1724","0","39.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1725","0","38.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1736","0","47.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1738","0","44.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1739","0",":"
2013,"alle","gjennomsnitt","grunnskolepoeng","1740","0","38.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1742","0","46"
2013,"alle","gjennomsnitt","grunnskolepoeng","1743","0","45.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1744","0","43"
2013,"alle","gjennomsnitt","grunnskolepoeng","1748","0","46.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1749","0","45.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1750","0","40.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1751","0","41"
2013,"alle","gjennomsnitt","grunnskolepoeng","1755","0","39.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1756","0","40.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1804","0","44.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1805","0","42.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1811","0","39.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1812","0","44.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1813","0","44.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1815","0","45.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1816","0","44.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1818","0","40.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1820","0","42.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1822","0","33.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1824","0","41"
2013,"alle","gjennomsnitt","grunnskolepoeng","1825","0","42"
2013,"alle","gjennomsnitt","grunnskolepoeng","1826","0","41.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1827","0","44.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1828","0","37.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1832","0","44.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1833","0","41.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1834","0","46.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1835","0",":"
2013,"alle","gjennomsnitt","grunnskolepoeng","1836","0","46.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1837","0","42.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1838","0","39.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1839","0","45.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1840","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1841","0","42.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1845","0","39.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1848","0","42.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1849","0","43.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1850","0","49.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1851","0","47.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1852","0","45.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1853","0","41.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1854","0","43.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1856","0",":"
2013,"alle","gjennomsnitt","grunnskolepoeng","1857","0","44.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1859","0","46.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1860","0","41.2"
2013,"alle","gjennomsnitt","grunnskolepoeng","1865","0","44"
2013,"alle","gjennomsnitt","grunnskolepoeng","1866","0","41.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1867","0","43.3"
2013,"alle","gjennomsnitt","grunnskolepoeng","1868","0","40"
2013,"alle","gjennomsnitt","grunnskolepoeng","1870","0","41.9"
2013,"alle","gjennomsnitt","grunnskolepoeng","1871","0","40.5"
2013,"alle","gjennomsnitt","grunnskolepoeng","1874","0","38.4"
2013,"alle","gjennomsnitt","grunnskolepoeng","1901","0","41.8"
2013,"alle","gjennomsnitt","grunnskolepoeng","1902","0","42.7"
2013,"alle","gjennomsnitt","grunnskolepoeng","1911","0","40.1"
2013,"alle","gjennomsnitt","grunnskolepoeng","1913","0","41.6"
