"tabell_navn","aar","fylke_nr","kjonn","innvkat_5","enhet","tabellvariabel"
"grunnskolepoeng","2014","08","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","08","alle","bef_u_innv_og_norskf","personer","1796"
"grunnskolepoeng","2014","08","alle","befolkningen_ellers","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","08","alle","befolkningen_ellers","personer","1858"
"grunnskolepoeng","2014","08","alle","innvandrere","grunnskolepoeng","35"
"grunnskolepoeng","2014","08","alle","innvandrere","personer","174"
"grunnskolepoeng","2014","08","alle","norskfodte_m_innvf","grunnskolepoeng","37,2"
"grunnskolepoeng","2014","08","alle","norskfodte_m_innvf","personer","59"
"grunnskolepoeng","2014","08","1","alle","grunnskolepoeng","37,2"
"grunnskolepoeng","2014","08","1","alle","personer","1029"
"grunnskolepoeng","2014","08","1","bef_u_innv_og_norskf","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","08","1","bef_u_innv_og_norskf","personer","909"
"grunnskolepoeng","2014","08","1","befolkningen_ellers","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","08","1","befolkningen_ellers","personer","944"
"grunnskolepoeng","2014","08","1","innvandrere","grunnskolepoeng","33,6"
"grunnskolepoeng","2014","08","1","innvandrere","personer","83"
"grunnskolepoeng","2014","08","1","norskfodte_m_innvf","grunnskolepoeng","35,6"
"grunnskolepoeng","2014","08","1","norskfodte_m_innvf","personer","34"
"grunnskolepoeng","2014","08","0","alle","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","08","0","alle","personer","1001"
"grunnskolepoeng","2014","08","0","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","08","0","bef_u_innv_og_norskf","personer","887"
"grunnskolepoeng","2014","08","0","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","08","0","befolkningen_ellers","personer","914"
"grunnskolepoeng","2014","08","0","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","08","0","innvandrere","personer","91"
"grunnskolepoeng","2014","08","0","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","08","0","norskfodte_m_innvf","personer","25"
"grunnskolepoeng","2014","09","alle","alle","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","09","alle","alle","personer","1449"
"grunnskolepoeng","2014","09","alle","bef_u_innv_og_norskf","grunnskolepoeng","40"
"grunnskolepoeng","2014","09","alle","bef_u_innv_og_norskf","personer","1295"
"grunnskolepoeng","2014","09","alle","befolkningen_ellers","grunnskolepoeng","40"
"grunnskolepoeng","2014","09","alle","befolkningen_ellers","personer","1321"
"grunnskolepoeng","2014","09","alle","innvandrere","grunnskolepoeng","37,2"
"grunnskolepoeng","2014","09","alle","innvandrere","personer","128"
"grunnskolepoeng","2014","09","alle","norskfodte_m_innvf","grunnskolepoeng","45"
"grunnskolepoeng","2014","09","alle","norskfodte_m_innvf","personer","23"
"grunnskolepoeng","2014","09","1","alle","grunnskolepoeng","38"
"grunnskolepoeng","2014","09","1","alle","personer","719"
"grunnskolepoeng","2014","09","1","bef_u_innv_og_norskf","grunnskolepoeng","38"
"grunnskolepoeng","2014","09","1","bef_u_innv_og_norskf","personer","652"
"grunnskolepoeng","2014","09","1","befolkningen_ellers","grunnskolepoeng","38,2"
"grunnskolepoeng","2014","09","1","befolkningen_ellers","personer","662"
"grunnskolepoeng","2014","09","1","innvandrere","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","09","1","innvandrere","personer","53"
"grunnskolepoeng","2014","09","1","norskfodte_m_innvf","grunnskolepoeng","45"
"grunnskolepoeng","2014","09","1","norskfodte_m_innvf","personer","10"
"grunnskolepoeng","2014","09","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","09","0","alle","personer","730"
"grunnskolepoeng","2014","09","0","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","09","0","bef_u_innv_og_norskf","personer","643"
"grunnskolepoeng","2014","09","0","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","09","0","befolkningen_ellers","personer","659"
"grunnskolepoeng","2014","09","0","innvandrere","grunnskolepoeng","38"
"grunnskolepoeng","2014","09","0","innvandrere","personer","74"
"grunnskolepoeng","2014","09","0","norskfodte_m_innvf","grunnskolepoeng","45,2"
"grunnskolepoeng","2014","09","0","norskfodte_m_innvf","personer","14"
"grunnskolepoeng","2014","10","alle","alle","grunnskolepoeng","40"
"grunnskolepoeng","2014","10","alle","alle","personer","2205"
"grunnskolepoeng","2014","10","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","10","alle","bef_u_innv_og_norskf","personer","1979"
"grunnskolepoeng","2014","10","alle","befolkningen_ellers","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","10","alle","befolkningen_ellers","personer","2056"
"grunnskolepoeng","2014","10","alle","innvandrere","grunnskolepoeng","35,6"
"grunnskolepoeng","2014","10","alle","innvandrere","personer","149"
"grunnskolepoeng","2014","10","alle","norskfodte_m_innvf","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","10","alle","norskfodte_m_innvf","personer","77"
"grunnskolepoeng","2014","10","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","10","1","alle","personer","1120"
"grunnskolepoeng","2014","10","1","bef_u_innv_og_norskf","grunnskolepoeng","38,8"
"grunnskolepoeng","2014","10","1","bef_u_innv_og_norskf","personer","1001"
"grunnskolepoeng","2014","10","1","befolkningen_ellers","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","10","1","befolkningen_ellers","personer","1043"
"grunnskolepoeng","2014","10","1","innvandrere","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","10","1","innvandrere","personer","76"
"grunnskolepoeng","2014","10","1","norskfodte_m_innvf","grunnskolepoeng","38"
"grunnskolepoeng","2014","10","1","norskfodte_m_innvf","personer","42"
"grunnskolepoeng","2014","10","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","10","0","alle","personer","1085"
"grunnskolepoeng","2014","10","0","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","10","0","bef_u_innv_og_norskf","personer","978"
"grunnskolepoeng","2014","10","0","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","10","0","befolkningen_ellers","personer","1013"
"grunnskolepoeng","2014","10","0","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","10","0","innvandrere","personer","76"
"grunnskolepoeng","2014","10","0","norskfodte_m_innvf","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","10","0","norskfodte_m_innvf","personer","35"
"grunnskolepoeng","2014","11","alle","alle","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","11","alle","alle","personer","5778"
"grunnskolepoeng","2014","11","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","11","alle","bef_u_innv_og_norskf","personer","5143"
"grunnskolepoeng","2014","11","alle","befolkningen_ellers","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","11","alle","befolkningen_ellers","personer","5347"
"grunnskolepoeng","2014","11","alle","innvandrere","grunnskolepoeng","35,4"
"grunnskolepoeng","2014","11","alle","innvandrere","personer","433"
"grunnskolepoeng","2014","11","alle","norskfodte_m_innvf","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","11","alle","norskfodte_m_innvf","personer","204"
"grunnskolepoeng","2014","11","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","11","1","alle","personer","2944"
"grunnskolepoeng","2014","11","1","bef_u_innv_og_norskf","grunnskolepoeng","38,8"
"grunnskolepoeng","2014","11","1","bef_u_innv_og_norskf","personer","2617"
"grunnskolepoeng","2014","11","1","befolkningen_ellers","grunnskolepoeng","38,8"
"grunnskolepoeng","2014","11","1","befolkningen_ellers","personer","2726"
"grunnskolepoeng","2014","11","1","innvandrere","grunnskolepoeng","34,2"
"grunnskolepoeng","2014","11","1","innvandrere","personer","216"
"grunnskolepoeng","2014","11","1","norskfodte_m_innvf","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","11","1","norskfodte_m_innvf","personer","107"
"grunnskolepoeng","2014","11","0","alle","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","11","0","alle","personer","2833"
"grunnskolepoeng","2014","11","0","bef_u_innv_og_norskf","grunnskolepoeng","43"
"grunnskolepoeng","2014","11","0","bef_u_innv_og_norskf","personer","2525"
"grunnskolepoeng","2014","11","0","befolkningen_ellers","grunnskolepoeng","42,8"
"grunnskolepoeng","2014","11","0","befolkningen_ellers","personer","2620"
"grunnskolepoeng","2014","11","0","innvandrere","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","11","0","innvandrere","personer","215"
"grunnskolepoeng","2014","11","0","norskfodte_m_innvf","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","11","0","norskfodte_m_innvf","personer","96"
"grunnskolepoeng","2014","12","alle","alle","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","12","alle","alle","personer","5965"
"grunnskolepoeng","2014","12","alle","bef_u_innv_og_norskf","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","12","alle","bef_u_innv_og_norskf","personer","5490"
"grunnskolepoeng","2014","12","alle","befolkningen_ellers","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","12","alle","befolkningen_ellers","personer","5620"
