"aar","bydel_nr","innvkat_3","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr","utd_4"
2013,"000301","innvandrere","alle","personer","23794","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"000301","innvandrere","alle","prosent","32","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"000301","befolkningen_ellers","0","personer","45786","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"000301","befolkningen_ellers","0","prosent","69.9","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"000301","befolkningen_ellers","1","personer","42243","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"000301","befolkningen_ellers","1","prosent","61","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"000301","befolkningen_ellers","alle","personer","88029","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"000301","befolkningen_ellers","alle","prosent","65.4","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"000301","alle","0","personer","7280","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","alle","0","prosent","7.3","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","alle","1","personer","12049","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","alle","1","prosent","11","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","alle","alle","personer","19329","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","alle","alle","prosent","9.2","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","innvandrere","0","personer","7093","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","innvandrere","0","prosent","20.9","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","innvandrere","1","personer","11814","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","innvandrere","1","prosent","29.2","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","innvandrere","alle","personer","18907","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","innvandrere","alle","prosent","25.4","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","befolkningen_ellers","0","personer","187","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","befolkningen_ellers","0","prosent","0.3","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","befolkningen_ellers","1","personer","235","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","befolkningen_ellers","1","prosent","0.3","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","befolkningen_ellers","alle","personer","422","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"000301","befolkningen_ellers","alle","prosent","0.3","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","alle","0","personer","1284","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","alle","0","prosent","14.8","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","alle","1","personer","1850","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","alle","1","prosent","16.9","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","alle","alle","personer","3134","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","alle","alle","prosent","16","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","innvandrere","0","personer","800","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","innvandrere","0","prosent","27.4","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","innvandrere","1","personer","934","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","innvandrere","1","prosent","23","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","innvandrere","alle","personer","1734","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","innvandrere","alle","prosent","24.8","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","befolkningen_ellers","0","personer","484","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","befolkningen_ellers","0","prosent","8.4","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","befolkningen_ellers","1","personer","916","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","befolkningen_ellers","1","prosent","13.4","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","befolkningen_ellers","alle","personer","1400","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","befolkningen_ellers","alle","prosent","11.1","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030101","alle","0","personer","1593","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","alle","0","prosent","18.4","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","alle","1","personer","2729","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","alle","1","prosent","25","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","alle","alle","personer","4322","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","alle","alle","prosent","22.1","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","innvandrere","0","personer","500","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","innvandrere","0","prosent","17.1","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","innvandrere","1","personer","879","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","innvandrere","1","prosent","21.6","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","innvandrere","alle","personer","1379","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","innvandrere","alle","prosent","19.8","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","befolkningen_ellers","0","personer","1093","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","befolkningen_ellers","0","prosent","19","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","befolkningen_ellers","1","personer","1850","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","befolkningen_ellers","1","prosent","27","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","befolkningen_ellers","alle","personer","2943","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","befolkningen_ellers","alle","prosent","23.3","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030101","alle","0","personer","5100","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","alle","0","prosent","58.8","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","alle","1","personer","5093","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","alle","1","prosent","46.6","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","alle","alle","personer","10193","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","alle","alle","prosent","52","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","innvandrere","0","personer","933","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","innvandrere","0","prosent","32","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","innvandrere","1","personer","1027","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","innvandrere","1","prosent","25.3","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","innvandrere","alle","personer","1960","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","innvandrere","alle","prosent","28.1","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","befolkningen_ellers","0","personer","4167","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","befolkningen_ellers","0","prosent","72.4","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","befolkningen_ellers","1","personer","4066","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","befolkningen_ellers","1","prosent","59.3","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","befolkningen_ellers","alle","personer","8233","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","befolkningen_ellers","alle","prosent","65.3","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030101","alle","0","personer","696","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","alle","0","prosent","8","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","alle","1","personer","1246","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","alle","1","prosent","11.4","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","alle","alle","personer","1942","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","alle","alle","prosent","9.9","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","innvandrere","0","personer","684","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","innvandrere","0","prosent","23.4","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","innvandrere","1","personer","1221","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","innvandrere","1","prosent","30.1","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","innvandrere","alle","personer","1905","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","innvandrere","alle","prosent","27.3","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","befolkningen_ellers","0","personer","12","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","befolkningen_ellers","0","prosent","0.2","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","befolkningen_ellers","1","personer","25","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","befolkningen_ellers","1","prosent","0.4","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","befolkningen_ellers","alle","personer","37","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030101","befolkningen_ellers","alle","prosent","0.3","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","alle","0","personer","1016","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","alle","0","prosent","11","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","alle","1","personer","1540","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","alle","1","prosent","13.1","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","alle","alle","personer","2556","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","alle","alle","prosent","12.2","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","innvandrere","0","personer","560","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","innvandrere","0","prosent","19.8","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","innvandrere","1","personer","753","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","innvandrere","1","prosent","17.7","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","innvandrere","alle","personer","1313","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","innvandrere","alle","prosent","18.5","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","befolkningen_ellers","0","personer","456","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","befolkningen_ellers","0","prosent","7.2","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","befolkningen_ellers","1","personer","787","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","befolkningen_ellers","1","prosent","10.5","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","befolkningen_ellers","alle","personer","1243","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","befolkningen_ellers","alle","prosent","9","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030102","alle","0","personer","1549","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","alle","0","prosent","16.8","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","alle","1","personer","2784","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","alle","1","prosent","23.8","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","alle","alle","personer","4333","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","alle","alle","prosent","20.7","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","innvandrere","0","personer","479","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","innvandrere","0","prosent","16.9","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","innvandrere","1","personer","914","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","innvandrere","1","prosent","21.5","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","innvandrere","alle","personer","1393","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","innvandrere","alle","prosent","19.7","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","befolkningen_ellers","0","personer","1070","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","befolkningen_ellers","0","prosent","16.8","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","befolkningen_ellers","1","personer","1870","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","befolkningen_ellers","1","prosent","25","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","befolkningen_ellers","alle","personer","2940","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","befolkningen_ellers","alle","prosent","21.2","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030102","alle","0","personer","5938","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","alle","0","prosent","64.5","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","alle","1","personer","6011","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","alle","1","prosent","51.4","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","alle","alle","personer","11949","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","alle","alle","prosent","57.1","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","innvandrere","0","personer","1099","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","innvandrere","0","prosent","38.8","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","innvandrere","1","personer","1226","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","innvandrere","1","prosent","28.9","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","innvandrere","alle","personer","2325","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","innvandrere","alle","prosent","32.8","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","befolkningen_ellers","0","personer","4839","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","befolkningen_ellers","0","prosent","75.9","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","befolkningen_ellers","1","personer","4785","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","befolkningen_ellers","1","prosent","64.1","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","befolkningen_ellers","alle","personer","9624","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","befolkningen_ellers","alle","prosent","69.5","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030102","alle","0","personer","706","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","alle","0","prosent","7.7","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","alle","1","personer","1377","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","alle","1","prosent","11.8","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","alle","alle","personer","2083","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","alle","alle","prosent","10","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","innvandrere","0","personer","696","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","innvandrere","0","prosent","24.6","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","innvandrere","1","personer","1353","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","innvandrere","1","prosent","31.9","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","innvandrere","alle","personer","2049","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","innvandrere","alle","prosent","28.9","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","befolkningen_ellers","0","personer","10","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","befolkningen_ellers","0","prosent","0.2","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","befolkningen_ellers","1","personer","24","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","befolkningen_ellers","1","prosent","0.3","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","befolkningen_ellers","alle","personer","34","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030102","befolkningen_ellers","alle","prosent","0.2","utdanningsniva","NULL","NULL","NULL","uoppgitt_ingen"
2013,"030103","alle","0","personer","676","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","alle","0","prosent","9.3","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","alle","1","personer","1012","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","alle","1","prosent","12.5","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","alle","alle","personer","1688","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","alle","alle","prosent","11","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","innvandrere","0","personer","371","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","innvandrere","0","prosent","21.6","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","innvandrere","1","personer","430","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","innvandrere","1","prosent","20.4","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","innvandrere","alle","personer","801","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","innvandrere","alle","prosent","21","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","befolkningen_ellers","0","personer","305","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","befolkningen_ellers","0","prosent","5.5","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","befolkningen_ellers","1","personer","582","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","befolkningen_ellers","1","prosent","9.7","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","befolkningen_ellers","alle","personer","887","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","befolkningen_ellers","alle","prosent","7.7","utdanningsniva","NULL","NULL","NULL","grunnskole"
2013,"030103","alle","0","personer","1055","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","alle","0","prosent","14.6","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","alle","1","personer","1649","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","alle","1","prosent","20.4","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","alle","alle","personer","2704","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","alle","alle","prosent","17.7","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","innvandrere","0","personer","249","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","innvandrere","0","prosent","14.5","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","innvandrere","1","personer","388","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","innvandrere","1","prosent","18.4","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","innvandrere","alle","personer","637","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","innvandrere","alle","prosent","16.7","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","befolkningen_ellers","0","personer","806","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","befolkningen_ellers","0","prosent","14.6","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","befolkningen_ellers","1","personer","1261","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","befolkningen_ellers","1","prosent","21.1","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","befolkningen_ellers","alle","personer","2067","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","befolkningen_ellers","alle","prosent","18","utdanningsniva","NULL","NULL","NULL","vgs"
2013,"030103","alle","0","personer","5130","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","alle","0","prosent","70.9","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","alle","1","personer","4849","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","alle","1","prosent","60","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","alle","alle","personer","9979","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","alle","alle","prosent","65.2","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","innvandrere","0","personer","732","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","innvandrere","0","prosent","42.7","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","innvandrere","1","personer","729","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","innvandrere","1","prosent","34.7","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","innvandrere","alle","personer","1461","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","innvandrere","alle","prosent","38.3","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","befolkningen_ellers","0","personer","4398","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","befolkningen_ellers","0","prosent","79.7","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","befolkningen_ellers","1","personer","4120","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","befolkningen_ellers","1","prosent","68.9","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","befolkningen_ellers","alle","personer","8518","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
2013,"030103","befolkningen_ellers","alle","prosent","74.1","utdanningsniva","NULL","NULL","NULL","universitet_og_hogskole"
