"aar","bydel_nr","kjonn","enhet","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr","vreg_3","vreg_6","vreg_9","tabellvariabel"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","30","NULL","NULL","NULL","afrika","121"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","31","NULL","NULL","NULL","afrika","49"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","32","NULL","NULL","NULL","afrika","878"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","33","NULL","NULL","NULL","afrika","258"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","34","NULL","NULL","NULL","afrika","245"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","35","NULL","NULL","NULL","afrika","1736"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","36","NULL","NULL","NULL","afrika","128"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","37","NULL","NULL","NULL","afrika","787"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","38","NULL","NULL","NULL","afrika","301"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","39","NULL","NULL","NULL","afrika","4063"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","40","NULL","NULL","NULL","afrika","4385"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","41","NULL","NULL","NULL","afrika","90"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","42","NULL","NULL","NULL","afrika","299"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","43","NULL","NULL","NULL","afrika","151"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","44","NULL","NULL","NULL","afrika","192"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","45","NULL","NULL","NULL","afrika","76"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","46","NULL","NULL","NULL","afrika","410"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","47","NULL","NULL","NULL","afrika","487"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","48","NULL","NULL","NULL","afrika","47"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","49","NULL","NULL","NULL","afrika","334"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","50","NULL","NULL","NULL","afrika","464"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","51","NULL","NULL","NULL","afrika","428"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","52","NULL","NULL","NULL","afrika","659"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","53","NULL","NULL","NULL","afrika","525"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","54","NULL","NULL","NULL","afrika","94"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","55","NULL","NULL","NULL","afrika","520"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","56","NULL","NULL","NULL","afrika","441"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","57","NULL","NULL","NULL","afrika","61"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","58","NULL","NULL","NULL","afrika","83"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","59","NULL","NULL","NULL","afrika","84"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","60","NULL","NULL","NULL","afrika","181"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","61","NULL","NULL","NULL","afrika","2742"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","62","NULL","NULL","NULL","afrika","38"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","63","NULL","NULL","NULL","afrika","304"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","64","NULL","NULL","NULL","afrika","732"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","65","NULL","NULL","NULL","afrika","97"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","66","NULL","NULL","NULL","afrika","148"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","67","NULL","NULL","NULL","afrika","318"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","68","NULL","NULL","NULL","afrika","109"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","69","NULL","NULL","NULL","afrika","267"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","70","NULL","NULL","NULL","afrika","5"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","71","NULL","NULL","NULL","afrika","188"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","72","NULL","NULL","NULL","afrika","377"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","73","NULL","NULL","NULL","afrika","1069"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","74","NULL","NULL","NULL","afrika","397"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","75","NULL","NULL","NULL","afrika","347"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","76","NULL","NULL","NULL","afrika","568"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","77","NULL","NULL","NULL","afrika","591"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","78","NULL","NULL","NULL","afrika","493"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","79","NULL","NULL","NULL","afrika","1165"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","80","NULL","NULL","NULL","afrika","153"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","81","NULL","NULL","NULL","afrika","393"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","82","NULL","NULL","NULL","afrika","43"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","83","NULL","NULL","NULL","afrika","442"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0101","NULL","NULL","afrika","397"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0104","NULL","NULL","afrika","594"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0105","NULL","NULL","afrika","631"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0106","NULL","NULL","afrika","1179"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0111","NULL","NULL","afrika","25"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0118","NULL","NULL","afrika","0"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0119","NULL","NULL","afrika","25"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0121","NULL","NULL","afrika","0"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0122","NULL","NULL","afrika","31"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0123","NULL","NULL","afrika","53"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0124","NULL","NULL","afrika","132"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0125","NULL","NULL","afrika","130"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0127","NULL","NULL","afrika","11"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0128","NULL","NULL","afrika","91"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0135","NULL","NULL","afrika","42"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0136","NULL","NULL","afrika","57"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0137","NULL","NULL","afrika","20"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0138","NULL","NULL","afrika","39"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0211","NULL","NULL","afrika","221"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0213","NULL","NULL","afrika","371"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0214","NULL","NULL","afrika","435"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0215","NULL","NULL","afrika","105"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0216","NULL","NULL","afrika","150"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0217","NULL","NULL","afrika","321"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0219","NULL","NULL","afrika","1428"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0220","NULL","NULL","afrika","792"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0221","NULL","NULL","afrika","64"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0226","NULL","NULL","afrika","82"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0227","NULL","NULL","afrika","84"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0228","NULL","NULL","afrika","228"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0229","NULL","NULL","afrika","82"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0230","NULL","NULL","afrika","492"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0231","NULL","NULL","afrika","656"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0233","NULL","NULL","afrika","105"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0234","NULL","NULL","afrika","31"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0235","NULL","NULL","afrika","220"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0236","NULL","NULL","afrika","134"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0237","NULL","NULL","afrika","144"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0238","NULL","NULL","afrika","76"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0239","NULL","NULL","afrika","11"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0301","NULL","NULL","afrika","22739"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0402","NULL","NULL","afrika","204"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0403","NULL","NULL","afrika","529"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0412","NULL","NULL","afrika","196"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0415","NULL","NULL","afrika","65"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0417","NULL","NULL","afrika","271"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0418","NULL","NULL","afrika","6"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0419","NULL","NULL","afrika","37"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0420","NULL","NULL","afrika","29"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0423","NULL","NULL","afrika","26"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0425","NULL","NULL","afrika","77"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0426","NULL","NULL","afrika","3"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0427","NULL","NULL","afrika","312"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0428","NULL","NULL","afrika","53"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0429","NULL","NULL","afrika","16"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0430","NULL","NULL","afrika","164"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0432","NULL","NULL","afrika","0"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0434","NULL","NULL","afrika","17"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0436","NULL","NULL","afrika","43"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0437","NULL","NULL","afrika","70"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0438","NULL","NULL","afrika","32"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0439","NULL","NULL","afrika","11"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0441","NULL","NULL","afrika","5"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0501","NULL","NULL","afrika","337"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0502","NULL","NULL","afrika","388"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0511","NULL","NULL","afrika","37"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0512","NULL","NULL","afrika","7"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0513","NULL","NULL","afrika","27"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0514","NULL","NULL","afrika","22"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0515","NULL","NULL","afrika","32"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0516","NULL","NULL","afrika","43"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0517","NULL","NULL","afrika","124"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0519","NULL","NULL","afrika","7"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0520","NULL","NULL","afrika","46"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0521","NULL","NULL","afrika","70"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0522","NULL","NULL","afrika","39"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0528","NULL","NULL","afrika","120"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0529","NULL","NULL","afrika","131"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0532","NULL","NULL","afrika","29"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0533","NULL","NULL","afrika","147"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0534","NULL","NULL","afrika","190"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0536","NULL","NULL","afrika","99"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0538","NULL","NULL","afrika","50"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0540","NULL","NULL","afrika","11"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0541","NULL","NULL","afrika","85"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0542","NULL","NULL","afrika","49"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0543","NULL","NULL","afrika","23"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0544","NULL","NULL","afrika","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0545","NULL","NULL","afrika","38"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0602","NULL","NULL","afrika","1403"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0604","NULL","NULL","afrika","295"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0605","NULL","NULL","afrika","204"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0612","NULL","NULL","afrika","9"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0615","NULL","NULL","afrika","0"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0616","NULL","NULL","afrika","77"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0617","NULL","NULL","afrika","73"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0618","NULL","NULL","afrika","24"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0619","NULL","NULL","afrika","57"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0620","NULL","NULL","afrika","32"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0621","NULL","NULL","afrika","0"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0622","NULL","NULL","afrika","3"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0623","NULL","NULL","afrika","120"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0624","NULL","NULL","afrika","149"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0625","NULL","NULL","afrika","216"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0626","NULL","NULL","afrika","334"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0627","NULL","NULL","afrika","103"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0628","NULL","NULL","afrika","99"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0631","NULL","NULL","afrika","55"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0632","NULL","NULL","afrika","26"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0633","NULL","NULL","afrika","38"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0701","NULL","NULL","afrika","384"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0702","NULL","NULL","afrika","61"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0704","NULL","NULL","afrika","382"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0706","NULL","NULL","afrika","366"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0709","NULL","NULL","afrika","472"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0711","NULL","NULL","afrika","21"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0713","NULL","NULL","afrika","71"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0714","NULL","NULL","afrika","6"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0716","NULL","NULL","afrika","30"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0719","NULL","NULL","afrika","13"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0720","NULL","NULL","afrika","103"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0722","NULL","NULL","afrika","106"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0723","NULL","NULL","afrika","18"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0728","NULL","NULL","afrika","12"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0805","NULL","NULL","afrika","428"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0806","NULL","NULL","afrika","1121"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0807","NULL","NULL","afrika","179"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0811","NULL","NULL","afrika","35"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0814","NULL","NULL","afrika","175"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0815","NULL","NULL","afrika","146"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0817","NULL","NULL","afrika","45"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0819","NULL","NULL","afrika","119"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0821","NULL","NULL","afrika","70"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0822","NULL","NULL","afrika","60"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0826","NULL","NULL","afrika","104"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0827","NULL","NULL","afrika","7"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0828","NULL","NULL","afrika","40"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0829","NULL","NULL","afrika","4"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0830","NULL","NULL","afrika","0"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0831","NULL","NULL","afrika","10"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0833","NULL","NULL","afrika","15"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0834","NULL","NULL","afrika","52"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0901","NULL","NULL","afrika","73"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0904","NULL","NULL","afrika","236"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0906","NULL","NULL","afrika","459"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0911","NULL","NULL","afrika","39"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0912","NULL","NULL","afrika","5"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0914","NULL","NULL","afrika","56"
2014,"NULL","alle","personer","befolkning_verdensregion","NULL","NULL","0919","NULL","NULL","afrika","6"
