"naringsregion_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"39","alle","1_5","personer","22883","2014","barnehagedeltakelse"
"40","alle","1_5","personer","16483","2014","barnehagedeltakelse"
"41","alle","1_5","personer","1819","2014","barnehagedeltakelse"
"42","alle","1_5","personer","1206","2014","barnehagedeltakelse"
"43","alle","1_5","personer","839","2014","barnehagedeltakelse"
"44","alle","1_5","personer","2279","2014","barnehagedeltakelse"
"45","alle","1_5","personer","738","2014","barnehagedeltakelse"
"46","alle","1_5","personer","4289","2014","barnehagedeltakelse"
"47","alle","1_5","personer","4860","2014","barnehagedeltakelse"
"48","alle","1_5","personer","532","2014","barnehagedeltakelse"
"49","alle","1_5","personer","1860","2014","barnehagedeltakelse"
"50","alle","1_5","personer","1696","2014","barnehagedeltakelse"
"51","alle","1_5","personer","2219","2014","barnehagedeltakelse"
"52","alle","1_5","personer","3269","2014","barnehagedeltakelse"
"53","alle","1_5","personer","3396","2014","barnehagedeltakelse"
"54","alle","1_5","personer","966","2014","barnehagedeltakelse"
"55","alle","1_5","personer","2799","2014","barnehagedeltakelse"
"56","alle","1_5","personer","5049","2014","barnehagedeltakelse"
"57","alle","1_5","personer","1326","2014","barnehagedeltakelse"
"58","alle","1_5","personer","479","2014","barnehagedeltakelse"
"59","alle","1_5","personer","505","2014","barnehagedeltakelse"
"60","alle","1_5","personer","1296","2014","barnehagedeltakelse"
"61","alle","1_5","personer","14998","2014","barnehagedeltakelse"
"62","alle","1_5","personer","362","2014","barnehagedeltakelse"
"63","alle","1_5","personer","1771","2014","barnehagedeltakelse"
"64","alle","1_5","personer","3775","2014","barnehagedeltakelse"
"65","alle","1_5","personer","444","2014","barnehagedeltakelse"
"66","alle","1_5","personer","597","2014","barnehagedeltakelse"
"67","alle","1_5","personer","1214","2014","barnehagedeltakelse"
"68","alle","1_5","personer","759","2014","barnehagedeltakelse"
"69","alle","1_5","personer","690","2014","barnehagedeltakelse"
"70","alle","1_5","personer","211","2014","barnehagedeltakelse"
"71","alle","1_5","personer","860","2014","barnehagedeltakelse"
"72","alle","1_5","personer","1812","2014","barnehagedeltakelse"
"73","alle","1_5","personer","4551","2014","barnehagedeltakelse"
"74","alle","1_5","personer","1403","2014","barnehagedeltakelse"
"75","alle","1_5","personer","1322","2014","barnehagedeltakelse"
"76","alle","1_5","personer","1693","2014","barnehagedeltakelse"
"77","alle","1_5","personer","1997","2014","barnehagedeltakelse"
"78","alle","1_5","personer","1683","2014","barnehagedeltakelse"
"79","alle","1_5","personer","4818","2014","barnehagedeltakelse"
"80","alle","1_5","personer","756","2014","barnehagedeltakelse"
"81","alle","1_5","personer","2366","2014","barnehagedeltakelse"
"82","alle","1_5","personer","659","2014","barnehagedeltakelse"
"83","alle","1_5","personer","1161","2014","barnehagedeltakelse"
"01","alle","1","personer","309","2014","barnehagedeltakelse"
"02","alle","1","personer","634","2014","barnehagedeltakelse"
"03","alle","1","personer","597","2014","barnehagedeltakelse"
"04","alle","1","personer","1429","2014","barnehagedeltakelse"
"05","alle","1","personer","2198","2014","barnehagedeltakelse"
"06","alle","1","personer","1549","2014","barnehagedeltakelse"
"07","alle","1","personer","1920","2014","barnehagedeltakelse"
"08","alle","1","personer","1185","2014","barnehagedeltakelse"
"09","alle","1","personer","8986","2014","barnehagedeltakelse"
"10","alle","1","personer","132","2014","barnehagedeltakelse"
"11","alle","1","personer","421","2014","barnehagedeltakelse"
"12","alle","1","personer","908","2014","barnehagedeltakelse"
"13","alle","1","personer","336","2014","barnehagedeltakelse"
"14","alle","1","personer","682","2014","barnehagedeltakelse"
"15","alle","1","personer","314","2014","barnehagedeltakelse"
"16","alle","1","personer","326","2014","barnehagedeltakelse"
"17","alle","1","personer","132","2014","barnehagedeltakelse"
"18","alle","1","personer","146","2014","barnehagedeltakelse"
"19","alle","1","personer","150","2014","barnehagedeltakelse"
"20","alle","1","personer","2037","2014","barnehagedeltakelse"
"21","alle","1","personer","153","2014","barnehagedeltakelse"
"22","alle","1","personer","341","2014","barnehagedeltakelse"
"23","alle","1","personer","208","2014","barnehagedeltakelse"
"24","alle","1","personer","361","2014","barnehagedeltakelse"
"25","alle","1","personer","1433","2014","barnehagedeltakelse"
"26","alle","1","personer","884","2014","barnehagedeltakelse"
"27","alle","1","personer","1220","2014","barnehagedeltakelse"
"28","alle","1","personer","176","2014","barnehagedeltakelse"
"29","alle","1","personer","197","2014","barnehagedeltakelse"
"30","alle","1","personer","146","2014","barnehagedeltakelse"
"31","alle","1","personer","73","2014","barnehagedeltakelse"
"32","alle","1","personer","1000","2014","barnehagedeltakelse"
"33","alle","1","personer","422","2014","barnehagedeltakelse"
"34","alle","1","personer","296","2014","barnehagedeltakelse"
"35","alle","1","personer","1732","2014","barnehagedeltakelse"
"36","alle","1","personer","292","2014","barnehagedeltakelse"
"37","alle","1","personer","1280","2014","barnehagedeltakelse"
"38","alle","1","personer","300","2014","barnehagedeltakelse"
"39","alle","1","personer","4482","2014","barnehagedeltakelse"
"40","alle","1","personer","3333","2014","barnehagedeltakelse"
"41","alle","1","personer","358","2014","barnehagedeltakelse"
"42","alle","1","personer","230","2014","barnehagedeltakelse"
"43","alle","1","personer","148","2014","barnehagedeltakelse"
"44","alle","1","personer","431","2014","barnehagedeltakelse"
"45","alle","1","personer","141","2014","barnehagedeltakelse"
"46","alle","1","personer","762","2014","barnehagedeltakelse"
"47","alle","1","personer","896","2014","barnehagedeltakelse"
"48","alle","1","personer","93","2014","barnehagedeltakelse"
"49","alle","1","personer","330","2014","barnehagedeltakelse"
"50","alle","1","personer","311","2014","barnehagedeltakelse"
"51","alle","1","personer","392","2014","barnehagedeltakelse"
"52","alle","1","personer","580","2014","barnehagedeltakelse"
"53","alle","1","personer","655","2014","barnehagedeltakelse"
"54","alle","1","personer","169","2014","barnehagedeltakelse"
"55","alle","1","personer","499","2014","barnehagedeltakelse"
"56","alle","1","personer","982","2014","barnehagedeltakelse"
"57","alle","1","personer","271","2014","barnehagedeltakelse"
"58","alle","1","personer","94","2014","barnehagedeltakelse"
"59","alle","1","personer","96","2014","barnehagedeltakelse"
"60","alle","1","personer","259","2014","barnehagedeltakelse"
"61","alle","1","personer","2958","2014","barnehagedeltakelse"
"62","alle","1","personer","60","2014","barnehagedeltakelse"
"63","alle","1","personer","334","2014","barnehagedeltakelse"
"64","alle","1","personer","745","2014","barnehagedeltakelse"
"65","alle","1","personer","76","2014","barnehagedeltakelse"
"66","alle","1","personer","115","2014","barnehagedeltakelse"
"67","alle","1","personer","237","2014","barnehagedeltakelse"
"68","alle","1","personer","144","2014","barnehagedeltakelse"
"69","alle","1","personer","134","2014","barnehagedeltakelse"
"70","alle","1","personer","44","2014","barnehagedeltakelse"
"71","alle","1","personer","168","2014","barnehagedeltakelse"
"72","alle","1","personer","332","2014","barnehagedeltakelse"
"73","alle","1","personer","863","2014","barnehagedeltakelse"
"74","alle","1","personer","254","2014","barnehagedeltakelse"
"75","alle","1","personer","271","2014","barnehagedeltakelse"
"76","alle","1","personer","335","2014","barnehagedeltakelse"
"77","alle","1","personer","380","2014","barnehagedeltakelse"
"78","alle","1","personer","326","2014","barnehagedeltakelse"
"79","alle","1","personer","933","2014","barnehagedeltakelse"
"80","alle","1","personer","151","2014","barnehagedeltakelse"
"81","alle","1","personer","479","2014","barnehagedeltakelse"
"82","alle","1","personer","132","2014","barnehagedeltakelse"
"83","alle","1","personer","209","2014","barnehagedeltakelse"
"01","alle","2","personer","324","2014","barnehagedeltakelse"
"02","alle","2","personer","678","2014","barnehagedeltakelse"
"03","alle","2","personer","636","2014","barnehagedeltakelse"
"04","alle","2","personer","1477","2014","barnehagedeltakelse"
"05","alle","2","personer","2424","2014","barnehagedeltakelse"
"06","alle","2","personer","1695","2014","barnehagedeltakelse"
"07","alle","2","personer","2050","2014","barnehagedeltakelse"
"08","alle","2","personer","1238","2014","barnehagedeltakelse"
"09","alle","2","personer","8855","2014","barnehagedeltakelse"
"10","alle","2","personer","160","2014","barnehagedeltakelse"
"11","alle","2","personer","461","2014","barnehagedeltakelse"
"12","alle","2","personer","984","2014","barnehagedeltakelse"
"13","alle","2","personer","362","2014","barnehagedeltakelse"
"14","alle","2","personer","748","2014","barnehagedeltakelse"
"15","alle","2","personer","302","2014","barnehagedeltakelse"
"16","alle","2","personer","369","2014","barnehagedeltakelse"
"17","alle","2","personer","120","2014","barnehagedeltakelse"
"18","alle","2","personer","149","2014","barnehagedeltakelse"
"19","alle","2","personer","160","2014","barnehagedeltakelse"
"20","alle","2","personer","2176","2014","barnehagedeltakelse"
"21","alle","2","personer","175","2014","barnehagedeltakelse"
"22","alle","2","personer","374","2014","barnehagedeltakelse"
"23","alle","2","personer","206","2014","barnehagedeltakelse"
"24","alle","2","personer","383","2014","barnehagedeltakelse"
"25","alle","2","personer","1469","2014","barnehagedeltakelse"
"26","alle","2","personer","959","2014","barnehagedeltakelse"
"27","alle","2","personer","1275","2014","barnehagedeltakelse"
"28","alle","2","personer","198","2014","barnehagedeltakelse"
"29","alle","2","personer","201","2014","barnehagedeltakelse"
"30","alle","2","personer","132","2014","barnehagedeltakelse"
"31","alle","2","personer","80","2014","barnehagedeltakelse"
"32","alle","2","personer","1062","2014","barnehagedeltakelse"
"33","alle","2","personer","491","2014","barnehagedeltakelse"
"34","alle","2","personer","299","2014","barnehagedeltakelse"
"35","alle","2","personer","1792","2014","barnehagedeltakelse"
"36","alle","2","personer","332","2014","barnehagedeltakelse"
"37","alle","2","personer","1347","2014","barnehagedeltakelse"
"38","alle","2","personer","342","2014","barnehagedeltakelse"
"39","alle","2","personer","4533","2014","barnehagedeltakelse"
"40","alle","2","personer","3301","2014","barnehagedeltakelse"
"41","alle","2","personer","338","2014","barnehagedeltakelse"
"42","alle","2","personer","239","2014","barnehagedeltakelse"
"43","alle","2","personer","165","2014","barnehagedeltakelse"
"44","alle","2","personer","468","2014","barnehagedeltakelse"
"45","alle","2","personer","154","2014","barnehagedeltakelse"
"46","alle","2","personer","825","2014","barnehagedeltakelse"
"47","alle","2","personer","981","2014","barnehagedeltakelse"
"48","alle","2","personer","113","2014","barnehagedeltakelse"
"49","alle","2","personer","351","2014","barnehagedeltakelse"
"50","alle","2","personer","344","2014","barnehagedeltakelse"
"51","alle","2","personer","417","2014","barnehagedeltakelse"
"52","alle","2","personer","624","2014","barnehagedeltakelse"
"53","alle","2","personer","670","2014","barnehagedeltakelse"
"54","alle","2","personer","199","2014","barnehagedeltakelse"
"55","alle","2","personer","532","2014","barnehagedeltakelse"
"56","alle","2","personer","992","2014","barnehagedeltakelse"
"57","alle","2","personer","247","2014","barnehagedeltakelse"
"58","alle","2","personer","97","2014","barnehagedeltakelse"
"59","alle","2","personer","89","2014","barnehagedeltakelse"
"60","alle","2","personer","225","2014","barnehagedeltakelse"
"61","alle","2","personer","2960","2014","barnehagedeltakelse"
"62","alle","2","personer","64","2014","barnehagedeltakelse"
"63","alle","2","personer","338","2014","barnehagedeltakelse"
"64","alle","2","personer","736","2014","barnehagedeltakelse"
"65","alle","2","personer","75","2014","barnehagedeltakelse"
"66","alle","2","personer","123","2014","barnehagedeltakelse"
"67","alle","2","personer","230","2014","barnehagedeltakelse"
"68","alle","2","personer","137","2014","barnehagedeltakelse"
"69","alle","2","personer","150","2014","barnehagedeltakelse"
"70","alle","2","personer","48","2014","barnehagedeltakelse"
"71","alle","2","personer","180","2014","barnehagedeltakelse"
"72","alle","2","personer","349","2014","barnehagedeltakelse"
"73","alle","2","personer","884","2014","barnehagedeltakelse"
"74","alle","2","personer","281","2014","barnehagedeltakelse"
"75","alle","2","personer","233","2014","barnehagedeltakelse"
"76","alle","2","personer","342","2014","barnehagedeltakelse"
"77","alle","2","personer","386","2014","barnehagedeltakelse"
"78","alle","2","personer","324","2014","barnehagedeltakelse"
"79","alle","2","personer","904","2014","barnehagedeltakelse"
"80","alle","2","personer","150","2014","barnehagedeltakelse"
"81","alle","2","personer","448","2014","barnehagedeltakelse"
"82","alle","2","personer","104","2014","barnehagedeltakelse"
"83","alle","2","personer","248","2014","barnehagedeltakelse"
"01","alle","3","personer","322","2014","barnehagedeltakelse"
"02","alle","3","personer","713","2014","barnehagedeltakelse"
"03","alle","3","personer","705","2014","barnehagedeltakelse"
"04","alle","3","personer","1488","2014","barnehagedeltakelse"
"05","alle","3","personer","2397","2014","barnehagedeltakelse"
"06","alle","3","personer","1768","2014","barnehagedeltakelse"
"07","alle","3","personer","2215","2014","barnehagedeltakelse"
"08","alle","3","personer","1207","2014","barnehagedeltakelse"
"09","alle","3","personer","8369","2014","barnehagedeltakelse"
"10","alle","3","personer","148","2014","barnehagedeltakelse"
"11","alle","3","personer","486","2014","barnehagedeltakelse"
"12","alle","3","personer","962","2014","barnehagedeltakelse"
"13","alle","3","personer","339","2014","barnehagedeltakelse"
"14","alle","3","personer","688","2014","barnehagedeltakelse"
"15","alle","3","personer","306","2014","barnehagedeltakelse"
"16","alle","3","personer","402","2014","barnehagedeltakelse"
"17","alle","3","personer","127","2014","barnehagedeltakelse"
"18","alle","3","personer","173","2014","barnehagedeltakelse"
"19","alle","3","personer","176","2014","barnehagedeltakelse"
"20","alle","3","personer","2187","2014","barnehagedeltakelse"
"21","alle","3","personer","220","2014","barnehagedeltakelse"
"22","alle","3","personer","375","2014","barnehagedeltakelse"
"23","alle","3","personer","234","2014","barnehagedeltakelse"
"24","alle","3","personer","394","2014","barnehagedeltakelse"
"25","alle","3","personer","1585","2014","barnehagedeltakelse"
"26","alle","3","personer","1006","2014","barnehagedeltakelse"
"27","alle","3","personer","1341","2014","barnehagedeltakelse"
"28","alle","3","personer","164","2014","barnehagedeltakelse"
"29","alle","3","personer","200","2014","barnehagedeltakelse"
"30","alle","3","personer","166","2014","barnehagedeltakelse"
"31","alle","3","personer","73","2014","barnehagedeltakelse"
"32","alle","3","personer","1083","2014","barnehagedeltakelse"
"33","alle","3","personer","413","2014","barnehagedeltakelse"
"34","alle","3","personer","338","2014","barnehagedeltakelse"
"35","alle","3","personer","1849","2014","barnehagedeltakelse"
"36","alle","3","personer","311","2014","barnehagedeltakelse"
"37","alle","3","personer","1345","2014","barnehagedeltakelse"
"38","alle","3","personer","312","2014","barnehagedeltakelse"
"39","alle","3","personer","4605","2014","barnehagedeltakelse"
"40","alle","3","personer","3241","2014","barnehagedeltakelse"
"41","alle","3","personer","379","2014","barnehagedeltakelse"
"42","alle","3","personer","235","2014","barnehagedeltakelse"
"43","alle","3","personer","181","2014","barnehagedeltakelse"
"44","alle","3","personer","410","2014","barnehagedeltakelse"
"45","alle","3","personer","137","2014","barnehagedeltakelse"
"46","alle","3","personer","875","2014","barnehagedeltakelse"
"47","alle","3","personer","980","2014","barnehagedeltakelse"
"48","alle","3","personer","119","2014","barnehagedeltakelse"
"49","alle","3","personer","391","2014","barnehagedeltakelse"
"50","alle","3","personer","330","2014","barnehagedeltakelse"
"51","alle","3","personer","477","2014","barnehagedeltakelse"
"52","alle","3","personer","651","2014","barnehagedeltakelse"
"53","alle","3","personer","689","2014","barnehagedeltakelse"
"54","alle","3","personer","177","2014","barnehagedeltakelse"
"55","alle","3","personer","581","2014","barnehagedeltakelse"
"56","alle","3","personer","1023","2014","barnehagedeltakelse"
"57","alle","3","personer","273","2014","barnehagedeltakelse"
"58","alle","3","personer","96","2014","barnehagedeltakelse"
"59","alle","3","personer","111","2014","barnehagedeltakelse"
"60","alle","3","personer","251","2014","barnehagedeltakelse"
"61","alle","3","personer","2972","2014","barnehagedeltakelse"
"62","alle","3","personer","72","2014","barnehagedeltakelse"
"63","alle","3","personer","362","2014","barnehagedeltakelse"
"64","alle","3","personer","719","2014","barnehagedeltakelse"
"65","alle","3","personer","107","2014","barnehagedeltakelse"
"66","alle","3","personer","124","2014","barnehagedeltakelse"
"67","alle","3","personer","238","2014","barnehagedeltakelse"
"68","alle","3","personer","141","2014","barnehagedeltakelse"
"69","alle","3","personer","136","2014","barnehagedeltakelse"
"70","alle","3","personer","37","2014","barnehagedeltakelse"
"71","alle","3","personer","171","2014","barnehagedeltakelse"
"72","alle","3","personer","349","2014","barnehagedeltakelse"
"73","alle","3","personer","906","2014","barnehagedeltakelse"
"74","alle","3","personer","297","2014","barnehagedeltakelse"
"75","alle","3","personer","284","2014","barnehagedeltakelse"
"76","alle","3","personer","330","2014","barnehagedeltakelse"
"77","alle","3","personer","374","2014","barnehagedeltakelse"
"78","alle","3","personer","328","2014","barnehagedeltakelse"
"79","alle","3","personer","965","2014","barnehagedeltakelse"
"80","alle","3","personer","138","2014","barnehagedeltakelse"
"81","alle","3","personer","450","2014","barnehagedeltakelse"
"82","alle","3","personer","137","2014","barnehagedeltakelse"
"83","alle","3","personer","236","2014","barnehagedeltakelse"
"01","alle","4","personer","357","2014","barnehagedeltakelse"
"02","alle","4","personer","733","2014","barnehagedeltakelse"
"03","alle","4","personer","679","2014","barnehagedeltakelse"
"04","alle","4","personer","1561","2014","barnehagedeltakelse"
"05","alle","4","personer","2485","2014","barnehagedeltakelse"
"06","alle","4","personer","1838","2014","barnehagedeltakelse"
"07","alle","4","personer","2358","2014","barnehagedeltakelse"
"08","alle","4","personer","1316","2014","barnehagedeltakelse"
"09","alle","4","personer","8177","2014","barnehagedeltakelse"
"10","alle","4","personer","167","2014","barnehagedeltakelse"
"11","alle","4","personer","488","2014","barnehagedeltakelse"
"12","alle","4","personer","995","2014","barnehagedeltakelse"
"13","alle","4","personer","378","2014","barnehagedeltakelse"
"14","alle","4","personer","742","2014","barnehagedeltakelse"
"15","alle","4","personer","351","2014","barnehagedeltakelse"
"16","alle","4","personer","393","2014","barnehagedeltakelse"
"17","alle","4","personer","150","2014","barnehagedeltakelse"
"18","alle","4","personer","220","2014","barnehagedeltakelse"
"19","alle","4","personer","165","2014","barnehagedeltakelse"
"20","alle","4","personer","2195","2014","barnehagedeltakelse"
"21","alle","4","personer","216","2014","barnehagedeltakelse"
"22","alle","4","personer","405","2014","barnehagedeltakelse"
"23","alle","4","personer","203","2014","barnehagedeltakelse"
"24","alle","4","personer","452","2014","barnehagedeltakelse"
"25","alle","4","personer","1638","2014","barnehagedeltakelse"
"26","alle","4","personer","1065","2014","barnehagedeltakelse"
"27","alle","4","personer","1365","2014","barnehagedeltakelse"
"28","alle","4","personer","198","2014","barnehagedeltakelse"
"29","alle","4","personer","219","2014","barnehagedeltakelse"
"30","alle","4","personer","154","2014","barnehagedeltakelse"
"31","alle","4","personer","90","2014","barnehagedeltakelse"
"32","alle","4","personer","1136","2014","barnehagedeltakelse"
"33","alle","4","personer","479","2014","barnehagedeltakelse"
"34","alle","4","personer","322","2014","barnehagedeltakelse"
"35","alle","4","personer","1815","2014","barnehagedeltakelse"
"36","alle","4","personer","344","2014","barnehagedeltakelse"
"37","alle","4","personer","1417","2014","barnehagedeltakelse"
"38","alle","4","personer","339","2014","barnehagedeltakelse"
"39","alle","4","personer","4730","2014","barnehagedeltakelse"
"40","alle","4","personer","3346","2014","barnehagedeltakelse"
"41","alle","4","personer","388","2014","barnehagedeltakelse"
"42","alle","4","personer","271","2014","barnehagedeltakelse"
"43","alle","4","personer","173","2014","barnehagedeltakelse"
"44","alle","4","personer","468","2014","barnehagedeltakelse"
"45","alle","4","personer","130","2014","barnehagedeltakelse"
"46","alle","4","personer","857","2014","barnehagedeltakelse"
"47","alle","4","personer","968","2014","barnehagedeltakelse"
"48","alle","4","personer","95","2014","barnehagedeltakelse"
"49","alle","4","personer","392","2014","barnehagedeltakelse"
"50","alle","4","personer","364","2014","barnehagedeltakelse"
"51","alle","4","personer","473","2014","barnehagedeltakelse"
"52","alle","4","personer","715","2014","barnehagedeltakelse"
"53","alle","4","personer","662","2014","barnehagedeltakelse"
"54","alle","4","personer","204","2014","barnehagedeltakelse"
"55","alle","4","personer","549","2014","barnehagedeltakelse"
"56","alle","4","personer","970","2014","barnehagedeltakelse"
"57","alle","4","personer","268","2014","barnehagedeltakelse"
"58","alle","4","personer","96","2014","barnehagedeltakelse"
"59","alle","4","personer","113","2014","barnehagedeltakelse"
"60","alle","4","personer","285","2014","barnehagedeltakelse"
"61","alle","4","personer","3077","2014","barnehagedeltakelse"
"62","alle","4","personer","75","2014","barnehagedeltakelse"
"63","alle","4","personer","357","2014","barnehagedeltakelse"
"64","alle","4","personer","778","2014","barnehagedeltakelse"
"65","alle","4","personer","96","2014","barnehagedeltakelse"
"66","alle","4","personer","112","2014","barnehagedeltakelse"
"67","alle","4","personer","254","2014","barnehagedeltakelse"
"68","alle","4","personer","156","2014","barnehagedeltakelse"
"69","alle","4","personer","132","2014","barnehagedeltakelse"
"70","alle","4","personer","42","2014","barnehagedeltakelse"
"71","alle","4","personer","176","2014","barnehagedeltakelse"
"72","alle","4","personer","374","2014","barnehagedeltakelse"
"73","alle","4","personer","914","2014","barnehagedeltakelse"
"74","alle","4","personer","297","2014","barnehagedeltakelse"
"75","alle","4","personer","265","2014","barnehagedeltakelse"
"76","alle","4","personer","331","2014","barnehagedeltakelse"
"77","alle","4","personer","444","2014","barnehagedeltakelse"
"78","alle","4","personer","328","2014","barnehagedeltakelse"
"79","alle","4","personer","1024","2014","barnehagedeltakelse"
"80","alle","4","personer","177","2014","barnehagedeltakelse"
"81","alle","4","personer","486","2014","barnehagedeltakelse"
"82","alle","4","personer","124","2014","barnehagedeltakelse"
"83","alle","4","personer","222","2014","barnehagedeltakelse"
"01","alle","5","personer","362","2014","barnehagedeltakelse"
"02","alle","5","personer","727","2014","barnehagedeltakelse"
"03","alle","5","personer","729","2014","barnehagedeltakelse"
"04","alle","5","personer","1759","2014","barnehagedeltakelse"
"05","alle","5","personer","2601","2014","barnehagedeltakelse"
"06","alle","5","personer","1914","2014","barnehagedeltakelse"
"07","alle","5","personer","2256","2014","barnehagedeltakelse"
"08","alle","5","personer","1404","2014","barnehagedeltakelse"
"09","alle","5","personer","8022","2014","barnehagedeltakelse"
"10","alle","5","personer","193","2014","barnehagedeltakelse"
"11","alle","5","personer","528","2014","barnehagedeltakelse"
"12","alle","5","personer","1084","2014","barnehagedeltakelse"
"13","alle","5","personer","378","2014","barnehagedeltakelse"
"14","alle","5","personer","757","2014","barnehagedeltakelse"
"15","alle","5","personer","325","2014","barnehagedeltakelse"
"16","alle","5","personer","400","2014","barnehagedeltakelse"
"17","alle","5","personer","135","2014","barnehagedeltakelse"
"18","alle","5","personer","179","2014","barnehagedeltakelse"
"19","alle","5","personer","211","2014","barnehagedeltakelse"
"20","alle","5","personer","2316","2014","barnehagedeltakelse"
"21","alle","5","personer","194","2014","barnehagedeltakelse"
"22","alle","5","personer","434","2014","barnehagedeltakelse"
"23","alle","5","personer","201","2014","barnehagedeltakelse"
"24","alle","5","personer","413","2014","barnehagedeltakelse"
"25","alle","5","personer","1564","2014","barnehagedeltakelse"
"26","alle","5","personer","1109","2014","barnehagedeltakelse"
"27","alle","5","personer","1324","2014","barnehagedeltakelse"
"28","alle","5","personer","190","2014","barnehagedeltakelse"
"29","alle","5","personer","219","2014","barnehagedeltakelse"
"30","alle","5","personer","160","2014","barnehagedeltakelse"
"31","alle","5","personer","77","2014","barnehagedeltakelse"
"32","alle","5","personer","1176","2014","barnehagedeltakelse"
"33","alle","5","personer","501","2014","barnehagedeltakelse"
"34","alle","5","personer","348","2014","barnehagedeltakelse"
"35","alle","5","personer","1966","2014","barnehagedeltakelse"
"36","alle","5","personer","369","2014","barnehagedeltakelse"
"37","alle","5","personer","1406","2014","barnehagedeltakelse"
"38","alle","5","personer","368","2014","barnehagedeltakelse"
"39","alle","5","personer","4533","2014","barnehagedeltakelse"
"40","alle","5","personer","3262","2014","barnehagedeltakelse"
"41","alle","5","personer","356","2014","barnehagedeltakelse"
"42","alle","5","personer","231","2014","barnehagedeltakelse"
"43","alle","5","personer","172","2014","barnehagedeltakelse"
"44","alle","5","personer","502","2014","barnehagedeltakelse"
"45","alle","5","personer","176","2014","barnehagedeltakelse"
"46","alle","5","personer","970","2014","barnehagedeltakelse"
"47","alle","5","personer","1035","2014","barnehagedeltakelse"
"48","alle","5","personer","112","2014","barnehagedeltakelse"
"49","alle","5","personer","396","2014","barnehagedeltakelse"
"50","alle","5","personer","347","2014","barnehagedeltakelse"
"51","alle","5","personer","460","2014","barnehagedeltakelse"
"52","alle","5","personer","699","2014","barnehagedeltakelse"
"53","alle","5","personer","720","2014","barnehagedeltakelse"
"54","alle","5","personer","217","2014","barnehagedeltakelse"
"55","alle","5","personer","638","2014","barnehagedeltakelse"
"56","alle","5","personer","1082","2014","barnehagedeltakelse"
"57","alle","5","personer","267","2014","barnehagedeltakelse"
"58","alle","5","personer","96","2014","barnehagedeltakelse"
"59","alle","5","personer","96","2014","barnehagedeltakelse"
"60","alle","5","personer","276","2014","barnehagedeltakelse"
"61","alle","5","personer","3031","2014","barnehagedeltakelse"
"62","alle","5","personer","91","2014","barnehagedeltakelse"
"63","alle","5","personer","380","2014","barnehagedeltakelse"
"64","alle","5","personer","797","2014","barnehagedeltakelse"
"65","alle","5","personer","90","2014","barnehagedeltakelse"
"66","alle","5","personer","123","2014","barnehagedeltakelse"
"67","alle","5","personer","255","2014","barnehagedeltakelse"
"68","alle","5","personer","181","2014","barnehagedeltakelse"
"69","alle","5","personer","138","2014","barnehagedeltakelse"
"70","alle","5","personer","40","2014","barnehagedeltakelse"
