"tabell_navn","aar","kommune_nr","kjonn","enhet","vreg_3","tabellvariabel"
"befolkning_verdensregion_3",2015,"0221","1","person","1",687
"befolkning_verdensregion_3",2015,"0221","alle","person","1",1149
"befolkning_verdensregion_3",2015,"0226","0","person","1",553
"befolkning_verdensregion_3",2015,"0226","1","person","1",874
"befolkning_verdensregion_3",2015,"0226","alle","person","1",1427
"befolkning_verdensregion_3",2015,"0227","0","person","1",340
"befolkning_verdensregion_3",2015,"0227","1","person","1",532
"befolkning_verdensregion_3",2015,"0227","alle","person","1",872
"befolkning_verdensregion_3",2015,"0228","0","person","1",481
"befolkning_verdensregion_3",2015,"0228","1","person","1",698
"befolkning_verdensregion_3",2015,"0228","alle","person","1",1179
"befolkning_verdensregion_3",2015,"0229","0","person","1",301
"befolkning_verdensregion_3",2015,"0229","1","person","1",432
"befolkning_verdensregion_3",2015,"0229","alle","person","1",733
"befolkning_verdensregion_3",2015,"0230","0","person","1",948
"befolkning_verdensregion_3",2015,"0230","1","person","1",1464
"befolkning_verdensregion_3",2015,"0230","alle","person","1",2412
"befolkning_verdensregion_3",2015,"0231","0","person","1",1297
"befolkning_verdensregion_3",2015,"0231","1","person","1",1984
"befolkning_verdensregion_3",2015,"0231","alle","person","1",3281
"befolkning_verdensregion_3",2015,"0233","0","person","1",588
"befolkning_verdensregion_3",2015,"0233","1","person","1",921
"befolkning_verdensregion_3",2015,"0233","alle","person","1",1509
"befolkning_verdensregion_3",2015,"0234","0","person","1",192
"befolkning_verdensregion_3",2015,"0234","1","person","1",370
"befolkning_verdensregion_3",2015,"0234","alle","person","1",562
"befolkning_verdensregion_3",2015,"0235","0","person","1",1118
"befolkning_verdensregion_3",2015,"0235","1","person","1",1604
"befolkning_verdensregion_3",2015,"0235","alle","person","1",2722
"befolkning_verdensregion_3",2015,"0236","0","person","1",487
"befolkning_verdensregion_3",2015,"0236","1","person","1",682
"befolkning_verdensregion_3",2015,"0236","alle","person","1",1169
"befolkning_verdensregion_3",2015,"0237","0","person","1",614
"befolkning_verdensregion_3",2015,"0237","1","person","1",785
"befolkning_verdensregion_3",2015,"0237","alle","person","1",1399
"befolkning_verdensregion_3",2015,"0238","0","person","1",386
"befolkning_verdensregion_3",2015,"0238","1","person","1",658
"befolkning_verdensregion_3",2015,"0238","alle","person","1",1044
"befolkning_verdensregion_3",2015,"0239","0","person","1",66
"befolkning_verdensregion_3",2015,"0239","1","person","1",83
"befolkning_verdensregion_3",2015,"0239","alle","person","1",149
"befolkning_verdensregion_3",2015,"0301","0","person","1",26680
"befolkning_verdensregion_3",2015,"0301","1","person","1",34471
"befolkning_verdensregion_3",2015,"0301","alle","person","1",61151
"befolkning_verdensregion_3",2015,"0402","0","person","1",320
"befolkning_verdensregion_3",2015,"0402","1","person","1",375
"befolkning_verdensregion_3",2015,"0402","alle","person","1",695
"befolkning_verdensregion_3",2015,"0403","0","person","1",546
"befolkning_verdensregion_3",2015,"0403","1","person","1",658
"befolkning_verdensregion_3",2015,"0403","alle","person","1",1204
"befolkning_verdensregion_3",2015,"0412","0","person","1",640
"befolkning_verdensregion_3",2015,"0412","1","person","1",943
"befolkning_verdensregion_3",2015,"0412","alle","person","1",1583
"befolkning_verdensregion_3",2015,"0415","0","person","1",119
"befolkning_verdensregion_3",2015,"0415","1","person","1",171
"befolkning_verdensregion_3",2015,"0415","alle","person","1",290
"befolkning_verdensregion_3",2015,"0417","0","person","1",394
"befolkning_verdensregion_3",2015,"0417","1","person","1",424
"befolkning_verdensregion_3",2015,"0417","alle","person","1",818
"befolkning_verdensregion_3",2015,"0418","0","person","1",54
"befolkning_verdensregion_3",2015,"0418","1","person","1",71
"befolkning_verdensregion_3",2015,"0418","alle","person","1",125
"befolkning_verdensregion_3",2015,"0419","0","person","1",136
"befolkning_verdensregion_3",2015,"0419","1","person","1",146
"befolkning_verdensregion_3",2015,"0419","alle","person","1",282
"befolkning_verdensregion_3",2015,"0420","0","person","1",128
"befolkning_verdensregion_3",2015,"0420","1","person","1",113
"befolkning_verdensregion_3",2015,"0420","alle","person","1",241
"befolkning_verdensregion_3",2015,"0423","0","person","1",95
"befolkning_verdensregion_3",2015,"0423","1","person","1",88
"befolkning_verdensregion_3",2015,"0423","alle","person","1",183
"befolkning_verdensregion_3",2015,"0425","0","person","1",108
"befolkning_verdensregion_3",2015,"0425","1","person","1",125
"befolkning_verdensregion_3",2015,"0425","alle","person","1",233
"befolkning_verdensregion_3",2015,"0426","0","person","1",85
"befolkning_verdensregion_3",2015,"0426","1","person","1",94
"befolkning_verdensregion_3",2015,"0426","alle","person","1",179
"befolkning_verdensregion_3",2015,"0427","0","person","1",343
"befolkning_verdensregion_3",2015,"0427","1","person","1",402
"befolkning_verdensregion_3",2015,"0427","alle","person","1",745
"befolkning_verdensregion_3",2015,"0428","0","person","1",187
"befolkning_verdensregion_3",2015,"0428","1","person","1",210
"befolkning_verdensregion_3",2015,"0428","alle","person","1",397
"befolkning_verdensregion_3",2015,"0429","0","person","1",110
"befolkning_verdensregion_3",2015,"0429","1","person","1",111
"befolkning_verdensregion_3",2015,"0429","alle","person","1",221
"befolkning_verdensregion_3",2015,"0430","0","person","1",73
"befolkning_verdensregion_3",2015,"0430","1","person","1",72
"befolkning_verdensregion_3",2015,"0430","alle","person","1",145
"befolkning_verdensregion_3",2015,"0432","0","person","1",28
"befolkning_verdensregion_3",2015,"0432","1","person","1",35
"befolkning_verdensregion_3",2015,"0432","alle","person","1",63
"befolkning_verdensregion_3",2015,"0434","0","person","1",38
"befolkning_verdensregion_3",2015,"0434","1","person","1",20
"befolkning_verdensregion_3",2015,"0434","alle","person","1",58
"befolkning_verdensregion_3",2015,"0436","0","person","1",48
"befolkning_verdensregion_3",2015,"0436","1","person","1",52
"befolkning_verdensregion_3",2015,"0436","alle","person","1",100
"befolkning_verdensregion_3",2015,"0437","0","person","1",137
"befolkning_verdensregion_3",2015,"0437","1","person","1",185
"befolkning_verdensregion_3",2015,"0437","alle","person","1",322
"befolkning_verdensregion_3",2015,"0438","0","person","1",32
"befolkning_verdensregion_3",2015,"0438","1","person","1",33
"befolkning_verdensregion_3",2015,"0438","alle","person","1",65
"befolkning_verdensregion_3",2015,"0439","0","person","1",24
"befolkning_verdensregion_3",2015,"0439","1","person","1",17
"befolkning_verdensregion_3",2015,"0439","alle","person","1",41
"befolkning_verdensregion_3",2015,"0441","0","person","1",52
"befolkning_verdensregion_3",2015,"0441","1","person","1",63
"befolkning_verdensregion_3",2015,"0441","alle","person","1",115
"befolkning_verdensregion_3",2015,"0501","0","person","1",547
"befolkning_verdensregion_3",2015,"0501","1","person","1",623
"befolkning_verdensregion_3",2015,"0501","alle","person","1",1170
"befolkning_verdensregion_3",2015,"0502","0","person","1",568
"befolkning_verdensregion_3",2015,"0502","1","person","1",707
"befolkning_verdensregion_3",2015,"0502","alle","person","1",1275
"befolkning_verdensregion_3",2015,"0511","0","person","1",65
"befolkning_verdensregion_3",2015,"0511","1","person","1",66
"befolkning_verdensregion_3",2015,"0511","alle","person","1",131
"befolkning_verdensregion_3",2015,"0512","0","person","1",55
"befolkning_verdensregion_3",2015,"0512","1","person","1",58
"befolkning_verdensregion_3",2015,"0512","alle","person","1",113
"befolkning_verdensregion_3",2015,"0513","0","person","1",22
"befolkning_verdensregion_3",2015,"0513","1","person","1",51
"befolkning_verdensregion_3",2015,"0513","alle","person","1",73
"befolkning_verdensregion_3",2015,"0514","0","person","1",21
"befolkning_verdensregion_3",2015,"0514","1","person","1",33
"befolkning_verdensregion_3",2015,"0514","alle","person","1",54
"befolkning_verdensregion_3",2015,"0515","0","person","1",31
"befolkning_verdensregion_3",2015,"0515","1","person","1",41
"befolkning_verdensregion_3",2015,"0515","alle","person","1",72
"befolkning_verdensregion_3",2015,"0516","0","person","1",80
"befolkning_verdensregion_3",2015,"0516","1","person","1",116
"befolkning_verdensregion_3",2015,"0516","alle","person","1",196
"befolkning_verdensregion_3",2015,"0517","0","person","1",51
"befolkning_verdensregion_3",2015,"0517","1","person","1",76
"befolkning_verdensregion_3",2015,"0517","alle","person","1",127
"befolkning_verdensregion_3",2015,"0519","0","person","1",65
"befolkning_verdensregion_3",2015,"0519","1","person","1",118
"befolkning_verdensregion_3",2015,"0519","alle","person","1",183
"befolkning_verdensregion_3",2015,"0520","0","person","1",111
"befolkning_verdensregion_3",2015,"0520","1","person","1",151
"befolkning_verdensregion_3",2015,"0520","alle","person","1",262
"befolkning_verdensregion_3",2015,"0521","0","person","1",132
"befolkning_verdensregion_3",2015,"0521","1","person","1",192
"befolkning_verdensregion_3",2015,"0521","alle","person","1",324
"befolkning_verdensregion_3",2015,"0522","0","person","1",90
"befolkning_verdensregion_3",2015,"0522","1","person","1",142
"befolkning_verdensregion_3",2015,"0522","alle","person","1",232
"befolkning_verdensregion_3",2015,"0528","0","person","1",290
"befolkning_verdensregion_3",2015,"0528","1","person","1",398
"befolkning_verdensregion_3",2015,"0528","alle","person","1",688
"befolkning_verdensregion_3",2015,"0529","0","person","1",158
"befolkning_verdensregion_3",2015,"0529","1","person","1",235
"befolkning_verdensregion_3",2015,"0529","alle","person","1",393
"befolkning_verdensregion_3",2015,"0532","0","person","1",123
"befolkning_verdensregion_3",2015,"0532","1","person","1",189
"befolkning_verdensregion_3",2015,"0532","alle","person","1",312
"befolkning_verdensregion_3",2015,"0533","0","person","1",167
"befolkning_verdensregion_3",2015,"0533","1","person","1",202
"befolkning_verdensregion_3",2015,"0533","alle","person","1",369
"befolkning_verdensregion_3",2015,"0534","0","person","1",193
"befolkning_verdensregion_3",2015,"0534","1","person","1",296
"befolkning_verdensregion_3",2015,"0534","alle","person","1",489
"befolkning_verdensregion_3",2015,"0536","0","person","1",96
"befolkning_verdensregion_3",2015,"0536","1","person","1",108
"befolkning_verdensregion_3",2015,"0536","alle","person","1",204
"befolkning_verdensregion_3",2015,"0538","0","person","1",84
"befolkning_verdensregion_3",2015,"0538","1","person","1",122
"befolkning_verdensregion_3",2015,"0538","alle","person","1",206
"befolkning_verdensregion_3",2015,"0540","0","person","1",52
"befolkning_verdensregion_3",2015,"0540","1","person","1",68
"befolkning_verdensregion_3",2015,"0540","alle","person","1",120
"befolkning_verdensregion_3",2015,"0541","0","person","1",19
"befolkning_verdensregion_3",2015,"0541","1","person","1",39
"befolkning_verdensregion_3",2015,"0541","alle","person","1",58
"befolkning_verdensregion_3",2015,"0542","0","person","1",161
"befolkning_verdensregion_3",2015,"0542","1","person","1",206
"befolkning_verdensregion_3",2015,"0542","alle","person","1",367
"befolkning_verdensregion_3",2015,"0543","0","person","1",49
"befolkning_verdensregion_3",2015,"0543","1","person","1",47
"befolkning_verdensregion_3",2015,"0543","alle","person","1",96
"befolkning_verdensregion_3",2015,"0544","0","person","1",91
"befolkning_verdensregion_3",2015,"0544","1","person","1",100
"befolkning_verdensregion_3",2015,"0544","alle","person","1",191
"befolkning_verdensregion_3",2015,"0545","0","person","1",71
"befolkning_verdensregion_3",2015,"0545","1","person","1",82
"befolkning_verdensregion_3",2015,"0545","alle","person","1",153
"befolkning_verdensregion_3",2015,"0602","0","person","1",2034
"befolkning_verdensregion_3",2015,"0602","1","person","1",2836
"befolkning_verdensregion_3",2015,"0602","alle","person","1",4870
"befolkning_verdensregion_3",2015,"0604","0","person","1",828
"befolkning_verdensregion_3",2015,"0604","1","person","1",944
"befolkning_verdensregion_3",2015,"0604","alle","person","1",1772
"befolkning_verdensregion_3",2015,"0605","0","person","1",713
"befolkning_verdensregion_3",2015,"0605","1","person","1",875
"befolkning_verdensregion_3",2015,"0605","alle","person","1",1588
"befolkning_verdensregion_3",2015,"0612","0","person","1",247
"befolkning_verdensregion_3",2015,"0612","1","person","1",370
"befolkning_verdensregion_3",2015,"0612","alle","person","1",617
"befolkning_verdensregion_3",2015,"0615","0","person","1",30
"befolkning_verdensregion_3",2015,"0615","1","person","1",43
"befolkning_verdensregion_3",2015,"0615","alle","person","1",73
"befolkning_verdensregion_3",2015,"0616","0","person","1",104
"befolkning_verdensregion_3",2015,"0616","1","person","1",96
"befolkning_verdensregion_3",2015,"0616","alle","person","1",200
"befolkning_verdensregion_3",2015,"0617","0","person","1",165
"befolkning_verdensregion_3",2015,"0617","1","person","1",201
"befolkning_verdensregion_3",2015,"0617","alle","person","1",366
"befolkning_verdensregion_3",2015,"0618","0","person","1",152
"befolkning_verdensregion_3",2015,"0618","1","person","1",211
"befolkning_verdensregion_3",2015,"0618","alle","person","1",363
"befolkning_verdensregion_3",2015,"0619","0","person","1",122
"befolkning_verdensregion_3",2015,"0619","1","person","1",147
"befolkning_verdensregion_3",2015,"0619","alle","person","1",269
"befolkning_verdensregion_3",2015,"0620","0","person","1",246
"befolkning_verdensregion_3",2015,"0620","1","person","1",265
"befolkning_verdensregion_3",2015,"0620","alle","person","1",511
"befolkning_verdensregion_3",2015,"0621","0","person","1",74
"befolkning_verdensregion_3",2015,"0621","1","person","1",83
"befolkning_verdensregion_3",2015,"0621","alle","person","1",157
"befolkning_verdensregion_3",2015,"0622","0","person","1",78
"befolkning_verdensregion_3",2015,"0622","1","person","1",112
"befolkning_verdensregion_3",2015,"0622","alle","person","1",190
"befolkning_verdensregion_3",2015,"0623","0","person","1",283
"befolkning_verdensregion_3",2015,"0623","1","person","1",400
"befolkning_verdensregion_3",2015,"0623","alle","person","1",683
"befolkning_verdensregion_3",2015,"0624","0","person","1",537
"befolkning_verdensregion_3",2015,"0624","1","person","1",779
"befolkning_verdensregion_3",2015,"0624","alle","person","1",1316
"befolkning_verdensregion_3",2015,"0625","0","person","1",684
"befolkning_verdensregion_3",2015,"0625","1","person","1",940
"befolkning_verdensregion_3",2015,"0625","alle","person","1",1624
"befolkning_verdensregion_3",2015,"0626","0","person","1",856
"befolkning_verdensregion_3",2015,"0626","1","person","1",1256
"befolkning_verdensregion_3",2015,"0626","alle","person","1",2112
"befolkning_verdensregion_3",2015,"0627","0","person","1",761
"befolkning_verdensregion_3",2015,"0627","1","person","1",988
"befolkning_verdensregion_3",2015,"0627","alle","person","1",1749
"befolkning_verdensregion_3",2015,"0628","0","person","1",292
"befolkning_verdensregion_3",2015,"0628","1","person","1",401
"befolkning_verdensregion_3",2015,"0628","alle","person","1",693
"befolkning_verdensregion_3",2015,"0631","0","person","1",65
"befolkning_verdensregion_3",2015,"0631","1","person","1",78
"befolkning_verdensregion_3",2015,"0631","alle","person","1",143
"befolkning_verdensregion_3",2015,"0632","0","person","1",19
"befolkning_verdensregion_3",2015,"0632","1","person","1",26
"befolkning_verdensregion_3",2015,"0632","alle","person","1",45
"befolkning_verdensregion_3",2015,"0633","0","person","1",46
"befolkning_verdensregion_3",2015,"0633","1","person","1",90
"befolkning_verdensregion_3",2015,"0633","alle","person","1",136
"befolkning_verdensregion_3",2015,"0701","0","person","1",680
"befolkning_verdensregion_3",2015,"0701","1","person","1",782
"befolkning_verdensregion_3",2015,"0701","alle","person","1",1462
"befolkning_verdensregion_3",2015,"0702","0","person","1",257
"befolkning_verdensregion_3",2015,"0702","1","person","1",309
"befolkning_verdensregion_3",2015,"0702","alle","person","1",566
"befolkning_verdensregion_3",2015,"0704","0","person","1",1043
"befolkning_verdensregion_3",2015,"0704","1","person","1",1465
"befolkning_verdensregion_3",2015,"0704","alle","person","1",2508
"befolkning_verdensregion_3",2015,"0706","0","person","1",1299
"befolkning_verdensregion_3",2015,"0706","1","person","1",1563
"befolkning_verdensregion_3",2015,"0706","alle","person","1",2862
"befolkning_verdensregion_3",2015,"0709","0","person","1",985
"befolkning_verdensregion_3",2015,"0709","1","person","1",1255
"befolkning_verdensregion_3",2015,"0709","alle","person","1",2240
"befolkning_verdensregion_3",2015,"0711","0","person","1",212
"befolkning_verdensregion_3",2015,"0711","1","person","1",278
"befolkning_verdensregion_3",2015,"0711","alle","person","1",490
"befolkning_verdensregion_3",2015,"0713","0","person","1",253
"befolkning_verdensregion_3",2015,"0713","1","person","1",374
"befolkning_verdensregion_3",2015,"0713","alle","person","1",627
"befolkning_verdensregion_3",2015,"0714","0","person","1",80
"befolkning_verdensregion_3",2015,"0714","1","person","1",97
"befolkning_verdensregion_3",2015,"0714","alle","person","1",177
"befolkning_verdensregion_3",2015,"0716","0","person","1",192
"befolkning_verdensregion_3",2015,"0716","1","person","1",330
"befolkning_verdensregion_3",2015,"0716","alle","person","1",522
"befolkning_verdensregion_3",2015,"0719","0","person","1",178
"befolkning_verdensregion_3",2015,"0719","1","person","1",206
"befolkning_verdensregion_3",2015,"0719","alle","person","1",384
"befolkning_verdensregion_3",2015,"0720","0","person","1",347
"befolkning_verdensregion_3",2015,"0720","1","person","1",412
"befolkning_verdensregion_3",2015,"0720","alle","person","1",759
"befolkning_verdensregion_3",2015,"0722","0","person","1",527
"befolkning_verdensregion_3",2015,"0722","1","person","1",569
"befolkning_verdensregion_3",2015,"0722","alle","person","1",1096
"befolkning_verdensregion_3",2015,"0723","0","person","1",172
"befolkning_verdensregion_3",2015,"0723","1","person","1",170
"befolkning_verdensregion_3",2015,"0723","alle","person","1",342
"befolkning_verdensregion_3",2015,"0728","0","person","1",39
"befolkning_verdensregion_3",2015,"0728","1","person","1",70
"befolkning_verdensregion_3",2015,"0728","alle","person","1",109
"befolkning_verdensregion_3",2015,"0805","0","person","1",595
"befolkning_verdensregion_3",2015,"0805","1","person","1",826
"befolkning_verdensregion_3",2015,"0805","alle","person","1",1421
"befolkning_verdensregion_3",2015,"0806","0","person","1",1002
"befolkning_verdensregion_3",2015,"0806","1","person","1",1273
"befolkning_verdensregion_3",2015,"0806","alle","person","1",2275
"befolkning_verdensregion_3",2015,"0807","0","person","1",213
"befolkning_verdensregion_3",2015,"0807","1","person","1",310
"befolkning_verdensregion_3",2015,"0807","alle","person","1",523
"befolkning_verdensregion_3",2015,"0811","0","person","1",24
"befolkning_verdensregion_3",2015,"0811","1","person","1",25
"befolkning_verdensregion_3",2015,"0811","alle","person","1",49
"befolkning_verdensregion_3",2015,"0814","0","person","1",199
"befolkning_verdensregion_3",2015,"0814","1","person","1",251
"befolkning_verdensregion_3",2015,"0814","alle","person","1",450
"befolkning_verdensregion_3",2015,"0815","0","person","1",211
"befolkning_verdensregion_3",2015,"0815","1","person","1",295
"befolkning_verdensregion_3",2015,"0815","alle","person","1",506
"befolkning_verdensregion_3",2015,"0817","0","person","1",107
"befolkning_verdensregion_3",2015,"0817","1","person","1",95
"befolkning_verdensregion_3",2015,"0817","alle","person","1",202
"befolkning_verdensregion_3",2015,"0819","0","person","1",163
"befolkning_verdensregion_3",2015,"0819","1","person","1",176
"befolkning_verdensregion_3",2015,"0819","alle","person","1",339
"befolkning_verdensregion_3",2015,"0821","0","person","1",159
"befolkning_verdensregion_3",2015,"0821","1","person","1",177
"befolkning_verdensregion_3",2015,"0821","alle","person","1",336
"befolkning_verdensregion_3",2015,"0822","0","person","1",92
"befolkning_verdensregion_3",2015,"0822","1","person","1",115
"befolkning_verdensregion_3",2015,"0822","alle","person","1",207
"befolkning_verdensregion_3",2015,"0826","0","person","1",130
"befolkning_verdensregion_3",2015,"0826","1","person","1",152
"befolkning_verdensregion_3",2015,"0826","alle","person","1",282
"befolkning_verdensregion_3",2015,"0827","0","person","1",29
"befolkning_verdensregion_3",2015,"0827","1","person","1",34
"befolkning_verdensregion_3",2015,"0827","alle","person","1",63
"befolkning_verdensregion_3",2015,"0828","0","person","1",74
"befolkning_verdensregion_3",2015,"0828","1","person","1",78
"befolkning_verdensregion_3",2015,"0828","alle","person","1",152
"befolkning_verdensregion_3",2015,"0829","0","person","1",73
"befolkning_verdensregion_3",2015,"0829","1","person","1",71
"befolkning_verdensregion_3",2015,"0829","alle","person","1",144
"befolkning_verdensregion_3",2015,"0830","0","person","1",47
"befolkning_verdensregion_3",2015,"0830","1","person","1",57
"befolkning_verdensregion_3",2015,"0830","alle","person","1",104
"befolkning_verdensregion_3",2015,"0831","0","person","1",45
"befolkning_verdensregion_3",2015,"0831","1","person","1",49
"befolkning_verdensregion_3",2015,"0831","alle","person","1",94
"befolkning_verdensregion_3",2015,"0833","0","person","1",49
"befolkning_verdensregion_3",2015,"0833","1","person","1",43
"befolkning_verdensregion_3",2015,"0833","alle","person","1",92
"befolkning_verdensregion_3",2015,"0834","0","person","1",83
"befolkning_verdensregion_3",2015,"0834","1","person","1",108
"befolkning_verdensregion_3",2015,"0834","alle","person","1",191
"befolkning_verdensregion_3",2015,"0901","0","person","1",135
"befolkning_verdensregion_3",2015,"0901","1","person","1",185
"befolkning_verdensregion_3",2015,"0901","alle","person","1",320
"befolkning_verdensregion_3",2015,"0904","0","person","1",594
"befolkning_verdensregion_3",2015,"0904","1","person","1",724
"befolkning_verdensregion_3",2015,"0904","alle","person","1",1318
"befolkning_verdensregion_3",2015,"0906","0","person","1",1129
"befolkning_verdensregion_3",2015,"0906","1","person","1",1409
"befolkning_verdensregion_3",2015,"0906","alle","person","1",2538
"befolkning_verdensregion_3",2015,"0911","0","person","1",39
"befolkning_verdensregion_3",2015,"0911","1","person","1",47
"befolkning_verdensregion_3",2015,"0911","alle","person","1",86
"befolkning_verdensregion_3",2015,"0912","0","person","1",35
"befolkning_verdensregion_3",2015,"0912","1","person","1",40
"befolkning_verdensregion_3",2015,"0912","alle","person","1",75
"befolkning_verdensregion_3",2015,"0914","0","person","1",145
"befolkning_verdensregion_3",2015,"0914","1","person","1",191
"befolkning_verdensregion_3",2015,"0914","alle","person","1",336
"befolkning_verdensregion_3",2015,"0919","0","person","1",99
"befolkning_verdensregion_3",2015,"0919","1","person","1",144
"befolkning_verdensregion_3",2015,"0919","alle","person","1",243
"befolkning_verdensregion_3",2015,"0926","0","person","1",214
"befolkning_verdensregion_3",2015,"0926","1","person","1",240
"befolkning_verdensregion_3",2015,"0926","alle","person","1",454
"befolkning_verdensregion_3",2015,"0928","0","person","1",94
"befolkning_verdensregion_3",2015,"0928","1","person","1",122
"befolkning_verdensregion_3",2015,"0928","alle","person","1",216
"befolkning_verdensregion_3",2015,"0929","0","person","1",63
"befolkning_verdensregion_3",2015,"0929","1","person","1",61
"befolkning_verdensregion_3",2015,"0929","alle","person","1",124
"befolkning_verdensregion_3",2015,"0935","0","person","1",34
"befolkning_verdensregion_3",2015,"0935","1","person","1",40
"befolkning_verdensregion_3",2015,"0935","alle","person","1",74
"befolkning_verdensregion_3",2015,"0937","0","person","1",79
"befolkning_verdensregion_3",2015,"0937","1","person","1",85
"befolkning_verdensregion_3",2015,"0937","alle","person","1",164
"befolkning_verdensregion_3",2015,"0938","0","person","1",21
"befolkning_verdensregion_3",2015,"0938","1","person","1",18
"befolkning_verdensregion_3",2015,"0938","alle","person","1",39
"befolkning_verdensregion_3",2015,"0940","0","person","1",19
"befolkning_verdensregion_3",2015,"0940","1","person","1",22
"befolkning_verdensregion_3",2015,"0940","alle","person","1",41
"befolkning_verdensregion_3",2015,"0941","0","person","1",33
"befolkning_verdensregion_3",2015,"0941","1","person","1",63
"befolkning_verdensregion_3",2015,"0941","alle","person","1",96
"befolkning_verdensregion_3",2015,"1001","0","person","1",1955
