"aar","naringsregion_nr","vreg_3","kjonn","tabellvariabel","tabell_navn","enhet"
"2006","11","2","alle","530","sysselsatte_kjonn_land","personer"
"2006","11","alle","0","535","sysselsatte_kjonn_land","personer"
"2006","11","alle","1","519","sysselsatte_kjonn_land","personer"
"2006","11","alle","alle","1054","sysselsatte_kjonn_land","personer"
"2006","12","1","0","448","sysselsatte_kjonn_land","personer"
"2006","12","1","1","511","sysselsatte_kjonn_land","personer"
"2006","12","1","alle","959","sysselsatte_kjonn_land","personer"
"2006","12","2","0","419","sysselsatte_kjonn_land","personer"
"2006","12","2","1","448","sysselsatte_kjonn_land","personer"
"2006","12","2","alle","867","sysselsatte_kjonn_land","personer"
"2006","12","alle","0","867","sysselsatte_kjonn_land","personer"
"2006","12","alle","1","959","sysselsatte_kjonn_land","personer"
"2006","12","alle","alle","1826","sysselsatte_kjonn_land","personer"
"2006","13","1","0","199","sysselsatte_kjonn_land","personer"
"2006","13","1","1","216","sysselsatte_kjonn_land","personer"
"2006","13","1","alle","415","sysselsatte_kjonn_land","personer"
"2006","13","2","0","145","sysselsatte_kjonn_land","personer"
"2006","13","2","1","146","sysselsatte_kjonn_land","personer"
"2006","13","2","alle","291","sysselsatte_kjonn_land","personer"
"2006","13","alle","0","344","sysselsatte_kjonn_land","personer"
"2006","13","alle","1","362","sysselsatte_kjonn_land","personer"
"2006","13","alle","alle","706","sysselsatte_kjonn_land","personer"
"2006","14","1","0","337","sysselsatte_kjonn_land","personer"
"2006","14","1","1","331","sysselsatte_kjonn_land","personer"
"2006","14","1","alle","668","sysselsatte_kjonn_land","personer"
"2006","14","2","0","411","sysselsatte_kjonn_land","personer"
"2006","14","2","1","400","sysselsatte_kjonn_land","personer"
"2006","14","2","alle","811","sysselsatte_kjonn_land","personer"
"2006","14","alle","0","748","sysselsatte_kjonn_land","personer"
"2006","14","alle","1","731","sysselsatte_kjonn_land","personer"
"2006","14","alle","alle","1479","sysselsatte_kjonn_land","personer"
"2006","15","1","0","118","sysselsatte_kjonn_land","personer"
"2006","15","1","1","149","sysselsatte_kjonn_land","personer"
"2006","15","1","alle","267","sysselsatte_kjonn_land","personer"
"2006","15","2","0","152","sysselsatte_kjonn_land","personer"
"2006","15","2","1","141","sysselsatte_kjonn_land","personer"
"2006","15","2","alle","293","sysselsatte_kjonn_land","personer"
"2006","15","alle","0","270","sysselsatte_kjonn_land","personer"
"2006","15","alle","1","290","sysselsatte_kjonn_land","personer"
"2006","15","alle","alle","560","sysselsatte_kjonn_land","personer"
"2006","16","1","0","253","sysselsatte_kjonn_land","personer"
"2006","16","1","1","265","sysselsatte_kjonn_land","personer"
"2006","16","1","alle","518","sysselsatte_kjonn_land","personer"
"2006","16","2","0","233","sysselsatte_kjonn_land","personer"
"2006","16","2","1","271","sysselsatte_kjonn_land","personer"
"2006","16","2","alle","504","sysselsatte_kjonn_land","personer"
"2006","16","alle","0","486","sysselsatte_kjonn_land","personer"
"2006","16","alle","1","536","sysselsatte_kjonn_land","personer"
"2006","16","alle","alle","1022","sysselsatte_kjonn_land","personer"
"2006","17","1","0","56","sysselsatte_kjonn_land","personer"
"2006","17","1","1","65","sysselsatte_kjonn_land","personer"
"2006","17","1","alle","121","sysselsatte_kjonn_land","personer"
"2006","17","2","0","47","sysselsatte_kjonn_land","personer"
"2006","17","2","1","35","sysselsatte_kjonn_land","personer"
"2006","17","2","alle","82","sysselsatte_kjonn_land","personer"
"2006","17","alle","0","103","sysselsatte_kjonn_land","personer"
"2006","17","alle","1","100","sysselsatte_kjonn_land","personer"
"2006","17","alle","alle","203","sysselsatte_kjonn_land","personer"
"2006","18","1","0","63","sysselsatte_kjonn_land","personer"
"2006","18","1","1","77","sysselsatte_kjonn_land","personer"
"2006","18","1","alle","140","sysselsatte_kjonn_land","personer"
"2006","18","2","0","52","sysselsatte_kjonn_land","personer"
"2006","18","2","1","51","sysselsatte_kjonn_land","personer"
"2006","18","2","alle","103","sysselsatte_kjonn_land","personer"
"2006","18","alle","0","115","sysselsatte_kjonn_land","personer"
"2006","18","alle","1","128","sysselsatte_kjonn_land","personer"
"2006","18","alle","alle","243","sysselsatte_kjonn_land","personer"
"2006","19","1","0","114","sysselsatte_kjonn_land","personer"
"2006","19","1","1","113","sysselsatte_kjonn_land","personer"
"2006","19","1","alle","227","sysselsatte_kjonn_land","personer"
"2006","19","2","0","78","sysselsatte_kjonn_land","personer"
"2006","19","2","1","77","sysselsatte_kjonn_land","personer"
"2006","19","2","alle","155","sysselsatte_kjonn_land","personer"
"2006","19","alle","0","192","sysselsatte_kjonn_land","personer"
"2006","19","alle","1","190","sysselsatte_kjonn_land","personer"
"2006","19","alle","alle","382","sysselsatte_kjonn_land","personer"
"2006","20","1","0","1272","sysselsatte_kjonn_land","personer"
"2006","20","1","1","1740","sysselsatte_kjonn_land","personer"
"2006","20","1","alle","3012","sysselsatte_kjonn_land","personer"
"2006","20","2","0","2092","sysselsatte_kjonn_land","personer"
"2006","20","2","1","2505","sysselsatte_kjonn_land","personer"
"2006","20","2","alle","4597","sysselsatte_kjonn_land","personer"
"2006","20","alle","0","3364","sysselsatte_kjonn_land","personer"
"2006","20","alle","1","4245","sysselsatte_kjonn_land","personer"
"2006","20","alle","alle","7609","sysselsatte_kjonn_land","personer"
"2006","21","1","0","269","sysselsatte_kjonn_land","personer"
"2006","21","1","1","239","sysselsatte_kjonn_land","personer"
"2006","21","1","alle","508","sysselsatte_kjonn_land","personer"
"2006","21","2","0","154","sysselsatte_kjonn_land","personer"
"2006","21","2","1","166","sysselsatte_kjonn_land","personer"
"2006","21","2","alle","320","sysselsatte_kjonn_land","personer"
"2006","21","alle","0","423","sysselsatte_kjonn_land","personer"
"2006","21","alle","1","405","sysselsatte_kjonn_land","personer"
"2006","21","alle","alle","828","sysselsatte_kjonn_land","personer"
"2006","22","1","0","260","sysselsatte_kjonn_land","personer"
"2006","22","1","1","274","sysselsatte_kjonn_land","personer"
"2006","22","1","alle","534","sysselsatte_kjonn_land","personer"
"2006","22","2","0","216","sysselsatte_kjonn_land","personer"
"2006","22","2","1","210","sysselsatte_kjonn_land","personer"
"2006","22","2","alle","426","sysselsatte_kjonn_land","personer"
"2006","22","alle","0","476","sysselsatte_kjonn_land","personer"
"2006","22","alle","1","484","sysselsatte_kjonn_land","personer"
"2006","22","alle","alle","960","sysselsatte_kjonn_land","personer"
"2006","23","1","0","95","sysselsatte_kjonn_land","personer"
"2006","23","1","1","96","sysselsatte_kjonn_land","personer"
"2006","23","1","alle","191","sysselsatte_kjonn_land","personer"
"2006","23","2","0","71","sysselsatte_kjonn_land","personer"
"2006","23","2","1","84","sysselsatte_kjonn_land","personer"
"2006","23","2","alle","155","sysselsatte_kjonn_land","personer"
"2006","23","alle","0","166","sysselsatte_kjonn_land","personer"
"2006","23","alle","1","180","sysselsatte_kjonn_land","personer"
"2006","23","alle","alle","346","sysselsatte_kjonn_land","personer"
"2006","24","1","0","237","sysselsatte_kjonn_land","personer"
"2006","24","1","1","277","sysselsatte_kjonn_land","personer"
"2006","24","1","alle","514","sysselsatte_kjonn_land","personer"
"2006","24","2","0","288","sysselsatte_kjonn_land","personer"
"2006","24","2","1","244","sysselsatte_kjonn_land","personer"
"2006","24","2","alle","532","sysselsatte_kjonn_land","personer"
"2006","24","alle","0","525","sysselsatte_kjonn_land","personer"
"2006","24","alle","1","521","sysselsatte_kjonn_land","personer"
"2006","24","alle","alle","1046","sysselsatte_kjonn_land","personer"
"2006","25","1","0","854","sysselsatte_kjonn_land","personer"
"2006","25","1","1","1070","sysselsatte_kjonn_land","personer"
"2006","25","1","alle","1924","sysselsatte_kjonn_land","personer"
"2006","25","2","0","984","sysselsatte_kjonn_land","personer"
"2006","25","2","1","949","sysselsatte_kjonn_land","personer"
"2006","25","2","alle","1933","sysselsatte_kjonn_land","personer"
"2006","25","alle","0","1838","sysselsatte_kjonn_land","personer"
"2006","25","alle","1","2019","sysselsatte_kjonn_land","personer"
"2006","25","alle","alle","3857","sysselsatte_kjonn_land","personer"
"2006","26","1","0","567","sysselsatte_kjonn_land","personer"
"2006","26","1","1","654","sysselsatte_kjonn_land","personer"
"2006","26","1","alle","1221","sysselsatte_kjonn_land","personer"
"2006","26","2","0","755","sysselsatte_kjonn_land","personer"
"2006","26","2","1","799","sysselsatte_kjonn_land","personer"
"2006","26","2","alle","1554","sysselsatte_kjonn_land","personer"
"2006","26","alle","0","1322","sysselsatte_kjonn_land","personer"
"2006","26","alle","1","1453","sysselsatte_kjonn_land","personer"
"2006","26","alle","alle","2775","sysselsatte_kjonn_land","personer"
"2006","27","1","0","583","sysselsatte_kjonn_land","personer"
"2006","27","1","1","709","sysselsatte_kjonn_land","personer"
"2006","27","1","alle","1292","sysselsatte_kjonn_land","personer"
"2006","27","2","0","897","sysselsatte_kjonn_land","personer"
"2006","27","2","1","975","sysselsatte_kjonn_land","personer"
"2006","27","2","alle","1872","sysselsatte_kjonn_land","personer"
"2006","27","alle","0","1480","sysselsatte_kjonn_land","personer"
"2006","27","alle","1","1684","sysselsatte_kjonn_land","personer"
"2006","27","alle","alle","3164","sysselsatte_kjonn_land","personer"
"2006","28","1","0","73","sysselsatte_kjonn_land","personer"
"2006","28","1","1","77","sysselsatte_kjonn_land","personer"
"2006","28","1","alle","150","sysselsatte_kjonn_land","personer"
"2006","28","2","0","109","sysselsatte_kjonn_land","personer"
"2006","28","2","1","88","sysselsatte_kjonn_land","personer"
"2006","28","2","alle","197","sysselsatte_kjonn_land","personer"
"2006","28","alle","0","182","sysselsatte_kjonn_land","personer"
"2006","28","alle","1","165","sysselsatte_kjonn_land","personer"
"2006","28","alle","alle","347","sysselsatte_kjonn_land","personer"
"2006","29","1","0","94","sysselsatte_kjonn_land","personer"
"2006","29","1","1","138","sysselsatte_kjonn_land","personer"
"2006","29","1","alle","232","sysselsatte_kjonn_land","personer"
"2006","29","2","0","144","sysselsatte_kjonn_land","personer"
"2006","29","2","1","137","sysselsatte_kjonn_land","personer"
"2006","29","2","alle","281","sysselsatte_kjonn_land","personer"
"2006","29","alle","0","238","sysselsatte_kjonn_land","personer"
"2006","29","alle","1","275","sysselsatte_kjonn_land","personer"
"2006","29","alle","alle","513","sysselsatte_kjonn_land","personer"
"2006","30","1","0","91","sysselsatte_kjonn_land","personer"
"2006","30","1","1","120","sysselsatte_kjonn_land","personer"
"2006","30","1","alle","211","sysselsatte_kjonn_land","personer"
"2006","30","2","0","61","sysselsatte_kjonn_land","personer"
"2006","30","2","1","41","sysselsatte_kjonn_land","personer"
"2006","30","2","alle","102","sysselsatte_kjonn_land","personer"
"2006","30","alle","0","152","sysselsatte_kjonn_land","personer"
"2006","30","alle","1","161","sysselsatte_kjonn_land","personer"
"2006","30","alle","alle","313","sysselsatte_kjonn_land","personer"
"2006","31","1","0","45","sysselsatte_kjonn_land","personer"
"2006","31","1","1","61","sysselsatte_kjonn_land","personer"
"2006","31","1","alle","106","sysselsatte_kjonn_land","personer"
"2006","31","2","0","28","sysselsatte_kjonn_land","personer"
"2006","31","2","1","47","sysselsatte_kjonn_land","personer"
"2006","31","2","alle","75","sysselsatte_kjonn_land","personer"
"2006","31","alle","0","73","sysselsatte_kjonn_land","personer"
"2006","31","alle","1","108","sysselsatte_kjonn_land","personer"
"2006","31","alle","alle","181","sysselsatte_kjonn_land","personer"
"2006","32","1","0","475","sysselsatte_kjonn_land","personer"
"2006","32","1","1","579","sysselsatte_kjonn_land","personer"
"2006","32","1","alle","1054","sysselsatte_kjonn_land","personer"
"2006","32","2","0","453","sysselsatte_kjonn_land","personer"
"2006","32","2","1","520","sysselsatte_kjonn_land","personer"
"2006","32","2","alle","973","sysselsatte_kjonn_land","personer"
"2006","32","alle","0","928","sysselsatte_kjonn_land","personer"
"2006","32","alle","1","1099","sysselsatte_kjonn_land","personer"
"2006","32","alle","alle","2027","sysselsatte_kjonn_land","personer"
"2006","33","1","0","186","sysselsatte_kjonn_land","personer"
"2006","33","1","1","256","sysselsatte_kjonn_land","personer"
"2006","33","1","alle","442","sysselsatte_kjonn_land","personer"
"2006","33","2","0","221","sysselsatte_kjonn_land","personer"
"2006","33","2","1","205","sysselsatte_kjonn_land","personer"
"2006","33","2","alle","426","sysselsatte_kjonn_land","personer"
"2006","33","alle","0","407","sysselsatte_kjonn_land","personer"
"2006","33","alle","1","461","sysselsatte_kjonn_land","personer"
"2006","33","alle","alle","868","sysselsatte_kjonn_land","personer"
"2006","34","1","0","101","sysselsatte_kjonn_land","personer"
"2006","34","1","1","140","sysselsatte_kjonn_land","personer"
"2006","34","1","alle","241","sysselsatte_kjonn_land","personer"
"2006","34","2","0","131","sysselsatte_kjonn_land","personer"
"2006","34","2","1","119","sysselsatte_kjonn_land","personer"
"2006","34","2","alle","250","sysselsatte_kjonn_land","personer"
"2006","34","alle","0","232","sysselsatte_kjonn_land","personer"
"2006","34","alle","1","259","sysselsatte_kjonn_land","personer"
"2006","34","alle","alle","491","sysselsatte_kjonn_land","personer"
"2006","35","1","0","691","sysselsatte_kjonn_land","personer"
"2006","35","1","1","930","sysselsatte_kjonn_land","personer"
"2006","35","1","alle","1621","sysselsatte_kjonn_land","personer"
"2006","35","2","0","1316","sysselsatte_kjonn_land","personer"
"2006","35","2","1","1551","sysselsatte_kjonn_land","personer"
"2006","35","2","alle","2867","sysselsatte_kjonn_land","personer"
"2006","35","alle","0","2007","sysselsatte_kjonn_land","personer"
"2006","35","alle","1","2481","sysselsatte_kjonn_land","personer"
"2006","35","alle","alle","4488","sysselsatte_kjonn_land","personer"
"2006","36","1","0","103","sysselsatte_kjonn_land","personer"
"2006","36","1","1","157","sysselsatte_kjonn_land","personer"
"2006","36","1","alle","260","sysselsatte_kjonn_land","personer"
"2006","36","2","0","128","sysselsatte_kjonn_land","personer"
"2006","36","2","1","111","sysselsatte_kjonn_land","personer"
"2006","36","2","alle","239","sysselsatte_kjonn_land","personer"
"2006","36","alle","0","231","sysselsatte_kjonn_land","personer"
"2006","36","alle","1","268","sysselsatte_kjonn_land","personer"
"2006","36","alle","alle","499","sysselsatte_kjonn_land","personer"
"2006","37","1","0","430","sysselsatte_kjonn_land","personer"
"2006","37","1","1","1001","sysselsatte_kjonn_land","personer"
"2006","37","1","alle","1431","sysselsatte_kjonn_land","personer"
"2006","37","2","0","561","sysselsatte_kjonn_land","personer"
"2006","37","2","1","604","sysselsatte_kjonn_land","personer"
"2006","37","2","alle","1165","sysselsatte_kjonn_land","personer"
"2006","37","alle","0","991","sysselsatte_kjonn_land","personer"
"2006","37","alle","1","1605","sysselsatte_kjonn_land","personer"
"2006","37","alle","alle","2596","sysselsatte_kjonn_land","personer"
"2006","38","1","0","126","sysselsatte_kjonn_land","personer"
"2006","38","1","1","150","sysselsatte_kjonn_land","personer"
"2006","38","1","alle","276","sysselsatte_kjonn_land","personer"
"2006","38","2","0","133","sysselsatte_kjonn_land","personer"
"2006","38","2","1","88","sysselsatte_kjonn_land","personer"
"2006","38","2","alle","221","sysselsatte_kjonn_land","personer"
"2006","38","alle","0","259","sysselsatte_kjonn_land","personer"
"2006","38","alle","1","238","sysselsatte_kjonn_land","personer"
"2006","38","alle","alle","497","sysselsatte_kjonn_land","personer"
"2006","39","1","0","2094","sysselsatte_kjonn_land","personer"
"2006","39","1","1","3925","sysselsatte_kjonn_land","personer"
"2006","39","1","alle","6019","sysselsatte_kjonn_land","personer"
"2006","39","2","0","2882","sysselsatte_kjonn_land","personer"
"2006","39","2","1","3418","sysselsatte_kjonn_land","personer"
"2006","39","2","alle","6300","sysselsatte_kjonn_land","personer"
"2006","39","alle","0","4976","sysselsatte_kjonn_land","personer"
"2006","39","alle","1","7343","sysselsatte_kjonn_land","personer"
"2006","39","alle","alle","12319","sysselsatte_kjonn_land","personer"
"2006","40","1","0","1722","sysselsatte_kjonn_land","personer"
"2006","40","1","1","2614","sysselsatte_kjonn_land","personer"
"2006","40","1","alle","4336","sysselsatte_kjonn_land","personer"
"2006","40","2","0","2501","sysselsatte_kjonn_land","personer"
"2006","40","2","1","3056","sysselsatte_kjonn_land","personer"
"2006","40","2","alle","5557","sysselsatte_kjonn_land","personer"
"2006","40","alle","0","4223","sysselsatte_kjonn_land","personer"
"2006","40","alle","1","5670","sysselsatte_kjonn_land","personer"
"2006","40","alle","alle","9893","sysselsatte_kjonn_land","personer"
"2006","41","1","0","88","sysselsatte_kjonn_land","personer"
"2006","41","1","1","163","sysselsatte_kjonn_land","personer"
"2006","41","1","alle","251","sysselsatte_kjonn_land","personer"
"2006","41","2","0","136","sysselsatte_kjonn_land","personer"
"2006","41","2","1","108","sysselsatte_kjonn_land","personer"
"2006","41","2","alle","244","sysselsatte_kjonn_land","personer"
"2006","41","alle","0","224","sysselsatte_kjonn_land","personer"
"2006","41","alle","1","271","sysselsatte_kjonn_land","personer"
"2006","41","alle","alle","495","sysselsatte_kjonn_land","personer"
"2006","42","1","0","111","sysselsatte_kjonn_land","personer"
"2006","42","1","1","124","sysselsatte_kjonn_land","personer"
"2006","42","1","alle","235","sysselsatte_kjonn_land","personer"
"2006","42","2","0","127","sysselsatte_kjonn_land","personer"
"2006","42","2","1","84","sysselsatte_kjonn_land","personer"
"2006","42","2","alle","211","sysselsatte_kjonn_land","personer"
"2006","42","alle","0","238","sysselsatte_kjonn_land","personer"
"2006","42","alle","1","208","sysselsatte_kjonn_land","personer"
"2006","42","alle","alle","446","sysselsatte_kjonn_land","personer"
"2006","43","1","0","54","sysselsatte_kjonn_land","personer"
"2006","43","1","1","64","sysselsatte_kjonn_land","personer"
"2006","43","1","alle","118","sysselsatte_kjonn_land","personer"
"2006","43","2","0","52","sysselsatte_kjonn_land","personer"
"2006","43","2","1","66","sysselsatte_kjonn_land","personer"
"2006","43","2","alle","118","sysselsatte_kjonn_land","personer"
"2006","43","alle","0","106","sysselsatte_kjonn_land","personer"
"2006","43","alle","1","130","sysselsatte_kjonn_land","personer"
"2006","43","alle","alle","236","sysselsatte_kjonn_land","personer"
"2006","44","1","0","98","sysselsatte_kjonn_land","personer"
"2006","44","1","1","154","sysselsatte_kjonn_land","personer"
"2006","44","1","alle","252","sysselsatte_kjonn_land","personer"
"2006","44","2","0","118","sysselsatte_kjonn_land","personer"
"2006","44","2","1","71","sysselsatte_kjonn_land","personer"
"2006","44","2","alle","189","sysselsatte_kjonn_land","personer"
"2006","44","alle","0","216","sysselsatte_kjonn_land","personer"
"2006","44","alle","1","225","sysselsatte_kjonn_land","personer"
"2006","44","alle","alle","441","sysselsatte_kjonn_land","personer"
"2006","45","1","0","33","sysselsatte_kjonn_land","personer"
"2006","45","1","1","62","sysselsatte_kjonn_land","personer"
"2006","45","1","alle","95","sysselsatte_kjonn_land","personer"
"2006","45","2","0","38","sysselsatte_kjonn_land","personer"
"2006","45","2","1","26","sysselsatte_kjonn_land","personer"
"2006","45","2","alle","64","sysselsatte_kjonn_land","personer"
"2006","45","alle","0","71","sysselsatte_kjonn_land","personer"
"2006","45","alle","1","88","sysselsatte_kjonn_land","personer"
"2006","45","alle","alle","159","sysselsatte_kjonn_land","personer"
"2006","46","1","0","237","sysselsatte_kjonn_land","personer"
"2006","46","1","1","385","sysselsatte_kjonn_land","personer"
"2006","46","1","alle","622","sysselsatte_kjonn_land","personer"
"2006","46","2","0","264","sysselsatte_kjonn_land","personer"
"2006","46","2","1","262","sysselsatte_kjonn_land","personer"
"2006","46","2","alle","526","sysselsatte_kjonn_land","personer"
"2006","46","alle","0","501","sysselsatte_kjonn_land","personer"
"2006","46","alle","1","647","sysselsatte_kjonn_land","personer"
"2006","46","alle","alle","1148","sysselsatte_kjonn_land","personer"
"2006","47","1","0","221","sysselsatte_kjonn_land","personer"
"2006","47","1","1","349","sysselsatte_kjonn_land","personer"
"2006","47","1","alle","570","sysselsatte_kjonn_land","personer"
"2006","47","2","0","256","sysselsatte_kjonn_land","personer"
"2006","47","2","1","223","sysselsatte_kjonn_land","personer"
"2006","47","2","alle","479","sysselsatte_kjonn_land","personer"
"2006","47","alle","0","477","sysselsatte_kjonn_land","personer"
"2006","47","alle","1","572","sysselsatte_kjonn_land","personer"
"2006","47","alle","alle","1049","sysselsatte_kjonn_land","personer"
"2006","48","1","0","30","sysselsatte_kjonn_land","personer"
"2006","48","1","1","52","sysselsatte_kjonn_land","personer"
"2006","48","1","alle","82","sysselsatte_kjonn_land","personer"
"2006","48","2","0","27","sysselsatte_kjonn_land","personer"
"2006","48","2","1","18","sysselsatte_kjonn_land","personer"
"2006","48","2","alle","45","sysselsatte_kjonn_land","personer"
"2006","48","alle","0","57","sysselsatte_kjonn_land","personer"
"2006","48","alle","1","70","sysselsatte_kjonn_land","personer"
"2006","48","alle","alle","127","sysselsatte_kjonn_land","personer"
"2006","49","1","0","184","sysselsatte_kjonn_land","personer"
"2006","49","1","1","279","sysselsatte_kjonn_land","personer"
"2006","49","1","alle","463","sysselsatte_kjonn_land","personer"
"2006","49","2","0","186","sysselsatte_kjonn_land","personer"
"2006","49","2","1","144","sysselsatte_kjonn_land","personer"
"2006","49","2","alle","330","sysselsatte_kjonn_land","personer"
"2006","49","alle","0","370","sysselsatte_kjonn_land","personer"
"2006","49","alle","1","423","sysselsatte_kjonn_land","personer"
"2006","49","alle","alle","793","sysselsatte_kjonn_land","personer"
"2006","50","1","0","202","sysselsatte_kjonn_land","personer"
"2006","50","1","1","194","sysselsatte_kjonn_land","personer"
"2006","50","1","alle","396","sysselsatte_kjonn_land","personer"
"2006","50","2","0","165","sysselsatte_kjonn_land","personer"
"2006","50","2","1","133","sysselsatte_kjonn_land","personer"
"2006","50","2","alle","298","sysselsatte_kjonn_land","personer"
"2006","50","alle","0","367","sysselsatte_kjonn_land","personer"
"2006","50","alle","1","327","sysselsatte_kjonn_land","personer"
