"tabell_navn","aar","kommune_nr","enhet","vreg_6","tabellvariabel"
"befolkning_verdensregion_6","2015","1828","person","afrika","102"
"befolkning_verdensregion_6","2015","1832","person","afrika","24"
"befolkning_verdensregion_6","2015","1833","person","afrika","282"
"befolkning_verdensregion_6","2015","1834","person","afrika","0"
"befolkning_verdensregion_6","2015","1835","person","afrika","4"
"befolkning_verdensregion_6","2015","1836","person","afrika","0"
"befolkning_verdensregion_6","2015","1837","person","afrika","41"
"befolkning_verdensregion_6","2015","1838","person","afrika","61"
"befolkning_verdensregion_6","2015","1839","person","afrika","15"
"befolkning_verdensregion_6","2015","1840","person","afrika","113"
"befolkning_verdensregion_6","2015","1841","person","afrika","88"
"befolkning_verdensregion_6","2015","1845","person","afrika","3"
"befolkning_verdensregion_6","2015","1848","person","afrika","37"
"befolkning_verdensregion_6","2015","1849","person","afrika","27"
"befolkning_verdensregion_6","2015","1850","person","afrika","22"
"befolkning_verdensregion_6","2015","1851","person","afrika","76"
"befolkning_verdensregion_6","2015","1852","person","afrika","0"
"befolkning_verdensregion_6","2015","1853","person","afrika","26"
"befolkning_verdensregion_6","2015","1854","person","afrika","45"
"befolkning_verdensregion_6","2015","1856","person","afrika","3"
"befolkning_verdensregion_6","2015","1857","person","afrika","0"
"befolkning_verdensregion_6","2015","1859","person","afrika","0"
"befolkning_verdensregion_6","2015","1860","person","afrika","209"
"befolkning_verdensregion_6","2015","1865","person","afrika","155"
"befolkning_verdensregion_6","2015","1866","person","afrika","184"
"befolkning_verdensregion_6","2015","1867","person","afrika","46"
"befolkning_verdensregion_6","2015","1868","person","afrika","24"
"befolkning_verdensregion_6","2015","1870","person","afrika","128"
"befolkning_verdensregion_6","2015","1871","person","afrika","89"
"befolkning_verdensregion_6","2015","1874","person","afrika","0"
"befolkning_verdensregion_6","2015","1902","person","afrika","1273"
"befolkning_verdensregion_6","2015","1903","person","afrika","410"
"befolkning_verdensregion_6","2015","1911","person","afrika","99"
"befolkning_verdensregion_6","2015","1913","person","afrika","23"
"befolkning_verdensregion_6","2015","1917","person","afrika","11"
"befolkning_verdensregion_6","2015","1919","person","afrika","27"
"befolkning_verdensregion_6","2015","1920","person","afrika","0"
"befolkning_verdensregion_6","2015","1922","person","afrika","82"
"befolkning_verdensregion_6","2015","1923","person","afrika","80"
"befolkning_verdensregion_6","2015","1924","person","afrika","98"
"befolkning_verdensregion_6","2015","1925","person","afrika","24"
"befolkning_verdensregion_6","2015","1926","person","afrika","3"
"befolkning_verdensregion_6","2015","1927","person","afrika","53"
"befolkning_verdensregion_6","2015","1928","person","afrika","3"
"befolkning_verdensregion_6","2015","1929","person","afrika","53"
"befolkning_verdensregion_6","2015","1931","person","afrika","247"
"befolkning_verdensregion_6","2015","1933","person","afrika","0"
"befolkning_verdensregion_6","2015","1936","person","afrika","12"
"befolkning_verdensregion_6","2015","1938","person","afrika","3"
"befolkning_verdensregion_6","2015","1939","person","afrika","38"
"befolkning_verdensregion_6","2015","1940","person","afrika","21"
"befolkning_verdensregion_6","2015","1941","person","afrika","19"
"befolkning_verdensregion_6","2015","1942","person","afrika","58"
"befolkning_verdensregion_6","2015","1943","person","afrika","0"
"befolkning_verdensregion_6","2015","2002","person","afrika","4"
"befolkning_verdensregion_6","2015","2003","person","afrika","327"
"befolkning_verdensregion_6","2015","2004","person","afrika","257"
"befolkning_verdensregion_6","2015","2011","person","afrika","3"
"befolkning_verdensregion_6","2015","2012","person","afrika","126"
"befolkning_verdensregion_6","2015","2014","person","afrika","0"
"befolkning_verdensregion_6","2015","2015","person","afrika","3"
"befolkning_verdensregion_6","2015","2017","person","afrika","0"
"befolkning_verdensregion_6","2015","2018","person","afrika","7"
"befolkning_verdensregion_6","2015","2019","person","afrika","40"
"befolkning_verdensregion_6","2015","2020","person","afrika","41"
"befolkning_verdensregion_6","2015","2021","person","afrika","6"
"befolkning_verdensregion_6","2015","2022","person","afrika","0"
"befolkning_verdensregion_6","2015","2023","person","afrika","3"
"befolkning_verdensregion_6","2015","2024","person","afrika","0"
"befolkning_verdensregion_6","2015","2025","person","afrika","15"
"befolkning_verdensregion_6","2015","2027","person","afrika","7"
"befolkning_verdensregion_6","2015","2028","person","afrika","14"
"befolkning_verdensregion_6","2015","2030","person","afrika","94"
"befolkning_verdensregion_6","2015","0101","person","asia","625"
"befolkning_verdensregion_6","2015","0104","person","asia","1638"
"befolkning_verdensregion_6","2015","0105","person","asia","2156"
"befolkning_verdensregion_6","2015","0106","person","asia","3125"
"befolkning_verdensregion_6","2015","0111","person","asia","52"
"befolkning_verdensregion_6","2015","0118","person","asia","11"
"befolkning_verdensregion_6","2015","0119","person","asia","44"
"befolkning_verdensregion_6","2015","0121","person","asia","3"
"befolkning_verdensregion_6","2015","0122","person","asia","75"
"befolkning_verdensregion_6","2015","0123","person","asia","183"
"befolkning_verdensregion_6","2015","0124","person","asia","869"
"befolkning_verdensregion_6","2015","0125","person","asia","320"
"befolkning_verdensregion_6","2015","0127","person","asia","60"
"befolkning_verdensregion_6","2015","0128","person","asia","149"
"befolkning_verdensregion_6","2015","0135","person","asia","108"
"befolkning_verdensregion_6","2015","0136","person","asia","441"
"befolkning_verdensregion_6","2015","0137","person","asia","60"
"befolkning_verdensregion_6","2015","0138","person","asia","123"
"befolkning_verdensregion_6","2015","0211","person","asia","472"
"befolkning_verdensregion_6","2015","0213","person","asia","1112"
"befolkning_verdensregion_6","2015","0214","person","asia","787"
"befolkning_verdensregion_6","2015","0215","person","asia","314"
"befolkning_verdensregion_6","2015","0216","person","asia","337"
"befolkning_verdensregion_6","2015","0217","person","asia","914"
"befolkning_verdensregion_6","2015","0219","person","asia","5847"
"befolkning_verdensregion_6","2015","0220","person","asia","2446"
"befolkning_verdensregion_6","2015","0221","person","asia","269"
"befolkning_verdensregion_6","2015","0226","person","asia","591"
"befolkning_verdensregion_6","2015","0227","person","asia","261"
"befolkning_verdensregion_6","2015","0228","person","asia","1116"
"befolkning_verdensregion_6","2015","0229","person","asia","280"
"befolkning_verdensregion_6","2015","0230","person","asia","2897"
"befolkning_verdensregion_6","2015","0231","person","asia","4475"
"befolkning_verdensregion_6","2015","0233","person","asia","838"
"befolkning_verdensregion_6","2015","0234","person","asia","112"
"befolkning_verdensregion_6","2015","0235","person","asia","1803"
"befolkning_verdensregion_6","2015","0236","person","asia","425"
"befolkning_verdensregion_6","2015","0237","person","asia","628"
"befolkning_verdensregion_6","2015","0238","person","asia","431"
"befolkning_verdensregion_6","2015","0239","person","asia","32"
"befolkning_verdensregion_6","2015","0301","person","asia","56538"
"befolkning_verdensregion_6","2015","0402","person","asia","582"
"befolkning_verdensregion_6","2015","0403","person","asia","859"
"befolkning_verdensregion_6","2015","0412","person","asia","518"
"befolkning_verdensregion_6","2015","0415","person","asia","138"
"befolkning_verdensregion_6","2015","0417","person","asia","339"
"befolkning_verdensregion_6","2015","0418","person","asia","50"
"befolkning_verdensregion_6","2015","0419","person","asia","85"
"befolkning_verdensregion_6","2015","0420","person","asia","89"
"befolkning_verdensregion_6","2015","0423","person","asia","84"
"befolkning_verdensregion_6","2015","0425","person","asia","117"
"befolkning_verdensregion_6","2015","0426","person","asia","41"
"befolkning_verdensregion_6","2015","0427","person","asia","410"
