"naringsregion_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"79","alle","alle","prosent","2012","6.9","vedvarende_lavinntekt"
"80","alle","alle","prosent","2012","7.0","vedvarende_lavinntekt"
"81","alle","alle","prosent","2012","5.5","vedvarende_lavinntekt"
"82","alle","alle","prosent","2012","9.3","vedvarende_lavinntekt"
"83","alle","alle","prosent","2012","6.0","vedvarende_lavinntekt"
"01","innvandrere","1","prosent","2012","22.4","vedvarende_lavinntekt"
"02","innvandrere","1","prosent","2012","20.6","vedvarende_lavinntekt"
"03","innvandrere","1","prosent","2012","19.0","vedvarende_lavinntekt"
"04","innvandrere","1","prosent","2012","19.2","vedvarende_lavinntekt"
"05","innvandrere","1","prosent","2012","16.2","vedvarende_lavinntekt"
"06","innvandrere","1","prosent","2012","13.5","vedvarende_lavinntekt"
"07","innvandrere","1","prosent","2012","17.2","vedvarende_lavinntekt"
"08","innvandrere","1","prosent","2012","15.3","vedvarende_lavinntekt"
"09","innvandrere","1","prosent","2012","19.3","vedvarende_lavinntekt"
"10","innvandrere","1","prosent","2012","23.1","vedvarende_lavinntekt"
"11","innvandrere","1","prosent","2012","22.3","vedvarende_lavinntekt"
"12","innvandrere","1","prosent","2012","20.1","vedvarende_lavinntekt"
"13","innvandrere","1","prosent","2012","23.4","vedvarende_lavinntekt"
"14","innvandrere","1","prosent","2012","20.9","vedvarende_lavinntekt"
"15","innvandrere","1","prosent","2012","22.1","vedvarende_lavinntekt"
"16","innvandrere","1","prosent","2012","19.9","vedvarende_lavinntekt"
"17","innvandrere","1","prosent","2012","30.4","vedvarende_lavinntekt"
"18","innvandrere","1","prosent","2012","34.2","vedvarende_lavinntekt"
"19","innvandrere","1","prosent","2012","34.0","vedvarende_lavinntekt"
"20","innvandrere","1","prosent","2012","16.7","vedvarende_lavinntekt"
"21","innvandrere","1","prosent","2012","22.5","vedvarende_lavinntekt"
"22","innvandrere","1","prosent","2012","15.6","vedvarende_lavinntekt"
"23","innvandrere","1","prosent","2012","22.4","vedvarende_lavinntekt"
"24","innvandrere","1","prosent","2012","22.7","vedvarende_lavinntekt"
"25","innvandrere","1","prosent","2012","20.4","vedvarende_lavinntekt"
"26","innvandrere","1","prosent","2012","18.8","vedvarende_lavinntekt"
"27","innvandrere","1","prosent","2012","19.6","vedvarende_lavinntekt"
"28","innvandrere","1","prosent","2012","26.5","vedvarende_lavinntekt"
"29","innvandrere","1","prosent","2012","26.4","vedvarende_lavinntekt"
"30","innvandrere","1","prosent","2012","23.0","vedvarende_lavinntekt"
"31","innvandrere","1","prosent","2012","26.5","vedvarende_lavinntekt"
"32","innvandrere","1","prosent","2012","24.2","vedvarende_lavinntekt"
"33","innvandrere","1","prosent","2012","19.9","vedvarende_lavinntekt"
"34","innvandrere","1","prosent","2012","21.3","vedvarende_lavinntekt"
"35","innvandrere","1","prosent","2012","17.5","vedvarende_lavinntekt"
"36","innvandrere","1","prosent","2012","11.3","vedvarende_lavinntekt"
"37","innvandrere","1","prosent","2012","20.1","vedvarende_lavinntekt"
"38","innvandrere","1","prosent","2012","17.0","vedvarende_lavinntekt"
"39","innvandrere","1","prosent","2012","12.4","vedvarende_lavinntekt"
"40","innvandrere","1","prosent","2012","18.1","vedvarende_lavinntekt"
"41","innvandrere","1","prosent","2012","19.2","vedvarende_lavinntekt"
"42","innvandrere","1","prosent","2012","18.5","vedvarende_lavinntekt"
"43","innvandrere","1","prosent","2012","26.3","vedvarende_lavinntekt"
"44","innvandrere","1","prosent","2012","16.5","vedvarende_lavinntekt"
"45","innvandrere","1","prosent","2012","17.7","vedvarende_lavinntekt"
"46","innvandrere","1","prosent","2012","17.7","vedvarende_lavinntekt"
"47","innvandrere","1","prosent","2012","14.9","vedvarende_lavinntekt"
"48","innvandrere","1","prosent","2012","21.5","vedvarende_lavinntekt"
"49","innvandrere","1","prosent","2012","16.0","vedvarende_lavinntekt"
"50","innvandrere","1","prosent","2012","17.8","vedvarende_lavinntekt"
"51","innvandrere","1","prosent","2012","15.1","vedvarende_lavinntekt"
"52","innvandrere","1","prosent","2012","21.6","vedvarende_lavinntekt"
"53","innvandrere","1","prosent","2012","19.5","vedvarende_lavinntekt"
"54","innvandrere","1","prosent","2012","17.9","vedvarende_lavinntekt"
"55","innvandrere","1","prosent","2012","19.4","vedvarende_lavinntekt"
"56","innvandrere","1","prosent","2012","19.3","vedvarende_lavinntekt"
"57","innvandrere","1","prosent","2012","20.0","vedvarende_lavinntekt"
"58","innvandrere","1","prosent","2012","18.4","vedvarende_lavinntekt"
"59","innvandrere","1","prosent","2012","20.2","vedvarende_lavinntekt"
"60","innvandrere","1","prosent","2012","24.2","vedvarende_lavinntekt"
"61","innvandrere","1","prosent","2012","18.1","vedvarende_lavinntekt"
"62","innvandrere","1","prosent","2012","14.4","vedvarende_lavinntekt"
"63","innvandrere","1","prosent","2012","20.7","vedvarende_lavinntekt"
"64","innvandrere","1","prosent","2012","22.9","vedvarende_lavinntekt"
"65","innvandrere","1","prosent","2012","15.7","vedvarende_lavinntekt"
"66","innvandrere","1","prosent","2012","23.6","vedvarende_lavinntekt"
"67","innvandrere","1","prosent","2012","16.9","vedvarende_lavinntekt"
"68","innvandrere","1","prosent","2012","23.4","vedvarende_lavinntekt"
"69","innvandrere","1","prosent","2012","23.0","vedvarende_lavinntekt"
"70","innvandrere","1","prosent","2012","15.5","vedvarende_lavinntekt"
"71","innvandrere","1","prosent","2012","18.3","vedvarende_lavinntekt"
"72","innvandrere","1","prosent","2012","13.9","vedvarende_lavinntekt"
"73","innvandrere","1","prosent","2012","17.5","vedvarende_lavinntekt"
"74","innvandrere","1","prosent","2012","13.6","vedvarende_lavinntekt"
"75","innvandrere","1","prosent","2012","17.9","vedvarende_lavinntekt"
"76","innvandrere","1","prosent","2012","21.3","vedvarende_lavinntekt"
"77","innvandrere","1","prosent","2012","12.9","vedvarende_lavinntekt"
"78","innvandrere","1","prosent","2012","19.0","vedvarende_lavinntekt"
"79","innvandrere","1","prosent","2012","18.2","vedvarende_lavinntekt"
"80","innvandrere","1","prosent","2012","19.5","vedvarende_lavinntekt"
"81","innvandrere","1","prosent","2012","13.4","vedvarende_lavinntekt"
"82","innvandrere","1","prosent","2012","12.4","vedvarende_lavinntekt"
"83","innvandrere","1","prosent","2012","15.1","vedvarende_lavinntekt"
"01","innvandrere","2","prosent","2012","42.1","vedvarende_lavinntekt"
"02","innvandrere","2","prosent","2012","30.7","vedvarende_lavinntekt"
"03","innvandrere","2","prosent","2012","28.3","vedvarende_lavinntekt"
"04","innvandrere","2","prosent","2012","38.7","vedvarende_lavinntekt"
"05","innvandrere","2","prosent","2012","21.6","vedvarende_lavinntekt"
"06","innvandrere","2","prosent","2012","22.7","vedvarende_lavinntekt"
"07","innvandrere","2","prosent","2012","19.5","vedvarende_lavinntekt"
"08","innvandrere","2","prosent","2012","22.1","vedvarende_lavinntekt"
"09","innvandrere","2","prosent","2012","29.8","vedvarende_lavinntekt"
"10","innvandrere","2","prosent","2012","38.6","vedvarende_lavinntekt"
"11","innvandrere","2","prosent","2012","34.7","vedvarende_lavinntekt"
"12","innvandrere","2","prosent","2012","36.3","vedvarende_lavinntekt"
"13","innvandrere","2","prosent","2012","41.9","vedvarende_lavinntekt"
"14","innvandrere","2","prosent","2012","34.1","vedvarende_lavinntekt"
"15","innvandrere","2","prosent","2012","34.1","vedvarende_lavinntekt"
"16","innvandrere","2","prosent","2012","38.1","vedvarende_lavinntekt"
"17","innvandrere","2","prosent","2012","44.4","vedvarende_lavinntekt"
"18","innvandrere","2","prosent","2012","44.0","vedvarende_lavinntekt"
"19","innvandrere","2","prosent","2012","41.2","vedvarende_lavinntekt"
"20","innvandrere","2","prosent","2012","29.3","vedvarende_lavinntekt"
"21","innvandrere","2","prosent","2012","35.4","vedvarende_lavinntekt"
"22","innvandrere","2","prosent","2012","24.5","vedvarende_lavinntekt"
"23","innvandrere","2","prosent","2012","32.8","vedvarende_lavinntekt"
"24","innvandrere","2","prosent","2012","28.6","vedvarende_lavinntekt"
"25","innvandrere","2","prosent","2012","32.5","vedvarende_lavinntekt"
"26","innvandrere","2","prosent","2012","34.9","vedvarende_lavinntekt"
"27","innvandrere","2","prosent","2012","35.8","vedvarende_lavinntekt"
"28","innvandrere","2","prosent","2012","51.2","vedvarende_lavinntekt"
"29","innvandrere","2","prosent","2012","35.0","vedvarende_lavinntekt"
"30","innvandrere","2","prosent","2012","33.0","vedvarende_lavinntekt"
"31","innvandrere","2","prosent","2012","43.9","vedvarende_lavinntekt"
"32","innvandrere","2","prosent","2012","36.1","vedvarende_lavinntekt"
"33","innvandrere","2","prosent","2012","31.5","vedvarende_lavinntekt"
"34","innvandrere","2","prosent","2012","36.1","vedvarende_lavinntekt"
"35","innvandrere","2","prosent","2012","29.4","vedvarende_lavinntekt"
"36","innvandrere","2","prosent","2012","22.2","vedvarende_lavinntekt"
"37","innvandrere","2","prosent","2012","28.4","vedvarende_lavinntekt"
"38","innvandrere","2","prosent","2012","22.8","vedvarende_lavinntekt"
"39","innvandrere","2","prosent","2012","20.7","vedvarende_lavinntekt"
"40","innvandrere","2","prosent","2012","29.6","vedvarende_lavinntekt"
"41","innvandrere","2","prosent","2012","18.8","vedvarende_lavinntekt"
"42","innvandrere","2","prosent","2012","24.7","vedvarende_lavinntekt"
"43","innvandrere","2","prosent","2012","37.0","vedvarende_lavinntekt"
"44","innvandrere","2","prosent","2012","20.1","vedvarende_lavinntekt"
"45","innvandrere","2","prosent","2012","23.2","vedvarende_lavinntekt"
"46","innvandrere","2","prosent","2012","27.4","vedvarende_lavinntekt"
"47","innvandrere","2","prosent","2012","23.4","vedvarende_lavinntekt"
"48","innvandrere","2","prosent","2012","14.8","vedvarende_lavinntekt"
"49","innvandrere","2","prosent","2012","27.2","vedvarende_lavinntekt"
"50","innvandrere","2","prosent","2012","26.2","vedvarende_lavinntekt"
"51","innvandrere","2","prosent","2012","27.5","vedvarende_lavinntekt"
"52","innvandrere","2","prosent","2012","33.4","vedvarende_lavinntekt"
"53","innvandrere","2","prosent","2012","23.1","vedvarende_lavinntekt"
"54","innvandrere","2","prosent","2012","17.0","vedvarende_lavinntekt"
"55","innvandrere","2","prosent","2012","30.0","vedvarende_lavinntekt"
"56","innvandrere","2","prosent","2012","22.5","vedvarende_lavinntekt"
"57","innvandrere","2","prosent","2012","17.8","vedvarende_lavinntekt"
"58","innvandrere","2","prosent","2012","14.9","vedvarende_lavinntekt"
"59","innvandrere","2","prosent","2012","35.8","vedvarende_lavinntekt"
"60","innvandrere","2","prosent","2012","30.7","vedvarende_lavinntekt"
"61","innvandrere","2","prosent","2012","31.4","vedvarende_lavinntekt"
"62","innvandrere","2","prosent","2012","29.4","vedvarende_lavinntekt"
"63","innvandrere","2","prosent","2012","36.4","vedvarende_lavinntekt"
"64","innvandrere","2","prosent","2012","45.2","vedvarende_lavinntekt"
"65","innvandrere","2","prosent","2012","50.6","vedvarende_lavinntekt"
"66","innvandrere","2","prosent","2012","21.7","vedvarende_lavinntekt"
"67","innvandrere","2","prosent","2012","45.6","vedvarende_lavinntekt"
"68","innvandrere","2","prosent","2012","34.7","vedvarende_lavinntekt"
"69","innvandrere","2","prosent","2012","42.7","vedvarende_lavinntekt"
"70","innvandrere","2","prosent","2012","35.6","vedvarende_lavinntekt"
"71","innvandrere","2","prosent","2012","28.9","vedvarende_lavinntekt"
"72","innvandrere","2","prosent","2012","34.7","vedvarende_lavinntekt"
"73","innvandrere","2","prosent","2012","25.8","vedvarende_lavinntekt"
"74","innvandrere","2","prosent","2012","34.6","vedvarende_lavinntekt"
"75","innvandrere","2","prosent","2012","31.7","vedvarende_lavinntekt"
"76","innvandrere","2","prosent","2012","37.0","vedvarende_lavinntekt"
"77","innvandrere","2","prosent","2012","39.7","vedvarende_lavinntekt"
"78","innvandrere","2","prosent","2012","35.4","vedvarende_lavinntekt"
"79","innvandrere","2","prosent","2012","27.4","vedvarende_lavinntekt"
"80","innvandrere","2","prosent","2012","16.6","vedvarende_lavinntekt"
"81","innvandrere","2","prosent","2012","20.6","vedvarende_lavinntekt"
"82","innvandrere","2","prosent","2012","13.3","vedvarende_lavinntekt"
"83","innvandrere","2","prosent","2012","20.8","vedvarende_lavinntekt"
"01","innvandrere","alle","prosent","2012","33.4","vedvarende_lavinntekt"
"02","innvandrere","alle","prosent","2012","26.1","vedvarende_lavinntekt"
"03","innvandrere","alle","prosent","2012","24.1","vedvarende_lavinntekt"
"04","innvandrere","alle","prosent","2012","31.9","vedvarende_lavinntekt"
"05","innvandrere","alle","prosent","2012","18.8","vedvarende_lavinntekt"
"06","innvandrere","alle","prosent","2012","18.1","vedvarende_lavinntekt"
"07","innvandrere","alle","prosent","2012","18.6","vedvarende_lavinntekt"
"08","innvandrere","alle","prosent","2012","18.8","vedvarende_lavinntekt"
"09","innvandrere","alle","prosent","2012","26.5","vedvarende_lavinntekt"
"10","innvandrere","alle","prosent","2012","29.4","vedvarende_lavinntekt"
"11","innvandrere","alle","prosent","2012","28.8","vedvarende_lavinntekt"
"12","innvandrere","alle","prosent","2012","28.6","vedvarende_lavinntekt"
"13","innvandrere","alle","prosent","2012","32.4","vedvarende_lavinntekt"
"14","innvandrere","alle","prosent","2012","28.7","vedvarende_lavinntekt"
"15","innvandrere","alle","prosent","2012","28.3","vedvarende_lavinntekt"
"16","innvandrere","alle","prosent","2012","29.8","vedvarende_lavinntekt"
"17","innvandrere","alle","prosent","2012","34.9","vedvarende_lavinntekt"
"18","innvandrere","alle","prosent","2012","38.2","vedvarende_lavinntekt"
"19","innvandrere","alle","prosent","2012","36.3","vedvarende_lavinntekt"
"20","innvandrere","alle","prosent","2012","24.2","vedvarende_lavinntekt"
"21","innvandrere","alle","prosent","2012","26.7","vedvarende_lavinntekt"
"22","innvandrere","alle","prosent","2012","20.0","vedvarende_lavinntekt"
"23","innvandrere","alle","prosent","2012","26.5","vedvarende_lavinntekt"
"24","innvandrere","alle","prosent","2012","25.6","vedvarende_lavinntekt"
"25","innvandrere","alle","prosent","2012","26.3","vedvarende_lavinntekt"
"26","innvandrere","alle","prosent","2012","27.8","vedvarende_lavinntekt"
"27","innvandrere","alle","prosent","2012","29.8","vedvarende_lavinntekt"
"28","innvandrere","alle","prosent","2012","40.0","vedvarende_lavinntekt"
"29","innvandrere","alle","prosent","2012","30.8","vedvarende_lavinntekt"
"30","innvandrere","alle","prosent","2012","26.0","vedvarende_lavinntekt"
"31","innvandrere","alle","prosent","2012","35.6","vedvarende_lavinntekt"
"32","innvandrere","alle","prosent","2012","30.0","vedvarende_lavinntekt"
"33","innvandrere","alle","prosent","2012","25.2","vedvarende_lavinntekt"
"34","innvandrere","alle","prosent","2012","28.0","vedvarende_lavinntekt"
"35","innvandrere","alle","prosent","2012","25.0","vedvarende_lavinntekt"
"36","innvandrere","alle","prosent","2012","16.2","vedvarende_lavinntekt"
"37","innvandrere","alle","prosent","2012","23.9","vedvarende_lavinntekt"
"38","innvandrere","alle","prosent","2012","18.9","vedvarende_lavinntekt"
"39","innvandrere","alle","prosent","2012","16.5","vedvarende_lavinntekt"
"40","innvandrere","alle","prosent","2012","24.6","vedvarende_lavinntekt"
"41","innvandrere","alle","prosent","2012","19.0","vedvarende_lavinntekt"
"42","innvandrere","alle","prosent","2012","20.8","vedvarende_lavinntekt"
"43","innvandrere","alle","prosent","2012","31.6","vedvarende_lavinntekt"
"44","innvandrere","alle","prosent","2012","17.6","vedvarende_lavinntekt"
"45","innvandrere","alle","prosent","2012","19.1","vedvarende_lavinntekt"
"46","innvandrere","alle","prosent","2012","21.5","vedvarende_lavinntekt"
"47","innvandrere","alle","prosent","2012","18.6","vedvarende_lavinntekt"
"48","innvandrere","alle","prosent","2012","19.7","vedvarende_lavinntekt"
"49","innvandrere","alle","prosent","2012","19.5","vedvarende_lavinntekt"
"50","innvandrere","alle","prosent","2012","20.7","vedvarende_lavinntekt"
"51","innvandrere","alle","prosent","2012","20.9","vedvarende_lavinntekt"
"52","innvandrere","alle","prosent","2012","27.1","vedvarende_lavinntekt"
"53","innvandrere","alle","prosent","2012","20.9","vedvarende_lavinntekt"
"54","innvandrere","alle","prosent","2012","17.7","vedvarende_lavinntekt"
"55","innvandrere","alle","prosent","2012","23.8","vedvarende_lavinntekt"
"56","innvandrere","alle","prosent","2012","20.6","vedvarende_lavinntekt"
"57","innvandrere","alle","prosent","2012","19.3","vedvarende_lavinntekt"
"58","innvandrere","alle","prosent","2012","17.8","vedvarende_lavinntekt"
"59","innvandrere","alle","prosent","2012","27.0","vedvarende_lavinntekt"
"60","innvandrere","alle","prosent","2012","27.6","vedvarende_lavinntekt"
"61","innvandrere","alle","prosent","2012","26.0","vedvarende_lavinntekt"
"62","innvandrere","alle","prosent","2012","20.3","vedvarende_lavinntekt"
"63","innvandrere","alle","prosent","2012","30.2","vedvarende_lavinntekt"
"64","innvandrere","alle","prosent","2012","34.5","vedvarende_lavinntekt"
"65","innvandrere","alle","prosent","2012","26.0","vedvarende_lavinntekt"
"66","innvandrere","alle","prosent","2012","23.0","vedvarende_lavinntekt"
"67","innvandrere","alle","prosent","2012","32.6","vedvarende_lavinntekt"
"68","innvandrere","alle","prosent","2012","29.3","vedvarende_lavinntekt"
"69","innvandrere","alle","prosent","2012","34.6","vedvarende_lavinntekt"
"70","innvandrere","alle","prosent","2012","21.8","vedvarende_lavinntekt"
"71","innvandrere","alle","prosent","2012","24.4","vedvarende_lavinntekt"
"72","innvandrere","alle","prosent","2012","25.3","vedvarende_lavinntekt"
"73","innvandrere","alle","prosent","2012","22.2","vedvarende_lavinntekt"
"74","innvandrere","alle","prosent","2012","25.2","vedvarende_lavinntekt"
"75","innvandrere","alle","prosent","2012","24.8","vedvarende_lavinntekt"
"76","innvandrere","alle","prosent","2012","30.7","vedvarende_lavinntekt"
"77","innvandrere","alle","prosent","2012","29.2","vedvarende_lavinntekt"
"78","innvandrere","alle","prosent","2012","27.2","vedvarende_lavinntekt"
"79","innvandrere","alle","prosent","2012","22.5","vedvarende_lavinntekt"
"80","innvandrere","alle","prosent","2012","18.3","vedvarende_lavinntekt"
"81","innvandrere","alle","prosent","2012","17.1","vedvarende_lavinntekt"
"82","innvandrere","alle","prosent","2012","12.7","vedvarende_lavinntekt"
"83","innvandrere","alle","prosent","2012","18.4","vedvarende_lavinntekt"
"01","befolkningen_ellers","alle","prosent","2012","8.2","vedvarende_lavinntekt"
"02","befolkningen_ellers","alle","prosent","2012","7.1","vedvarende_lavinntekt"
"03","befolkningen_ellers","alle","prosent","2012","5.7","vedvarende_lavinntekt"
"04","befolkningen_ellers","alle","prosent","2012","7.4","vedvarende_lavinntekt"
"05","befolkningen_ellers","alle","prosent","2012","4.0","vedvarende_lavinntekt"
"06","befolkningen_ellers","alle","prosent","2012","4.2","vedvarende_lavinntekt"
"07","befolkningen_ellers","alle","prosent","2012","4.3","vedvarende_lavinntekt"
"08","befolkningen_ellers","alle","prosent","2012","4.9","vedvarende_lavinntekt"
"09","befolkningen_ellers","alle","prosent","2012","9.3","vedvarende_lavinntekt"
"10","befolkningen_ellers","alle","prosent","2012","7.7","vedvarende_lavinntekt"
"11","befolkningen_ellers","alle","prosent","2012","8.8","vedvarende_lavinntekt"
"12","befolkningen_ellers","alle","prosent","2012","6.8","vedvarende_lavinntekt"
"13","befolkningen_ellers","alle","prosent","2012","7.8","vedvarende_lavinntekt"
"14","befolkningen_ellers","alle","prosent","2012","7.1","vedvarende_lavinntekt"
"15","befolkningen_ellers","alle","prosent","2012","5.6","vedvarende_lavinntekt"
"16","befolkningen_ellers","alle","prosent","2012","6.7","vedvarende_lavinntekt"
"17","befolkningen_ellers","alle","prosent","2012","8.7","vedvarende_lavinntekt"
"18","befolkningen_ellers","alle","prosent","2012","8.1","vedvarende_lavinntekt"
"19","befolkningen_ellers","alle","prosent","2012","8.7","vedvarende_lavinntekt"
"20","befolkningen_ellers","alle","prosent","2012","5.9","vedvarende_lavinntekt"
"21","befolkningen_ellers","alle","prosent","2012","7.2","vedvarende_lavinntekt"
"22","befolkningen_ellers","alle","prosent","2012","5.1","vedvarende_lavinntekt"
"23","befolkningen_ellers","alle","prosent","2012","6.7","vedvarende_lavinntekt"
"24","befolkningen_ellers","alle","prosent","2012","7.1","vedvarende_lavinntekt"
"25","befolkningen_ellers","alle","prosent","2012","6.3","vedvarende_lavinntekt"
"26","befolkningen_ellers","alle","prosent","2012","7.2","vedvarende_lavinntekt"
"27","befolkningen_ellers","alle","prosent","2012","6.7","vedvarende_lavinntekt"
"28","befolkningen_ellers","alle","prosent","2012","8.5","vedvarende_lavinntekt"
"29","befolkningen_ellers","alle","prosent","2012","7.1","vedvarende_lavinntekt"
"30","befolkningen_ellers","alle","prosent","2012","7.0","vedvarende_lavinntekt"
"31","befolkningen_ellers","alle","prosent","2012","6.8","vedvarende_lavinntekt"
"32","befolkningen_ellers","alle","prosent","2012","6.8","vedvarende_lavinntekt"
"33","befolkningen_ellers","alle","prosent","2012","6.1","vedvarende_lavinntekt"
"34","befolkningen_ellers","alle","prosent","2012","6.5","vedvarende_lavinntekt"
"35","befolkningen_ellers","alle","prosent","2012","6.3","vedvarende_lavinntekt"
"36","befolkningen_ellers","alle","prosent","2012","4.7","vedvarende_lavinntekt"
"37","befolkningen_ellers","alle","prosent","2012","5.6","vedvarende_lavinntekt"
"38","befolkningen_ellers","alle","prosent","2012","4.6","vedvarende_lavinntekt"
"39","befolkningen_ellers","alle","prosent","2012","3.9","vedvarende_lavinntekt"
"40","befolkningen_ellers","alle","prosent","2012","6.2","vedvarende_lavinntekt"
"41","befolkningen_ellers","alle","prosent","2012","5.1","vedvarende_lavinntekt"
"42","befolkningen_ellers","alle","prosent","2012","5.4","vedvarende_lavinntekt"
"43","befolkningen_ellers","alle","prosent","2012","5.8","vedvarende_lavinntekt"
"44","befolkningen_ellers","alle","prosent","2012","4.7","vedvarende_lavinntekt"
"45","befolkningen_ellers","alle","prosent","2012","5.9","vedvarende_lavinntekt"
"46","befolkningen_ellers","alle","prosent","2012","4.9","vedvarende_lavinntekt"
"47","befolkningen_ellers","alle","prosent","2012","4.0","vedvarende_lavinntekt"
"48","befolkningen_ellers","alle","prosent","2012","6.7","vedvarende_lavinntekt"
"49","befolkningen_ellers","alle","prosent","2012","5.9","vedvarende_lavinntekt"
