"tabell_navn","aar","naringsregion_nr","forste_bosettingskommune","enhet","botid_3","tabellvariabel"
"flyktning_botid_flytting","2015","05","ja","personer","0_4","723"
"flyktning_botid_flytting","2015","05","ja","prosent","0_4","10.8"
"flyktning_botid_flytting","2015","05","nei","personer","0_4","118"
"flyktning_botid_flytting","2015","05","nei","prosent","0_4","1.8"
"flyktning_botid_flytting","2015","05","uoppgitt","personer","0_4","199"
"flyktning_botid_flytting","2015","05","uoppgitt","prosent","0_4","3.0"
"flyktning_botid_flytting","2015","06","alle","personer","0_4","851"
"flyktning_botid_flytting","2015","06","alle","prosent","0_4","20.1"
"flyktning_botid_flytting","2015","06","ja","personer","0_4","661"
"flyktning_botid_flytting","2015","06","ja","prosent","0_4","15.6"
"flyktning_botid_flytting","2015","06","nei","personer","0_4","67"
"flyktning_botid_flytting","2015","06","nei","prosent","0_4","1.6"
"flyktning_botid_flytting","2015","06","uoppgitt","personer","0_4","123"
"flyktning_botid_flytting","2015","06","uoppgitt","prosent","0_4","2.9"
"flyktning_botid_flytting","2015","07","alle","personer","0_4","971"
"flyktning_botid_flytting","2015","07","alle","prosent","0_4","11.4"
"flyktning_botid_flytting","2015","07","ja","personer","0_4","698"
"flyktning_botid_flytting","2015","07","ja","prosent","0_4","8.2"
"flyktning_botid_flytting","2015","07","nei","personer","0_4","97"
"flyktning_botid_flytting","2015","07","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","07","uoppgitt","personer","0_4","176"
"flyktning_botid_flytting","2015","07","uoppgitt","prosent","0_4","2.1"
"flyktning_botid_flytting","2015","08","alle","personer","0_4","419"
"flyktning_botid_flytting","2015","08","alle","prosent","0_4","14.7"
"flyktning_botid_flytting","2015","08","ja","personer","0_4","279"
"flyktning_botid_flytting","2015","08","ja","prosent","0_4","9.8"
"flyktning_botid_flytting","2015","08","nei","personer","0_4","44"
"flyktning_botid_flytting","2015","08","nei","prosent","0_4","1.5"
"flyktning_botid_flytting","2015","08","uoppgitt","personer","0_4","96"
"flyktning_botid_flytting","2015","08","uoppgitt","prosent","0_4","3.4"
"flyktning_botid_flytting","2015","09","alle","personer","0_4","4123"
"flyktning_botid_flytting","2015","09","alle","prosent","0_4","9.0"
"flyktning_botid_flytting","2015","09","ja","personer","0_4","2332"
"flyktning_botid_flytting","2015","09","ja","prosent","0_4","5.1"
"flyktning_botid_flytting","2015","09","nei","personer","0_4","655"
"flyktning_botid_flytting","2015","09","nei","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","09","uoppgitt","personer","0_4","1136"
"flyktning_botid_flytting","2015","09","uoppgitt","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","10","alle","personer","0_4","184"
"flyktning_botid_flytting","2015","10","alle","prosent","0_4","55.1"
"flyktning_botid_flytting","2015","10","ja","personer","0_4","170"
"flyktning_botid_flytting","2015","10","ja","prosent","0_4","50.9"
"flyktning_botid_flytting","2015","10","nei","personer","0_4","4"
"flyktning_botid_flytting","2015","10","nei","prosent","0_4","1.2"
"flyktning_botid_flytting","2015","10","uoppgitt","personer","0_4","10"
"flyktning_botid_flytting","2015","10","uoppgitt","prosent","0_4","3.0"
"flyktning_botid_flytting","2015","11","alle","personer","0_4","485"
"flyktning_botid_flytting","2015","11","alle","prosent","0_4","37.3"
"flyktning_botid_flytting","2015","11","ja","personer","0_4","221"
"flyktning_botid_flytting","2015","11","ja","prosent","0_4","17.0"
"flyktning_botid_flytting","2015","11","nei","personer","0_4","68"
"flyktning_botid_flytting","2015","11","nei","prosent","0_4","5.2"
"flyktning_botid_flytting","2015","11","uoppgitt","personer","0_4","196"
"flyktning_botid_flytting","2015","11","uoppgitt","prosent","0_4","15.1"
"flyktning_botid_flytting","2015","12","alle","personer","0_4","768"
"flyktning_botid_flytting","2015","12","alle","prosent","0_4","29.4"
"flyktning_botid_flytting","2015","12","ja","personer","0_4","567"
"flyktning_botid_flytting","2015","12","ja","prosent","0_4","21.7"
"flyktning_botid_flytting","2015","12","nei","personer","0_4","81"
"flyktning_botid_flytting","2015","12","nei","prosent","0_4","3.1"
"flyktning_botid_flytting","2015","12","uoppgitt","personer","0_4","120"
"flyktning_botid_flytting","2015","12","uoppgitt","prosent","0_4","4.6"
"flyktning_botid_flytting","2015","13","alle","personer","0_4","455"
"flyktning_botid_flytting","2015","13","alle","prosent","0_4","40.8"
"flyktning_botid_flytting","2015","13","ja","personer","0_4","283"
"flyktning_botid_flytting","2015","13","ja","prosent","0_4","25.4"
"flyktning_botid_flytting","2015","13","nei","personer","0_4","58"
"flyktning_botid_flytting","2015","13","nei","prosent","0_4","5.2"
"flyktning_botid_flytting","2015","13","uoppgitt","personer","0_4","114"
"flyktning_botid_flytting","2015","13","uoppgitt","prosent","0_4","10.2"
"flyktning_botid_flytting","2015","14","alle","personer","0_4","772"
"flyktning_botid_flytting","2015","14","alle","prosent","0_4","33.4"
"flyktning_botid_flytting","2015","14","ja","personer","0_4","485"
"flyktning_botid_flytting","2015","14","ja","prosent","0_4","21.0"
"flyktning_botid_flytting","2015","14","nei","personer","0_4","113"
"flyktning_botid_flytting","2015","14","nei","prosent","0_4","4.9"
"flyktning_botid_flytting","2015","14","uoppgitt","personer","0_4","174"
"flyktning_botid_flytting","2015","14","uoppgitt","prosent","0_4","7.5"
"flyktning_botid_flytting","2015","15","alle","personer","0_4","457"
"flyktning_botid_flytting","2015","15","alle","prosent","0_4","52.3"
"flyktning_botid_flytting","2015","15","ja","personer","0_4","405"
"flyktning_botid_flytting","2015","15","ja","prosent","0_4","46.4"
"flyktning_botid_flytting","2015","15","nei","personer","0_4","27"
"flyktning_botid_flytting","2015","15","nei","prosent","0_4","3.1"
"flyktning_botid_flytting","2015","15","uoppgitt","personer","0_4","25"
"flyktning_botid_flytting","2015","15","uoppgitt","prosent","0_4","2.9"
"flyktning_botid_flytting","2015","16","alle","personer","0_4","360"
"flyktning_botid_flytting","2015","16","alle","prosent","0_4","27.0"
"flyktning_botid_flytting","2015","16","ja","personer","0_4","306"
"flyktning_botid_flytting","2015","16","ja","prosent","0_4","22.9"
"flyktning_botid_flytting","2015","16","nei","personer","0_4","22"
"flyktning_botid_flytting","2015","16","nei","prosent","0_4","1.6"
"flyktning_botid_flytting","2015","16","uoppgitt","personer","0_4","32"
"flyktning_botid_flytting","2015","16","uoppgitt","prosent","0_4","2.4"
"flyktning_botid_flytting","2015","17","alle","personer","0_4","115"
"flyktning_botid_flytting","2015","17","alle","prosent","0_4","52.3"
"flyktning_botid_flytting","2015","17","ja","personer","0_4","81"
"flyktning_botid_flytting","2015","17","ja","prosent","0_4","36.8"
"flyktning_botid_flytting","2015","17","nei","personer","0_4","10"
"flyktning_botid_flytting","2015","17","nei","prosent","0_4","4.5"
"flyktning_botid_flytting","2015","17","uoppgitt","personer","0_4","24"
"flyktning_botid_flytting","2015","17","uoppgitt","prosent","0_4","10.9"
"flyktning_botid_flytting","2015","18","alle","personer","0_4","333"
"flyktning_botid_flytting","2015","18","alle","prosent","0_4","77.4"
"flyktning_botid_flytting","2015","18","ja","personer","0_4","218"
"flyktning_botid_flytting","2015","18","ja","prosent","0_4","50.7"
"flyktning_botid_flytting","2015","18","nei","personer","0_4","33"
"flyktning_botid_flytting","2015","18","nei","prosent","0_4","7.7"
"flyktning_botid_flytting","2015","18","uoppgitt","personer","0_4","82"
"flyktning_botid_flytting","2015","18","uoppgitt","prosent","0_4","19.1"
"flyktning_botid_flytting","2015","19","alle","personer","0_4","286"
"flyktning_botid_flytting","2015","19","alle","prosent","0_4","65.7"
"flyktning_botid_flytting","2015","19","ja","personer","0_4","128"
"flyktning_botid_flytting","2015","19","ja","prosent","0_4","29.4"
"flyktning_botid_flytting","2015","19","nei","personer","0_4","33"
"flyktning_botid_flytting","2015","19","nei","prosent","0_4","7.6"
"flyktning_botid_flytting","2015","19","uoppgitt","personer","0_4","125"
"flyktning_botid_flytting","2015","19","uoppgitt","prosent","0_4","28.7"
"flyktning_botid_flytting","2015","20","alle","personer","0_4","1509"
"flyktning_botid_flytting","2015","20","alle","prosent","0_4","17.6"
"flyktning_botid_flytting","2015","20","ja","personer","0_4","1105"
"flyktning_botid_flytting","2015","20","ja","prosent","0_4","12.9"
"flyktning_botid_flytting","2015","20","nei","personer","0_4","121"
"flyktning_botid_flytting","2015","20","nei","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","20","uoppgitt","personer","0_4","283"
"flyktning_botid_flytting","2015","20","uoppgitt","prosent","0_4","3.3"
"flyktning_botid_flytting","2015","21","alle","personer","0_4","283"
"flyktning_botid_flytting","2015","21","alle","prosent","0_4","53.5"
"flyktning_botid_flytting","2015","21","ja","personer","0_4","149"
"flyktning_botid_flytting","2015","21","ja","prosent","0_4","28.2"
"flyktning_botid_flytting","2015","21","nei","personer","0_4","44"
"flyktning_botid_flytting","2015","21","nei","prosent","0_4","8.3"
"flyktning_botid_flytting","2015","21","uoppgitt","personer","0_4","90"
"flyktning_botid_flytting","2015","21","uoppgitt","prosent","0_4","17.0"
"flyktning_botid_flytting","2015","22","alle","personer","0_4","373"
"flyktning_botid_flytting","2015","22","alle","prosent","0_4","34.9"
"flyktning_botid_flytting","2015","22","ja","personer","0_4","272"
"flyktning_botid_flytting","2015","22","ja","prosent","0_4","25.4"
"flyktning_botid_flytting","2015","22","nei","personer","0_4","48"
"flyktning_botid_flytting","2015","22","nei","prosent","0_4","4.5"
"flyktning_botid_flytting","2015","22","uoppgitt","personer","0_4","53"
"flyktning_botid_flytting","2015","22","uoppgitt","prosent","0_4","5.0"
"flyktning_botid_flytting","2015","23","alle","personer","0_4","119"
"flyktning_botid_flytting","2015","23","alle","prosent","0_4","30.2"
"flyktning_botid_flytting","2015","23","ja","personer","0_4","103"
"flyktning_botid_flytting","2015","23","ja","prosent","0_4","26.1"
"flyktning_botid_flytting","2015","23","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","23","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","23","uoppgitt","personer","0_4","16"
"flyktning_botid_flytting","2015","23","uoppgitt","prosent","0_4","4.1"
"flyktning_botid_flytting","2015","24","alle","personer","0_4","196"
"flyktning_botid_flytting","2015","24","alle","prosent","0_4","19.6"
"flyktning_botid_flytting","2015","24","ja","personer","0_4","137"
"flyktning_botid_flytting","2015","24","ja","prosent","0_4","13.7"
"flyktning_botid_flytting","2015","24","nei","personer","0_4","34"
"flyktning_botid_flytting","2015","24","nei","prosent","0_4","3.4"
"flyktning_botid_flytting","2015","24","uoppgitt","personer","0_4","25"
"flyktning_botid_flytting","2015","24","uoppgitt","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","25","alle","personer","0_4","811"
"flyktning_botid_flytting","2015","25","alle","prosent","0_4","21.1"
"flyktning_botid_flytting","2015","25","ja","personer","0_4","577"
"flyktning_botid_flytting","2015","25","ja","prosent","0_4","15.0"
"flyktning_botid_flytting","2015","25","nei","personer","0_4","100"
"flyktning_botid_flytting","2015","25","nei","prosent","0_4","2.6"
"flyktning_botid_flytting","2015","25","uoppgitt","personer","0_4","134"
"flyktning_botid_flytting","2015","25","uoppgitt","prosent","0_4","3.5"
"flyktning_botid_flytting","2015","26","alle","personer","0_4","480"
"flyktning_botid_flytting","2015","26","alle","prosent","0_4","14.4"
"flyktning_botid_flytting","2015","26","ja","personer","0_4","349"
"flyktning_botid_flytting","2015","26","ja","prosent","0_4","10.5"
"flyktning_botid_flytting","2015","26","nei","personer","0_4","36"
"flyktning_botid_flytting","2015","26","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","26","uoppgitt","personer","0_4","95"
"flyktning_botid_flytting","2015","26","uoppgitt","prosent","0_4","2.9"
"flyktning_botid_flytting","2015","27","alle","personer","0_4","1419"
"flyktning_botid_flytting","2015","27","alle","prosent","0_4","26.7"
"flyktning_botid_flytting","2015","27","ja","personer","0_4","1133"
"flyktning_botid_flytting","2015","27","ja","prosent","0_4","21.3"
"flyktning_botid_flytting","2015","27","nei","personer","0_4","106"
"flyktning_botid_flytting","2015","27","nei","prosent","0_4","2.0"
"flyktning_botid_flytting","2015","27","uoppgitt","personer","0_4","180"
"flyktning_botid_flytting","2015","27","uoppgitt","prosent","0_4","3.4"
"flyktning_botid_flytting","2015","28","alle","personer","0_4","261"
"flyktning_botid_flytting","2015","28","alle","prosent","0_4","41.0"
"flyktning_botid_flytting","2015","28","ja","personer","0_4","189"
"flyktning_botid_flytting","2015","28","ja","prosent","0_4","29.7"
"flyktning_botid_flytting","2015","28","nei","personer","0_4","27"
"flyktning_botid_flytting","2015","28","nei","prosent","0_4","4.2"
"flyktning_botid_flytting","2015","28","uoppgitt","personer","0_4","45"
"flyktning_botid_flytting","2015","28","uoppgitt","prosent","0_4","7.1"
"flyktning_botid_flytting","2015","29","alle","personer","0_4","339"
"flyktning_botid_flytting","2015","29","alle","prosent","0_4","53.1"
"flyktning_botid_flytting","2015","29","ja","personer","0_4","269"
"flyktning_botid_flytting","2015","29","ja","prosent","0_4","42.2"
"flyktning_botid_flytting","2015","29","nei","personer","0_4","26"
"flyktning_botid_flytting","2015","29","nei","prosent","0_4","4.1"
"flyktning_botid_flytting","2015","29","uoppgitt","personer","0_4","44"
"flyktning_botid_flytting","2015","29","uoppgitt","prosent","0_4","6.9"
"flyktning_botid_flytting","2015","30","alle","personer","0_4","82"
"flyktning_botid_flytting","2015","30","alle","prosent","0_4","40.6"
"flyktning_botid_flytting","2015","30","ja","personer","0_4","76"
"flyktning_botid_flytting","2015","30","ja","prosent","0_4","37.6"
"flyktning_botid_flytting","2015","30","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","30","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","30","uoppgitt","personer","0_4","6"
"flyktning_botid_flytting","2015","30","uoppgitt","prosent","0_4","3.0"
"flyktning_botid_flytting","2015","31","alle","personer","0_4","89"
"flyktning_botid_flytting","2015","31","alle","prosent","0_4","30.8"
"flyktning_botid_flytting","2015","31","ja","personer","0_4","82"
"flyktning_botid_flytting","2015","31","ja","prosent","0_4","28.4"
"flyktning_botid_flytting","2015","31","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","31","nei","prosent","0_4","1.0"
"flyktning_botid_flytting","2015","31","uoppgitt","personer","0_4","4"
"flyktning_botid_flytting","2015","31","uoppgitt","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","32","alle","personer","0_4","944"
"flyktning_botid_flytting","2015","32","alle","prosent","0_4","31.0"
"flyktning_botid_flytting","2015","32","ja","personer","0_4","796"
"flyktning_botid_flytting","2015","32","ja","prosent","0_4","26.1"
"flyktning_botid_flytting","2015","32","nei","personer","0_4","52"
"flyktning_botid_flytting","2015","32","nei","prosent","0_4","1.7"
"flyktning_botid_flytting","2015","32","uoppgitt","personer","0_4","96"
"flyktning_botid_flytting","2015","32","uoppgitt","prosent","0_4","3.2"
"flyktning_botid_flytting","2015","33","alle","personer","0_4","552"
"flyktning_botid_flytting","2015","33","alle","prosent","0_4","46.3"
"flyktning_botid_flytting","2015","33","ja","personer","0_4","338"
"flyktning_botid_flytting","2015","33","ja","prosent","0_4","28.4"
"flyktning_botid_flytting","2015","33","nei","personer","0_4","85"
"flyktning_botid_flytting","2015","33","nei","prosent","0_4","7.1"
"flyktning_botid_flytting","2015","33","uoppgitt","personer","0_4","129"
"flyktning_botid_flytting","2015","33","uoppgitt","prosent","0_4","10.8"
"flyktning_botid_flytting","2015","34","alle","personer","0_4","338"
"flyktning_botid_flytting","2015","34","alle","prosent","0_4","43.6"
"flyktning_botid_flytting","2015","34","ja","personer","0_4","257"
"flyktning_botid_flytting","2015","34","ja","prosent","0_4","33.2"
"flyktning_botid_flytting","2015","34","nei","personer","0_4","31"
"flyktning_botid_flytting","2015","34","nei","prosent","0_4","4.0"
"flyktning_botid_flytting","2015","34","uoppgitt","personer","0_4","50"
"flyktning_botid_flytting","2015","34","uoppgitt","prosent","0_4","6.5"
"flyktning_botid_flytting","2015","35","alle","personer","0_4","1499"
"flyktning_botid_flytting","2015","35","alle","prosent","0_4","21.4"
"flyktning_botid_flytting","2015","35","ja","personer","0_4","1166"
"flyktning_botid_flytting","2015","35","ja","prosent","0_4","16.6"
"flyktning_botid_flytting","2015","35","nei","personer","0_4","110"
"flyktning_botid_flytting","2015","35","nei","prosent","0_4","1.6"
"flyktning_botid_flytting","2015","35","uoppgitt","personer","0_4","223"
"flyktning_botid_flytting","2015","35","uoppgitt","prosent","0_4","3.2"
"flyktning_botid_flytting","2015","36","alle","personer","0_4","235"
"flyktning_botid_flytting","2015","36","alle","prosent","0_4","41.2"
"flyktning_botid_flytting","2015","36","ja","personer","0_4","195"
"flyktning_botid_flytting","2015","36","ja","prosent","0_4","34.2"
"flyktning_botid_flytting","2015","36","nei","personer","0_4","11"
"flyktning_botid_flytting","2015","36","nei","prosent","0_4","1.9"
"flyktning_botid_flytting","2015","36","uoppgitt","personer","0_4","29"
"flyktning_botid_flytting","2015","36","uoppgitt","prosent","0_4","5.1"
"flyktning_botid_flytting","2015","37","alle","personer","0_4","722"
"flyktning_botid_flytting","2015","37","alle","prosent","0_4","30.2"
"flyktning_botid_flytting","2015","37","ja","personer","0_4","613"
"flyktning_botid_flytting","2015","37","ja","prosent","0_4","25.6"
"flyktning_botid_flytting","2015","37","nei","personer","0_4","27"
"flyktning_botid_flytting","2015","37","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","37","uoppgitt","personer","0_4","82"
"flyktning_botid_flytting","2015","37","uoppgitt","prosent","0_4","3.4"
"flyktning_botid_flytting","2015","38","alle","personer","0_4","264"
"flyktning_botid_flytting","2015","38","alle","prosent","0_4","52.6"
"flyktning_botid_flytting","2015","38","ja","personer","0_4","204"
"flyktning_botid_flytting","2015","38","ja","prosent","0_4","40.6"
"flyktning_botid_flytting","2015","38","nei","personer","0_4","25"
"flyktning_botid_flytting","2015","38","nei","prosent","0_4","5.0"
"flyktning_botid_flytting","2015","38","uoppgitt","personer","0_4","35"
"flyktning_botid_flytting","2015","38","uoppgitt","prosent","0_4","7.0"
"flyktning_botid_flytting","2015","39","alle","personer","0_4","1935"
"flyktning_botid_flytting","2015","39","alle","prosent","0_4","18.1"
"flyktning_botid_flytting","2015","39","ja","personer","0_4","1304"
"flyktning_botid_flytting","2015","39","ja","prosent","0_4","12.2"
"flyktning_botid_flytting","2015","39","nei","personer","0_4","216"
"flyktning_botid_flytting","2015","39","nei","prosent","0_4","2.0"
"flyktning_botid_flytting","2015","39","uoppgitt","personer","0_4","415"
"flyktning_botid_flytting","2015","39","uoppgitt","prosent","0_4","3.9"
"flyktning_botid_flytting","2015","40","alle","personer","0_4","1948"
"flyktning_botid_flytting","2015","40","alle","prosent","0_4","19.6"
"flyktning_botid_flytting","2015","40","ja","personer","0_4","1548"
"flyktning_botid_flytting","2015","40","ja","prosent","0_4","15.5"
"flyktning_botid_flytting","2015","40","nei","personer","0_4","106"
"flyktning_botid_flytting","2015","40","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","40","uoppgitt","personer","0_4","294"
"flyktning_botid_flytting","2015","40","uoppgitt","prosent","0_4","3.0"
"flyktning_botid_flytting","2015","41","alle","personer","0_4","61"
"flyktning_botid_flytting","2015","41","alle","prosent","0_4","20.3"
"flyktning_botid_flytting","2015","41","ja","personer","0_4","53"
"flyktning_botid_flytting","2015","41","ja","prosent","0_4","17.7"
"flyktning_botid_flytting","2015","41","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","41","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","41","uoppgitt","personer","0_4","8"
"flyktning_botid_flytting","2015","41","uoppgitt","prosent","0_4","2.7"
"flyktning_botid_flytting","2015","42","alle","personer","0_4","256"
"flyktning_botid_flytting","2015","42","alle","prosent","0_4","59.3"
"flyktning_botid_flytting","2015","42","ja","personer","0_4","181"
"flyktning_botid_flytting","2015","42","ja","prosent","0_4","41.9"
"flyktning_botid_flytting","2015","42","nei","personer","0_4","24"
"flyktning_botid_flytting","2015","42","nei","prosent","0_4","5.6"
"flyktning_botid_flytting","2015","42","uoppgitt","personer","0_4","51"
"flyktning_botid_flytting","2015","42","uoppgitt","prosent","0_4","11.8"
"flyktning_botid_flytting","2015","43","alle","personer","0_4","157"
"flyktning_botid_flytting","2015","43","alle","prosent","0_4","48.9"
"flyktning_botid_flytting","2015","43","ja","personer","0_4","109"
"flyktning_botid_flytting","2015","43","ja","prosent","0_4","34.0"
"flyktning_botid_flytting","2015","43","nei","personer","0_4","14"
"flyktning_botid_flytting","2015","43","nei","prosent","0_4","4.4"
"flyktning_botid_flytting","2015","43","uoppgitt","personer","0_4","34"
"flyktning_botid_flytting","2015","43","uoppgitt","prosent","0_4","10.6"
"flyktning_botid_flytting","2015","44","alle","personer","0_4","151"
"flyktning_botid_flytting","2015","44","alle","prosent","0_4","44.8"
"flyktning_botid_flytting","2015","44","ja","personer","0_4","144"
"flyktning_botid_flytting","2015","44","ja","prosent","0_4","42.7"
"flyktning_botid_flytting","2015","44","nei","personer","0_4","4"
"flyktning_botid_flytting","2015","44","nei","prosent","0_4","1.2"
"flyktning_botid_flytting","2015","44","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","44","uoppgitt","prosent","0_4","0.9"
"flyktning_botid_flytting","2015","45","alle","personer","0_4","51"
"flyktning_botid_flytting","2015","45","alle","prosent","0_4","51.5"
"flyktning_botid_flytting","2015","45","ja","personer","0_4","51"
"flyktning_botid_flytting","2015","45","ja","prosent","0_4","51.5"
"flyktning_botid_flytting","2015","45","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","45","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","45","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","45","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","46","alle","personer","0_4","434"
"flyktning_botid_flytting","2015","46","alle","prosent","0_4","39.9"
"flyktning_botid_flytting","2015","46","ja","personer","0_4","333"
"flyktning_botid_flytting","2015","46","ja","prosent","0_4","30.6"
"flyktning_botid_flytting","2015","46","nei","personer","0_4","15"
"flyktning_botid_flytting","2015","46","nei","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","46","uoppgitt","personer","0_4","86"
"flyktning_botid_flytting","2015","46","uoppgitt","prosent","0_4","7.9"
"flyktning_botid_flytting","2015","47","alle","personer","0_4","377"
"flyktning_botid_flytting","2015","47","alle","prosent","0_4","33.4"
"flyktning_botid_flytting","2015","47","ja","personer","0_4","319"
"flyktning_botid_flytting","2015","47","ja","prosent","0_4","28.3"
"flyktning_botid_flytting","2015","47","nei","personer","0_4","19"
"flyktning_botid_flytting","2015","47","nei","prosent","0_4","1.7"
"flyktning_botid_flytting","2015","47","uoppgitt","personer","0_4","39"
"flyktning_botid_flytting","2015","47","uoppgitt","prosent","0_4","3.5"
"flyktning_botid_flytting","2015","48","alle","personer","0_4","23"
"flyktning_botid_flytting","2015","48","alle","prosent","0_4","51.1"
"flyktning_botid_flytting","2015","48","ja","personer","0_4","20"
"flyktning_botid_flytting","2015","48","ja","prosent","0_4","44.4"
"flyktning_botid_flytting","2015","48","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","48","nei","prosent","0_4","6.7"
"flyktning_botid_flytting","2015","48","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","48","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","49","alle","personer","0_4","312"
"flyktning_botid_flytting","2015","49","alle","prosent","0_4","53.1"
"flyktning_botid_flytting","2015","49","ja","personer","0_4","285"
"flyktning_botid_flytting","2015","49","ja","prosent","0_4","48.5"
"flyktning_botid_flytting","2015","49","nei","personer","0_4","6"
"flyktning_botid_flytting","2015","49","nei","prosent","0_4","1.0"
"flyktning_botid_flytting","2015","49","uoppgitt","personer","0_4","21"
"flyktning_botid_flytting","2015","49","uoppgitt","prosent","0_4","3.6"
"flyktning_botid_flytting","2015","50","alle","personer","0_4","406"
"flyktning_botid_flytting","2015","50","alle","prosent","0_4","63.3"
"flyktning_botid_flytting","2015","50","ja","personer","0_4","291"
"flyktning_botid_flytting","2015","50","ja","prosent","0_4","45.4"
"flyktning_botid_flytting","2015","50","nei","personer","0_4","51"
"flyktning_botid_flytting","2015","50","nei","prosent","0_4","8.0"
"flyktning_botid_flytting","2015","50","uoppgitt","personer","0_4","64"
"flyktning_botid_flytting","2015","50","uoppgitt","prosent","0_4","10.0"
"flyktning_botid_flytting","2015","51","alle","personer","0_4","470"
"flyktning_botid_flytting","2015","51","alle","prosent","0_4","48.6"
"flyktning_botid_flytting","2015","51","ja","personer","0_4","325"
"flyktning_botid_flytting","2015","51","ja","prosent","0_4","33.6"
"flyktning_botid_flytting","2015","51","nei","personer","0_4","51"
"flyktning_botid_flytting","2015","51","nei","prosent","0_4","5.3"
"flyktning_botid_flytting","2015","51","uoppgitt","personer","0_4","94"
"flyktning_botid_flytting","2015","51","uoppgitt","prosent","0_4","9.7"
"flyktning_botid_flytting","2015","52","alle","personer","0_4","700"
"flyktning_botid_flytting","2015","52","alle","prosent","0_4","55.1"
"flyktning_botid_flytting","2015","52","ja","personer","0_4","523"
"flyktning_botid_flytting","2015","52","ja","prosent","0_4","41.2"
"flyktning_botid_flytting","2015","52","nei","personer","0_4","68"
"flyktning_botid_flytting","2015","52","nei","prosent","0_4","5.4"
