"aar","fylke_nr","innvkat_3","vreg_3","tabellvariabel","tabell_navn","enhet"
"2006","08","befolkningen_ellers","alle","1863","arbledige_innvkat_land","personer"
"2006","08","innvandrere","1","66","arbledige_innvkat_land","personer"
"2006","08","innvandrere","2","486","arbledige_innvkat_land","personer"
"2006","08","innvandrere","alle","552","arbledige_innvkat_land","personer"
"2006","09","alle","alle","1385","arbledige_innvkat_land","personer"
"2006","09","befolkningen_ellers","alle","1121","arbledige_innvkat_land","personer"
"2006","09","innvandrere","1","56","arbledige_innvkat_land","personer"
"2006","09","innvandrere","2","208","arbledige_innvkat_land","personer"
"2006","09","innvandrere","alle","264","arbledige_innvkat_land","personer"
"2006","10","alle","alle","2206","arbledige_innvkat_land","personer"
"2006","10","befolkningen_ellers","alle","1618","arbledige_innvkat_land","personer"
"2006","10","innvandrere","1","86","arbledige_innvkat_land","personer"
"2006","10","innvandrere","2","502","arbledige_innvkat_land","personer"
"2006","10","innvandrere","alle","588","arbledige_innvkat_land","personer"
"2006","11","alle","alle","3930","arbledige_innvkat_land","personer"
"2006","11","befolkningen_ellers","alle","2832","arbledige_innvkat_land","personer"
"2006","11","innvandrere","1","158","arbledige_innvkat_land","personer"
"2006","11","innvandrere","2","940","arbledige_innvkat_land","personer"
"2006","11","innvandrere","alle","1098","arbledige_innvkat_land","personer"
"2006","12","alle","alle","5899","arbledige_innvkat_land","personer"
"2006","12","befolkningen_ellers","alle","4730","arbledige_innvkat_land","personer"
"2006","12","innvandrere","1","167","arbledige_innvkat_land","personer"
"2006","12","innvandrere","2","1002","arbledige_innvkat_land","personer"
"2006","12","innvandrere","alle","1169","arbledige_innvkat_land","personer"
"2006","14","alle","alle","990","arbledige_innvkat_land","personer"
"2006","14","befolkningen_ellers","alle","834","arbledige_innvkat_land","personer"
"2006","14","innvandrere","1","33","arbledige_innvkat_land","personer"
"2006","14","innvandrere","2","123","arbledige_innvkat_land","personer"
"2006","14","innvandrere","alle","156","arbledige_innvkat_land","personer"
"2006","15","alle","alle","2584","arbledige_innvkat_land","personer"
"2006","15","befolkningen_ellers","alle","2197","arbledige_innvkat_land","personer"
"2006","15","innvandrere","1","78","arbledige_innvkat_land","personer"
"2006","15","innvandrere","2","309","arbledige_innvkat_land","personer"
"2006","15","innvandrere","alle","387","arbledige_innvkat_land","personer"
"2006","16","alle","alle","3898","arbledige_innvkat_land","personer"
"2006","16","befolkningen_ellers","alle","3258","arbledige_innvkat_land","personer"
"2006","16","innvandrere","1","128","arbledige_innvkat_land","personer"
"2006","16","innvandrere","2","512","arbledige_innvkat_land","personer"
"2006","16","innvandrere","alle","640","arbledige_innvkat_land","personer"
"2006","17","alle","alle","1656","arbledige_innvkat_land","personer"
"2006","17","befolkningen_ellers","alle","1482","arbledige_innvkat_land","personer"
"2006","17","innvandrere","1","36","arbledige_innvkat_land","personer"
"2006","17","innvandrere","2","138","arbledige_innvkat_land","personer"
"2006","17","innvandrere","alle","174","arbledige_innvkat_land","personer"
"2006","18","alle","alle","3862","arbledige_innvkat_land","personer"
"2006","18","befolkningen_ellers","alle","3444","arbledige_innvkat_land","personer"
"2006","18","innvandrere","1","81","arbledige_innvkat_land","personer"
"2006","18","innvandrere","2","337","arbledige_innvkat_land","personer"
"2006","18","innvandrere","alle","418","arbledige_innvkat_land","personer"
"2006","19","alle","alle","2215","arbledige_innvkat_land","personer"
"2006","19","befolkningen_ellers","alle","1957","arbledige_innvkat_land","personer"
"2006","19","innvandrere","1","47","arbledige_innvkat_land","personer"
"2006","19","innvandrere","2","211","arbledige_innvkat_land","personer"
"2006","19","innvandrere","alle","258","arbledige_innvkat_land","personer"
"2006","20","alle","alle","1630","arbledige_innvkat_land","personer"
"2006","20","befolkningen_ellers","alle","1399","arbledige_innvkat_land","personer"
"2006","20","innvandrere","1","72","arbledige_innvkat_land","personer"
"2006","20","innvandrere","2","159","arbledige_innvkat_land","personer"
"2006","20","innvandrere","alle","231","arbledige_innvkat_land","personer"
"2007","00","alle","alle","49515","arbledige_innvkat_land","personer"
"2007","00","befolkningen_ellers","alle","35587","arbledige_innvkat_land","personer"
"2007","00","innvandrere","1","1975","arbledige_innvkat_land","personer"
"2007","00","innvandrere","2","11953","arbledige_innvkat_land","personer"
"2007","00","innvandrere","alle","13928","arbledige_innvkat_land","personer"
"2007","01","alle","alle","3021","arbledige_innvkat_land","personer"
"2007","01","befolkningen_ellers","alle","2078","arbledige_innvkat_land","personer"
"2007","01","innvandrere","1","119","arbledige_innvkat_land","personer"
"2007","01","innvandrere","2","824","arbledige_innvkat_land","personer"
"2007","01","innvandrere","alle","943","arbledige_innvkat_land","personer"
"2007","02","alle","alle","4098","arbledige_innvkat_land","personer"
"2007","02","befolkningen_ellers","alle","2801","arbledige_innvkat_land","personer"
"2007","02","innvandrere","1","203","arbledige_innvkat_land","personer"
"2007","02","innvandrere","2","1094","arbledige_innvkat_land","personer"
"2007","02","innvandrere","alle","1297","arbledige_innvkat_land","personer"
"2007","03","alle","alle","8106","arbledige_innvkat_land","personer"
"2007","03","befolkningen_ellers","alle","3719","arbledige_innvkat_land","personer"
"2007","03","innvandrere","1","435","arbledige_innvkat_land","personer"
"2007","03","innvandrere","2","3952","arbledige_innvkat_land","personer"
"2007","03","innvandrere","alle","4387","arbledige_innvkat_land","personer"
"2007","04","alle","alle","2015","arbledige_innvkat_land","personer"
"2007","04","befolkningen_ellers","alle","1689","arbledige_innvkat_land","personer"
"2007","04","innvandrere","1","65","arbledige_innvkat_land","personer"
"2007","04","innvandrere","2","261","arbledige_innvkat_land","personer"
"2007","04","innvandrere","alle","326","arbledige_innvkat_land","personer"
"2007","05","alle","alle","1493","arbledige_innvkat_land","personer"
"2007","05","befolkningen_ellers","alle","1205","arbledige_innvkat_land","personer"
"2007","05","innvandrere","1","46","arbledige_innvkat_land","personer"
"2007","05","innvandrere","2","242","arbledige_innvkat_land","personer"
"2007","05","innvandrere","alle","288","arbledige_innvkat_land","personer"
"2007","06","alle","alle","2585","arbledige_innvkat_land","personer"
"2007","06","befolkningen_ellers","alle","1682","arbledige_innvkat_land","personer"
"2007","06","innvandrere","1","103","arbledige_innvkat_land","personer"
"2007","06","innvandrere","2","800","arbledige_innvkat_land","personer"
"2007","06","innvandrere","alle","903","arbledige_innvkat_land","personer"
"2007","07","alle","alle","2484","arbledige_innvkat_land","personer"
"2007","07","befolkningen_ellers","alle","1953","arbledige_innvkat_land","personer"
"2007","07","innvandrere","1","97","arbledige_innvkat_land","personer"
"2007","07","innvandrere","2","434","arbledige_innvkat_land","personer"
"2007","07","innvandrere","alle","531","arbledige_innvkat_land","personer"
"2007","08","alle","alle","2002","arbledige_innvkat_land","personer"
"2007","08","befolkningen_ellers","alle","1478","arbledige_innvkat_land","personer"
"2007","08","innvandrere","1","54","arbledige_innvkat_land","personer"
"2007","08","innvandrere","2","470","arbledige_innvkat_land","personer"
"2007","08","innvandrere","alle","524","arbledige_innvkat_land","personer"
"2007","09","alle","alle","1171","arbledige_innvkat_land","personer"
"2007","09","befolkningen_ellers","alle","913","arbledige_innvkat_land","personer"
"2007","09","innvandrere","1","54","arbledige_innvkat_land","personer"
"2007","09","innvandrere","2","204","arbledige_innvkat_land","personer"
"2007","09","innvandrere","alle","258","arbledige_innvkat_land","personer"
"2007","10","alle","alle","1632","arbledige_innvkat_land","personer"
"2007","10","befolkningen_ellers","alle","1132","arbledige_innvkat_land","personer"
"2007","10","innvandrere","1","79","arbledige_innvkat_land","personer"
"2007","10","innvandrere","2","421","arbledige_innvkat_land","personer"
"2007","10","innvandrere","alle","500","arbledige_innvkat_land","personer"
"2007","11","alle","alle","2864","arbledige_innvkat_land","personer"
"2007","11","befolkningen_ellers","alle","1993","arbledige_innvkat_land","personer"
"2007","11","innvandrere","1","156","arbledige_innvkat_land","personer"
"2007","11","innvandrere","2","715","arbledige_innvkat_land","personer"
"2007","11","innvandrere","alle","871","arbledige_innvkat_land","personer"
"2007","12","alle","alle","4472","arbledige_innvkat_land","personer"
"2007","12","befolkningen_ellers","alle","3491","arbledige_innvkat_land","personer"
"2007","12","innvandrere","1","146","arbledige_innvkat_land","personer"
"2007","12","innvandrere","2","835","arbledige_innvkat_land","personer"
"2007","12","innvandrere","alle","981","arbledige_innvkat_land","personer"
"2007","14","alle","alle","660","arbledige_innvkat_land","personer"
"2007","14","befolkningen_ellers","alle","525","arbledige_innvkat_land","personer"
"2007","14","innvandrere","1","23","arbledige_innvkat_land","personer"
"2007","14","innvandrere","2","112","arbledige_innvkat_land","personer"
"2007","14","innvandrere","alle","135","arbledige_innvkat_land","personer"
"2007","15","alle","alle","2025","arbledige_innvkat_land","personer"
"2007","15","befolkningen_ellers","alle","1684","arbledige_innvkat_land","personer"
"2007","15","innvandrere","1","69","arbledige_innvkat_land","personer"
"2007","15","innvandrere","2","272","arbledige_innvkat_land","personer"
"2007","15","innvandrere","alle","341","arbledige_innvkat_land","personer"
"2007","16","alle","alle","3441","arbledige_innvkat_land","personer"
"2007","16","befolkningen_ellers","alle","2786","arbledige_innvkat_land","personer"
"2007","16","innvandrere","1","118","arbledige_innvkat_land","personer"
"2007","16","innvandrere","2","537","arbledige_innvkat_land","personer"
"2007","16","innvandrere","alle","655","arbledige_innvkat_land","personer"
"2007","17","alle","alle","1493","arbledige_innvkat_land","personer"
"2007","17","befolkningen_ellers","alle","1304","arbledige_innvkat_land","personer"
"2007","17","innvandrere","1","30","arbledige_innvkat_land","personer"
"2007","17","innvandrere","2","159","arbledige_innvkat_land","personer"
"2007","17","innvandrere","alle","189","arbledige_innvkat_land","personer"
"2007","18","alle","alle","2995","arbledige_innvkat_land","personer"
"2007","18","befolkningen_ellers","alle","2608","arbledige_innvkat_land","personer"
"2007","18","innvandrere","1","68","arbledige_innvkat_land","personer"
"2007","18","innvandrere","2","319","arbledige_innvkat_land","personer"
"2007","18","innvandrere","alle","387","arbledige_innvkat_land","personer"
"2007","19","alle","alle","1675","arbledige_innvkat_land","personer"
"2007","19","befolkningen_ellers","alle","1456","arbledige_innvkat_land","personer"
"2007","19","innvandrere","1","50","arbledige_innvkat_land","personer"
"2007","19","innvandrere","2","169","arbledige_innvkat_land","personer"
"2007","19","innvandrere","alle","219","arbledige_innvkat_land","personer"
"2007","20","alle","alle","1283","arbledige_innvkat_land","personer"
"2007","20","befolkningen_ellers","alle","1090","arbledige_innvkat_land","personer"
"2007","20","innvandrere","1","60","arbledige_innvkat_land","personer"
"2007","20","innvandrere","2","133","arbledige_innvkat_land","personer"
"2007","20","innvandrere","alle","193","arbledige_innvkat_land","personer"
"2008","00","alle","alle","57480","arbledige_innvkat_land","personer"
"2008","00","befolkningen_ellers","alle","40495","arbledige_innvkat_land","personer"
"2008","00","innvandrere","1","3605","arbledige_innvkat_land","personer"
"2008","00","innvandrere","2","13380","arbledige_innvkat_land","personer"
"2008","00","innvandrere","alle","16985","arbledige_innvkat_land","personer"
"2008","01","alle","alle","3672","arbledige_innvkat_land","personer"
"2008","01","befolkningen_ellers","alle","2473","arbledige_innvkat_land","personer"
"2008","01","innvandrere","1","190","arbledige_innvkat_land","personer"
"2008","01","innvandrere","2","1009","arbledige_innvkat_land","personer"
"2008","01","innvandrere","alle","1199","arbledige_innvkat_land","personer"
"2008","02","alle","alle","4799","arbledige_innvkat_land","personer"
"2008","02","befolkningen_ellers","alle","3113","arbledige_innvkat_land","personer"
"2008","02","innvandrere","1","389","arbledige_innvkat_land","personer"
"2008","02","innvandrere","2","1297","arbledige_innvkat_land","personer"
"2008","02","innvandrere","alle","1686","arbledige_innvkat_land","personer"
"2008","03","alle","alle","9492","arbledige_innvkat_land","personer"
"2008","03","befolkningen_ellers","alle","4091","arbledige_innvkat_land","personer"
"2008","03","innvandrere","1","779","arbledige_innvkat_land","personer"
"2008","03","innvandrere","2","4622","arbledige_innvkat_land","personer"
"2008","03","innvandrere","alle","5401","arbledige_innvkat_land","personer"
"2008","04","alle","alle","2371","arbledige_innvkat_land","personer"
"2008","04","befolkningen_ellers","alle","1990","arbledige_innvkat_land","personer"
"2008","04","innvandrere","1","105","arbledige_innvkat_land","personer"
"2008","04","innvandrere","2","276","arbledige_innvkat_land","personer"
"2008","04","innvandrere","alle","381","arbledige_innvkat_land","personer"
"2008","05","alle","alle","1885","arbledige_innvkat_land","personer"
"2008","05","befolkningen_ellers","alle","1519","arbledige_innvkat_land","personer"
"2008","05","innvandrere","1","79","arbledige_innvkat_land","personer"
"2008","05","innvandrere","2","287","arbledige_innvkat_land","personer"
"2008","05","innvandrere","alle","366","arbledige_innvkat_land","personer"
"2008","06","alle","alle","2941","arbledige_innvkat_land","personer"
"2008","06","befolkningen_ellers","alle","1988","arbledige_innvkat_land","personer"
"2008","06","innvandrere","1","170","arbledige_innvkat_land","personer"
"2008","06","innvandrere","2","783","arbledige_innvkat_land","personer"
"2008","06","innvandrere","alle","953","arbledige_innvkat_land","personer"
"2008","07","alle","alle","3141","arbledige_innvkat_land","personer"
"2008","07","befolkningen_ellers","alle","2417","arbledige_innvkat_land","personer"
"2008","07","innvandrere","1","190","arbledige_innvkat_land","personer"
"2008","07","innvandrere","2","534","arbledige_innvkat_land","personer"
"2008","07","innvandrere","alle","724","arbledige_innvkat_land","personer"
"2008","08","alle","alle","2295","arbledige_innvkat_land","personer"
"2008","08","befolkningen_ellers","alle","1715","arbledige_innvkat_land","personer"
"2008","08","innvandrere","1","114","arbledige_innvkat_land","personer"
"2008","08","innvandrere","2","466","arbledige_innvkat_land","personer"
"2008","08","innvandrere","alle","580","arbledige_innvkat_land","personer"
"2008","09","alle","alle","1546","arbledige_innvkat_land","personer"
"2008","09","befolkningen_ellers","alle","1157","arbledige_innvkat_land","personer"
"2008","09","innvandrere","1","136","arbledige_innvkat_land","personer"
"2008","09","innvandrere","2","253","arbledige_innvkat_land","personer"
"2008","09","innvandrere","alle","389","arbledige_innvkat_land","personer"
"2008","10","alle","alle","1933","arbledige_innvkat_land","personer"
"2008","10","befolkningen_ellers","alle","1386","arbledige_innvkat_land","personer"
"2008","10","innvandrere","1","132","arbledige_innvkat_land","personer"
"2008","10","innvandrere","2","415","arbledige_innvkat_land","personer"
"2008","10","innvandrere","alle","547","arbledige_innvkat_land","personer"
"2008","11","alle","alle","3171","arbledige_innvkat_land","personer"
"2008","11","befolkningen_ellers","alle","2139","arbledige_innvkat_land","personer"
"2008","11","innvandrere","1","256","arbledige_innvkat_land","personer"
"2008","11","innvandrere","2","776","arbledige_innvkat_land","personer"
"2008","11","innvandrere","alle","1032","arbledige_innvkat_land","personer"
"2008","12","alle","alle","5004","arbledige_innvkat_land","personer"
"2008","12","befolkningen_ellers","alle","3747","arbledige_innvkat_land","personer"
"2008","12","innvandrere","1","363","arbledige_innvkat_land","personer"
"2008","12","innvandrere","2","894","arbledige_innvkat_land","personer"
"2008","12","innvandrere","alle","1257","arbledige_innvkat_land","personer"
"2008","14","alle","alle","788","arbledige_innvkat_land","personer"
"2008","14","befolkningen_ellers","alle","645","arbledige_innvkat_land","personer"
"2008","14","innvandrere","1","45","arbledige_innvkat_land","personer"
"2008","14","innvandrere","2","98","arbledige_innvkat_land","personer"
"2008","14","innvandrere","alle","143","arbledige_innvkat_land","personer"
"2008","15","alle","alle","2284","arbledige_innvkat_land","personer"
"2008","15","befolkningen_ellers","alle","1912","arbledige_innvkat_land","personer"
"2008","15","innvandrere","1","121","arbledige_innvkat_land","personer"
"2008","15","innvandrere","2","251","arbledige_innvkat_land","personer"
"2008","15","innvandrere","alle","372","arbledige_innvkat_land","personer"
"2008","16","alle","alle","3863","arbledige_innvkat_land","personer"
"2008","16","befolkningen_ellers","alle","3036","arbledige_innvkat_land","personer"
"2008","16","innvandrere","1","232","arbledige_innvkat_land","personer"
"2008","16","innvandrere","2","595","arbledige_innvkat_land","personer"
"2008","16","innvandrere","alle","827","arbledige_innvkat_land","personer"
"2008","17","alle","alle","1719","arbledige_innvkat_land","personer"
"2008","17","befolkningen_ellers","alle","1498","arbledige_innvkat_land","personer"
"2008","17","innvandrere","1","46","arbledige_innvkat_land","personer"
"2008","17","innvandrere","2","175","arbledige_innvkat_land","personer"
"2008","17","innvandrere","alle","221","arbledige_innvkat_land","personer"
"2008","18","alle","alle","3111","arbledige_innvkat_land","personer"
"2008","18","befolkningen_ellers","alle","2685","arbledige_innvkat_land","personer"
"2008","18","innvandrere","1","94","arbledige_innvkat_land","personer"
"2008","18","innvandrere","2","332","arbledige_innvkat_land","personer"
"2008","18","innvandrere","alle","426","arbledige_innvkat_land","personer"
"2008","19","alle","alle","2119","arbledige_innvkat_land","personer"
"2008","19","befolkningen_ellers","alle","1843","arbledige_innvkat_land","personer"
"2008","19","innvandrere","1","94","arbledige_innvkat_land","personer"
"2008","19","innvandrere","2","182","arbledige_innvkat_land","personer"
"2008","19","innvandrere","alle","276","arbledige_innvkat_land","personer"
"2008","20","alle","alle","1346","arbledige_innvkat_land","personer"
"2008","20","befolkningen_ellers","alle","1141","arbledige_innvkat_land","personer"
"2008","20","innvandrere","1","70","arbledige_innvkat_land","personer"
"2008","20","innvandrere","2","135","arbledige_innvkat_land","personer"
"2008","20","innvandrere","alle","205","arbledige_innvkat_land","personer"
"2009","00","alle","alle","85441","arbledige_innvkat_land","personer"
"2009","00","befolkningen_ellers","alle","59231","arbledige_innvkat_land","personer"
"2009","00","innvandrere","1","7940","arbledige_innvkat_land","personer"
"2009","00","innvandrere","2","18270","arbledige_innvkat_land","personer"
"2009","00","innvandrere","alle","26210","arbledige_innvkat_land","personer"
"2009","01","alle","alle","5584","arbledige_innvkat_land","personer"
"2009","01","befolkningen_ellers","alle","3785","arbledige_innvkat_land","personer"
"2009","01","innvandrere","1","463","arbledige_innvkat_land","personer"
"2009","01","innvandrere","2","1336","arbledige_innvkat_land","personer"
"2009","01","innvandrere","alle","1799","arbledige_innvkat_land","personer"
"2009","02","alle","alle","8430","arbledige_innvkat_land","personer"
"2009","02","befolkningen_ellers","alle","5587","arbledige_innvkat_land","personer"
"2009","02","innvandrere","1","976","arbledige_innvkat_land","personer"
"2009","02","innvandrere","2","1867","arbledige_innvkat_land","personer"
"2009","02","innvandrere","alle","2843","arbledige_innvkat_land","personer"
"2009","03","alle","alle","14639","arbledige_innvkat_land","personer"
"2009","03","befolkningen_ellers","alle","6595","arbledige_innvkat_land","personer"
"2009","03","innvandrere","1","1602","arbledige_innvkat_land","personer"
"2009","03","innvandrere","2","6442","arbledige_innvkat_land","personer"
"2009","03","innvandrere","alle","8044","arbledige_innvkat_land","personer"
"2009","04","alle","alle","3301","arbledige_innvkat_land","personer"
"2009","04","befolkningen_ellers","alle","2706","arbledige_innvkat_land","personer"
"2009","04","innvandrere","1","231","arbledige_innvkat_land","personer"
"2009","04","innvandrere","2","364","arbledige_innvkat_land","personer"
"2009","04","innvandrere","alle","595","arbledige_innvkat_land","personer"
"2009","05","alle","alle","2769","arbledige_innvkat_land","personer"
"2009","05","befolkningen_ellers","alle","2156","arbledige_innvkat_land","personer"
"2009","05","innvandrere","1","200","arbledige_innvkat_land","personer"
"2009","05","innvandrere","2","413","arbledige_innvkat_land","personer"
"2009","05","innvandrere","alle","613","arbledige_innvkat_land","personer"
"2009","06","alle","alle","4554","arbledige_innvkat_land","personer"
"2009","06","befolkningen_ellers","alle","3069","arbledige_innvkat_land","personer"
"2009","06","innvandrere","1","444","arbledige_innvkat_land","personer"
"2009","06","innvandrere","2","1041","arbledige_innvkat_land","personer"
"2009","06","innvandrere","alle","1485","arbledige_innvkat_land","personer"
"2009","07","alle","alle","4652","arbledige_innvkat_land","personer"
"2009","07","befolkningen_ellers","alle","3580","arbledige_innvkat_land","personer"
"2009","07","innvandrere","1","340","arbledige_innvkat_land","personer"
"2009","07","innvandrere","2","732","arbledige_innvkat_land","personer"
"2009","07","innvandrere","alle","1072","arbledige_innvkat_land","personer"
"2009","08","alle","alle","3455","arbledige_innvkat_land","personer"
"2009","08","befolkningen_ellers","alle","2561","arbledige_innvkat_land","personer"
"2009","08","innvandrere","1","240","arbledige_innvkat_land","personer"
"2009","08","innvandrere","2","654","arbledige_innvkat_land","personer"
"2009","08","innvandrere","alle","894","arbledige_innvkat_land","personer"
"2009","09","alle","alle","2100","arbledige_innvkat_land","personer"
"2009","09","befolkningen_ellers","alle","1582","arbledige_innvkat_land","personer"
"2009","09","innvandrere","1","206","arbledige_innvkat_land","personer"
"2009","09","innvandrere","2","312","arbledige_innvkat_land","personer"
"2009","09","innvandrere","alle","518","arbledige_innvkat_land","personer"
"2009","10","alle","alle","3085","arbledige_innvkat_land","personer"
"2009","10","befolkningen_ellers","alle","2197","arbledige_innvkat_land","personer"
"2009","10","innvandrere","1","294","arbledige_innvkat_land","personer"
"2009","10","innvandrere","2","594","arbledige_innvkat_land","personer"
"2009","10","innvandrere","alle","888","arbledige_innvkat_land","personer"
"2009","11","alle","alle","5642","arbledige_innvkat_land","personer"
"2009","11","befolkningen_ellers","alle","3696","arbledige_innvkat_land","personer"
"2009","11","innvandrere","1","814","arbledige_innvkat_land","personer"
"2009","11","innvandrere","2","1132","arbledige_innvkat_land","personer"
"2009","11","innvandrere","alle","1946","arbledige_innvkat_land","personer"
"2009","12","alle","alle","7306","arbledige_innvkat_land","personer"
"2009","12","befolkningen_ellers","alle","5389","arbledige_innvkat_land","personer"
"2009","12","innvandrere","1","742","arbledige_innvkat_land","personer"
"2009","12","innvandrere","2","1175","arbledige_innvkat_land","personer"
"2009","12","innvandrere","alle","1917","arbledige_innvkat_land","personer"
"2009","14","alle","alle","1174","arbledige_innvkat_land","personer"
"2009","14","befolkningen_ellers","alle","937","arbledige_innvkat_land","personer"
"2009","14","innvandrere","1","124","arbledige_innvkat_land","personer"
"2009","14","innvandrere","2","113","arbledige_innvkat_land","personer"
"2009","14","innvandrere","alle","237","arbledige_innvkat_land","personer"
"2009","15","alle","alle","3530","arbledige_innvkat_land","personer"
"2009","15","befolkningen_ellers","alle","2747","arbledige_innvkat_land","personer"
"2009","15","innvandrere","1","376","arbledige_innvkat_land","personer"
"2009","15","innvandrere","2","407","arbledige_innvkat_land","personer"
"2009","15","innvandrere","alle","783","arbledige_innvkat_land","personer"
"2009","16","alle","alle","5331","arbledige_innvkat_land","personer"
"2009","16","befolkningen_ellers","alle","4190","arbledige_innvkat_land","personer"
"2009","16","innvandrere","1","386","arbledige_innvkat_land","personer"
"2009","16","innvandrere","2","755","arbledige_innvkat_land","personer"
"2009","16","innvandrere","alle","1141","arbledige_innvkat_land","personer"
"2009","17","alle","alle","2171","arbledige_innvkat_land","personer"
"2009","17","befolkningen_ellers","alle","1865","arbledige_innvkat_land","personer"
"2009","17","innvandrere","1","124","arbledige_innvkat_land","personer"
"2009","17","innvandrere","2","182","arbledige_innvkat_land","personer"
"2009","17","innvandrere","alle","306","arbledige_innvkat_land","personer"
"2009","18","alle","alle","3801","arbledige_innvkat_land","personer"
"2009","18","befolkningen_ellers","alle","3291","arbledige_innvkat_land","personer"
"2009","18","innvandrere","1","150","arbledige_innvkat_land","personer"
"2009","18","innvandrere","2","360","arbledige_innvkat_land","personer"
"2009","18","innvandrere","alle","510","arbledige_innvkat_land","personer"
"2009","19","alle","alle","2458","arbledige_innvkat_land","personer"
"2009","19","befolkningen_ellers","alle","2087","arbledige_innvkat_land","personer"
"2009","19","innvandrere","1","139","arbledige_innvkat_land","personer"
"2009","19","innvandrere","2","232","arbledige_innvkat_land","personer"
"2009","19","innvandrere","alle","371","arbledige_innvkat_land","personer"
"2009","20","alle","alle","1459","arbledige_innvkat_land","personer"
"2009","20","befolkningen_ellers","alle","1211","arbledige_innvkat_land","personer"
"2009","20","innvandrere","1","89","arbledige_innvkat_land","personer"
"2009","20","innvandrere","2","159","arbledige_innvkat_land","personer"
"2009","20","innvandrere","alle","248","arbledige_innvkat_land","personer"
"2010","00","alle","alle","82809","arbledige_innvkat_land","personer"
"2010","00","befolkningen_ellers","alle","55387","arbledige_innvkat_land","personer"
"2010","00","innvandrere","1","9168","arbledige_innvkat_land","personer"
"2010","00","innvandrere","2","18254","arbledige_innvkat_land","personer"
"2010","00","innvandrere","alle","27422","arbledige_innvkat_land","personer"
"2010","01","alle","alle","5393","arbledige_innvkat_land","personer"
"2010","01","befolkningen_ellers","alle","3576","arbledige_innvkat_land","personer"
"2010","01","innvandrere","1","501","arbledige_innvkat_land","personer"
"2010","01","innvandrere","2","1316","arbledige_innvkat_land","personer"
"2010","01","innvandrere","alle","1817","arbledige_innvkat_land","personer"
"2010","02","alle","alle","8278","arbledige_innvkat_land","personer"
"2010","02","befolkningen_ellers","alle","5186","arbledige_innvkat_land","personer"
"2010","02","innvandrere","1","1149","arbledige_innvkat_land","personer"
"2010","02","innvandrere","2","1943","arbledige_innvkat_land","personer"
"2010","02","innvandrere","alle","3092","arbledige_innvkat_land","personer"
"2010","03","alle","alle","14566","arbledige_innvkat_land","personer"
"2010","03","befolkningen_ellers","alle","6293","arbledige_innvkat_land","personer"
