"aar","kommune_nr","innvkat_3","vreg_3","tabellvariabel","tabell_navn","enhet"
"2006","0633","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","0633","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","0817","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","0827","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","0830","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","0831","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","0911","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","0928","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","0929","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","0935","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","0940","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","0940","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","0940","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","0941","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1021","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1027","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1034","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1046","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1111","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1112","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1114","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1129","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1129","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1129","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1135","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1144","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1144","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1144","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1145","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1145","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1145","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1151","alle","alle","0","arbledige_innvkat_land","personer"
"2006","1151","befolkningen_ellers","alle","0","arbledige_innvkat_land","personer"
"2006","1151","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1151","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1151","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1222","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1222","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1222","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1223","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1224","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1227","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1227","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1227","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1231","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1233","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1241","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1241","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1241","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1244","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1252","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1252","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1252","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1256","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1259","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1260","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1264","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1265","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1265","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1265","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1266","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1412","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1412","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1412","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1413","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1417","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1418","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1419","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1419","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1419","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1421","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1422","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1424","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1426","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1428","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1430","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1431","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1433","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1444","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1444","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1444","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1511","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1516","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1517","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1524","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1525","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1526","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1535","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1543","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1545","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1546","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1554","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1566","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1567","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1567","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1567","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1571","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1576","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1612","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1613","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1617","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1617","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1617","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1622","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1627","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1632","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1632","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1632","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1633","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1633","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1636","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1644","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1665","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1665","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1665","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1717","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1717","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1717","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1718","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1723","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1723","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1723","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1736","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1736","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1736","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1738","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1738","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1738","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1739","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1739","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1739","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1740","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1740","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1740","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1742","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1742","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1742","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1743","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1743","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1743","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1748","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1748","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1748","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1749","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1750","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1755","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1811","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1815","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1815","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1815","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1816","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1818","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1818","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1818","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1825","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1825","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1825","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1826","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1826","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1826","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1834","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1834","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1834","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1835","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1835","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1835","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1838","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1839","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1839","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1845","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1850","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1852","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1852","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1852","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1853","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1856","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1857","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1857","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1857","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1865","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1911","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1913","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1915","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1917","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1919","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1919","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1919","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1920","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1924","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1925","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1926","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1928","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1929","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1929","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","1929","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","1933","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1938","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1939","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","1943","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","2004","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","2011","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","2017","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","2023","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","2024","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","2027","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0111","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0118","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0121","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0121","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0121","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","0127","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0239","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0426","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0430","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0432","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0434","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0434","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0434","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","0436","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0438","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0439","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0441","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0511","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0511","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0511","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","0513","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0514","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0521","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0522","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0529","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0536","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0538","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0540","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0541","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0544","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0545","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0615","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0622","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0631","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0632","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0633","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0719","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0728","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0728","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0728","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","0811","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0821","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0827","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0830","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0831","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0833","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0833","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","0833","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","0912","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0929","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0935","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0938","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","0940","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1021","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1027","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1111","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1112","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1114","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1127","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1129","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1134","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1134","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1134","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1135","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1141","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1141","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1141","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1142","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1144","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1144","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1144","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1145","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1145","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1145","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1151","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1216","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1222","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1224","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1227","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1227","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1227","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1233","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1238","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1241","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1251","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1252","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1252","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1252","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1264","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1265","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1265","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1265","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1266","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1266","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1266","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1411","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1412","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1413","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1413","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1413","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1416","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1418","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1419","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1422","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1424","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1426","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1426","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1426","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1428","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1429","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1430","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1431","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1433","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1439","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1441","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1444","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1515","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1516","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1520","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1524","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1543","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1545","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1546","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1547","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1548","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1551","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1554","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1566","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1567","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1567","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1567","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1571","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1573","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1613","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1622","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1622","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1622","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1632","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1632","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1632","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1633","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1633","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1635","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1657","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1662","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1664","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1665","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1665","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1665","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1717","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1723","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1725","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1736","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1736","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1736","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1738","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1738","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1738","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1739","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1740","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1740","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1740","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1742","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1743","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1743","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1743","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1748","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1748","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1748","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1749","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1749","innvandrere","2","0","arbledige_innvkat_land","personer"
"2007","1749","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2007","1750","innvandrere","1","0","arbledige_innvkat_land","personer"
"2007","1755","innvandrere","1","0","arbledige_innvkat_land","personer"
