"kommune_nr","provetype","enhet","aar","tabell_navn","spraaknivaa","tabellvariabel"
"0220","lytting","personer","2015","norsk_prover","a1","7"
"0220","lytting","prosent","2015","norsk_prover","a1","5"
"0220","muntlig","personer","2015","norsk_prover","a1","13"
"0220","muntlig","prosent","2015","norsk_prover","a1","10"
"0220","skriftlig","personer","2015","norsk_prover","a1","18"
"0220","skriftlig","prosent","2015","norsk_prover","a1","12"
"0221","lese","personer","2015","norsk_prover","a1","0"
"0221","lese","prosent","2015","norsk_prover","a1","0"
"0221","lytting","personer","2015","norsk_prover","a1","0"
"0221","lytting","prosent","2015","norsk_prover","a1","0"
"0221","muntlig","personer","2015","norsk_prover","a1","0"
"0221","muntlig","prosent","2015","norsk_prover","a1","0"
"0221","skriftlig","personer","2015","norsk_prover","a1","0"
"0221","skriftlig","prosent","2015","norsk_prover","a1","0"
"0226","lese","personer","2015","norsk_prover","a1","5"
"0226","lese","prosent","2015","norsk_prover","a1","25"
"0226","lytting","personer","2015","norsk_prover","a1","1"
"0226","lytting","prosent","2015","norsk_prover","a1","5"
"0226","muntlig","personer","2015","norsk_prover","a1","0"
"0226","muntlig","prosent","2015","norsk_prover","a1","0"
"0226","skriftlig","personer","2015","norsk_prover","a1","10"
"0226","skriftlig","prosent","2015","norsk_prover","a1","45"
"0228","lese","personer","2015","norsk_prover","a1",":"
"0228","lese","prosent","2015","norsk_prover","a1",":"
"0228","lytting","personer","2015","norsk_prover","a1",":"
"0228","lytting","prosent","2015","norsk_prover","a1",":"
"0228","muntlig","personer","2015","norsk_prover","a1",":"
"0228","muntlig","prosent","2015","norsk_prover","a1",":"
"0228","skriftlig","personer","2015","norsk_prover","a1",":"
"0228","skriftlig","prosent","2015","norsk_prover","a1",":"
"0230","lese","personer","2015","norsk_prover","a1","22"
"0230","lese","prosent","2015","norsk_prover","a1","11"
"0230","lytting","personer","2015","norsk_prover","a1","17"
"0230","lytting","prosent","2015","norsk_prover","a1","8"
"0230","muntlig","personer","2015","norsk_prover","a1","14"
"0230","muntlig","prosent","2015","norsk_prover","a1","8"
"0230","skriftlig","personer","2015","norsk_prover","a1","35"
"0230","skriftlig","prosent","2015","norsk_prover","a1","15"
"0231","lese","personer","2015","norsk_prover","a1","19"
"0231","lese","prosent","2015","norsk_prover","a1","12"
"0231","lytting","personer","2015","norsk_prover","a1","14"
"0231","lytting","prosent","2015","norsk_prover","a1","9"
"0231","muntlig","personer","2015","norsk_prover","a1","5"
"0231","muntlig","prosent","2015","norsk_prover","a1","3"
"0231","skriftlig","personer","2015","norsk_prover","a1","38"
"0231","skriftlig","prosent","2015","norsk_prover","a1","21"
"0233","lese","personer","2015","norsk_prover","a1","2"
"0233","lese","prosent","2015","norsk_prover","a1","8"
"0233","lytting","personer","2015","norsk_prover","a1","0"
"0233","lytting","prosent","2015","norsk_prover","a1","0"
"0233","muntlig","personer","2015","norsk_prover","a1","0"
"0233","muntlig","prosent","2015","norsk_prover","a1","0"
"0233","skriftlig","personer","2015","norsk_prover","a1","0"
"0233","skriftlig","prosent","2015","norsk_prover","a1","0"
"0235","lese","personer","2015","norsk_prover","a1","7"
"0235","lese","prosent","2015","norsk_prover","a1","8"
"0235","lytting","personer","2015","norsk_prover","a1","3"
"0235","lytting","prosent","2015","norsk_prover","a1","3"
"0235","muntlig","personer","2015","norsk_prover","a1","2"
"0235","muntlig","prosent","2015","norsk_prover","a1","2"
"0235","skriftlig","personer","2015","norsk_prover","a1","8"
"0235","skriftlig","prosent","2015","norsk_prover","a1","8"
"0301","lese","personer","2015","norsk_prover","a1","136"
"0301","lese","prosent","2015","norsk_prover","a1","9"
"0301","lytting","personer","2015","norsk_prover","a1","93"
"0301","lytting","prosent","2015","norsk_prover","a1","6"
"0301","muntlig","personer","2015","norsk_prover","a1","78"
"0301","muntlig","prosent","2015","norsk_prover","a1","5"
"0301","skriftlig","personer","2015","norsk_prover","a1","236"
"0301","skriftlig","prosent","2015","norsk_prover","a1","13"
"0402","lese","personer","2015","norsk_prover","a1","4"
"0402","lese","prosent","2015","norsk_prover","a1","25"
"0402","lytting","personer","2015","norsk_prover","a1","3"
"0402","lytting","prosent","2015","norsk_prover","a1","17"
"0402","muntlig","personer","2015","norsk_prover","a1","1"
"0402","muntlig","prosent","2015","norsk_prover","a1","5"
"0402","skriftlig","personer","2015","norsk_prover","a1","3"
"0402","skriftlig","prosent","2015","norsk_prover","a1","16"
"0403","lese","personer","2015","norsk_prover","a1","4"
"0403","lese","prosent","2015","norsk_prover","a1","14"
"0403","lytting","personer","2015","norsk_prover","a1","4"
"0403","lytting","prosent","2015","norsk_prover","a1","17"
"0403","muntlig","personer","2015","norsk_prover","a1","4"
"0403","muntlig","prosent","2015","norsk_prover","a1","13"
"0403","skriftlig","personer","2015","norsk_prover","a1","4"
"0403","skriftlig","prosent","2015","norsk_prover","a1","14"
"0412","lese","personer","2015","norsk_prover","a1","1"
"0412","lese","prosent","2015","norsk_prover","a1","5"
"0412","lytting","personer","2015","norsk_prover","a1","0"
"0412","lytting","prosent","2015","norsk_prover","a1","0"
"0412","muntlig","personer","2015","norsk_prover","a1","1"
"0412","muntlig","prosent","2015","norsk_prover","a1","5"
"0412","skriftlig","personer","2015","norsk_prover","a1","2"
"0412","skriftlig","prosent","2015","norsk_prover","a1","9"
"0415","lese","personer","2015","norsk_prover","a1","6"
"0415","lese","prosent","2015","norsk_prover","a1","40"
"0415","lytting","personer","2015","norsk_prover","a1","3"
"0415","lytting","prosent","2015","norsk_prover","a1","21"
"0415","muntlig","personer","2015","norsk_prover","a1","2"
"0415","muntlig","prosent","2015","norsk_prover","a1","15"
"0415","skriftlig","personer","2015","norsk_prover","a1","9"
"0415","skriftlig","prosent","2015","norsk_prover","a1","47"
"0417","lese","personer","2015","norsk_prover","a1","10"
"0417","lese","prosent","2015","norsk_prover","a1","37"
"0417","lytting","personer","2015","norsk_prover","a1","9"
"0417","lytting","prosent","2015","norsk_prover","a1","32"
"0417","muntlig","personer","2015","norsk_prover","a1","7"
"0417","muntlig","prosent","2015","norsk_prover","a1","27"
"0417","skriftlig","personer","2015","norsk_prover","a1","15"
"0417","skriftlig","prosent","2015","norsk_prover","a1","47"
"0425","lese","personer","2015","norsk_prover","a1","2"
"0425","lese","prosent","2015","norsk_prover","a1","11"
"0425","lytting","personer","2015","norsk_prover","a1","2"
"0425","lytting","prosent","2015","norsk_prover","a1","12"
"0425","muntlig","personer","2015","norsk_prover","a1","1"
"0425","muntlig","prosent","2015","norsk_prover","a1","6"
"0425","skriftlig","personer","2015","norsk_prover","a1","3"
"0425","skriftlig","prosent","2015","norsk_prover","a1","16"
"0427","lese","personer","2015","norsk_prover","a1","10"
"0427","lese","prosent","2015","norsk_prover","a1","31"
"0427","lytting","personer","2015","norsk_prover","a1","5"
"0427","lytting","prosent","2015","norsk_prover","a1","16"
"0427","muntlig","personer","2015","norsk_prover","a1","3"
"0427","muntlig","prosent","2015","norsk_prover","a1","10"
"0427","skriftlig","personer","2015","norsk_prover","a1","10"
"0427","skriftlig","prosent","2015","norsk_prover","a1","31"
"0428","lese","personer","2015","norsk_prover","a1",":"
"0428","lese","prosent","2015","norsk_prover","a1",":"
"0428","lytting","personer","2015","norsk_prover","a1",":"
"0428","lytting","prosent","2015","norsk_prover","a1",":"
"0428","muntlig","personer","2015","norsk_prover","a1",":"
"0428","muntlig","prosent","2015","norsk_prover","a1",":"
"0428","skriftlig","personer","2015","norsk_prover","a1",":"
"0428","skriftlig","prosent","2015","norsk_prover","a1",":"
"0430","lese","personer","2015","norsk_prover","a1",":"
"0430","lese","prosent","2015","norsk_prover","a1",":"
"0430","lytting","personer","2015","norsk_prover","a1",":"
"0430","lytting","prosent","2015","norsk_prover","a1",":"
"0430","muntlig","personer","2015","norsk_prover","a1",":"
"0430","muntlig","prosent","2015","norsk_prover","a1",":"
"0430","skriftlig","personer","2015","norsk_prover","a1",":"
"0430","skriftlig","prosent","2015","norsk_prover","a1",":"
"0432","lese","personer","2015","norsk_prover","a1",":"
"0432","lese","prosent","2015","norsk_prover","a1",":"
"0432","lytting","personer","2015","norsk_prover","a1",":"
"0432","lytting","prosent","2015","norsk_prover","a1",":"
"0432","muntlig","personer","2015","norsk_prover","a1",":"
"0432","muntlig","prosent","2015","norsk_prover","a1",":"
"0432","skriftlig","personer","2015","norsk_prover","a1",":"
"0432","skriftlig","prosent","2015","norsk_prover","a1",":"
"0434","lese","personer","2015","norsk_prover","a1",":"
"0434","lese","prosent","2015","norsk_prover","a1",":"
"0434","lytting","personer","2015","norsk_prover","a1",":"
"0434","lytting","prosent","2015","norsk_prover","a1",":"
"0434","muntlig","personer","2015","norsk_prover","a1",":"
"0434","muntlig","prosent","2015","norsk_prover","a1",":"
"0434","skriftlig","personer","2015","norsk_prover","a1",":"
"0434","skriftlig","prosent","2015","norsk_prover","a1",":"
"0437","lese","personer","2015","norsk_prover","a1","3"
"0437","lese","prosent","2015","norsk_prover","a1","12"
"0437","lytting","personer","2015","norsk_prover","a1","0"
"0437","lytting","prosent","2015","norsk_prover","a1","0"
"0437","muntlig","personer","2015","norsk_prover","a1","3"
"0437","muntlig","prosent","2015","norsk_prover","a1","13"
"0437","skriftlig","personer","2015","norsk_prover","a1","7"
"0437","skriftlig","prosent","2015","norsk_prover","a1","27"
"0501","lese","personer","2015","norsk_prover","a1","4"
"0501","lese","prosent","2015","norsk_prover","a1","8"
"0501","lytting","personer","2015","norsk_prover","a1","4"
"0501","lytting","prosent","2015","norsk_prover","a1","8"
"0501","muntlig","personer","2015","norsk_prover","a1","1"
"0501","muntlig","prosent","2015","norsk_prover","a1","2"
"0501","skriftlig","personer","2015","norsk_prover","a1","8"
"0501","skriftlig","prosent","2015","norsk_prover","a1","15"
"0502","lese","personer","2015","norsk_prover","a1","12"
"0502","lese","prosent","2015","norsk_prover","a1","27"
"0502","lytting","personer","2015","norsk_prover","a1","8"
"0502","lytting","prosent","2015","norsk_prover","a1","17"
"0502","muntlig","personer","2015","norsk_prover","a1","19"
"0502","muntlig","prosent","2015","norsk_prover","a1","33"
"0502","skriftlig","personer","2015","norsk_prover","a1","16"
"0502","skriftlig","prosent","2015","norsk_prover","a1","32"
"0513","lese","personer","2015","norsk_prover","a1",":"
"0513","lese","prosent","2015","norsk_prover","a1",":"
"0513","lytting","personer","2015","norsk_prover","a1",":"
"0513","lytting","prosent","2015","norsk_prover","a1",":"
"0513","muntlig","personer","2015","norsk_prover","a1",":"
"0513","muntlig","prosent","2015","norsk_prover","a1",":"
"0513","skriftlig","personer","2015","norsk_prover","a1",":"
"0513","skriftlig","prosent","2015","norsk_prover","a1",":"
"0514","lese","personer","2015","norsk_prover","a1",":"
"0514","lese","prosent","2015","norsk_prover","a1",":"
"0514","lytting","personer","2015","norsk_prover","a1",":"
"0514","lytting","prosent","2015","norsk_prover","a1",":"
"0514","muntlig","personer","2015","norsk_prover","a1",":"
"0514","muntlig","prosent","2015","norsk_prover","a1",":"
"0514","skriftlig","personer","2015","norsk_prover","a1",":"
"0514","skriftlig","prosent","2015","norsk_prover","a1",":"
"0515","lese","personer","2015","norsk_prover","a1",":"
"0515","lese","prosent","2015","norsk_prover","a1",":"
"0515","lytting","personer","2015","norsk_prover","a1",":"
"0515","lytting","prosent","2015","norsk_prover","a1",":"
"0515","muntlig","personer","2015","norsk_prover","a1",":"
"0515","muntlig","prosent","2015","norsk_prover","a1",":"
"0515","skriftlig","personer","2015","norsk_prover","a1",":"
"0515","skriftlig","prosent","2015","norsk_prover","a1",":"
"0516","lese","personer","2015","norsk_prover","a1",":"
"0516","lese","prosent","2015","norsk_prover","a1",":"
"0516","lytting","personer","2015","norsk_prover","a1",":"
"0516","lytting","prosent","2015","norsk_prover","a1",":"
"0516","muntlig","personer","2015","norsk_prover","a1",":"
"0516","muntlig","prosent","2015","norsk_prover","a1",":"
"0516","skriftlig","personer","2015","norsk_prover","a1",":"
"0516","skriftlig","prosent","2015","norsk_prover","a1",":"
"0517","lese","personer","2015","norsk_prover","a1","8"
"0517","lese","prosent","2015","norsk_prover","a1","36"
"0517","lytting","personer","2015","norsk_prover","a1","4"
"0517","lytting","prosent","2015","norsk_prover","a1","17"
"0517","muntlig","personer","2015","norsk_prover","a1","3"
"0517","muntlig","prosent","2015","norsk_prover","a1","11"
"0517","skriftlig","personer","2015","norsk_prover","a1","11"
"0517","skriftlig","prosent","2015","norsk_prover","a1","39"
"0520","lese","personer","2015","norsk_prover","a1",""
"0520","lese","prosent","2015","norsk_prover","a1",":"
"0520","lytting","personer","2015","norsk_prover","a1",""
"0520","lytting","prosent","2015","norsk_prover","a1",":"
"0520","muntlig","personer","2015","norsk_prover","a1",""
"0520","muntlig","prosent","2015","norsk_prover","a1",":"
"0520","skriftlig","personer","2015","norsk_prover","a1",""
"0520","skriftlig","prosent","2015","norsk_prover","a1",":"
"0521","lese","personer","2015","norsk_prover","a1",":"
"0521","lese","prosent","2015","norsk_prover","a1",":"
"0521","lytting","personer","2015","norsk_prover","a1",":"
"0521","lytting","prosent","2015","norsk_prover","a1",":"
"0521","muntlig","personer","2015","norsk_prover","a1",":"
"0521","muntlig","prosent","2015","norsk_prover","a1",":"
"0521","skriftlig","personer","2015","norsk_prover","a1",":"
"0521","skriftlig","prosent","2015","norsk_prover","a1",":"
"0528","lese","personer","2015","norsk_prover","a1","2"
"0528","lese","prosent","2015","norsk_prover","a1","15"
"0528","lytting","personer","2015","norsk_prover","a1","0"
"0528","lytting","prosent","2015","norsk_prover","a1","0"
"0528","muntlig","personer","2015","norsk_prover","a1",":"
"0528","muntlig","prosent","2015","norsk_prover","a1",":"
"0528","skriftlig","personer","2015","norsk_prover","a1","1"
"0528","skriftlig","prosent","2015","norsk_prover","a1","8"
"0529","lese","personer","2015","norsk_prover","a1","4"
"0529","lese","prosent","2015","norsk_prover","a1","19"
"0529","lytting","personer","2015","norsk_prover","a1","4"
"0529","lytting","prosent","2015","norsk_prover","a1","17"
"0529","muntlig","personer","2015","norsk_prover","a1","1"
"0529","muntlig","prosent","2015","norsk_prover","a1","4"
"0529","skriftlig","personer","2015","norsk_prover","a1","5"
"0529","skriftlig","prosent","2015","norsk_prover","a1","19"
"0533","lese","personer","2015","norsk_prover","a1","5"
"0533","lese","prosent","2015","norsk_prover","a1","12"
"0533","lytting","personer","2015","norsk_prover","a1","1"
"0533","lytting","prosent","2015","norsk_prover","a1","2"
"0533","muntlig","personer","2015","norsk_prover","a1","2"
"0533","muntlig","prosent","2015","norsk_prover","a1","4"
"0533","skriftlig","personer","2015","norsk_prover","a1","13"
"0533","skriftlig","prosent","2015","norsk_prover","a1","28"
"0536","lese","personer","2015","norsk_prover","a1",":"
"0536","lese","prosent","2015","norsk_prover","a1",":"
"0536","lytting","personer","2015","norsk_prover","a1",":"
"0536","lytting","prosent","2015","norsk_prover","a1",":"
"0536","muntlig","personer","2015","norsk_prover","a1",":"
"0536","muntlig","prosent","2015","norsk_prover","a1",":"
"0536","skriftlig","personer","2015","norsk_prover","a1",":"
"0536","skriftlig","prosent","2015","norsk_prover","a1",":"
"0538","lese","personer","2015","norsk_prover","a1","4"
"0538","lese","prosent","2015","norsk_prover","a1","31"
"0538","lytting","personer","2015","norsk_prover","a1","3"
"0538","lytting","prosent","2015","norsk_prover","a1","27"
"0538","muntlig","personer","2015","norsk_prover","a1","3"
"0538","muntlig","prosent","2015","norsk_prover","a1","23"
"0538","skriftlig","personer","2015","norsk_prover","a1","7"
"0538","skriftlig","prosent","2015","norsk_prover","a1","50"
"0540","lese","personer","2015","norsk_prover","a1",":"
"0540","lese","prosent","2015","norsk_prover","a1",":"
"0540","lytting","personer","2015","norsk_prover","a1",":"
"0540","lytting","prosent","2015","norsk_prover","a1",":"
"0540","muntlig","personer","2015","norsk_prover","a1",":"
"0540","muntlig","prosent","2015","norsk_prover","a1",":"
"0540","skriftlig","personer","2015","norsk_prover","a1",":"
"0540","skriftlig","prosent","2015","norsk_prover","a1","14"
"0542","lese","personer","2015","norsk_prover","a1","1"
"0542","lese","prosent","2015","norsk_prover","a1","8"
"0542","lytting","personer","2015","norsk_prover","a1","3"
"0542","lytting","prosent","2015","norsk_prover","a1","23"
"0542","muntlig","personer","2015","norsk_prover","a1","1"
"0542","muntlig","prosent","2015","norsk_prover","a1","7"
"0542","skriftlig","personer","2015","norsk_prover","a1","2"
"0542","skriftlig","prosent","2015","norsk_prover","a1","14"
"0543","lese","personer","2015","norsk_prover","a1",":"
"0543","lese","prosent","2015","norsk_prover","a1",":"
"0543","lytting","personer","2015","norsk_prover","a1",":"
"0543","lytting","prosent","2015","norsk_prover","a1",":"
"0543","muntlig","personer","2015","norsk_prover","a1",":"
"0543","muntlig","prosent","2015","norsk_prover","a1",":"
"0543","skriftlig","personer","2015","norsk_prover","a1",":"
"0543","skriftlig","prosent","2015","norsk_prover","a1",":"
"0545","lese","personer","2015","norsk_prover","a1",":"
"0545","lese","prosent","2015","norsk_prover","a1",":"
"0545","lytting","personer","2015","norsk_prover","a1",":"
"0545","lytting","prosent","2015","norsk_prover","a1",":"
"0545","muntlig","personer","2015","norsk_prover","a1",":"
"0545","muntlig","prosent","2015","norsk_prover","a1",":"
"0545","skriftlig","personer","2015","norsk_prover","a1",":"
"0545","skriftlig","prosent","2015","norsk_prover","a1",":"
"0602","lese","personer","2015","norsk_prover","a1","18"
"0602","lese","prosent","2015","norsk_prover","a1","18"
"0602","lytting","personer","2015","norsk_prover","a1","9"
"0602","lytting","prosent","2015","norsk_prover","a1","9"
"0602","muntlig","personer","2015","norsk_prover","a1","6"
"0602","muntlig","prosent","2015","norsk_prover","a1","6"
"0602","skriftlig","personer","2015","norsk_prover","a1","24"
"0602","skriftlig","prosent","2015","norsk_prover","a1","21"
"0604","lese","personer","2015","norsk_prover","a1","3"
"0604","lese","prosent","2015","norsk_prover","a1","8"
"0604","lytting","personer","2015","norsk_prover","a1","0"
"0604","lytting","prosent","2015","norsk_prover","a1","0"
"0604","muntlig","personer","2015","norsk_prover","a1","2"
"0604","muntlig","prosent","2015","norsk_prover","a1","5"
"0604","skriftlig","personer","2015","norsk_prover","a1","2"
"0604","skriftlig","prosent","2015","norsk_prover","a1","5"
"0605","lese","personer","2015","norsk_prover","a1","4"
"0605","lese","prosent","2015","norsk_prover","a1","8"
"0605","lytting","personer","2015","norsk_prover","a1","2"
"0605","lytting","prosent","2015","norsk_prover","a1","4"
"0605","muntlig","personer","2015","norsk_prover","a1","4"
"0605","muntlig","prosent","2015","norsk_prover","a1","8"
"0605","skriftlig","personer","2015","norsk_prover","a1","8"
"0605","skriftlig","prosent","2015","norsk_prover","a1","15"
"0617","lese","personer","2015","norsk_prover","a1","4"
"0617","lese","prosent","2015","norsk_prover","a1","12"
"0617","lytting","personer","2015","norsk_prover","a1","2"
"0617","lytting","prosent","2015","norsk_prover","a1","6"
"0617","muntlig","personer","2015","norsk_prover","a1","3"
"0617","muntlig","prosent","2015","norsk_prover","a1","9"
"0617","skriftlig","personer","2015","norsk_prover","a1","6"
"0617","skriftlig","prosent","2015","norsk_prover","a1","18"
"0619","lese","personer","2015","norsk_prover","a1",":"
"0619","lese","prosent","2015","norsk_prover","a1",":"
"0619","lytting","personer","2015","norsk_prover","a1",":"
"0619","lytting","prosent","2015","norsk_prover","a1",":"
"0619","muntlig","personer","2015","norsk_prover","a1",":"
"0619","muntlig","prosent","2015","norsk_prover","a1",":"
"0619","skriftlig","personer","2015","norsk_prover","a1",":"
"0619","skriftlig","prosent","2015","norsk_prover","a1",":"
"0623","lese","personer","2015","norsk_prover","a1","2"
"0623","lese","prosent","2015","norsk_prover","a1","14"
"0623","lytting","personer","2015","norsk_prover","a1","0"
"0623","lytting","prosent","2015","norsk_prover","a1","0"
"0623","muntlig","personer","2015","norsk_prover","a1","0"
"0623","muntlig","prosent","2015","norsk_prover","a1","0"
"0623","skriftlig","personer","2015","norsk_prover","a1","4"
"0623","skriftlig","prosent","2015","norsk_prover","a1","29"
"0624","lese","personer","2015","norsk_prover","a1","19"
"0624","lese","prosent","2015","norsk_prover","a1","35"
"0624","lytting","personer","2015","norsk_prover","a1","15"
"0624","lytting","prosent","2015","norsk_prover","a1","28"
"0624","muntlig","personer","2015","norsk_prover","a1","10"
"0624","muntlig","prosent","2015","norsk_prover","a1","17"
"0624","skriftlig","personer","2015","norsk_prover","a1","29"
"0624","skriftlig","prosent","2015","norsk_prover","a1","41"
"0625","lese","personer","2015","norsk_prover","a1","2"
"0625","lese","prosent","2015","norsk_prover","a1","10"
"0625","lytting","personer","2015","norsk_prover","a1","2"
"0625","lytting","prosent","2015","norsk_prover","a1","10"
"0625","muntlig","personer","2015","norsk_prover","a1","2"
"0625","muntlig","prosent","2015","norsk_prover","a1","6"
"0625","skriftlig","personer","2015","norsk_prover","a1","2"
"0625","skriftlig","prosent","2015","norsk_prover","a1","9"
"0626","lese","personer","2015","norsk_prover","a1","3"
"0626","lese","prosent","2015","norsk_prover","a1","5"
"0626","lytting","personer","2015","norsk_prover","a1","4"
"0626","lytting","prosent","2015","norsk_prover","a1","7"
"0626","muntlig","personer","2015","norsk_prover","a1","2"
"0626","muntlig","prosent","2015","norsk_prover","a1","4"
"0626","skriftlig","personer","2015","norsk_prover","a1","10"
"0626","skriftlig","prosent","2015","norsk_prover","a1","14"
"0628","lese","personer","2015","norsk_prover","a1","2"
"0628","lese","prosent","2015","norsk_prover","a1","14"
"0628","lytting","personer","2015","norsk_prover","a1","0"
"0628","lytting","prosent","2015","norsk_prover","a1","0"
"0628","muntlig","personer","2015","norsk_prover","a1","0"
"0628","muntlig","prosent","2015","norsk_prover","a1","0"
"0628","skriftlig","personer","2015","norsk_prover","a1","2"
"0628","skriftlig","prosent","2015","norsk_prover","a1","14"
"0633","lese","personer","2015","norsk_prover","a1","6"
"0633","lese","prosent","2015","norsk_prover","a1","35"
"0633","lytting","personer","2015","norsk_prover","a1","7"
"0633","lytting","prosent","2015","norsk_prover","a1","41"
"0633","muntlig","personer","2015","norsk_prover","a1","5"
"0633","muntlig","prosent","2015","norsk_prover","a1","29"
"0633","skriftlig","personer","2015","norsk_prover","a1","9"
"0633","skriftlig","prosent","2015","norsk_prover","a1","53"
"0701","lese","personer","2015","norsk_prover","a1","7"
"0701","lese","prosent","2015","norsk_prover","a1","16"
"0701","lytting","personer","2015","norsk_prover","a1","10"
"0701","lytting","prosent","2015","norsk_prover","a1","23"
"0701","muntlig","personer","2015","norsk_prover","a1","8"
"0701","muntlig","prosent","2015","norsk_prover","a1","19"
"0701","skriftlig","personer","2015","norsk_prover","a1","10"
"0701","skriftlig","prosent","2015","norsk_prover","a1","22"
"0704","lese","personer","2015","norsk_prover","a1","7"
"0704","lese","prosent","2015","norsk_prover","a1","10"
"0704","lytting","personer","2015","norsk_prover","a1","4"
"0704","lytting","prosent","2015","norsk_prover","a1","6"
"0704","muntlig","personer","2015","norsk_prover","a1","7"
"0704","muntlig","prosent","2015","norsk_prover","a1","11"
"0704","skriftlig","personer","2015","norsk_prover","a1","8"
"0704","skriftlig","prosent","2015","norsk_prover","a1","11"
"0706","lese","personer","2015","norsk_prover","a1","3"
