"aar","bydel_nr","innvkat_3","vreg_3","tabellvariabel","tabell_navn","enhet"
"2006","030108","befolkningen_ellers","alle","369","arbledige_innvkat_land","personer"
"2006","030108","innvandrere","1","23","arbledige_innvkat_land","personer"
"2006","030108","innvandrere","2","291","arbledige_innvkat_land","personer"
"2006","030108","innvandrere","alle","314","arbledige_innvkat_land","personer"
"2006","030109","alle","alle","529","arbledige_innvkat_land","personer"
"2006","030109","befolkningen_ellers","alle","221","arbledige_innvkat_land","personer"
"2006","030109","innvandrere","1","32","arbledige_innvkat_land","personer"
"2006","030109","innvandrere","2","276","arbledige_innvkat_land","personer"
"2006","030109","innvandrere","alle","308","arbledige_innvkat_land","personer"
"2006","030110","alle","alle","587","arbledige_innvkat_land","personer"
"2006","030110","befolkningen_ellers","alle","244","arbledige_innvkat_land","personer"
"2006","030110","innvandrere","1","25","arbledige_innvkat_land","personer"
"2006","030110","innvandrere","2","318","arbledige_innvkat_land","personer"
"2006","030110","innvandrere","alle","343","arbledige_innvkat_land","personer"
"2006","030111","alle","alle","324","arbledige_innvkat_land","personer"
"2006","030111","befolkningen_ellers","alle","157","arbledige_innvkat_land","personer"
"2006","030111","innvandrere","1","12","arbledige_innvkat_land","personer"
"2006","030111","innvandrere","2","155","arbledige_innvkat_land","personer"
"2006","030111","innvandrere","alle","167","arbledige_innvkat_land","personer"
"2006","030112","alle","alle","253","arbledige_innvkat_land","personer"
"2006","030112","befolkningen_ellers","alle","135","arbledige_innvkat_land","personer"
"2006","030112","innvandrere","1","19","arbledige_innvkat_land","personer"
"2006","030112","innvandrere","2","99","arbledige_innvkat_land","personer"
"2006","030112","innvandrere","alle","118","arbledige_innvkat_land","personer"
"2006","030113","alle","alle","406","arbledige_innvkat_land","personer"
"2006","030113","befolkningen_ellers","alle","175","arbledige_innvkat_land","personer"
"2006","030113","innvandrere","1","10","arbledige_innvkat_land","personer"
"2006","030113","innvandrere","2","221","arbledige_innvkat_land","personer"
"2006","030113","innvandrere","alle","231","arbledige_innvkat_land","personer"
"2006","030114","alle","alle","182","arbledige_innvkat_land","personer"
"2006","030114","befolkningen_ellers","alle","86","arbledige_innvkat_land","personer"
"2006","030114","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","030114","innvandrere","2","94","arbledige_innvkat_land","personer"
"2006","030114","innvandrere","alle","96","arbledige_innvkat_land","personer"
"2006","030115","alle","alle","213","arbledige_innvkat_land","personer"
"2006","030115","befolkningen_ellers","alle","92","arbledige_innvkat_land","personer"
"2006","030115","innvandrere","1","6","arbledige_innvkat_land","personer"
"2006","030115","innvandrere","2","115","arbledige_innvkat_land","personer"
"2006","030115","innvandrere","alle","121","arbledige_innvkat_land","personer"
"2006","030116","alle","alle","144","arbledige_innvkat_land","personer"
"2006","030116","befolkningen_ellers","alle","47","arbledige_innvkat_land","personer"
"2006","030116","innvandrere","1","5","arbledige_innvkat_land","personer"
"2006","030116","innvandrere","2","92","arbledige_innvkat_land","personer"
"2006","030116","innvandrere","alle","97","arbledige_innvkat_land","personer"
"2006","030117","alle","alle","344","arbledige_innvkat_land","personer"
"2006","030117","befolkningen_ellers","alle","100","arbledige_innvkat_land","personer"
"2006","030117","innvandrere","1","8","arbledige_innvkat_land","personer"
"2006","030117","innvandrere","2","236","arbledige_innvkat_land","personer"
"2006","030117","innvandrere","alle","244","arbledige_innvkat_land","personer"
"2006","030199","alle","alle","91","arbledige_innvkat_land","personer"
"2006","030199","befolkningen_ellers","alle","61","arbledige_innvkat_land","personer"
"2006","030199","innvandrere","1","8","arbledige_innvkat_land","personer"
"2006","030199","innvandrere","2","22","arbledige_innvkat_land","personer"
"2006","030199","innvandrere","alle","30","arbledige_innvkat_land","personer"
"2007","00","alle","alle","49515","arbledige_innvkat_land","personer"
"2007","00","befolkningen_ellers","alle","35587","arbledige_innvkat_land","personer"
"2007","00","innvandrere","1","1975","arbledige_innvkat_land","personer"
"2007","00","innvandrere","2","11953","arbledige_innvkat_land","personer"
"2007","00","innvandrere","alle","13928","arbledige_innvkat_land","personer"
"2007","030101","alle","alle","826","arbledige_innvkat_land","personer"
"2007","030101","befolkningen_ellers","alle","414","arbledige_innvkat_land","personer"
"2007","030101","innvandrere","1","49","arbledige_innvkat_land","personer"
"2007","030101","innvandrere","2","363","arbledige_innvkat_land","personer"
"2007","030101","innvandrere","alle","412","arbledige_innvkat_land","personer"
"2007","030102","alle","alle","606","arbledige_innvkat_land","personer"
"2007","030102","befolkningen_ellers","alle","330","arbledige_innvkat_land","personer"
"2007","030102","innvandrere","1","38","arbledige_innvkat_land","personer"
"2007","030102","innvandrere","2","238","arbledige_innvkat_land","personer"
"2007","030102","innvandrere","alle","276","arbledige_innvkat_land","personer"
"2007","030103","alle","alle","770","arbledige_innvkat_land","personer"
"2007","030103","befolkningen_ellers","alle","407","arbledige_innvkat_land","personer"
"2007","030103","innvandrere","1","51","arbledige_innvkat_land","personer"
"2007","030103","innvandrere","2","312","arbledige_innvkat_land","personer"
"2007","030103","innvandrere","alle","363","arbledige_innvkat_land","personer"
"2007","030104","alle","alle","719","arbledige_innvkat_land","personer"
"2007","030104","befolkningen_ellers","alle","331","arbledige_innvkat_land","personer"
"2007","030104","innvandrere","1","36","arbledige_innvkat_land","personer"
"2007","030104","innvandrere","2","352","arbledige_innvkat_land","personer"
"2007","030104","innvandrere","alle","388","arbledige_innvkat_land","personer"
"2007","030105","alle","alle","607","arbledige_innvkat_land","personer"
"2007","030105","befolkningen_ellers","alle","332","arbledige_innvkat_land","personer"
"2007","030105","innvandrere","1","38","arbledige_innvkat_land","personer"
"2007","030105","innvandrere","2","237","arbledige_innvkat_land","personer"
"2007","030105","innvandrere","alle","275","arbledige_innvkat_land","personer"
"2007","030106","alle","alle","580","arbledige_innvkat_land","personer"
"2007","030106","befolkningen_ellers","alle","283","arbledige_innvkat_land","personer"
"2007","030106","innvandrere","1","38","arbledige_innvkat_land","personer"
"2007","030106","innvandrere","2","259","arbledige_innvkat_land","personer"
"2007","030106","innvandrere","alle","297","arbledige_innvkat_land","personer"
"2007","030107","alle","alle","553","arbledige_innvkat_land","personer"
"2007","030107","befolkningen_ellers","alle","237","arbledige_innvkat_land","personer"
"2007","030107","innvandrere","1","34","arbledige_innvkat_land","personer"
"2007","030107","innvandrere","2","282","arbledige_innvkat_land","personer"
"2007","030107","innvandrere","alle","316","arbledige_innvkat_land","personer"
"2007","030108","alle","alle","507","arbledige_innvkat_land","personer"
"2007","030108","befolkningen_ellers","alle","253","arbledige_innvkat_land","personer"
"2007","030108","innvandrere","1","25","arbledige_innvkat_land","personer"
"2007","030108","innvandrere","2","229","arbledige_innvkat_land","personer"
"2007","030108","innvandrere","alle","254","arbledige_innvkat_land","personer"
"2007","030109","alle","alle","422","arbledige_innvkat_land","personer"
"2007","030109","befolkningen_ellers","alle","184","arbledige_innvkat_land","personer"
"2007","030109","innvandrere","1","25","arbledige_innvkat_land","personer"
"2007","030109","innvandrere","2","213","arbledige_innvkat_land","personer"
"2007","030109","innvandrere","alle","238","arbledige_innvkat_land","personer"
"2007","030110","alle","alle","477","arbledige_innvkat_land","personer"
"2007","030110","befolkningen_ellers","alle","172","arbledige_innvkat_land","personer"
"2007","030110","innvandrere","1","14","arbledige_innvkat_land","personer"
"2007","030110","innvandrere","2","291","arbledige_innvkat_land","personer"
"2007","030110","innvandrere","alle","305","arbledige_innvkat_land","personer"
"2007","030111","alle","alle","285","arbledige_innvkat_land","personer"
"2007","030111","befolkningen_ellers","alle","111","arbledige_innvkat_land","personer"
"2007","030111","innvandrere","1","13","arbledige_innvkat_land","personer"
"2007","030111","innvandrere","2","161","arbledige_innvkat_land","personer"
"2007","030111","innvandrere","alle","174","arbledige_innvkat_land","personer"
"2007","030112","alle","alle","197","arbledige_innvkat_land","personer"
"2007","030112","befolkningen_ellers","alle","96","arbledige_innvkat_land","personer"
"2007","030112","innvandrere","1","12","arbledige_innvkat_land","personer"
"2007","030112","innvandrere","2","89","arbledige_innvkat_land","personer"
"2007","030112","innvandrere","alle","101","arbledige_innvkat_land","personer"
"2007","030113","alle","alle","333","arbledige_innvkat_land","personer"
"2007","030113","befolkningen_ellers","alle","120","arbledige_innvkat_land","personer"
"2007","030113","innvandrere","1","18","arbledige_innvkat_land","personer"
"2007","030113","innvandrere","2","195","arbledige_innvkat_land","personer"
"2007","030113","innvandrere","alle","213","arbledige_innvkat_land","personer"
"2007","030114","alle","alle","180","arbledige_innvkat_land","personer"
"2007","030114","befolkningen_ellers","alle","79","arbledige_innvkat_land","personer"
"2007","030114","innvandrere","1","5","arbledige_innvkat_land","personer"
"2007","030114","innvandrere","2","96","arbledige_innvkat_land","personer"
"2007","030114","innvandrere","alle","101","arbledige_innvkat_land","personer"
"2007","030115","alle","alle","177","arbledige_innvkat_land","personer"
"2007","030115","befolkningen_ellers","alle","72","arbledige_innvkat_land","personer"
"2007","030115","innvandrere","1","6","arbledige_innvkat_land","personer"
"2007","030115","innvandrere","2","99","arbledige_innvkat_land","personer"
"2007","030115","innvandrere","alle","105","arbledige_innvkat_land","personer"
"2007","030116","alle","alle","132","arbledige_innvkat_land","personer"
"2007","030116","befolkningen_ellers","alle","48","arbledige_innvkat_land","personer"
"2007","030116","innvandrere","1","3","arbledige_innvkat_land","personer"
"2007","030116","innvandrere","2","81","arbledige_innvkat_land","personer"
"2007","030116","innvandrere","alle","84","arbledige_innvkat_land","personer"
"2007","030117","alle","alle","274","arbledige_innvkat_land","personer"
"2007","030117","befolkningen_ellers","alle","68","arbledige_innvkat_land","personer"
"2007","030117","innvandrere","1","11","arbledige_innvkat_land","personer"
"2007","030117","innvandrere","2","195","arbledige_innvkat_land","personer"
"2007","030117","innvandrere","alle","206","arbledige_innvkat_land","personer"
"2007","030199","alle","alle","77","arbledige_innvkat_land","personer"
"2007","030199","befolkningen_ellers","alle","47","arbledige_innvkat_land","personer"
"2007","030199","innvandrere","1","5","arbledige_innvkat_land","personer"
"2007","030199","innvandrere","2","25","arbledige_innvkat_land","personer"
"2007","030199","innvandrere","alle","30","arbledige_innvkat_land","personer"
"2008","00","alle","alle","57480","arbledige_innvkat_land","personer"
"2008","00","befolkningen_ellers","alle","40495","arbledige_innvkat_land","personer"
"2008","00","innvandrere","1","3605","arbledige_innvkat_land","personer"
"2008","00","innvandrere","2","13380","arbledige_innvkat_land","personer"
"2008","00","innvandrere","alle","16985","arbledige_innvkat_land","personer"
"2008","030101","alle","alle","993","arbledige_innvkat_land","personer"
"2008","030101","befolkningen_ellers","alle","436","arbledige_innvkat_land","personer"
"2008","030101","innvandrere","1","113","arbledige_innvkat_land","personer"
"2008","030101","innvandrere","2","444","arbledige_innvkat_land","personer"
"2008","030101","innvandrere","alle","557","arbledige_innvkat_land","personer"
"2008","030102","alle","alle","747","arbledige_innvkat_land","personer"
"2008","030102","befolkningen_ellers","alle","388","arbledige_innvkat_land","personer"
"2008","030102","innvandrere","1","73","arbledige_innvkat_land","personer"
"2008","030102","innvandrere","2","286","arbledige_innvkat_land","personer"
"2008","030102","innvandrere","alle","359","arbledige_innvkat_land","personer"
"2008","030103","alle","alle","834","arbledige_innvkat_land","personer"
"2008","030103","befolkningen_ellers","alle","423","arbledige_innvkat_land","personer"
"2008","030103","innvandrere","1","75","arbledige_innvkat_land","personer"
"2008","030103","innvandrere","2","336","arbledige_innvkat_land","personer"
"2008","030103","innvandrere","alle","411","arbledige_innvkat_land","personer"
"2008","030104","alle","alle","838","arbledige_innvkat_land","personer"
"2008","030104","befolkningen_ellers","alle","375","arbledige_innvkat_land","personer"
"2008","030104","innvandrere","1","91","arbledige_innvkat_land","personer"
"2008","030104","innvandrere","2","372","arbledige_innvkat_land","personer"
"2008","030104","innvandrere","alle","463","arbledige_innvkat_land","personer"
"2008","030105","alle","alle","700","arbledige_innvkat_land","personer"
"2008","030105","befolkningen_ellers","alle","323","arbledige_innvkat_land","personer"
"2008","030105","innvandrere","1","58","arbledige_innvkat_land","personer"
"2008","030105","innvandrere","2","319","arbledige_innvkat_land","personer"
"2008","030105","innvandrere","alle","377","arbledige_innvkat_land","personer"
"2008","030106","alle","alle","738","arbledige_innvkat_land","personer"
"2008","030106","befolkningen_ellers","alle","365","arbledige_innvkat_land","personer"
"2008","030106","innvandrere","1","66","arbledige_innvkat_land","personer"
"2008","030106","innvandrere","2","307","arbledige_innvkat_land","personer"
"2008","030106","innvandrere","alle","373","arbledige_innvkat_land","personer"
"2008","030107","alle","alle","679","arbledige_innvkat_land","personer"
"2008","030107","befolkningen_ellers","alle","273","arbledige_innvkat_land","personer"
"2008","030107","innvandrere","1","54","arbledige_innvkat_land","personer"
"2008","030107","innvandrere","2","352","arbledige_innvkat_land","personer"
"2008","030107","innvandrere","alle","406","arbledige_innvkat_land","personer"
"2008","030108","alle","alle","619","arbledige_innvkat_land","personer"
"2008","030108","befolkningen_ellers","alle","283","arbledige_innvkat_land","personer"
"2008","030108","innvandrere","1","46","arbledige_innvkat_land","personer"
"2008","030108","innvandrere","2","290","arbledige_innvkat_land","personer"
"2008","030108","innvandrere","alle","336","arbledige_innvkat_land","personer"
"2008","030109","alle","alle","499","arbledige_innvkat_land","personer"
"2008","030109","befolkningen_ellers","alle","210","arbledige_innvkat_land","personer"
"2008","030109","innvandrere","1","32","arbledige_innvkat_land","personer"
"2008","030109","innvandrere","2","257","arbledige_innvkat_land","personer"
"2008","030109","innvandrere","alle","289","arbledige_innvkat_land","personer"
"2008","030110","alle","alle","487","arbledige_innvkat_land","personer"
"2008","030110","befolkningen_ellers","alle","177","arbledige_innvkat_land","personer"
"2008","030110","innvandrere","1","37","arbledige_innvkat_land","personer"
"2008","030110","innvandrere","2","273","arbledige_innvkat_land","personer"
"2008","030110","innvandrere","alle","310","arbledige_innvkat_land","personer"
"2008","030111","alle","alle","294","arbledige_innvkat_land","personer"
"2008","030111","befolkningen_ellers","alle","116","arbledige_innvkat_land","personer"
"2008","030111","innvandrere","1","18","arbledige_innvkat_land","personer"
"2008","030111","innvandrere","2","160","arbledige_innvkat_land","personer"
"2008","030111","innvandrere","alle","178","arbledige_innvkat_land","personer"
"2008","030112","alle","alle","219","arbledige_innvkat_land","personer"
"2008","030112","befolkningen_ellers","alle","104","arbledige_innvkat_land","personer"
"2008","030112","innvandrere","1","23","arbledige_innvkat_land","personer"
"2008","030112","innvandrere","2","92","arbledige_innvkat_land","personer"
"2008","030112","innvandrere","alle","115","arbledige_innvkat_land","personer"
"2008","030113","alle","alle","371","arbledige_innvkat_land","personer"
"2008","030113","befolkningen_ellers","alle","133","arbledige_innvkat_land","personer"
"2008","030113","innvandrere","1","31","arbledige_innvkat_land","personer"
"2008","030113","innvandrere","2","207","arbledige_innvkat_land","personer"
"2008","030113","innvandrere","alle","238","arbledige_innvkat_land","personer"
"2008","030114","alle","alle","197","arbledige_innvkat_land","personer"
"2008","030114","befolkningen_ellers","alle","76","arbledige_innvkat_land","personer"
"2008","030114","innvandrere","1","11","arbledige_innvkat_land","personer"
"2008","030114","innvandrere","2","110","arbledige_innvkat_land","personer"
"2008","030114","innvandrere","alle","121","arbledige_innvkat_land","personer"
"2008","030115","alle","alle","214","arbledige_innvkat_land","personer"
"2008","030115","befolkningen_ellers","alle","79","arbledige_innvkat_land","personer"
"2008","030115","innvandrere","1","5","arbledige_innvkat_land","personer"
"2008","030115","innvandrere","2","130","arbledige_innvkat_land","personer"
"2008","030115","innvandrere","alle","135","arbledige_innvkat_land","personer"
"2008","030116","alle","alle","159","arbledige_innvkat_land","personer"
"2008","030116","befolkningen_ellers","alle","49","arbledige_innvkat_land","personer"
"2008","030116","innvandrere","1","4","arbledige_innvkat_land","personer"
"2008","030116","innvandrere","2","106","arbledige_innvkat_land","personer"
"2008","030116","innvandrere","alle","110","arbledige_innvkat_land","personer"
"2008","030117","alle","alle","338","arbledige_innvkat_land","personer"
"2008","030117","befolkningen_ellers","alle","76","arbledige_innvkat_land","personer"
"2008","030117","innvandrere","1","9","arbledige_innvkat_land","personer"
"2008","030117","innvandrere","2","253","arbledige_innvkat_land","personer"
"2008","030117","innvandrere","alle","262","arbledige_innvkat_land","personer"
"2008","030199","alle","alle","100","arbledige_innvkat_land","personer"
"2008","030199","befolkningen_ellers","alle","50","arbledige_innvkat_land","personer"
"2008","030199","innvandrere","1","20","arbledige_innvkat_land","personer"
"2008","030199","innvandrere","2","30","arbledige_innvkat_land","personer"
"2008","030199","innvandrere","alle","50","arbledige_innvkat_land","personer"
"2009","00","alle","alle","85441","arbledige_innvkat_land","personer"
"2009","00","befolkningen_ellers","alle","59231","arbledige_innvkat_land","personer"
"2009","00","innvandrere","1","7940","arbledige_innvkat_land","personer"
"2009","00","innvandrere","2","18270","arbledige_innvkat_land","personer"
"2009","00","innvandrere","alle","26210","arbledige_innvkat_land","personer"
"2009","030101","alle","alle","1534","arbledige_innvkat_land","personer"
"2009","030101","befolkningen_ellers","alle","713","arbledige_innvkat_land","personer"
"2009","030101","innvandrere","1","215","arbledige_innvkat_land","personer"
"2009","030101","innvandrere","2","606","arbledige_innvkat_land","personer"
"2009","030101","innvandrere","alle","821","arbledige_innvkat_land","personer"
"2009","030102","alle","alle","1193","arbledige_innvkat_land","personer"
"2009","030102","befolkningen_ellers","alle","629","arbledige_innvkat_land","personer"
"2009","030102","innvandrere","1","132","arbledige_innvkat_land","personer"
"2009","030102","innvandrere","2","432","arbledige_innvkat_land","personer"
"2009","030102","innvandrere","alle","564","arbledige_innvkat_land","personer"
"2009","030103","alle","alle","1333","arbledige_innvkat_land","personer"
"2009","030103","befolkningen_ellers","alle","651","arbledige_innvkat_land","personer"
"2009","030103","innvandrere","1","154","arbledige_innvkat_land","personer"
"2009","030103","innvandrere","2","528","arbledige_innvkat_land","personer"
"2009","030103","innvandrere","alle","682","arbledige_innvkat_land","personer"
"2009","030104","alle","alle","1364","arbledige_innvkat_land","personer"
"2009","030104","befolkningen_ellers","alle","646","arbledige_innvkat_land","personer"
"2009","030104","innvandrere","1","174","arbledige_innvkat_land","personer"
"2009","030104","innvandrere","2","544","arbledige_innvkat_land","personer"
"2009","030104","innvandrere","alle","718","arbledige_innvkat_land","personer"
"2009","030105","alle","alle","1112","arbledige_innvkat_land","personer"
"2009","030105","befolkningen_ellers","alle","549","arbledige_innvkat_land","personer"
"2009","030105","innvandrere","1","151","arbledige_innvkat_land","personer"
"2009","030105","innvandrere","2","412","arbledige_innvkat_land","personer"
"2009","030105","innvandrere","alle","563","arbledige_innvkat_land","personer"
"2009","030106","alle","alle","1144","arbledige_innvkat_land","personer"
"2009","030106","befolkningen_ellers","alle","573","arbledige_innvkat_land","personer"
"2009","030106","innvandrere","1","129","arbledige_innvkat_land","personer"
"2009","030106","innvandrere","2","442","arbledige_innvkat_land","personer"
"2009","030106","innvandrere","alle","571","arbledige_innvkat_land","personer"
"2009","030107","alle","alle","941","arbledige_innvkat_land","personer"
"2009","030107","befolkningen_ellers","alle","391","arbledige_innvkat_land","personer"
"2009","030107","innvandrere","1","111","arbledige_innvkat_land","personer"
"2009","030107","innvandrere","2","439","arbledige_innvkat_land","personer"
"2009","030107","innvandrere","alle","550","arbledige_innvkat_land","personer"
"2009","030108","alle","alle","965","arbledige_innvkat_land","personer"
"2009","030108","befolkningen_ellers","alle","455","arbledige_innvkat_land","personer"
"2009","030108","innvandrere","1","117","arbledige_innvkat_land","personer"
"2009","030108","innvandrere","2","393","arbledige_innvkat_land","personer"
"2009","030108","innvandrere","alle","510","arbledige_innvkat_land","personer"
"2009","030109","alle","alle","776","arbledige_innvkat_land","personer"
"2009","030109","befolkningen_ellers","alle","317","arbledige_innvkat_land","personer"
"2009","030109","innvandrere","1","85","arbledige_innvkat_land","personer"
"2009","030109","innvandrere","2","374","arbledige_innvkat_land","personer"
"2009","030109","innvandrere","alle","459","arbledige_innvkat_land","personer"
"2009","030110","alle","alle","748","arbledige_innvkat_land","personer"
"2009","030110","befolkningen_ellers","alle","314","arbledige_innvkat_land","personer"
"2009","030110","innvandrere","1","54","arbledige_innvkat_land","personer"
"2009","030110","innvandrere","2","380","arbledige_innvkat_land","personer"
"2009","030110","innvandrere","alle","434","arbledige_innvkat_land","personer"
"2009","030111","alle","alle","444","arbledige_innvkat_land","personer"
"2009","030111","befolkningen_ellers","alle","197","arbledige_innvkat_land","personer"
"2009","030111","innvandrere","1","34","arbledige_innvkat_land","personer"
"2009","030111","innvandrere","2","213","arbledige_innvkat_land","personer"
"2009","030111","innvandrere","alle","247","arbledige_innvkat_land","personer"
"2009","030112","alle","alle","357","arbledige_innvkat_land","personer"
"2009","030112","befolkningen_ellers","alle","171","arbledige_innvkat_land","personer"
"2009","030112","innvandrere","1","56","arbledige_innvkat_land","personer"
"2009","030112","innvandrere","2","130","arbledige_innvkat_land","personer"
"2009","030112","innvandrere","alle","186","arbledige_innvkat_land","personer"
"2009","030113","alle","alle","522","arbledige_innvkat_land","personer"
"2009","030113","befolkningen_ellers","alle","195","arbledige_innvkat_land","personer"
"2009","030113","innvandrere","1","48","arbledige_innvkat_land","personer"
"2009","030113","innvandrere","2","279","arbledige_innvkat_land","personer"
"2009","030113","innvandrere","alle","327","arbledige_innvkat_land","personer"
"2009","030114","alle","alle","320","arbledige_innvkat_land","personer"
"2009","030114","befolkningen_ellers","alle","126","arbledige_innvkat_land","personer"
"2009","030114","innvandrere","1","21","arbledige_innvkat_land","personer"
"2009","030114","innvandrere","2","173","arbledige_innvkat_land","personer"
"2009","030114","innvandrere","alle","194","arbledige_innvkat_land","personer"
"2009","030115","alle","alle","329","arbledige_innvkat_land","personer"
"2009","030115","befolkningen_ellers","alle","130","arbledige_innvkat_land","personer"
"2009","030115","innvandrere","1","23","arbledige_innvkat_land","personer"
"2009","030115","innvandrere","2","176","arbledige_innvkat_land","personer"
"2009","030115","innvandrere","alle","199","arbledige_innvkat_land","personer"
"2009","030116","alle","alle","231","arbledige_innvkat_land","personer"
"2009","030116","befolkningen_ellers","alle","81","arbledige_innvkat_land","personer"
"2009","030116","innvandrere","1","14","arbledige_innvkat_land","personer"
"2009","030116","innvandrere","2","136","arbledige_innvkat_land","personer"
"2009","030116","innvandrere","alle","150","arbledige_innvkat_land","personer"
"2009","030117","alle","alle","471","arbledige_innvkat_land","personer"
"2009","030117","befolkningen_ellers","alle","125","arbledige_innvkat_land","personer"
"2009","030117","innvandrere","1","22","arbledige_innvkat_land","personer"
"2009","030117","innvandrere","2","324","arbledige_innvkat_land","personer"
"2009","030117","innvandrere","alle","346","arbledige_innvkat_land","personer"
"2009","030199","alle","alle","137","arbledige_innvkat_land","personer"
"2009","030199","befolkningen_ellers","alle","83","arbledige_innvkat_land","personer"
"2009","030199","innvandrere","1","27","arbledige_innvkat_land","personer"
"2009","030199","innvandrere","2","27","arbledige_innvkat_land","personer"
"2009","030199","innvandrere","alle","54","arbledige_innvkat_land","personer"
"2010","00","alle","alle","82809","arbledige_innvkat_land","personer"
"2010","00","befolkningen_ellers","alle","55387","arbledige_innvkat_land","personer"
"2010","00","innvandrere","1","9168","arbledige_innvkat_land","personer"
"2010","00","innvandrere","2","18254","arbledige_innvkat_land","personer"
"2010","00","innvandrere","alle","27422","arbledige_innvkat_land","personer"
"2010","030101","alle","alle","1624","arbledige_innvkat_land","personer"
"2010","030101","befolkningen_ellers","alle","718","arbledige_innvkat_land","personer"
"2010","030101","innvandrere","1","250","arbledige_innvkat_land","personer"
"2010","030101","innvandrere","2","656","arbledige_innvkat_land","personer"
"2010","030101","innvandrere","alle","906","arbledige_innvkat_land","personer"
"2010","030102","alle","alle","1170","arbledige_innvkat_land","personer"
"2010","030102","befolkningen_ellers","alle","572","arbledige_innvkat_land","personer"
"2010","030102","innvandrere","1","158","arbledige_innvkat_land","personer"
"2010","030102","innvandrere","2","440","arbledige_innvkat_land","personer"
"2010","030102","innvandrere","alle","598","arbledige_innvkat_land","personer"
"2010","030103","alle","alle","1327","arbledige_innvkat_land","personer"
"2010","030103","befolkningen_ellers","alle","615","arbledige_innvkat_land","personer"
"2010","030103","innvandrere","1","191","arbledige_innvkat_land","personer"
"2010","030103","innvandrere","2","521","arbledige_innvkat_land","personer"
"2010","030103","innvandrere","alle","712","arbledige_innvkat_land","personer"
"2010","030104","alle","alle","1344","arbledige_innvkat_land","personer"
"2010","030104","befolkningen_ellers","alle","606","arbledige_innvkat_land","personer"
"2010","030104","innvandrere","1","224","arbledige_innvkat_land","personer"
"2010","030104","innvandrere","2","514","arbledige_innvkat_land","personer"
"2010","030104","innvandrere","alle","738","arbledige_innvkat_land","personer"
"2010","030105","alle","alle","1096","arbledige_innvkat_land","personer"
"2010","030105","befolkningen_ellers","alle","484","arbledige_innvkat_land","personer"
"2010","030105","innvandrere","1","190","arbledige_innvkat_land","personer"
"2010","030105","innvandrere","2","422","arbledige_innvkat_land","personer"
"2010","030105","innvandrere","alle","612","arbledige_innvkat_land","personer"
"2010","030106","alle","alle","1089","arbledige_innvkat_land","personer"
