"naringsregion_nr","innvkat_3","vreg_3","enhet","aar","tabellvariabel","tabell_navn"
"64","alle","alle","prosent","2014","8.5","vedvarende_lavinntekt"
"65","alle","alle","prosent","2014","8.6","vedvarende_lavinntekt"
"66","alle","alle","prosent","2014","7.7","vedvarende_lavinntekt"
"67","alle","alle","prosent","2014","8.1","vedvarende_lavinntekt"
"68","alle","alle","prosent","2014","9.4","vedvarende_lavinntekt"
"69","alle","alle","prosent","2014","8.7","vedvarende_lavinntekt"
"70","alle","alle","prosent","2014","9.3","vedvarende_lavinntekt"
"71","alle","alle","prosent","2014","7.0","vedvarende_lavinntekt"
"72","alle","alle","prosent","2014","7.1","vedvarende_lavinntekt"
"73","alle","alle","prosent","2014","6.8","vedvarende_lavinntekt"
"74","alle","alle","prosent","2014","7.6","vedvarende_lavinntekt"
"75","alle","alle","prosent","2014","9.5","vedvarende_lavinntekt"
"76","alle","alle","prosent","2014","9.8","vedvarende_lavinntekt"
"77","alle","alle","prosent","2014","7.8","vedvarende_lavinntekt"
"78","alle","alle","prosent","2014","7.1","vedvarende_lavinntekt"
"79","alle","alle","prosent","2014","7.7","vedvarende_lavinntekt"
"80","alle","alle","prosent","2014","8.3","vedvarende_lavinntekt"
"81","alle","alle","prosent","2014","6.3","vedvarende_lavinntekt"
"82","alle","alle","prosent","2014","10.1","vedvarende_lavinntekt"
"83","alle","alle","prosent","2014","7.6","vedvarende_lavinntekt"
"01","innvandrere","1","prosent","2014","24.5","vedvarende_lavinntekt"
"02","innvandrere","1","prosent","2014","22.0","vedvarende_lavinntekt"
"03","innvandrere","1","prosent","2014","22.1","vedvarende_lavinntekt"
"04","innvandrere","1","prosent","2014","22.3","vedvarende_lavinntekt"
"05","innvandrere","1","prosent","2014","17.8","vedvarende_lavinntekt"
"06","innvandrere","1","prosent","2014","16.1","vedvarende_lavinntekt"
"07","innvandrere","1","prosent","2014","19.0","vedvarende_lavinntekt"
"08","innvandrere","1","prosent","2014","18.3","vedvarende_lavinntekt"
"09","innvandrere","1","prosent","2014","20.6","vedvarende_lavinntekt"
"10","innvandrere","1","prosent","2014","26.1","vedvarende_lavinntekt"
"11","innvandrere","1","prosent","2014","23.2","vedvarende_lavinntekt"
"12","innvandrere","1","prosent","2014","23.5","vedvarende_lavinntekt"
"13","innvandrere","1","prosent","2014","29.9","vedvarende_lavinntekt"
"14","innvandrere","1","prosent","2014","22.9","vedvarende_lavinntekt"
"15","innvandrere","1","prosent","2014","24.5","vedvarende_lavinntekt"
"16","innvandrere","1","prosent","2014","22.6","vedvarende_lavinntekt"
"17","innvandrere","1","prosent","2014","29.2","vedvarende_lavinntekt"
"18","innvandrere","1","prosent","2014","32.0","vedvarende_lavinntekt"
"19","innvandrere","1","prosent","2014","34.3","vedvarende_lavinntekt"
"20","innvandrere","1","prosent","2014","19.2","vedvarende_lavinntekt"
"21","innvandrere","1","prosent","2014","23.0","vedvarende_lavinntekt"
"22","innvandrere","1","prosent","2014","18.1","vedvarende_lavinntekt"
"23","innvandrere","1","prosent","2014","27.6","vedvarende_lavinntekt"
"24","innvandrere","1","prosent","2014","23.4","vedvarende_lavinntekt"
"25","innvandrere","1","prosent","2014","23.6","vedvarende_lavinntekt"
"26","innvandrere","1","prosent","2014","23.7","vedvarende_lavinntekt"
"27","innvandrere","1","prosent","2014","23.6","vedvarende_lavinntekt"
"28","innvandrere","1","prosent","2014","32.7","vedvarende_lavinntekt"
"29","innvandrere","1","prosent","2014","26.4","vedvarende_lavinntekt"
"30","innvandrere","1","prosent","2014","27.5","vedvarende_lavinntekt"
"31","innvandrere","1","prosent","2014","24.6","vedvarende_lavinntekt"
"32","innvandrere","1","prosent","2014","24.9","vedvarende_lavinntekt"
"33","innvandrere","1","prosent","2014","20.0","vedvarende_lavinntekt"
"34","innvandrere","1","prosent","2014","21.9","vedvarende_lavinntekt"
"35","innvandrere","1","prosent","2014","18.0","vedvarende_lavinntekt"
"36","innvandrere","1","prosent","2014","10.5","vedvarende_lavinntekt"
"37","innvandrere","1","prosent","2014","23.0","vedvarende_lavinntekt"
"38","innvandrere","1","prosent","2014","15.3","vedvarende_lavinntekt"
"39","innvandrere","1","prosent","2014","12.5","vedvarende_lavinntekt"
"40","innvandrere","1","prosent","2014","19.1","vedvarende_lavinntekt"
"41","innvandrere","1","prosent","2014","18.4","vedvarende_lavinntekt"
"42","innvandrere","1","prosent","2014","16.6","vedvarende_lavinntekt"
"43","innvandrere","1","prosent","2014","20.4","vedvarende_lavinntekt"
"44","innvandrere","1","prosent","2014","17.5","vedvarende_lavinntekt"
"45","innvandrere","1","prosent","2014","18.5","vedvarende_lavinntekt"
"46","innvandrere","1","prosent","2014","19.1","vedvarende_lavinntekt"
"47","innvandrere","1","prosent","2014","16.0","vedvarende_lavinntekt"
"48","innvandrere","1","prosent","2014","21.0","vedvarende_lavinntekt"
"49","innvandrere","1","prosent","2014","19.3","vedvarende_lavinntekt"
"50","innvandrere","1","prosent","2014","19.7","vedvarende_lavinntekt"
"51","innvandrere","1","prosent","2014","16.3","vedvarende_lavinntekt"
"52","innvandrere","1","prosent","2014","24.2","vedvarende_lavinntekt"
"53","innvandrere","1","prosent","2014","19.3","vedvarende_lavinntekt"
"54","innvandrere","1","prosent","2014","16.5","vedvarende_lavinntekt"
"55","innvandrere","1","prosent","2014","15.7","vedvarende_lavinntekt"
"56","innvandrere","1","prosent","2014","19.5","vedvarende_lavinntekt"
"57","innvandrere","1","prosent","2014","25.7","vedvarende_lavinntekt"
"58","innvandrere","1","prosent","2014","16.5","vedvarende_lavinntekt"
"59","innvandrere","1","prosent","2014","23.4","vedvarende_lavinntekt"
"60","innvandrere","1","prosent","2014","27.0","vedvarende_lavinntekt"
"61","innvandrere","1","prosent","2014","18.6","vedvarende_lavinntekt"
"62","innvandrere","1","prosent","2014","21.6","vedvarende_lavinntekt"
"63","innvandrere","1","prosent","2014","25.5","vedvarende_lavinntekt"
"64","innvandrere","1","prosent","2014","23.7","vedvarende_lavinntekt"
"65","innvandrere","1","prosent","2014","16.9","vedvarende_lavinntekt"
"66","innvandrere","1","prosent","2014","26.3","vedvarende_lavinntekt"
"67","innvandrere","1","prosent","2014","23.1","vedvarende_lavinntekt"
"68","innvandrere","1","prosent","2014","20.9","vedvarende_lavinntekt"
"69","innvandrere","1","prosent","2014","25.4","vedvarende_lavinntekt"
"70","innvandrere","1","prosent","2014","17.9","vedvarende_lavinntekt"
"71","innvandrere","1","prosent","2014","18.8","vedvarende_lavinntekt"
"72","innvandrere","1","prosent","2014","20.5","vedvarende_lavinntekt"
"73","innvandrere","1","prosent","2014","19.4","vedvarende_lavinntekt"
"74","innvandrere","1","prosent","2014","23.0","vedvarende_lavinntekt"
"75","innvandrere","1","prosent","2014","25.3","vedvarende_lavinntekt"
"76","innvandrere","1","prosent","2014","28.3","vedvarende_lavinntekt"
"77","innvandrere","1","prosent","2014","17.1","vedvarende_lavinntekt"
"78","innvandrere","1","prosent","2014","17.8","vedvarende_lavinntekt"
"79","innvandrere","1","prosent","2014","20.3","vedvarende_lavinntekt"
"80","innvandrere","1","prosent","2014","17.8","vedvarende_lavinntekt"
"81","innvandrere","1","prosent","2014","14.5","vedvarende_lavinntekt"
"82","innvandrere","1","prosent","2014","17.1","vedvarende_lavinntekt"
"83","innvandrere","1","prosent","2014","22.1","vedvarende_lavinntekt"
"01","innvandrere","2","prosent","2014","45.4","vedvarende_lavinntekt"
"02","innvandrere","2","prosent","2014","34.1","vedvarende_lavinntekt"
"03","innvandrere","2","prosent","2014","33.4","vedvarende_lavinntekt"
"04","innvandrere","2","prosent","2014","41.7","vedvarende_lavinntekt"
"05","innvandrere","2","prosent","2014","25.4","vedvarende_lavinntekt"
"06","innvandrere","2","prosent","2014","25.9","vedvarende_lavinntekt"
"07","innvandrere","2","prosent","2014","22.6","vedvarende_lavinntekt"
"08","innvandrere","2","prosent","2014","24.0","vedvarende_lavinntekt"
"09","innvandrere","2","prosent","2014","32.0","vedvarende_lavinntekt"
"10","innvandrere","2","prosent","2014","47.4","vedvarende_lavinntekt"
"11","innvandrere","2","prosent","2014","40.2","vedvarende_lavinntekt"
"12","innvandrere","2","prosent","2014","42.6","vedvarende_lavinntekt"
"13","innvandrere","2","prosent","2014","45.9","vedvarende_lavinntekt"
"14","innvandrere","2","prosent","2014","40.8","vedvarende_lavinntekt"
"15","innvandrere","2","prosent","2014","41.4","vedvarende_lavinntekt"
"16","innvandrere","2","prosent","2014","43.6","vedvarende_lavinntekt"
"17","innvandrere","2","prosent","2014","58.8","vedvarende_lavinntekt"
"18","innvandrere","2","prosent","2014","49.9","vedvarende_lavinntekt"
"19","innvandrere","2","prosent","2014","45.4","vedvarende_lavinntekt"
"20","innvandrere","2","prosent","2014","31.5","vedvarende_lavinntekt"
"21","innvandrere","2","prosent","2014","38.8","vedvarende_lavinntekt"
"22","innvandrere","2","prosent","2014","30.1","vedvarende_lavinntekt"
"23","innvandrere","2","prosent","2014","41.7","vedvarende_lavinntekt"
"24","innvandrere","2","prosent","2014","32.5","vedvarende_lavinntekt"
"25","innvandrere","2","prosent","2014","35.7","vedvarende_lavinntekt"
"26","innvandrere","2","prosent","2014","37.1","vedvarende_lavinntekt"
"27","innvandrere","2","prosent","2014","43.0","vedvarende_lavinntekt"
"28","innvandrere","2","prosent","2014","52.3","vedvarende_lavinntekt"
"29","innvandrere","2","prosent","2014","48.3","vedvarende_lavinntekt"
"30","innvandrere","2","prosent","2014","35.0","vedvarende_lavinntekt"
"31","innvandrere","2","prosent","2014","49.2","vedvarende_lavinntekt"
"32","innvandrere","2","prosent","2014","40.3","vedvarende_lavinntekt"
"33","innvandrere","2","prosent","2014","34.7","vedvarende_lavinntekt"
"34","innvandrere","2","prosent","2014","42.4","vedvarende_lavinntekt"
"35","innvandrere","2","prosent","2014","33.7","vedvarende_lavinntekt"
"36","innvandrere","2","prosent","2014","24.0","vedvarende_lavinntekt"
"37","innvandrere","2","prosent","2014","32.3","vedvarende_lavinntekt"
"38","innvandrere","2","prosent","2014","30.3","vedvarende_lavinntekt"
"39","innvandrere","2","prosent","2014","21.7","vedvarende_lavinntekt"
"40","innvandrere","2","prosent","2014","31.4","vedvarende_lavinntekt"
"41","innvandrere","2","prosent","2014","20.1","vedvarende_lavinntekt"
"42","innvandrere","2","prosent","2014","29.1","vedvarende_lavinntekt"
"43","innvandrere","2","prosent","2014","42.0","vedvarende_lavinntekt"
"44","innvandrere","2","prosent","2014","21.7","vedvarende_lavinntekt"
"45","innvandrere","2","prosent","2014","26.8","vedvarende_lavinntekt"
"46","innvandrere","2","prosent","2014","32.1","vedvarende_lavinntekt"
"47","innvandrere","2","prosent","2014","26.3","vedvarende_lavinntekt"
"48","innvandrere","2","prosent","2014","16.4","vedvarende_lavinntekt"
"49","innvandrere","2","prosent","2014","35.7","vedvarende_lavinntekt"
"50","innvandrere","2","prosent","2014","33.3","vedvarende_lavinntekt"
"51","innvandrere","2","prosent","2014","31.7","vedvarende_lavinntekt"
"52","innvandrere","2","prosent","2014","34.8","vedvarende_lavinntekt"
"53","innvandrere","2","prosent","2014","26.8","vedvarende_lavinntekt"
"54","innvandrere","2","prosent","2014","21.7","vedvarende_lavinntekt"
"55","innvandrere","2","prosent","2014","31.5","vedvarende_lavinntekt"
"56","innvandrere","2","prosent","2014","25.6","vedvarende_lavinntekt"
"57","innvandrere","2","prosent","2014","24.0","vedvarende_lavinntekt"
"58","innvandrere","2","prosent","2014","15.5","vedvarende_lavinntekt"
"59","innvandrere","2","prosent","2014","42.8","vedvarende_lavinntekt"
"60","innvandrere","2","prosent","2014","35.8","vedvarende_lavinntekt"
"61","innvandrere","2","prosent","2014","33.6","vedvarende_lavinntekt"
"62","innvandrere","2","prosent","2014","31.1","vedvarende_lavinntekt"
"63","innvandrere","2","prosent","2014","39.4","vedvarende_lavinntekt"
"64","innvandrere","2","prosent","2014","48.4","vedvarende_lavinntekt"
"65","innvandrere","2","prosent","2014","56.1","vedvarende_lavinntekt"
"66","innvandrere","2","prosent","2014","36.9","vedvarende_lavinntekt"
"67","innvandrere","2","prosent","2014","47.8","vedvarende_lavinntekt"
"68","innvandrere","2","prosent","2014","42.3","vedvarende_lavinntekt"
"69","innvandrere","2","prosent","2014","45.5","vedvarende_lavinntekt"
"70","innvandrere","2","prosent","2014",":","vedvarende_lavinntekt"
"71","innvandrere","2","prosent","2014","38.3","vedvarende_lavinntekt"
"72","innvandrere","2","prosent","2014","42.6","vedvarende_lavinntekt"
"73","innvandrere","2","prosent","2014","33.8","vedvarende_lavinntekt"
"74","innvandrere","2","prosent","2014","38.9","vedvarende_lavinntekt"
"75","innvandrere","2","prosent","2014","39.9","vedvarende_lavinntekt"
"76","innvandrere","2","prosent","2014","41.5","vedvarende_lavinntekt"
"77","innvandrere","2","prosent","2014","45.1","vedvarende_lavinntekt"
"78","innvandrere","2","prosent","2014","39.1","vedvarende_lavinntekt"
"79","innvandrere","2","prosent","2014","28.7","vedvarende_lavinntekt"
"80","innvandrere","2","prosent","2014","32.9","vedvarende_lavinntekt"
"81","innvandrere","2","prosent","2014","25.3","vedvarende_lavinntekt"
"82","innvandrere","2","prosent","2014","17.4","vedvarende_lavinntekt"
"83","innvandrere","2","prosent","2014","29.1","vedvarende_lavinntekt"
"01","innvandrere","alle","prosent","2014","35.7","vedvarende_lavinntekt"
"02","innvandrere","alle","prosent","2014","28.0","vedvarende_lavinntekt"
"03","innvandrere","alle","prosent","2014","28.0","vedvarende_lavinntekt"
"04","innvandrere","alle","prosent","2014","34.5","vedvarende_lavinntekt"
"05","innvandrere","alle","prosent","2014","21.4","vedvarende_lavinntekt"
"06","innvandrere","alle","prosent","2014","20.7","vedvarende_lavinntekt"
"07","innvandrere","alle","prosent","2014","21.1","vedvarende_lavinntekt"
"08","innvandrere","alle","prosent","2014","20.9","vedvarende_lavinntekt"
"09","innvandrere","alle","prosent","2014","28.1","vedvarende_lavinntekt"
"10","innvandrere","alle","prosent","2014","34.0","vedvarende_lavinntekt"
"11","innvandrere","alle","prosent","2014","31.5","vedvarende_lavinntekt"
"12","innvandrere","alle","prosent","2014","33.1","vedvarende_lavinntekt"
"13","innvandrere","alle","prosent","2014","37.6","vedvarende_lavinntekt"
"14","innvandrere","alle","prosent","2014","32.5","vedvarende_lavinntekt"
"15","innvandrere","alle","prosent","2014","33.0","vedvarende_lavinntekt"
"16","innvandrere","alle","prosent","2014","33.8","vedvarende_lavinntekt"
"17","innvandrere","alle","prosent","2014","38.6","vedvarende_lavinntekt"
"18","innvandrere","alle","prosent","2014","39.7","vedvarende_lavinntekt"
"19","innvandrere","alle","prosent","2014","37.8","vedvarende_lavinntekt"
"20","innvandrere","alle","prosent","2014","25.9","vedvarende_lavinntekt"
"21","innvandrere","alle","prosent","2014","27.6","vedvarende_lavinntekt"
"22","innvandrere","alle","prosent","2014","23.9","vedvarende_lavinntekt"
"23","innvandrere","alle","prosent","2014","33.0","vedvarende_lavinntekt"
"24","innvandrere","alle","prosent","2014","27.7","vedvarende_lavinntekt"
"25","innvandrere","alle","prosent","2014","29.2","vedvarende_lavinntekt"
"26","innvandrere","alle","prosent","2014","30.7","vedvarende_lavinntekt"
"27","innvandrere","alle","prosent","2014","35.3","vedvarende_lavinntekt"
"28","innvandrere","alle","prosent","2014","42.1","vedvarende_lavinntekt"
"29","innvandrere","alle","prosent","2014","37.2","vedvarende_lavinntekt"
"30","innvandrere","alle","prosent","2014","29.5","vedvarende_lavinntekt"
"31","innvandrere","alle","prosent","2014","37.5","vedvarende_lavinntekt"
"32","innvandrere","alle","prosent","2014","32.0","vedvarende_lavinntekt"
"33","innvandrere","alle","prosent","2014","26.2","vedvarende_lavinntekt"
"34","innvandrere","alle","prosent","2014","31.0","vedvarende_lavinntekt"
"35","innvandrere","alle","prosent","2014","27.6","vedvarende_lavinntekt"
"36","innvandrere","alle","prosent","2014","16.2","vedvarende_lavinntekt"
"37","innvandrere","alle","prosent","2014","27.0","vedvarende_lavinntekt"
"38","innvandrere","alle","prosent","2014","20.5","vedvarende_lavinntekt"
"39","innvandrere","alle","prosent","2014","16.9","vedvarende_lavinntekt"
"40","innvandrere","alle","prosent","2014","25.6","vedvarende_lavinntekt"
"41","innvandrere","alle","prosent","2014","19.0","vedvarende_lavinntekt"
"42","innvandrere","alle","prosent","2014","21.3","vedvarende_lavinntekt"
"43","innvandrere","alle","prosent","2014","29.7","vedvarende_lavinntekt"
"44","innvandrere","alle","prosent","2014","18.9","vedvarende_lavinntekt"
"45","innvandrere","alle","prosent","2014","20.6","vedvarende_lavinntekt"
"46","innvandrere","alle","prosent","2014","24.0","vedvarende_lavinntekt"
"47","innvandrere","alle","prosent","2014","20.2","vedvarende_lavinntekt"
"48","innvandrere","alle","prosent","2014","19.9","vedvarende_lavinntekt"
"49","innvandrere","alle","prosent","2014","24.3","vedvarende_lavinntekt"
"50","innvandrere","alle","prosent","2014","24.2","vedvarende_lavinntekt"
"51","innvandrere","alle","prosent","2014","23.1","vedvarende_lavinntekt"
"52","innvandrere","alle","prosent","2014","28.7","vedvarende_lavinntekt"
"53","innvandrere","alle","prosent","2014","22.1","vedvarende_lavinntekt"
"54","innvandrere","alle","prosent","2014","17.9","vedvarende_lavinntekt"
"55","innvandrere","alle","prosent","2014","21.8","vedvarende_lavinntekt"
"56","innvandrere","alle","prosent","2014","21.8","vedvarende_lavinntekt"
"57","innvandrere","alle","prosent","2014","25.1","vedvarende_lavinntekt"
"58","innvandrere","alle","prosent","2014","16.3","vedvarende_lavinntekt"
"59","innvandrere","alle","prosent","2014","30.6","vedvarende_lavinntekt"
"60","innvandrere","alle","prosent","2014","31.5","vedvarende_lavinntekt"
"61","innvandrere","alle","prosent","2014","27.1","vedvarende_lavinntekt"
"62","innvandrere","alle","prosent","2014","24.9","vedvarende_lavinntekt"
"63","innvandrere","alle","prosent","2014","33.7","vedvarende_lavinntekt"
"64","innvandrere","alle","prosent","2014","36.7","vedvarende_lavinntekt"
"65","innvandrere","alle","prosent","2014","30.7","vedvarende_lavinntekt"
"66","innvandrere","alle","prosent","2014","30.6","vedvarende_lavinntekt"
"67","innvandrere","alle","prosent","2014","35.7","vedvarende_lavinntekt"
"68","innvandrere","alle","prosent","2014","32.3","vedvarende_lavinntekt"
"69","innvandrere","alle","prosent","2014","36.5","vedvarende_lavinntekt"
"70","innvandrere","alle","prosent","2014","16.8","vedvarende_lavinntekt"
"71","innvandrere","alle","prosent","2014","29.2","vedvarende_lavinntekt"
"72","innvandrere","alle","prosent","2014","31.8","vedvarende_lavinntekt"
"73","innvandrere","alle","prosent","2014","27.1","vedvarende_lavinntekt"
"74","innvandrere","alle","prosent","2014","31.1","vedvarende_lavinntekt"
"75","innvandrere","alle","prosent","2014","31.9","vedvarende_lavinntekt"
"76","innvandrere","alle","prosent","2014","35.7","vedvarende_lavinntekt"
"77","innvandrere","alle","prosent","2014","33.8","vedvarende_lavinntekt"
"78","innvandrere","alle","prosent","2014","28.1","vedvarende_lavinntekt"
"79","innvandrere","alle","prosent","2014","24.2","vedvarende_lavinntekt"
"80","innvandrere","alle","prosent","2014","24.1","vedvarende_lavinntekt"
"81","innvandrere","alle","prosent","2014","19.7","vedvarende_lavinntekt"
"82","innvandrere","alle","prosent","2014","17.2","vedvarende_lavinntekt"
"83","innvandrere","alle","prosent","2014","26.0","vedvarende_lavinntekt"
"01","befolkningen_ellers","alle","prosent","2014","9.3","vedvarende_lavinntekt"
"02","befolkningen_ellers","alle","prosent","2014","7.8","vedvarende_lavinntekt"
"03","befolkningen_ellers","alle","prosent","2014","6.6","vedvarende_lavinntekt"
"04","befolkningen_ellers","alle","prosent","2014","8.2","vedvarende_lavinntekt"
"05","befolkningen_ellers","alle","prosent","2014","4.2","vedvarende_lavinntekt"
"06","befolkningen_ellers","alle","prosent","2014","5.0","vedvarende_lavinntekt"
"07","befolkningen_ellers","alle","prosent","2014","4.7","vedvarende_lavinntekt"
"08","befolkningen_ellers","alle","prosent","2014","5.5","vedvarende_lavinntekt"
"09","befolkningen_ellers","alle","prosent","2014","9.9","vedvarende_lavinntekt"
"10","befolkningen_ellers","alle","prosent","2014","8.4","vedvarende_lavinntekt"
"11","befolkningen_ellers","alle","prosent","2014","9.7","vedvarende_lavinntekt"
"12","befolkningen_ellers","alle","prosent","2014","7.3","vedvarende_lavinntekt"
"13","befolkningen_ellers","alle","prosent","2014","9.0","vedvarende_lavinntekt"
"14","befolkningen_ellers","alle","prosent","2014","7.9","vedvarende_lavinntekt"
"15","befolkningen_ellers","alle","prosent","2014","6.3","vedvarende_lavinntekt"
"16","befolkningen_ellers","alle","prosent","2014","7.8","vedvarende_lavinntekt"
"17","befolkningen_ellers","alle","prosent","2014","9.1","vedvarende_lavinntekt"
"18","befolkningen_ellers","alle","prosent","2014","8.4","vedvarende_lavinntekt"
"19","befolkningen_ellers","alle","prosent","2014","9.1","vedvarende_lavinntekt"
"20","befolkningen_ellers","alle","prosent","2014","6.4","vedvarende_lavinntekt"
"21","befolkningen_ellers","alle","prosent","2014","7.5","vedvarende_lavinntekt"
"22","befolkningen_ellers","alle","prosent","2014","5.3","vedvarende_lavinntekt"
"23","befolkningen_ellers","alle","prosent","2014","7.4","vedvarende_lavinntekt"
"24","befolkningen_ellers","alle","prosent","2014","7.7","vedvarende_lavinntekt"
"25","befolkningen_ellers","alle","prosent","2014","7.1","vedvarende_lavinntekt"
"26","befolkningen_ellers","alle","prosent","2014","8.1","vedvarende_lavinntekt"
"27","befolkningen_ellers","alle","prosent","2014","7.7","vedvarende_lavinntekt"
"28","befolkningen_ellers","alle","prosent","2014","10.0","vedvarende_lavinntekt"
"29","befolkningen_ellers","alle","prosent","2014","8.2","vedvarende_lavinntekt"
"30","befolkningen_ellers","alle","prosent","2014","7.0","vedvarende_lavinntekt"
"31","befolkningen_ellers","alle","prosent","2014","6.9","vedvarende_lavinntekt"
"32","befolkningen_ellers","alle","prosent","2014","7.6","vedvarende_lavinntekt"
"33","befolkningen_ellers","alle","prosent","2014","6.2","vedvarende_lavinntekt"
"34","befolkningen_ellers","alle","prosent","2014","7.3","vedvarende_lavinntekt"
"35","befolkningen_ellers","alle","prosent","2014","7.2","vedvarende_lavinntekt"
"36","befolkningen_ellers","alle","prosent","2014","4.7","vedvarende_lavinntekt"
"37","befolkningen_ellers","alle","prosent","2014","6.1","vedvarende_lavinntekt"
"38","befolkningen_ellers","alle","prosent","2014","4.8","vedvarende_lavinntekt"
"39","befolkningen_ellers","alle","prosent","2014","4.1","vedvarende_lavinntekt"
"40","befolkningen_ellers","alle","prosent","2014","7.2","vedvarende_lavinntekt"
"41","befolkningen_ellers","alle","prosent","2014","5.1","vedvarende_lavinntekt"
"42","befolkningen_ellers","alle","prosent","2014","5.6","vedvarende_lavinntekt"
"43","befolkningen_ellers","alle","prosent","2014","6.4","vedvarende_lavinntekt"
"44","befolkningen_ellers","alle","prosent","2014","4.9","vedvarende_lavinntekt"
"45","befolkningen_ellers","alle","prosent","2014","6.3","vedvarende_lavinntekt"
"46","befolkningen_ellers","alle","prosent","2014","5.2","vedvarende_lavinntekt"
"47","befolkningen_ellers","alle","prosent","2014","4.2","vedvarende_lavinntekt"
"48","befolkningen_ellers","alle","prosent","2014","7.2","vedvarende_lavinntekt"
"49","befolkningen_ellers","alle","prosent","2014","6.4","vedvarende_lavinntekt"
