"aar","bydel_nr","kjonn","enhet","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr","vreg_3","tabellvariabel"
2014,"030112","1","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1631"
2014,"030112","alle","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","2802"
2014,"030113","0","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1236"
2014,"030113","1","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1417"
2014,"030113","alle","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","2653"
2014,"030114","0","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1566"
2014,"030114","1","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1889"
2014,"030114","alle","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","3455"
2014,"030115","0","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1127"
2014,"030115","1","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1505"
2014,"030115","alle","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","2632"
2014,"030116","0","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","109"
2014,"030116","1","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","174"
2014,"030116","alle","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","283"
2014,"030117","0","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","48"
2014,"030117","1","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","68"
2014,"030117","alle","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","116"
2014,"030199","0","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","222"
2014,"030199","1","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1063"
2014,"030199","alle","personer","befolkning_verdensregion_2","NULL","NULL","NULL","1","1285"
2014,"NULL","0","personer","befolkning_verdensregion_2","00","NULL","NULL","1","129278"
2014,"NULL","0","personer","befolkning_verdensregion_2","01","NULL","NULL","1","6375"
2014,"NULL","0","personer","befolkning_verdensregion_2","02","NULL","NULL","1","17496"
2014,"NULL","0","personer","befolkning_verdensregion_2","03","NULL","NULL","1","25087"
2014,"NULL","0","personer","befolkning_verdensregion_2","04","NULL","NULL","1","3435"
2014,"NULL","0","personer","befolkning_verdensregion_2","05","NULL","NULL","1","3171"
2014,"NULL","0","personer","befolkning_verdensregion_2","06","NULL","NULL","1","7902"
2014,"NULL","0","personer","befolkning_verdensregion_2","07","NULL","NULL","1","5915"
2014,"NULL","0","personer","befolkning_verdensregion_2","08","NULL","NULL","1","3175"
2014,"NULL","0","personer","befolkning_verdensregion_2","09","NULL","NULL","1","2633"
2014,"NULL","0","personer","befolkning_verdensregion_2","10","NULL","NULL","1","3738"
2014,"NULL","0","personer","befolkning_verdensregion_2","11","NULL","NULL","1","13765"
2014,"NULL","0","personer","befolkning_verdensregion_2","12","NULL","NULL","1","12161"
2014,"NULL","0","personer","befolkning_verdensregion_2","14","NULL","NULL","1","2435"
2014,"NULL","0","personer","befolkning_verdensregion_2","15","NULL","NULL","1","5992"
2014,"NULL","0","personer","befolkning_verdensregion_2","16","NULL","NULL","1","5747"
2014,"NULL","0","personer","befolkning_verdensregion_2","17","NULL","NULL","1","1626"
2014,"NULL","0","personer","befolkning_verdensregion_2","18","NULL","NULL","1","3566"
2014,"NULL","0","personer","befolkning_verdensregion_2","19","NULL","NULL","1","3141"
2014,"NULL","0","personer","befolkning_verdensregion_2","20","NULL","NULL","1","1918"
2014,"NULL","0","personer","befolkning_verdensregion_2","99","NULL","NULL","1","."
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","01","NULL","1","655"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","02","NULL","1","1531"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","03","NULL","1","1429"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","04","NULL","1","2760"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","05","NULL","1","6714"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","06","NULL","1","3816"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","07","NULL","1","4352"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","08","NULL","1","2614"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","09","NULL","1","25087"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","10","NULL","1","300"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","11","NULL","1","863"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","12","NULL","1","1562"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","13","NULL","1","710"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","14","NULL","1","1090"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","15","NULL","1","451"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","16","NULL","1","734"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","17","NULL","1","244"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","18","NULL","1","233"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","19","NULL","1","419"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","20","NULL","1","5222"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","21","NULL","1","804"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","22","NULL","1","947"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","23","NULL","1","424"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","24","NULL","1","923"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","25","NULL","1","3332"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","26","NULL","1","2165"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","27","NULL","1","2042"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","28","NULL","1","384"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","29","NULL","1","372"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","30","NULL","1","377"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","31","NULL","1","160"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","32","NULL","1","2142"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","33","NULL","1","815"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","34","NULL","1","554"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","35","NULL","1","2700"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","36","NULL","1","487"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","37","NULL","1","2328"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","38","NULL","1","644"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","39","NULL","1","10306"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","40","NULL","1","7307"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","41","NULL","1","600"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","42","NULL","1","543"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","43","NULL","1","212"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","44","NULL","1","688"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","45","NULL","1","266"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","46","NULL","1","1367"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","47","NULL","1","1178"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","48","NULL","1","287"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","49","NULL","1","843"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","50","NULL","1","678"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","51","NULL","1","627"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","52","NULL","1","1100"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","53","NULL","1","1252"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","54","NULL","1","639"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","55","NULL","1","1028"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","56","NULL","1","1973"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","57","NULL","1","341"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","58","NULL","1","475"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","59","NULL","1","150"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","60","NULL","1","252"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","61","NULL","1","4404"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","62","NULL","1","164"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","63","NULL","1","314"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","64","NULL","1","690"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","65","NULL","1","165"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","66","NULL","1","154"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","67","NULL","1","264"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","68","NULL","1","154"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","69","NULL","1","213"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","70","NULL","1","89"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","71","NULL","1","164"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","72","NULL","1","354"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","73","NULL","1","1097"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","74","NULL","1","446"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","75","NULL","1","523"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","76","NULL","1","526"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","77","NULL","1","468"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","78","NULL","1","444"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","79","NULL","1","1995"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","80","NULL","1","234"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","81","NULL","1","854"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","82","NULL","1","341"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","83","NULL","1","723"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0101","1","655"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0104","1","788"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0105","1","1113"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0106","1","1586"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0111","1","61"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0118","1","12"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0119","1","94"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0121","1","21"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0122","1","130"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0123","1","110"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0124","1","372"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0125","1","340"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0127","1","82"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0128","1","175"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0135","1","136"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0136","1","346"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0137","1","159"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0138","1","195"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0211","1","406"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0213","1","733"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0214","1","610"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0215","1","452"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0216","1","654"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0217","1","678"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0219","1","4512"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0220","1","2202"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0221","1","413"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0226","1","526"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0227","1","332"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0228","1","429"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0229","1","283"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0230","1","897"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0231","1","1214"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0233","1","541"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0234","1","171"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0235","1","1038"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0236","1","448"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0237","1","548"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0238","1","347"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0239","1","62"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0301","1","25087"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0402","1","310"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0403","1","492"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0412","1","600"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0415","1","112"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0417","1","358"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0418","1","56"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0419","1","127"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0420","1","119"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0423","1","84"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0425","1","95"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0426","1","72"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0427","1","318"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0428","1","183"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0429","1","107"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0430","1","66"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0432","1","26"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0434","1","36"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0436","1","40"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0437","1","129"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0438","1","31"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0439","1","25"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0441","1","49"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0501","1","531"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0502","1","520"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0511","1","61"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0512","1","49"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0513","1","22"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0514","1","21"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0515","1","26"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0516","1","74"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0517","1","54"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0519","1","61"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0520","1","109"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0521","1","117"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0522","1","86"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0528","1","260"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0529","1","144"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0532","1","115"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0533","1","153"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0534","1","183"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0536","1","84"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0538","1","82"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0540","1","50"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0541","1","21"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0542","1","157"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0543","1","41"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0544","1","82"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0545","1","68"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0602","1","1923"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0604","1","824"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0605","1","690"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0612","1","233"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0615","1","31"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0616","1","104"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0617","1","172"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0618","1","143"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0619","1","121"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0620","1","233"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0621","1","69"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0622","1","77"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0623","1","278"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0624","1","488"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0625","1","622"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0626","1","805"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0627","1","692"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0628","1","274"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0631","1","56"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0632","1","16"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0633","1","51"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0701","1","666"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0702","1","226"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0704","1","1008"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0706","1","1210"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0709","1","919"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0711","1","201"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0713","1","217"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0714","1","74"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0716","1","180"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0719","1","158"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0720","1","357"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0722","1","510"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0723","1","153"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0728","1","36"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0805","1","566"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0806","1","958"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0807","1","213"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0811","1","23"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0814","1","188"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0815","1","202"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0817","1","105"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0819","1","156"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0821","1","142"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0822","1","86"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0826","1","132"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0827","1","27"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0828","1","70"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0829","1","76"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0830","1","44"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0831","1","49"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0833","1","49"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0834","1","89"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0901","1","140"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0904","1","564"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0906","1","1081"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0911","1","35"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0912","1","28"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0914","1","144"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0919","1","94"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0926","1","197"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0928","1","101"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0929","1","56"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0935","1","33"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0937","1","75"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0938","1","17"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0940","1","26"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","0941","1","42"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1001","1","1791"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1002","1","309"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1003","1","192"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1004","1","246"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1014","1","229"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1017","1","155"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1018","1","194"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1021","1","41"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1026","1","25"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1027","1","44"
2014,"NULL","0","personer","befolkning_verdensregion_2","NULL","NULL","1029","1","135"
