"aar","naringsregion_nr","enhet","tabell_navn","bosetting","tabellvariabel"
"2012","41","promille","bosatt_befolkning","bosatt_per_1000","0.4"
"2012","42","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","43","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","44","promille","bosatt_befolkning","bosatt_per_1000","0.4"
"2012","45","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","46","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","47","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","48","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","49","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","50","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","51","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","52","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","53","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","54","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","55","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2012","56","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","57","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","58","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","59","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2012","60","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","61","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","62","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","63","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2012","64","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","65","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","66","promille","bosatt_befolkning","bosatt_per_1000","3.1"
"2012","67","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","68","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","69","promille","bosatt_befolkning","bosatt_per_1000","3.2"
"2012","70","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","71","promille","bosatt_befolkning","bosatt_per_1000","2"
"2012","72","promille","bosatt_befolkning","bosatt_per_1000","2"
"2012","73","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","74","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2012","75","promille","bosatt_befolkning","bosatt_per_1000","3.3"
"2012","76","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","77","promille","bosatt_befolkning","bosatt_per_1000","8.8"
"2012","78","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2012","79","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","80","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","81","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2012","82","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","83","promille","bosatt_befolkning","bosatt_per_1000","4.4"
"2013","01","promille","bosatt_befolkning","bosatt_per_1000","0.3"
"2013","02","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2013","03","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2013","04","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2013","05","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2013","06","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2013","07","promille","bosatt_befolkning","bosatt_per_1000","1"
"2013","08","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2013","09","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2013","10","promille","bosatt_befolkning","bosatt_per_1000","2.8"
"2013","11","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2013","12","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2013","13","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2013","14","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2013","15","promille","bosatt_befolkning","bosatt_per_1000","2.5"
"2013","16","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2013","17","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2013","18","promille","bosatt_befolkning","bosatt_per_1000","2"
"2013","19","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2013","20","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2013","21","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2013","22","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2013","23","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2013","24","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2013","25","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2013","26","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2013","27","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2013","28","promille","bosatt_befolkning","bosatt_per_1000","2.4"
"2013","29","promille","bosatt_befolkning","bosatt_per_1000","2.9"
"2013","30","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2013","31","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2013","32","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2013","33","promille","bosatt_befolkning","bosatt_per_1000","2.4"
"2013","34","promille","bosatt_befolkning","bosatt_per_1000","2.3"
"2013","35","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2013","36","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2013","37","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2013","38","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2013","39","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2013","40","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2013","41","promille","bosatt_befolkning","bosatt_per_1000","0.4"
"2013","42","promille","bosatt_befolkning","bosatt_per_1000","2"
"2013","43","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2013","44","promille","bosatt_befolkning","bosatt_per_1000","1"
"2013","45","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2013","46","promille","bosatt_befolkning","bosatt_per_1000","1"
"2013","47","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2013","48","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2013","49","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2013","50","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2013","51","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2013","52","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2013","53","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2013","54","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2013","55","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2013","56","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2013","57","promille","bosatt_befolkning","bosatt_per_1000","1"
"2013","58","promille","bosatt_befolkning","bosatt_per_1000","0.1"
"2013","59","promille","bosatt_befolkning","bosatt_per_1000","2.8"
"2013","60","promille","bosatt_befolkning","bosatt_per_1000","1"
"2013","61","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2013","62","promille","bosatt_befolkning","bosatt_per_1000","0.4"
"2013","63","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2013","64","promille","bosatt_befolkning","bosatt_per_1000","2"
"2013","65","promille","bosatt_befolkning","bosatt_per_1000","2.4"
"2013","66","promille","bosatt_befolkning","bosatt_per_1000","3"
"2013","67","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2013","68","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2013","69","promille","bosatt_befolkning","bosatt_per_1000","4.1"
"2013","70","promille","bosatt_befolkning","bosatt_per_1000","0"
"2013","71","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2013","72","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2013","73","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2013","74","promille","bosatt_befolkning","bosatt_per_1000","2.3"
"2013","75","promille","bosatt_befolkning","bosatt_per_1000","3.1"
"2013","76","promille","bosatt_befolkning","bosatt_per_1000","3.1"
"2013","77","promille","bosatt_befolkning","bosatt_per_1000","2.5"
"2013","78","promille","bosatt_befolkning","bosatt_per_1000","4"
"2013","79","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2013","80","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2013","81","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2013","82","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2013","83","promille","bosatt_befolkning","bosatt_per_1000","5.8"
"2014","01","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2014","02","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2014","03","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2014","04","promille","bosatt_befolkning","bosatt_per_1000","1"
"2014","05","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2014","06","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2014","07","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2014","08","promille","bosatt_befolkning","bosatt_per_1000","1"
"2014","09","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2014","10","promille","bosatt_befolkning","bosatt_per_1000","3.4"
"2014","11","promille","bosatt_befolkning","bosatt_per_1000","1"
"2014","12","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2014","13","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2014","14","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2014","15","promille","bosatt_befolkning","bosatt_per_1000","2.9"
"2014","16","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2014","17","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2014","18","promille","bosatt_befolkning","bosatt_per_1000","3.1"
"2014","19","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2014","20","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2014","21","promille","bosatt_befolkning","bosatt_per_1000","2.7"
"2014","22","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2014","23","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2014","24","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2014","25","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2014","26","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2014","27","promille","bosatt_befolkning","bosatt_per_1000","2"
"2014","28","promille","bosatt_befolkning","bosatt_per_1000","2.8"
"2014","29","promille","bosatt_befolkning","bosatt_per_1000","3.8"
"2014","30","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2014","31","promille","bosatt_befolkning","bosatt_per_1000","4.3"
"2014","32","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2014","33","promille","bosatt_befolkning","bosatt_per_1000","2.7"
"2014","34","promille","bosatt_befolkning","bosatt_per_1000","2.9"
"2014","35","promille","bosatt_befolkning","bosatt_per_1000","2.5"
"2014","36","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2014","37","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2014","38","promille","bosatt_befolkning","bosatt_per_1000","2"
"2014","39","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2014","40","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2014","41","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2014","42","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2014","43","promille","bosatt_befolkning","bosatt_per_1000","2.4"
"2014","44","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2014","45","promille","bosatt_befolkning","bosatt_per_1000","1"
"2014","46","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2014","47","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2014","48","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2014","49","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2014","50","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2014","51","promille","bosatt_befolkning","bosatt_per_1000","2"
"2014","52","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2014","53","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2014","54","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2014","55","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2014","56","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2014","57","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2014","58","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2014","59","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2014","60","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2014","61","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2014","62","promille","bosatt_befolkning","bosatt_per_1000","3"
"2014","63","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2014","64","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2014","65","promille","bosatt_befolkning","bosatt_per_1000","4.6"
"2014","66","promille","bosatt_befolkning","bosatt_per_1000","3.4"
"2014","67","promille","bosatt_befolkning","bosatt_per_1000","2.5"
"2014","68","promille","bosatt_befolkning","bosatt_per_1000","3.3"
"2014","69","promille","bosatt_befolkning","bosatt_per_1000","3.8"
"2014","70","promille","bosatt_befolkning","bosatt_per_1000","0"
"2014","71","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2014","72","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2014","73","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2014","74","promille","bosatt_befolkning","bosatt_per_1000","2.5"
"2014","75","promille","bosatt_befolkning","bosatt_per_1000","3.5"
"2014","76","promille","bosatt_befolkning","bosatt_per_1000","2.9"
"2014","77","promille","bosatt_befolkning","bosatt_per_1000","3"
"2014","78","promille","bosatt_befolkning","bosatt_per_1000","3.4"
"2014","79","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2014","80","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2014","81","promille","bosatt_befolkning","bosatt_per_1000","2.3"
"2014","82","promille","bosatt_befolkning","bosatt_per_1000","2"
"2014","83","promille","bosatt_befolkning","bosatt_per_1000","5.8"
"2014","99","promille","bosatt_befolkning","bosatt_per_1000","."
