"tabell_navn","aar","bydel_nr","innvkat_5","kjonn","enhet","tabellvariabel"
"befolkning_hovedgruppe",2015,"030107","bef_u_innv_og_norskf","alle","person",39044
"befolkning_hovedgruppe",2015,"030107","alle","1","person",22683
"befolkning_hovedgruppe",2015,"030107","innvandrere","1","person",3135
"befolkning_hovedgruppe",2015,"030107","befolkningen_ellers","1","person",19548
"befolkning_hovedgruppe",2015,"030107","norskfodte_m_innvf","1","person",500
"befolkning_hovedgruppe",2015,"030107","bef_u_innv_og_norskf","1","person",19048
"befolkning_hovedgruppe",2015,"030107","alle","0","person",24341
"befolkning_hovedgruppe",2015,"030107","innvandrere","0","person",3854
"befolkning_hovedgruppe",2015,"030107","befolkningen_ellers","0","person",20487
"befolkning_hovedgruppe",2015,"030107","norskfodte_m_innvf","0","person",491
"befolkning_hovedgruppe",2015,"030107","bef_u_innv_og_norskf","0","person",19996
"befolkning_hovedgruppe",2015,"030108","alle","alle","person",49337
"befolkning_hovedgruppe",2015,"030108","innvandrere","alle","person",7468
"befolkning_hovedgruppe",2015,"030108","befolkningen_ellers","alle","person",41869
"befolkning_hovedgruppe",2015,"030108","norskfodte_m_innvf","alle","person",1026
"befolkning_hovedgruppe",2015,"030108","bef_u_innv_og_norskf","alle","person",40843
"befolkning_hovedgruppe",2015,"030108","alle","1","person",24528
"befolkning_hovedgruppe",2015,"030108","innvandrere","1","person",3752
"befolkning_hovedgruppe",2015,"030108","befolkningen_ellers","1","person",20776
"befolkning_hovedgruppe",2015,"030108","norskfodte_m_innvf","1","person",533
"befolkning_hovedgruppe",2015,"030108","bef_u_innv_og_norskf","1","person",20243
"befolkning_hovedgruppe",2015,"030108","alle","0","person",24809
"befolkning_hovedgruppe",2015,"030108","innvandrere","0","person",3716
"befolkning_hovedgruppe",2015,"030108","befolkningen_ellers","0","person",21093
"befolkning_hovedgruppe",2015,"030108","norskfodte_m_innvf","0","person",493
"befolkning_hovedgruppe",2015,"030108","bef_u_innv_og_norskf","0","person",20600
"befolkning_hovedgruppe",2015,"030109","alle","alle","person",30502
"befolkning_hovedgruppe",2015,"030109","innvandrere","alle","person",9349
"befolkning_hovedgruppe",2015,"030109","befolkningen_ellers","alle","person",21153
"befolkning_hovedgruppe",2015,"030109","norskfodte_m_innvf","alle","person",3493
"befolkning_hovedgruppe",2015,"030109","bef_u_innv_og_norskf","alle","person",17660
"befolkning_hovedgruppe",2015,"030109","alle","1","person",15292
"befolkning_hovedgruppe",2015,"030109","innvandrere","1","person",5055
"befolkning_hovedgruppe",2015,"030109","befolkningen_ellers","1","person",10237
"befolkning_hovedgruppe",2015,"030109","norskfodte_m_innvf","1","person",1703
"befolkning_hovedgruppe",2015,"030109","bef_u_innv_og_norskf","1","person",8534
"befolkning_hovedgruppe",2015,"030109","alle","0","person",15210
"befolkning_hovedgruppe",2015,"030109","innvandrere","0","person",4294
"befolkning_hovedgruppe",2015,"030109","befolkningen_ellers","0","person",10916
"befolkning_hovedgruppe",2015,"030109","norskfodte_m_innvf","0","person",1790
"befolkning_hovedgruppe",2015,"030109","bef_u_innv_og_norskf","0","person",9126
"befolkning_hovedgruppe",2015,"030110","alle","alle","person",27283
"befolkning_hovedgruppe",2015,"030110","innvandrere","alle","person",8973
"befolkning_hovedgruppe",2015,"030110","befolkningen_ellers","alle","person",18310
"befolkning_hovedgruppe",2015,"030110","norskfodte_m_innvf","alle","person",3950
"befolkning_hovedgruppe",2015,"030110","bef_u_innv_og_norskf","alle","person",14360
"befolkning_hovedgruppe",2015,"030110","alle","1","person",13417
"befolkning_hovedgruppe",2015,"030110","innvandrere","1","person",4600
"befolkning_hovedgruppe",2015,"030110","befolkningen_ellers","1","person",8817
"befolkning_hovedgruppe",2015,"030110","norskfodte_m_innvf","1","person",1962
"befolkning_hovedgruppe",2015,"030110","bef_u_innv_og_norskf","1","person",6855
"befolkning_hovedgruppe",2015,"030110","alle","0","person",13866
"befolkning_hovedgruppe",2015,"030110","innvandrere","0","person",4373
"befolkning_hovedgruppe",2015,"030110","befolkningen_ellers","0","person",9493
"befolkning_hovedgruppe",2015,"030110","norskfodte_m_innvf","0","person",1988
"befolkning_hovedgruppe",2015,"030110","bef_u_innv_og_norskf","0","person",7505
"befolkning_hovedgruppe",2015,"030111","alle","alle","person",31669
"befolkning_hovedgruppe",2015,"030111","innvandrere","alle","person",10917
"befolkning_hovedgruppe",2015,"030111","befolkningen_ellers","alle","person",20752
"befolkning_hovedgruppe",2015,"030111","norskfodte_m_innvf","alle","person",5812
"befolkning_hovedgruppe",2015,"030111","bef_u_innv_og_norskf","alle","person",14940
"befolkning_hovedgruppe",2015,"030111","alle","1","person",16024
"befolkning_hovedgruppe",2015,"030111","innvandrere","1","person",5749
"befolkning_hovedgruppe",2015,"030111","befolkningen_ellers","1","person",10275
"befolkning_hovedgruppe",2015,"030111","norskfodte_m_innvf","1","person",3044
"befolkning_hovedgruppe",2015,"030111","bef_u_innv_og_norskf","1","person",7231
"befolkning_hovedgruppe",2015,"030111","alle","0","person",15645
"befolkning_hovedgruppe",2015,"030111","innvandrere","0","person",5168
"befolkning_hovedgruppe",2015,"030111","befolkningen_ellers","0","person",10477
"befolkning_hovedgruppe",2015,"030111","norskfodte_m_innvf","0","person",2768
"befolkning_hovedgruppe",2015,"030111","bef_u_innv_og_norskf","0","person",7709
"befolkning_hovedgruppe",2015,"030112","alle","alle","person",48770
"befolkning_hovedgruppe",2015,"030112","innvandrere","alle","person",16704
"befolkning_hovedgruppe",2015,"030112","befolkningen_ellers","alle","person",32066
"befolkning_hovedgruppe",2015,"030112","norskfodte_m_innvf","alle","person",8259
"befolkning_hovedgruppe",2015,"030112","bef_u_innv_og_norskf","alle","person",23807
"befolkning_hovedgruppe",2015,"030112","alle","1","person",24183
"befolkning_hovedgruppe",2015,"030112","innvandrere","1","person",8549
"befolkning_hovedgruppe",2015,"030112","befolkningen_ellers","1","person",15634
"befolkning_hovedgruppe",2015,"030112","norskfodte_m_innvf","1","person",4185
"befolkning_hovedgruppe",2015,"030112","bef_u_innv_og_norskf","1","person",11449
"befolkning_hovedgruppe",2015,"030112","alle","0","person",24587
"befolkning_hovedgruppe",2015,"030112","innvandrere","0","person",8155
"befolkning_hovedgruppe",2015,"030112","befolkningen_ellers","0","person",16432
"befolkning_hovedgruppe",2015,"030112","norskfodte_m_innvf","0","person",4074
"befolkning_hovedgruppe",2015,"030112","bef_u_innv_og_norskf","0","person",12358
"befolkning_hovedgruppe",2015,"030113","alle","alle","person",49133
"befolkning_hovedgruppe",2015,"030113","innvandrere","alle","person",8626
"befolkning_hovedgruppe",2015,"030113","befolkningen_ellers","alle","person",40507
"befolkning_hovedgruppe",2015,"030113","norskfodte_m_innvf","alle","person",3100
"befolkning_hovedgruppe",2015,"030113","bef_u_innv_og_norskf","alle","person",37407
"befolkning_hovedgruppe",2015,"030113","alle","1","person",23494
"befolkning_hovedgruppe",2015,"030113","innvandrere","1","person",4234
"befolkning_hovedgruppe",2015,"030113","befolkningen_ellers","1","person",19260
"befolkning_hovedgruppe",2015,"030113","norskfodte_m_innvf","1","person",1597
"befolkning_hovedgruppe",2015,"030113","bef_u_innv_og_norskf","1","person",17663
"befolkning_hovedgruppe",2015,"030113","alle","0","person",25639
"befolkning_hovedgruppe",2015,"030113","innvandrere","0","person",4392
"befolkning_hovedgruppe",2015,"030113","befolkningen_ellers","0","person",21247
"befolkning_hovedgruppe",2015,"030113","norskfodte_m_innvf","0","person",1503
"befolkning_hovedgruppe",2015,"030113","bef_u_innv_og_norskf","0","person",19744
"befolkning_hovedgruppe",2015,"030114","alle","alle","person",49428
"befolkning_hovedgruppe",2015,"030114","innvandrere","alle","person",6685
"befolkning_hovedgruppe",2015,"030114","befolkningen_ellers","alle","person",42743
"befolkning_hovedgruppe",2015,"030114","norskfodte_m_innvf","alle","person",1339
"befolkning_hovedgruppe",2015,"030114","bef_u_innv_og_norskf","alle","person",41404
"befolkning_hovedgruppe",2015,"030114","alle","1","person",23900
"befolkning_hovedgruppe",2015,"030114","innvandrere","1","person",3326
"befolkning_hovedgruppe",2015,"030114","befolkningen_ellers","1","person",20574
"befolkning_hovedgruppe",2015,"030114","norskfodte_m_innvf","1","person",671
"befolkning_hovedgruppe",2015,"030114","bef_u_innv_og_norskf","1","person",19903
"befolkning_hovedgruppe",2015,"030114","alle","0","person",25528
"befolkning_hovedgruppe",2015,"030114","innvandrere","0","person",3359
"befolkning_hovedgruppe",2015,"030114","befolkningen_ellers","0","person",22169
"befolkning_hovedgruppe",2015,"030114","norskfodte_m_innvf","0","person",668
"befolkning_hovedgruppe",2015,"030114","bef_u_innv_og_norskf","0","person",21501
"befolkning_hovedgruppe",2015,"030115","alle","alle","person",37913
"befolkning_hovedgruppe",2015,"030115","innvandrere","alle","person",12979
"befolkning_hovedgruppe",2015,"030115","befolkningen_ellers","alle","person",24934
"befolkning_hovedgruppe",2015,"030115","norskfodte_m_innvf","alle","person",6819
"befolkning_hovedgruppe",2015,"030115","bef_u_innv_og_norskf","alle","person",18115
"befolkning_hovedgruppe",2015,"030115","alle","1","person",18979
"befolkning_hovedgruppe",2015,"030115","innvandrere","1","person",6525
"befolkning_hovedgruppe",2015,"030115","befolkningen_ellers","1","person",12454
"befolkning_hovedgruppe",2015,"030115","norskfodte_m_innvf","1","person",3497
"befolkning_hovedgruppe",2015,"030115","bef_u_innv_og_norskf","1","person",8957
"befolkning_hovedgruppe",2015,"030115","alle","0","person",18934
"befolkning_hovedgruppe",2015,"030115","innvandrere","0","person",6454
"befolkning_hovedgruppe",2015,"030115","befolkningen_ellers","0","person",12480
"befolkning_hovedgruppe",2015,"030115","norskfodte_m_innvf","0","person",3322
"befolkning_hovedgruppe",2015,"030115","bef_u_innv_og_norskf","0","person",9158
"befolkning_hovedgruppe",2015,"030116","alle","alle","person",1063
"befolkning_hovedgruppe",2015,"030116","innvandrere","alle","person",578
"befolkning_hovedgruppe",2015,"030116","befolkningen_ellers","alle","person",485
"befolkning_hovedgruppe",2015,"030116","norskfodte_m_innvf","alle","person",31
"befolkning_hovedgruppe",2015,"030116","bef_u_innv_og_norskf","alle","person",454
"befolkning_hovedgruppe",2015,"030116","alle","1","person",626
"befolkning_hovedgruppe",2015,"030116","innvandrere","1","person",333
"befolkning_hovedgruppe",2015,"030116","befolkningen_ellers","1","person",293
"befolkning_hovedgruppe",2015,"030116","norskfodte_m_innvf","1","person",18
"befolkning_hovedgruppe",2015,"030116","bef_u_innv_og_norskf","1","person",275
"befolkning_hovedgruppe",2015,"030116","alle","0","person",437
"befolkning_hovedgruppe",2015,"030116","innvandrere","0","person",245
"befolkning_hovedgruppe",2015,"030116","befolkningen_ellers","0","person",192
"befolkning_hovedgruppe",2015,"030116","norskfodte_m_innvf","0","person",13
"befolkning_hovedgruppe",2015,"030116","bef_u_innv_og_norskf","0","person",179
"befolkning_hovedgruppe",2015,"030117","alle","alle","person",1598
"befolkning_hovedgruppe",2015,"030117","innvandrere","alle","person",162
"befolkning_hovedgruppe",2015,"030117","befolkningen_ellers","alle","person",1436
"befolkning_hovedgruppe",2015,"030117","norskfodte_m_innvf","alle","person",9
"befolkning_hovedgruppe",2015,"030117","bef_u_innv_og_norskf","alle","person",1427
"befolkning_hovedgruppe",2015,"030117","alle","1","person",814
"befolkning_hovedgruppe",2015,"030117","innvandrere","1","person",84
"befolkning_hovedgruppe",2015,"030117","befolkningen_ellers","1","person",730
"befolkning_hovedgruppe",2015,"030117","norskfodte_m_innvf","1","person",4
"befolkning_hovedgruppe",2015,"030117","bef_u_innv_og_norskf","1","person",726
"befolkning_hovedgruppe",2015,"030117","alle","0","person",784
"befolkning_hovedgruppe",2015,"030117","innvandrere","0","person",78
"befolkning_hovedgruppe",2015,"030117","befolkningen_ellers","0","person",706
"befolkning_hovedgruppe",2015,"030117","norskfodte_m_innvf","0","person",5
"befolkning_hovedgruppe",2015,"030117","bef_u_innv_og_norskf","0","person",701
"befolkning_hovedgruppe",2015,"030199","alle","alle","person",5176
"befolkning_hovedgruppe",2015,"030199","innvandrere","alle","person",2980
"befolkning_hovedgruppe",2015,"030199","befolkningen_ellers","alle","person",2196
"befolkning_hovedgruppe",2015,"030199","norskfodte_m_innvf","alle","person",422
"befolkning_hovedgruppe",2015,"030199","bef_u_innv_og_norskf","alle","person",1774
"befolkning_hovedgruppe",2015,"030199","alle","1","person",3622
"befolkning_hovedgruppe",2015,"030199","innvandrere","1","person",2232
"befolkning_hovedgruppe",2015,"030199","befolkningen_ellers","1","person",1390
"befolkning_hovedgruppe",2015,"030199","norskfodte_m_innvf","1","person",223
"befolkning_hovedgruppe",2015,"030199","bef_u_innv_og_norskf","1","person",1167
"befolkning_hovedgruppe",2015,"030199","alle","0","person",1554
"befolkning_hovedgruppe",2015,"030199","innvandrere","0","person",748
"befolkning_hovedgruppe",2015,"030199","befolkningen_ellers","0","person",806
"befolkning_hovedgruppe",2015,"030199","norskfodte_m_innvf","0","person",199
"befolkning_hovedgruppe",2015,"030199","bef_u_innv_og_norskf","0","person",607
"befolkning_hovedgruppe",2015,"030101","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030101","innvandrere","alle","prosent",29.9
"befolkning_hovedgruppe",2015,"030101","befolkningen_ellers","alle","prosent",70.1
"befolkning_hovedgruppe",2015,"030101","norskfodte_m_innvf","alle","prosent",8.9
"befolkning_hovedgruppe",2015,"030101","bef_u_innv_og_norskf","alle","prosent",61.2
"befolkning_hovedgruppe",2015,"030101","alle","1","prosent",52.1
"befolkning_hovedgruppe",2015,"030101","innvandrere","1","prosent",16.4
"befolkning_hovedgruppe",2015,"030101","befolkningen_ellers","1","prosent",35.7
"befolkning_hovedgruppe",2015,"030101","norskfodte_m_innvf","1","prosent",4.5
"befolkning_hovedgruppe",2015,"030101","bef_u_innv_og_norskf","1","prosent",31.2
"befolkning_hovedgruppe",2015,"030101","alle","0","prosent",47.9
"befolkning_hovedgruppe",2015,"030101","innvandrere","0","prosent",13.5
"befolkning_hovedgruppe",2015,"030101","befolkningen_ellers","0","prosent",34.4
"befolkning_hovedgruppe",2015,"030101","norskfodte_m_innvf","0","prosent",4.4
"befolkning_hovedgruppe",2015,"030101","bef_u_innv_og_norskf","0","prosent",30
"befolkning_hovedgruppe",2015,"030102","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030102","innvandrere","alle","prosent",28.8
"befolkning_hovedgruppe",2015,"030102","befolkningen_ellers","alle","prosent",71.2
"befolkning_hovedgruppe",2015,"030102","norskfodte_m_innvf","alle","prosent",5.8
"befolkning_hovedgruppe",2015,"030102","bef_u_innv_og_norskf","alle","prosent",65.4
"befolkning_hovedgruppe",2015,"030102","alle","1","prosent",51.9
"befolkning_hovedgruppe",2015,"030102","innvandrere","1","prosent",16.1
"befolkning_hovedgruppe",2015,"030102","befolkningen_ellers","1","prosent",35.8
"befolkning_hovedgruppe",2015,"030102","norskfodte_m_innvf","1","prosent",3.1
"befolkning_hovedgruppe",2015,"030102","bef_u_innv_og_norskf","1","prosent",32.7
"befolkning_hovedgruppe",2015,"030102","alle","0","prosent",48.1
"befolkning_hovedgruppe",2015,"030102","innvandrere","0","prosent",12.7
"befolkning_hovedgruppe",2015,"030102","befolkningen_ellers","0","prosent",35.4
"befolkning_hovedgruppe",2015,"030102","norskfodte_m_innvf","0","prosent",2.7
"befolkning_hovedgruppe",2015,"030102","bef_u_innv_og_norskf","0","prosent",32.7
"befolkning_hovedgruppe",2015,"030103","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030103","innvandrere","alle","prosent",20.4
"befolkning_hovedgruppe",2015,"030103","befolkningen_ellers","alle","prosent",79.6
"befolkning_hovedgruppe",2015,"030103","norskfodte_m_innvf","alle","prosent",4.6
"befolkning_hovedgruppe",2015,"030103","bef_u_innv_og_norskf","alle","prosent",74.9
"befolkning_hovedgruppe",2015,"030103","alle","1","prosent",49
"befolkning_hovedgruppe",2015,"030103","innvandrere","1","prosent",10.8
"befolkning_hovedgruppe",2015,"030103","befolkningen_ellers","1","prosent",38.2
"befolkning_hovedgruppe",2015,"030103","norskfodte_m_innvf","1","prosent",2.3
"befolkning_hovedgruppe",2015,"030103","bef_u_innv_og_norskf","1","prosent",35.8
"befolkning_hovedgruppe",2015,"030103","alle","0","prosent",51
"befolkning_hovedgruppe",2015,"030103","innvandrere","0","prosent",9.6
"befolkning_hovedgruppe",2015,"030103","befolkningen_ellers","0","prosent",41.4
"befolkning_hovedgruppe",2015,"030103","norskfodte_m_innvf","0","prosent",2.3
"befolkning_hovedgruppe",2015,"030103","bef_u_innv_og_norskf","0","prosent",39.1
"befolkning_hovedgruppe",2015,"030104","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030104","innvandrere","alle","prosent",23.7
"befolkning_hovedgruppe",2015,"030104","befolkningen_ellers","alle","prosent",76.3
"befolkning_hovedgruppe",2015,"030104","norskfodte_m_innvf","alle","prosent",3
"befolkning_hovedgruppe",2015,"030104","bef_u_innv_og_norskf","alle","prosent",73.3
"befolkning_hovedgruppe",2015,"030104","alle","1","prosent",50.2
"befolkning_hovedgruppe",2015,"030104","innvandrere","1","prosent",13.1
"befolkning_hovedgruppe",2015,"030104","befolkningen_ellers","1","prosent",37.1
"befolkning_hovedgruppe",2015,"030104","norskfodte_m_innvf","1","prosent",1.5
"befolkning_hovedgruppe",2015,"030104","bef_u_innv_og_norskf","1","prosent",35.6
"befolkning_hovedgruppe",2015,"030104","alle","0","prosent",49.8
"befolkning_hovedgruppe",2015,"030104","innvandrere","0","prosent",10.6
"befolkning_hovedgruppe",2015,"030104","befolkningen_ellers","0","prosent",39.2
"befolkning_hovedgruppe",2015,"030104","norskfodte_m_innvf","0","prosent",1.5
"befolkning_hovedgruppe",2015,"030104","bef_u_innv_og_norskf","0","prosent",37.7
"befolkning_hovedgruppe",2015,"030105","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030105","innvandrere","alle","prosent",25
"befolkning_hovedgruppe",2015,"030105","befolkningen_ellers","alle","prosent",75
"befolkning_hovedgruppe",2015,"030105","norskfodte_m_innvf","alle","prosent",2.5
"befolkning_hovedgruppe",2015,"030105","bef_u_innv_og_norskf","alle","prosent",72.5
"befolkning_hovedgruppe",2015,"030105","alle","1","prosent",49.6
"befolkning_hovedgruppe",2015,"030105","innvandrere","1","prosent",12.8
"befolkning_hovedgruppe",2015,"030105","befolkningen_ellers","1","prosent",36.8
"befolkning_hovedgruppe",2015,"030105","norskfodte_m_innvf","1","prosent",1.3
"befolkning_hovedgruppe",2015,"030105","bef_u_innv_og_norskf","1","prosent",35.6
"befolkning_hovedgruppe",2015,"030105","alle","0","prosent",50.4
"befolkning_hovedgruppe",2015,"030105","innvandrere","0","prosent",12.3
"befolkning_hovedgruppe",2015,"030105","befolkningen_ellers","0","prosent",38.1
"befolkning_hovedgruppe",2015,"030105","norskfodte_m_innvf","0","prosent",1.2
"befolkning_hovedgruppe",2015,"030105","bef_u_innv_og_norskf","0","prosent",36.9
"befolkning_hovedgruppe",2015,"030106","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030106","innvandrere","alle","prosent",15.5
"befolkning_hovedgruppe",2015,"030106","befolkningen_ellers","alle","prosent",84.5
"befolkning_hovedgruppe",2015,"030106","norskfodte_m_innvf","alle","prosent",2.2
"befolkning_hovedgruppe",2015,"030106","bef_u_innv_og_norskf","alle","prosent",82.3
"befolkning_hovedgruppe",2015,"030106","alle","1","prosent",48.2
"befolkning_hovedgruppe",2015,"030106","innvandrere","1","prosent",7.3
"befolkning_hovedgruppe",2015,"030106","befolkningen_ellers","1","prosent",40.9
"befolkning_hovedgruppe",2015,"030106","norskfodte_m_innvf","1","prosent",1.2
"befolkning_hovedgruppe",2015,"030106","bef_u_innv_og_norskf","1","prosent",39.7
"befolkning_hovedgruppe",2015,"030106","alle","0","prosent",51.8
"befolkning_hovedgruppe",2015,"030106","innvandrere","0","prosent",8.2
"befolkning_hovedgruppe",2015,"030106","befolkningen_ellers","0","prosent",43.6
"befolkning_hovedgruppe",2015,"030106","norskfodte_m_innvf","0","prosent",1
"befolkning_hovedgruppe",2015,"030106","bef_u_innv_og_norskf","0","prosent",42.6
"befolkning_hovedgruppe",2015,"030107","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"030107","innvandrere","alle","prosent",14.9
"befolkning_hovedgruppe",2015,"030107","befolkningen_ellers","alle","prosent",85.1
"befolkning_hovedgruppe",2015,"030107","norskfodte_m_innvf","alle","prosent",2.1
"befolkning_hovedgruppe",2015,"030107","bef_u_innv_og_norskf","alle","prosent",83
"befolkning_hovedgruppe",2015,"030107","alle","1","prosent",48.2
"befolkning_hovedgruppe",2015,"030107","innvandrere","1","prosent",6.7
