"tabell_navn","aar","naringsregion_nr","enhet","flytting","innvkat_3","tabellvariabel"
"befolkning_flytting","2014","11","personer","utflytting","alle","1720"
"befolkning_flytting","2014","11","personer","utvandring","alle","169"
"befolkning_flytting","2014","11","personer","utvandring_og_utflytting","alle","1889"
"befolkning_flytting","2014","12","personer","innflytting","alle","2610"
"befolkning_flytting","2014","12","personer","innvandring","alle","818"
"befolkning_flytting","2014","12","personer","innvandring_og_innflytting","alle","3428"
"befolkning_flytting","2014","12","personer","nettoinnflytting","alle","222"
"befolkning_flytting","2014","12","personer","nettoinnvandring","alle","549"
"befolkning_flytting","2014","12","personer","nettoinnvandring_og_nettoinnflytting","alle","771"
"befolkning_flytting","2014","12","personer","utflytting","alle","2388"
"befolkning_flytting","2014","12","personer","utvandring","alle","269"
"befolkning_flytting","2014","12","personer","utvandring_og_utflytting","alle","2657"
"befolkning_flytting","2014","13","personer","innflytting","alle","1342"
"befolkning_flytting","2014","13","personer","innvandring","alle","441"
"befolkning_flytting","2014","13","personer","innvandring_og_innflytting","alle","1783"
"befolkning_flytting","2014","13","personer","nettoinnflytting","alle","-185"
"befolkning_flytting","2014","13","personer","nettoinnvandring","alle","327"
"befolkning_flytting","2014","13","personer","nettoinnvandring_og_nettoinnflytting","alle","142"
"befolkning_flytting","2014","13","personer","utflytting","alle","1527"
"befolkning_flytting","2014","13","personer","utvandring","alle","114"
"befolkning_flytting","2014","13","personer","utvandring_og_utflytting","alle","1641"
"befolkning_flytting","2014","14","personer","innflytting","alle","1987"
"befolkning_flytting","2014","14","personer","innvandring","alle","805"
"befolkning_flytting","2014","14","personer","innvandring_og_innflytting","alle","2792"
"befolkning_flytting","2014","14","personer","nettoinnflytting","alle","40"
"befolkning_flytting","2014","14","personer","nettoinnvandring","alle","620"
"befolkning_flytting","2014","14","personer","nettoinnvandring_og_nettoinnflytting","alle","660"
"befolkning_flytting","2014","14","personer","utflytting","alle","1947"
"befolkning_flytting","2014","14","personer","utvandring","alle","185"
"befolkning_flytting","2014","14","personer","utvandring_og_utflytting","alle","2132"
"befolkning_flytting","2014","15","personer","innflytting","alle","1009"
"befolkning_flytting","2014","15","personer","innvandring","alle","260"
"befolkning_flytting","2014","15","personer","innvandring_og_innflytting","alle","1269"
"befolkning_flytting","2014","15","personer","nettoinnflytting","alle","13"
"befolkning_flytting","2014","15","personer","nettoinnvandring","alle","203"
"befolkning_flytting","2014","15","personer","nettoinnvandring_og_nettoinnflytting","alle","216"
"befolkning_flytting","2014","15","personer","utflytting","alle","996"
"befolkning_flytting","2014","15","personer","utvandring","alle","57"
"befolkning_flytting","2014","15","personer","utvandring_og_utflytting","alle","1053"
"befolkning_flytting","2014","16","personer","innflytting","alle","1684"
"befolkning_flytting","2014","16","personer","innvandring","alle","311"
"befolkning_flytting","2014","16","personer","innvandring_og_innflytting","alle","1995"
"befolkning_flytting","2014","16","personer","nettoinnflytting","alle","41"
"befolkning_flytting","2014","16","personer","nettoinnvandring","alle","175"
"befolkning_flytting","2014","16","personer","nettoinnvandring_og_nettoinnflytting","alle","216"
"befolkning_flytting","2014","16","personer","utflytting","alle","1643"
"befolkning_flytting","2014","16","personer","utvandring","alle","136"
"befolkning_flytting","2014","16","personer","utvandring_og_utflytting","alle","1779"
"befolkning_flytting","2014","17","personer","innflytting","alle","323"
"befolkning_flytting","2014","17","personer","innvandring","alle","122"
"befolkning_flytting","2014","17","personer","innvandring_og_innflytting","alle","445"
"befolkning_flytting","2014","17","personer","nettoinnflytting","alle","-97"
"befolkning_flytting","2014","17","personer","nettoinnvandring","alle","104"
"befolkning_flytting","2014","17","personer","nettoinnvandring_og_nettoinnflytting","alle","7"
"befolkning_flytting","2014","17","personer","utflytting","alle","420"
"befolkning_flytting","2014","17","personer","utvandring","alle","18"
"befolkning_flytting","2014","17","personer","utvandring_og_utflytting","alle","438"
"befolkning_flytting","2014","18","personer","innflytting","alle","393"
"befolkning_flytting","2014","18","personer","innvandring","alle","225"
"befolkning_flytting","2014","18","personer","innvandring_og_innflytting","alle","618"
"befolkning_flytting","2014","18","personer","nettoinnflytting","alle","-123"
"befolkning_flytting","2014","18","personer","nettoinnvandring","alle","186"
"befolkning_flytting","2014","18","personer","nettoinnvandring_og_nettoinnflytting","alle","63"
"befolkning_flytting","2014","18","personer","utflytting","alle","516"
"befolkning_flytting","2014","18","personer","utvandring","alle","39"
"befolkning_flytting","2014","18","personer","utvandring_og_utflytting","alle","555"
"befolkning_flytting","2014","19","personer","innflytting","alle","526"
"befolkning_flytting","2014","19","personer","innvandring","alle","281"
"befolkning_flytting","2014","19","personer","innvandring_og_innflytting","alle","807"
"befolkning_flytting","2014","19","personer","nettoinnflytting","alle","-169"
"befolkning_flytting","2014","19","personer","nettoinnvandring","alle","234"
"befolkning_flytting","2014","19","personer","nettoinnvandring_og_nettoinnflytting","alle","65"
"befolkning_flytting","2014","19","personer","utflytting","alle","695"
"befolkning_flytting","2014","19","personer","utvandring","alle","47"
"befolkning_flytting","2014","19","personer","utvandring_og_utflytting","alle","742"
"befolkning_flytting","2014","20","personer","innflytting","alle","5802"
"befolkning_flytting","2014","20","personer","innvandring","alle","2011"
"befolkning_flytting","2014","20","personer","innvandring_og_innflytting","alle","7813"
"befolkning_flytting","2014","20","personer","nettoinnflytting","alle","329"
"befolkning_flytting","2014","20","personer","nettoinnvandring","alle","1108"
"befolkning_flytting","2014","20","personer","nettoinnvandring_og_nettoinnflytting","alle","1437"
"befolkning_flytting","2014","20","personer","utflytting","alle","5473"
"befolkning_flytting","2014","20","personer","utvandring","alle","903"
"befolkning_flytting","2014","20","personer","utvandring_og_utflytting","alle","6376"
"befolkning_flytting","2014","21","personer","innflytting","alle","578"
"befolkning_flytting","2014","21","personer","innvandring","alle","363"
"befolkning_flytting","2014","21","personer","innvandring_og_innflytting","alle","941"
"befolkning_flytting","2014","21","personer","nettoinnflytting","alle","-209"
"befolkning_flytting","2014","21","personer","nettoinnvandring","alle","212"
"befolkning_flytting","2014","21","personer","nettoinnvandring_og_nettoinnflytting","alle","3"
"befolkning_flytting","2014","21","personer","utflytting","alle","787"
"befolkning_flytting","2014","21","personer","utvandring","alle","151"
"befolkning_flytting","2014","21","personer","utvandring_og_utflytting","alle","938"
"befolkning_flytting","2014","22","personer","innflytting","alle","1154"
"befolkning_flytting","2014","22","personer","innvandring","alle","446"
"befolkning_flytting","2014","22","personer","innvandring_og_innflytting","alle","1600"
"befolkning_flytting","2014","22","personer","nettoinnflytting","alle","-3"
"befolkning_flytting","2014","22","personer","nettoinnvandring","alle","214"
"befolkning_flytting","2014","22","personer","nettoinnvandring_og_nettoinnflytting","alle","211"
"befolkning_flytting","2014","22","personer","utflytting","alle","1157"
"befolkning_flytting","2014","22","personer","utvandring","alle","232"
"befolkning_flytting","2014","22","personer","utvandring_og_utflytting","alle","1389"
"befolkning_flytting","2014","23","personer","innflytting","alle","727"
"befolkning_flytting","2014","23","personer","innvandring","alle","131"
"befolkning_flytting","2014","23","personer","innvandring_og_innflytting","alle","858"
"befolkning_flytting","2014","23","personer","nettoinnflytting","alle","22"
"befolkning_flytting","2014","23","personer","nettoinnvandring","alle","70"
"befolkning_flytting","2014","23","personer","nettoinnvandring_og_nettoinnflytting","alle","92"
"befolkning_flytting","2014","23","personer","utflytting","alle","705"
"befolkning_flytting","2014","23","personer","utvandring","alle","61"
"befolkning_flytting","2014","23","personer","utvandring_og_utflytting","alle","766"
"befolkning_flytting","2014","24","personer","innflytting","alle","1402"
"befolkning_flytting","2014","24","personer","innvandring","alle","376"
"befolkning_flytting","2014","24","personer","innvandring_og_innflytting","alle","1778"
"befolkning_flytting","2014","24","personer","nettoinnflytting","alle","10"
"befolkning_flytting","2014","24","personer","nettoinnvandring","alle","187"
"befolkning_flytting","2014","24","personer","nettoinnvandring_og_nettoinnflytting","alle","197"
"befolkning_flytting","2014","24","personer","utflytting","alle","1392"
"befolkning_flytting","2014","24","personer","utvandring","alle","189"
"befolkning_flytting","2014","24","personer","utvandring_og_utflytting","alle","1581"
"befolkning_flytting","2014","25","personer","innflytting","alle","4367"
"befolkning_flytting","2014","25","personer","innvandring","alle","1357"
"befolkning_flytting","2014","25","personer","innvandring_og_innflytting","alle","5724"
"befolkning_flytting","2014","25","personer","nettoinnflytting","alle","277"
"befolkning_flytting","2014","25","personer","nettoinnvandring","alle","638"
"befolkning_flytting","2014","25","personer","nettoinnvandring_og_nettoinnflytting","alle","915"
"befolkning_flytting","2014","25","personer","utflytting","alle","4090"
"befolkning_flytting","2014","25","personer","utvandring","alle","719"
"befolkning_flytting","2014","25","personer","utvandring_og_utflytting","alle","4809"
"befolkning_flytting","2014","26","personer","innflytting","alle","2824"
"befolkning_flytting","2014","26","personer","innvandring","alle","936"
"befolkning_flytting","2014","26","personer","innvandring_og_innflytting","alle","3760"
"befolkning_flytting","2014","26","personer","nettoinnflytting","alle","91"
"befolkning_flytting","2014","26","personer","nettoinnvandring","alle","506"
"befolkning_flytting","2014","26","personer","nettoinnvandring_og_nettoinnflytting","alle","597"
"befolkning_flytting","2014","26","personer","utflytting","alle","2733"
"befolkning_flytting","2014","26","personer","utvandring","alle","430"
"befolkning_flytting","2014","26","personer","utvandring_og_utflytting","alle","3163"
"befolkning_flytting","2014","27","personer","innflytting","alle","2790"
"befolkning_flytting","2014","27","personer","innvandring","alle","834"
"befolkning_flytting","2014","27","personer","innvandring_og_innflytting","alle","3624"
"befolkning_flytting","2014","27","personer","nettoinnflytting","alle","-105"
"befolkning_flytting","2014","27","personer","nettoinnvandring","alle","440"
"befolkning_flytting","2014","27","personer","nettoinnvandring_og_nettoinnflytting","alle","335"
"befolkning_flytting","2014","27","personer","utflytting","alle","2895"
"befolkning_flytting","2014","27","personer","utvandring","alle","394"
"befolkning_flytting","2014","27","personer","utvandring_og_utflytting","alle","3289"
"befolkning_flytting","2014","28","personer","innflytting","alle","721"
"befolkning_flytting","2014","28","personer","innvandring","alle","215"
"befolkning_flytting","2014","28","personer","innvandring_og_innflytting","alle","936"
"befolkning_flytting","2014","28","personer","nettoinnflytting","alle","-13"
"befolkning_flytting","2014","28","personer","nettoinnvandring","alle","149"
"befolkning_flytting","2014","28","personer","nettoinnvandring_og_nettoinnflytting","alle","136"
"befolkning_flytting","2014","28","personer","utflytting","alle","734"
"befolkning_flytting","2014","28","personer","utvandring","alle","66"
"befolkning_flytting","2014","28","personer","utvandring_og_utflytting","alle","800"
"befolkning_flytting","2014","29","personer","innflytting","alle","700"
"befolkning_flytting","2014","29","personer","innvandring","alle","159"
"befolkning_flytting","2014","29","personer","innvandring_og_innflytting","alle","859"
"befolkning_flytting","2014","29","personer","nettoinnflytting","alle","-52"
"befolkning_flytting","2014","29","personer","nettoinnvandring","alle","98"
"befolkning_flytting","2014","29","personer","nettoinnvandring_og_nettoinnflytting","alle","46"
"befolkning_flytting","2014","29","personer","utflytting","alle","752"
"befolkning_flytting","2014","29","personer","utvandring","alle","61"
"befolkning_flytting","2014","29","personer","utvandring_og_utflytting","alle","813"
"befolkning_flytting","2014","30","personer","innflytting","alle","420"
"befolkning_flytting","2014","30","personer","innvandring","alle","97"
"befolkning_flytting","2014","30","personer","innvandring_og_innflytting","alle","517"
"befolkning_flytting","2014","30","personer","nettoinnflytting","alle","-47"
"befolkning_flytting","2014","30","personer","nettoinnvandring","alle","48"
"befolkning_flytting","2014","30","personer","nettoinnvandring_og_nettoinnflytting","alle","1"
"befolkning_flytting","2014","30","personer","utflytting","alle","467"
"befolkning_flytting","2014","30","personer","utvandring","alle","49"
"befolkning_flytting","2014","30","personer","utvandring_og_utflytting","alle","516"
"befolkning_flytting","2014","31","personer","innflytting","alle","201"
"befolkning_flytting","2014","31","personer","innvandring","alle","61"
"befolkning_flytting","2014","31","personer","innvandring_og_innflytting","alle","262"
"befolkning_flytting","2014","31","personer","nettoinnflytting","alle","-54"
"befolkning_flytting","2014","31","personer","nettoinnvandring","alle","40"
"befolkning_flytting","2014","31","personer","nettoinnvandring_og_nettoinnflytting","alle","-14"
"befolkning_flytting","2014","31","personer","utflytting","alle","255"
"befolkning_flytting","2014","31","personer","utvandring","alle","21"
"befolkning_flytting","2014","31","personer","utvandring_og_utflytting","alle","276"
"befolkning_flytting","2014","32","personer","innflytting","alle","2296"
"befolkning_flytting","2014","32","personer","innvandring","alle","808"
"befolkning_flytting","2014","32","personer","innvandring_og_innflytting","alle","3104"
"befolkning_flytting","2014","32","personer","nettoinnflytting","alle","122"
"befolkning_flytting","2014","32","personer","nettoinnvandring","alle","499"
"befolkning_flytting","2014","32","personer","nettoinnvandring_og_nettoinnflytting","alle","621"
"befolkning_flytting","2014","32","personer","utflytting","alle","2174"
"befolkning_flytting","2014","32","personer","utvandring","alle","309"
"befolkning_flytting","2014","32","personer","utvandring_og_utflytting","alle","2483"
"befolkning_flytting","2014","33","personer","innflytting","alle","790"
"befolkning_flytting","2014","33","personer","innvandring","alle","543"
"befolkning_flytting","2014","33","personer","innvandring_og_innflytting","alle","1333"
"befolkning_flytting","2014","33","personer","nettoinnflytting","alle","-101"
"befolkning_flytting","2014","33","personer","nettoinnvandring","alle","440"
"befolkning_flytting","2014","33","personer","nettoinnvandring_og_nettoinnflytting","alle","339"
"befolkning_flytting","2014","33","personer","utflytting","alle","891"
"befolkning_flytting","2014","33","personer","utvandring","alle","103"
"befolkning_flytting","2014","33","personer","utvandring_og_utflytting","alle","994"
"befolkning_flytting","2014","34","personer","innflytting","alle","656"
"befolkning_flytting","2014","34","personer","innvandring","alle","259"
"befolkning_flytting","2014","34","personer","innvandring_og_innflytting","alle","915"
"befolkning_flytting","2014","34","personer","nettoinnflytting","alle","-125"
"befolkning_flytting","2014","34","personer","nettoinnvandring","alle","171"
"befolkning_flytting","2014","34","personer","nettoinnvandring_og_nettoinnflytting","alle","46"
"befolkning_flytting","2014","34","personer","utflytting","alle","781"
"befolkning_flytting","2014","34","personer","utvandring","alle","88"
"befolkning_flytting","2014","34","personer","utvandring_og_utflytting","alle","869"
"befolkning_flytting","2014","35","personer","innflytting","alle","3966"
"befolkning_flytting","2014","35","personer","innvandring","alle","1591"
"befolkning_flytting","2014","35","personer","innvandring_og_innflytting","alle","5557"
"befolkning_flytting","2014","35","personer","nettoinnflytting","alle","458"
"befolkning_flytting","2014","35","personer","nettoinnvandring","alle","999"
"befolkning_flytting","2014","35","personer","nettoinnvandring_og_nettoinnflytting","alle","1457"
"befolkning_flytting","2014","35","personer","utflytting","alle","3508"
"befolkning_flytting","2014","35","personer","utvandring","alle","592"
"befolkning_flytting","2014","35","personer","utvandring_og_utflytting","alle","4100"
"befolkning_flytting","2014","36","personer","innflytting","alle","646"
"befolkning_flytting","2014","36","personer","innvandring","alle","277"
"befolkning_flytting","2014","36","personer","innvandring_og_innflytting","alle","923"
"befolkning_flytting","2014","36","personer","nettoinnflytting","alle","-79"
"befolkning_flytting","2014","36","personer","nettoinnvandring","alle","176"
"befolkning_flytting","2014","36","personer","nettoinnvandring_og_nettoinnflytting","alle","97"
"befolkning_flytting","2014","36","personer","utflytting","alle","725"
"befolkning_flytting","2014","36","personer","utvandring","alle","101"
"befolkning_flytting","2014","36","personer","utvandring_og_utflytting","alle","826"
"befolkning_flytting","2014","37","personer","innflytting","alle","2104"
"befolkning_flytting","2014","37","personer","innvandring","alle","1126"
"befolkning_flytting","2014","37","personer","innvandring_og_innflytting","alle","3230"
"befolkning_flytting","2014","37","personer","nettoinnflytting","alle","-130"
"befolkning_flytting","2014","37","personer","nettoinnvandring","alle","599"
"befolkning_flytting","2014","37","personer","nettoinnvandring_og_nettoinnflytting","alle","469"
"befolkning_flytting","2014","37","personer","utflytting","alle","2234"
"befolkning_flytting","2014","37","personer","utvandring","alle","527"
"befolkning_flytting","2014","37","personer","utvandring_og_utflytting","alle","2761"
"befolkning_flytting","2014","38","personer","innflytting","alle","770"
"befolkning_flytting","2014","38","personer","innvandring","alle","279"
"befolkning_flytting","2014","38","personer","innvandring_og_innflytting","alle","1049"
"befolkning_flytting","2014","38","personer","nettoinnflytting","alle","16"
"befolkning_flytting","2014","38","personer","nettoinnvandring","alle","202"
"befolkning_flytting","2014","38","personer","nettoinnvandring_og_nettoinnflytting","alle","218"
"befolkning_flytting","2014","38","personer","utflytting","alle","754"
"befolkning_flytting","2014","38","personer","utvandring","alle","77"
"befolkning_flytting","2014","38","personer","utvandring_og_utflytting","alle","831"
"befolkning_flytting","2014","39","personer","innflytting","alle","6049"
"befolkning_flytting","2014","39","personer","innvandring","alle","5907"
"befolkning_flytting","2014","39","personer","innvandring_og_innflytting","alle","11956"
"befolkning_flytting","2014","39","personer","nettoinnflytting","alle","-81"
"befolkning_flytting","2014","39","personer","nettoinnvandring","alle","2734"
"befolkning_flytting","2014","39","personer","nettoinnvandring_og_nettoinnflytting","alle","2653"
"befolkning_flytting","2014","39","personer","utflytting","alle","6130"
"befolkning_flytting","2014","39","personer","utvandring","alle","3173"
"befolkning_flytting","2014","39","personer","utvandring_og_utflytting","alle","9303"
"befolkning_flytting","2014","40","personer","innflytting","alle","9775"
"befolkning_flytting","2014","40","personer","innvandring","alle","4503"
"befolkning_flytting","2014","40","personer","innvandring_og_innflytting","alle","14278"
"befolkning_flytting","2014","40","personer","nettoinnflytting","alle","-362"
"befolkning_flytting","2014","40","personer","nettoinnvandring","alle","2113"
"befolkning_flytting","2014","40","personer","nettoinnvandring_og_nettoinnflytting","alle","1751"
"befolkning_flytting","2014","40","personer","utflytting","alle","10137"
"befolkning_flytting","2014","40","personer","utvandring","alle","2390"
"befolkning_flytting","2014","40","personer","utvandring_og_utflytting","alle","12527"
"befolkning_flytting","2014","41","personer","innflytting","alle","1109"
"befolkning_flytting","2014","41","personer","innvandring","alle","229"
"befolkning_flytting","2014","41","personer","innvandring_og_innflytting","alle","1338"
"befolkning_flytting","2014","41","personer","nettoinnflytting","alle","153"
"befolkning_flytting","2014","41","personer","nettoinnvandring","alle","143"
"befolkning_flytting","2014","41","personer","nettoinnvandring_og_nettoinnflytting","alle","296"
"befolkning_flytting","2014","41","personer","utflytting","alle","956"
"befolkning_flytting","2014","41","personer","utvandring","alle","86"
"befolkning_flytting","2014","41","personer","utvandring_og_utflytting","alle","1042"
"befolkning_flytting","2014","42","personer","innflytting","alle","524"
"befolkning_flytting","2014","42","personer","innvandring","alle","295"
"befolkning_flytting","2014","42","personer","innvandring_og_innflytting","alle","819"
"befolkning_flytting","2014","42","personer","nettoinnflytting","alle","-216"
"befolkning_flytting","2014","42","personer","nettoinnvandring","alle","209"
"befolkning_flytting","2014","42","personer","nettoinnvandring_og_nettoinnflytting","alle","-7"
"befolkning_flytting","2014","42","personer","utflytting","alle","740"
"befolkning_flytting","2014","42","personer","utvandring","alle","86"
"befolkning_flytting","2014","42","personer","utvandring_og_utflytting","alle","826"
"befolkning_flytting","2014","43","personer","innflytting","alle","419"
"befolkning_flytting","2014","43","personer","innvandring","alle","161"
"befolkning_flytting","2014","43","personer","innvandring_og_innflytting","alle","580"
"befolkning_flytting","2014","43","personer","nettoinnflytting","alle","34"
"befolkning_flytting","2014","43","personer","nettoinnvandring","alle","126"
"befolkning_flytting","2014","43","personer","nettoinnvandring_og_nettoinnflytting","alle","160"
"befolkning_flytting","2014","43","personer","utflytting","alle","385"
"befolkning_flytting","2014","43","personer","utvandring","alle","35"
"befolkning_flytting","2014","43","personer","utvandring_og_utflytting","alle","420"
"befolkning_flytting","2014","44","personer","innflytting","alle","1232"
"befolkning_flytting","2014","44","personer","innvandring","alle","247"
"befolkning_flytting","2014","44","personer","innvandring_og_innflytting","alle","1479"
"befolkning_flytting","2014","44","personer","nettoinnflytting","alle","197"
"befolkning_flytting","2014","44","personer","nettoinnvandring","alle","139"
"befolkning_flytting","2014","44","personer","nettoinnvandring_og_nettoinnflytting","alle","336"
"befolkning_flytting","2014","44","personer","utflytting","alle","1035"
"befolkning_flytting","2014","44","personer","utvandring","alle","108"
"befolkning_flytting","2014","44","personer","utvandring_og_utflytting","alle","1143"
"befolkning_flytting","2014","45","personer","innflytting","alle","392"
"befolkning_flytting","2014","45","personer","innvandring","alle","82"
"befolkning_flytting","2014","45","personer","innvandring_og_innflytting","alle","474"
"befolkning_flytting","2014","45","personer","nettoinnflytting","alle","-39"
"befolkning_flytting","2014","45","personer","nettoinnvandring","alle","53"
"befolkning_flytting","2014","45","personer","nettoinnvandring_og_nettoinnflytting","alle","14"
"befolkning_flytting","2014","45","personer","utflytting","alle","431"
"befolkning_flytting","2014","45","personer","utvandring","alle","29"
"befolkning_flytting","2014","45","personer","utvandring_og_utflytting","alle","460"
"befolkning_flytting","2014","46","personer","innflytting","alle","1576"
"befolkning_flytting","2014","46","personer","innvandring","alle","667"
"befolkning_flytting","2014","46","personer","innvandring_og_innflytting","alle","2243"
"befolkning_flytting","2014","46","personer","nettoinnflytting","alle","-115"
"befolkning_flytting","2014","46","personer","nettoinnvandring","alle","410"
"befolkning_flytting","2014","46","personer","nettoinnvandring_og_nettoinnflytting","alle","295"
"befolkning_flytting","2014","46","personer","utflytting","alle","1691"
"befolkning_flytting","2014","46","personer","utvandring","alle","257"
"befolkning_flytting","2014","46","personer","utvandring_og_utflytting","alle","1948"
"befolkning_flytting","2014","47","personer","innflytting","alle","2732"
