"aar","bydel_nr","enhet","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr","vreg_9","tabellvariabel"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0819","afrika","119"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0821","afrika","70"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0822","afrika","60"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0826","afrika","104"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0827","afrika","7"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0828","afrika","40"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0829","afrika","4"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0830","afrika","0"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0831","afrika","10"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0833","afrika","15"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0834","afrika","52"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0901","afrika","73"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0904","afrika","236"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0906","afrika","459"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0911","afrika","39"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0912","afrika","5"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0914","afrika","56"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0919","afrika","6"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0926","afrika","69"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0928","afrika","34"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0929","afrika","4"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0935","afrika","9"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0937","afrika","29"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0938","afrika","17"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0940","afrika","3"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","0941","afrika","0"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1001","afrika","1376"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1002","afrika","213"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1003","afrika","59"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1004","afrika","66"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1014","afrika","60"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1017","afrika","112"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1018","afrika","76"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1021","afrika","25"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1026","afrika","0"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1027","afrika","6"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1029","afrika","0"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1032","afrika","53"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1034","afrika","14"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1037","afrika","56"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1046","afrika","10"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1101","afrika","94"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1102","afrika","807"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1103","afrika","2221"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1106","afrika","388"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1111","afrika","5"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1112","afrika","29"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1114","afrika","0"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1119","afrika","154"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1120","afrika","177"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1121","afrika","173"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1122","afrika","88"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1124","afrika","289"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1127","afrika","121"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1129","afrika","5"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1130","afrika","176"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1133","afrika","62"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1134","afrika","56"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1135","afrika","65"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1141","afrika","3"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1142","afrika","33"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1144","afrika","0"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1145","afrika","3"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1146","afrika","33"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1149","afrika","267"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1151","afrika","0"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1160","afrika","32"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1201","afrika","4385"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1211","afrika","19"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1216","afrika","40"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1219","afrika","96"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1221","afrika","155"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1222","afrika","3"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1223","afrika","0"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1224","afrika","83"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1227","afrika","3"
2014,"NULL","personer","befolkning_verdensregion_9","NULL","NULL","1228","afrika","79"
