"tabell_navn","aar","kommune_nr","forste_bosettingskommune","enhet","botid_3","tabellvariabel"
"flyktning_botid_flytting","2015","0111","alle","personer","0_4","31"
"flyktning_botid_flytting","2015","0111","alle","prosent","0_4","51.7"
"flyktning_botid_flytting","2015","0111","ja","personer","0_4","31"
"flyktning_botid_flytting","2015","0111","ja","prosent","0_4","51.7"
"flyktning_botid_flytting","2015","0111","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0111","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0111","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","0111","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0119","alle","personer","0_4","16"
"flyktning_botid_flytting","2015","0119","alle","prosent","0_4","18.8"
"flyktning_botid_flytting","2015","0119","ja","personer","0_4","13"
"flyktning_botid_flytting","2015","0119","ja","prosent","0_4","15.3"
"flyktning_botid_flytting","2015","0119","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0119","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0119","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","0119","uoppgitt","prosent","0_4","3.5"
"flyktning_botid_flytting","2015","0122","alle","personer","0_4","29"
"flyktning_botid_flytting","2015","0122","alle","prosent","0_4","45.3"
"flyktning_botid_flytting","2015","0122","ja","personer","0_4","25"
"flyktning_botid_flytting","2015","0122","ja","prosent","0_4","39.1"
"flyktning_botid_flytting","2015","0122","nei","personer","0_4","4"
"flyktning_botid_flytting","2015","0122","nei","prosent","0_4","6.3"
"flyktning_botid_flytting","2015","0122","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","0122","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0123","alle","personer","0_4","78"
"flyktning_botid_flytting","2015","0123","alle","prosent","0_4","37.5"
"flyktning_botid_flytting","2015","0123","ja","personer","0_4","35"
"flyktning_botid_flytting","2015","0123","ja","prosent","0_4","16.8"
"flyktning_botid_flytting","2015","0123","nei","personer","0_4","27"
"flyktning_botid_flytting","2015","0123","nei","prosent","0_4","13.0"
"flyktning_botid_flytting","2015","0123","uoppgitt","personer","0_4","16"
"flyktning_botid_flytting","2015","0123","uoppgitt","prosent","0_4","7.7"
"flyktning_botid_flytting","2015","0124","alle","personer","0_4","70"
"flyktning_botid_flytting","2015","0124","alle","prosent","0_4","7.4"
"flyktning_botid_flytting","2015","0124","ja","personer","0_4","39"
"flyktning_botid_flytting","2015","0124","ja","prosent","0_4","4.1"
"flyktning_botid_flytting","2015","0124","nei","personer","0_4","13"
"flyktning_botid_flytting","2015","0124","nei","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","0124","uoppgitt","personer","0_4","18"
"flyktning_botid_flytting","2015","0124","uoppgitt","prosent","0_4","1.9"
"flyktning_botid_flytting","2015","0125","alle","personer","0_4","69"
"flyktning_botid_flytting","2015","0125","alle","prosent","0_4","14.5"
"flyktning_botid_flytting","2015","0125","ja","personer","0_4","46"
"flyktning_botid_flytting","2015","0125","ja","prosent","0_4","9.6"
"flyktning_botid_flytting","2015","0125","nei","personer","0_4","9"
"flyktning_botid_flytting","2015","0125","nei","prosent","0_4","1.9"
"flyktning_botid_flytting","2015","0125","uoppgitt","personer","0_4","14"
"flyktning_botid_flytting","2015","0125","uoppgitt","prosent","0_4","2.9"
"flyktning_botid_flytting","2015","0127","alle","personer","0_4","12"
"flyktning_botid_flytting","2015","0127","alle","prosent","0_4","20.7"
"flyktning_botid_flytting","2015","0127","ja","personer","0_4","12"
"flyktning_botid_flytting","2015","0127","ja","prosent","0_4","20.7"
"flyktning_botid_flytting","2015","0127","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0127","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0127","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","0127","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0128","alle","personer","0_4","31"
"flyktning_botid_flytting","2015","0128","alle","prosent","0_4","9.8"
"flyktning_botid_flytting","2015","0128","ja","personer","0_4","13"
"flyktning_botid_flytting","2015","0128","ja","prosent","0_4","4.1"
"flyktning_botid_flytting","2015","0128","nei","personer","0_4","5"
"flyktning_botid_flytting","2015","0128","nei","prosent","0_4","1.6"
"flyktning_botid_flytting","2015","0128","uoppgitt","personer","0_4","13"
"flyktning_botid_flytting","2015","0128","uoppgitt","prosent","0_4","4.1"
"flyktning_botid_flytting","2015","0135","alle","personer","0_4","39"
"flyktning_botid_flytting","2015","0135","alle","prosent","0_4","29.3"
"flyktning_botid_flytting","2015","0135","ja","personer","0_4","36"
"flyktning_botid_flytting","2015","0135","ja","prosent","0_4","27.1"
"flyktning_botid_flytting","2015","0135","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0135","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0135","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","0135","uoppgitt","prosent","0_4","2.3"
"flyktning_botid_flytting","2015","0136","alle","personer","0_4","31"
"flyktning_botid_flytting","2015","0136","alle","prosent","0_4","8.0"
"flyktning_botid_flytting","2015","0136","ja","personer","0_4","24"
"flyktning_botid_flytting","2015","0136","ja","prosent","0_4","6.2"
"flyktning_botid_flytting","2015","0136","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0136","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0136","uoppgitt","personer","0_4","7"
"flyktning_botid_flytting","2015","0136","uoppgitt","prosent","0_4","1.8"
"flyktning_botid_flytting","2015","0137","alle","personer","0_4","5"
"flyktning_botid_flytting","2015","0137","alle","prosent","0_4","8.3"
"flyktning_botid_flytting","2015","0137","ja","personer","0_4","5"
"flyktning_botid_flytting","2015","0137","ja","prosent","0_4","8.3"
"flyktning_botid_flytting","2015","0137","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0137","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0137","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","0137","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0138","alle","personer","0_4","46"
"flyktning_botid_flytting","2015","0138","alle","prosent","0_4","35.7"
"flyktning_botid_flytting","2015","0138","ja","personer","0_4","3"
"flyktning_botid_flytting","2015","0138","ja","prosent","0_4","2.3"
"flyktning_botid_flytting","2015","0138","nei","personer","0_4","15"
"flyktning_botid_flytting","2015","0138","nei","prosent","0_4","11.6"
"flyktning_botid_flytting","2015","0138","uoppgitt","personer","0_4","28"
"flyktning_botid_flytting","2015","0138","uoppgitt","prosent","0_4","21.7"
"flyktning_botid_flytting","2015","0211","alle","personer","0_4","87"
"flyktning_botid_flytting","2015","0211","alle","prosent","0_4","16.6"
"flyktning_botid_flytting","2015","0211","ja","personer","0_4","67"
"flyktning_botid_flytting","2015","0211","ja","prosent","0_4","12.8"
"flyktning_botid_flytting","2015","0211","nei","personer","0_4","6"
"flyktning_botid_flytting","2015","0211","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","0211","uoppgitt","personer","0_4","14"
"flyktning_botid_flytting","2015","0211","uoppgitt","prosent","0_4","2.7"
"flyktning_botid_flytting","2015","0213","alle","personer","0_4","202"
"flyktning_botid_flytting","2015","0213","alle","prosent","0_4","15.3"
"flyktning_botid_flytting","2015","0213","ja","personer","0_4","165"
"flyktning_botid_flytting","2015","0213","ja","prosent","0_4","12.5"
"flyktning_botid_flytting","2015","0213","nei","personer","0_4","12"
"flyktning_botid_flytting","2015","0213","nei","prosent","0_4","0.9"
"flyktning_botid_flytting","2015","0213","uoppgitt","personer","0_4","25"
"flyktning_botid_flytting","2015","0213","uoppgitt","prosent","0_4","1.9"
"flyktning_botid_flytting","2015","0214","alle","personer","0_4","136"
"flyktning_botid_flytting","2015","0214","alle","prosent","0_4","21.8"
"flyktning_botid_flytting","2015","0214","ja","personer","0_4","62"
"flyktning_botid_flytting","2015","0214","ja","prosent","0_4","9.9"
"flyktning_botid_flytting","2015","0214","nei","personer","0_4","27"
"flyktning_botid_flytting","2015","0214","nei","prosent","0_4","4.3"
"flyktning_botid_flytting","2015","0214","uoppgitt","personer","0_4","47"
"flyktning_botid_flytting","2015","0214","uoppgitt","prosent","0_4","7.5"
"flyktning_botid_flytting","2015","0215","alle","personer","0_4","77"
"flyktning_botid_flytting","2015","0215","alle","prosent","0_4","28.8"
"flyktning_botid_flytting","2015","0215","ja","personer","0_4","66"
"flyktning_botid_flytting","2015","0215","ja","prosent","0_4","24.7"
"flyktning_botid_flytting","2015","0215","nei","personer","0_4","7"
"flyktning_botid_flytting","2015","0215","nei","prosent","0_4","2.6"
"flyktning_botid_flytting","2015","0215","uoppgitt","personer","0_4","4"
"flyktning_botid_flytting","2015","0215","uoppgitt","prosent","0_4","1.5"
"flyktning_botid_flytting","2015","0216","alle","personer","0_4","91"
"flyktning_botid_flytting","2015","0216","alle","prosent","0_4","23.9"
"flyktning_botid_flytting","2015","0216","ja","personer","0_4","85"
"flyktning_botid_flytting","2015","0216","ja","prosent","0_4","22.4"
"flyktning_botid_flytting","2015","0216","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0216","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0216","uoppgitt","personer","0_4","6"
"flyktning_botid_flytting","2015","0216","uoppgitt","prosent","0_4","1.6"
"flyktning_botid_flytting","2015","0217","alle","personer","0_4","212"
"flyktning_botid_flytting","2015","0217","alle","prosent","0_4","24.6"
"flyktning_botid_flytting","2015","0217","ja","personer","0_4","180"
"flyktning_botid_flytting","2015","0217","ja","prosent","0_4","20.9"
"flyktning_botid_flytting","2015","0217","nei","personer","0_4","12"
"flyktning_botid_flytting","2015","0217","nei","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","0217","uoppgitt","personer","0_4","20"
"flyktning_botid_flytting","2015","0217","uoppgitt","prosent","0_4","2.3"
"flyktning_botid_flytting","2015","0219","alle","personer","0_4","652"
"flyktning_botid_flytting","2015","0219","alle","prosent","0_4","14.4"
"flyktning_botid_flytting","2015","0219","ja","personer","0_4","461"
"flyktning_botid_flytting","2015","0219","ja","prosent","0_4","10.2"
"flyktning_botid_flytting","2015","0219","nei","personer","0_4","69"
"flyktning_botid_flytting","2015","0219","nei","prosent","0_4","1.5"
"flyktning_botid_flytting","2015","0219","uoppgitt","personer","0_4","122"
"flyktning_botid_flytting","2015","0219","uoppgitt","prosent","0_4","2.7"
"flyktning_botid_flytting","2015","0220","alle","personer","0_4","388"
"flyktning_botid_flytting","2015","0220","alle","prosent","0_4","17.8"
"flyktning_botid_flytting","2015","0220","ja","personer","0_4","262"
"flyktning_botid_flytting","2015","0220","ja","prosent","0_4","12.0"
"flyktning_botid_flytting","2015","0220","nei","personer","0_4","49"
"flyktning_botid_flytting","2015","0220","nei","prosent","0_4","2.2"
"flyktning_botid_flytting","2015","0220","uoppgitt","personer","0_4","77"
"flyktning_botid_flytting","2015","0220","uoppgitt","prosent","0_4","3.5"
"flyktning_botid_flytting","2015","0221","alle","personer","0_4","56"
"flyktning_botid_flytting","2015","0221","alle","prosent","0_4","27.2"
"flyktning_botid_flytting","2015","0221","ja","personer","0_4","52"
"flyktning_botid_flytting","2015","0221","ja","prosent","0_4","25.2"
"flyktning_botid_flytting","2015","0221","nei","personer","0_4","4"
"flyktning_botid_flytting","2015","0221","nei","prosent","0_4","1.9"
"flyktning_botid_flytting","2015","0221","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","0221","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0226","alle","personer","0_4","62"
"flyktning_botid_flytting","2015","0226","alle","prosent","0_4","14.1"
"flyktning_botid_flytting","2015","0226","ja","personer","0_4","56"
"flyktning_botid_flytting","2015","0226","ja","prosent","0_4","12.8"
"flyktning_botid_flytting","2015","0226","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0226","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0226","uoppgitt","personer","0_4","6"
"flyktning_botid_flytting","2015","0226","uoppgitt","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","0227","alle","personer","0_4","30"
"flyktning_botid_flytting","2015","0227","alle","prosent","0_4","11.1"
"flyktning_botid_flytting","2015","0227","ja","personer","0_4","20"
"flyktning_botid_flytting","2015","0227","ja","prosent","0_4","7.4"
"flyktning_botid_flytting","2015","0227","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","0227","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","0227","uoppgitt","personer","0_4","7"
"flyktning_botid_flytting","2015","0227","uoppgitt","prosent","0_4","2.6"
"flyktning_botid_flytting","2015","0228","alle","personer","0_4","133"
"flyktning_botid_flytting","2015","0228","alle","prosent","0_4","13.3"
"flyktning_botid_flytting","2015","0228","ja","personer","0_4","103"
"flyktning_botid_flytting","2015","0228","ja","prosent","0_4","10.3"
"flyktning_botid_flytting","2015","0228","nei","personer","0_4","11"
"flyktning_botid_flytting","2015","0228","nei","prosent","0_4","1.1"
"flyktning_botid_flytting","2015","0228","uoppgitt","personer","0_4","19"
"flyktning_botid_flytting","2015","0228","uoppgitt","prosent","0_4","1.9"
"flyktning_botid_flytting","2015","0229","alle","personer","0_4","46"
"flyktning_botid_flytting","2015","0229","alle","prosent","0_4","18.0"
"flyktning_botid_flytting","2015","0229","ja","personer","0_4","36"
"flyktning_botid_flytting","2015","0229","ja","prosent","0_4","14.1"
"flyktning_botid_flytting","2015","0229","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","0229","nei","prosent","0_4","1.2"
"flyktning_botid_flytting","2015","0229","uoppgitt","personer","0_4","7"
"flyktning_botid_flytting","2015","0229","uoppgitt","prosent","0_4","2.7"
"flyktning_botid_flytting","2015","0230","alle","personer","0_4","178"
"flyktning_botid_flytting","2015","0230","alle","prosent","0_4","7.8"
"flyktning_botid_flytting","2015","0230","ja","personer","0_4","120"
"flyktning_botid_flytting","2015","0230","ja","prosent","0_4","5.2"
"flyktning_botid_flytting","2015","0230","nei","personer","0_4","18"
"flyktning_botid_flytting","2015","0230","nei","prosent","0_4","0.8"
"flyktning_botid_flytting","2015","0230","uoppgitt","personer","0_4","40"
"flyktning_botid_flytting","2015","0230","uoppgitt","prosent","0_4","1.7"
"flyktning_botid_flytting","2015","0231","alle","personer","0_4","435"
"flyktning_botid_flytting","2015","0231","alle","prosent","0_4","11.9"
"flyktning_botid_flytting","2015","0231","ja","personer","0_4","280"
"flyktning_botid_flytting","2015","0231","ja","prosent","0_4","7.6"
"flyktning_botid_flytting","2015","0231","nei","personer","0_4","57"
"flyktning_botid_flytting","2015","0231","nei","prosent","0_4","1.6"
"flyktning_botid_flytting","2015","0231","uoppgitt","personer","0_4","98"
"flyktning_botid_flytting","2015","0231","uoppgitt","prosent","0_4","2.7"
"flyktning_botid_flytting","2015","0233","alle","personer","0_4","75"
"flyktning_botid_flytting","2015","0233","alle","prosent","0_4","12.5"
"flyktning_botid_flytting","2015","0233","ja","personer","0_4","67"
"flyktning_botid_flytting","2015","0233","ja","prosent","0_4","11.1"
"flyktning_botid_flytting","2015","0233","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","0233","nei","prosent","0_4","0.5"
"flyktning_botid_flytting","2015","0233","uoppgitt","personer","0_4","5"
"flyktning_botid_flytting","2015","0233","uoppgitt","prosent","0_4","0.8"
"flyktning_botid_flytting","2015","0234","alle","personer","0_4","26"
"flyktning_botid_flytting","2015","0234","alle","prosent","0_4","26.0"
"flyktning_botid_flytting","2015","0234","ja","personer","0_4","18"
"flyktning_botid_flytting","2015","0234","ja","prosent","0_4","18.0"
"flyktning_botid_flytting","2015","0234","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0234","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0234","uoppgitt","personer","0_4","8"
"flyktning_botid_flytting","2015","0234","uoppgitt","prosent","0_4","8.0"
"flyktning_botid_flytting","2015","0235","alle","personer","0_4","142"
"flyktning_botid_flytting","2015","0235","alle","prosent","0_4","9.5"
"flyktning_botid_flytting","2015","0235","ja","personer","0_4","61"
"flyktning_botid_flytting","2015","0235","ja","prosent","0_4","4.1"
"flyktning_botid_flytting","2015","0235","nei","personer","0_4","25"
"flyktning_botid_flytting","2015","0235","nei","prosent","0_4","1.7"
"flyktning_botid_flytting","2015","0235","uoppgitt","personer","0_4","56"
"flyktning_botid_flytting","2015","0235","uoppgitt","prosent","0_4","3.7"
"flyktning_botid_flytting","2015","0236","alle","personer","0_4","118"
"flyktning_botid_flytting","2015","0236","alle","prosent","0_4","27.3"
"flyktning_botid_flytting","2015","0236","ja","personer","0_4","105"
"flyktning_botid_flytting","2015","0236","ja","prosent","0_4","24.2"
"flyktning_botid_flytting","2015","0236","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","0236","nei","prosent","0_4","0.7"
"flyktning_botid_flytting","2015","0236","uoppgitt","personer","0_4","10"
"flyktning_botid_flytting","2015","0236","uoppgitt","prosent","0_4","2.3"
"flyktning_botid_flytting","2015","0237","alle","personer","0_4","71"
"flyktning_botid_flytting","2015","0237","alle","prosent","0_4","13.7"
"flyktning_botid_flytting","2015","0237","ja","personer","0_4","45"
"flyktning_botid_flytting","2015","0237","ja","prosent","0_4","8.7"
"flyktning_botid_flytting","2015","0237","nei","personer","0_4","13"
"flyktning_botid_flytting","2015","0237","nei","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","0237","uoppgitt","personer","0_4","13"
"flyktning_botid_flytting","2015","0237","uoppgitt","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","0238","alle","personer","0_4","55"
"flyktning_botid_flytting","2015","0238","alle","prosent","0_4","19.5"
"flyktning_botid_flytting","2015","0238","ja","personer","0_4","44"
"flyktning_botid_flytting","2015","0238","ja","prosent","0_4","15.6"
"flyktning_botid_flytting","2015","0238","nei","personer","0_4","4"
"flyktning_botid_flytting","2015","0238","nei","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","0238","uoppgitt","personer","0_4","7"
"flyktning_botid_flytting","2015","0238","uoppgitt","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","0239","alle","personer","0_4","9"
"flyktning_botid_flytting","2015","0239","alle","prosent","0_4","52.9"
"flyktning_botid_flytting","2015","0239","ja","personer","0_4","6"
"flyktning_botid_flytting","2015","0239","ja","prosent","0_4","35.3"
"flyktning_botid_flytting","2015","0239","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0239","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0239","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","0239","uoppgitt","prosent","0_4","17.6"
"flyktning_botid_flytting","2015","0301","alle","personer","0_4","4123"
"flyktning_botid_flytting","2015","0301","alle","prosent","0_4","9.0"
"flyktning_botid_flytting","2015","0301","ja","personer","0_4","2332"
"flyktning_botid_flytting","2015","0301","ja","prosent","0_4","5.1"
"flyktning_botid_flytting","2015","0301","nei","personer","0_4","655"
"flyktning_botid_flytting","2015","0301","nei","prosent","0_4","1.4"
"flyktning_botid_flytting","2015","0301","uoppgitt","personer","0_4","1136"
"flyktning_botid_flytting","2015","0301","uoppgitt","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","0402","alle","personer","0_4","220"
"flyktning_botid_flytting","2015","0402","alle","prosent","0_4","28.0"
"flyktning_botid_flytting","2015","0402","ja","personer","0_4","95"
"flyktning_botid_flytting","2015","0402","ja","prosent","0_4","12.1"
"flyktning_botid_flytting","2015","0402","nei","personer","0_4","23"
"flyktning_botid_flytting","2015","0402","nei","prosent","0_4","2.9"
"flyktning_botid_flytting","2015","0402","uoppgitt","personer","0_4","102"
"flyktning_botid_flytting","2015","0402","uoppgitt","prosent","0_4","13.0"
"flyktning_botid_flytting","2015","0403","alle","personer","0_4","312"
"flyktning_botid_flytting","2015","0403","alle","prosent","0_4","24.6"
"flyktning_botid_flytting","2015","0403","ja","personer","0_4","206"
"flyktning_botid_flytting","2015","0403","ja","prosent","0_4","16.3"
"flyktning_botid_flytting","2015","0403","nei","personer","0_4","38"
"flyktning_botid_flytting","2015","0403","nei","prosent","0_4","3.0"
"flyktning_botid_flytting","2015","0403","uoppgitt","personer","0_4","68"
"flyktning_botid_flytting","2015","0403","uoppgitt","prosent","0_4","5.4"
"flyktning_botid_flytting","2015","0412","alle","personer","0_4","164"
"flyktning_botid_flytting","2015","0412","alle","prosent","0_4","28.0"
"flyktning_botid_flytting","2015","0412","ja","personer","0_4","126"
"flyktning_botid_flytting","2015","0412","ja","prosent","0_4","21.5"
"flyktning_botid_flytting","2015","0412","nei","personer","0_4","15"
"flyktning_botid_flytting","2015","0412","nei","prosent","0_4","2.6"
"flyktning_botid_flytting","2015","0412","uoppgitt","personer","0_4","23"
"flyktning_botid_flytting","2015","0412","uoppgitt","prosent","0_4","3.9"
"flyktning_botid_flytting","2015","0415","alle","personer","0_4","54"
"flyktning_botid_flytting","2015","0415","alle","prosent","0_4","34.6"
"flyktning_botid_flytting","2015","0415","ja","personer","0_4","51"
"flyktning_botid_flytting","2015","0415","ja","prosent","0_4","32.7"
"flyktning_botid_flytting","2015","0415","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","0415","nei","prosent","0_4","1.9"
"flyktning_botid_flytting","2015","0415","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","0415","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0417","alle","personer","0_4","237"
"flyktning_botid_flytting","2015","0417","alle","prosent","0_4","39.5"
"flyktning_botid_flytting","2015","0417","ja","personer","0_4","184"
"flyktning_botid_flytting","2015","0417","ja","prosent","0_4","30.7"
"flyktning_botid_flytting","2015","0417","nei","personer","0_4","26"
"flyktning_botid_flytting","2015","0417","nei","prosent","0_4","4.3"
"flyktning_botid_flytting","2015","0417","uoppgitt","personer","0_4","27"
"flyktning_botid_flytting","2015","0417","uoppgitt","prosent","0_4","4.5"
"flyktning_botid_flytting","2015","0418","alle","personer","0_4","12"
"flyktning_botid_flytting","2015","0418","alle","prosent","0_4","41.4"
"flyktning_botid_flytting","2015","0418","ja","personer","0_4","9"
"flyktning_botid_flytting","2015","0418","ja","prosent","0_4","31.0"
"flyktning_botid_flytting","2015","0418","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","0418","nei","prosent","0_4","10.3"
"flyktning_botid_flytting","2015","0418","uoppgitt","personer","0_4","0"
"flyktning_botid_flytting","2015","0418","uoppgitt","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0419","alle","personer","0_4","32"
"flyktning_botid_flytting","2015","0419","alle","prosent","0_4","54.2"
"flyktning_botid_flytting","2015","0419","ja","personer","0_4","29"
"flyktning_botid_flytting","2015","0419","ja","prosent","0_4","49.2"
"flyktning_botid_flytting","2015","0419","nei","personer","0_4","0"
"flyktning_botid_flytting","2015","0419","nei","prosent","0_4","0.0"
"flyktning_botid_flytting","2015","0419","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","0419","uoppgitt","prosent","0_4","5.1"
"flyktning_botid_flytting","2015","0420","alle","personer","0_4","24"
"flyktning_botid_flytting","2015","0420","alle","prosent","0_4","27.3"
"flyktning_botid_flytting","2015","0420","ja","personer","0_4","18"
"flyktning_botid_flytting","2015","0420","ja","prosent","0_4","20.5"
"flyktning_botid_flytting","2015","0420","nei","personer","0_4","3"
"flyktning_botid_flytting","2015","0420","nei","prosent","0_4","3.4"
"flyktning_botid_flytting","2015","0420","uoppgitt","personer","0_4","3"
"flyktning_botid_flytting","2015","0420","uoppgitt","prosent","0_4","3.4"
"flyktning_botid_flytting","2015","0423","alle","personer","0_4","48"
"flyktning_botid_flytting","2015","0423","alle","prosent","0_4","40.3"
"flyktning_botid_flytting","2015","0423","ja","personer","0_4","25"
"flyktning_botid_flytting","2015","0423","ja","prosent","0_4","21.0"
"flyktning_botid_flytting","2015","0423","nei","personer","0_4","11"
"flyktning_botid_flytting","2015","0423","nei","prosent","0_4","9.2"
"flyktning_botid_flytting","2015","0423","uoppgitt","personer","0_4","12"
"flyktning_botid_flytting","2015","0423","uoppgitt","prosent","0_4","10.1"
"flyktning_botid_flytting","2015","0425","alle","personer","0_4","150"
"flyktning_botid_flytting","2015","0425","alle","prosent","0_4","70.4"
"flyktning_botid_flytting","2015","0425","ja","personer","0_4","45"
"flyktning_botid_flytting","2015","0425","ja","prosent","0_4","21.1"
"flyktning_botid_flytting","2015","0425","nei","personer","0_4","29"
"flyktning_botid_flytting","2015","0425","nei","prosent","0_4","13.6"
"flyktning_botid_flytting","2015","0425","uoppgitt","personer","0_4","76"
"flyktning_botid_flytting","2015","0425","uoppgitt","prosent","0_4","35.7"
"flyktning_botid_flytting","2015","0427","alle","personer","0_4","208"
"flyktning_botid_flytting","2015","0427","alle","prosent","0_4","28.8"
"flyktning_botid_flytting","2015","0427","ja","personer","0_4","176"
"flyktning_botid_flytting","2015","0427","ja","prosent","0_4","24.3"
"flyktning_botid_flytting","2015","0427","nei","personer","0_4","18"
"flyktning_botid_flytting","2015","0427","nei","prosent","0_4","2.5"
"flyktning_botid_flytting","2015","0427","uoppgitt","personer","0_4","14"
"flyktning_botid_flytting","2015","0427","uoppgitt","prosent","0_4","1.9"
"flyktning_botid_flytting","2015","0428","alle","personer","0_4","61"
"flyktning_botid_flytting","2015","0428","alle","prosent","0_4","48.0"
"flyktning_botid_flytting","2015","0428","ja","personer","0_4","55"
