"aar","bydel_nr","flytting","innvkat_3","enhet","tabellvariabel","tabell_navn","fylke_nr","Fylke","naringsregion_nr","kommune_nr"
2013,"000301","utvandring_og_utflytting","innvandrere","personer","14217","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"000301","utvandring_og_utflytting","befolkningen_ellers","personer","26519","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"000301","nettoinnvandring_og_nettoinnflytting","alle","personer","4904","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"000301","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","6905","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"000301","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-2001","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innvandring","alle","personer","1507","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innvandring","innvandrere","personer","1319","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innvandring","befolkningen_ellers","personer","188","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utvandring","alle","personer","922","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utvandring","innvandrere","personer","636","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utvandring","befolkningen_ellers","personer","286","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring","alle","personer","585","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring","innvandrere","personer","683","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring","befolkningen_ellers","personer","-98","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innflytting","alle","personer","2958","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innflytting","innvandrere","personer","687","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innflytting","befolkningen_ellers","personer","2271","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utflytting","alle","personer","2534","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utflytting","innvandrere","personer","550","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utflytting","befolkningen_ellers","personer","1984","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnflytting","alle","personer","424","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnflytting","innvandrere","personer","137","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnflytting","befolkningen_ellers","personer","287","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innvandring_og_innflytting","alle","personer","4465","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innvandring_og_innflytting","innvandrere","personer","2006","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","innvandring_og_innflytting","befolkningen_ellers","personer","2459","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utvandring_og_utflytting","alle","personer","3456","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utvandring_og_utflytting","innvandrere","personer","1186","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","utvandring_og_utflytting","befolkningen_ellers","personer","2270","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring_og_nettoinnflytting","alle","personer","1009","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","820","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","189","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innvandring","alle","personer","1993","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innvandring","innvandrere","personer","1778","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innvandring","befolkningen_ellers","personer","215","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utvandring","alle","personer","1171","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utvandring","innvandrere","personer","921","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utvandring","befolkningen_ellers","personer","250","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring","alle","personer","822","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring","innvandrere","personer","857","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring","befolkningen_ellers","personer","-35","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innflytting","alle","personer","4165","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innflytting","innvandrere","personer","799","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innflytting","befolkningen_ellers","personer","3366","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utflytting","alle","personer","3367","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utflytting","innvandrere","personer","708","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utflytting","befolkningen_ellers","personer","2659","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnflytting","alle","personer","798","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnflytting","innvandrere","personer","91","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnflytting","befolkningen_ellers","personer","707","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innvandring_og_innflytting","alle","personer","6158","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innvandring_og_innflytting","innvandrere","personer","2577","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","innvandring_og_innflytting","befolkningen_ellers","personer","3581","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utvandring_og_utflytting","alle","personer","4538","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utvandring_og_utflytting","innvandrere","personer","1629","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","utvandring_og_utflytting","befolkningen_ellers","personer","2909","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring_og_nettoinnflytting","alle","personer","1620","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","948","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","672","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innvandring","alle","personer","920","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innvandring","innvandrere","personer","774","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innvandring","befolkningen_ellers","personer","146","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utvandring","alle","personer","499","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utvandring","innvandrere","personer","336","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utvandring","befolkningen_ellers","personer","163","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring","alle","personer","421","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring","innvandrere","personer","438","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring","befolkningen_ellers","personer","-17","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innflytting","alle","personer","2738","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innflytting","innvandrere","personer","351","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innflytting","befolkningen_ellers","personer","2387","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utflytting","alle","personer","2554","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utflytting","innvandrere","personer","359","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utflytting","befolkningen_ellers","personer","2195","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnflytting","alle","personer","184","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnflytting","innvandrere","personer","-8","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnflytting","befolkningen_ellers","personer","192","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innvandring_og_innflytting","alle","personer","3658","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innvandring_og_innflytting","innvandrere","personer","1125","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","innvandring_og_innflytting","befolkningen_ellers","personer","2533","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utvandring_og_utflytting","alle","personer","3053","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utvandring_og_utflytting","innvandrere","personer","695","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","utvandring_og_utflytting","befolkningen_ellers","personer","2358","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring_og_nettoinnflytting","alle","personer","605","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","430","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","175","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innvandring","alle","personer","1595","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innvandring","innvandrere","personer","1421","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innvandring","befolkningen_ellers","personer","174","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utvandring","alle","personer","854","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utvandring","innvandrere","personer","698","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utvandring","befolkningen_ellers","personer","156","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring","alle","personer","741","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring","innvandrere","personer","723","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring","befolkningen_ellers","personer","18","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innflytting","alle","personer","3105","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innflytting","innvandrere","personer","462","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innflytting","befolkningen_ellers","personer","2643","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utflytting","alle","personer","2428","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utflytting","innvandrere","personer","431","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utflytting","befolkningen_ellers","personer","1997","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnflytting","alle","personer","677","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnflytting","innvandrere","personer","31","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnflytting","befolkningen_ellers","personer","646","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innvandring_og_innflytting","alle","personer","4700","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innvandring_og_innflytting","innvandrere","personer","1883","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","innvandring_og_innflytting","befolkningen_ellers","personer","2817","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utvandring_og_utflytting","alle","personer","3282","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utvandring_og_utflytting","innvandrere","personer","1129","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","utvandring_og_utflytting","befolkningen_ellers","personer","2153","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring_og_nettoinnflytting","alle","personer","1418","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","754","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","664","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innvandring","alle","personer","2501","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innvandring","innvandrere","personer","2197","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innvandring","befolkningen_ellers","personer","304","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utvandring","alle","personer","1454","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utvandring","innvandrere","personer","1148","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utvandring","befolkningen_ellers","personer","306","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring","alle","personer","1047","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring","innvandrere","personer","1049","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring","befolkningen_ellers","personer","-2","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innflytting","alle","personer","4263","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innflytting","innvandrere","personer","719","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innflytting","befolkningen_ellers","personer","3544","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utflytting","alle","personer","3248","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utflytting","innvandrere","personer","568","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utflytting","befolkningen_ellers","personer","2680","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnflytting","alle","personer","1015","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnflytting","innvandrere","personer","151","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnflytting","befolkningen_ellers","personer","864","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innvandring_og_innflytting","alle","personer","6764","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innvandring_og_innflytting","innvandrere","personer","2916","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","innvandring_og_innflytting","befolkningen_ellers","personer","3848","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utvandring_og_utflytting","alle","personer","4702","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utvandring_og_utflytting","innvandrere","personer","1716","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","utvandring_og_utflytting","befolkningen_ellers","personer","2986","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring_og_nettoinnflytting","alle","personer","2062","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","1200","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","862","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innvandring","alle","personer","651","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innvandring","innvandrere","personer","550","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innvandring","befolkningen_ellers","personer","101","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utvandring","alle","personer","378","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utvandring","innvandrere","personer","267","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utvandring","befolkningen_ellers","personer","111","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring","alle","personer","273","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring","innvandrere","personer","283","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring","befolkningen_ellers","personer","-10","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innflytting","alle","personer","1050","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innflytting","innvandrere","personer","232","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innflytting","befolkningen_ellers","personer","818","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utflytting","alle","personer","1437","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utflytting","innvandrere","personer","318","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utflytting","befolkningen_ellers","personer","1119","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnflytting","alle","personer","-387","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnflytting","innvandrere","personer","-86","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnflytting","befolkningen_ellers","personer","-301","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innvandring_og_innflytting","alle","personer","1701","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innvandring_og_innflytting","innvandrere","personer","782","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","innvandring_og_innflytting","befolkningen_ellers","personer","919","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utvandring_og_utflytting","alle","personer","1815","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utvandring_og_utflytting","innvandrere","personer","585","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","utvandring_og_utflytting","befolkningen_ellers","personer","1230","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring_og_nettoinnflytting","alle","personer","-114","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","197","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-311","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innvandring","alle","personer","1078","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innvandring","innvandrere","personer","889","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innvandring","befolkningen_ellers","personer","189","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utvandring","alle","personer","603","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utvandring","innvandrere","personer","387","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utvandring","befolkningen_ellers","personer","216","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring","alle","personer","475","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring","innvandrere","personer","502","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring","befolkningen_ellers","personer","-27","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innflytting","alle","personer","1236","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innflytting","innvandrere","personer","275","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innflytting","befolkningen_ellers","personer","961","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utflytting","alle","personer","1679","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utflytting","innvandrere","personer","336","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utflytting","befolkningen_ellers","personer","1343","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnflytting","alle","personer","-443","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnflytting","innvandrere","personer","-61","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnflytting","befolkningen_ellers","personer","-382","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innvandring_og_innflytting","alle","personer","2314","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innvandring_og_innflytting","innvandrere","personer","1164","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","innvandring_og_innflytting","befolkningen_ellers","personer","1150","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utvandring_og_utflytting","alle","personer","2282","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utvandring_og_utflytting","innvandrere","personer","723","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","utvandring_og_utflytting","befolkningen_ellers","personer","1559","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring_og_nettoinnflytting","alle","personer","32","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","441","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-409","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innvandring","alle","personer","1341","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innvandring","innvandrere","personer","1196","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innvandring","befolkningen_ellers","personer","145","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utvandring","alle","personer","875","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utvandring","innvandrere","personer","726","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utvandring","befolkningen_ellers","personer","149","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring","alle","personer","466","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring","innvandrere","personer","470","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring","befolkningen_ellers","personer","-4","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innflytting","alle","personer","1882","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innflytting","innvandrere","personer","337","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innflytting","befolkningen_ellers","personer","1545","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utflytting","alle","personer","2034","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utflytting","innvandrere","personer","379","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utflytting","befolkningen_ellers","personer","1655","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnflytting","alle","personer","-152","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnflytting","innvandrere","personer","-42","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnflytting","befolkningen_ellers","personer","-110","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innvandring_og_innflytting","alle","personer","3223","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innvandring_og_innflytting","innvandrere","personer","1533","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","innvandring_og_innflytting","befolkningen_ellers","personer","1690","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utvandring_og_utflytting","alle","personer","2909","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utvandring_og_utflytting","innvandrere","personer","1105","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","utvandring_og_utflytting","befolkningen_ellers","personer","1804","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring_og_nettoinnflytting","alle","personer","314","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring_og_nettoinnflytting","innvandrere","personer","428","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","personer","-114","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","innvandring","alle","personer","814","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","innvandring","innvandrere","personer","731","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","innvandring","befolkningen_ellers","personer","83","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","utvandring","alle","personer","345","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","utvandring","innvandrere","personer","243","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","utvandring","befolkningen_ellers","personer","102","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","nettoinnvandring","alle","personer","469","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","nettoinnvandring","innvandrere","personer","488","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","nettoinnvandring","befolkningen_ellers","personer","-19","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","innflytting","alle","personer","1072","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","innflytting","innvandrere","personer","394","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","innflytting","befolkningen_ellers","personer","678","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","utflytting","alle","personer","1354","befolkning_flytting","NULL","NULL","NULL","NULL"
2013,"030109","utflytting","innvandrere","personer","393","befolkning_flytting","NULL","NULL","NULL","NULL"
