"aar","naringsregion_nr","innvkat_3","vreg_3","kjonn","tabellvariabel","tabell_navn","enhet"
"2006","04","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","04","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","04","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","04","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","04","befolkningen_ellers","alle","0","8800","ikke_arbutd_innvkat_land","personer"
"2006","04","befolkningen_ellers","alle","1","6560","ikke_arbutd_innvkat_land","personer"
"2006","04","befolkningen_ellers","alle","alle","15360","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","1","0","354","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","1","1","256","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","1","alle","610","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","2","0","1317","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","2","1","914","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","2","alle","2231","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","alle","0","1671","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","alle","1","1170","ikke_arbutd_innvkat_land","personer"
"2006","04","innvandrere","alle","alle","2841","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","1","0","797","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","1","1","599","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","1","alle","1396","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","2","0","1524","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","2","1","872","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","2","alle","2396","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","alle","0","8907","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","alle","1","6501","ikke_arbutd_innvkat_land","personer"
"2006","05","alle","alle","alle","15408","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","alle","0","6586","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","alle","1","5030","ikke_arbutd_innvkat_land","personer"
"2006","05","befolkningen_ellers","alle","alle","11616","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","1","0","797","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","1","1","599","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","1","alle","1396","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","2","0","1524","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","2","1","872","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","2","alle","2396","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","alle","0","2321","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","alle","1","1471","ikke_arbutd_innvkat_land","personer"
"2006","05","innvandrere","alle","alle","3792","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","1","0","399","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","1","1","351","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","1","alle","750","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","2","0","868","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","2","1","514","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","2","alle","1382","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","alle","0","7218","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","alle","1","5247","ikke_arbutd_innvkat_land","personer"
"2006","06","alle","alle","alle","12465","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","alle","0","5951","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","alle","1","4382","ikke_arbutd_innvkat_land","personer"
"2006","06","befolkningen_ellers","alle","alle","10333","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","1","0","399","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","1","1","351","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","1","alle","750","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","2","0","868","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","2","1","514","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","2","alle","1382","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","alle","0","1267","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","alle","1","865","ikke_arbutd_innvkat_land","personer"
"2006","06","innvandrere","alle","alle","2132","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","1","0","379","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","1","1","334","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","1","alle","713","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","2","0","1631","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","2","1","936","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","2","alle","2567","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","alle","0","9637","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","alle","1","6679","ikke_arbutd_innvkat_land","personer"
"2006","07","alle","alle","alle","16316","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","alle","0","7627","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","alle","1","5409","ikke_arbutd_innvkat_land","personer"
"2006","07","befolkningen_ellers","alle","alle","13036","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","1","0","379","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","1","1","334","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","1","alle","713","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","2","0","1631","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","2","1","936","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","2","alle","2567","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","alle","0","2010","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","alle","1","1270","ikke_arbutd_innvkat_land","personer"
"2006","07","innvandrere","alle","alle","3280","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","1","0","215","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","1","1","170","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","1","alle","385","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","2","0","475","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","2","1","244","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","2","alle","719","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","alle","0","5622","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","alle","1","3916","ikke_arbutd_innvkat_land","personer"
"2006","08","alle","alle","alle","9538","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","alle","0","4932","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","alle","1","3502","ikke_arbutd_innvkat_land","personer"
"2006","08","befolkningen_ellers","alle","alle","8434","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","1","0","215","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","1","1","170","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","1","alle","385","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","2","0","475","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","2","1","244","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","2","alle","719","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","alle","0","690","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","alle","1","414","ikke_arbutd_innvkat_land","personer"
"2006","08","innvandrere","alle","alle","1104","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","1","0","2575","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","1","1","2672","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","1","alle","5247","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","2","0","14936","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","2","1","11111","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","2","alle","26047","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","alle","0","41895","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","alle","1","35512","ikke_arbutd_innvkat_land","personer"
"2006","09","alle","alle","alle","77407","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","alle","0","24384","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","alle","1","21729","ikke_arbutd_innvkat_land","personer"
"2006","09","befolkningen_ellers","alle","alle","46113","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","1","0","2575","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","1","1","2672","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","1","alle","5247","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","2","0","14936","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","2","1","11111","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","2","alle","26047","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","alle","0","17511","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","alle","1","13783","ikke_arbutd_innvkat_land","personer"
"2006","09","innvandrere","alle","alle","31294","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","1","0","24","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","1","1","18","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","1","alle","42","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","2","0","42","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","2","1","51","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","2","alle","93","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","alle","0","731","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","alle","1","593","ikke_arbutd_innvkat_land","personer"
"2006","10","alle","alle","alle","1324","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","alle","0","665","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","alle","1","524","ikke_arbutd_innvkat_land","personer"
"2006","10","befolkningen_ellers","alle","alle","1189","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","1","0","24","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","1","1","18","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","1","alle","42","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","2","0","42","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","2","1","51","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","2","alle","93","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","alle","0","66","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","alle","1","69","ikke_arbutd_innvkat_land","personer"
"2006","10","innvandrere","alle","alle","135","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","1","0","114","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","1","1","91","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","1","alle","205","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","2","0","272","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","2","1","148","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","2","alle","420","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","alle","0","4554","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","alle","1","3374","ikke_arbutd_innvkat_land","personer"
"2006","11","alle","alle","alle","7928","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","alle","0","4168","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","alle","1","3135","ikke_arbutd_innvkat_land","personer"
"2006","11","befolkningen_ellers","alle","alle","7303","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","1","0","114","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","1","1","91","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","1","alle","205","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","2","0","272","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","2","1","148","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","2","alle","420","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","alle","0","386","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","alle","1","239","ikke_arbutd_innvkat_land","personer"
"2006","11","innvandrere","alle","alle","625","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","1","0","210","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","1","1","132","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","1","alle","342","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","2","0","422","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","2","1","278","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","2","alle","700","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","alle","0","6383","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","alle","1","4810","ikke_arbutd_innvkat_land","personer"
"2006","12","alle","alle","alle","11193","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","alle","0","5751","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","alle","1","4400","ikke_arbutd_innvkat_land","personer"
"2006","12","befolkningen_ellers","alle","alle","10151","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","1","0","210","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","1","1","132","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","1","alle","342","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","2","0","422","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","2","1","278","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","2","alle","700","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","alle","0","632","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","alle","1","410","ikke_arbutd_innvkat_land","personer"
"2006","12","innvandrere","alle","alle","1042","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","1","0","94","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","1","1","77","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","1","alle","171","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","2","0","167","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","2","1","125","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","2","alle","292","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","alle","0","2579","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","alle","1","2087","ikke_arbutd_innvkat_land","personer"
"2006","13","alle","alle","alle","4666","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","1","0","0","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","1","1","0","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","1","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","2","0","0","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","2","1","0","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","2","alle","0","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","alle","0","2318","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","alle","1","1885","ikke_arbutd_innvkat_land","personer"
"2006","13","befolkningen_ellers","alle","alle","4203","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","1","0","94","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","1","1","77","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","1","alle","171","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","2","0","167","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","2","1","125","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","2","alle","292","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","alle","0","261","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","alle","1","202","ikke_arbutd_innvkat_land","personer"
"2006","13","innvandrere","alle","alle","463","ikke_arbutd_innvkat_land","personer"
"2006","14","alle","1","0","141","ikke_arbutd_innvkat_land","personer"
"2006","14","alle","1","1","89","ikke_arbutd_innvkat_land","personer"
