"tabell_navn","aar","naringsregion_nr","kjonn","innvkat_5","enhet","tabellvariabel"
"grunnskolepoeng","2015","01","0","innvandrere","personer","15"
"grunnskolepoeng","2015","01","0","norskfodte_m_innvf","grunnskolepoeng","38"
"grunnskolepoeng","2015","01","0","norskfodte_m_innvf","personer","13"
"grunnskolepoeng","2015","02","alle","alle","grunnskolepoeng","39,8"
"grunnskolepoeng","2015","02","alle","alle","personer","743"
"grunnskolepoeng","2015","02","alle","bef_u_innv_og_norskf","grunnskolepoeng","40"
"grunnskolepoeng","2015","02","alle","bef_u_innv_og_norskf","personer","648"
"grunnskolepoeng","2015","02","alle","befolkningen_ellers","grunnskolepoeng","40"
"grunnskolepoeng","2015","02","alle","befolkningen_ellers","personer","676"
"grunnskolepoeng","2015","02","alle","innvandrere","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","02","alle","innvandrere","personer","67"
"grunnskolepoeng","2015","02","alle","norskfodte_m_innvf","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","02","alle","norskfodte_m_innvf","personer","27"
"grunnskolepoeng","2015","02","1","alle","grunnskolepoeng","37,6"
"grunnskolepoeng","2015","02","1","alle","personer","382"
"grunnskolepoeng","2015","02","1","bef_u_innv_og_norskf","grunnskolepoeng","38"
"grunnskolepoeng","2015","02","1","bef_u_innv_og_norskf","personer","331"
"grunnskolepoeng","2015","02","1","befolkningen_ellers","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","02","1","befolkningen_ellers","personer","347"
"grunnskolepoeng","2015","02","1","innvandrere","grunnskolepoeng","36"
"grunnskolepoeng","2015","02","1","innvandrere","personer","34"
"grunnskolepoeng","2015","02","1","norskfodte_m_innvf","grunnskolepoeng","35,4"
"grunnskolepoeng","2015","02","1","norskfodte_m_innvf","personer","17"
"grunnskolepoeng","2015","02","0","alle","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","02","0","alle","personer","360"
"grunnskolepoeng","2015","02","0","bef_u_innv_og_norskf","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","02","0","bef_u_innv_og_norskf","personer","316"
"grunnskolepoeng","2015","02","0","befolkningen_ellers","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","02","0","befolkningen_ellers","personer","328"
"grunnskolepoeng","2015","02","0","innvandrere","grunnskolepoeng","40,8"
"grunnskolepoeng","2015","02","0","innvandrere","personer","33"
"grunnskolepoeng","2015","02","0","norskfodte_m_innvf","grunnskolepoeng","43,4"
"grunnskolepoeng","2015","02","0","norskfodte_m_innvf","personer","10"
"grunnskolepoeng","2015","03","alle","alle","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","03","alle","alle","personer","725"
"grunnskolepoeng","2015","03","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,8"
"grunnskolepoeng","2015","03","alle","bef_u_innv_og_norskf","personer","612"
"grunnskolepoeng","2015","03","alle","befolkningen_ellers","grunnskolepoeng","40,8"
"grunnskolepoeng","2015","03","alle","befolkningen_ellers","personer","664"
"grunnskolepoeng","2015","03","alle","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2015","03","alle","innvandrere","personer","62"
"grunnskolepoeng","2015","03","alle","norskfodte_m_innvf","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","03","alle","norskfodte_m_innvf","personer","53"
"grunnskolepoeng","2015","03","1","alle","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","03","1","alle","personer","398"
"grunnskolepoeng","2015","03","1","bef_u_innv_og_norskf","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","03","1","bef_u_innv_og_norskf","personer","334"
"grunnskolepoeng","2015","03","1","befolkningen_ellers","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","03","1","befolkningen_ellers","personer","365"
"grunnskolepoeng","2015","03","1","innvandrere","grunnskolepoeng","33,2"
"grunnskolepoeng","2015","03","1","innvandrere","personer","32"
"grunnskolepoeng","2015","03","1","norskfodte_m_innvf","grunnskolepoeng","36,4"
"grunnskolepoeng","2015","03","1","norskfodte_m_innvf","personer","30"
"grunnskolepoeng","2015","03","0","alle","grunnskolepoeng","43,6"
"grunnskolepoeng","2015","03","0","alle","personer","327"
"grunnskolepoeng","2015","03","0","bef_u_innv_og_norskf","grunnskolepoeng","43,8"
"grunnskolepoeng","2015","03","0","bef_u_innv_og_norskf","personer","278"
"grunnskolepoeng","2015","03","0","befolkningen_ellers","grunnskolepoeng","44"
"grunnskolepoeng","2015","03","0","befolkningen_ellers","personer","299"
"grunnskolepoeng","2015","03","0","innvandrere","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","03","0","innvandrere","personer","30"
"grunnskolepoeng","2015","03","0","norskfodte_m_innvf","grunnskolepoeng","46"
"grunnskolepoeng","2015","03","0","norskfodte_m_innvf","personer","23"
"grunnskolepoeng","2015","04","alle","alle","grunnskolepoeng","39,8"
"grunnskolepoeng","2015","04","alle","alle","personer","1624"
"grunnskolepoeng","2015","04","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","04","alle","bef_u_innv_og_norskf","personer","1378"
"grunnskolepoeng","2015","04","alle","befolkningen_ellers","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","04","alle","befolkningen_ellers","personer","1476"
"grunnskolepoeng","2015","04","alle","innvandrere","grunnskolepoeng","36"
"grunnskolepoeng","2015","04","alle","innvandrere","personer","148"
"grunnskolepoeng","2015","04","alle","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","04","alle","norskfodte_m_innvf","personer","98"
"grunnskolepoeng","2015","04","1","alle","grunnskolepoeng","38"
"grunnskolepoeng","2015","04","1","alle","personer","798"
"grunnskolepoeng","2015","04","1","bef_u_innv_og_norskf","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","04","1","bef_u_innv_og_norskf","personer","680"
"grunnskolepoeng","2015","04","1","befolkningen_ellers","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","04","1","befolkningen_ellers","personer","729"
"grunnskolepoeng","2015","04","1","innvandrere","grunnskolepoeng","34,2"
"grunnskolepoeng","2015","04","1","innvandrere","personer","70"
"grunnskolepoeng","2015","04","1","norskfodte_m_innvf","grunnskolepoeng","35,6"
"grunnskolepoeng","2015","04","1","norskfodte_m_innvf","personer","49"
"grunnskolepoeng","2015","04","0","alle","grunnskolepoeng","41,4"
"grunnskolepoeng","2015","04","0","alle","personer","826"
"grunnskolepoeng","2015","04","0","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","04","0","bef_u_innv_og_norskf","personer","698"
"grunnskolepoeng","2015","04","0","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","04","0","befolkningen_ellers","personer","747"
"grunnskolepoeng","2015","04","0","innvandrere","grunnskolepoeng","37,6"
"grunnskolepoeng","2015","04","0","innvandrere","personer","79"
"grunnskolepoeng","2015","04","0","norskfodte_m_innvf","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","04","0","norskfodte_m_innvf","personer","49"
"grunnskolepoeng","2015","05","alle","alle","grunnskolepoeng","43,6"
"grunnskolepoeng","2015","05","alle","alle","personer","2345"
"grunnskolepoeng","2015","05","alle","bef_u_innv_og_norskf","grunnskolepoeng","44,2"
"grunnskolepoeng","2015","05","alle","bef_u_innv_og_norskf","personer","2061"
"grunnskolepoeng","2015","05","alle","befolkningen_ellers","grunnskolepoeng","44"
"grunnskolepoeng","2015","05","alle","befolkningen_ellers","personer","2171"
"grunnskolepoeng","2015","05","alle","innvandrere","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","05","alle","innvandrere","personer","174"
"grunnskolepoeng","2015","05","alle","norskfodte_m_innvf","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","05","alle","norskfodte_m_innvf","personer","110"
"grunnskolepoeng","2015","05","1","alle","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","05","1","alle","personer","1179"
"grunnskolepoeng","2015","05","1","bef_u_innv_og_norskf","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","05","1","bef_u_innv_og_norskf","personer","1046"
"grunnskolepoeng","2015","05","1","befolkningen_ellers","grunnskolepoeng","42,6"
"grunnskolepoeng","2015","05","1","befolkningen_ellers","personer","1099"
"grunnskolepoeng","2015","05","1","innvandrere","grunnskolepoeng","35,4"
"grunnskolepoeng","2015","05","1","innvandrere","personer","80"
"grunnskolepoeng","2015","05","1","norskfodte_m_innvf","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","05","1","norskfodte_m_innvf","personer","53"
"grunnskolepoeng","2015","05","0","alle","grunnskolepoeng","45,2"
"grunnskolepoeng","2015","05","0","alle","personer","1166"
"grunnskolepoeng","2015","05","0","bef_u_innv_og_norskf","grunnskolepoeng","45,6"
"grunnskolepoeng","2015","05","0","bef_u_innv_og_norskf","personer","1015"
"grunnskolepoeng","2015","05","0","befolkningen_ellers","grunnskolepoeng","45,6"
"grunnskolepoeng","2015","05","0","befolkningen_ellers","personer","1072"
"grunnskolepoeng","2015","05","0","innvandrere","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","05","0","innvandrere","personer","94"
"grunnskolepoeng","2015","05","0","norskfodte_m_innvf","grunnskolepoeng","43,8"
"grunnskolepoeng","2015","05","0","norskfodte_m_innvf","personer","57"
"grunnskolepoeng","2015","06","alle","alle","grunnskolepoeng","42"
"grunnskolepoeng","2015","06","alle","alle","personer","1650"
"grunnskolepoeng","2015","06","alle","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","06","alle","bef_u_innv_og_norskf","personer","1484"
"grunnskolepoeng","2015","06","alle","befolkningen_ellers","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","06","alle","befolkningen_ellers","personer","1546"
"grunnskolepoeng","2015","06","alle","innvandrere","grunnskolepoeng","38"
"grunnskolepoeng","2015","06","alle","innvandrere","personer","104"
"grunnskolepoeng","2015","06","alle","norskfodte_m_innvf","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","06","alle","norskfodte_m_innvf","personer","63"
"grunnskolepoeng","2015","06","1","alle","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","06","1","alle","personer","882"
"grunnskolepoeng","2015","06","1","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","06","1","bef_u_innv_og_norskf","personer","793"
"grunnskolepoeng","2015","06","1","befolkningen_ellers","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","06","1","befolkningen_ellers","personer","830"
"grunnskolepoeng","2015","06","1","innvandrere","grunnskolepoeng","36,2"
"grunnskolepoeng","2015","06","1","innvandrere","personer","53"
"grunnskolepoeng","2015","06","1","norskfodte_m_innvf","grunnskolepoeng","38"
"grunnskolepoeng","2015","06","1","norskfodte_m_innvf","personer","36"
"grunnskolepoeng","2015","06","0","alle","grunnskolepoeng","44,2"
"grunnskolepoeng","2015","06","0","alle","personer","768"
"grunnskolepoeng","2015","06","0","bef_u_innv_og_norskf","grunnskolepoeng","44,6"
"grunnskolepoeng","2015","06","0","bef_u_innv_og_norskf","personer","691"
"grunnskolepoeng","2015","06","0","befolkningen_ellers","grunnskolepoeng","44,4"
"grunnskolepoeng","2015","06","0","befolkningen_ellers","personer","716"
"grunnskolepoeng","2015","06","0","innvandrere","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","06","0","innvandrere","personer","52"
"grunnskolepoeng","2015","06","0","norskfodte_m_innvf","grunnskolepoeng","42"
"grunnskolepoeng","2015","06","0","norskfodte_m_innvf","personer","28"
"grunnskolepoeng","2015","07","alle","alle","grunnskolepoeng","41"
"grunnskolepoeng","2015","07","alle","alle","personer","2207"
"grunnskolepoeng","2015","07","alle","bef_u_innv_og_norskf","grunnskolepoeng","41,4"
"grunnskolepoeng","2015","07","alle","bef_u_innv_og_norskf","personer","1825"
"grunnskolepoeng","2015","07","alle","befolkningen_ellers","grunnskolepoeng","41,4"
"grunnskolepoeng","2015","07","alle","befolkningen_ellers","personer","2061"
"grunnskolepoeng","2015","07","alle","innvandrere","grunnskolepoeng","35,2"
"grunnskolepoeng","2015","07","alle","innvandrere","personer","146"
"grunnskolepoeng","2015","07","alle","norskfodte_m_innvf","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","07","alle","norskfodte_m_innvf","personer","237"
"grunnskolepoeng","2015","07","1","alle","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","07","1","alle","personer","1152"
"grunnskolepoeng","2015","07","1","bef_u_innv_og_norskf","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","07","1","bef_u_innv_og_norskf","personer","949"
"grunnskolepoeng","2015","07","1","befolkningen_ellers","grunnskolepoeng","39"
"grunnskolepoeng","2015","07","1","befolkningen_ellers","personer","1071"
"grunnskolepoeng","2015","07","1","innvandrere","grunnskolepoeng","34,6"
"grunnskolepoeng","2015","07","1","innvandrere","personer","81"
"grunnskolepoeng","2015","07","1","norskfodte_m_innvf","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","07","1","norskfodte_m_innvf","personer","121"
"grunnskolepoeng","2015","07","0","alle","grunnskolepoeng","43,4"
"grunnskolepoeng","2015","07","0","alle","personer","1055"
"grunnskolepoeng","2015","07","0","bef_u_innv_og_norskf","grunnskolepoeng","44"
"grunnskolepoeng","2015","07","0","bef_u_innv_og_norskf","personer","876"
"grunnskolepoeng","2015","07","0","befolkningen_ellers","grunnskolepoeng","43,8"
"grunnskolepoeng","2015","07","0","befolkningen_ellers","personer","990"
"grunnskolepoeng","2015","07","0","innvandrere","grunnskolepoeng","36,2"
"grunnskolepoeng","2015","07","0","innvandrere","personer","64"
"grunnskolepoeng","2015","07","0","norskfodte_m_innvf","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","07","0","norskfodte_m_innvf","personer","116"
"grunnskolepoeng","2015","08","alle","alle","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","08","alle","alle","personer","1216"
"grunnskolepoeng","2015","08","alle","bef_u_innv_og_norskf","grunnskolepoeng","40"
"grunnskolepoeng","2015","08","alle","bef_u_innv_og_norskf","personer","1075"
"grunnskolepoeng","2015","08","alle","befolkningen_ellers","grunnskolepoeng","40"
"grunnskolepoeng","2015","08","alle","befolkningen_ellers","personer","1133"
"grunnskolepoeng","2015","08","alle","innvandrere","grunnskolepoeng","34,4"
"grunnskolepoeng","2015","08","alle","innvandrere","personer","85"
"grunnskolepoeng","2015","08","alle","norskfodte_m_innvf","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","08","alle","norskfodte_m_innvf","personer","58"
"grunnskolepoeng","2015","08","1","alle","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","08","1","alle","personer","576"
"grunnskolepoeng","2015","08","1","bef_u_innv_og_norskf","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","08","1","bef_u_innv_og_norskf","personer","501"
"grunnskolepoeng","2015","08","1","befolkningen_ellers","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","08","1","befolkningen_ellers","personer","535"
"grunnskolepoeng","2015","08","1","innvandrere","grunnskolepoeng","32,2"
"grunnskolepoeng","2015","08","1","innvandrere","personer","40"
"grunnskolepoeng","2015","08","1","norskfodte_m_innvf","grunnskolepoeng","37,6"
"grunnskolepoeng","2015","08","1","norskfodte_m_innvf","personer","33"
"grunnskolepoeng","2015","08","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2015","08","0","alle","personer","640"
"grunnskolepoeng","2015","08","0","bef_u_innv_og_norskf","grunnskolepoeng","42"
"grunnskolepoeng","2015","08","0","bef_u_innv_og_norskf","personer","574"
"grunnskolepoeng","2015","08","0","befolkningen_ellers","grunnskolepoeng","42"
"grunnskolepoeng","2015","08","0","befolkningen_ellers","personer","598"
"grunnskolepoeng","2015","08","0","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2015","08","0","innvandrere","personer","45"
"grunnskolepoeng","2015","08","0","norskfodte_m_innvf","grunnskolepoeng","40"
"grunnskolepoeng","2015","08","0","norskfodte_m_innvf","personer","26"
"grunnskolepoeng","2015","09","alle","alle","grunnskolepoeng","41"
"grunnskolepoeng","2015","09","alle","alle","personer","5309"
"grunnskolepoeng","2015","09","alle","bef_u_innv_og_norskf","grunnskolepoeng","43,4"
"grunnskolepoeng","2015","09","alle","bef_u_innv_og_norskf","personer","3424"
"grunnskolepoeng","2015","09","alle","befolkningen_ellers","grunnskolepoeng","42"
"grunnskolepoeng","2015","09","alle","befolkningen_ellers","personer","4666"
"grunnskolepoeng","2015","09","alle","innvandrere","grunnskolepoeng","34,4"
"grunnskolepoeng","2015","09","alle","innvandrere","personer","643"
"grunnskolepoeng","2015","09","alle","norskfodte_m_innvf","grunnskolepoeng","38"
"grunnskolepoeng","2015","09","alle","norskfodte_m_innvf","personer","1242"
"grunnskolepoeng","2015","09","1","alle","grunnskolepoeng","39,4"
"grunnskolepoeng","2015","09","1","alle","personer","2776"
"grunnskolepoeng","2015","09","1","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","09","1","bef_u_innv_og_norskf","personer","1801"
"grunnskolepoeng","2015","09","1","befolkningen_ellers","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","09","1","befolkningen_ellers","personer","2432"
"grunnskolepoeng","2015","09","1","innvandrere","grunnskolepoeng","33,2"
"grunnskolepoeng","2015","09","1","innvandrere","personer","344"
"grunnskolepoeng","2015","09","1","norskfodte_m_innvf","grunnskolepoeng","36,2"
"grunnskolepoeng","2015","09","1","norskfodte_m_innvf","personer","631"
"grunnskolepoeng","2015","09","0","alle","grunnskolepoeng","43"
"grunnskolepoeng","2015","09","0","alle","personer","2533"
"grunnskolepoeng","2015","09","0","bef_u_innv_og_norskf","grunnskolepoeng","45,4"
"grunnskolepoeng","2015","09","0","bef_u_innv_og_norskf","personer","1623"
"grunnskolepoeng","2015","09","0","befolkningen_ellers","grunnskolepoeng","43,8"
"grunnskolepoeng","2015","09","0","befolkningen_ellers","personer","2234"
"grunnskolepoeng","2015","09","0","innvandrere","grunnskolepoeng","35,8"
"grunnskolepoeng","2015","09","0","innvandrere","personer","299"
"grunnskolepoeng","2015","09","0","norskfodte_m_innvf","grunnskolepoeng","40"
"grunnskolepoeng","2015","09","0","norskfodte_m_innvf","personer","611"
"grunnskolepoeng","2015","10","alle","alle","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","10","alle","alle","personer","196"
"grunnskolepoeng","2015","10","alle","bef_u_innv_og_norskf","grunnskolepoeng","43"
"grunnskolepoeng","2015","10","alle","bef_u_innv_og_norskf","personer","182"
"grunnskolepoeng","2015","10","alle","befolkningen_ellers","grunnskolepoeng","43"
"grunnskolepoeng","2015","10","alle","befolkningen_ellers","personer","186"
"grunnskolepoeng","2015","10","alle","innvandrere","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","10","alle","innvandrere","personer","10"
"grunnskolepoeng","2015","10","alle","norskfodte_m_innvf","grunnskolepoeng","40,8"
"grunnskolepoeng","2015","10","alle","norskfodte_m_innvf","personer","6"
"grunnskolepoeng","2015","10","1","alle","grunnskolepoeng","40"
"grunnskolepoeng","2015","10","1","alle","personer","92"
"grunnskolepoeng","2015","10","1","bef_u_innv_og_norskf","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","10","1","bef_u_innv_og_norskf","personer","84"
"grunnskolepoeng","2015","10","1","befolkningen_ellers","grunnskolepoeng","40"
"grunnskolepoeng","2015","10","1","befolkningen_ellers","personer","87"
"grunnskolepoeng","2015","10","1","innvandrere","grunnskolepoeng","0"
"grunnskolepoeng","2015","10","1","innvandrere","personer","0"
"grunnskolepoeng","2015","10","1","norskfodte_m_innvf","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","10","1","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2015","10","0","alle","grunnskolepoeng","45,2"
"grunnskolepoeng","2015","10","0","alle","personer","104"
"grunnskolepoeng","2015","10","0","bef_u_innv_og_norskf","grunnskolepoeng","45,6"
"grunnskolepoeng","2015","10","0","bef_u_innv_og_norskf","personer","98"
"grunnskolepoeng","2015","10","0","befolkningen_ellers","grunnskolepoeng","45,6"
"grunnskolepoeng","2015","10","0","befolkningen_ellers","personer","99"
"grunnskolepoeng","2015","10","0","innvandrere","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","10","0","innvandrere","personer","9"
"grunnskolepoeng","2015","10","0","norskfodte_m_innvf","grunnskolepoeng","48,6"
"grunnskolepoeng","2015","10","0","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2015","11","alle","alle","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","11","alle","alle","personer","680"
"grunnskolepoeng","2015","11","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","11","alle","bef_u_innv_og_norskf","personer","639"
"grunnskolepoeng","2015","11","alle","befolkningen_ellers","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","11","alle","befolkningen_ellers","personer","651"
"grunnskolepoeng","2015","11","alle","innvandrere","grunnskolepoeng","39"
"grunnskolepoeng","2015","11","alle","innvandrere","personer","27"
"grunnskolepoeng","2015","11","alle","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","11","alle","norskfodte_m_innvf","personer","11"
"grunnskolepoeng","2015","11","1","alle","grunnskolepoeng","37"
"grunnskolepoeng","2015","11","1","alle","personer","353"
"grunnskolepoeng","2015","11","1","bef_u_innv_og_norskf","grunnskolepoeng","37"
"grunnskolepoeng","2015","11","1","bef_u_innv_og_norskf","personer","331"
"grunnskolepoeng","2015","11","1","befolkningen_ellers","grunnskolepoeng","37"
"grunnskolepoeng","2015","11","1","befolkningen_ellers","personer","335"
"grunnskolepoeng","2015","11","1","innvandrere","grunnskolepoeng","36,8"
"grunnskolepoeng","2015","11","1","innvandrere","personer","18"
"grunnskolepoeng","2015","11","1","norskfodte_m_innvf","grunnskolepoeng","37,6"
"grunnskolepoeng","2015","11","1","norskfodte_m_innvf","personer","4"
"grunnskolepoeng","2015","11","0","alle","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","11","0","alle","personer","327"
"grunnskolepoeng","2015","11","0","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","11","0","bef_u_innv_og_norskf","personer","308"
"grunnskolepoeng","2015","11","0","befolkningen_ellers","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","11","0","befolkningen_ellers","personer","316"
"grunnskolepoeng","2015","11","0","innvandrere","grunnskolepoeng","42,6"
"grunnskolepoeng","2015","11","0","innvandrere","personer","8"
"grunnskolepoeng","2015","11","0","norskfodte_m_innvf","grunnskolepoeng","40"
"grunnskolepoeng","2015","11","0","norskfodte_m_innvf","personer","7"
"grunnskolepoeng","2015","12","alle","alle","grunnskolepoeng","40"
"grunnskolepoeng","2015","12","alle","alle","personer","1045"
"grunnskolepoeng","2015","12","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","12","alle","bef_u_innv_og_norskf","personer","974"
"grunnskolepoeng","2015","12","alle","befolkningen_ellers","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","12","alle","befolkningen_ellers","personer","990"
"grunnskolepoeng","2015","12","alle","innvandrere","grunnskolepoeng","33,4"
"grunnskolepoeng","2015","12","alle","innvandrere","personer","55"
"grunnskolepoeng","2015","12","alle","norskfodte_m_innvf","grunnskolepoeng","39"
"grunnskolepoeng","2015","12","alle","norskfodte_m_innvf","personer","16"
"grunnskolepoeng","2015","12","1","alle","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","12","1","alle","personer","579"
"grunnskolepoeng","2015","12","1","bef_u_innv_og_norskf","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","12","1","bef_u_innv_og_norskf","personer","530"
"grunnskolepoeng","2015","12","1","befolkningen_ellers","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","12","1","befolkningen_ellers","personer","541"
"grunnskolepoeng","2015","12","1","innvandrere","grunnskolepoeng","32,8"
"grunnskolepoeng","2015","12","1","innvandrere","personer","38"
"grunnskolepoeng","2015","12","1","norskfodte_m_innvf","grunnskolepoeng","36,6"
"grunnskolepoeng","2015","12","1","norskfodte_m_innvf","personer","10"
"grunnskolepoeng","2015","12","0","alle","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","12","0","alle","personer","466"
"grunnskolepoeng","2015","12","0","bef_u_innv_og_norskf","grunnskolepoeng","43"
"grunnskolepoeng","2015","12","0","bef_u_innv_og_norskf","personer","444"
"grunnskolepoeng","2015","12","0","befolkningen_ellers","grunnskolepoeng","43"
"grunnskolepoeng","2015","12","0","befolkningen_ellers","personer","449"
"grunnskolepoeng","2015","12","0","innvandrere","grunnskolepoeng","34,2"
"grunnskolepoeng","2015","12","0","innvandrere","personer","18"
"grunnskolepoeng","2015","12","0","norskfodte_m_innvf","grunnskolepoeng","44,2"
"grunnskolepoeng","2015","12","0","norskfodte_m_innvf","personer","6"
"grunnskolepoeng","2015","13","alle","alle","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","13","alle","alle","personer","402"
"grunnskolepoeng","2015","13","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,4"
"grunnskolepoeng","2015","13","alle","bef_u_innv_og_norskf","personer","376"
"grunnskolepoeng","2015","13","alle","befolkningen_ellers","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","13","alle","befolkningen_ellers","personer","382"
"grunnskolepoeng","2015","13","alle","innvandrere","grunnskolepoeng","33,6"
"grunnskolepoeng","2015","13","alle","innvandrere","personer","20"
