"fylke_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"19","alle","4","personer",1921,"2013","barnehagedeltakelse"
"20","alle","4","personer",878,"2013","barnehagedeltakelse"
"00","alle","5","personer",62246,"2013","barnehagedeltakelse"
"01","alle","5","personer",3222,"2013","barnehagedeltakelse"
"02","alle","5","personer",7817,"2013","barnehagedeltakelse"
"03","alle","5","personer",7367,"2013","barnehagedeltakelse"
"04","alle","5","personer",2037,"2013","barnehagedeltakelse"
"05","alle","5","personer",2040,"2013","barnehagedeltakelse"
"06","alle","5","personer",3335,"2013","barnehagedeltakelse"
"07","alle","5","personer",2790,"2013","barnehagedeltakelse"
"08","alle","5","personer",1871,"2013","barnehagedeltakelse"
"09","alle","5","personer",1417,"2013","barnehagedeltakelse"
"10","alle","5","personer",2347,"2013","barnehagedeltakelse"
"11","alle","5","personer",6283,"2013","barnehagedeltakelse"
"12","alle","5","personer",6405,"2013","barnehagedeltakelse"
"14","alle","5","personer",1307,"2013","barnehagedeltakelse"
"15","alle","5","personer",3093,"2013","barnehagedeltakelse"
"16","alle","5","personer",3708,"2013","barnehagedeltakelse"
"17","alle","5","personer",1674,"2013","barnehagedeltakelse"
"18","alle","5","personer",2731,"2013","barnehagedeltakelse"
"19","alle","5","personer",1963,"2013","barnehagedeltakelse"
"20","alle","5","personer",839,"2013","barnehagedeltakelse"
"00","alle","1_5","prosent",90.00470909,"2013","barnehagedeltakelse"
"01","alle","1_5","prosent",87.48927302,"2013","barnehagedeltakelse"
"02","alle","1_5","prosent",91.31925362,"2013","barnehagedeltakelse"
"03","alle","1_5","prosent",85.01168748,"2013","barnehagedeltakelse"
"04","alle","1_5","prosent",91.47534438,"2013","barnehagedeltakelse"
"05","alle","1_5","prosent",91.22951664,"2013","barnehagedeltakelse"
"06","alle","1_5","prosent",89.60999016,"2013","barnehagedeltakelse"
"07","alle","1_5","prosent",89.28701214,"2013","barnehagedeltakelse"
"08","alle","1_5","prosent",90.05275057,"2013","barnehagedeltakelse"
"09","alle","1_5","prosent",90.27406887,"2013","barnehagedeltakelse"
"10","alle","1_5","prosent",87.73337839,"2013","barnehagedeltakelse"
"11","alle","1_5","prosent",88.76993995,"2013","barnehagedeltakelse"
"12","alle","1_5","prosent",90.78657192,"2013","barnehagedeltakelse"
"14","alle","1_5","prosent",91.86424919,"2013","barnehagedeltakelse"
"15","alle","1_5","prosent",92.61451364,"2013","barnehagedeltakelse"
"16","alle","1_5","prosent",93.82013508,"2013","barnehagedeltakelse"
"17","alle","1_5","prosent",94.44583125,"2013","barnehagedeltakelse"
"18","alle","1_5","prosent",91.98183443,"2013","barnehagedeltakelse"
"19","alle","1_5","prosent",94.20857597,"2013","barnehagedeltakelse"
"20","alle","1_5","prosent",91.30332312,"2013","barnehagedeltakelse"
"00","alle","1","prosent",68.88671875,"2013","barnehagedeltakelse"
"01","alle","1","prosent",63.01687066,"2013","barnehagedeltakelse"
"02","alle","1","prosent",73.16416218,"2013","barnehagedeltakelse"
"03","alle","1","prosent",63.43598055,"2013","barnehagedeltakelse"
"04","alle","1","prosent",70.24491923,"2013","barnehagedeltakelse"
"05","alle","1","prosent",69.94505495,"2013","barnehagedeltakelse"
"06","alle","1","prosent",68.19214541,"2013","barnehagedeltakelse"
"07","alle","1","prosent",66.39020537,"2013","barnehagedeltakelse"
"08","alle","1","prosent",68.48621272,"2013","barnehagedeltakelse"
"09","alle","1","prosent",66.86478455,"2013","barnehagedeltakelse"
"10","alle","1","prosent",59.3124456,"2013","barnehagedeltakelse"
"11","alle","1","prosent",64.50817145,"2013","barnehagedeltakelse"
"12","alle","1","prosent",69.74175482,"2013","barnehagedeltakelse"
"14","alle","1","prosent",68.72937294,"2013","barnehagedeltakelse"
"15","alle","1","prosent",73.51351351,"2013","barnehagedeltakelse"
"16","alle","1","prosent",76.48834019,"2013","barnehagedeltakelse"
"17","alle","1","prosent",77.2972973,"2013","barnehagedeltakelse"
"18","alle","1","prosent",74.66874513,"2013","barnehagedeltakelse"
"19","alle","1","prosent",78.24601367,"2013","barnehagedeltakelse"
"20","alle","1","prosent",75.56109726,"2013","barnehagedeltakelse"
"00","alle","2","prosent",90.59243535,"2013","barnehagedeltakelse"
"01","alle","2","prosent",86.14800759,"2013","barnehagedeltakelse"
"02","alle","2","prosent",91.24127549,"2013","barnehagedeltakelse"
"03","alle","2","prosent",85.46803653,"2013","barnehagedeltakelse"
"04","alle","2","prosent",93.12366738,"2013","barnehagedeltakelse"
"05","alle","2","prosent",90.26500811,"2013","barnehagedeltakelse"
"06","alle","2","prosent",89.44392083,"2013","barnehagedeltakelse"
"07","alle","2","prosent",89.87294469,"2013","barnehagedeltakelse"
"08","alle","2","prosent",89.7616468,"2013","barnehagedeltakelse"
"09","alle","2","prosent",91.06628242,"2013","barnehagedeltakelse"
"10","alle","2","prosent",87.40225891,"2013","barnehagedeltakelse"
"11","alle","2","prosent",90.03678725,"2013","barnehagedeltakelse"
"12","alle","2","prosent",91.91130543,"2013","barnehagedeltakelse"
"14","alle","2","prosent",95.66563467,"2013","barnehagedeltakelse"
"15","alle","2","prosent",94.22700587,"2013","barnehagedeltakelse"
"16","alle","2","prosent",95.95065701,"2013","barnehagedeltakelse"
"17","alle","2","prosent",95.83066068,"2013","barnehagedeltakelse"
"18","alle","2","prosent",92.67734554,"2013","barnehagedeltakelse"
"19","alle","2","prosent",94.75138122,"2013","barnehagedeltakelse"
"20","alle","2","prosent",90.83232811,"2013","barnehagedeltakelse"
"00","alle","3","prosent",95.20988966,"2013","barnehagedeltakelse"
"01","alle","3","prosent",92.43210253,"2013","barnehagedeltakelse"
"02","alle","3","prosent",95.59522281,"2013","barnehagedeltakelse"
"03","alle","3","prosent",89.88271532,"2013","barnehagedeltakelse"
"04","alle","3","prosent",96.55172414,"2013","barnehagedeltakelse"
"05","alle","3","prosent",97.53148615,"2013","barnehagedeltakelse"
"06","alle","3","prosent",94.89073561,"2013","barnehagedeltakelse"
"07","alle","3","prosent",95.13494318,"2013","barnehagedeltakelse"
"08","alle","3","prosent",95.25299948,"2013","barnehagedeltakelse"
"09","alle","3","prosent",96.32709633,"2013","barnehagedeltakelse"
"10","alle","3","prosent",95.00853242,"2013","barnehagedeltakelse"
"11","alle","3","prosent",95.42454905,"2013","barnehagedeltakelse"
"12","alle","3","prosent",96.36778116,"2013","barnehagedeltakelse"
"14","alle","3","prosent",97.33434882,"2013","barnehagedeltakelse"
"15","alle","3","prosent",97.22222222,"2013","barnehagedeltakelse"
"16","alle","3","prosent",98.60356866,"2013","barnehagedeltakelse"
"17","alle","3","prosent",98.08168317,"2013","barnehagedeltakelse"
"18","alle","3","prosent",96.35749155,"2013","barnehagedeltakelse"
"19","alle","3","prosent",97.9145473,"2013","barnehagedeltakelse"
"20","alle","3","prosent",94.77434679,"2013","barnehagedeltakelse"
"00","alle","4","prosent",96.90766081,"2013","barnehagedeltakelse"
"01","alle","4","prosent",95.92875318,"2013","barnehagedeltakelse"
"02","alle","4","prosent",97.0891902,"2013","barnehagedeltakelse"
"03","alle","4","prosent",94.02346615,"2013","barnehagedeltakelse"
"04","alle","4","prosent",97.81089893,"2013","barnehagedeltakelse"
"05","alle","4","prosent",97.72612431,"2013","barnehagedeltakelse"
"06","alle","4","prosent",96.56108597,"2013","barnehagedeltakelse"
"07","alle","4","prosent",96.02532536,"2013","barnehagedeltakelse"
"08","alle","4","prosent",96.92058347,"2013","barnehagedeltakelse"
"09","alle","4","prosent",97.05882353,"2013","barnehagedeltakelse"
"10","alle","4","prosent",97.36211031,"2013","barnehagedeltakelse"
"11","alle","4","prosent",96.64459825,"2013","barnehagedeltakelse"
"12","alle","4","prosent",97.54821348,"2013","barnehagedeltakelse"
"14","alle","4","prosent",97.54977029,"2013","barnehagedeltakelse"
"15","alle","4","prosent",98.43137255,"2013","barnehagedeltakelse"
"16","alle","4","prosent",98.65965834,"2013","barnehagedeltakelse"
"17","alle","4","prosent",99.64200477,"2013","barnehagedeltakelse"
"18","alle","4","prosent",96.7189729,"2013","barnehagedeltakelse"
"19","alle","4","prosent",99.53367876,"2013","barnehagedeltakelse"
"20","alle","4","prosent",97.01657459,"2013","barnehagedeltakelse"
"00","alle","5","prosent",97.5153528,"2013","barnehagedeltakelse"
"01","alle","5","prosent",97.19457014,"2013","barnehagedeltakelse"
"02","alle","5","prosent",97.42023928,"2013","barnehagedeltakelse"
"03","alle","5","prosent",95.48930655,"2013","barnehagedeltakelse"
"04","alle","5","prosent",98.1686747,"2013","barnehagedeltakelse"
"05","alle","5","prosent",98.55072464,"2013","barnehagedeltakelse"
"06","alle","5","prosent",97.28704784,"2013","barnehagedeltakelse"
"07","alle","5","prosent",96.47302905,"2013","barnehagedeltakelse"
"08","alle","5","prosent",98.57744995,"2013","barnehagedeltakelse"
"09","alle","5","prosent",98.26629681,"2013","barnehagedeltakelse"
"10","alle","5","prosent",98.15976579,"2013","barnehagedeltakelse"
"11","alle","5","prosent",96.67641176,"2013","barnehagedeltakelse"
"12","alle","5","prosent",97.83106766,"2013","barnehagedeltakelse"
"14","alle","5","prosent",98.27067669,"2013","barnehagedeltakelse"
"15","alle","5","prosent",98.40916322,"2013","barnehagedeltakelse"
"16","alle","5","prosent",98.6957679,"2013","barnehagedeltakelse"
"17","alle","5","prosent",99.5835812,"2013","barnehagedeltakelse"
"18","alle","5","prosent",98.34353619,"2013","barnehagedeltakelse"
"19","alle","5","prosent",98.99142713,"2013","barnehagedeltakelse"
"20","alle","5","prosent",96.99421965,"2013","barnehagedeltakelse"
"00","minoritet","1_5","personer",37642,"2013","barnehagedeltakelse"
"01","minoritet","1_5","personer",1935,"2013","barnehagedeltakelse"
"02","minoritet","1_5","personer",4641,"2013","barnehagedeltakelse"
"03","minoritet","1_5","personer",9648,"2013","barnehagedeltakelse"
"04","minoritet","1_5","personer",815,"2013","barnehagedeltakelse"
"05","minoritet","1_5","personer",831,"2013","barnehagedeltakelse"
"06","minoritet","1_5","personer",2568,"2013","barnehagedeltakelse"
"07","minoritet","1_5","personer",1338,"2013","barnehagedeltakelse"
"08","minoritet","1_5","personer",1038,"2013","barnehagedeltakelse"
"09","minoritet","1_5","personer",671,"2013","barnehagedeltakelse"
"10","minoritet","1_5","personer",1145,"2013","barnehagedeltakelse"
"11","minoritet","1_5","personer",3820,"2013","barnehagedeltakelse"
"12","minoritet","1_5","personer",3047,"2013","barnehagedeltakelse"
"14","minoritet","1_5","personer",558,"2013","barnehagedeltakelse"
"15","minoritet","1_5","personer",1324,"2013","barnehagedeltakelse"
"16","minoritet","1_5","personer",1617,"2013","barnehagedeltakelse"
"17","minoritet","1_5","personer",531,"2013","barnehagedeltakelse"
"18","minoritet","1_5","personer",1019,"2013","barnehagedeltakelse"
"19","minoritet","1_5","personer",717,"2013","barnehagedeltakelse"
"20","minoritet","1_5","personer",379,"2013","barnehagedeltakelse"
"00","minoritet","1","personer",4015,"2013","barnehagedeltakelse"
"01","minoritet","1","personer",124,"2013","barnehagedeltakelse"
"02","minoritet","1","personer",486,"2013","barnehagedeltakelse"
"03","minoritet","1","personer",807,"2013","barnehagedeltakelse"
"04","minoritet","1","personer",102,"2013","barnehagedeltakelse"
"05","minoritet","1","personer",103,"2013","barnehagedeltakelse"
"06","minoritet","1","personer",280,"2013","barnehagedeltakelse"
"07","minoritet","1","personer",123,"2013","barnehagedeltakelse"
"08","minoritet","1","personer",121,"2013","barnehagedeltakelse"
"09","minoritet","1","personer",63,"2013","barnehagedeltakelse"
"10","minoritet","1","personer",96,"2013","barnehagedeltakelse"
"11","minoritet","1","personer",476,"2013","barnehagedeltakelse"
"12","minoritet","1","personer",374,"2013","barnehagedeltakelse"
"14","minoritet","1","personer",77,"2013","barnehagedeltakelse"
"15","minoritet","1","personer",170,"2013","barnehagedeltakelse"
"16","minoritet","1","personer",212,"2013","barnehagedeltakelse"
"17","minoritet","1","personer",70,"2013","barnehagedeltakelse"
"18","minoritet","1","personer",162,"2013","barnehagedeltakelse"
"19","minoritet","1","personer",106,"2013","barnehagedeltakelse"
"20","minoritet","1","personer",63,"2013","barnehagedeltakelse"
"00","minoritet","2","personer",7181,"2013","barnehagedeltakelse"
"01","minoritet","2","personer",317,"2013","barnehagedeltakelse"
"02","minoritet","2","personer",889,"2013","barnehagedeltakelse"
"03","minoritet","2","personer",1793,"2013","barnehagedeltakelse"
"04","minoritet","2","personer",149,"2013","barnehagedeltakelse"
"05","minoritet","2","personer",164,"2013","barnehagedeltakelse"
"06","minoritet","2","personer",486,"2013","barnehagedeltakelse"
"07","minoritet","2","personer",254,"2013","barnehagedeltakelse"
"08","minoritet","2","personer",189,"2013","barnehagedeltakelse"
"09","minoritet","2","personer",124,"2013","barnehagedeltakelse"
"10","minoritet","2","personer",194,"2013","barnehagedeltakelse"
"11","minoritet","2","personer",770,"2013","barnehagedeltakelse"
"12","minoritet","2","personer",575,"2013","barnehagedeltakelse"
"14","minoritet","2","personer",101,"2013","barnehagedeltakelse"
"15","minoritet","2","personer",274,"2013","barnehagedeltakelse"
"16","minoritet","2","personer",364,"2013","barnehagedeltakelse"
"17","minoritet","2","personer",120,"2013","barnehagedeltakelse"
"18","minoritet","2","personer",193,"2013","barnehagedeltakelse"
"19","minoritet","2","personer",145,"2013","barnehagedeltakelse"
"20","minoritet","2","personer",80,"2013","barnehagedeltakelse"
"00","minoritet","3","personer",8653,"2013","barnehagedeltakelse"
"01","minoritet","3","personer",446,"2013","barnehagedeltakelse"
"02","minoritet","3","personer",1065,"2013","barnehagedeltakelse"
"03","minoritet","3","personer",2148,"2013","barnehagedeltakelse"
"04","minoritet","3","personer",179,"2013","barnehagedeltakelse"
"05","minoritet","3","personer",187,"2013","barnehagedeltakelse"
"06","minoritet","3","personer",608,"2013","barnehagedeltakelse"
"07","minoritet","3","personer",315,"2013","barnehagedeltakelse"
"08","minoritet","3","personer",252,"2013","barnehagedeltakelse"
"09","minoritet","3","personer",148,"2013","barnehagedeltakelse"
"10","minoritet","3","personer",264,"2013","barnehagedeltakelse"
"11","minoritet","3","personer",947,"2013","barnehagedeltakelse"
"12","minoritet","3","personer",691,"2013","barnehagedeltakelse"
"14","minoritet","3","personer",122,"2013","barnehagedeltakelse"
"15","minoritet","3","personer",301,"2013","barnehagedeltakelse"
"16","minoritet","3","personer",372,"2013","barnehagedeltakelse"
"17","minoritet","3","personer",123,"2013","barnehagedeltakelse"
"18","minoritet","3","personer",220,"2013","barnehagedeltakelse"
"19","minoritet","3","personer",177,"2013","barnehagedeltakelse"
"20","minoritet","3","personer",88,"2013","barnehagedeltakelse"
"00","minoritet","4","personer",9094,"2013","barnehagedeltakelse"
"01","minoritet","4","personer",552,"2013","barnehagedeltakelse"
"02","minoritet","4","personer",1170,"2013","barnehagedeltakelse"
"03","minoritet","4","personer",2453,"2013","barnehagedeltakelse"
"04","minoritet","4","personer",204,"2013","barnehagedeltakelse"
"05","minoritet","4","personer",191,"2013","barnehagedeltakelse"
"06","minoritet","4","personer",570,"2013","barnehagedeltakelse"
"07","minoritet","4","personer",323,"2013","barnehagedeltakelse"
"08","minoritet","4","personer",234,"2013","barnehagedeltakelse"
"09","minoritet","4","personer",158,"2013","barnehagedeltakelse"
"10","minoritet","4","personer",305,"2013","barnehagedeltakelse"
"11","minoritet","4","personer",829,"2013","barnehagedeltakelse"
"12","minoritet","4","personer",746,"2013","barnehagedeltakelse"
"14","minoritet","4","personer",139,"2013","barnehagedeltakelse"
"15","minoritet","4","personer",320,"2013","barnehagedeltakelse"
"16","minoritet","4","personer",353,"2013","barnehagedeltakelse"
"17","minoritet","4","personer",111,"2013","barnehagedeltakelse"
"18","minoritet","4","personer",217,"2013","barnehagedeltakelse"
"19","minoritet","4","personer",146,"2013","barnehagedeltakelse"
"20","minoritet","4","personer",73,"2013","barnehagedeltakelse"
"00","minoritet","5","personer",8699,"2013","barnehagedeltakelse"
"01","minoritet","5","personer",496,"2013","barnehagedeltakelse"
"02","minoritet","5","personer",1031,"2013","barnehagedeltakelse"
"03","minoritet","5","personer",2447,"2013","barnehagedeltakelse"
"04","minoritet","5","personer",181,"2013","barnehagedeltakelse"
"05","minoritet","5","personer",186,"2013","barnehagedeltakelse"
"06","minoritet","5","personer",624,"2013","barnehagedeltakelse"
"07","minoritet","5","personer",323,"2013","barnehagedeltakelse"
"08","minoritet","5","personer",242,"2013","barnehagedeltakelse"
"09","minoritet","5","personer",178,"2013","barnehagedeltakelse"
"10","minoritet","5","personer",286,"2013","barnehagedeltakelse"
"11","minoritet","5","personer",798,"2013","barnehagedeltakelse"
"12","minoritet","5","personer",661,"2013","barnehagedeltakelse"
"14","minoritet","5","personer",119,"2013","barnehagedeltakelse"
"15","minoritet","5","personer",259,"2013","barnehagedeltakelse"
"16","minoritet","5","personer",316,"2013","barnehagedeltakelse"
"17","minoritet","5","personer",107,"2013","barnehagedeltakelse"
"18","minoritet","5","personer",227,"2013","barnehagedeltakelse"
"19","minoritet","5","personer",143,"2013","barnehagedeltakelse"
"20","minoritet","5","personer",75,"2013","barnehagedeltakelse"
"00","minoritet","1_5","prosent",76.77496992,"2013","barnehagedeltakelse"
"01","minoritet","1_5","prosent",67.49215208,"2013","barnehagedeltakelse"
"02","minoritet","1_5","prosent",79.00919305,"2013","barnehagedeltakelse"
"03","minoritet","1_5","prosent",77.00534759,"2013","barnehagedeltakelse"
"04","minoritet","1_5","prosent",76.74199623,"2013","barnehagedeltakelse"
"05","minoritet","1_5","prosent",76.0989011,"2013","barnehagedeltakelse"
"06","minoritet","1_5","prosent",81.03502682,"2013","barnehagedeltakelse"
"07","minoritet","1_5","prosent",71.1323764,"2013","barnehagedeltakelse"
"08","minoritet","1_5","prosent",78.22155237,"2013","barnehagedeltakelse"
"09","minoritet","1_5","prosent",79.22077922,"2013","barnehagedeltakelse"
"10","minoritet","1_5","prosent",72.23974763,"2013","barnehagedeltakelse"
"11","minoritet","1_5","prosent",74.58024209,"2013","barnehagedeltakelse"
"12","minoritet","1_5","prosent",74.08217846,"2013","barnehagedeltakelse"
"14","minoritet","1_5","prosent",78.92503536,"2013","barnehagedeltakelse"
"15","minoritet","1_5","prosent",75.57077626,"2013","barnehagedeltakelse"
"16","minoritet","1_5","prosent",82.54211332,"2013","barnehagedeltakelse"
"17","minoritet","1_5","prosent",83.75394322,"2013","barnehagedeltakelse"
"18","minoritet","1_5","prosent",83.45618346,"2013","barnehagedeltakelse"
"19","minoritet","1_5","prosent",85.35714286,"2013","barnehagedeltakelse"
"20","minoritet","1_5","prosent",84.59821429,"2013","barnehagedeltakelse"
"00","minoritet","1","prosent",39.49439307,"2013","barnehagedeltakelse"
"01","minoritet","1","prosent",21.71628722,"2013","barnehagedeltakelse"
"02","minoritet","1","prosent",40.53377815,"2013","barnehagedeltakelse"
"03","minoritet","1","prosent",32.34468938,"2013","barnehagedeltakelse"
"04","minoritet","1","prosent",44.54148472,"2013","barnehagedeltakelse"
"05","minoritet","1","prosent",44.01709402,"2013","barnehagedeltakelse"
"06","minoritet","1","prosent",43.34365325,"2013","barnehagedeltakelse"
"07","minoritet","1","prosent",31.53846154,"2013","barnehagedeltakelse"
"08","minoritet","1","prosent",41.86851211,"2013","barnehagedeltakelse"
"09","minoritet","1","prosent",37.05882353,"2013","barnehagedeltakelse"
"10","minoritet","1","prosent",28.40236686,"2013","barnehagedeltakelse"
"11","minoritet","1","prosent",43.27272727,"2013","barnehagedeltakelse"
"12","minoritet","1","prosent",42.25988701,"2013","barnehagedeltakelse"
"14","minoritet","1","prosent",46.10778443,"2013","barnehagedeltakelse"
"15","minoritet","1","prosent",45.45454545,"2013","barnehagedeltakelse"
"16","minoritet","1","prosent",52.86783042,"2013","barnehagedeltakelse"
"17","minoritet","1","prosent",53.4351145,"2013","barnehagedeltakelse"
"18","minoritet","1","prosent",60,"2013","barnehagedeltakelse"
"19","minoritet","1","prosent",60.57142857,"2013","barnehagedeltakelse"
"20","minoritet","1","prosent",61.76470588,"2013","barnehagedeltakelse"
"00","minoritet","2","prosent",72.2579996,"2013","barnehagedeltakelse"
"01","minoritet","2","prosent",57.42753623,"2013","barnehagedeltakelse"
"02","minoritet","2","prosent",76.44024076,"2013","barnehagedeltakelse"
"03","minoritet","2","prosent",69.92979719,"2013","barnehagedeltakelse"
"04","minoritet","2","prosent",73.76237624,"2013","barnehagedeltakelse"
"05","minoritet","2","prosent",69.78723404,"2013","barnehagedeltakelse"
"06","minoritet","2","prosent",77.88461538,"2013","barnehagedeltakelse"
"07","minoritet","2","prosent",69.02173913,"2013","barnehagedeltakelse"
"08","minoritet","2","prosent",73.54085603,"2013","barnehagedeltakelse"
"09","minoritet","2","prosent",80,"2013","barnehagedeltakelse"
"10","minoritet","2","prosent",66.89655172,"2013","barnehagedeltakelse"
"11","minoritet","2","prosent",71.69459963,"2013","barnehagedeltakelse"
"12","minoritet","2","prosent",65.94036697,"2013","barnehagedeltakelse"
"14","minoritet","2","prosent",77.69230769,"2013","barnehagedeltakelse"
"15","minoritet","2","prosent",75.69060773,"2013","barnehagedeltakelse"
"16","minoritet","2","prosent",81.79775281,"2013","barnehagedeltakelse"
"17","minoritet","2","prosent",82.75862069,"2013","barnehagedeltakelse"
"18","minoritet","2","prosent",80.41666667,"2013","barnehagedeltakelse"
"19","minoritet","2","prosent",86.30952381,"2013","barnehagedeltakelse"
"20","minoritet","2","prosent",86.95652174,"2013","barnehagedeltakelse"
"00","minoritet","3","prosent",85.97118728,"2013","barnehagedeltakelse"
"01","minoritet","3","prosent",76.76419966,"2013","barnehagedeltakelse"
"02","minoritet","3","prosent",87.87128713,"2013","barnehagedeltakelse"
"03","minoritet","3","prosent",84.23529412,"2013","barnehagedeltakelse"
"04","minoritet","3","prosent",82.87037037,"2013","barnehagedeltakelse"
