"aar","naringsregion_nr","innvkat_3","vreg_3","tabellvariabel","tabell_navn","enhet"
"2006","31","alle","alle","83","arbledige_innvkat_land","personer"
"2006","31","befolkningen_ellers","alle","66","arbledige_innvkat_land","personer"
"2006","31","innvandrere","1","4","arbledige_innvkat_land","personer"
"2006","31","innvandrere","2","13","arbledige_innvkat_land","personer"
"2006","31","innvandrere","alle","17","arbledige_innvkat_land","personer"
"2006","32","alle","alle","1152","arbledige_innvkat_land","personer"
"2006","32","befolkningen_ellers","alle","927","arbledige_innvkat_land","personer"
"2006","32","innvandrere","1","47","arbledige_innvkat_land","personer"
"2006","32","innvandrere","2","178","arbledige_innvkat_land","personer"
"2006","32","innvandrere","alle","225","arbledige_innvkat_land","personer"
"2006","33","alle","alle","432","arbledige_innvkat_land","personer"
"2006","33","befolkningen_ellers","alle","330","arbledige_innvkat_land","personer"
"2006","33","innvandrere","1","13","arbledige_innvkat_land","personer"
"2006","33","innvandrere","2","89","arbledige_innvkat_land","personer"
"2006","33","innvandrere","alle","102","arbledige_innvkat_land","personer"
"2006","34","alle","alle","239","arbledige_innvkat_land","personer"
"2006","34","befolkningen_ellers","alle","174","arbledige_innvkat_land","personer"
"2006","34","innvandrere","1","13","arbledige_innvkat_land","personer"
"2006","34","innvandrere","2","52","arbledige_innvkat_land","personer"
"2006","34","innvandrere","alle","65","arbledige_innvkat_land","personer"
"2006","35","alle","alle","1685","arbledige_innvkat_land","personer"
"2006","35","befolkningen_ellers","alle","1242","arbledige_innvkat_land","personer"
"2006","35","innvandrere","1","65","arbledige_innvkat_land","personer"
"2006","35","innvandrere","2","378","arbledige_innvkat_land","personer"
"2006","35","innvandrere","alle","443","arbledige_innvkat_land","personer"
"2006","36","alle","alle","156","arbledige_innvkat_land","personer"
"2006","36","befolkningen_ellers","alle","121","arbledige_innvkat_land","personer"
"2006","36","innvandrere","1","6","arbledige_innvkat_land","personer"
"2006","36","innvandrere","2","29","arbledige_innvkat_land","personer"
"2006","36","innvandrere","alle","35","arbledige_innvkat_land","personer"
"2006","37","alle","alle","911","arbledige_innvkat_land","personer"
"2006","37","befolkningen_ellers","alle","730","arbledige_innvkat_land","personer"
"2006","37","innvandrere","1","19","arbledige_innvkat_land","personer"
"2006","37","innvandrere","2","162","arbledige_innvkat_land","personer"
"2006","37","innvandrere","alle","181","arbledige_innvkat_land","personer"
"2006","38","alle","alle","150","arbledige_innvkat_land","personer"
"2006","38","befolkningen_ellers","alle","119","arbledige_innvkat_land","personer"
"2006","38","innvandrere","1","9","arbledige_innvkat_land","personer"
"2006","38","innvandrere","2","22","arbledige_innvkat_land","personer"
"2006","38","innvandrere","alle","31","arbledige_innvkat_land","personer"
"2006","39","alle","alle","2713","arbledige_innvkat_land","personer"
"2006","39","befolkningen_ellers","alle","1862","arbledige_innvkat_land","personer"
"2006","39","innvandrere","1","124","arbledige_innvkat_land","personer"
"2006","39","innvandrere","2","727","arbledige_innvkat_land","personer"
"2006","39","innvandrere","alle","851","arbledige_innvkat_land","personer"
"2006","40","alle","alle","3559","arbledige_innvkat_land","personer"
"2006","40","befolkningen_ellers","alle","2704","arbledige_innvkat_land","personer"
"2006","40","innvandrere","1","112","arbledige_innvkat_land","personer"
"2006","40","innvandrere","2","743","arbledige_innvkat_land","personer"
"2006","40","innvandrere","alle","855","arbledige_innvkat_land","personer"
"2006","41","alle","alle","184","arbledige_innvkat_land","personer"
"2006","41","befolkningen_ellers","alle","153","arbledige_innvkat_land","personer"
"2006","41","innvandrere","1","5","arbledige_innvkat_land","personer"
"2006","41","innvandrere","2","26","arbledige_innvkat_land","personer"
"2006","41","innvandrere","alle","31","arbledige_innvkat_land","personer"
"2006","42","alle","alle","231","arbledige_innvkat_land","personer"
"2006","42","befolkningen_ellers","alle","195","arbledige_innvkat_land","personer"
"2006","42","innvandrere","1","7","arbledige_innvkat_land","personer"
"2006","42","innvandrere","2","29","arbledige_innvkat_land","personer"
"2006","42","innvandrere","alle","36","arbledige_innvkat_land","personer"
"2006","43","alle","alle","157","arbledige_innvkat_land","personer"
"2006","43","befolkningen_ellers","alle","139","arbledige_innvkat_land","personer"
"2006","43","innvandrere","1","7","arbledige_innvkat_land","personer"
"2006","43","innvandrere","2","11","arbledige_innvkat_land","personer"
"2006","43","innvandrere","alle","18","arbledige_innvkat_land","personer"
"2006","44","alle","alle","288","arbledige_innvkat_land","personer"
"2006","44","befolkningen_ellers","alle","261","arbledige_innvkat_land","personer"
"2006","44","innvandrere","1","3","arbledige_innvkat_land","personer"
"2006","44","innvandrere","2","24","arbledige_innvkat_land","personer"
"2006","44","innvandrere","alle","27","arbledige_innvkat_land","personer"
"2006","45","alle","alle","132","arbledige_innvkat_land","personer"
"2006","45","befolkningen_ellers","alle","118","arbledige_innvkat_land","personer"
"2006","45","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","45","innvandrere","2","12","arbledige_innvkat_land","personer"
"2006","45","innvandrere","alle","14","arbledige_innvkat_land","personer"
"2006","46","alle","alle","598","arbledige_innvkat_land","personer"
"2006","46","befolkningen_ellers","alle","506","arbledige_innvkat_land","personer"
"2006","46","innvandrere","1","16","arbledige_innvkat_land","personer"
"2006","46","innvandrere","2","76","arbledige_innvkat_land","personer"
"2006","46","innvandrere","alle","92","arbledige_innvkat_land","personer"
"2006","47","alle","alle","750","arbledige_innvkat_land","personer"
"2006","47","befolkningen_ellers","alle","654","arbledige_innvkat_land","personer"
"2006","47","innvandrere","1","15","arbledige_innvkat_land","personer"
"2006","47","innvandrere","2","81","arbledige_innvkat_land","personer"
"2006","47","innvandrere","alle","96","arbledige_innvkat_land","personer"
"2006","48","alle","alle","68","arbledige_innvkat_land","personer"
"2006","48","befolkningen_ellers","alle","62","arbledige_innvkat_land","personer"
"2006","48","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","48","innvandrere","2","4","arbledige_innvkat_land","personer"
"2006","48","innvandrere","alle","6","arbledige_innvkat_land","personer"
"2006","49","alle","alle","361","arbledige_innvkat_land","personer"
"2006","49","befolkningen_ellers","alle","300","arbledige_innvkat_land","personer"
"2006","49","innvandrere","1","13","arbledige_innvkat_land","personer"
"2006","49","innvandrere","2","48","arbledige_innvkat_land","personer"
"2006","49","innvandrere","alle","61","arbledige_innvkat_land","personer"
"2006","50","alle","alle","188","arbledige_innvkat_land","personer"
"2006","50","befolkningen_ellers","alle","167","arbledige_innvkat_land","personer"
"2006","50","innvandrere","1","7","arbledige_innvkat_land","personer"
"2006","50","innvandrere","2","14","arbledige_innvkat_land","personer"
"2006","50","innvandrere","alle","21","arbledige_innvkat_land","personer"
"2006","51","alle","alle","349","arbledige_innvkat_land","personer"
"2006","51","befolkningen_ellers","alle","283","arbledige_innvkat_land","personer"
"2006","51","innvandrere","1","10","arbledige_innvkat_land","personer"
"2006","51","innvandrere","2","56","arbledige_innvkat_land","personer"
"2006","51","innvandrere","alle","66","arbledige_innvkat_land","personer"
"2006","52","alle","alle","750","arbledige_innvkat_land","personer"
"2006","52","befolkningen_ellers","alle","647","arbledige_innvkat_land","personer"
"2006","52","innvandrere","1","16","arbledige_innvkat_land","personer"
"2006","52","innvandrere","2","87","arbledige_innvkat_land","personer"
"2006","52","innvandrere","alle","103","arbledige_innvkat_land","personer"
"2006","53","alle","alle","467","arbledige_innvkat_land","personer"
"2006","53","befolkningen_ellers","alle","424","arbledige_innvkat_land","personer"
"2006","53","innvandrere","1","15","arbledige_innvkat_land","personer"
"2006","53","innvandrere","2","28","arbledige_innvkat_land","personer"
"2006","53","innvandrere","alle","43","arbledige_innvkat_land","personer"
"2006","54","alle","alle","93","arbledige_innvkat_land","personer"
"2006","54","befolkningen_ellers","alle","74","arbledige_innvkat_land","personer"
"2006","54","innvandrere","1","7","arbledige_innvkat_land","personer"
"2006","54","innvandrere","2","12","arbledige_innvkat_land","personer"
"2006","54","innvandrere","alle","19","arbledige_innvkat_land","personer"
"2006","55","alle","alle","450","arbledige_innvkat_land","personer"
"2006","55","befolkningen_ellers","alle","366","arbledige_innvkat_land","personer"
"2006","55","innvandrere","1","10","arbledige_innvkat_land","personer"
"2006","55","innvandrere","2","74","arbledige_innvkat_land","personer"
"2006","55","innvandrere","alle","84","arbledige_innvkat_land","personer"
"2006","56","alle","alle","824","arbledige_innvkat_land","personer"
"2006","56","befolkningen_ellers","alle","686","arbledige_innvkat_land","personer"
"2006","56","innvandrere","1","30","arbledige_innvkat_land","personer"
"2006","56","innvandrere","2","108","arbledige_innvkat_land","personer"
"2006","56","innvandrere","alle","138","arbledige_innvkat_land","personer"
"2006","57","alle","alle","325","arbledige_innvkat_land","personer"
"2006","57","befolkningen_ellers","alle","297","arbledige_innvkat_land","personer"
"2006","57","innvandrere","1","10","arbledige_innvkat_land","personer"
"2006","57","innvandrere","2","18","arbledige_innvkat_land","personer"
"2006","57","innvandrere","alle","28","arbledige_innvkat_land","personer"
"2006","58","alle","alle","80","arbledige_innvkat_land","personer"
"2006","58","befolkningen_ellers","alle","73","arbledige_innvkat_land","personer"
"2006","58","innvandrere","1","3","arbledige_innvkat_land","personer"
"2006","58","innvandrere","2","4","arbledige_innvkat_land","personer"
"2006","58","innvandrere","alle","7","arbledige_innvkat_land","personer"
"2006","59","alle","alle","84","arbledige_innvkat_land","personer"
"2006","59","befolkningen_ellers","alle","67","arbledige_innvkat_land","personer"
"2006","59","innvandrere","1","7","arbledige_innvkat_land","personer"
"2006","59","innvandrere","2","10","arbledige_innvkat_land","personer"
"2006","59","innvandrere","alle","17","arbledige_innvkat_land","personer"
"2006","60","alle","alle","277","arbledige_innvkat_land","personer"
"2006","60","befolkningen_ellers","alle","238","arbledige_innvkat_land","personer"
"2006","60","innvandrere","1","9","arbledige_innvkat_land","personer"
"2006","60","innvandrere","2","30","arbledige_innvkat_land","personer"
"2006","60","innvandrere","alle","39","arbledige_innvkat_land","personer"
"2006","61","alle","alle","3096","arbledige_innvkat_land","personer"
"2006","61","befolkningen_ellers","alle","2552","arbledige_innvkat_land","personer"
"2006","61","innvandrere","1","96","arbledige_innvkat_land","personer"
"2006","61","innvandrere","2","448","arbledige_innvkat_land","personer"
"2006","61","innvandrere","alle","544","arbledige_innvkat_land","personer"
"2006","62","alle","alle","76","arbledige_innvkat_land","personer"
"2006","62","befolkningen_ellers","alle","67","arbledige_innvkat_land","personer"
"2006","62","innvandrere","1","3","arbledige_innvkat_land","personer"
"2006","62","innvandrere","2","6","arbledige_innvkat_land","personer"
"2006","62","innvandrere","alle","9","arbledige_innvkat_land","personer"
"2006","63","alle","alle","272","arbledige_innvkat_land","personer"
"2006","63","befolkningen_ellers","alle","240","arbledige_innvkat_land","personer"
"2006","63","innvandrere","1","9","arbledige_innvkat_land","personer"
"2006","63","innvandrere","2","23","arbledige_innvkat_land","personer"
"2006","63","innvandrere","alle","32","arbledige_innvkat_land","personer"
"2006","64","alle","alle","876","arbledige_innvkat_land","personer"
"2006","64","befolkningen_ellers","alle","776","arbledige_innvkat_land","personer"
"2006","64","innvandrere","1","20","arbledige_innvkat_land","personer"
"2006","64","innvandrere","2","80","arbledige_innvkat_land","personer"
"2006","64","innvandrere","alle","100","arbledige_innvkat_land","personer"
"2006","65","alle","alle","60","arbledige_innvkat_land","personer"
"2006","65","befolkningen_ellers","alle","60","arbledige_innvkat_land","personer"
"2006","65","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","65","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","65","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","66","alle","alle","164","arbledige_innvkat_land","personer"
"2006","66","befolkningen_ellers","alle","151","arbledige_innvkat_land","personer"
"2006","66","innvandrere","1","3","arbledige_innvkat_land","personer"
"2006","66","innvandrere","2","10","arbledige_innvkat_land","personer"
"2006","66","innvandrere","alle","13","arbledige_innvkat_land","personer"
"2006","67","alle","alle","244","arbledige_innvkat_land","personer"
"2006","67","befolkningen_ellers","alle","219","arbledige_innvkat_land","personer"
"2006","67","innvandrere","1","4","arbledige_innvkat_land","personer"
"2006","67","innvandrere","2","21","arbledige_innvkat_land","personer"
"2006","67","innvandrere","alle","25","arbledige_innvkat_land","personer"
"2006","68","alle","alle","156","arbledige_innvkat_land","personer"
"2006","68","befolkningen_ellers","alle","137","arbledige_innvkat_land","personer"
"2006","68","innvandrere","1","4","arbledige_innvkat_land","personer"
"2006","68","innvandrere","2","15","arbledige_innvkat_land","personer"
"2006","68","innvandrere","alle","19","arbledige_innvkat_land","personer"
"2006","69","alle","alle","212","arbledige_innvkat_land","personer"
"2006","69","befolkningen_ellers","alle","182","arbledige_innvkat_land","personer"
"2006","69","innvandrere","1","5","arbledige_innvkat_land","personer"
"2006","69","innvandrere","2","25","arbledige_innvkat_land","personer"
"2006","69","innvandrere","alle","30","arbledige_innvkat_land","personer"
"2006","70","alle","alle","52","arbledige_innvkat_land","personer"
"2006","70","befolkningen_ellers","alle","50","arbledige_innvkat_land","personer"
"2006","70","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","70","innvandrere","2","0","arbledige_innvkat_land","personer"
"2006","70","innvandrere","alle","0","arbledige_innvkat_land","personer"
"2006","71","alle","alle","212","arbledige_innvkat_land","personer"
"2006","71","befolkningen_ellers","alle","190","arbledige_innvkat_land","personer"
"2006","71","innvandrere","1","0","arbledige_innvkat_land","personer"
"2006","71","innvandrere","2","21","arbledige_innvkat_land","personer"
"2006","71","innvandrere","alle","22","arbledige_innvkat_land","personer"
"2006","72","alle","alle","519","arbledige_innvkat_land","personer"
"2006","72","befolkningen_ellers","alle","462","arbledige_innvkat_land","personer"
"2006","72","innvandrere","1","9","arbledige_innvkat_land","personer"
"2006","72","innvandrere","2","48","arbledige_innvkat_land","personer"
"2006","72","innvandrere","alle","57","arbledige_innvkat_land","personer"
"2006","73","alle","alle","1210","arbledige_innvkat_land","personer"
"2006","73","befolkningen_ellers","alle","1093","arbledige_innvkat_land","personer"
"2006","73","innvandrere","1","24","arbledige_innvkat_land","personer"
"2006","73","innvandrere","2","93","arbledige_innvkat_land","personer"
"2006","73","innvandrere","alle","117","arbledige_innvkat_land","personer"
"2006","74","alle","alle","405","arbledige_innvkat_land","personer"
"2006","74","befolkningen_ellers","alle","355","arbledige_innvkat_land","personer"
"2006","74","innvandrere","1","12","arbledige_innvkat_land","personer"
"2006","74","innvandrere","2","38","arbledige_innvkat_land","personer"
"2006","74","innvandrere","alle","50","arbledige_innvkat_land","personer"
"2006","75","alle","alle","487","arbledige_innvkat_land","personer"
"2006","75","befolkningen_ellers","alle","432","arbledige_innvkat_land","personer"
"2006","75","innvandrere","1","12","arbledige_innvkat_land","personer"
"2006","75","innvandrere","2","43","arbledige_innvkat_land","personer"
"2006","75","innvandrere","alle","55","arbledige_innvkat_land","personer"
"2006","76","alle","alle","609","arbledige_innvkat_land","personer"
"2006","76","befolkningen_ellers","alle","543","arbledige_innvkat_land","personer"
"2006","76","innvandrere","1","13","arbledige_innvkat_land","personer"
"2006","76","innvandrere","2","53","arbledige_innvkat_land","personer"
"2006","76","innvandrere","alle","66","arbledige_innvkat_land","personer"
"2006","77","alle","alle","587","arbledige_innvkat_land","personer"
"2006","77","befolkningen_ellers","alle","526","arbledige_innvkat_land","personer"
"2006","77","innvandrere","1","10","arbledige_innvkat_land","personer"
"2006","77","innvandrere","2","51","arbledige_innvkat_land","personer"
"2006","77","innvandrere","alle","61","arbledige_innvkat_land","personer"
"2006","78","alle","alle","352","arbledige_innvkat_land","personer"
"2006","78","befolkningen_ellers","alle","319","arbledige_innvkat_land","personer"
"2006","78","innvandrere","1","7","arbledige_innvkat_land","personer"
"2006","78","innvandrere","2","26","arbledige_innvkat_land","personer"
"2006","78","innvandrere","alle","33","arbledige_innvkat_land","personer"
"2006","79","alle","alle","931","arbledige_innvkat_land","personer"
"2006","79","befolkningen_ellers","alle","794","arbledige_innvkat_land","personer"
"2006","79","innvandrere","1","27","arbledige_innvkat_land","personer"
"2006","79","innvandrere","2","110","arbledige_innvkat_land","personer"
"2006","79","innvandrere","alle","137","arbledige_innvkat_land","personer"
"2006","80","alle","alle","345","arbledige_innvkat_land","personer"
"2006","80","befolkningen_ellers","alle","318","arbledige_innvkat_land","personer"
"2006","80","innvandrere","1","3","arbledige_innvkat_land","personer"
"2006","80","innvandrere","2","24","arbledige_innvkat_land","personer"
"2006","80","innvandrere","alle","27","arbledige_innvkat_land","personer"
"2006","81","alle","alle","646","arbledige_innvkat_land","personer"
"2006","81","befolkningen_ellers","alle","581","arbledige_innvkat_land","personer"
"2006","81","innvandrere","1","15","arbledige_innvkat_land","personer"
"2006","81","innvandrere","2","50","arbledige_innvkat_land","personer"
"2006","81","innvandrere","alle","65","arbledige_innvkat_land","personer"
"2006","82","alle","alle","412","arbledige_innvkat_land","personer"
"2006","82","befolkningen_ellers","alle","381","arbledige_innvkat_land","personer"
"2006","82","innvandrere","1","18","arbledige_innvkat_land","personer"
"2006","82","innvandrere","2","13","arbledige_innvkat_land","personer"
"2006","82","innvandrere","alle","31","arbledige_innvkat_land","personer"
"2006","83","alle","alle","572","arbledige_innvkat_land","personer"
"2006","83","befolkningen_ellers","alle","437","arbledige_innvkat_land","personer"
"2006","83","innvandrere","1","39","arbledige_innvkat_land","personer"
"2006","83","innvandrere","2","96","arbledige_innvkat_land","personer"
"2006","83","innvandrere","alle","135","arbledige_innvkat_land","personer"
"2007","01","alle","alle","366","arbledige_innvkat_land","personer"
"2007","01","befolkningen_ellers","alle","263","arbledige_innvkat_land","personer"
"2007","01","innvandrere","1","18","arbledige_innvkat_land","personer"
"2007","01","innvandrere","2","85","arbledige_innvkat_land","personer"
"2007","01","innvandrere","alle","103","arbledige_innvkat_land","personer"
"2007","02","alle","alle","553","arbledige_innvkat_land","personer"
"2007","02","befolkningen_ellers","alle","382","arbledige_innvkat_land","personer"
"2007","02","innvandrere","1","24","arbledige_innvkat_land","personer"
