"tabell_navn","aar","fylke_nr","landbakgrunn","enhet","tabellvariabel"
"befolkning_opprinnelsesland",2006,"01",220,"personer","."
"befolkning_opprinnelsesland",2006,"01",229,"personer","."
"befolkning_opprinnelsesland",2006,"01",235,"personer","."
"befolkning_opprinnelsesland",2006,"01",239,"personer",":"
"befolkning_opprinnelsesland",2006,"01",241,"personer","27"
"befolkning_opprinnelsesland",2006,"01",246,"personer","62"
"befolkning_opprinnelsesland",2006,"01",249,"personer","19"
"befolkning_opprinnelsesland",2006,"01",250,"personer","."
"befolkning_opprinnelsesland",2006,"01",254,"personer","."
"befolkning_opprinnelsesland",2006,"01",256,"personer","12"
"befolkning_opprinnelsesland",2006,"01",260,"personer","23"
"befolkning_opprinnelsesland",2006,"01",264,"personer","."
"befolkning_opprinnelsesland",2006,"01",266,"personer","."
"befolkning_opprinnelsesland",2006,"01",270,"personer","5"
"befolkning_opprinnelsesland",2006,"01",273,"personer","7"
"befolkning_opprinnelsesland",2006,"01",276,"personer","70"
"befolkning_opprinnelsesland",2006,"01",278,"personer","7"
"befolkning_opprinnelsesland",2006,"01",279,"personer","82"
"befolkning_opprinnelsesland",2006,"01",281,"personer","."
"befolkning_opprinnelsesland",2006,"01",283,"personer","12"
"befolkning_opprinnelsesland",2006,"01",286,"personer","22"
"befolkning_opprinnelsesland",2006,"01",289,"personer","4"
"befolkning_opprinnelsesland",2006,"01",296,"personer",":"
"befolkning_opprinnelsesland",2006,"01",299,"personer","."
"befolkning_opprinnelsesland",2006,"01",303,"personer","146"
"befolkning_opprinnelsesland",2006,"01",304,"personer","."
"befolkning_opprinnelsesland",2006,"01",306,"personer",":"
"befolkning_opprinnelsesland",2006,"01",307,"personer","23"
"befolkning_opprinnelsesland",2006,"01",308,"personer",":"
"befolkning_opprinnelsesland",2006,"01",309,"personer","."
"befolkning_opprinnelsesland",2006,"01",313,"personer","16"
"befolkning_opprinnelsesland",2006,"01",319,"personer",":"
"befolkning_opprinnelsesland",2006,"01",322,"personer","."
"befolkning_opprinnelsesland",2006,"01",323,"personer",":"
"befolkning_opprinnelsesland",2006,"01",326,"personer","13"
"befolkning_opprinnelsesland",2006,"01",329,"personer","20"
"befolkning_opprinnelsesland",2006,"01",333,"personer","."
"befolkning_opprinnelsesland",2006,"01",336,"personer",":"
"befolkning_opprinnelsesland",2006,"01",337,"personer","."
"befolkning_opprinnelsesland",2006,"01",338,"personer","."
"befolkning_opprinnelsesland",2006,"01",339,"personer","15"
"befolkning_opprinnelsesland",2006,"01",346,"personer","734"
"befolkning_opprinnelsesland",2006,"01",355,"personer","."
"befolkning_opprinnelsesland",2006,"01",356,"personer","13"
"befolkning_opprinnelsesland",2006,"01",357,"personer","."
"befolkning_opprinnelsesland",2006,"01",359,"personer","22"
"befolkning_opprinnelsesland",2006,"01",369,"personer","13"
"befolkning_opprinnelsesland",2006,"01",373,"personer","."
"befolkning_opprinnelsesland",2006,"01",376,"personer",":"
"befolkning_opprinnelsesland",2006,"01",379,"personer","36"
"befolkning_opprinnelsesland",2006,"01",386,"personer","67"
"befolkning_opprinnelsesland",2006,"01",389,"personer",":"
"befolkning_opprinnelsesland",2006,"01",393,"personer","."
"befolkning_opprinnelsesland",2006,"01",404,"personer","114"
"befolkning_opprinnelsesland",2006,"01",406,"personer","."
"befolkning_opprinnelsesland",2006,"01",407,"personer","7"
"befolkning_opprinnelsesland",2006,"01",409,"personer","."
"befolkning_opprinnelsesland",2006,"01",410,"personer",":"
"befolkning_opprinnelsesland",2006,"01",412,"personer","."
"befolkning_opprinnelsesland",2006,"01",416,"personer","."
"befolkning_opprinnelsesland",2006,"01",420,"personer","20"
"befolkning_opprinnelsesland",2006,"01",424,"personer","86"
"befolkning_opprinnelsesland",2006,"01",426,"personer","."
"befolkning_opprinnelsesland",2006,"01",428,"personer","371"
"befolkning_opprinnelsesland",2006,"01",430,"personer",":"
"befolkning_opprinnelsesland",2006,"01",432,"personer",":"
"befolkning_opprinnelsesland",2006,"01",436,"personer","10"
"befolkning_opprinnelsesland",2006,"01",444,"personer","139"
"befolkning_opprinnelsesland",2006,"01",448,"personer","23"
"befolkning_opprinnelsesland",2006,"01",452,"personer","1717"
"befolkning_opprinnelsesland",2006,"01",456,"personer","758"
"befolkning_opprinnelsesland",2006,"01",460,"personer","18"
"befolkning_opprinnelsesland",2006,"01",464,"personer","28"
"befolkning_opprinnelsesland",2006,"01",476,"personer","9"
"befolkning_opprinnelsesland",2006,"01",478,"personer","."
"befolkning_opprinnelsesland",2006,"01",480,"personer","13"
"befolkning_opprinnelsesland",2006,"01",484,"personer","163"
"befolkning_opprinnelsesland",2006,"01",488,"personer",":"
"befolkning_opprinnelsesland",2006,"01",492,"personer","18"
"befolkning_opprinnelsesland",2006,"01",496,"personer","21"
"befolkning_opprinnelsesland",2006,"01",500,"personer","5"
"befolkning_opprinnelsesland",2006,"01",502,"personer","."
"befolkning_opprinnelsesland",2006,"01",504,"personer",":"
"befolkning_opprinnelsesland",2006,"01",508,"personer","55"
"befolkning_opprinnelsesland",2006,"01",510,"personer",":"
"befolkning_opprinnelsesland",2006,"01",512,"personer","14"
"befolkning_opprinnelsesland",2006,"01",513,"personer","."
"befolkning_opprinnelsesland",2006,"01",516,"personer","."
"befolkning_opprinnelsesland",2006,"01",520,"personer","."
"befolkning_opprinnelsesland",2006,"01",524,"personer","38"
"befolkning_opprinnelsesland",2006,"01",528,"personer","12"
"befolkning_opprinnelsesland",2006,"01",534,"personer","464"
"befolkning_opprinnelsesland",2006,"01",537,"personer","."
"befolkning_opprinnelsesland",2006,"01",540,"personer","."
"befolkning_opprinnelsesland",2006,"01",544,"personer",":"
"befolkning_opprinnelsesland",2006,"01",548,"personer","8"
"befolkning_opprinnelsesland",2006,"01",550,"personer",":"
"befolkning_opprinnelsesland",2006,"01",552,"personer","7"
"befolkning_opprinnelsesland",2006,"01",554,"personer","7"
"befolkning_opprinnelsesland",2006,"01",564,"personer","76"
"befolkning_opprinnelsesland",2006,"01",568,"personer","352"
"befolkning_opprinnelsesland",2006,"01",575,"personer","1027"
"befolkning_opprinnelsesland",2006,"01",578,"personer",":"
"befolkning_opprinnelsesland",2006,"01",601,"personer","."
"befolkning_opprinnelsesland",2006,"01",602,"personer","."
"befolkning_opprinnelsesland",2006,"01",603,"personer","."
"befolkning_opprinnelsesland",2006,"01",604,"personer",":"
"befolkning_opprinnelsesland",2006,"01",605,"personer","."
"befolkning_opprinnelsesland",2006,"01",606,"personer","."
"befolkning_opprinnelsesland",2006,"01",608,"personer","."
"befolkning_opprinnelsesland",2006,"01",612,"personer","38"
"befolkning_opprinnelsesland",2006,"01",613,"personer","."
"befolkning_opprinnelsesland",2006,"01",616,"personer",":"
"befolkning_opprinnelsesland",2006,"01",620,"personer","23"
"befolkning_opprinnelsesland",2006,"01",622,"personer","."
"befolkning_opprinnelsesland",2006,"01",624,"personer","6"
"befolkning_opprinnelsesland",2006,"01",629,"personer","."
"befolkning_opprinnelsesland",2006,"01",631,"personer","."
"befolkning_opprinnelsesland",2006,"01",632,"personer","4"
"befolkning_opprinnelsesland",2006,"01",636,"personer","."
"befolkning_opprinnelsesland",2006,"01",644,"personer",":"
"befolkning_opprinnelsesland",2006,"01",648,"personer",":"
"befolkning_opprinnelsesland",2006,"01",650,"personer","."
"befolkning_opprinnelsesland",2006,"01",652,"personer","15"
"befolkning_opprinnelsesland",2006,"01",654,"personer","."
"befolkning_opprinnelsesland",2006,"01",657,"personer","."
"befolkning_opprinnelsesland",2006,"01",658,"personer","."
"befolkning_opprinnelsesland",2006,"01",659,"personer","."
"befolkning_opprinnelsesland",2006,"01",660,"personer","."
"befolkning_opprinnelsesland",2006,"01",661,"personer","."
"befolkning_opprinnelsesland",2006,"01",664,"personer",":"
"befolkning_opprinnelsesland",2006,"01",668,"personer","."
"befolkning_opprinnelsesland",2006,"01",672,"personer",":"
"befolkning_opprinnelsesland",2006,"01",676,"personer","."
"befolkning_opprinnelsesland",2006,"01",677,"personer","."
"befolkning_opprinnelsesland",2006,"01",678,"personer",":"
"befolkning_opprinnelsesland",2006,"01",679,"personer","."
"befolkning_opprinnelsesland",2006,"01",680,"personer","9"
"befolkning_opprinnelsesland",2006,"01",681,"personer","."
"befolkning_opprinnelsesland",2006,"01",684,"personer","241"
"befolkning_opprinnelsesland",2006,"01",685,"personer",":"
"befolkning_opprinnelsesland",2006,"01",686,"personer","."
"befolkning_opprinnelsesland",2006,"01",687,"personer","."
"befolkning_opprinnelsesland",2006,"01",705,"personer","17"
"befolkning_opprinnelsesland",2006,"01",710,"personer","5"
"befolkning_opprinnelsesland",2006,"01",715,"personer","55"
"befolkning_opprinnelsesland",2006,"01",720,"personer","10"
"befolkning_opprinnelsesland",2006,"01",725,"personer","161"
"befolkning_opprinnelsesland",2006,"01",730,"personer","16"
"befolkning_opprinnelsesland",2006,"01",735,"personer","8"
"befolkning_opprinnelsesland",2006,"01",740,"personer","."
"befolkning_opprinnelsesland",2006,"01",745,"personer","."
"befolkning_opprinnelsesland",2006,"01",755,"personer",":"
"befolkning_opprinnelsesland",2006,"01",760,"personer","17"
"befolkning_opprinnelsesland",2006,"01",765,"personer",":"
"befolkning_opprinnelsesland",2006,"01",770,"personer","4"
"befolkning_opprinnelsesland",2006,"01",775,"personer","7"
"befolkning_opprinnelsesland",2006,"01",802,"personer","."
"befolkning_opprinnelsesland",2006,"01",805,"personer","16"
"befolkning_opprinnelsesland",2006,"01",806,"personer","."
"befolkning_opprinnelsesland",2006,"01",807,"personer","."
"befolkning_opprinnelsesland",2006,"01",808,"personer","."
"befolkning_opprinnelsesland",2006,"01",809,"personer","."
"befolkning_opprinnelsesland",2006,"01",811,"personer",":"
"befolkning_opprinnelsesland",2006,"01",812,"personer","."
"befolkning_opprinnelsesland",2006,"01",813,"personer","."
"befolkning_opprinnelsesland",2006,"01",814,"personer","."
"befolkning_opprinnelsesland",2006,"01",815,"personer","."
"befolkning_opprinnelsesland",2006,"01",816,"personer","."
"befolkning_opprinnelsesland",2006,"01",817,"personer","."
"befolkning_opprinnelsesland",2006,"01",818,"personer","."
"befolkning_opprinnelsesland",2006,"01",819,"personer","."
"befolkning_opprinnelsesland",2006,"01",820,"personer","9"
"befolkning_opprinnelsesland",2006,"01",821,"personer","."
"befolkning_opprinnelsesland",2006,"01",822,"personer","."
"befolkning_opprinnelsesland",2006,"01",826,"personer","."
"befolkning_opprinnelsesland",2006,"01",827,"personer","."
"befolkning_opprinnelsesland",2006,"01",828,"personer","."
"befolkning_opprinnelsesland",2006,"01",829,"personer","."
"befolkning_opprinnelsesland",2006,"01",830,"personer","."
"befolkning_opprinnelsesland",2006,"01",832,"personer","."
"befolkning_opprinnelsesland",2006,"01",833,"personer","."
"befolkning_opprinnelsesland",2006,"01",835,"personer","."
"befolkning_opprinnelsesland",2006,"01",839,"personer","."
"befolkning_opprinnelsesland",2006,"01",840,"personer","."
"befolkning_opprinnelsesland",2006,"01",970,"personer","58"
"befolkning_opprinnelsesland",2006,"01",980,"personer","."
"befolkning_opprinnelsesland",2006,"01",990,"personer","."
"befolkning_opprinnelsesland",2007,"01",101,"personer","1178"
"befolkning_opprinnelsesland",2007,"01",102,"personer","9"
"befolkning_opprinnelsesland",2007,"01",103,"personer","229"
"befolkning_opprinnelsesland",2007,"01",104,"personer","27"
"befolkning_opprinnelsesland",2007,"01",105,"personer","218"
"befolkning_opprinnelsesland",2007,"01",106,"personer","1741"
"befolkning_opprinnelsesland",2007,"01",111,"personer","37"
"befolkning_opprinnelsesland",2007,"01",112,"personer","26"
"befolkning_opprinnelsesland",2007,"01",113,"personer","68"
"befolkning_opprinnelsesland",2007,"01",114,"personer","."
"befolkning_opprinnelsesland",2007,"01",115,"personer","53"
"befolkning_opprinnelsesland",2007,"01",117,"personer","66"
"befolkning_opprinnelsesland",2007,"01",118,"personer","."
"befolkning_opprinnelsesland",2007,"01",119,"personer","31"
"befolkning_opprinnelsesland",2007,"01",120,"personer","33"
"befolkning_opprinnelsesland",2007,"01",121,"personer","20"
"befolkning_opprinnelsesland",2007,"01",122,"personer","180"
"befolkning_opprinnelsesland",2007,"01",123,"personer","52"
"befolkning_opprinnelsesland",2007,"01",124,"personer","37"
"befolkning_opprinnelsesland",2007,"01",126,"personer","."
"befolkning_opprinnelsesland",2007,"01",127,"personer","207"
"befolkning_opprinnelsesland",2007,"01",128,"personer","."
"befolkning_opprinnelsesland",2007,"01",129,"personer","."
"befolkning_opprinnelsesland",2007,"01",130,"personer","."
"befolkning_opprinnelsesland",2007,"01",131,"personer","1247"
"befolkning_opprinnelsesland",2007,"01",132,"personer","24"
"befolkning_opprinnelsesland",2007,"01",133,"personer","96"
"befolkning_opprinnelsesland",2007,"01",134,"personer","."
"befolkning_opprinnelsesland",2007,"01",136,"personer","128"
"befolkning_opprinnelsesland",2007,"01",137,"personer","71"
"befolkning_opprinnelsesland",2007,"01",138,"personer","5"
"befolkning_opprinnelsesland",2007,"01",139,"personer","357"
"befolkning_opprinnelsesland",2007,"01",140,"personer","387"
"befolkning_opprinnelsesland",2007,"01",141,"personer","56"
"befolkning_opprinnelsesland",2007,"01",143,"personer","402"
"befolkning_opprinnelsesland",2007,"01",144,"personer","485"
"befolkning_opprinnelsesland",2007,"01",146,"personer","6"
"befolkning_opprinnelsesland",2007,"01",148,"personer","60"
"befolkning_opprinnelsesland",2007,"01",152,"personer","113"
"befolkning_opprinnelsesland",2007,"01",153,"personer","48"
"befolkning_opprinnelsesland",2007,"01",154,"personer","."
"befolkning_opprinnelsesland",2007,"01",155,"personer","1515"
"befolkning_opprinnelsesland",2007,"01",156,"personer","160"
"befolkning_opprinnelsesland",2007,"01",157,"personer","83"
"befolkning_opprinnelsesland",2007,"01",158,"personer","53"
"befolkning_opprinnelsesland",2007,"01",159,"personer","1480"
"befolkning_opprinnelsesland",2007,"01",160,"personer","14"
"befolkning_opprinnelsesland",2007,"01",161,"personer","."
"befolkning_opprinnelsesland",2007,"01",162,"personer","."
"befolkning_opprinnelsesland",2007,"01",163,"personer","."
"befolkning_opprinnelsesland",2007,"01",164,"personer","."
"befolkning_opprinnelsesland",2007,"01",203,"personer","46"
"befolkning_opprinnelsesland",2007,"01",204,"personer","13"
"befolkning_opprinnelsesland",2007,"01",205,"personer","."
"befolkning_opprinnelsesland",2007,"01",209,"personer","."
"befolkning_opprinnelsesland",2007,"01",213,"personer","."
"befolkning_opprinnelsesland",2007,"01",216,"personer","11"
"befolkning_opprinnelsesland",2007,"01",220,"personer","."
"befolkning_opprinnelsesland",2007,"01",229,"personer","."
"befolkning_opprinnelsesland",2007,"01",235,"personer","."
"befolkning_opprinnelsesland",2007,"01",239,"personer",":"
"befolkning_opprinnelsesland",2007,"01",241,"personer","38"
"befolkning_opprinnelsesland",2007,"01",246,"personer","54"
"befolkning_opprinnelsesland",2007,"01",249,"personer","18"
"befolkning_opprinnelsesland",2007,"01",250,"personer","."
"befolkning_opprinnelsesland",2007,"01",254,"personer","."
"befolkning_opprinnelsesland",2007,"01",256,"personer","13"
"befolkning_opprinnelsesland",2007,"01",260,"personer","17"
"befolkning_opprinnelsesland",2007,"01",264,"personer","."
"befolkning_opprinnelsesland",2007,"01",266,"personer","."
"befolkning_opprinnelsesland",2007,"01",270,"personer","6"
"befolkning_opprinnelsesland",2007,"01",273,"personer","11"
"befolkning_opprinnelsesland",2007,"01",276,"personer","65"
"befolkning_opprinnelsesland",2007,"01",278,"personer","11"
"befolkning_opprinnelsesland",2007,"01",279,"personer","83"
"befolkning_opprinnelsesland",2007,"01",281,"personer","."
"befolkning_opprinnelsesland",2007,"01",283,"personer","9"
"befolkning_opprinnelsesland",2007,"01",286,"personer","22"
"befolkning_opprinnelsesland",2007,"01",289,"personer",":"
"befolkning_opprinnelsesland",2007,"01",296,"personer",":"
"befolkning_opprinnelsesland",2007,"01",299,"personer","."
"befolkning_opprinnelsesland",2007,"01",303,"personer","143"
"befolkning_opprinnelsesland",2007,"01",304,"personer","."
"befolkning_opprinnelsesland",2007,"01",306,"personer",":"
"befolkning_opprinnelsesland",2007,"01",307,"personer","23"
"befolkning_opprinnelsesland",2007,"01",308,"personer",":"
"befolkning_opprinnelsesland",2007,"01",309,"personer",":"
"befolkning_opprinnelsesland",2007,"01",313,"personer","22"
"befolkning_opprinnelsesland",2007,"01",319,"personer",":"
"befolkning_opprinnelsesland",2007,"01",322,"personer","."
"befolkning_opprinnelsesland",2007,"01",323,"personer",":"
"befolkning_opprinnelsesland",2007,"01",326,"personer","11"
"befolkning_opprinnelsesland",2007,"01",329,"personer","24"
"befolkning_opprinnelsesland",2007,"01",333,"personer","."
"befolkning_opprinnelsesland",2007,"01",336,"personer",":"
"befolkning_opprinnelsesland",2007,"01",337,"personer","."
"befolkning_opprinnelsesland",2007,"01",338,"personer",":"
"befolkning_opprinnelsesland",2007,"01",339,"personer","14"
"befolkning_opprinnelsesland",2007,"01",346,"personer","857"
"befolkning_opprinnelsesland",2007,"01",355,"personer","."
"befolkning_opprinnelsesland",2007,"01",356,"personer","13"
"befolkning_opprinnelsesland",2007,"01",357,"personer","."
"befolkning_opprinnelsesland",2007,"01",359,"personer","21"
"befolkning_opprinnelsesland",2007,"01",369,"personer","12"
"befolkning_opprinnelsesland",2007,"01",373,"personer","."
"befolkning_opprinnelsesland",2007,"01",376,"personer",":"
"befolkning_opprinnelsesland",2007,"01",379,"personer","35"
"befolkning_opprinnelsesland",2007,"01",386,"personer","64"
"befolkning_opprinnelsesland",2007,"01",389,"personer","5"
"befolkning_opprinnelsesland",2007,"01",393,"personer","."
"befolkning_opprinnelsesland",2007,"01",404,"personer","128"
"befolkning_opprinnelsesland",2007,"01",406,"personer","."
"befolkning_opprinnelsesland",2007,"01",407,"personer","8"
"befolkning_opprinnelsesland",2007,"01",409,"personer","."
"befolkning_opprinnelsesland",2007,"01",410,"personer",":"
"befolkning_opprinnelsesland",2007,"01",412,"personer","."
"befolkning_opprinnelsesland",2007,"01",416,"personer","."
"befolkning_opprinnelsesland",2007,"01",420,"personer","42"
"befolkning_opprinnelsesland",2007,"01",424,"personer","89"
"befolkning_opprinnelsesland",2007,"01",426,"personer","."
"befolkning_opprinnelsesland",2007,"01",428,"personer","408"
"befolkning_opprinnelsesland",2007,"01",430,"personer",":"
"befolkning_opprinnelsesland",2007,"01",432,"personer",":"
"befolkning_opprinnelsesland",2007,"01",436,"personer","10"
"befolkning_opprinnelsesland",2007,"01",444,"personer","157"
"befolkning_opprinnelsesland",2007,"01",448,"personer","21"
"befolkning_opprinnelsesland",2007,"01",452,"personer","1863"
"befolkning_opprinnelsesland",2007,"01",456,"personer","764"
"befolkning_opprinnelsesland",2007,"01",460,"personer","16"
"befolkning_opprinnelsesland",2007,"01",464,"personer","32"
"befolkning_opprinnelsesland",2007,"01",476,"personer","10"
"befolkning_opprinnelsesland",2007,"01",478,"personer","."
"befolkning_opprinnelsesland",2007,"01",480,"personer","18"
"befolkning_opprinnelsesland",2007,"01",484,"personer","166"
"befolkning_opprinnelsesland",2007,"01",488,"personer",":"
"befolkning_opprinnelsesland",2007,"01",492,"personer","19"
"befolkning_opprinnelsesland",2007,"01",496,"personer","17"
"befolkning_opprinnelsesland",2007,"01",500,"personer","6"
"befolkning_opprinnelsesland",2007,"01",502,"personer","."
"befolkning_opprinnelsesland",2007,"01",504,"personer",":"
"befolkning_opprinnelsesland",2007,"01",508,"personer","60"
"befolkning_opprinnelsesland",2007,"01",510,"personer",":"
"befolkning_opprinnelsesland",2007,"01",512,"personer","15"
"befolkning_opprinnelsesland",2007,"01",513,"personer","."
"befolkning_opprinnelsesland",2007,"01",516,"personer","."
"befolkning_opprinnelsesland",2007,"01",520,"personer","."
"befolkning_opprinnelsesland",2007,"01",524,"personer","43"
"befolkning_opprinnelsesland",2007,"01",528,"personer","9"
"befolkning_opprinnelsesland",2007,"01",534,"personer","480"
"befolkning_opprinnelsesland",2007,"01",537,"personer","."
"befolkning_opprinnelsesland",2007,"01",540,"personer","."
"befolkning_opprinnelsesland",2007,"01",544,"personer","6"
"befolkning_opprinnelsesland",2007,"01",548,"personer","7"
"befolkning_opprinnelsesland",2007,"01",550,"personer",":"
"befolkning_opprinnelsesland",2007,"01",552,"personer","7"
"befolkning_opprinnelsesland",2007,"01",554,"personer","9"
"befolkning_opprinnelsesland",2007,"01",564,"personer","98"
"befolkning_opprinnelsesland",2007,"01",568,"personer","398"
"befolkning_opprinnelsesland",2007,"01",575,"personer","1046"
"befolkning_opprinnelsesland",2007,"01",578,"personer",":"
"befolkning_opprinnelsesland",2007,"01",601,"personer","."
"befolkning_opprinnelsesland",2007,"01",602,"personer","."
"befolkning_opprinnelsesland",2007,"01",603,"personer","."
"befolkning_opprinnelsesland",2007,"01",604,"personer",":"
"befolkning_opprinnelsesland",2007,"01",605,"personer","."
"befolkning_opprinnelsesland",2007,"01",606,"personer","."
"befolkning_opprinnelsesland",2007,"01",608,"personer","."
"befolkning_opprinnelsesland",2007,"01",612,"personer","33"
"befolkning_opprinnelsesland",2007,"01",613,"personer","."
"befolkning_opprinnelsesland",2007,"01",616,"personer",":"
"befolkning_opprinnelsesland",2007,"01",620,"personer","24"
"befolkning_opprinnelsesland",2007,"01",622,"personer","."
"befolkning_opprinnelsesland",2007,"01",624,"personer","6"
"befolkning_opprinnelsesland",2007,"01",629,"personer","."
"befolkning_opprinnelsesland",2007,"01",631,"personer","."
"befolkning_opprinnelsesland",2007,"01",632,"personer","4"
"befolkning_opprinnelsesland",2007,"01",636,"personer","."
"befolkning_opprinnelsesland",2007,"01",644,"personer",":"
"befolkning_opprinnelsesland",2007,"01",648,"personer","4"
"befolkning_opprinnelsesland",2007,"01",650,"personer","."
"befolkning_opprinnelsesland",2007,"01",652,"personer","15"
"befolkning_opprinnelsesland",2007,"01",654,"personer","."
"befolkning_opprinnelsesland",2007,"01",657,"personer","."
"befolkning_opprinnelsesland",2007,"01",658,"personer","."
"befolkning_opprinnelsesland",2007,"01",659,"personer","."
"befolkning_opprinnelsesland",2007,"01",660,"personer","."
"befolkning_opprinnelsesland",2007,"01",661,"personer","."
"befolkning_opprinnelsesland",2007,"01",664,"personer","4"
"befolkning_opprinnelsesland",2007,"01",668,"personer","."
"befolkning_opprinnelsesland",2007,"01",672,"personer",":"
"befolkning_opprinnelsesland",2007,"01",676,"personer","."
"befolkning_opprinnelsesland",2007,"01",677,"personer","."
"befolkning_opprinnelsesland",2007,"01",678,"personer",":"
"befolkning_opprinnelsesland",2007,"01",679,"personer","."
"befolkning_opprinnelsesland",2007,"01",680,"personer","9"
"befolkning_opprinnelsesland",2007,"01",681,"personer","."
"befolkning_opprinnelsesland",2007,"01",684,"personer","242"
"befolkning_opprinnelsesland",2007,"01",685,"personer",":"
"befolkning_opprinnelsesland",2007,"01",686,"personer","."
"befolkning_opprinnelsesland",2007,"01",687,"personer","."
"befolkning_opprinnelsesland",2007,"01",705,"personer","15"
"befolkning_opprinnelsesland",2007,"01",710,"personer","5"
"befolkning_opprinnelsesland",2007,"01",715,"personer","60"
"befolkning_opprinnelsesland",2007,"01",720,"personer","10"
"befolkning_opprinnelsesland",2007,"01",725,"personer","164"
"befolkning_opprinnelsesland",2007,"01",730,"personer","22"
"befolkning_opprinnelsesland",2007,"01",735,"personer","7"
"befolkning_opprinnelsesland",2007,"01",740,"personer","."
"befolkning_opprinnelsesland",2007,"01",745,"personer","."
"befolkning_opprinnelsesland",2007,"01",755,"personer","4"
"befolkning_opprinnelsesland",2007,"01",760,"personer","19"
"befolkning_opprinnelsesland",2007,"01",765,"personer",":"
"befolkning_opprinnelsesland",2007,"01",770,"personer",":"
"befolkning_opprinnelsesland",2007,"01",775,"personer","7"
"befolkning_opprinnelsesland",2007,"01",802,"personer","."
"befolkning_opprinnelsesland",2007,"01",805,"personer","19"
"befolkning_opprinnelsesland",2007,"01",806,"personer","."
"befolkning_opprinnelsesland",2007,"01",807,"personer","."
"befolkning_opprinnelsesland",2007,"01",808,"personer","."
"befolkning_opprinnelsesland",2007,"01",809,"personer","."
"befolkning_opprinnelsesland",2007,"01",811,"personer",":"
"befolkning_opprinnelsesland",2007,"01",812,"personer","."
"befolkning_opprinnelsesland",2007,"01",813,"personer","."
"befolkning_opprinnelsesland",2007,"01",814,"personer","."
