"tabell_navn","aar","naringsregion_nr","kjonn","enhet","vreg_3","tabellvariabel"
"befolkning_verdensregion_3",2015,"12","1","person","1",2196
"befolkning_verdensregion_3",2015,"12","alle","person","1",3895
"befolkning_verdensregion_3",2015,"13","0","person","1",751
"befolkning_verdensregion_3",2015,"13","1","person","1",815
"befolkning_verdensregion_3",2015,"13","alle","person","1",1566
"befolkning_verdensregion_3",2015,"14","0","person","1",1196
"befolkning_verdensregion_3",2015,"14","1","person","1",1570
"befolkning_verdensregion_3",2015,"14","alle","person","1",2766
"befolkning_verdensregion_3",2015,"15","0","person","1",483
"befolkning_verdensregion_3",2015,"15","1","person","1",687
"befolkning_verdensregion_3",2015,"15","alle","person","1",1170
"befolkning_verdensregion_3",2015,"16","0","person","1",769
"befolkning_verdensregion_3",2015,"16","1","person","1",957
"befolkning_verdensregion_3",2015,"16","alle","person","1",1726
"befolkning_verdensregion_3",2015,"17","0","person","1",256
"befolkning_verdensregion_3",2015,"17","1","person","1",385
"befolkning_verdensregion_3",2015,"17","alle","person","1",641
"befolkning_verdensregion_3",2015,"18","0","person","1",245
"befolkning_verdensregion_3",2015,"18","1","person","1",325
"befolkning_verdensregion_3",2015,"18","alle","person","1",570
"befolkning_verdensregion_3",2015,"19","0","person","1",443
"befolkning_verdensregion_3",2015,"19","1","person","1",542
"befolkning_verdensregion_3",2015,"19","alle","person","1",985
"befolkning_verdensregion_3",2015,"20","0","person","1",5629
"befolkning_verdensregion_3",2015,"20","1","person","1",7852
"befolkning_verdensregion_3",2015,"20","alle","person","1",13481
"befolkning_verdensregion_3",2015,"21","0","person","1",819
"befolkning_verdensregion_3",2015,"21","1","person","1",963
"befolkning_verdensregion_3",2015,"21","alle","person","1",1782
"befolkning_verdensregion_3",2015,"22","0","person","1",958
"befolkning_verdensregion_3",2015,"22","1","person","1",1138
"befolkning_verdensregion_3",2015,"22","alle","person","1",2096
"befolkning_verdensregion_3",2015,"23","0","person","1",435
"befolkning_verdensregion_3",2015,"23","1","person","1",595
"befolkning_verdensregion_3",2015,"23","alle","person","1",1030
"befolkning_verdensregion_3",2015,"24","0","person","1",960
"befolkning_verdensregion_3",2015,"24","1","person","1",1245
"befolkning_verdensregion_3",2015,"24","alle","person","1",2205
"befolkning_verdensregion_3",2015,"25","0","person","1",3476
"befolkning_verdensregion_3",2015,"25","1","person","1",4340
"befolkning_verdensregion_3",2015,"25","alle","person","1",7816
"befolkning_verdensregion_3",2015,"26","0","person","1",2323
"befolkning_verdensregion_3",2015,"26","1","person","1",2888
"befolkning_verdensregion_3",2015,"26","alle","person","1",5211
"befolkning_verdensregion_3",2015,"27","0","person","1",2138
"befolkning_verdensregion_3",2015,"27","1","person","1",2765
"befolkning_verdensregion_3",2015,"27","alle","person","1",4903
"befolkning_verdensregion_3",2015,"28","0","person","1",414
"befolkning_verdensregion_3",2015,"28","1","person","1",468
"befolkning_verdensregion_3",2015,"28","alle","person","1",882
"befolkning_verdensregion_3",2015,"29","0","person","1",372
"befolkning_verdensregion_3",2015,"29","1","person","1",496
"befolkning_verdensregion_3",2015,"29","alle","person","1",868
"befolkning_verdensregion_3",2015,"30","0","person","1",371
"befolkning_verdensregion_3",2015,"30","1","person","1",406
"befolkning_verdensregion_3",2015,"30","alle","person","1",777
"befolkning_verdensregion_3",2015,"31","0","person","1",152
"befolkning_verdensregion_3",2015,"31","1","person","1",188
"befolkning_verdensregion_3",2015,"31","alle","person","1",340
"befolkning_verdensregion_3",2015,"32","0","person","1",2239
"befolkning_verdensregion_3",2015,"32","1","person","1",2801
"befolkning_verdensregion_3",2015,"32","alle","person","1",5040
"befolkning_verdensregion_3",2015,"33","0","person","1",857
"befolkning_verdensregion_3",2015,"33","1","person","1",964
"befolkning_verdensregion_3",2015,"33","alle","person","1",1821
"befolkning_verdensregion_3",2015,"34","0","person","1",577
"befolkning_verdensregion_3",2015,"34","1","person","1",702
"befolkning_verdensregion_3",2015,"34","alle","person","1",1279
"befolkning_verdensregion_3",2015,"35","0","person","1",2917
"befolkning_verdensregion_3",2015,"35","1","person","1",3736
"befolkning_verdensregion_3",2015,"35","alle","person","1",6653
"befolkning_verdensregion_3",2015,"36","0","person","1",514
"befolkning_verdensregion_3",2015,"36","1","person","1",822
"befolkning_verdensregion_3",2015,"36","alle","person","1",1336
"befolkning_verdensregion_3",2015,"37","0","person","1",2479
"befolkning_verdensregion_3",2015,"37","1","person","1",4223
"befolkning_verdensregion_3",2015,"37","alle","person","1",6702
"befolkning_verdensregion_3",2015,"38","0","person","1",665
"befolkning_verdensregion_3",2015,"38","1","person","1",910
"befolkning_verdensregion_3",2015,"38","alle","person","1",1575
"befolkning_verdensregion_3",2015,"39","0","person","1",11125
"befolkning_verdensregion_3",2015,"39","1","person","1",16647
"befolkning_verdensregion_3",2015,"39","alle","person","1",27772
"befolkning_verdensregion_3",2015,"40","0","person","1",7745
"befolkning_verdensregion_3",2015,"40","1","person","1",11727
"befolkning_verdensregion_3",2015,"40","alle","person","1",19472
"befolkning_verdensregion_3",2015,"41","0","person","1",673
"befolkning_verdensregion_3",2015,"41","1","person","1",962
"befolkning_verdensregion_3",2015,"41","alle","person","1",1635
"befolkning_verdensregion_3",2015,"42","0","person","1",584
"befolkning_verdensregion_3",2015,"42","1","person","1",754
"befolkning_verdensregion_3",2015,"42","alle","person","1",1338
"befolkning_verdensregion_3",2015,"43","0","person","1",248
"befolkning_verdensregion_3",2015,"43","1","person","1",334
"befolkning_verdensregion_3",2015,"43","alle","person","1",582
"befolkning_verdensregion_3",2015,"44","0","person","1",748
"befolkning_verdensregion_3",2015,"44","1","person","1",1116
"befolkning_verdensregion_3",2015,"44","alle","person","1",1864
"befolkning_verdensregion_3",2015,"45","0","person","1",288
"befolkning_verdensregion_3",2015,"45","1","person","1",399
"befolkning_verdensregion_3",2015,"45","alle","person","1",687
"befolkning_verdensregion_3",2015,"46","0","person","1",1456
"befolkning_verdensregion_3",2015,"46","1","person","1",2248
"befolkning_verdensregion_3",2015,"46","alle","person","1",3704
"befolkning_verdensregion_3",2015,"47","0","person","1",1289
"befolkning_verdensregion_3",2015,"47","1","person","1",2008
"befolkning_verdensregion_3",2015,"47","alle","person","1",3297
"befolkning_verdensregion_3",2015,"48","0","person","1",289
"befolkning_verdensregion_3",2015,"48","1","person","1",324
"befolkning_verdensregion_3",2015,"48","alle","person","1",613
"befolkning_verdensregion_3",2015,"49","0","person","1",917
"befolkning_verdensregion_3",2015,"49","1","person","1",1363
"befolkning_verdensregion_3",2015,"49","alle","person","1",2280
"befolkning_verdensregion_3",2015,"50","0","person","1",742
"befolkning_verdensregion_3",2015,"50","1","person","1",1019
"befolkning_verdensregion_3",2015,"50","alle","person","1",1761
"befolkning_verdensregion_3",2015,"51","0","person","1",660
"befolkning_verdensregion_3",2015,"51","1","person","1",978
"befolkning_verdensregion_3",2015,"51","alle","person","1",1638
"befolkning_verdensregion_3",2015,"52","0","person","1",1156
"befolkning_verdensregion_3",2015,"52","1","person","1",1793
"befolkning_verdensregion_3",2015,"52","alle","person","1",2949
"befolkning_verdensregion_3",2015,"53","0","person","1",1398
"befolkning_verdensregion_3",2015,"53","1","person","1",2060
"befolkning_verdensregion_3",2015,"53","alle","person","1",3458
"befolkning_verdensregion_3",2015,"54","0","person","1",663
"befolkning_verdensregion_3",2015,"54","1","person","1",858
"befolkning_verdensregion_3",2015,"54","alle","person","1",1521
"befolkning_verdensregion_3",2015,"55","0","person","1",1113
"befolkning_verdensregion_3",2015,"55","1","person","1",2028
"befolkning_verdensregion_3",2015,"55","alle","person","1",3141
"befolkning_verdensregion_3",2015,"56","0","person","1",2169
"befolkning_verdensregion_3",2015,"56","1","person","1",3519
"befolkning_verdensregion_3",2015,"56","alle","person","1",5688
"befolkning_verdensregion_3",2015,"57","0","person","1",353
"befolkning_verdensregion_3",2015,"57","1","person","1",619
"befolkning_verdensregion_3",2015,"57","alle","person","1",972
"befolkning_verdensregion_3",2015,"58","0","person","1",520
"befolkning_verdensregion_3",2015,"58","1","person","1",839
"befolkning_verdensregion_3",2015,"58","alle","person","1",1359
"befolkning_verdensregion_3",2015,"59","0","person","1",152
"befolkning_verdensregion_3",2015,"59","1","person","1",224
"befolkning_verdensregion_3",2015,"59","alle","person","1",376
"befolkning_verdensregion_3",2015,"60","0","person","1",281
"befolkning_verdensregion_3",2015,"60","1","person","1",396
"befolkning_verdensregion_3",2015,"60","alle","person","1",677
"befolkning_verdensregion_3",2015,"61","0","person","1",4726
"befolkning_verdensregion_3",2015,"61","1","person","1",6937
"befolkning_verdensregion_3",2015,"61","alle","person","1",11663
"befolkning_verdensregion_3",2015,"62","0","person","1",161
"befolkning_verdensregion_3",2015,"62","1","person","1",155
"befolkning_verdensregion_3",2015,"62","alle","person","1",316
"befolkning_verdensregion_3",2015,"63","0","person","1",321
"befolkning_verdensregion_3",2015,"63","1","person","1",485
"befolkning_verdensregion_3",2015,"63","alle","person","1",806
"befolkning_verdensregion_3",2015,"64","0","person","1",759
"befolkning_verdensregion_3",2015,"64","1","person","1",1330
"befolkning_verdensregion_3",2015,"64","alle","person","1",2089
"befolkning_verdensregion_3",2015,"65","0","person","1",166
"befolkning_verdensregion_3",2015,"65","1","person","1",135
"befolkning_verdensregion_3",2015,"65","alle","person","1",301
"befolkning_verdensregion_3",2015,"66","0","person","1",166
"befolkning_verdensregion_3",2015,"66","1","person","1",215
"befolkning_verdensregion_3",2015,"66","alle","person","1",381
"befolkning_verdensregion_3",2015,"67","0","person","1",263
"befolkning_verdensregion_3",2015,"67","1","person","1",333
"befolkning_verdensregion_3",2015,"67","alle","person","1",596
"befolkning_verdensregion_3",2015,"68","0","person","1",161
"befolkning_verdensregion_3",2015,"68","1","person","1",174
"befolkning_verdensregion_3",2015,"68","alle","person","1",335
"befolkning_verdensregion_3",2015,"69","0","person","1",208
"befolkning_verdensregion_3",2015,"69","1","person","1",328
"befolkning_verdensregion_3",2015,"69","alle","person","1",536
"befolkning_verdensregion_3",2015,"70","0","person","1",98
"befolkning_verdensregion_3",2015,"70","1","person","1",99
"befolkning_verdensregion_3",2015,"70","alle","person","1",197
"befolkning_verdensregion_3",2015,"71","0","person","1",175
"befolkning_verdensregion_3",2015,"71","1","person","1",240
"befolkning_verdensregion_3",2015,"71","alle","person","1",415
"befolkning_verdensregion_3",2015,"72","0","person","1",389
"befolkning_verdensregion_3",2015,"72","1","person","1",579
"befolkning_verdensregion_3",2015,"72","alle","person","1",968
"befolkning_verdensregion_3",2015,"73","0","person","1",1164
"befolkning_verdensregion_3",2015,"73","1","person","1",1694
"befolkning_verdensregion_3",2015,"73","alle","person","1",2858
"befolkning_verdensregion_3",2015,"74","0","person","1",478
"befolkning_verdensregion_3",2015,"74","1","person","1",683
"befolkning_verdensregion_3",2015,"74","alle","person","1",1161
"befolkning_verdensregion_3",2015,"75","0","person","1",563
"befolkning_verdensregion_3",2015,"75","1","person","1",722
"befolkning_verdensregion_3",2015,"75","alle","person","1",1285
"befolkning_verdensregion_3",2015,"76","0","person","1",585
"befolkning_verdensregion_3",2015,"76","1","person","1",696
"befolkning_verdensregion_3",2015,"76","alle","person","1",1281
"befolkning_verdensregion_3",2015,"77","0","person","1",510
"befolkning_verdensregion_3",2015,"77","1","person","1",755
"befolkning_verdensregion_3",2015,"77","alle","person","1",1265
"befolkning_verdensregion_3",2015,"78","0","person","1",467
"befolkning_verdensregion_3",2015,"78","1","person","1",564
"befolkning_verdensregion_3",2015,"78","alle","person","1",1031
"befolkning_verdensregion_3",2015,"79","0","person","1",2201
"befolkning_verdensregion_3",2015,"79","1","person","1",2757
"befolkning_verdensregion_3",2015,"79","alle","person","1",4958
"befolkning_verdensregion_3",2015,"80","0","person","1",268
"befolkning_verdensregion_3",2015,"80","1","person","1",330
"befolkning_verdensregion_3",2015,"80","alle","person","1",598
"befolkning_verdensregion_3",2015,"81","0","person","1",937
"befolkning_verdensregion_3",2015,"81","1","person","1",1416
"befolkning_verdensregion_3",2015,"81","alle","person","1",2353
"befolkning_verdensregion_3",2015,"82","0","person","1",340
"befolkning_verdensregion_3",2015,"82","1","person","1",318
"befolkning_verdensregion_3",2015,"82","alle","person","1",658
"befolkning_verdensregion_3",2015,"83","0","person","1",775
"befolkning_verdensregion_3",2015,"83","1","person","1",1011
"befolkning_verdensregion_3",2015,"83","alle","person","1",1786
"befolkning_verdensregion_3",2015,"01","0","person","2",871
"befolkning_verdensregion_3",2015,"01","1","person","2",758
"befolkning_verdensregion_3",2015,"01","alle","person","2",1629
"befolkning_verdensregion_3",2015,"02","0","person","2",1847
"befolkning_verdensregion_3",2015,"02","1","person","2",1629
"befolkning_verdensregion_3",2015,"02","alle","person","2",3476
"befolkning_verdensregion_3",2015,"03","0","person","2",2072
"befolkning_verdensregion_3",2015,"03","1","person","2",1807
"befolkning_verdensregion_3",2015,"03","alle","person","2",3879
"befolkning_verdensregion_3",2015,"04","0","person","2",5352
"befolkning_verdensregion_3",2015,"04","1","person","2",4976
"befolkning_verdensregion_3",2015,"04","alle","person","2",10328
"befolkning_verdensregion_3",2015,"05","0","person","2",7488
"befolkning_verdensregion_3",2015,"05","1","person","2",6129
"befolkning_verdensregion_3",2015,"05","alle","person","2",13617
"befolkning_verdensregion_3",2015,"06","0","person","2",4229
"befolkning_verdensregion_3",2015,"06","1","person","2",3741
"befolkning_verdensregion_3",2015,"06","alle","person","2",7970
"befolkning_verdensregion_3",2015,"07","0","person","2",7691
"befolkning_verdensregion_3",2015,"07","1","person","2",6878
"befolkning_verdensregion_3",2015,"07","alle","person","2",14569
"befolkning_verdensregion_3",2015,"08","0","person","2",3088
"befolkning_verdensregion_3",2015,"08","1","person","2",2458
"befolkning_verdensregion_3",2015,"08","alle","person","2",5546
"befolkning_verdensregion_3",2015,"09","0","person","2",49025
"befolkning_verdensregion_3",2015,"09","1","person","2",48659
"befolkning_verdensregion_3",2015,"09","alle","person","2",97684
"befolkning_verdensregion_3",2015,"10","0","person","2",248
"befolkning_verdensregion_3",2015,"10","1","person","2",214
"befolkning_verdensregion_3",2015,"10","alle","person","2",462
"befolkning_verdensregion_3",2015,"11","0","person","2",1046
"befolkning_verdensregion_3",2015,"11","1","person","2",926
"befolkning_verdensregion_3",2015,"11","alle","person","2",1972
"befolkning_verdensregion_3",2015,"12","0","person","2",1960
"befolkning_verdensregion_3",2015,"12","1","person","2",1775
"befolkning_verdensregion_3",2015,"12","alle","person","2",3735
"befolkning_verdensregion_3",2015,"13","0","person","2",757
"befolkning_verdensregion_3",2015,"13","1","person","2",749
"befolkning_verdensregion_3",2015,"13","alle","person","2",1506
"befolkning_verdensregion_3",2015,"14","0","person","2",1677
"befolkning_verdensregion_3",2015,"14","1","person","2",1585
"befolkning_verdensregion_3",2015,"14","alle","person","2",3262
"befolkning_verdensregion_3",2015,"15","0","person","2",672
"befolkning_verdensregion_3",2015,"15","1","person","2",551
"befolkning_verdensregion_3",2015,"15","alle","person","2",1223
"befolkning_verdensregion_3",2015,"16","0","person","2",936
"befolkning_verdensregion_3",2015,"16","1","person","2",848
"befolkning_verdensregion_3",2015,"16","alle","person","2",1784
"befolkning_verdensregion_3",2015,"17","0","person","2",173
"befolkning_verdensregion_3",2015,"17","1","person","2",142
"befolkning_verdensregion_3",2015,"17","alle","person","2",315
"befolkning_verdensregion_3",2015,"18","0","person","2",313
"befolkning_verdensregion_3",2015,"18","1","person","2",269
"befolkning_verdensregion_3",2015,"18","alle","person","2",582
"befolkning_verdensregion_3",2015,"19","0","person","2",276
"befolkning_verdensregion_3",2015,"19","1","person","2",332
"befolkning_verdensregion_3",2015,"19","alle","person","2",608
"befolkning_verdensregion_3",2015,"20","0","person","2",7859
"befolkning_verdensregion_3",2015,"20","1","person","2",7005
"befolkning_verdensregion_3",2015,"20","alle","person","2",14864
"befolkning_verdensregion_3",2015,"21","0","person","2",431
"befolkning_verdensregion_3",2015,"21","1","person","2",400
"befolkning_verdensregion_3",2015,"21","alle","person","2",831
"befolkning_verdensregion_3",2015,"22","0","person","2",1056
"befolkning_verdensregion_3",2015,"22","1","person","2",974
"befolkning_verdensregion_3",2015,"22","alle","person","2",2030
"befolkning_verdensregion_3",2015,"23","0","person","2",339
"befolkning_verdensregion_3",2015,"23","1","person","2",264
"befolkning_verdensregion_3",2015,"23","alle","person","2",603
"befolkning_verdensregion_3",2015,"24","0","person","2",1014
"befolkning_verdensregion_3",2015,"24","1","person","2",790
"befolkning_verdensregion_3",2015,"24","alle","person","2",1804
"befolkning_verdensregion_3",2015,"25","0","person","2",3562
"befolkning_verdensregion_3",2015,"25","1","person","2",2907
"befolkning_verdensregion_3",2015,"25","alle","person","2",6469
"befolkning_verdensregion_3",2015,"26","0","person","2",2763
"befolkning_verdensregion_3",2015,"26","1","person","2",2430
"befolkning_verdensregion_3",2015,"26","alle","person","2",5193
"befolkning_verdensregion_3",2015,"27","0","person","2",3927
"befolkning_verdensregion_3",2015,"27","1","person","2",3415
"befolkning_verdensregion_3",2015,"27","alle","person","2",7342
"befolkning_verdensregion_3",2015,"28","0","person","2",450
"befolkning_verdensregion_3",2015,"28","1","person","2",383
"befolkning_verdensregion_3",2015,"28","alle","person","2",833
"befolkning_verdensregion_3",2015,"29","0","person","2",493
"befolkning_verdensregion_3",2015,"29","1","person","2",458
"befolkning_verdensregion_3",2015,"29","alle","person","2",951
"befolkning_verdensregion_3",2015,"30","0","person","2",179
"befolkning_verdensregion_3",2015,"30","1","person","2",125
"befolkning_verdensregion_3",2015,"30","alle","person","2",304
"befolkning_verdensregion_3",2015,"31","0","person","2",210
"befolkning_verdensregion_3",2015,"31","1","person","2",172
"befolkning_verdensregion_3",2015,"31","alle","person","2",382
"befolkning_verdensregion_3",2015,"32","0","person","2",2367
"befolkning_verdensregion_3",2015,"32","1","person","2",2097
"befolkning_verdensregion_3",2015,"32","alle","person","2",4464
"befolkning_verdensregion_3",2015,"33","0","person","2",904
"befolkning_verdensregion_3",2015,"33","1","person","2",741
"befolkning_verdensregion_3",2015,"33","alle","person","2",1645
"befolkning_verdensregion_3",2015,"34","0","person","2",637
"befolkning_verdensregion_3",2015,"34","1","person","2",490
"befolkning_verdensregion_3",2015,"34","alle","person","2",1127
"befolkning_verdensregion_3",2015,"35","0","person","2",5006
"befolkning_verdensregion_3",2015,"35","1","person","2",4725
"befolkning_verdensregion_3",2015,"35","alle","person","2",9731
"befolkning_verdensregion_3",2015,"36","0","person","2",589
"befolkning_verdensregion_3",2015,"36","1","person","2",415
"befolkning_verdensregion_3",2015,"36","alle","person","2",1004
"befolkning_verdensregion_3",2015,"37","0","person","2",2540
"befolkning_verdensregion_3",2015,"37","1","person","2",1875
"befolkning_verdensregion_3",2015,"37","alle","person","2",4415
"befolkning_verdensregion_3",2015,"38","0","person","2",503
"befolkning_verdensregion_3",2015,"38","1","person","2",377
"befolkning_verdensregion_3",2015,"38","alle","person","2",880
"befolkning_verdensregion_3",2015,"39","0","person","2",11829
"befolkning_verdensregion_3",2015,"39","1","person","2",10876
"befolkning_verdensregion_3",2015,"39","alle","person","2",22705
"befolkning_verdensregion_3",2015,"40","0","person","2",9584
"befolkning_verdensregion_3",2015,"40","1","person","2",9185
"befolkning_verdensregion_3",2015,"40","alle","person","2",18769
"befolkning_verdensregion_3",2015,"41","0","person","2",453
"befolkning_verdensregion_3",2015,"41","1","person","2",224
"befolkning_verdensregion_3",2015,"41","alle","person","2",677
"befolkning_verdensregion_3",2015,"42","0","person","2",489
"befolkning_verdensregion_3",2015,"42","1","person","2",374
"befolkning_verdensregion_3",2015,"42","alle","person","2",863
"befolkning_verdensregion_3",2015,"43","0","person","2",210
"befolkning_verdensregion_3",2015,"43","1","person","2",223
"befolkning_verdensregion_3",2015,"43","alle","person","2",433
"befolkning_verdensregion_3",2015,"44","0","person","2",531
"befolkning_verdensregion_3",2015,"44","1","person","2",331
"befolkning_verdensregion_3",2015,"44","alle","person","2",862
"befolkning_verdensregion_3",2015,"45","0","person","2",155
"befolkning_verdensregion_3",2015,"45","1","person","2",100
"befolkning_verdensregion_3",2015,"45","alle","person","2",255
"befolkning_verdensregion_3",2015,"46","0","person","2",1203
"befolkning_verdensregion_3",2015,"46","1","person","2",876
"befolkning_verdensregion_3",2015,"46","alle","person","2",2079
"befolkning_verdensregion_3",2015,"47","0","person","2",1252
"befolkning_verdensregion_3",2015,"47","1","person","2",874
"befolkning_verdensregion_3",2015,"47","alle","person","2",2126
"befolkning_verdensregion_3",2015,"48","0","person","2",187
"befolkning_verdensregion_3",2015,"48","1","person","2",116
"befolkning_verdensregion_3",2015,"48","alle","person","2",303
"befolkning_verdensregion_3",2015,"49","0","person","2",618
"befolkning_verdensregion_3",2015,"49","1","person","2",423
"befolkning_verdensregion_3",2015,"49","alle","person","2",1041
"befolkning_verdensregion_3",2015,"50","0","person","2",537
"befolkning_verdensregion_3",2015,"50","1","person","2",449
"befolkning_verdensregion_3",2015,"50","alle","person","2",986
"befolkning_verdensregion_3",2015,"51","0","person","2",712
"befolkning_verdensregion_3",2015,"51","1","person","2",660
"befolkning_verdensregion_3",2015,"51","alle","person","2",1372
"befolkning_verdensregion_3",2015,"52","0","person","2",1291
"befolkning_verdensregion_3",2015,"52","1","person","2",1031
"befolkning_verdensregion_3",2015,"52","alle","person","2",2322
"befolkning_verdensregion_3",2015,"53","0","person","2",1219
"befolkning_verdensregion_3",2015,"53","1","person","2",846
"befolkning_verdensregion_3",2015,"53","alle","person","2",2065
"befolkning_verdensregion_3",2015,"54","0","person","2",345
"befolkning_verdensregion_3",2015,"54","1","person","2",240
"befolkning_verdensregion_3",2015,"54","alle","person","2",585
"befolkning_verdensregion_3",2015,"55","0","person","2",1123
"befolkning_verdensregion_3",2015,"55","1","person","2",767
"befolkning_verdensregion_3",2015,"55","alle","person","2",1890
"befolkning_verdensregion_3",2015,"56","0","person","2",1821
"befolkning_verdensregion_3",2015,"56","1","person","2",1324
"befolkning_verdensregion_3",2015,"56","alle","person","2",3145
"befolkning_verdensregion_3",2015,"57","0","person","2",312
"befolkning_verdensregion_3",2015,"57","1","person","2",162
"befolkning_verdensregion_3",2015,"57","alle","person","2",474
"befolkning_verdensregion_3",2015,"58","0","person","2",181
"befolkning_verdensregion_3",2015,"58","1","person","2",87
"befolkning_verdensregion_3",2015,"58","alle","person","2",268
"befolkning_verdensregion_3",2015,"59","0","person","2",133
"befolkning_verdensregion_3",2015,"59","1","person","2",96
"befolkning_verdensregion_3",2015,"59","alle","person","2",229
"befolkning_verdensregion_3",2015,"60","0","person","2",411
"befolkning_verdensregion_3",2015,"60","1","person","2",299
"befolkning_verdensregion_3",2015,"60","alle","person","2",710
"befolkning_verdensregion_3",2015,"61","0","person","2",6671
"befolkning_verdensregion_3",2015,"61","1","person","2",6362
"befolkning_verdensregion_3",2015,"61","alle","person","2",13033
"befolkning_verdensregion_3",2015,"62","0","person","2",99
"befolkning_verdensregion_3",2015,"62","1","person","2",68
"befolkning_verdensregion_3",2015,"62","alle","person","2",167
"befolkning_verdensregion_3",2015,"63","0","person","2",639
"befolkning_verdensregion_3",2015,"63","1","person","2",477
"befolkning_verdensregion_3",2015,"63","alle","person","2",1116
"befolkning_verdensregion_3",2015,"64","0","person","2",1156
"befolkning_verdensregion_3",2015,"64","1","person","2",988
"befolkning_verdensregion_3",2015,"64","alle","person","2",2144
"befolkning_verdensregion_3",2015,"65","0","person","2",113
"befolkning_verdensregion_3",2015,"65","1","person","2",160
"befolkning_verdensregion_3",2015,"65","alle","person","2",273
"befolkning_verdensregion_3",2015,"66","0","person","2",208
"befolkning_verdensregion_3",2015,"66","1","person","2",121
"befolkning_verdensregion_3",2015,"66","alle","person","2",329
"befolkning_verdensregion_3",2015,"67","0","person","2",385
"befolkning_verdensregion_3",2015,"67","1","person","2",314
"befolkning_verdensregion_3",2015,"67","alle","person","2",699
"befolkning_verdensregion_3",2015,"68","0","person","2",271
"befolkning_verdensregion_3",2015,"68","1","person","2",171
"befolkning_verdensregion_3",2015,"68","alle","person","2",442
"befolkning_verdensregion_3",2015,"69","0","person","2",364
"befolkning_verdensregion_3",2015,"69","1","person","2",329
"befolkning_verdensregion_3",2015,"69","alle","person","2",693
"befolkning_verdensregion_3",2015,"70","0","person","2",51
"befolkning_verdensregion_3",2015,"70","1","person","2",16
"befolkning_verdensregion_3",2015,"70","alle","person","2",67
"befolkning_verdensregion_3",2015,"71","0","person","2",276
"befolkning_verdensregion_3",2015,"71","1","person","2",335
"befolkning_verdensregion_3",2015,"71","alle","person","2",611
"befolkning_verdensregion_3",2015,"72","0","person","2",538
"befolkning_verdensregion_3",2015,"72","1","person","2",561
"befolkning_verdensregion_3",2015,"72","alle","person","2",1099
"befolkning_verdensregion_3",2015,"73","0","person","2",1739
"befolkning_verdensregion_3",2015,"73","1","person","2",1515
"befolkning_verdensregion_3",2015,"73","alle","person","2",3254
"befolkning_verdensregion_3",2015,"74","0","person","2",640
"befolkning_verdensregion_3",2015,"74","1","person","2",601
"befolkning_verdensregion_3",2015,"74","alle","person","2",1241
"befolkning_verdensregion_3",2015,"75","0","person","2",537
"befolkning_verdensregion_3",2015,"75","1","person","2",506
"befolkning_verdensregion_3",2015,"75","alle","person","2",1043
"befolkning_verdensregion_3",2015,"76","0","person","2",828
"befolkning_verdensregion_3",2015,"76","1","person","2",684
"befolkning_verdensregion_3",2015,"76","alle","person","2",1512
"befolkning_verdensregion_3",2015,"77","0","person","2",943
"befolkning_verdensregion_3",2015,"77","1","person","2",903
"befolkning_verdensregion_3",2015,"77","alle","person","2",1846
"befolkning_verdensregion_3",2015,"78","0","person","2",656
"befolkning_verdensregion_3",2015,"78","1","person","2",523
"befolkning_verdensregion_3",2015,"78","alle","person","2",1179
