"tabell_navn","aar","fylke_nr","vreg_3","enhet","tabellvariabel","flytting"
"befolkning_flytting_vreg","2014","12","1","personer","3890","innvandring"
"befolkning_flytting_vreg","2014","12","2","personer","2043","innvandring"
"befolkning_flytting_vreg","2014","14","1","personer","677","innvandring"
"befolkning_flytting_vreg","2014","14","2","personer","591","innvandring"
"befolkning_flytting_vreg","2014","15","1","personer","1978","innvandring"
"befolkning_flytting_vreg","2014","15","2","personer","1233","innvandring"
"befolkning_flytting_vreg","2014","16","1","personer","2011","innvandring"
"befolkning_flytting_vreg","2014","16","2","personer","1274","innvandring"
"befolkning_flytting_vreg","2014","17","1","personer","441","innvandring"
"befolkning_flytting_vreg","2014","17","2","personer","614","innvandring"
"befolkning_flytting_vreg","2014","18","1","personer","1164","innvandring"
"befolkning_flytting_vreg","2014","18","2","personer","1494","innvandring"
"befolkning_flytting_vreg","2014","19","1","personer","1206","innvandring"
"befolkning_flytting_vreg","2014","19","2","personer","1074","innvandring"
"befolkning_flytting_vreg","2014","20","1","personer","751","innvandring"
"befolkning_flytting_vreg","2014","20","2","personer","491","innvandring"
"befolkning_flytting_vreg","2014","01","alle","personer","827","utvandring"
"befolkning_flytting_vreg","2014","02","alle","personer","2450","utvandring"
"befolkning_flytting_vreg","2014","03","alle","personer","6413","utvandring"
"befolkning_flytting_vreg","2014","04","alle","personer","363","utvandring"
"befolkning_flytting_vreg","2014","05","alle","personer","349","utvandring"
"befolkning_flytting_vreg","2014","06","alle","personer","1059","utvandring"
"befolkning_flytting_vreg","2014","07","alle","personer","772","utvandring"
"befolkning_flytting_vreg","2014","08","alle","personer","390","utvandring"
"befolkning_flytting_vreg","2014","09","alle","personer","250","utvandring"
"befolkning_flytting_vreg","2014","10","alle","personer","508","utvandring"
"befolkning_flytting_vreg","2014","11","alle","personer","3160","utvandring"
"befolkning_flytting_vreg","2014","12","alle","personer","2582","utvandring"
"befolkning_flytting_vreg","2014","14","alle","personer","377","utvandring"
"befolkning_flytting_vreg","2014","15","alle","personer","931","utvandring"
"befolkning_flytting_vreg","2014","16","alle","personer","1668","utvandring"
"befolkning_flytting_vreg","2014","17","alle","personer","258","utvandring"
"befolkning_flytting_vreg","2014","18","alle","personer","500","utvandring"
"befolkning_flytting_vreg","2014","19","alle","personer","576","utvandring"
"befolkning_flytting_vreg","2014","20","alle","personer","300","utvandring"
"befolkning_flytting_vreg","2014","01","1","personer","492","utvandring"
"befolkning_flytting_vreg","2014","01","2","personer","335","utvandring"
"befolkning_flytting_vreg","2014","02","1","personer","1410","utvandring"
"befolkning_flytting_vreg","2014","02","2","personer","1040","utvandring"
"befolkning_flytting_vreg","2014","03","1","personer","3518","utvandring"
"befolkning_flytting_vreg","2014","03","2","personer","2895","utvandring"
"befolkning_flytting_vreg","2014","04","1","personer","207","utvandring"
"befolkning_flytting_vreg","2014","04","2","personer","156","utvandring"
"befolkning_flytting_vreg","2014","05","1","personer","212","utvandring"
"befolkning_flytting_vreg","2014","05","2","personer","137","utvandring"
"befolkning_flytting_vreg","2014","06","1","personer","797","utvandring"
"befolkning_flytting_vreg","2014","06","2","personer","262","utvandring"
"befolkning_flytting_vreg","2014","07","1","personer","574","utvandring"
"befolkning_flytting_vreg","2014","07","2","personer","198","utvandring"
"befolkning_flytting_vreg","2014","08","1","personer","292","utvandring"
"befolkning_flytting_vreg","2014","08","2","personer","98","utvandring"
"befolkning_flytting_vreg","2014","09","1","personer","198","utvandring"
"befolkning_flytting_vreg","2014","09","2","personer","52","utvandring"
"befolkning_flytting_vreg","2014","10","1","personer","349","utvandring"
"befolkning_flytting_vreg","2014","10","2","personer","159","utvandring"
"befolkning_flytting_vreg","2014","11","1","personer","2135","utvandring"
"befolkning_flytting_vreg","2014","11","2","personer","1025","utvandring"
"befolkning_flytting_vreg","2014","12","1","personer","1789","utvandring"
"befolkning_flytting_vreg","2014","12","2","personer","793","utvandring"
"befolkning_flytting_vreg","2014","14","1","personer","251","utvandring"
"befolkning_flytting_vreg","2014","14","2","personer","126","utvandring"
"befolkning_flytting_vreg","2014","15","1","personer","705","utvandring"
"befolkning_flytting_vreg","2014","15","2","personer","226","utvandring"
"befolkning_flytting_vreg","2014","16","1","personer","971","utvandring"
"befolkning_flytting_vreg","2014","16","2","personer","697","utvandring"
"befolkning_flytting_vreg","2014","17","1","personer","186","utvandring"
"befolkning_flytting_vreg","2014","17","2","personer","72","utvandring"
"befolkning_flytting_vreg","2014","18","1","personer","290","utvandring"
"befolkning_flytting_vreg","2014","18","2","personer","210","utvandring"
"befolkning_flytting_vreg","2014","19","1","personer","356","utvandring"
"befolkning_flytting_vreg","2014","19","2","personer","220","utvandring"
"befolkning_flytting_vreg","2014","20","1","personer","227","utvandring"
"befolkning_flytting_vreg","2014","20","2","personer","73","utvandring"
"befolkning_flytting_vreg","2014","01","alle","personer","1848","innflytting"
"befolkning_flytting_vreg","2014","02","alle","personer","6569","innflytting"
"befolkning_flytting_vreg","2014","03","alle","personer","6982","innflytting"
"befolkning_flytting_vreg","2014","04","alle","personer","846","innflytting"
"befolkning_flytting_vreg","2014","05","alle","personer","855","innflytting"
"befolkning_flytting_vreg","2014","06","alle","personer","1955","innflytting"
"befolkning_flytting_vreg","2014","07","alle","personer","1180","innflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","740","innflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","513","innflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","764","innflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","1624","innflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","1642","innflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","283","innflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","740","innflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","1220","innflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","441","innflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","690","innflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","620","innflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","323","innflytting"
"befolkning_flytting_vreg","2014","01","1","personer","715","innflytting"
"befolkning_flytting_vreg","2014","01","2","personer","1133","innflytting"
"befolkning_flytting_vreg","2014","02","1","personer","3078","innflytting"
"befolkning_flytting_vreg","2014","02","2","personer","3491","innflytting"
"befolkning_flytting_vreg","2014","03","1","personer","2632","innflytting"
"befolkning_flytting_vreg","2014","03","2","personer","4350","innflytting"
"befolkning_flytting_vreg","2014","04","1","personer","375","innflytting"
"befolkning_flytting_vreg","2014","04","2","personer","471","innflytting"
"befolkning_flytting_vreg","2014","05","1","personer","332","innflytting"
"befolkning_flytting_vreg","2014","05","2","personer","523","innflytting"
"befolkning_flytting_vreg","2014","06","1","personer","901","innflytting"
"befolkning_flytting_vreg","2014","06","2","personer","1054","innflytting"
"befolkning_flytting_vreg","2014","07","1","personer","579","innflytting"
"befolkning_flytting_vreg","2014","07","2","personer","601","innflytting"
"befolkning_flytting_vreg","2014","08","1","personer","248","innflytting"
"befolkning_flytting_vreg","2014","08","2","personer","492","innflytting"
"befolkning_flytting_vreg","2014","09","1","personer","183","innflytting"
"befolkning_flytting_vreg","2014","09","2","personer","330","innflytting"
"befolkning_flytting_vreg","2014","10","1","personer","264","innflytting"
"befolkning_flytting_vreg","2014","10","2","personer","500","innflytting"
"befolkning_flytting_vreg","2014","11","1","personer","705","innflytting"
"befolkning_flytting_vreg","2014","11","2","personer","919","innflytting"
"befolkning_flytting_vreg","2014","12","1","personer","711","innflytting"
"befolkning_flytting_vreg","2014","12","2","personer","931","innflytting"
"befolkning_flytting_vreg","2014","14","1","personer","159","innflytting"
"befolkning_flytting_vreg","2014","14","2","personer","124","innflytting"
"befolkning_flytting_vreg","2014","15","1","personer","347","innflytting"
"befolkning_flytting_vreg","2014","15","2","personer","393","innflytting"
"befolkning_flytting_vreg","2014","16","1","personer","464","innflytting"
"befolkning_flytting_vreg","2014","16","2","personer","756","innflytting"
"befolkning_flytting_vreg","2014","17","1","personer","156","innflytting"
"befolkning_flytting_vreg","2014","17","2","personer","285","innflytting"
"befolkning_flytting_vreg","2014","18","1","personer","289","innflytting"
"befolkning_flytting_vreg","2014","18","2","personer","401","innflytting"
"befolkning_flytting_vreg","2014","19","1","personer","281","innflytting"
"befolkning_flytting_vreg","2014","19","2","personer","339","innflytting"
"befolkning_flytting_vreg","2014","20","1","personer","115","innflytting"
"befolkning_flytting_vreg","2014","20","2","personer","208","innflytting"
"befolkning_flytting_vreg","2014","01","alle","personer","1323","utflytting"
"befolkning_flytting_vreg","2014","02","alle","personer","4766","utflytting"
"befolkning_flytting_vreg","2014","03","alle","personer","6674","utflytting"
"befolkning_flytting_vreg","2014","04","alle","personer","1096","utflytting"
"befolkning_flytting_vreg","2014","05","alle","personer","1095","utflytting"
"befolkning_flytting_vreg","2014","06","alle","personer","1901","utflytting"
"befolkning_flytting_vreg","2014","07","alle","personer","996","utflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","805","utflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","531","utflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","905","utflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","1491","utflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","1445","utflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","621","utflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","1094","utflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","1223","utflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","704","utflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","1503","utflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","993","utflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","669","utflytting"
"befolkning_flytting_vreg","2014","01","1","personer","526","utflytting"
"befolkning_flytting_vreg","2014","01","2","personer","797","utflytting"
"befolkning_flytting_vreg","2014","02","1","personer","2453","utflytting"
"befolkning_flytting_vreg","2014","02","2","personer","2313","utflytting"
"befolkning_flytting_vreg","2014","03","1","personer","3165","utflytting"
"befolkning_flytting_vreg","2014","03","2","personer","3509","utflytting"
"befolkning_flytting_vreg","2014","04","1","personer","336","utflytting"
"befolkning_flytting_vreg","2014","04","2","personer","760","utflytting"
"befolkning_flytting_vreg","2014","05","1","personer","384","utflytting"
"befolkning_flytting_vreg","2014","05","2","personer","711","utflytting"
"befolkning_flytting_vreg","2014","06","1","personer","929","utflytting"
"befolkning_flytting_vreg","2014","06","2","personer","972","utflytting"
"befolkning_flytting_vreg","2014","07","1","personer","381","utflytting"
"befolkning_flytting_vreg","2014","07","2","personer","615","utflytting"
"befolkning_flytting_vreg","2014","08","1","personer","228","utflytting"
"befolkning_flytting_vreg","2014","08","2","personer","577","utflytting"
"befolkning_flytting_vreg","2014","09","1","personer","196","utflytting"
"befolkning_flytting_vreg","2014","09","2","personer","335","utflytting"
"befolkning_flytting_vreg","2014","10","1","personer","302","utflytting"
"befolkning_flytting_vreg","2014","10","2","personer","603","utflytting"
"befolkning_flytting_vreg","2014","11","1","personer","650","utflytting"
"befolkning_flytting_vreg","2014","11","2","personer","841","utflytting"
"befolkning_flytting_vreg","2014","12","1","personer","638","utflytting"
"befolkning_flytting_vreg","2014","12","2","personer","807","utflytting"
"befolkning_flytting_vreg","2014","14","1","personer","222","utflytting"
"befolkning_flytting_vreg","2014","14","2","personer","399","utflytting"
"befolkning_flytting_vreg","2014","15","1","personer","429","utflytting"
"befolkning_flytting_vreg","2014","15","2","personer","665","utflytting"
"befolkning_flytting_vreg","2014","16","1","personer","565","utflytting"
"befolkning_flytting_vreg","2014","16","2","personer","658","utflytting"
"befolkning_flytting_vreg","2014","17","1","personer","187","utflytting"
"befolkning_flytting_vreg","2014","17","2","personer","517","utflytting"
"befolkning_flytting_vreg","2014","18","1","personer","403","utflytting"
"befolkning_flytting_vreg","2014","18","2","personer","1100","utflytting"
"befolkning_flytting_vreg","2014","19","1","personer","291","utflytting"
"befolkning_flytting_vreg","2014","19","2","personer","702","utflytting"
"befolkning_flytting_vreg","2014","20","1","personer","249","utflytting"
"befolkning_flytting_vreg","2014","20","2","personer","420","utflytting"
"befolkning_flytting_vreg","2014","01","alle","personer","909","nettoinnvandring"
"befolkning_flytting_vreg","2014","02","alle","personer","3542","nettoinnvandring"
"befolkning_flytting_vreg","2014","03","alle","personer","7202","nettoinnvandring"
"befolkning_flytting_vreg","2014","04","alle","personer","1296","nettoinnvandring"
"befolkning_flytting_vreg","2014","05","alle","personer","1460","nettoinnvandring"
"befolkning_flytting_vreg","2014","06","alle","personer","1721","nettoinnvandring"
"befolkning_flytting_vreg","2014","07","alle","personer","1253","nettoinnvandring"
"befolkning_flytting_vreg","2014","08","alle","personer","730","nettoinnvandring"
"befolkning_flytting_vreg","2014","09","alle","personer","660","nettoinnvandring"
"befolkning_flytting_vreg","2014","10","alle","personer","1417","nettoinnvandring"
"befolkning_flytting_vreg","2014","11","alle","personer","3663","nettoinnvandring"
"befolkning_flytting_vreg","2014","12","alle","personer","3351","nettoinnvandring"
"befolkning_flytting_vreg","2014","14","alle","personer","891","nettoinnvandring"
"befolkning_flytting_vreg","2014","15","alle","personer","2280","nettoinnvandring"
"befolkning_flytting_vreg","2014","16","alle","personer","1617","nettoinnvandring"
"befolkning_flytting_vreg","2014","17","alle","personer","797","nettoinnvandring"
"befolkning_flytting_vreg","2014","18","alle","personer","2158","nettoinnvandring"
"befolkning_flytting_vreg","2014","19","alle","personer","1704","nettoinnvandring"
"befolkning_flytting_vreg","2014","20","alle","personer","942","nettoinnvandring"
"befolkning_flytting_vreg","2014","01","1","personer","501","nettoinnvandring"
"befolkning_flytting_vreg","2014","01","2","personer","408","nettoinnvandring"
"befolkning_flytting_vreg","2014","02","1","personer","2315","nettoinnvandring"
"befolkning_flytting_vreg","2014","02","2","personer","1227","nettoinnvandring"
"befolkning_flytting_vreg","2014","03","1","personer","4336","nettoinnvandring"
"befolkning_flytting_vreg","2014","03","2","personer","2866","nettoinnvandring"
"befolkning_flytting_vreg","2014","04","1","personer","601","nettoinnvandring"
"befolkning_flytting_vreg","2014","04","2","personer","695","nettoinnvandring"
"befolkning_flytting_vreg","2014","05","1","personer","625","nettoinnvandring"
"befolkning_flytting_vreg","2014","05","2","personer","835","nettoinnvandring"
"befolkning_flytting_vreg","2014","06","1","personer","933","nettoinnvandring"
"befolkning_flytting_vreg","2014","06","2","personer","788","nettoinnvandring"
"befolkning_flytting_vreg","2014","07","1","personer","721","nettoinnvandring"
"befolkning_flytting_vreg","2014","07","2","personer","532","nettoinnvandring"
"befolkning_flytting_vreg","2014","08","1","personer","291","nettoinnvandring"
"befolkning_flytting_vreg","2014","08","2","personer","439","nettoinnvandring"
"befolkning_flytting_vreg","2014","09","1","personer","259","nettoinnvandring"
"befolkning_flytting_vreg","2014","09","2","personer","401","nettoinnvandring"
"befolkning_flytting_vreg","2014","10","1","personer","567","nettoinnvandring"
"befolkning_flytting_vreg","2014","10","2","personer","850","nettoinnvandring"
"befolkning_flytting_vreg","2014","11","1","personer","2253","nettoinnvandring"
"befolkning_flytting_vreg","2014","11","2","personer","1410","nettoinnvandring"
"befolkning_flytting_vreg","2014","12","1","personer","2101","nettoinnvandring"
"befolkning_flytting_vreg","2014","12","2","personer","1250","nettoinnvandring"
"befolkning_flytting_vreg","2014","14","1","personer","426","nettoinnvandring"
"befolkning_flytting_vreg","2014","14","2","personer","465","nettoinnvandring"
"befolkning_flytting_vreg","2014","15","1","personer","1273","nettoinnvandring"
"befolkning_flytting_vreg","2014","15","2","personer","1007","nettoinnvandring"
"befolkning_flytting_vreg","2014","16","1","personer","1040","nettoinnvandring"
"befolkning_flytting_vreg","2014","16","2","personer","577","nettoinnvandring"
"befolkning_flytting_vreg","2014","17","1","personer","255","nettoinnvandring"
"befolkning_flytting_vreg","2014","17","2","personer","542","nettoinnvandring"
"befolkning_flytting_vreg","2014","18","1","personer","874","nettoinnvandring"
"befolkning_flytting_vreg","2014","18","2","personer","1284","nettoinnvandring"
"befolkning_flytting_vreg","2014","19","1","personer","850","nettoinnvandring"
"befolkning_flytting_vreg","2014","19","2","personer","854","nettoinnvandring"
"befolkning_flytting_vreg","2014","20","1","personer","524","nettoinnvandring"
"befolkning_flytting_vreg","2014","20","2","personer","418","nettoinnvandring"
"befolkning_flytting_vreg","2014","01","alle","personer","525","nettoinnflytting"
"befolkning_flytting_vreg","2014","02","alle","personer","1803","nettoinnflytting"
"befolkning_flytting_vreg","2014","03","alle","personer","308","nettoinnflytting"
"befolkning_flytting_vreg","2014","04","alle","personer","-250","nettoinnflytting"
"befolkning_flytting_vreg","2014","05","alle","personer","-240","nettoinnflytting"
"befolkning_flytting_vreg","2014","06","alle","personer","54","nettoinnflytting"
"befolkning_flytting_vreg","2014","07","alle","personer","184","nettoinnflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","-65","nettoinnflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","-18","nettoinnflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","-141","nettoinnflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","133","nettoinnflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","197","nettoinnflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","-338","nettoinnflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","-354","nettoinnflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","-3","nettoinnflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","-263","nettoinnflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","-813","nettoinnflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","-373","nettoinnflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","-346","nettoinnflytting"
"befolkning_flytting_vreg","2014","01","1","personer","189","nettoinnflytting"
"befolkning_flytting_vreg","2014","01","2","personer","336","nettoinnflytting"
"befolkning_flytting_vreg","2014","02","1","personer","625","nettoinnflytting"
"befolkning_flytting_vreg","2014","02","2","personer","1178","nettoinnflytting"
"befolkning_flytting_vreg","2014","03","1","personer","-533","nettoinnflytting"
"befolkning_flytting_vreg","2014","03","2","personer","841","nettoinnflytting"
"befolkning_flytting_vreg","2014","04","1","personer","39","nettoinnflytting"
"befolkning_flytting_vreg","2014","04","2","personer","-289","nettoinnflytting"
"befolkning_flytting_vreg","2014","05","1","personer","-52","nettoinnflytting"
"befolkning_flytting_vreg","2014","05","2","personer","-188","nettoinnflytting"
"befolkning_flytting_vreg","2014","06","1","personer","-28","nettoinnflytting"
"befolkning_flytting_vreg","2014","06","2","personer","82","nettoinnflytting"
"befolkning_flytting_vreg","2014","07","1","personer","198","nettoinnflytting"
"befolkning_flytting_vreg","2014","07","2","personer","-14","nettoinnflytting"
"befolkning_flytting_vreg","2014","08","1","personer","20","nettoinnflytting"
"befolkning_flytting_vreg","2014","08","2","personer","-85","nettoinnflytting"
"befolkning_flytting_vreg","2014","09","1","personer","-13","nettoinnflytting"
"befolkning_flytting_vreg","2014","09","2","personer","-5","nettoinnflytting"
"befolkning_flytting_vreg","2014","10","1","personer","-38","nettoinnflytting"
"befolkning_flytting_vreg","2014","10","2","personer","-103","nettoinnflytting"
"befolkning_flytting_vreg","2014","11","1","personer","55","nettoinnflytting"
"befolkning_flytting_vreg","2014","11","2","personer","78","nettoinnflytting"
"befolkning_flytting_vreg","2014","12","1","personer","73","nettoinnflytting"
"befolkning_flytting_vreg","2014","12","2","personer","124","nettoinnflytting"
"befolkning_flytting_vreg","2014","14","1","personer","-63","nettoinnflytting"
"befolkning_flytting_vreg","2014","14","2","personer","-275","nettoinnflytting"
"befolkning_flytting_vreg","2014","15","1","personer","-82","nettoinnflytting"
"befolkning_flytting_vreg","2014","15","2","personer","-272","nettoinnflytting"
"befolkning_flytting_vreg","2014","16","1","personer","-101","nettoinnflytting"
"befolkning_flytting_vreg","2014","16","2","personer","98","nettoinnflytting"
"befolkning_flytting_vreg","2014","17","1","personer","-31","nettoinnflytting"
"befolkning_flytting_vreg","2014","17","2","personer","-232","nettoinnflytting"
"befolkning_flytting_vreg","2014","18","1","personer","-114","nettoinnflytting"
"befolkning_flytting_vreg","2014","18","2","personer","-699","nettoinnflytting"
"befolkning_flytting_vreg","2014","19","1","personer","-10","nettoinnflytting"
"befolkning_flytting_vreg","2014","19","2","personer","-363","nettoinnflytting"
"befolkning_flytting_vreg","2014","20","1","personer","-134","nettoinnflytting"
"befolkning_flytting_vreg","2014","20","2","personer","-212","nettoinnflytting"
"befolkning_flytting_vreg","2014","01","alle","personer","3584","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","02","alle","personer","12561","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","03","alle","personer","20597","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","04","alle","personer","2505","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","05","alle","personer","2664","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","06","alle","personer","4735","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","07","alle","personer","3205","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","1860","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","1423","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","2689","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","8447","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","7575","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","1551","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","3951","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","4505","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","1496","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","3348","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","2900","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","1565","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","01","1","personer","1708","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","01","2","personer","1876","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","02","1","personer","6803","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","02","2","personer","5758","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","03","1","personer","10486","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","03","2","personer","10111","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","04","1","personer","1183","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","04","2","personer","1322","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","05","1","personer","1169","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","05","2","personer","1495","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","06","1","personer","2631","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","06","2","personer","2104","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","07","1","personer","1874","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","07","2","personer","1331","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","08","1","personer","831","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","08","2","personer","1029","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","09","1","personer","640","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","09","2","personer","783","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","10","1","personer","1180","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","10","2","personer","1509","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","11","1","personer","5093","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","11","2","personer","3354","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","12","1","personer","4601","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","12","2","personer","2974","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","14","1","personer","836","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","14","2","personer","715","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","15","1","personer","2325","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","15","2","personer","1626","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","16","1","personer","2475","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","16","2","personer","2030","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","17","1","personer","597","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","17","2","personer","899","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","18","1","personer","1453","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","18","2","personer","1895","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","19","1","personer","1487","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","19","2","personer","1413","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","20","1","personer","866","innvandring_og_innflytting"
