"tabell_navn","aar","bydel_nr","landbakgrunn","enhet","tabellvariabel"
"befolkning_opprinnelsesland",2015,"030101",601,"person","."
"befolkning_opprinnelsesland",2015,"030101",602,"person","."
"befolkning_opprinnelsesland",2015,"030101",603,"person","."
"befolkning_opprinnelsesland",2015,"030101",604,"person","."
"befolkning_opprinnelsesland",2015,"030101",605,"person","."
"befolkning_opprinnelsesland",2015,"030101",606,"person","."
"befolkning_opprinnelsesland",2015,"030101",608,"person","."
"befolkning_opprinnelsesland",2015,"030101",612,"person","40"
"befolkning_opprinnelsesland",2015,"030101",613,"person","."
"befolkning_opprinnelsesland",2015,"030101",616,"person",":"
"befolkning_opprinnelsesland",2015,"030101",620,"person","58"
"befolkning_opprinnelsesland",2015,"030101",622,"person","."
"befolkning_opprinnelsesland",2015,"030101",624,"person","32"
"befolkning_opprinnelsesland",2015,"030101",629,"person","."
"befolkning_opprinnelsesland",2015,"030101",631,"person","."
"befolkning_opprinnelsesland",2015,"030101",632,"person","4"
"befolkning_opprinnelsesland",2015,"030101",636,"person","."
"befolkning_opprinnelsesland",2015,"030101",644,"person",":"
"befolkning_opprinnelsesland",2015,"030101",648,"person",":"
"befolkning_opprinnelsesland",2015,"030101",650,"person","."
"befolkning_opprinnelsesland",2015,"030101",652,"person","20"
"befolkning_opprinnelsesland",2015,"030101",654,"person","."
"befolkning_opprinnelsesland",2015,"030101",657,"person",":"
"befolkning_opprinnelsesland",2015,"030101",658,"person","."
"befolkning_opprinnelsesland",2015,"030101",659,"person","."
"befolkning_opprinnelsesland",2015,"030101",660,"person","."
"befolkning_opprinnelsesland",2015,"030101",661,"person","."
"befolkning_opprinnelsesland",2015,"030101",664,"person","5"
"befolkning_opprinnelsesland",2015,"030101",668,"person","."
"befolkning_opprinnelsesland",2015,"030101",672,"person",":"
"befolkning_opprinnelsesland",2015,"030101",676,"person","."
"befolkning_opprinnelsesland",2015,"030101",677,"person","."
"befolkning_opprinnelsesland",2015,"030101",678,"person","."
"befolkning_opprinnelsesland",2015,"030101",679,"person","."
"befolkning_opprinnelsesland",2015,"030101",680,"person","6"
"befolkning_opprinnelsesland",2015,"030101",681,"person","."
"befolkning_opprinnelsesland",2015,"030101",684,"person","154"
"befolkning_opprinnelsesland",2015,"030101",685,"person",":"
"befolkning_opprinnelsesland",2015,"030101",686,"person","."
"befolkning_opprinnelsesland",2015,"030101",687,"person","."
"befolkning_opprinnelsesland",2015,"030101",705,"person","34"
"befolkning_opprinnelsesland",2015,"030101",710,"person","14"
"befolkning_opprinnelsesland",2015,"030101",715,"person","89"
"befolkning_opprinnelsesland",2015,"030101",720,"person","4"
"befolkning_opprinnelsesland",2015,"030101",725,"person","181"
"befolkning_opprinnelsesland",2015,"030101",730,"person","45"
"befolkning_opprinnelsesland",2015,"030101",735,"person","23"
"befolkning_opprinnelsesland",2015,"030101",740,"person","."
"befolkning_opprinnelsesland",2015,"030101",745,"person","."
"befolkning_opprinnelsesland",2015,"030101",755,"person",":"
"befolkning_opprinnelsesland",2015,"030101",760,"person","40"
"befolkning_opprinnelsesland",2015,"030101",765,"person","."
"befolkning_opprinnelsesland",2015,"030101",770,"person","5"
"befolkning_opprinnelsesland",2015,"030101",775,"person","24"
"befolkning_opprinnelsesland",2015,"030101",802,"person","."
"befolkning_opprinnelsesland",2015,"030101",805,"person","42"
"befolkning_opprinnelsesland",2015,"030101",806,"person","."
"befolkning_opprinnelsesland",2015,"030101",807,"person","."
"befolkning_opprinnelsesland",2015,"030101",808,"person","."
"befolkning_opprinnelsesland",2015,"030101",809,"person","."
"befolkning_opprinnelsesland",2015,"030101",811,"person",":"
"befolkning_opprinnelsesland",2015,"030101",812,"person","."
"befolkning_opprinnelsesland",2015,"030101",813,"person","."
"befolkning_opprinnelsesland",2015,"030101",814,"person","."
"befolkning_opprinnelsesland",2015,"030101",815,"person","."
"befolkning_opprinnelsesland",2015,"030101",816,"person","."
"befolkning_opprinnelsesland",2015,"030101",817,"person","."
"befolkning_opprinnelsesland",2015,"030101",818,"person","."
"befolkning_opprinnelsesland",2015,"030101",819,"person","."
"befolkning_opprinnelsesland",2015,"030101",820,"person","10"
"befolkning_opprinnelsesland",2015,"030101",821,"person","."
"befolkning_opprinnelsesland",2015,"030101",822,"person","."
"befolkning_opprinnelsesland",2015,"030101",826,"person","."
"befolkning_opprinnelsesland",2015,"030101",827,"person","."
"befolkning_opprinnelsesland",2015,"030101",828,"person","."
"befolkning_opprinnelsesland",2015,"030101",829,"person","."
"befolkning_opprinnelsesland",2015,"030101",830,"person","."
"befolkning_opprinnelsesland",2015,"030101",832,"person","."
"befolkning_opprinnelsesland",2015,"030101",833,"person","."
"befolkning_opprinnelsesland",2015,"030101",835,"person","."
"befolkning_opprinnelsesland",2015,"030101",839,"person","."
"befolkning_opprinnelsesland",2015,"030101",840,"person","."
"befolkning_opprinnelsesland",2015,"030101",970,"person","45"
"befolkning_opprinnelsesland",2015,"030101",980,"person","."
"befolkning_opprinnelsesland",2015,"030101",990,"person","."
"befolkning_opprinnelsesland",2015,"030102",101,"person","256"
"befolkning_opprinnelsesland",2015,"030102",102,"person","."
"befolkning_opprinnelsesland",2015,"030102",103,"person","106"
"befolkning_opprinnelsesland",2015,"030102",104,"person","7"
"befolkning_opprinnelsesland",2015,"030102",105,"person","104"
"befolkning_opprinnelsesland",2015,"030102",106,"person","2012"
"befolkning_opprinnelsesland",2015,"030102",111,"person","54"
"befolkning_opprinnelsesland",2015,"030102",112,"person","23"
"befolkning_opprinnelsesland",2015,"030102",113,"person","229"
"befolkning_opprinnelsesland",2015,"030102",114,"person",":"
"befolkning_opprinnelsesland",2015,"030102",115,"person","63"
"befolkning_opprinnelsesland",2015,"030102",117,"person","194"
"befolkning_opprinnelsesland",2015,"030102",118,"person","."
"befolkning_opprinnelsesland",2015,"030102",119,"person","85"
"befolkning_opprinnelsesland",2015,"030102",120,"person","12"
"befolkning_opprinnelsesland",2015,"030102",121,"person","22"
"befolkning_opprinnelsesland",2015,"030102",122,"person","72"
"befolkning_opprinnelsesland",2015,"030102",123,"person","164"
"befolkning_opprinnelsesland",2015,"030102",124,"person","95"
"befolkning_opprinnelsesland",2015,"030102",126,"person",":"
"befolkning_opprinnelsesland",2015,"030102",127,"person","67"
"befolkning_opprinnelsesland",2015,"030102",128,"person","."
"befolkning_opprinnelsesland",2015,"030102",129,"person","."
"befolkning_opprinnelsesland",2015,"030102",130,"person","."
"befolkning_opprinnelsesland",2015,"030102",131,"person","1733"
"befolkning_opprinnelsesland",2015,"030102",132,"person","97"
"befolkning_opprinnelsesland",2015,"030102",133,"person","225"
"befolkning_opprinnelsesland",2015,"030102",134,"person","."
"befolkning_opprinnelsesland",2015,"030102",136,"person","274"
"befolkning_opprinnelsesland",2015,"030102",137,"person","259"
"befolkning_opprinnelsesland",2015,"030102",138,"person","20"
"befolkning_opprinnelsesland",2015,"030102",139,"person","225"
"befolkning_opprinnelsesland",2015,"030102",140,"person","297"
"befolkning_opprinnelsesland",2015,"030102",141,"person","26"
"befolkning_opprinnelsesland",2015,"030102",143,"person","227"
"befolkning_opprinnelsesland",2015,"030102",144,"person","299"
"befolkning_opprinnelsesland",2015,"030102",146,"person","18"
"befolkning_opprinnelsesland",2015,"030102",148,"person","82"
"befolkning_opprinnelsesland",2015,"030102",152,"person","68"
"befolkning_opprinnelsesland",2015,"030102",153,"person","27"
"befolkning_opprinnelsesland",2015,"030102",154,"person","."
"befolkning_opprinnelsesland",2015,"030102",155,"person","392"
"befolkning_opprinnelsesland",2015,"030102",156,"person","94"
"befolkning_opprinnelsesland",2015,"030102",157,"person","39"
"befolkning_opprinnelsesland",2015,"030102",158,"person","36"
"befolkning_opprinnelsesland",2015,"030102",159,"person","139"
"befolkning_opprinnelsesland",2015,"030102",160,"person","10"
"befolkning_opprinnelsesland",2015,"030102",161,"person","143"
"befolkning_opprinnelsesland",2015,"030102",162,"person","."
"befolkning_opprinnelsesland",2015,"030102",163,"person","."
"befolkning_opprinnelsesland",2015,"030102",164,"person","."
"befolkning_opprinnelsesland",2015,"030102",203,"person","51"
"befolkning_opprinnelsesland",2015,"030102",204,"person","8"
"befolkning_opprinnelsesland",2015,"030102",205,"person","."
"befolkning_opprinnelsesland",2015,"030102",209,"person","."
"befolkning_opprinnelsesland",2015,"030102",213,"person","."
"befolkning_opprinnelsesland",2015,"030102",216,"person","9"
"befolkning_opprinnelsesland",2015,"030102",220,"person","."
"befolkning_opprinnelsesland",2015,"030102",229,"person","."
"befolkning_opprinnelsesland",2015,"030102",235,"person","."
"befolkning_opprinnelsesland",2015,"030102",239,"person","7"
"befolkning_opprinnelsesland",2015,"030102",241,"person","149"
"befolkning_opprinnelsesland",2015,"030102",246,"person","143"
"befolkning_opprinnelsesland",2015,"030102",249,"person","37"
"befolkning_opprinnelsesland",2015,"030102",250,"person","4"
"befolkning_opprinnelsesland",2015,"030102",254,"person","."
"befolkning_opprinnelsesland",2015,"030102",256,"person","77"
"befolkning_opprinnelsesland",2015,"030102",260,"person","54"
"befolkning_opprinnelsesland",2015,"030102",264,"person","6"
"befolkning_opprinnelsesland",2015,"030102",266,"person",":"
"befolkning_opprinnelsesland",2015,"030102",270,"person","21"
"befolkning_opprinnelsesland",2015,"030102",273,"person","12"
"befolkning_opprinnelsesland",2015,"030102",276,"person","41"
"befolkning_opprinnelsesland",2015,"030102",278,"person","6"
"befolkning_opprinnelsesland",2015,"030102",279,"person","31"
"befolkning_opprinnelsesland",2015,"030102",281,"person",":"
"befolkning_opprinnelsesland",2015,"030102",283,"person","15"
"befolkning_opprinnelsesland",2015,"030102",286,"person","11"
"befolkning_opprinnelsesland",2015,"030102",289,"person","4"
"befolkning_opprinnelsesland",2015,"030102",296,"person","."
"befolkning_opprinnelsesland",2015,"030102",299,"person","."
"befolkning_opprinnelsesland",2015,"030102",303,"person","327"
"befolkning_opprinnelsesland",2015,"030102",304,"person","4"
"befolkning_opprinnelsesland",2015,"030102",306,"person","7"
"befolkning_opprinnelsesland",2015,"030102",307,"person",":"
"befolkning_opprinnelsesland",2015,"030102",308,"person",":"
"befolkning_opprinnelsesland",2015,"030102",309,"person","9"
"befolkning_opprinnelsesland",2015,"030102",313,"person","70"
"befolkning_opprinnelsesland",2015,"030102",319,"person","8"
"befolkning_opprinnelsesland",2015,"030102",322,"person","."
"befolkning_opprinnelsesland",2015,"030102",323,"person","."
"befolkning_opprinnelsesland",2015,"030102",326,"person","13"
"befolkning_opprinnelsesland",2015,"030102",329,"person","11"
"befolkning_opprinnelsesland",2015,"030102",333,"person","."
"befolkning_opprinnelsesland",2015,"030102",336,"person","11"
"befolkning_opprinnelsesland",2015,"030102",337,"person","."
"befolkning_opprinnelsesland",2015,"030102",338,"person","."
"befolkning_opprinnelsesland",2015,"030102",339,"person","12"
"befolkning_opprinnelsesland",2015,"030102",346,"person","1074"
"befolkning_opprinnelsesland",2015,"030102",355,"person",":"
"befolkning_opprinnelsesland",2015,"030102",356,"person","30"
"befolkning_opprinnelsesland",2015,"030102",357,"person","."
"befolkning_opprinnelsesland",2015,"030102",359,"person","21"
"befolkning_opprinnelsesland",2015,"030102",369,"person","13"
"befolkning_opprinnelsesland",2015,"030102",373,"person","."
"befolkning_opprinnelsesland",2015,"030102",376,"person","7"
"befolkning_opprinnelsesland",2015,"030102",379,"person","43"
"befolkning_opprinnelsesland",2015,"030102",386,"person","30"
"befolkning_opprinnelsesland",2015,"030102",389,"person","4"
"befolkning_opprinnelsesland",2015,"030102",393,"person",":"
"befolkning_opprinnelsesland",2015,"030102",404,"person","193"
"befolkning_opprinnelsesland",2015,"030102",406,"person","12"
"befolkning_opprinnelsesland",2015,"030102",407,"person","16"
"befolkning_opprinnelsesland",2015,"030102",409,"person","."
"befolkning_opprinnelsesland",2015,"030102",410,"person","36"
"befolkning_opprinnelsesland",2015,"030102",412,"person",":"
"befolkning_opprinnelsesland",2015,"030102",416,"person","."
"befolkning_opprinnelsesland",2015,"030102",420,"person","15"
"befolkning_opprinnelsesland",2015,"030102",424,"person","103"
"befolkning_opprinnelsesland",2015,"030102",426,"person","5"
"befolkning_opprinnelsesland",2015,"030102",428,"person","310"
"befolkning_opprinnelsesland",2015,"030102",430,"person","23"
"befolkning_opprinnelsesland",2015,"030102",432,"person","8"
"befolkning_opprinnelsesland",2015,"030102",436,"person","19"
"befolkning_opprinnelsesland",2015,"030102",444,"person","411"
"befolkning_opprinnelsesland",2015,"030102",448,"person","21"
"befolkning_opprinnelsesland",2015,"030102",452,"person","519"
"befolkning_opprinnelsesland",2015,"030102",456,"person","422"
"befolkning_opprinnelsesland",2015,"030102",460,"person","20"
"befolkning_opprinnelsesland",2015,"030102",464,"person","28"
"befolkning_opprinnelsesland",2015,"030102",476,"person","7"
"befolkning_opprinnelsesland",2015,"030102",478,"person",":"
"befolkning_opprinnelsesland",2015,"030102",480,"person","13"
"befolkning_opprinnelsesland",2015,"030102",484,"person","276"
"befolkning_opprinnelsesland",2015,"030102",488,"person","."
"befolkning_opprinnelsesland",2015,"030102",492,"person","30"
"befolkning_opprinnelsesland",2015,"030102",496,"person","8"
"befolkning_opprinnelsesland",2015,"030102",500,"person","5"
"befolkning_opprinnelsesland",2015,"030102",502,"person","5"
"befolkning_opprinnelsesland",2015,"030102",504,"person","7"
"befolkning_opprinnelsesland",2015,"030102",508,"person","62"
"befolkning_opprinnelsesland",2015,"030102",510,"person","."
"befolkning_opprinnelsesland",2015,"030102",512,"person","20"
"befolkning_opprinnelsesland",2015,"030102",513,"person","."
"befolkning_opprinnelsesland",2015,"030102",516,"person",":"
"befolkning_opprinnelsesland",2015,"030102",520,"person","."
"befolkning_opprinnelsesland",2015,"030102",524,"person","40"
"befolkning_opprinnelsesland",2015,"030102",528,"person","101"
"befolkning_opprinnelsesland",2015,"030102",534,"person","531"
"befolkning_opprinnelsesland",2015,"030102",537,"person","."
"befolkning_opprinnelsesland",2015,"030102",540,"person",":"
"befolkning_opprinnelsesland",2015,"030102",544,"person","13"
"befolkning_opprinnelsesland",2015,"030102",548,"person","8"
"befolkning_opprinnelsesland",2015,"030102",550,"person",":"
"befolkning_opprinnelsesland",2015,"030102",552,"person",":"
"befolkning_opprinnelsesland",2015,"030102",554,"person","8"
"befolkning_opprinnelsesland",2015,"030102",564,"person","55"
"befolkning_opprinnelsesland",2015,"030102",568,"person","190"
"befolkning_opprinnelsesland",2015,"030102",575,"person","482"
"befolkning_opprinnelsesland",2015,"030102",578,"person","13"
"befolkning_opprinnelsesland",2015,"030102",601,"person","."
"befolkning_opprinnelsesland",2015,"030102",602,"person",":"
"befolkning_opprinnelsesland",2015,"030102",603,"person","."
"befolkning_opprinnelsesland",2015,"030102",604,"person","."
"befolkning_opprinnelsesland",2015,"030102",605,"person","."
"befolkning_opprinnelsesland",2015,"030102",606,"person","."
"befolkning_opprinnelsesland",2015,"030102",608,"person","."
"befolkning_opprinnelsesland",2015,"030102",612,"person","44"
"befolkning_opprinnelsesland",2015,"030102",613,"person","."
"befolkning_opprinnelsesland",2015,"030102",616,"person","8"
"befolkning_opprinnelsesland",2015,"030102",620,"person","36"
"befolkning_opprinnelsesland",2015,"030102",622,"person","."
"befolkning_opprinnelsesland",2015,"030102",624,"person","33"
"befolkning_opprinnelsesland",2015,"030102",629,"person",":"
"befolkning_opprinnelsesland",2015,"030102",631,"person","."
"befolkning_opprinnelsesland",2015,"030102",632,"person","5"
"befolkning_opprinnelsesland",2015,"030102",636,"person","."
"befolkning_opprinnelsesland",2015,"030102",644,"person",":"
"befolkning_opprinnelsesland",2015,"030102",648,"person","6"
"befolkning_opprinnelsesland",2015,"030102",650,"person","."
"befolkning_opprinnelsesland",2015,"030102",652,"person","36"
"befolkning_opprinnelsesland",2015,"030102",654,"person","."
"befolkning_opprinnelsesland",2015,"030102",657,"person","."
"befolkning_opprinnelsesland",2015,"030102",658,"person","."
"befolkning_opprinnelsesland",2015,"030102",659,"person","."
"befolkning_opprinnelsesland",2015,"030102",660,"person","."
"befolkning_opprinnelsesland",2015,"030102",661,"person","."
"befolkning_opprinnelsesland",2015,"030102",664,"person","7"
"befolkning_opprinnelsesland",2015,"030102",668,"person",":"
"befolkning_opprinnelsesland",2015,"030102",672,"person","4"
"befolkning_opprinnelsesland",2015,"030102",676,"person","."
"befolkning_opprinnelsesland",2015,"030102",677,"person","."
"befolkning_opprinnelsesland",2015,"030102",678,"person","."
"befolkning_opprinnelsesland",2015,"030102",679,"person","."
"befolkning_opprinnelsesland",2015,"030102",680,"person","5"
"befolkning_opprinnelsesland",2015,"030102",681,"person","."
"befolkning_opprinnelsesland",2015,"030102",684,"person","167"
"befolkning_opprinnelsesland",2015,"030102",685,"person",":"
"befolkning_opprinnelsesland",2015,"030102",686,"person","."
"befolkning_opprinnelsesland",2015,"030102",687,"person","."
"befolkning_opprinnelsesland",2015,"030102",705,"person","39"
"befolkning_opprinnelsesland",2015,"030102",710,"person","8"
"befolkning_opprinnelsesland",2015,"030102",715,"person","109"
"befolkning_opprinnelsesland",2015,"030102",720,"person",":"
"befolkning_opprinnelsesland",2015,"030102",725,"person","222"
"befolkning_opprinnelsesland",2015,"030102",730,"person","104"
"befolkning_opprinnelsesland",2015,"030102",735,"person","16"
"befolkning_opprinnelsesland",2015,"030102",740,"person","."
"befolkning_opprinnelsesland",2015,"030102",745,"person","."
"befolkning_opprinnelsesland",2015,"030102",755,"person",":"
"befolkning_opprinnelsesland",2015,"030102",760,"person","48"
"befolkning_opprinnelsesland",2015,"030102",765,"person","."
"befolkning_opprinnelsesland",2015,"030102",770,"person",":"
"befolkning_opprinnelsesland",2015,"030102",775,"person","12"
"befolkning_opprinnelsesland",2015,"030102",802,"person","."
"befolkning_opprinnelsesland",2015,"030102",805,"person","71"
"befolkning_opprinnelsesland",2015,"030102",806,"person","."
"befolkning_opprinnelsesland",2015,"030102",807,"person","."
"befolkning_opprinnelsesland",2015,"030102",808,"person","."
"befolkning_opprinnelsesland",2015,"030102",809,"person","."
"befolkning_opprinnelsesland",2015,"030102",811,"person",":"
"befolkning_opprinnelsesland",2015,"030102",812,"person","."
"befolkning_opprinnelsesland",2015,"030102",813,"person","."
"befolkning_opprinnelsesland",2015,"030102",814,"person","."
