"tabell_navn","aar","bydel_nr","enhet","flytting","innvkat_3","tabellvariabel"
"befolkning_flytting","2014","030116","personer","utvandring_og_utflytting","alle","146"
"befolkning_flytting","2014","030117","personer","innflytting","alle","30"
"befolkning_flytting","2014","030117","personer","innvandring","alle","23"
"befolkning_flytting","2014","030117","personer","innvandring_og_innflytting","alle","53"
"befolkning_flytting","2014","030117","personer","nettoinnflytting","alle","-39"
"befolkning_flytting","2014","030117","personer","nettoinnvandring","alle","14"
"befolkning_flytting","2014","030117","personer","nettoinnvandring_og_nettoinnflytting","alle","-25"
"befolkning_flytting","2014","030117","personer","utflytting","alle","69"
"befolkning_flytting","2014","030117","personer","utvandring","alle","9"
"befolkning_flytting","2014","030117","personer","utvandring_og_utflytting","alle","78"
"befolkning_flytting","2014","030199","personer","innflytting","alle","144"
"befolkning_flytting","2014","030199","personer","innvandring","alle","25"
"befolkning_flytting","2014","030199","personer","innvandring_og_innflytting","alle","169"
"befolkning_flytting","2014","030199","personer","nettoinnflytting","alle","-121"
"befolkning_flytting","2014","030199","personer","nettoinnvandring","alle","-778"
"befolkning_flytting","2014","030199","personer","nettoinnvandring_og_nettoinnflytting","alle","-899"
"befolkning_flytting","2014","030199","personer","utflytting","alle","265"
"befolkning_flytting","2014","030199","personer","utvandring","alle","803"
"befolkning_flytting","2014","030199","personer","utvandring_og_utflytting","alle","1068"
"befolkning_flytting","2014","030101","personer","innflytting","innvandrere","789"
"befolkning_flytting","2014","030101","personer","innvandring","innvandrere","1371"
"befolkning_flytting","2014","030101","personer","innvandring_og_innflytting","innvandrere","2160"
"befolkning_flytting","2014","030101","personer","nettoinnflytting","innvandrere","237"
"befolkning_flytting","2014","030101","personer","nettoinnvandring","innvandrere","861"
"befolkning_flytting","2014","030101","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1098"
"befolkning_flytting","2014","030101","personer","utflytting","innvandrere","552"
"befolkning_flytting","2014","030101","personer","utvandring","innvandrere","510"
"befolkning_flytting","2014","030101","personer","utvandring_og_utflytting","innvandrere","1062"
"befolkning_flytting","2014","030102","personer","innflytting","innvandrere","869"
"befolkning_flytting","2014","030102","personer","innvandring","innvandrere","1681"
"befolkning_flytting","2014","030102","personer","innvandring_og_innflytting","innvandrere","2550"
"befolkning_flytting","2014","030102","personer","nettoinnflytting","innvandrere","184"
"befolkning_flytting","2014","030102","personer","nettoinnvandring","innvandrere","968"
"befolkning_flytting","2014","030102","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1152"
"befolkning_flytting","2014","030102","personer","utflytting","innvandrere","685"
"befolkning_flytting","2014","030102","personer","utvandring","innvandrere","713"
"befolkning_flytting","2014","030102","personer","utvandring_og_utflytting","innvandrere","1398"
"befolkning_flytting","2014","030103","personer","innflytting","innvandrere","381"
"befolkning_flytting","2014","030103","personer","innvandring","innvandrere","719"
"befolkning_flytting","2014","030103","personer","innvandring_og_innflytting","innvandrere","1100"
"befolkning_flytting","2014","030103","personer","nettoinnflytting","innvandrere","25"
"befolkning_flytting","2014","030103","personer","nettoinnvandring","innvandrere","385"
"befolkning_flytting","2014","030103","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","410"
"befolkning_flytting","2014","030103","personer","utflytting","innvandrere","356"
"befolkning_flytting","2014","030103","personer","utvandring","innvandrere","334"
"befolkning_flytting","2014","030103","personer","utvandring_og_utflytting","innvandrere","690"
"befolkning_flytting","2014","030104","personer","innflytting","innvandrere","504"
"befolkning_flytting","2014","030104","personer","innvandring","innvandrere","1271"
"befolkning_flytting","2014","030104","personer","innvandring_og_innflytting","innvandrere","1775"
"befolkning_flytting","2014","030104","personer","nettoinnflytting","innvandrere","59"
"befolkning_flytting","2014","030104","personer","nettoinnvandring","innvandrere","715"
"befolkning_flytting","2014","030104","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","774"
"befolkning_flytting","2014","030104","personer","utflytting","innvandrere","445"
"befolkning_flytting","2014","030104","personer","utvandring","innvandrere","556"
"befolkning_flytting","2014","030104","personer","utvandring_og_utflytting","innvandrere","1001"
"befolkning_flytting","2014","030105","personer","innflytting","innvandrere","713"
"befolkning_flytting","2014","030105","personer","innvandring","innvandrere","2266"
"befolkning_flytting","2014","030105","personer","innvandring_og_innflytting","innvandrere","2979"
"befolkning_flytting","2014","030105","personer","nettoinnflytting","innvandrere","51"
"befolkning_flytting","2014","030105","personer","nettoinnvandring","innvandrere","1134"
"befolkning_flytting","2014","030105","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","1185"
"befolkning_flytting","2014","030105","personer","utflytting","innvandrere","662"
"befolkning_flytting","2014","030105","personer","utvandring","innvandrere","1132"
"befolkning_flytting","2014","030105","personer","utvandring_og_utflytting","innvandrere","1794"
"befolkning_flytting","2014","030106","personer","innflytting","innvandrere","250"
"befolkning_flytting","2014","030106","personer","innvandring","innvandrere","481"
"befolkning_flytting","2014","030106","personer","innvandring_og_innflytting","innvandrere","731"
"befolkning_flytting","2014","030106","personer","nettoinnflytting","innvandrere","-43"
"befolkning_flytting","2014","030106","personer","nettoinnvandring","innvandrere","271"
"befolkning_flytting","2014","030106","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","228"
"befolkning_flytting","2014","030106","personer","utflytting","innvandrere","293"
"befolkning_flytting","2014","030106","personer","utvandring","innvandrere","210"
"befolkning_flytting","2014","030106","personer","utvandring_og_utflytting","innvandrere","503"
"befolkning_flytting","2014","030107","personer","innflytting","innvandrere","299"
"befolkning_flytting","2014","030107","personer","innvandring","innvandrere","792"
"befolkning_flytting","2014","030107","personer","innvandring_og_innflytting","innvandrere","1091"
"befolkning_flytting","2014","030107","personer","nettoinnflytting","innvandrere","-85"
"befolkning_flytting","2014","030107","personer","nettoinnvandring","innvandrere","410"
"befolkning_flytting","2014","030107","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","325"
"befolkning_flytting","2014","030107","personer","utflytting","innvandrere","384"
"befolkning_flytting","2014","030107","personer","utvandring","innvandrere","382"
"befolkning_flytting","2014","030107","personer","utvandring_og_utflytting","innvandrere","766"
"befolkning_flytting","2014","030108","personer","innflytting","innvandrere","412"
"befolkning_flytting","2014","030108","personer","innvandring","innvandrere","1065"
"befolkning_flytting","2014","030108","personer","innvandring_og_innflytting","innvandrere","1477"
"befolkning_flytting","2014","030108","personer","nettoinnflytting","innvandrere","51"
"befolkning_flytting","2014","030108","personer","nettoinnvandring","innvandrere","544"
"befolkning_flytting","2014","030108","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","595"
"befolkning_flytting","2014","030108","personer","utflytting","innvandrere","361"
"befolkning_flytting","2014","030108","personer","utvandring","innvandrere","521"
"befolkning_flytting","2014","030108","personer","utvandring_og_utflytting","innvandrere","882"
"befolkning_flytting","2014","030109","personer","innflytting","innvandrere","356"
"befolkning_flytting","2014","030109","personer","innvandring","innvandrere","630"
"befolkning_flytting","2014","030109","personer","innvandring_og_innflytting","innvandrere","986"
"befolkning_flytting","2014","030109","personer","nettoinnflytting","innvandrere","-60"
"befolkning_flytting","2014","030109","personer","nettoinnvandring","innvandrere","420"
"befolkning_flytting","2014","030109","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","360"
"befolkning_flytting","2014","030109","personer","utflytting","innvandrere","416"
"befolkning_flytting","2014","030109","personer","utvandring","innvandrere","210"
"befolkning_flytting","2014","030109","personer","utvandring_og_utflytting","innvandrere","626"
"befolkning_flytting","2014","030110","personer","innflytting","innvandrere","255"
"befolkning_flytting","2014","030110","personer","innvandring","innvandrere","381"
"befolkning_flytting","2014","030110","personer","innvandring_og_innflytting","innvandrere","636"
"befolkning_flytting","2014","030110","personer","nettoinnflytting","innvandrere","-46"
"befolkning_flytting","2014","030110","personer","nettoinnvandring","innvandrere","260"
"befolkning_flytting","2014","030110","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","214"
"befolkning_flytting","2014","030110","personer","utflytting","innvandrere","301"
"befolkning_flytting","2014","030110","personer","utvandring","innvandrere","121"
"befolkning_flytting","2014","030110","personer","utvandring_og_utflytting","innvandrere","422"
"befolkning_flytting","2014","030111","personer","innflytting","innvandrere","431"
"befolkning_flytting","2014","030111","personer","innvandring","innvandrere","540"
"befolkning_flytting","2014","030111","personer","innvandring_og_innflytting","innvandrere","971"
"befolkning_flytting","2014","030111","personer","nettoinnflytting","innvandrere","-15"
"befolkning_flytting","2014","030111","personer","nettoinnvandring","innvandrere","377"
"befolkning_flytting","2014","030111","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","362"
"befolkning_flytting","2014","030111","personer","utflytting","innvandrere","446"
"befolkning_flytting","2014","030111","personer","utvandring","innvandrere","163"
"befolkning_flytting","2014","030111","personer","utvandring_og_utflytting","innvandrere","609"
"befolkning_flytting","2014","030112","personer","innflytting","innvandrere","573"
"befolkning_flytting","2014","030112","personer","innvandring","innvandrere","665"
"befolkning_flytting","2014","030112","personer","innvandring_og_innflytting","innvandrere","1238"
"befolkning_flytting","2014","030112","personer","nettoinnflytting","innvandrere","3"
"befolkning_flytting","2014","030112","personer","nettoinnvandring","innvandrere","404"
"befolkning_flytting","2014","030112","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","407"
"befolkning_flytting","2014","030112","personer","utflytting","innvandrere","570"
"befolkning_flytting","2014","030112","personer","utvandring","innvandrere","261"
"befolkning_flytting","2014","030112","personer","utvandring_og_utflytting","innvandrere","831"
"befolkning_flytting","2014","030113","personer","innflytting","innvandrere","270"
"befolkning_flytting","2014","030113","personer","innvandring","innvandrere","426"
"befolkning_flytting","2014","030113","personer","innvandring_og_innflytting","innvandrere","696"
"befolkning_flytting","2014","030113","personer","nettoinnflytting","innvandrere","-8"
"befolkning_flytting","2014","030113","personer","nettoinnvandring","innvandrere","284"
"befolkning_flytting","2014","030113","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","276"
"befolkning_flytting","2014","030113","personer","utflytting","innvandrere","278"
"befolkning_flytting","2014","030113","personer","utvandring","innvandrere","142"
"befolkning_flytting","2014","030113","personer","utvandring_og_utflytting","innvandrere","420"
"befolkning_flytting","2014","030114","personer","innflytting","innvandrere","297"
"befolkning_flytting","2014","030114","personer","innvandring","innvandrere","554"
"befolkning_flytting","2014","030114","personer","innvandring_og_innflytting","innvandrere","851"
"befolkning_flytting","2014","030114","personer","nettoinnflytting","innvandrere","-26"
"befolkning_flytting","2014","030114","personer","nettoinnvandring","innvandrere","358"
"befolkning_flytting","2014","030114","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","332"
"befolkning_flytting","2014","030114","personer","utflytting","innvandrere","323"
"befolkning_flytting","2014","030114","personer","utvandring","innvandrere","196"
"befolkning_flytting","2014","030114","personer","utvandring_og_utflytting","innvandrere","519"
"befolkning_flytting","2014","030115","personer","innflytting","innvandrere","503"
"befolkning_flytting","2014","030115","personer","innvandring","innvandrere","617"
"befolkning_flytting","2014","030115","personer","innvandring_og_innflytting","innvandrere","1120"
"befolkning_flytting","2014","030115","personer","nettoinnflytting","innvandrere","59"
"befolkning_flytting","2014","030115","personer","nettoinnvandring","innvandrere","407"
"befolkning_flytting","2014","030115","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","466"
"befolkning_flytting","2014","030115","personer","utflytting","innvandrere","444"
"befolkning_flytting","2014","030115","personer","utvandring","innvandrere","210"
"befolkning_flytting","2014","030115","personer","utvandring_og_utflytting","innvandrere","654"
"befolkning_flytting","2014","030116","personer","innflytting","innvandrere","42"
"befolkning_flytting","2014","030116","personer","innvandring","innvandrere","116"
"befolkning_flytting","2014","030116","personer","innvandring_og_innflytting","innvandrere","158"
"befolkning_flytting","2014","030116","personer","nettoinnflytting","innvandrere","20"
"befolkning_flytting","2014","030116","personer","nettoinnvandring","innvandrere","59"
"befolkning_flytting","2014","030116","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","79"
"befolkning_flytting","2014","030116","personer","utflytting","innvandrere","22"
"befolkning_flytting","2014","030116","personer","utvandring","innvandrere","57"
"befolkning_flytting","2014","030116","personer","utvandring_og_utflytting","innvandrere","79"
"befolkning_flytting","2014","030117","personer","innflytting","innvandrere","4"
"befolkning_flytting","2014","030117","personer","innvandring","innvandrere","19"
"befolkning_flytting","2014","030117","personer","innvandring_og_innflytting","innvandrere","23"
"befolkning_flytting","2014","030117","personer","nettoinnflytting","innvandrere","-9"
"befolkning_flytting","2014","030117","personer","nettoinnvandring","innvandrere","14"
"befolkning_flytting","2014","030117","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","5"
"befolkning_flytting","2014","030117","personer","utflytting","innvandrere","13"
"befolkning_flytting","2014","030117","personer","utvandring","innvandrere","5"
"befolkning_flytting","2014","030117","personer","utvandring_og_utflytting","innvandrere","18"
"befolkning_flytting","2014","030199","personer","innflytting","innvandrere","34"
"befolkning_flytting","2014","030199","personer","innvandring","innvandrere","21"
"befolkning_flytting","2014","030199","personer","innvandring_og_innflytting","innvandrere","55"
"befolkning_flytting","2014","030199","personer","nettoinnflytting","innvandrere","-89"
"befolkning_flytting","2014","030199","personer","nettoinnvandring","innvandrere","-669"
"befolkning_flytting","2014","030199","personer","nettoinnvandring_og_nettoinnflytting","innvandrere","-758"
"befolkning_flytting","2014","030199","personer","utflytting","innvandrere","123"
"befolkning_flytting","2014","030199","personer","utvandring","innvandrere","690"
"befolkning_flytting","2014","030199","personer","utvandring_og_utflytting","innvandrere","813"
"befolkning_flytting","2014","030101","personer","innflytting","befolkningen_ellers","2223"
"befolkning_flytting","2014","030101","personer","innvandring","befolkningen_ellers","210"
"befolkning_flytting","2014","030101","personer","innvandring_og_innflytting","befolkningen_ellers","2433"
"befolkning_flytting","2014","030101","personer","nettoinnflytting","befolkningen_ellers","147"
"befolkning_flytting","2014","030101","personer","nettoinnvandring","befolkningen_ellers","-55"
"befolkning_flytting","2014","030101","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","92"
"befolkning_flytting","2014","030101","personer","utflytting","befolkningen_ellers","2076"
"befolkning_flytting","2014","030101","personer","utvandring","befolkningen_ellers","265"
"befolkning_flytting","2014","030101","personer","utvandring_og_utflytting","befolkningen_ellers","2341"
"befolkning_flytting","2014","030102","personer","innflytting","befolkningen_ellers","3501"
"befolkning_flytting","2014","030102","personer","innvandring","befolkningen_ellers","183"
"befolkning_flytting","2014","030102","personer","innvandring_og_innflytting","befolkningen_ellers","3684"
"befolkning_flytting","2014","030102","personer","nettoinnflytting","befolkningen_ellers","867"
"befolkning_flytting","2014","030102","personer","nettoinnvandring","befolkningen_ellers","-33"
"befolkning_flytting","2014","030102","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","834"
"befolkning_flytting","2014","030102","personer","utflytting","befolkningen_ellers","2634"
"befolkning_flytting","2014","030102","personer","utvandring","befolkningen_ellers","216"
"befolkning_flytting","2014","030102","personer","utvandring_og_utflytting","befolkningen_ellers","2850"
"befolkning_flytting","2014","030103","personer","innflytting","befolkningen_ellers","2541"
"befolkning_flytting","2014","030103","personer","innvandring","befolkningen_ellers","137"
"befolkning_flytting","2014","030103","personer","innvandring_og_innflytting","befolkningen_ellers","2678"
"befolkning_flytting","2014","030103","personer","nettoinnflytting","befolkningen_ellers","324"
"befolkning_flytting","2014","030103","personer","nettoinnvandring","befolkningen_ellers","-30"
"befolkning_flytting","2014","030103","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","294"
"befolkning_flytting","2014","030103","personer","utflytting","befolkningen_ellers","2217"
"befolkning_flytting","2014","030103","personer","utvandring","befolkningen_ellers","167"
"befolkning_flytting","2014","030103","personer","utvandring_og_utflytting","befolkningen_ellers","2384"
"befolkning_flytting","2014","030104","personer","innflytting","befolkningen_ellers","2759"
"befolkning_flytting","2014","030104","personer","innvandring","befolkningen_ellers","172"
"befolkning_flytting","2014","030104","personer","innvandring_og_innflytting","befolkningen_ellers","2931"
"befolkning_flytting","2014","030104","personer","nettoinnflytting","befolkningen_ellers","800"
"befolkning_flytting","2014","030104","personer","nettoinnvandring","befolkningen_ellers","42"
"befolkning_flytting","2014","030104","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","842"
"befolkning_flytting","2014","030104","personer","utflytting","befolkningen_ellers","1959"
"befolkning_flytting","2014","030104","personer","utvandring","befolkningen_ellers","130"
"befolkning_flytting","2014","030104","personer","utvandring_og_utflytting","befolkningen_ellers","2089"
"befolkning_flytting","2014","030105","personer","innflytting","befolkningen_ellers","3496"
"befolkning_flytting","2014","030105","personer","innvandring","befolkningen_ellers","332"
"befolkning_flytting","2014","030105","personer","innvandring_og_innflytting","befolkningen_ellers","3828"
"befolkning_flytting","2014","030105","personer","nettoinnflytting","befolkningen_ellers","985"
"befolkning_flytting","2014","030105","personer","nettoinnvandring","befolkningen_ellers","75"
"befolkning_flytting","2014","030105","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","1060"
"befolkning_flytting","2014","030105","personer","utflytting","befolkningen_ellers","2511"
"befolkning_flytting","2014","030105","personer","utvandring","befolkningen_ellers","257"
"befolkning_flytting","2014","030105","personer","utvandring_og_utflytting","befolkningen_ellers","2768"
"befolkning_flytting","2014","030106","personer","innflytting","befolkningen_ellers","825"
"befolkning_flytting","2014","030106","personer","innvandring","befolkningen_ellers","116"
"befolkning_flytting","2014","030106","personer","innvandring_og_innflytting","befolkningen_ellers","941"
"befolkning_flytting","2014","030106","personer","nettoinnflytting","befolkningen_ellers","-256"
"befolkning_flytting","2014","030106","personer","nettoinnvandring","befolkningen_ellers","39"
"befolkning_flytting","2014","030106","personer","nettoinnvandring_og_nettoinnflytting","befolkningen_ellers","-217"
"befolkning_flytting","2014","030106","personer","utflytting","befolkningen_ellers","1081"
"befolkning_flytting","2014","030106","personer","utvandring","befolkningen_ellers","77"
"befolkning_flytting","2014","030106","personer","utvandring_og_utflytting","befolkningen_ellers","1158"
