"tabell_navn","aar","naringsregion_nr","kjonn","innvkat_5","enhet","tabellvariabel"
"grunnskolepoeng","2014","01","0","innvandrere","grunnskolepoeng","34,6"
"grunnskolepoeng","2014","01","0","innvandrere","personer","14"
"grunnskolepoeng","2014","01","0","norskfodte_m_innvf","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","01","0","norskfodte_m_innvf","personer","10"
"grunnskolepoeng","2014","02","alle","alle","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","02","alle","alle","personer","729"
"grunnskolepoeng","2014","02","alle","bef_u_innv_og_norskf","grunnskolepoeng","40"
"grunnskolepoeng","2014","02","alle","bef_u_innv_og_norskf","personer","632"
"grunnskolepoeng","2014","02","alle","befolkningen_ellers","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","02","alle","befolkningen_ellers","personer","665"
"grunnskolepoeng","2014","02","alle","innvandrere","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","02","alle","innvandrere","personer","64"
"grunnskolepoeng","2014","02","alle","norskfodte_m_innvf","grunnskolepoeng","35,6"
"grunnskolepoeng","2014","02","alle","norskfodte_m_innvf","personer","34"
"grunnskolepoeng","2014","02","1","alle","grunnskolepoeng","37"
"grunnskolepoeng","2014","02","1","alle","personer","363"
"grunnskolepoeng","2014","02","1","bef_u_innv_og_norskf","grunnskolepoeng","37,2"
"grunnskolepoeng","2014","02","1","bef_u_innv_og_norskf","personer","307"
"grunnskolepoeng","2014","02","1","befolkningen_ellers","grunnskolepoeng","37"
"grunnskolepoeng","2014","02","1","befolkningen_ellers","personer","326"
"grunnskolepoeng","2014","02","1","innvandrere","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","02","1","innvandrere","personer","36"
"grunnskolepoeng","2014","02","1","norskfodte_m_innvf","grunnskolepoeng","34"
"grunnskolepoeng","2014","02","1","norskfodte_m_innvf","personer","19"
"grunnskolepoeng","2014","02","0","alle","grunnskolepoeng","42"
"grunnskolepoeng","2014","02","0","alle","personer","366"
"grunnskolepoeng","2014","02","0","bef_u_innv_og_norskf","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","02","0","bef_u_innv_og_norskf","personer","325"
"grunnskolepoeng","2014","02","0","befolkningen_ellers","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","02","0","befolkningen_ellers","personer","339"
"grunnskolepoeng","2014","02","0","innvandrere","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","02","0","innvandrere","personer","28"
"grunnskolepoeng","2014","02","0","norskfodte_m_innvf","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","02","0","norskfodte_m_innvf","personer","16"
"grunnskolepoeng","2014","03","alle","alle","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","03","alle","alle","personer","716"
"grunnskolepoeng","2014","03","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","03","alle","bef_u_innv_og_norskf","personer","619"
"grunnskolepoeng","2014","03","alle","befolkningen_ellers","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","03","alle","befolkningen_ellers","personer","672"
"grunnskolepoeng","2014","03","alle","innvandrere","grunnskolepoeng","32,6"
"grunnskolepoeng","2014","03","alle","innvandrere","personer","44"
"grunnskolepoeng","2014","03","alle","norskfodte_m_innvf","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","03","alle","norskfodte_m_innvf","personer","52"
"grunnskolepoeng","2014","03","1","alle","grunnskolepoeng","37,8"
"grunnskolepoeng","2014","03","1","alle","personer","375"
"grunnskolepoeng","2014","03","1","bef_u_innv_og_norskf","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","03","1","bef_u_innv_og_norskf","personer","327"
"grunnskolepoeng","2014","03","1","befolkningen_ellers","grunnskolepoeng","38,2"
"grunnskolepoeng","2014","03","1","befolkningen_ellers","personer","351"
"grunnskolepoeng","2014","03","1","innvandrere","grunnskolepoeng","31,2"
"grunnskolepoeng","2014","03","1","innvandrere","personer","23"
"grunnskolepoeng","2014","03","1","norskfodte_m_innvf","grunnskolepoeng","35,2"
"grunnskolepoeng","2014","03","1","norskfodte_m_innvf","personer","25"
"grunnskolepoeng","2014","03","0","alle","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","03","0","alle","personer","341"
"grunnskolepoeng","2014","03","0","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","03","0","bef_u_innv_og_norskf","personer","292"
"grunnskolepoeng","2014","03","0","befolkningen_ellers","grunnskolepoeng","42,2"
"grunnskolepoeng","2014","03","0","befolkningen_ellers","personer","321"
"grunnskolepoeng","2014","03","0","innvandrere","grunnskolepoeng","34,2"
"grunnskolepoeng","2014","03","0","innvandrere","personer","21"
"grunnskolepoeng","2014","03","0","norskfodte_m_innvf","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","03","0","norskfodte_m_innvf","personer","28"
"grunnskolepoeng","2014","04","alle","alle","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","04","alle","alle","personer","1580"
"grunnskolepoeng","2014","04","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","04","alle","bef_u_innv_og_norskf","personer","1333"
"grunnskolepoeng","2014","04","alle","befolkningen_ellers","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","04","alle","befolkningen_ellers","personer","1406"
"grunnskolepoeng","2014","04","alle","innvandrere","grunnskolepoeng","35,8"
"grunnskolepoeng","2014","04","alle","innvandrere","personer","175"
"grunnskolepoeng","2014","04","alle","norskfodte_m_innvf","grunnskolepoeng","38,8"
"grunnskolepoeng","2014","04","alle","norskfodte_m_innvf","personer","72"
"grunnskolepoeng","2014","04","1","alle","grunnskolepoeng","37"
"grunnskolepoeng","2014","04","1","alle","personer","796"
"grunnskolepoeng","2014","04","1","bef_u_innv_og_norskf","grunnskolepoeng","37,4"
"grunnskolepoeng","2014","04","1","bef_u_innv_og_norskf","personer","662"
"grunnskolepoeng","2014","04","1","befolkningen_ellers","grunnskolepoeng","37,4"
"grunnskolepoeng","2014","04","1","befolkningen_ellers","personer","705"
"grunnskolepoeng","2014","04","1","innvandrere","grunnskolepoeng","33,4"
"grunnskolepoeng","2014","04","1","innvandrere","personer","90"
"grunnskolepoeng","2014","04","1","norskfodte_m_innvf","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","04","1","norskfodte_m_innvf","personer","42"
"grunnskolepoeng","2014","04","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","04","0","alle","personer","784"
"grunnskolepoeng","2014","04","0","bef_u_innv_og_norskf","grunnskolepoeng","42,2"
"grunnskolepoeng","2014","04","0","bef_u_innv_og_norskf","personer","671"
"grunnskolepoeng","2014","04","0","befolkningen_ellers","grunnskolepoeng","42"
"grunnskolepoeng","2014","04","0","befolkningen_ellers","personer","701"
"grunnskolepoeng","2014","04","0","innvandrere","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","04","0","innvandrere","personer","85"
"grunnskolepoeng","2014","04","0","norskfodte_m_innvf","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","04","0","norskfodte_m_innvf","personer","30"
"grunnskolepoeng","2014","05","alle","alle","grunnskolepoeng","43,2"
"grunnskolepoeng","2014","05","alle","alle","personer","2152"
"grunnskolepoeng","2014","05","alle","bef_u_innv_og_norskf","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","05","alle","bef_u_innv_og_norskf","personer","1943"
"grunnskolepoeng","2014","05","alle","befolkningen_ellers","grunnskolepoeng","43,4"
"grunnskolepoeng","2014","05","alle","befolkningen_ellers","personer","2032"
"grunnskolepoeng","2014","05","alle","innvandrere","grunnskolepoeng","37,4"
"grunnskolepoeng","2014","05","alle","innvandrere","personer","120"
"grunnskolepoeng","2014","05","alle","norskfodte_m_innvf","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","05","alle","norskfodte_m_innvf","personer","89"
"grunnskolepoeng","2014","05","1","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","05","1","alle","personer","1110"
"grunnskolepoeng","2014","05","1","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","05","1","bef_u_innv_og_norskf","personer","1009"
"grunnskolepoeng","2014","05","1","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","05","1","befolkningen_ellers","personer","1056"
"grunnskolepoeng","2014","05","1","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","05","1","innvandrere","personer","54"
"grunnskolepoeng","2014","05","1","norskfodte_m_innvf","grunnskolepoeng","39"
"grunnskolepoeng","2014","05","1","norskfodte_m_innvf","personer","47"
"grunnskolepoeng","2014","05","0","alle","grunnskolepoeng","44,8"
"grunnskolepoeng","2014","05","0","alle","personer","1042"
"grunnskolepoeng","2014","05","0","bef_u_innv_og_norskf","grunnskolepoeng","45,4"
"grunnskolepoeng","2014","05","0","bef_u_innv_og_norskf","personer","934"
"grunnskolepoeng","2014","05","0","befolkningen_ellers","grunnskolepoeng","45,4"
"grunnskolepoeng","2014","05","0","befolkningen_ellers","personer","976"
"grunnskolepoeng","2014","05","0","innvandrere","grunnskolepoeng","38"
"grunnskolepoeng","2014","05","0","innvandrere","personer","66"
"grunnskolepoeng","2014","05","0","norskfodte_m_innvf","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","05","0","norskfodte_m_innvf","personer","42"
"grunnskolepoeng","2014","06","alle","alle","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","06","alle","alle","personer","1745"
"grunnskolepoeng","2014","06","alle","bef_u_innv_og_norskf","grunnskolepoeng","42"
"grunnskolepoeng","2014","06","alle","bef_u_innv_og_norskf","personer","1582"
"grunnskolepoeng","2014","06","alle","befolkningen_ellers","grunnskolepoeng","42"
"grunnskolepoeng","2014","06","alle","befolkningen_ellers","personer","1646"
"grunnskolepoeng","2014","06","alle","innvandrere","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","06","alle","innvandrere","personer","99"
"grunnskolepoeng","2014","06","alle","norskfodte_m_innvf","grunnskolepoeng","42,4"
"grunnskolepoeng","2014","06","alle","norskfodte_m_innvf","personer","64"
"grunnskolepoeng","2014","06","1","alle","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","06","1","alle","personer","869"
"grunnskolepoeng","2014","06","1","bef_u_innv_og_norskf","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","06","1","bef_u_innv_og_norskf","personer","791"
"grunnskolepoeng","2014","06","1","befolkningen_ellers","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","06","1","befolkningen_ellers","personer","817"
"grunnskolepoeng","2014","06","1","innvandrere","grunnskolepoeng","34,8"
"grunnskolepoeng","2014","06","1","innvandrere","personer","53"
"grunnskolepoeng","2014","06","1","norskfodte_m_innvf","grunnskolepoeng","41"
"grunnskolepoeng","2014","06","1","norskfodte_m_innvf","personer","24"
"grunnskolepoeng","2014","06","0","alle","grunnskolepoeng","43,4"
"grunnskolepoeng","2014","06","0","alle","personer","876"
"grunnskolepoeng","2014","06","0","bef_u_innv_og_norskf","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","06","0","bef_u_innv_og_norskf","personer","791"
"grunnskolepoeng","2014","06","0","befolkningen_ellers","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","06","0","befolkningen_ellers","personer","829"
"grunnskolepoeng","2014","06","0","innvandrere","grunnskolepoeng","39"
"grunnskolepoeng","2014","06","0","innvandrere","personer","47"
"grunnskolepoeng","2014","06","0","norskfodte_m_innvf","grunnskolepoeng","43,2"
"grunnskolepoeng","2014","06","0","norskfodte_m_innvf","personer","39"
"grunnskolepoeng","2014","07","alle","alle","grunnskolepoeng","41"
"grunnskolepoeng","2014","07","alle","alle","personer","2160"
"grunnskolepoeng","2014","07","alle","bef_u_innv_og_norskf","grunnskolepoeng","41,4"
"grunnskolepoeng","2014","07","alle","bef_u_innv_og_norskf","personer","1790"
"grunnskolepoeng","2014","07","alle","befolkningen_ellers","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","07","alle","befolkningen_ellers","personer","1990"
"grunnskolepoeng","2014","07","alle","innvandrere","grunnskolepoeng","37,8"
"grunnskolepoeng","2014","07","alle","innvandrere","personer","170"
"grunnskolepoeng","2014","07","alle","norskfodte_m_innvf","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","07","alle","norskfodte_m_innvf","personer","199"
"grunnskolepoeng","2014","07","1","alle","grunnskolepoeng","39"
"grunnskolepoeng","2014","07","1","alle","personer","1076"
"grunnskolepoeng","2014","07","1","bef_u_innv_og_norskf","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","07","1","bef_u_innv_og_norskf","personer","895"
"grunnskolepoeng","2014","07","1","befolkningen_ellers","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","07","1","befolkningen_ellers","personer","993"
"grunnskolepoeng","2014","07","1","innvandrere","grunnskolepoeng","35,8"
"grunnskolepoeng","2014","07","1","innvandrere","personer","81"
"grunnskolepoeng","2014","07","1","norskfodte_m_innvf","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","07","1","norskfodte_m_innvf","personer","99"
"grunnskolepoeng","2014","07","0","alle","grunnskolepoeng","43"
"grunnskolepoeng","2014","07","0","alle","personer","1084"
"grunnskolepoeng","2014","07","0","bef_u_innv_og_norskf","grunnskolepoeng","43,4"
"grunnskolepoeng","2014","07","0","bef_u_innv_og_norskf","personer","895"
"grunnskolepoeng","2014","07","0","befolkningen_ellers","grunnskolepoeng","43,2"
"grunnskolepoeng","2014","07","0","befolkningen_ellers","personer","997"
"grunnskolepoeng","2014","07","0","innvandrere","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","07","0","innvandrere","personer","88"
"grunnskolepoeng","2014","07","0","norskfodte_m_innvf","grunnskolepoeng","41,4"
"grunnskolepoeng","2014","07","0","norskfodte_m_innvf","personer","100"
"grunnskolepoeng","2014","08","alle","alle","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","08","alle","alle","personer","1201"
"grunnskolepoeng","2014","08","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","08","alle","bef_u_innv_og_norskf","personer","1069"
"grunnskolepoeng","2014","08","alle","befolkningen_ellers","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","08","alle","befolkningen_ellers","personer","1125"
"grunnskolepoeng","2014","08","alle","innvandrere","grunnskolepoeng","34,8"
"grunnskolepoeng","2014","08","alle","innvandrere","personer","76"
"grunnskolepoeng","2014","08","alle","norskfodte_m_innvf","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","08","alle","norskfodte_m_innvf","personer","55"
"grunnskolepoeng","2014","08","1","alle","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","08","1","alle","personer","594"
"grunnskolepoeng","2014","08","1","bef_u_innv_og_norskf","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","08","1","bef_u_innv_og_norskf","personer","517"
"grunnskolepoeng","2014","08","1","befolkningen_ellers","grunnskolepoeng","37"
"grunnskolepoeng","2014","08","1","befolkningen_ellers","personer","551"
"grunnskolepoeng","2014","08","1","innvandrere","grunnskolepoeng","32,6"
"grunnskolepoeng","2014","08","1","innvandrere","personer","43"
"grunnskolepoeng","2014","08","1","norskfodte_m_innvf","grunnskolepoeng","39"
"grunnskolepoeng","2014","08","1","norskfodte_m_innvf","personer","34"
"grunnskolepoeng","2014","08","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","08","0","alle","personer","607"
"grunnskolepoeng","2014","08","0","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","08","0","bef_u_innv_og_norskf","personer","552"
"grunnskolepoeng","2014","08","0","befolkningen_ellers","grunnskolepoeng","41,8"
"grunnskolepoeng","2014","08","0","befolkningen_ellers","personer","574"
"grunnskolepoeng","2014","08","0","innvandrere","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","08","0","innvandrere","personer","33"
"grunnskolepoeng","2014","08","0","norskfodte_m_innvf","grunnskolepoeng","40,8"
"grunnskolepoeng","2014","08","0","norskfodte_m_innvf","personer","21"
"grunnskolepoeng","2014","09","alle","alle","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","09","alle","alle","personer","5199"
"grunnskolepoeng","2014","09","alle","bef_u_innv_og_norskf","grunnskolepoeng","43,6"
"grunnskolepoeng","2014","09","alle","bef_u_innv_og_norskf","personer","3405"
"grunnskolepoeng","2014","09","alle","befolkningen_ellers","grunnskolepoeng","42,2"
"grunnskolepoeng","2014","09","alle","befolkningen_ellers","personer","4607"
"grunnskolepoeng","2014","09","alle","innvandrere","grunnskolepoeng","34,2"
"grunnskolepoeng","2014","09","alle","innvandrere","personer","592"
"grunnskolepoeng","2014","09","alle","norskfodte_m_innvf","grunnskolepoeng","38,2"
"grunnskolepoeng","2014","09","alle","norskfodte_m_innvf","personer","1202"
"grunnskolepoeng","2014","09","1","alle","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","09","1","alle","personer","2687"
"grunnskolepoeng","2014","09","1","bef_u_innv_og_norskf","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","09","1","bef_u_innv_og_norskf","personer","1777"
"grunnskolepoeng","2014","09","1","befolkningen_ellers","grunnskolepoeng","40,4"
"grunnskolepoeng","2014","09","1","befolkningen_ellers","personer","2383"
"grunnskolepoeng","2014","09","1","innvandrere","grunnskolepoeng","33,4"
"grunnskolepoeng","2014","09","1","innvandrere","personer","304"
"grunnskolepoeng","2014","09","1","norskfodte_m_innvf","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","09","1","norskfodte_m_innvf","personer","606"
"grunnskolepoeng","2014","09","0","alle","grunnskolepoeng","43"
"grunnskolepoeng","2014","09","0","alle","personer","2512"
"grunnskolepoeng","2014","09","0","bef_u_innv_og_norskf","grunnskolepoeng","45,6"
"grunnskolepoeng","2014","09","0","bef_u_innv_og_norskf","personer","1628"
"grunnskolepoeng","2014","09","0","befolkningen_ellers","grunnskolepoeng","44"
"grunnskolepoeng","2014","09","0","befolkningen_ellers","personer","2224"
"grunnskolepoeng","2014","09","0","innvandrere","grunnskolepoeng","35"
"grunnskolepoeng","2014","09","0","innvandrere","personer","288"
"grunnskolepoeng","2014","09","0","norskfodte_m_innvf","grunnskolepoeng","40"
"grunnskolepoeng","2014","09","0","norskfodte_m_innvf","personer","596"
"grunnskolepoeng","2014","10","alle","alle","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","10","alle","alle","personer","235"
"grunnskolepoeng","2014","10","alle","bef_u_innv_og_norskf","grunnskolepoeng","42"
"grunnskolepoeng","2014","10","alle","bef_u_innv_og_norskf","personer","212"
"grunnskolepoeng","2014","10","alle","befolkningen_ellers","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","10","alle","befolkningen_ellers","personer","217"
"grunnskolepoeng","2014","10","alle","innvandrere","grunnskolepoeng","36,8"
"grunnskolepoeng","2014","10","alle","innvandrere","personer","18"
"grunnskolepoeng","2014","10","alle","norskfodte_m_innvf","grunnskolepoeng","30,4"
"grunnskolepoeng","2014","10","alle","norskfodte_m_innvf","personer","4"
"grunnskolepoeng","2014","10","1","alle","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","10","1","alle","personer","118"
"grunnskolepoeng","2014","10","1","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2014","10","1","bef_u_innv_og_norskf","personer","103"
"grunnskolepoeng","2014","10","1","befolkningen_ellers","grunnskolepoeng","40,2"
"grunnskolepoeng","2014","10","1","befolkningen_ellers","personer","107"
"grunnskolepoeng","2014","10","1","innvandrere","grunnskolepoeng","37"
"grunnskolepoeng","2014","10","1","innvandrere","personer","9"
"grunnskolepoeng","2014","10","1","norskfodte_m_innvf","grunnskolepoeng","29,8"
"grunnskolepoeng","2014","10","1","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2014","10","0","alle","grunnskolepoeng","42,6"
"grunnskolepoeng","2014","10","0","alle","personer","117"
"grunnskolepoeng","2014","10","0","bef_u_innv_og_norskf","grunnskolepoeng","43,2"
"grunnskolepoeng","2014","10","0","bef_u_innv_og_norskf","personer","109"
"grunnskolepoeng","2014","10","0","befolkningen_ellers","grunnskolepoeng","43"
"grunnskolepoeng","2014","10","0","befolkningen_ellers","personer","110"
"grunnskolepoeng","2014","10","0","innvandrere","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","10","0","innvandrere","personer","9"
"grunnskolepoeng","2014","10","0","norskfodte_m_innvf","grunnskolepoeng","0"
"grunnskolepoeng","2014","10","0","norskfodte_m_innvf","personer","0"
"grunnskolepoeng","2014","11","alle","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","11","alle","alle","personer","571"
"grunnskolepoeng","2014","11","alle","bef_u_innv_og_norskf","grunnskolepoeng","38,4"
"grunnskolepoeng","2014","11","alle","bef_u_innv_og_norskf","personer","523"
"grunnskolepoeng","2014","11","alle","befolkningen_ellers","grunnskolepoeng","38,6"
"grunnskolepoeng","2014","11","alle","befolkningen_ellers","personer","537"
"grunnskolepoeng","2014","11","alle","innvandrere","grunnskolepoeng","35,6"
"grunnskolepoeng","2014","11","alle","innvandrere","personer","35"
"grunnskolepoeng","2014","11","alle","norskfodte_m_innvf","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","11","alle","norskfodte_m_innvf","personer","11"
"grunnskolepoeng","2014","11","1","alle","grunnskolepoeng","36"
"grunnskolepoeng","2014","11","1","alle","personer","303"
"grunnskolepoeng","2014","11","1","bef_u_innv_og_norskf","grunnskolepoeng","36"
"grunnskolepoeng","2014","11","1","bef_u_innv_og_norskf","personer","277"
"grunnskolepoeng","2014","11","1","befolkningen_ellers","grunnskolepoeng","36"
"grunnskolepoeng","2014","11","1","befolkningen_ellers","personer","283"
"grunnskolepoeng","2014","11","1","innvandrere","grunnskolepoeng","35"
"grunnskolepoeng","2014","11","1","innvandrere","personer","14"
"grunnskolepoeng","2014","11","1","norskfodte_m_innvf","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","11","1","norskfodte_m_innvf","personer","5"
"grunnskolepoeng","2014","11","0","alle","grunnskolepoeng","41"
"grunnskolepoeng","2014","11","0","alle","personer","268"
"grunnskolepoeng","2014","11","0","bef_u_innv_og_norskf","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","11","0","bef_u_innv_og_norskf","personer","246"
"grunnskolepoeng","2014","11","0","befolkningen_ellers","grunnskolepoeng","41,2"
"grunnskolepoeng","2014","11","0","befolkningen_ellers","personer","254"
"grunnskolepoeng","2014","11","0","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2014","11","0","innvandrere","personer","20"
"grunnskolepoeng","2014","11","0","norskfodte_m_innvf","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","11","0","norskfodte_m_innvf","personer","6"
"grunnskolepoeng","2014","12","alle","alle","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","12","alle","alle","personer","1059"
"grunnskolepoeng","2014","12","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","12","alle","bef_u_innv_og_norskf","personer","972"
"grunnskolepoeng","2014","12","alle","befolkningen_ellers","grunnskolepoeng","39,8"
"grunnskolepoeng","2014","12","alle","befolkningen_ellers","personer","985"
"grunnskolepoeng","2014","12","alle","innvandrere","grunnskolepoeng","34,4"
"grunnskolepoeng","2014","12","alle","innvandrere","personer","74"
"grunnskolepoeng","2014","12","alle","norskfodte_m_innvf","grunnskolepoeng","37,8"
"grunnskolepoeng","2014","12","alle","norskfodte_m_innvf","personer","11"
"grunnskolepoeng","2014","12","1","alle","grunnskolepoeng","37,4"
"grunnskolepoeng","2014","12","1","alle","personer","542"
"grunnskolepoeng","2014","12","1","bef_u_innv_og_norskf","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","12","1","bef_u_innv_og_norskf","personer","495"
"grunnskolepoeng","2014","12","1","befolkningen_ellers","grunnskolepoeng","37,6"
"grunnskolepoeng","2014","12","1","befolkningen_ellers","personer","504"
"grunnskolepoeng","2014","12","1","innvandrere","grunnskolepoeng","33,4"
"grunnskolepoeng","2014","12","1","innvandrere","personer","38"
"grunnskolepoeng","2014","12","1","norskfodte_m_innvf","grunnskolepoeng","36,4"
"grunnskolepoeng","2014","12","1","norskfodte_m_innvf","personer","8"
"grunnskolepoeng","2014","12","0","alle","grunnskolepoeng","41,6"
"grunnskolepoeng","2014","12","0","alle","personer","517"
"grunnskolepoeng","2014","12","0","bef_u_innv_og_norskf","grunnskolepoeng","42"
"grunnskolepoeng","2014","12","0","bef_u_innv_og_norskf","personer","477"
"grunnskolepoeng","2014","12","0","befolkningen_ellers","grunnskolepoeng","42"
"grunnskolepoeng","2014","12","0","befolkningen_ellers","personer","481"
"grunnskolepoeng","2014","12","0","innvandrere","grunnskolepoeng","35,4"
"grunnskolepoeng","2014","12","0","innvandrere","personer","36"
"grunnskolepoeng","2014","12","0","norskfodte_m_innvf","grunnskolepoeng","41"
"grunnskolepoeng","2014","12","0","norskfodte_m_innvf","personer","3"
"grunnskolepoeng","2014","13","alle","alle","grunnskolepoeng","39,2"
"grunnskolepoeng","2014","13","alle","alle","personer","385"
"grunnskolepoeng","2014","13","alle","bef_u_innv_og_norskf","grunnskolepoeng","39,6"
"grunnskolepoeng","2014","13","alle","bef_u_innv_og_norskf","personer","351"
"grunnskolepoeng","2014","13","alle","befolkningen_ellers","grunnskolepoeng","39,4"
"grunnskolepoeng","2014","13","alle","befolkningen_ellers","personer","358"
"grunnskolepoeng","2014","13","alle","innvandrere","grunnskolepoeng","35,4"
"grunnskolepoeng","2014","13","alle","innvandrere","personer","26"
