"aar","bydel_nr","flytting","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","Fylke","naringsregion_nr","kommune_nr"
2013,"000301","nettoinnvandring_og_nettoinnflytting","2","personer","3175","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"000301","nettoinnvandring_og_nettoinnflytting","alle","personer","6905","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innvandring","1","personer","833","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innvandring","2","personer","486","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innvandring","alle","personer","1319","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utvandring","1","personer","384","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utvandring","2","personer","252","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utvandring","alle","personer","636","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring","1","personer","449","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring","2","personer","234","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring","alle","personer","683","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innflytting","1","personer","241","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innflytting","2","personer","446","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innflytting","alle","personer","687","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utflytting","1","personer","239","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utflytting","2","personer","311","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utflytting","alle","personer","550","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnflytting","1","personer","2","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnflytting","2","personer","135","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnflytting","alle","personer","137","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innvandring_og_innflytting","1","personer","1074","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innvandring_og_innflytting","2","personer","932","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","innvandring_og_innflytting","alle","personer","2006","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utvandring_og_utflytting","1","personer","623","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utvandring_og_utflytting","2","personer","563","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","utvandring_og_utflytting","alle","personer","1186","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring_og_nettoinnflytting","1","personer","451","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring_og_nettoinnflytting","2","personer","369","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030101","nettoinnvandring_og_nettoinnflytting","alle","personer","820","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innvandring","1","personer","1234","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innvandring","2","personer","544","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innvandring","alle","personer","1778","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utvandring","1","personer","665","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utvandring","2","personer","256","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utvandring","alle","personer","921","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring","1","personer","569","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring","2","personer","288","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring","alle","personer","857","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innflytting","1","personer","297","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innflytting","2","personer","502","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innflytting","alle","personer","799","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utflytting","1","personer","351","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utflytting","2","personer","357","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utflytting","alle","personer","708","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnflytting","1","personer","-54","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnflytting","2","personer","145","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnflytting","alle","personer","91","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innvandring_og_innflytting","1","personer","1531","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innvandring_og_innflytting","2","personer","1046","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","innvandring_og_innflytting","alle","personer","2577","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utvandring_og_utflytting","1","personer","1016","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utvandring_og_utflytting","2","personer","613","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","utvandring_og_utflytting","alle","personer","1629","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring_og_nettoinnflytting","1","personer","515","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring_og_nettoinnflytting","2","personer","433","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030102","nettoinnvandring_og_nettoinnflytting","alle","personer","948","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innvandring","1","personer","511","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innvandring","2","personer","263","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innvandring","alle","personer","774","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utvandring","1","personer","231","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utvandring","2","personer","105","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utvandring","alle","personer","336","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring","1","personer","280","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring","2","personer","158","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring","alle","personer","438","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innflytting","1","personer","146","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innflytting","2","personer","205","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innflytting","alle","personer","351","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utflytting","1","personer","173","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utflytting","2","personer","186","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utflytting","alle","personer","359","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnflytting","1","personer","-27","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnflytting","2","personer","19","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnflytting","alle","personer","-8","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innvandring_og_innflytting","1","personer","657","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innvandring_og_innflytting","2","personer","468","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","innvandring_og_innflytting","alle","personer","1125","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utvandring_og_utflytting","1","personer","404","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utvandring_og_utflytting","2","personer","291","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","utvandring_og_utflytting","alle","personer","695","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring_og_nettoinnflytting","1","personer","253","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring_og_nettoinnflytting","2","personer","177","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030103","nettoinnvandring_og_nettoinnflytting","alle","personer","430","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innvandring","1","personer","891","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innvandring","2","personer","530","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innvandring","alle","personer","1421","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utvandring","1","personer","506","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utvandring","2","personer","192","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utvandring","alle","personer","698","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring","1","personer","385","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring","2","personer","338","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring","alle","personer","723","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innflytting","1","personer","218","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innflytting","2","personer","244","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innflytting","alle","personer","462","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utflytting","1","personer","250","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utflytting","2","personer","181","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utflytting","alle","personer","431","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnflytting","1","personer","-32","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnflytting","2","personer","63","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnflytting","alle","personer","31","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innvandring_og_innflytting","1","personer","1109","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innvandring_og_innflytting","2","personer","774","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","innvandring_og_innflytting","alle","personer","1883","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utvandring_og_utflytting","1","personer","756","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utvandring_og_utflytting","2","personer","373","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","utvandring_og_utflytting","alle","personer","1129","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring_og_nettoinnflytting","1","personer","353","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring_og_nettoinnflytting","2","personer","401","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030104","nettoinnvandring_og_nettoinnflytting","alle","personer","754","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innvandring","1","personer","1484","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innvandring","2","personer","713","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innvandring","alle","personer","2197","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utvandring","1","personer","815","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utvandring","2","personer","333","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utvandring","alle","personer","1148","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring","1","personer","669","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring","2","personer","380","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring","alle","personer","1049","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innflytting","1","personer","388","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innflytting","2","personer","331","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innflytting","alle","personer","719","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utflytting","1","personer","326","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utflytting","2","personer","242","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utflytting","alle","personer","568","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnflytting","1","personer","62","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnflytting","2","personer","89","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnflytting","alle","personer","151","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innvandring_og_innflytting","1","personer","1872","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innvandring_og_innflytting","2","personer","1044","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","innvandring_og_innflytting","alle","personer","2916","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utvandring_og_utflytting","1","personer","1141","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utvandring_og_utflytting","2","personer","575","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","utvandring_og_utflytting","alle","personer","1716","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring_og_nettoinnflytting","1","personer","731","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring_og_nettoinnflytting","2","personer","469","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030105","nettoinnvandring_og_nettoinnflytting","alle","personer","1200","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innvandring","1","personer","318","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innvandring","2","personer","232","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innvandring","alle","personer","550","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utvandring","1","personer","133","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utvandring","2","personer","134","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utvandring","alle","personer","267","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring","1","personer","185","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring","2","personer","98","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring","alle","personer","283","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innflytting","1","personer","117","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innflytting","2","personer","115","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innflytting","alle","personer","232","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utflytting","1","personer","193","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utflytting","2","personer","125","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utflytting","alle","personer","318","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnflytting","1","personer","-76","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnflytting","2","personer","-10","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnflytting","alle","personer","-86","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innvandring_og_innflytting","1","personer","435","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innvandring_og_innflytting","2","personer","347","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","innvandring_og_innflytting","alle","personer","782","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utvandring_og_utflytting","1","personer","326","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utvandring_og_utflytting","2","personer","259","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","utvandring_og_utflytting","alle","personer","585","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring_og_nettoinnflytting","1","personer","109","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring_og_nettoinnflytting","2","personer","88","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030106","nettoinnvandring_og_nettoinnflytting","alle","personer","197","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innvandring","1","personer","512","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innvandring","2","personer","377","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innvandring","alle","personer","889","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utvandring","1","personer","190","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utvandring","2","personer","197","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utvandring","alle","personer","387","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring","1","personer","322","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring","2","personer","180","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring","alle","personer","502","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innflytting","1","personer","134","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innflytting","2","personer","141","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innflytting","alle","personer","275","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utflytting","1","personer","208","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utflytting","2","personer","128","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utflytting","alle","personer","336","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnflytting","1","personer","-74","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnflytting","2","personer","13","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnflytting","alle","personer","-61","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innvandring_og_innflytting","1","personer","646","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innvandring_og_innflytting","2","personer","518","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","innvandring_og_innflytting","alle","personer","1164","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utvandring_og_utflytting","1","personer","398","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utvandring_og_utflytting","2","personer","325","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","utvandring_og_utflytting","alle","personer","723","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring_og_nettoinnflytting","1","personer","248","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring_og_nettoinnflytting","2","personer","193","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030107","nettoinnvandring_og_nettoinnflytting","alle","personer","441","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innvandring","1","personer","647","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innvandring","2","personer","549","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innvandring","alle","personer","1196","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utvandring","1","personer","395","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utvandring","2","personer","331","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utvandring","alle","personer","726","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring","1","personer","252","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring","2","personer","218","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring","alle","personer","470","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innflytting","1","personer","117","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innflytting","2","personer","220","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innflytting","alle","personer","337","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utflytting","1","personer","177","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utflytting","2","personer","202","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utflytting","alle","personer","379","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnflytting","1","personer","-60","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnflytting","2","personer","18","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnflytting","alle","personer","-42","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innvandring_og_innflytting","1","personer","764","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innvandring_og_innflytting","2","personer","769","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","innvandring_og_innflytting","alle","personer","1533","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utvandring_og_utflytting","1","personer","572","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utvandring_og_utflytting","2","personer","533","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","utvandring_og_utflytting","alle","personer","1105","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring_og_nettoinnflytting","1","personer","192","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring_og_nettoinnflytting","2","personer","236","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030108","nettoinnvandring_og_nettoinnflytting","alle","personer","428","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","innvandring","1","personer","395","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","innvandring","2","personer","336","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","innvandring","alle","personer","731","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","utvandring","1","personer","98","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","utvandring","2","personer","145","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","utvandring","alle","personer","243","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","nettoinnvandring","1","personer","297","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","nettoinnvandring","2","personer","191","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","nettoinnvandring","alle","personer","488","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","innflytting","1","personer","135","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","innflytting","2","personer","259","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","innflytting","alle","personer","394","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","utflytting","1","personer","159","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","utflytting","2","personer","234","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","utflytting","alle","personer","393","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
2013,"030109","nettoinnflytting","1","personer","-24","befolkning_flytting_vreg","NULL","NULL","NULL","NULL"
