"tabell_navn","aar","fylke_nr","innvkat_5","kjonn","enhet","tabellvariabel"
"befolkning_hovedgruppe",2015,"04","bef_u_innv_og_norskf","1","person",88083
"befolkning_hovedgruppe",2015,"04","alle","0","person",97841
"befolkning_hovedgruppe",2015,"04","innvandrere","0","person",7708
"befolkning_hovedgruppe",2015,"04","befolkningen_ellers","0","person",90133
"befolkning_hovedgruppe",2015,"04","norskfodte_m_innvf","0","person",1150
"befolkning_hovedgruppe",2015,"04","bef_u_innv_og_norskf","0","person",88983
"befolkning_hovedgruppe",2015,"05","alle","alle","person",188807
"befolkning_hovedgruppe",2015,"05","innvandrere","alle","person",15632
"befolkning_hovedgruppe",2015,"05","befolkningen_ellers","alle","person",173175
"befolkning_hovedgruppe",2015,"05","norskfodte_m_innvf","alle","person",2273
"befolkning_hovedgruppe",2015,"05","bef_u_innv_og_norskf","alle","person",170902
"befolkning_hovedgruppe",2015,"05","alle","1","person",94560
"befolkning_hovedgruppe",2015,"05","innvandrere","1","person",8193
"befolkning_hovedgruppe",2015,"05","befolkningen_ellers","1","person",86367
"befolkning_hovedgruppe",2015,"05","norskfodte_m_innvf","1","person",1155
"befolkning_hovedgruppe",2015,"05","bef_u_innv_og_norskf","1","person",85212
"befolkning_hovedgruppe",2015,"05","alle","0","person",94247
"befolkning_hovedgruppe",2015,"05","innvandrere","0","person",7439
"befolkning_hovedgruppe",2015,"05","befolkningen_ellers","0","person",86808
"befolkning_hovedgruppe",2015,"05","norskfodte_m_innvf","0","person",1118
"befolkning_hovedgruppe",2015,"05","bef_u_innv_og_norskf","0","person",85690
"befolkning_hovedgruppe",2015,"06","alle","alle","person",274737
"befolkning_hovedgruppe",2015,"06","innvandrere","alle","person",39132
"befolkning_hovedgruppe",2015,"06","befolkningen_ellers","alle","person",235605
"befolkning_hovedgruppe",2015,"06","norskfodte_m_innvf","alle","person",8893
"befolkning_hovedgruppe",2015,"06","bef_u_innv_og_norskf","alle","person",226712
"befolkning_hovedgruppe",2015,"06","alle","1","person",137906
"befolkning_hovedgruppe",2015,"06","innvandrere","1","person",20377
"befolkning_hovedgruppe",2015,"06","befolkningen_ellers","1","person",117529
"befolkning_hovedgruppe",2015,"06","norskfodte_m_innvf","1","person",4530
"befolkning_hovedgruppe",2015,"06","bef_u_innv_og_norskf","1","person",112999
"befolkning_hovedgruppe",2015,"06","alle","0","person",136831
"befolkning_hovedgruppe",2015,"06","innvandrere","0","person",18755
"befolkning_hovedgruppe",2015,"06","befolkningen_ellers","0","person",118076
"befolkning_hovedgruppe",2015,"06","norskfodte_m_innvf","0","person",4363
"befolkning_hovedgruppe",2015,"06","bef_u_innv_og_norskf","0","person",113713
"befolkning_hovedgruppe",2015,"07","alle","alle","person",242662
"befolkning_hovedgruppe",2015,"07","innvandrere","alle","person",26283
"befolkning_hovedgruppe",2015,"07","befolkningen_ellers","alle","person",216379
"befolkning_hovedgruppe",2015,"07","norskfodte_m_innvf","alle","person",4926
"befolkning_hovedgruppe",2015,"07","bef_u_innv_og_norskf","alle","person",211453
"befolkning_hovedgruppe",2015,"07","alle","1","person",120721
"befolkning_hovedgruppe",2015,"07","innvandrere","1","person",13414
"befolkning_hovedgruppe",2015,"07","befolkningen_ellers","1","person",107307
"befolkning_hovedgruppe",2015,"07","norskfodte_m_innvf","1","person",2572
"befolkning_hovedgruppe",2015,"07","bef_u_innv_og_norskf","1","person",104735
"befolkning_hovedgruppe",2015,"07","alle","0","person",121941
"befolkning_hovedgruppe",2015,"07","innvandrere","0","person",12869
"befolkning_hovedgruppe",2015,"07","befolkningen_ellers","0","person",109072
"befolkning_hovedgruppe",2015,"07","norskfodte_m_innvf","0","person",2354
"befolkning_hovedgruppe",2015,"07","bef_u_innv_og_norskf","0","person",106718
"befolkning_hovedgruppe",2015,"08","alle","alle","person",171953
"befolkning_hovedgruppe",2015,"08","innvandrere","alle","person",16860
"befolkning_hovedgruppe",2015,"08","befolkningen_ellers","alle","person",155093
"befolkning_hovedgruppe",2015,"08","norskfodte_m_innvf","alle","person",3174
"befolkning_hovedgruppe",2015,"08","bef_u_innv_og_norskf","alle","person",151919
"befolkning_hovedgruppe",2015,"08","alle","1","person",85796
"befolkning_hovedgruppe",2015,"08","innvandrere","1","person",8516
"befolkning_hovedgruppe",2015,"08","befolkningen_ellers","1","person",77280
"befolkning_hovedgruppe",2015,"08","norskfodte_m_innvf","1","person",1633
"befolkning_hovedgruppe",2015,"08","bef_u_innv_og_norskf","1","person",75647
"befolkning_hovedgruppe",2015,"08","alle","0","person",86157
"befolkning_hovedgruppe",2015,"08","innvandrere","0","person",8344
"befolkning_hovedgruppe",2015,"08","befolkningen_ellers","0","person",77813
"befolkning_hovedgruppe",2015,"08","norskfodte_m_innvf","0","person",1541
"befolkning_hovedgruppe",2015,"08","bef_u_innv_og_norskf","0","person",76272
"befolkning_hovedgruppe",2015,"09","alle","alle","person",114767
"befolkning_hovedgruppe",2015,"09","innvandrere","alle","person",11710
"befolkning_hovedgruppe",2015,"09","befolkningen_ellers","alle","person",103057
"befolkning_hovedgruppe",2015,"09","norskfodte_m_innvf","alle","person",1784
"befolkning_hovedgruppe",2015,"09","bef_u_innv_og_norskf","alle","person",101273
"befolkning_hovedgruppe",2015,"09","alle","1","person",57665
"befolkning_hovedgruppe",2015,"09","innvandrere","1","person",5991
"befolkning_hovedgruppe",2015,"09","befolkningen_ellers","1","person",51674
"befolkning_hovedgruppe",2015,"09","norskfodte_m_innvf","1","person",938
"befolkning_hovedgruppe",2015,"09","bef_u_innv_og_norskf","1","person",50736
"befolkning_hovedgruppe",2015,"09","alle","0","person",57102
"befolkning_hovedgruppe",2015,"09","innvandrere","0","person",5719
"befolkning_hovedgruppe",2015,"09","befolkningen_ellers","0","person",51383
"befolkning_hovedgruppe",2015,"09","norskfodte_m_innvf","0","person",846
"befolkning_hovedgruppe",2015,"09","bef_u_innv_og_norskf","0","person",50537
"befolkning_hovedgruppe",2015,"10","alle","alle","person",180877
"befolkning_hovedgruppe",2015,"10","innvandrere","alle","person",20772
"befolkning_hovedgruppe",2015,"10","befolkningen_ellers","alle","person",160105
"befolkning_hovedgruppe",2015,"10","norskfodte_m_innvf","alle","person",3942
"befolkning_hovedgruppe",2015,"10","bef_u_innv_og_norskf","alle","person",156163
"befolkning_hovedgruppe",2015,"10","alle","1","person",90696
"befolkning_hovedgruppe",2015,"10","innvandrere","1","person",10625
"befolkning_hovedgruppe",2015,"10","befolkningen_ellers","1","person",80071
"befolkning_hovedgruppe",2015,"10","norskfodte_m_innvf","1","person",2086
"befolkning_hovedgruppe",2015,"10","bef_u_innv_og_norskf","1","person",77985
"befolkning_hovedgruppe",2015,"10","alle","0","person",90181
"befolkning_hovedgruppe",2015,"10","innvandrere","0","person",10147
"befolkning_hovedgruppe",2015,"10","befolkningen_ellers","0","person",80034
"befolkning_hovedgruppe",2015,"10","norskfodte_m_innvf","0","person",1856
"befolkning_hovedgruppe",2015,"10","bef_u_innv_og_norskf","0","person",78178
"befolkning_hovedgruppe",2015,"11","alle","alle","person",466302
"befolkning_hovedgruppe",2015,"11","innvandrere","alle","person",66389
"befolkning_hovedgruppe",2015,"11","befolkningen_ellers","alle","person",399913
"befolkning_hovedgruppe",2015,"11","norskfodte_m_innvf","alle","person",10936
"befolkning_hovedgruppe",2015,"11","bef_u_innv_og_norskf","alle","person",388977
"befolkning_hovedgruppe",2015,"11","alle","1","person",237223
"befolkning_hovedgruppe",2015,"11","innvandrere","1","person",36145
"befolkning_hovedgruppe",2015,"11","befolkningen_ellers","1","person",201078
"befolkning_hovedgruppe",2015,"11","norskfodte_m_innvf","1","person",5620
"befolkning_hovedgruppe",2015,"11","bef_u_innv_og_norskf","1","person",195458
"befolkning_hovedgruppe",2015,"11","alle","0","person",229079
"befolkning_hovedgruppe",2015,"11","innvandrere","0","person",30244
"befolkning_hovedgruppe",2015,"11","befolkningen_ellers","0","person",198835
"befolkning_hovedgruppe",2015,"11","norskfodte_m_innvf","0","person",5316
"befolkning_hovedgruppe",2015,"11","bef_u_innv_og_norskf","0","person",193519
"befolkning_hovedgruppe",2015,"12","alle","alle","person",511357
"befolkning_hovedgruppe",2015,"12","innvandrere","alle","person",58643
"befolkning_hovedgruppe",2015,"12","befolkningen_ellers","alle","person",452714
"befolkning_hovedgruppe",2015,"12","norskfodte_m_innvf","alle","person",8780
"befolkning_hovedgruppe",2015,"12","bef_u_innv_og_norskf","alle","person",443934
"befolkning_hovedgruppe",2015,"12","alle","1","person",258677
"befolkning_hovedgruppe",2015,"12","innvandrere","1","person",31735
"befolkning_hovedgruppe",2015,"12","befolkningen_ellers","1","person",226942
"befolkning_hovedgruppe",2015,"12","norskfodte_m_innvf","1","person",4478
"befolkning_hovedgruppe",2015,"12","bef_u_innv_og_norskf","1","person",222464
"befolkning_hovedgruppe",2015,"12","alle","0","person",252680
"befolkning_hovedgruppe",2015,"12","innvandrere","0","person",26908
"befolkning_hovedgruppe",2015,"12","befolkningen_ellers","0","person",225772
"befolkning_hovedgruppe",2015,"12","norskfodte_m_innvf","0","person",4302
"befolkning_hovedgruppe",2015,"12","bef_u_innv_og_norskf","0","person",221470
"befolkning_hovedgruppe",2015,"14","alle","alle","person",109170
"befolkning_hovedgruppe",2015,"14","innvandrere","alle","person",9994
"befolkning_hovedgruppe",2015,"14","befolkningen_ellers","alle","person",99176
"befolkning_hovedgruppe",2015,"14","norskfodte_m_innvf","alle","person",1056
"befolkning_hovedgruppe",2015,"14","bef_u_innv_og_norskf","alle","person",98120
"befolkning_hovedgruppe",2015,"14","alle","1","person",55531
"befolkning_hovedgruppe",2015,"14","innvandrere","1","person",5332
"befolkning_hovedgruppe",2015,"14","befolkningen_ellers","1","person",50199
"befolkning_hovedgruppe",2015,"14","norskfodte_m_innvf","1","person",544
"befolkning_hovedgruppe",2015,"14","bef_u_innv_og_norskf","1","person",49655
"befolkning_hovedgruppe",2015,"14","alle","0","person",53639
"befolkning_hovedgruppe",2015,"14","innvandrere","0","person",4662
"befolkning_hovedgruppe",2015,"14","befolkningen_ellers","0","person",48977
"befolkning_hovedgruppe",2015,"14","norskfodte_m_innvf","0","person",512
"befolkning_hovedgruppe",2015,"14","bef_u_innv_og_norskf","0","person",48465
"befolkning_hovedgruppe",2015,"15","alle","alle","person",263719
"befolkning_hovedgruppe",2015,"15","innvandrere","alle","person",26764
"befolkning_hovedgruppe",2015,"15","befolkningen_ellers","alle","person",236955
"befolkning_hovedgruppe",2015,"15","norskfodte_m_innvf","alle","person",2815
"befolkning_hovedgruppe",2015,"15","bef_u_innv_og_norskf","alle","person",234140
"befolkning_hovedgruppe",2015,"15","alle","1","person",134267
"befolkning_hovedgruppe",2015,"15","innvandrere","1","person",14466
"befolkning_hovedgruppe",2015,"15","befolkningen_ellers","1","person",119801
"befolkning_hovedgruppe",2015,"15","norskfodte_m_innvf","1","person",1442
"befolkning_hovedgruppe",2015,"15","bef_u_innv_og_norskf","1","person",118359
"befolkning_hovedgruppe",2015,"15","alle","0","person",129452
"befolkning_hovedgruppe",2015,"15","innvandrere","0","person",12298
"befolkning_hovedgruppe",2015,"15","befolkningen_ellers","0","person",117154
"befolkning_hovedgruppe",2015,"15","norskfodte_m_innvf","0","person",1373
"befolkning_hovedgruppe",2015,"15","bef_u_innv_og_norskf","0","person",115781
"befolkning_hovedgruppe",2015,"16","alle","alle","person",310047
"befolkning_hovedgruppe",2015,"16","innvandrere","alle","person",30042
"befolkning_hovedgruppe",2015,"16","befolkningen_ellers","alle","person",280005
"befolkning_hovedgruppe",2015,"16","norskfodte_m_innvf","alle","person",4399
"befolkning_hovedgruppe",2015,"16","bef_u_innv_og_norskf","alle","person",275606
"befolkning_hovedgruppe",2015,"16","alle","1","person",157117
"befolkning_hovedgruppe",2015,"16","innvandrere","1","person",16142
"befolkning_hovedgruppe",2015,"16","befolkningen_ellers","1","person",140975
"befolkning_hovedgruppe",2015,"16","norskfodte_m_innvf","1","person",2271
"befolkning_hovedgruppe",2015,"16","bef_u_innv_og_norskf","1","person",138704
"befolkning_hovedgruppe",2015,"16","alle","0","person",152930
"befolkning_hovedgruppe",2015,"16","innvandrere","0","person",13900
"befolkning_hovedgruppe",2015,"16","befolkningen_ellers","0","person",139030
"befolkning_hovedgruppe",2015,"16","norskfodte_m_innvf","0","person",2128
"befolkning_hovedgruppe",2015,"16","bef_u_innv_og_norskf","0","person",136902
"befolkning_hovedgruppe",2015,"17","alle","alle","person",135738
"befolkning_hovedgruppe",2015,"17","innvandrere","alle","person",8936
"befolkning_hovedgruppe",2015,"17","befolkningen_ellers","alle","person",126802
"befolkning_hovedgruppe",2015,"17","norskfodte_m_innvf","alle","person",935
"befolkning_hovedgruppe",2015,"17","bef_u_innv_og_norskf","alle","person",125867
"befolkning_hovedgruppe",2015,"17","alle","1","person",68329
"befolkning_hovedgruppe",2015,"17","innvandrere","1","person",4660
"befolkning_hovedgruppe",2015,"17","befolkningen_ellers","1","person",63669
"befolkning_hovedgruppe",2015,"17","norskfodte_m_innvf","1","person",474
"befolkning_hovedgruppe",2015,"17","bef_u_innv_og_norskf","1","person",63195
"befolkning_hovedgruppe",2015,"17","alle","0","person",67409
"befolkning_hovedgruppe",2015,"17","innvandrere","0","person",4276
"befolkning_hovedgruppe",2015,"17","befolkningen_ellers","0","person",63133
"befolkning_hovedgruppe",2015,"17","norskfodte_m_innvf","0","person",461
"befolkning_hovedgruppe",2015,"17","bef_u_innv_og_norskf","0","person",62672
"befolkning_hovedgruppe",2015,"18","alle","alle","person",241682
"befolkning_hovedgruppe",2015,"18","innvandrere","alle","person",18998
"befolkning_hovedgruppe",2015,"18","befolkningen_ellers","alle","person",222684
"befolkning_hovedgruppe",2015,"18","norskfodte_m_innvf","alle","person",1733
"befolkning_hovedgruppe",2015,"18","bef_u_innv_og_norskf","alle","person",220951
"befolkning_hovedgruppe",2015,"18","alle","1","person",122245
"befolkning_hovedgruppe",2015,"18","innvandrere","1","person",9933
"befolkning_hovedgruppe",2015,"18","befolkningen_ellers","1","person",112312
"befolkning_hovedgruppe",2015,"18","norskfodte_m_innvf","1","person",901
"befolkning_hovedgruppe",2015,"18","bef_u_innv_og_norskf","1","person",111411
"befolkning_hovedgruppe",2015,"18","alle","0","person",119437
"befolkning_hovedgruppe",2015,"18","innvandrere","0","person",9065
"befolkning_hovedgruppe",2015,"18","befolkningen_ellers","0","person",110372
"befolkning_hovedgruppe",2015,"18","norskfodte_m_innvf","0","person",832
"befolkning_hovedgruppe",2015,"18","bef_u_innv_og_norskf","0","person",109540
"befolkning_hovedgruppe",2015,"19","alle","alle","person",163453
"befolkning_hovedgruppe",2015,"19","innvandrere","alle","person",15082
"befolkning_hovedgruppe",2015,"19","befolkningen_ellers","alle","person",148371
"befolkning_hovedgruppe",2015,"19","norskfodte_m_innvf","alle","person",1380
"befolkning_hovedgruppe",2015,"19","bef_u_innv_og_norskf","alle","person",146991
"befolkning_hovedgruppe",2015,"19","alle","1","person",83016
"befolkning_hovedgruppe",2015,"19","innvandrere","1","person",7833
"befolkning_hovedgruppe",2015,"19","befolkningen_ellers","1","person",75183
"befolkning_hovedgruppe",2015,"19","norskfodte_m_innvf","1","person",716
"befolkning_hovedgruppe",2015,"19","bef_u_innv_og_norskf","1","person",74467
"befolkning_hovedgruppe",2015,"19","alle","0","person",80437
"befolkning_hovedgruppe",2015,"19","innvandrere","0","person",7249
"befolkning_hovedgruppe",2015,"19","befolkningen_ellers","0","person",73188
"befolkning_hovedgruppe",2015,"19","norskfodte_m_innvf","0","person",664
"befolkning_hovedgruppe",2015,"19","bef_u_innv_og_norskf","0","person",72524
"befolkning_hovedgruppe",2015,"20","alle","alle","person",75605
"befolkning_hovedgruppe",2015,"20","innvandrere","alle","person",8990
"befolkning_hovedgruppe",2015,"20","befolkningen_ellers","alle","person",66615
"befolkning_hovedgruppe",2015,"20","norskfodte_m_innvf","alle","person",707
"befolkning_hovedgruppe",2015,"20","bef_u_innv_og_norskf","alle","person",65908
"befolkning_hovedgruppe",2015,"20","alle","1","person",38873
"befolkning_hovedgruppe",2015,"20","innvandrere","1","person",4557
"befolkning_hovedgruppe",2015,"20","befolkningen_ellers","1","person",34316
"befolkning_hovedgruppe",2015,"20","norskfodte_m_innvf","1","person",347
"befolkning_hovedgruppe",2015,"20","bef_u_innv_og_norskf","1","person",33969
"befolkning_hovedgruppe",2015,"20","alle","0","person",36732
"befolkning_hovedgruppe",2015,"20","innvandrere","0","person",4433
"befolkning_hovedgruppe",2015,"20","befolkningen_ellers","0","person",32299
"befolkning_hovedgruppe",2015,"20","norskfodte_m_innvf","0","person",360
"befolkning_hovedgruppe",2015,"20","bef_u_innv_og_norskf","0","person",31939
"befolkning_hovedgruppe",2015,"01","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"01","innvandrere","alle","prosent",12.2
"befolkning_hovedgruppe",2015,"01","befolkningen_ellers","alle","prosent",87.8
"befolkning_hovedgruppe",2015,"01","norskfodte_m_innvf","alle","prosent",3
"befolkning_hovedgruppe",2015,"01","bef_u_innv_og_norskf","alle","prosent",84.8
"befolkning_hovedgruppe",2015,"01","alle","1","prosent",50
"befolkning_hovedgruppe",2015,"01","innvandrere","1","prosent",6.3
"befolkning_hovedgruppe",2015,"01","befolkningen_ellers","1","prosent",43.6
"befolkning_hovedgruppe",2015,"01","norskfodte_m_innvf","1","prosent",1.6
"befolkning_hovedgruppe",2015,"01","bef_u_innv_og_norskf","1","prosent",42.1
"befolkning_hovedgruppe",2015,"01","alle","0","prosent",50
"befolkning_hovedgruppe",2015,"01","innvandrere","0","prosent",5.9
"befolkning_hovedgruppe",2015,"01","befolkningen_ellers","0","prosent",44.2
"befolkning_hovedgruppe",2015,"01","norskfodte_m_innvf","0","prosent",1.4
"befolkning_hovedgruppe",2015,"01","bef_u_innv_og_norskf","0","prosent",42.8
"befolkning_hovedgruppe",2015,"02","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"02","innvandrere","alle","prosent",14.6
"befolkning_hovedgruppe",2015,"02","befolkningen_ellers","alle","prosent",85.4
"befolkning_hovedgruppe",2015,"02","norskfodte_m_innvf","alle","prosent",3.3
"befolkning_hovedgruppe",2015,"02","bef_u_innv_og_norskf","alle","prosent",82.1
"befolkning_hovedgruppe",2015,"02","alle","1","prosent",50
"befolkning_hovedgruppe",2015,"02","innvandrere","1","prosent",7.6
"befolkning_hovedgruppe",2015,"02","befolkningen_ellers","1","prosent",42.4
"befolkning_hovedgruppe",2015,"02","norskfodte_m_innvf","1","prosent",1.7
"befolkning_hovedgruppe",2015,"02","bef_u_innv_og_norskf","1","prosent",40.7
"befolkning_hovedgruppe",2015,"02","alle","0","prosent",50
"befolkning_hovedgruppe",2015,"02","innvandrere","0","prosent",7
"befolkning_hovedgruppe",2015,"02","befolkningen_ellers","0","prosent",42.9
"befolkning_hovedgruppe",2015,"02","norskfodte_m_innvf","0","prosent",1.6
"befolkning_hovedgruppe",2015,"02","bef_u_innv_og_norskf","0","prosent",41.4
"befolkning_hovedgruppe",2015,"03","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"03","innvandrere","alle","prosent",24.5
"befolkning_hovedgruppe",2015,"03","befolkningen_ellers","alle","prosent",75.5
"befolkning_hovedgruppe",2015,"03","norskfodte_m_innvf","alle","prosent",7.4
"befolkning_hovedgruppe",2015,"03","bef_u_innv_og_norskf","alle","prosent",68.1
"befolkning_hovedgruppe",2015,"03","alle","1","prosent",49.9
"befolkning_hovedgruppe",2015,"03","innvandrere","1","prosent",12.8
"befolkning_hovedgruppe",2015,"03","befolkningen_ellers","1","prosent",37
"befolkning_hovedgruppe",2015,"03","norskfodte_m_innvf","1","prosent",3.8
"befolkning_hovedgruppe",2015,"03","bef_u_innv_og_norskf","1","prosent",33.2
"befolkning_hovedgruppe",2015,"03","alle","0","prosent",50.1
"befolkning_hovedgruppe",2015,"03","innvandrere","0","prosent",11.7
"befolkning_hovedgruppe",2015,"03","befolkningen_ellers","0","prosent",38.5
"befolkning_hovedgruppe",2015,"03","norskfodte_m_innvf","0","prosent",3.6
"befolkning_hovedgruppe",2015,"03","bef_u_innv_og_norskf","0","prosent",34.8
"befolkning_hovedgruppe",2015,"04","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"04","innvandrere","alle","prosent",8.1
"befolkning_hovedgruppe",2015,"04","befolkningen_ellers","alle","prosent",91.9
"befolkning_hovedgruppe",2015,"04","norskfodte_m_innvf","alle","prosent",1.2
"befolkning_hovedgruppe",2015,"04","bef_u_innv_og_norskf","alle","prosent",90.7
"befolkning_hovedgruppe",2015,"04","alle","1","prosent",49.9
"befolkning_hovedgruppe",2015,"04","innvandrere","1","prosent",4.1
"befolkning_hovedgruppe",2015,"04","befolkningen_ellers","1","prosent",45.7
"befolkning_hovedgruppe",2015,"04","norskfodte_m_innvf","1","prosent",0.6
"befolkning_hovedgruppe",2015,"04","bef_u_innv_og_norskf","1","prosent",45.1
"befolkning_hovedgruppe",2015,"04","alle","0","prosent",50.1
"befolkning_hovedgruppe",2015,"04","innvandrere","0","prosent",3.9
"befolkning_hovedgruppe",2015,"04","befolkningen_ellers","0","prosent",46.2
"befolkning_hovedgruppe",2015,"04","norskfodte_m_innvf","0","prosent",0.6
"befolkning_hovedgruppe",2015,"04","bef_u_innv_og_norskf","0","prosent",45.6
"befolkning_hovedgruppe",2015,"05","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"05","innvandrere","alle","prosent",8.3
"befolkning_hovedgruppe",2015,"05","befolkningen_ellers","alle","prosent",91.7
"befolkning_hovedgruppe",2015,"05","norskfodte_m_innvf","alle","prosent",1.2
"befolkning_hovedgruppe",2015,"05","bef_u_innv_og_norskf","alle","prosent",90.5
"befolkning_hovedgruppe",2015,"05","alle","1","prosent",50.1
"befolkning_hovedgruppe",2015,"05","innvandrere","1","prosent",4.3
"befolkning_hovedgruppe",2015,"05","befolkningen_ellers","1","prosent",45.7
"befolkning_hovedgruppe",2015,"05","norskfodte_m_innvf","1","prosent",0.6
"befolkning_hovedgruppe",2015,"05","bef_u_innv_og_norskf","1","prosent",45.1
"befolkning_hovedgruppe",2015,"05","alle","0","prosent",49.9
"befolkning_hovedgruppe",2015,"05","innvandrere","0","prosent",3.9
"befolkning_hovedgruppe",2015,"05","befolkningen_ellers","0","prosent",46
"befolkning_hovedgruppe",2015,"05","norskfodte_m_innvf","0","prosent",0.6
"befolkning_hovedgruppe",2015,"05","bef_u_innv_og_norskf","0","prosent",45.4
"befolkning_hovedgruppe",2015,"06","alle","alle","prosent",100
"befolkning_hovedgruppe",2015,"06","innvandrere","alle","prosent",14.2
"befolkning_hovedgruppe",2015,"06","befolkningen_ellers","alle","prosent",85.8
"befolkning_hovedgruppe",2015,"06","norskfodte_m_innvf","alle","prosent",3.2
"befolkning_hovedgruppe",2015,"06","bef_u_innv_og_norskf","alle","prosent",82.5
"befolkning_hovedgruppe",2015,"06","alle","1","prosent",50.2
"befolkning_hovedgruppe",2015,"06","innvandrere","1","prosent",7.4
"befolkning_hovedgruppe",2015,"06","befolkningen_ellers","1","prosent",42.8
"befolkning_hovedgruppe",2015,"06","norskfodte_m_innvf","1","prosent",1.6
"befolkning_hovedgruppe",2015,"06","bef_u_innv_og_norskf","1","prosent",41.1
"befolkning_hovedgruppe",2015,"06","alle","0","prosent",49.8
"befolkning_hovedgruppe",2015,"06","innvandrere","0","prosent",6.8
"befolkning_hovedgruppe",2015,"06","befolkningen_ellers","0","prosent",43
"befolkning_hovedgruppe",2015,"06","norskfodte_m_innvf","0","prosent",1.6
"befolkning_hovedgruppe",2015,"06","bef_u_innv_og_norskf","0","prosent",41.4
"befolkning_hovedgruppe",2015,"07","alle","alle","prosent",100
