"aar","bydel_nr","enhet","tabellvariabel","tabell_navn","vreg_5","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","personer","1656","befolkning_verdensregion_5","asia","20","NULL","NULL"
2014,"NULL","personer","878","befolkning_verdensregion_5","afrika","20","NULL","NULL"
2014,"NULL","personer","71","befolkning_verdensregion_5","nord_amerika_oseania","20","NULL","NULL"
2014,"NULL","personer","110","befolkning_verdensregion_5","sor_og_mellom_amerika","20","NULL","NULL"
2014,"NULL","personer",".","befolkning_verdensregion_5","europa","99","NULL","NULL"
2014,"NULL","personer",".","befolkning_verdensregion_5","asia","99","NULL","NULL"
2014,"NULL","personer",".","befolkning_verdensregion_5","afrika","99","NULL","NULL"
2014,"NULL","personer",".","befolkning_verdensregion_5","nord_amerika_oseania","99","NULL","NULL"
2014,"NULL","personer",".","befolkning_verdensregion_5","sor_og_mellom_amerika","99","NULL","NULL"
2014,"NULL","personer","1931","befolkning_verdensregion_5","europa","NULL","01","NULL"
2014,"NULL","personer","595","befolkning_verdensregion_5","asia","NULL","01","NULL"
2014,"NULL","personer","397","befolkning_verdensregion_5","afrika","NULL","01","NULL"
2014,"NULL","personer","31","befolkning_verdensregion_5","nord_amerika_oseania","NULL","01","NULL"
2014,"NULL","personer","32","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","01","NULL"
2014,"NULL","personer","4487","befolkning_verdensregion_5","europa","NULL","02","NULL"
2014,"NULL","personer","1787","befolkning_verdensregion_5","asia","NULL","02","NULL"
2014,"NULL","personer","513","befolkning_verdensregion_5","afrika","NULL","02","NULL"
2014,"NULL","personer","75","befolkning_verdensregion_5","nord_amerika_oseania","NULL","02","NULL"
2014,"NULL","personer","145","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","02","NULL"
2014,"NULL","personer","3981","befolkning_verdensregion_5","europa","NULL","03","NULL"
2014,"NULL","personer","2175","befolkning_verdensregion_5","asia","NULL","03","NULL"
2014,"NULL","personer","713","befolkning_verdensregion_5","afrika","NULL","03","NULL"
2014,"NULL","personer","90","befolkning_verdensregion_5","nord_amerika_oseania","NULL","03","NULL"
2014,"NULL","personer","180","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","03","NULL"
2014,"NULL","personer","9135","befolkning_verdensregion_5","europa","NULL","04","NULL"
2014,"NULL","personer","5140","befolkning_verdensregion_5","asia","NULL","04","NULL"
2014,"NULL","personer","1835","befolkning_verdensregion_5","afrika","NULL","04","NULL"
2014,"NULL","personer","173","befolkning_verdensregion_5","nord_amerika_oseania","NULL","04","NULL"
2014,"NULL","personer","271","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","04","NULL"
2014,"NULL","personer","16017","befolkning_verdensregion_5","europa","NULL","05","NULL"
2014,"NULL","personer","7746","befolkning_verdensregion_5","asia","NULL","05","NULL"
2014,"NULL","personer","2220","befolkning_verdensregion_5","afrika","NULL","05","NULL"
2014,"NULL","personer","858","befolkning_verdensregion_5","nord_amerika_oseania","NULL","05","NULL"
2014,"NULL","personer","771","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","05","NULL"
2014,"NULL","personer","9486","befolkning_verdensregion_5","europa","NULL","06","NULL"
2014,"NULL","personer","4123","befolkning_verdensregion_5","asia","NULL","06","NULL"
2014,"NULL","personer","1685","befolkning_verdensregion_5","afrika","NULL","06","NULL"
2014,"NULL","personer","361","befolkning_verdensregion_5","nord_amerika_oseania","NULL","06","NULL"
2014,"NULL","personer","494","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","06","NULL"
2014,"NULL","personer","12505","befolkning_verdensregion_5","europa","NULL","07","NULL"
2014,"NULL","personer","9983","befolkning_verdensregion_5","asia","NULL","07","NULL"
2014,"NULL","personer","1711","befolkning_verdensregion_5","afrika","NULL","07","NULL"
2014,"NULL","personer","253","befolkning_verdensregion_5","nord_amerika_oseania","NULL","07","NULL"
2014,"NULL","personer","542","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","07","NULL"
2014,"NULL","personer","7298","befolkning_verdensregion_5","europa","NULL","08","NULL"
2014,"NULL","personer","3179","befolkning_verdensregion_5","asia","NULL","08","NULL"
2014,"NULL","personer","616","befolkning_verdensregion_5","afrika","NULL","08","NULL"
2014,"NULL","personer","138","befolkning_verdensregion_5","nord_amerika_oseania","NULL","08","NULL"
2014,"NULL","personer","343","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","08","NULL"
2014,"NULL","personer","65836","befolkning_verdensregion_5","europa","NULL","09","NULL"
2014,"NULL","personer","54902","befolkning_verdensregion_5","asia","NULL","09","NULL"
2014,"NULL","personer","22739","befolkning_verdensregion_5","afrika","NULL","09","NULL"
2014,"NULL","personer","2718","befolkning_verdensregion_5","nord_amerika_oseania","NULL","09","NULL"
2014,"NULL","personer","5487","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","09","NULL"
2014,"NULL","personer","722","befolkning_verdensregion_5","europa","NULL","10","NULL"
2014,"NULL","personer","182","befolkning_verdensregion_5","asia","NULL","10","NULL"
2014,"NULL","personer","162","befolkning_verdensregion_5","afrika","NULL","10","NULL"
2014,"NULL","personer","10","befolkning_verdensregion_5","nord_amerika_oseania","NULL","10","NULL"
2014,"NULL","personer","16","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","10","NULL"
2014,"NULL","personer","2113","befolkning_verdensregion_5","europa","NULL","11","NULL"
2014,"NULL","personer","1039","befolkning_verdensregion_5","asia","NULL","11","NULL"
2014,"NULL","personer","381","befolkning_verdensregion_5","afrika","NULL","11","NULL"
2014,"NULL","personer","45","befolkning_verdensregion_5","nord_amerika_oseania","NULL","11","NULL"
2014,"NULL","personer","108","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","11","NULL"
2014,"NULL","personer","4065","befolkning_verdensregion_5","europa","NULL","12","NULL"
2014,"NULL","personer","1741","befolkning_verdensregion_5","asia","NULL","12","NULL"
2014,"NULL","personer","1061","befolkning_verdensregion_5","afrika","NULL","12","NULL"
2014,"NULL","personer","111","befolkning_verdensregion_5","nord_amerika_oseania","NULL","12","NULL"
2014,"NULL","personer","128","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","12","NULL"
2014,"NULL","personer","1673","befolkning_verdensregion_5","europa","NULL","13","NULL"
2014,"NULL","personer","569","befolkning_verdensregion_5","asia","NULL","13","NULL"
2014,"NULL","personer","562","befolkning_verdensregion_5","afrika","NULL","13","NULL"
2014,"NULL","personer","43","befolkning_verdensregion_5","nord_amerika_oseania","NULL","13","NULL"
2014,"NULL","personer","52","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","13","NULL"
2014,"NULL","personer","3027","befolkning_verdensregion_5","europa","NULL","14","NULL"
2014,"NULL","personer","1564","befolkning_verdensregion_5","asia","NULL","14","NULL"
2014,"NULL","personer","788","befolkning_verdensregion_5","afrika","NULL","14","NULL"
2014,"NULL","personer","72","befolkning_verdensregion_5","nord_amerika_oseania","NULL","14","NULL"
2014,"NULL","personer","69","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","14","NULL"
2014,"NULL","personer","1262","befolkning_verdensregion_5","europa","NULL","15","NULL"
2014,"NULL","personer","467","befolkning_verdensregion_5","asia","NULL","15","NULL"
2014,"NULL","personer","366","befolkning_verdensregion_5","afrika","NULL","15","NULL"
2014,"NULL","personer","20","befolkning_verdensregion_5","nord_amerika_oseania","NULL","15","NULL"
2014,"NULL","personer","67","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","15","NULL"
2014,"NULL","personer","1953","befolkning_verdensregion_5","europa","NULL","16","NULL"
2014,"NULL","personer","812","befolkning_verdensregion_5","asia","NULL","16","NULL"
2014,"NULL","personer","446","befolkning_verdensregion_5","afrika","NULL","16","NULL"
2014,"NULL","personer","60","befolkning_verdensregion_5","nord_amerika_oseania","NULL","16","NULL"
2014,"NULL","personer","32","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","16","NULL"
2014,"NULL","personer","647","befolkning_verdensregion_5","europa","NULL","17","NULL"
2014,"NULL","personer","144","befolkning_verdensregion_5","asia","NULL","17","NULL"
2014,"NULL","personer","96","befolkning_verdensregion_5","afrika","NULL","17","NULL"
2014,"NULL","personer","11","befolkning_verdensregion_5","nord_amerika_oseania","NULL","17","NULL"
2014,"NULL","personer","3","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","17","NULL"
2014,"NULL","personer","596","befolkning_verdensregion_5","europa","NULL","18","NULL"
2014,"NULL","personer","171","befolkning_verdensregion_5","asia","NULL","18","NULL"
2014,"NULL","personer","249","befolkning_verdensregion_5","afrika","NULL","18","NULL"
2014,"NULL","personer","12","befolkning_verdensregion_5","nord_amerika_oseania","NULL","18","NULL"
2014,"NULL","personer","24","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","18","NULL"
2014,"NULL","personer","1002","befolkning_verdensregion_5","europa","NULL","19","NULL"
2014,"NULL","personer","211","befolkning_verdensregion_5","asia","NULL","19","NULL"
2014,"NULL","personer","216","befolkning_verdensregion_5","afrika","NULL","19","NULL"
2014,"NULL","personer","21","befolkning_verdensregion_5","nord_amerika_oseania","NULL","19","NULL"
2014,"NULL","personer","39","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","19","NULL"
2014,"NULL","personer","14650","befolkning_verdensregion_5","europa","NULL","20","NULL"
2014,"NULL","personer","9005","befolkning_verdensregion_5","asia","NULL","20","NULL"
2014,"NULL","personer","2396","befolkning_verdensregion_5","afrika","NULL","20","NULL"
2014,"NULL","personer","311","befolkning_verdensregion_5","nord_amerika_oseania","NULL","20","NULL"
2014,"NULL","personer","571","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","20","NULL"
2014,"NULL","personer","1861","befolkning_verdensregion_5","europa","NULL","21","NULL"
2014,"NULL","personer","383","befolkning_verdensregion_5","asia","NULL","21","NULL"
2014,"NULL","personer","264","befolkning_verdensregion_5","afrika","NULL","21","NULL"
2014,"NULL","personer","39","befolkning_verdensregion_5","nord_amerika_oseania","NULL","21","NULL"
2014,"NULL","personer","39","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","21","NULL"
2014,"NULL","personer","2210","befolkning_verdensregion_5","europa","NULL","22","NULL"
2014,"NULL","personer","1034","befolkning_verdensregion_5","asia","NULL","22","NULL"
2014,"NULL","personer","414","befolkning_verdensregion_5","afrika","NULL","22","NULL"
2014,"NULL","personer","101","befolkning_verdensregion_5","nord_amerika_oseania","NULL","22","NULL"
2014,"NULL","personer","188","befolkning_verdensregion_5","sor_og_mellom_amerika","NULL","22","NULL"
2014,"NULL","personer","1102","befolkning_verdensregion_5","europa","NULL","23","NULL"
