"aar","kommune_nr","enhet","tabell_navn","bosetting","tabellvariabel"
"2012","0230","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0231","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","0233","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","0234","promille","bosatt_befolkning","bosatt_per_1000","0.3"
"2012","0235","promille","bosatt_befolkning","bosatt_per_1000","0.4"
"2012","0236","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","0237","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0238","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0239","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0301","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0402","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","0403","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","0412","promille","bosatt_befolkning","bosatt_per_1000","0.2"
"2012","0415","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","0417","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","0418","promille","bosatt_befolkning","bosatt_per_1000","0.2"
"2012","0419","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","0420","promille","bosatt_befolkning","bosatt_per_1000","0.2"
"2012","0423","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","0425","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","0426","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0427","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","0428","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","0429","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0430","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","0432","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0434","promille","bosatt_befolkning","bosatt_per_1000","3.6"
"2012","0436","promille","bosatt_befolkning","bosatt_per_1000","4.2"
"2012","0437","promille","bosatt_befolkning","bosatt_per_1000","2.7"
"2012","0438","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2012","0439","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0441","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","0501","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","0502","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","0511","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","0512","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0513","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","0514","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0515","promille","bosatt_befolkning","bosatt_per_1000","2.7"
"2012","0516","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","0517","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","0519","promille","bosatt_befolkning","bosatt_per_1000","0.3"
"2012","0520","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","0521","promille","bosatt_befolkning","bosatt_per_1000","3.1"
"2012","0522","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","0528","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0529","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","0532","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","0533","promille","bosatt_befolkning","bosatt_per_1000","3.8"
"2012","0534","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","0536","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","0538","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","0540","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","0541","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","0542","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2012","0543","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0544","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","0545","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","0602","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2012","0604","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","0605","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","0612","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","0615","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0616","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","0617","promille","bosatt_befolkning","bosatt_per_1000","2.4"
"2012","0618","promille","bosatt_befolkning","bosatt_per_1000","3.1"
"2012","0619","promille","bosatt_befolkning","bosatt_per_1000","2.5"
"2012","0620","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0621","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","0622","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0623","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2012","0624","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","0625","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","0626","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0627","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","0628","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","0631","promille","bosatt_befolkning","bosatt_per_1000","3"
"2012","0632","promille","bosatt_befolkning","bosatt_per_1000","2.9"
"2012","0633","promille","bosatt_befolkning","bosatt_per_1000","2.8"
"2012","0701","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","0702","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","0704","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","0706","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0709","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","0711","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","0713","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","0714","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0716","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","0719","promille","bosatt_befolkning","bosatt_per_1000","0.2"
"2012","0720","promille","bosatt_befolkning","bosatt_per_1000","2.4"
"2012","0722","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","0723","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","0728","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","0805","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","0806","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","0807","promille","bosatt_befolkning","bosatt_per_1000","2.7"
"2012","0811","promille","bosatt_befolkning","bosatt_per_1000","6.2"
"2012","0814","promille","bosatt_befolkning","bosatt_per_1000","3"
"2012","0815","promille","bosatt_befolkning","bosatt_per_1000","3.5"
"2012","0817","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","0819","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","0821","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","0822","promille","bosatt_befolkning","bosatt_per_1000","5.3"
"2012","0826","promille","bosatt_befolkning","bosatt_per_1000","2.7"
"2012","0827","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0828","promille","bosatt_befolkning","bosatt_per_1000","0.3"
"2012","0829","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0830","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0831","promille","bosatt_befolkning","bosatt_per_1000","3.7"
"2012","0833","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0834","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2012","0901","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","0904","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","0906","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","0911","promille","bosatt_befolkning","bosatt_per_1000","4.4"
"2012","0912","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0914","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","0919","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2012","0926","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","0928","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","0929","promille","bosatt_befolkning","bosatt_per_1000","3.8"
"2012","0935","promille","bosatt_befolkning","bosatt_per_1000","5.4"
"2012","0937","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0938","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0940","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","0941","promille","bosatt_befolkning","bosatt_per_1000","5.2"
"2012","1001","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1002","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","1003","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","1004","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","1014","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1017","promille","bosatt_befolkning","bosatt_per_1000","3.4"
"2012","1018","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","1021","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","1026","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1027","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1029","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","1032","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","1034","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","1037","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","1046","promille","bosatt_befolkning","bosatt_per_1000","2.8"
"2012","1101","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","1102","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","1103","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","1106","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","1111","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1112","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","1114","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1119","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","1120","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","1121","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","1122","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","1124","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","1127","promille","bosatt_befolkning","bosatt_per_1000","2.4"
"2012","1129","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1130","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","1133","promille","bosatt_befolkning","bosatt_per_1000","3.9"
"2012","1134","promille","bosatt_befolkning","bosatt_per_1000","0.3"
"2012","1135","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1141","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1142","promille","bosatt_befolkning","bosatt_per_1000","2.3"
"2012","1144","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1145","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1146","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","1149","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","1151","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1160","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","1201","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","1211","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1216","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","1219","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1221","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","1222","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1223","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1224","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","1227","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1228","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1231","promille","bosatt_befolkning","bosatt_per_1000","4.4"
"2012","1232","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1233","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1234","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1235","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","1238","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1241","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1242","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1243","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","1244","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1245","promille","bosatt_befolkning","bosatt_per_1000","0.3"
"2012","1246","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","1247","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","1251","promille","bosatt_befolkning","bosatt_per_1000","1.9"
"2012","1252","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1253","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1256","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1259","promille","bosatt_befolkning","bosatt_per_1000","2.9"
"2012","1260","promille","bosatt_befolkning","bosatt_per_1000","0.4"
"2012","1263","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","1264","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1265","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1266","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1401","promille","bosatt_befolkning","bosatt_per_1000","2.7"
"2012","1411","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1412","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1413","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1416","promille","bosatt_befolkning","bosatt_per_1000","0.2"
"2012","1417","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1418","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1419","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","1420","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","1421","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1422","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1424","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1426","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","1428","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1429","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1430","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1431","promille","bosatt_befolkning","bosatt_per_1000","2"
"2012","1432","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1433","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1438","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1439","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1441","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1443","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","1444","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1445","promille","bosatt_befolkning","bosatt_per_1000","2.5"
"2012","1449","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","1502","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2012","1504","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","1505","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","1511","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1514","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1515","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","1516","promille","bosatt_befolkning","bosatt_per_1000","2.4"
"2012","1517","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","1519","promille","bosatt_befolkning","bosatt_per_1000","3.3"
"2012","1520","promille","bosatt_befolkning","bosatt_per_1000","2.3"
"2012","1523","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","1524","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1525","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1526","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1528","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","1529","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1531","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1532","promille","bosatt_befolkning","bosatt_per_1000","0.8"
"2012","1534","promille","bosatt_befolkning","bosatt_per_1000","2"
"2012","1535","promille","bosatt_befolkning","bosatt_per_1000","0.3"
"2012","1539","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1543","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1545","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1546","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1547","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1548","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1551","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1554","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1557","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1560","promille","bosatt_befolkning","bosatt_per_1000","0.6"
"2012","1563","promille","bosatt_befolkning","bosatt_per_1000","2.8"
"2012","1566","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1567","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1571","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1573","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1576","promille","bosatt_befolkning","bosatt_per_1000","2.8"
"2012","1601","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","1612","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","1613","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1617","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1620","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1621","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1622","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1624","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","1627","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1630","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1632","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1633","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1634","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","1635","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1636","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1638","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","1640","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","1644","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1648","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","1653","promille","bosatt_befolkning","bosatt_per_1000","0.9"
"2012","1657","promille","bosatt_befolkning","bosatt_per_1000","0.4"
"2012","1662","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1663","promille","bosatt_befolkning","bosatt_per_1000","0.7"
"2012","1664","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1665","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1702","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1703","promille","bosatt_befolkning","bosatt_per_1000","3.2"
"2012","1711","promille","bosatt_befolkning","bosatt_per_1000","5.2"
"2012","1714","promille","bosatt_befolkning","bosatt_per_1000","1.8"
"2012","1717","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1718","promille","bosatt_befolkning","bosatt_per_1000","2"
"2012","1719","promille","bosatt_befolkning","bosatt_per_1000","2.1"
"2012","1721","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","1724","promille","bosatt_befolkning","bosatt_per_1000","2.2"
"2012","1725","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1736","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1738","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1739","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1740","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1742","promille","bosatt_befolkning","bosatt_per_1000","6.2"
"2012","1743","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1744","promille","bosatt_befolkning","bosatt_per_1000","1.1"
"2012","1748","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1749","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1750","promille","bosatt_befolkning","bosatt_per_1000","3.1"
"2012","1751","promille","bosatt_befolkning","bosatt_per_1000","3.6"
"2012","1755","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1756","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2012","1804","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","1805","promille","bosatt_befolkning","bosatt_per_1000","1.2"
"2012","1811","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1812","promille","bosatt_befolkning","bosatt_per_1000","5.4"
"2012","1813","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","1815","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1816","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1818","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1820","promille","bosatt_befolkning","bosatt_per_1000","3.8"
"2012","1822","promille","bosatt_befolkning","bosatt_per_1000","5.7"
"2012","1824","promille","bosatt_befolkning","bosatt_per_1000","1.7"
"2012","1825","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1826","promille","bosatt_befolkning","bosatt_per_1000","6.9"
"2012","1827","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1828","promille","bosatt_befolkning","bosatt_per_1000","9.4"
"2012","1832","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1833","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2012","1834","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1835","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1836","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1837","promille","bosatt_befolkning","bosatt_per_1000","1.4"
"2012","1838","promille","bosatt_befolkning","bosatt_per_1000","0.5"
"2012","1839","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1840","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1841","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1845","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1848","promille","bosatt_befolkning","bosatt_per_1000","0.4"
"2012","1849","promille","bosatt_befolkning","bosatt_per_1000","4.5"
"2012","1850","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","1851","promille","bosatt_befolkning","bosatt_per_1000","6"
"2012","1852","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1853","promille","bosatt_befolkning","bosatt_per_1000","8.8"
"2012","1854","promille","bosatt_befolkning","bosatt_per_1000","2.3"
"2012","1856","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1857","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1859","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1860","promille","bosatt_befolkning","bosatt_per_1000","4.2"
"2012","1865","promille","bosatt_befolkning","bosatt_per_1000","3.6"
"2012","1866","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1867","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1868","promille","bosatt_befolkning","bosatt_per_1000","1.3"
"2012","1870","promille","bosatt_befolkning","bosatt_per_1000","2.9"
"2012","1871","promille","bosatt_befolkning","bosatt_per_1000","4.6"
"2012","1874","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1902","promille","bosatt_befolkning","bosatt_per_1000","1.6"
"2012","1903","promille","bosatt_befolkning","bosatt_per_1000","."
"2012","1911","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","1913","promille","bosatt_befolkning","bosatt_per_1000","4"
"2012","1917","promille","bosatt_befolkning","bosatt_per_1000","3.5"
"2012","1919","promille","bosatt_befolkning","bosatt_per_1000","4.4"
"2012","1920","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1922","promille","bosatt_befolkning","bosatt_per_1000","1"
"2012","1923","promille","bosatt_befolkning","bosatt_per_1000","7.2"
"2012","1924","promille","bosatt_befolkning","bosatt_per_1000","1.5"
"2012","1925","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1926","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1927","promille","bosatt_befolkning","bosatt_per_1000","7.9"
"2012","1928","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1929","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1931","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","1933","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1936","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1938","promille","bosatt_befolkning","bosatt_per_1000","0"
"2012","1939","promille","bosatt_befolkning","bosatt_per_1000","2.6"
"2012","1940","promille","bosatt_befolkning","bosatt_per_1000","0"
