"tabell_navn","aar","naringsregion_nr","vreg_3","enhet","tabellvariabel","flytting"
"befolkning_flytting_vreg","2014","54","alle","personer","143","innvandring"
"befolkning_flytting_vreg","2014","55","alle","personer","646","innvandring"
"befolkning_flytting_vreg","2014","56","alle","personer","998","innvandring"
"befolkning_flytting_vreg","2014","57","alle","personer","133","innvandring"
"befolkning_flytting_vreg","2014","58","alle","personer","221","innvandring"
"befolkning_flytting_vreg","2014","59","alle","personer","44","innvandring"
"befolkning_flytting_vreg","2014","60","alle","personer","144","innvandring"
"befolkning_flytting_vreg","2014","61","alle","personer","2710","innvandring"
"befolkning_flytting_vreg","2014","62","alle","personer","39","innvandring"
"befolkning_flytting_vreg","2014","63","alle","personer","183","innvandring"
"befolkning_flytting_vreg","2014","64","alle","personer","521","innvandring"
"befolkning_flytting_vreg","2014","65","alle","personer","107","innvandring"
"befolkning_flytting_vreg","2014","66","alle","personer","54","innvandring"
"befolkning_flytting_vreg","2014","67","alle","personer","184","innvandring"
"befolkning_flytting_vreg","2014","68","alle","personer","79","innvandring"
"befolkning_flytting_vreg","2014","69","alle","personer","205","innvandring"
"befolkning_flytting_vreg","2014","70","alle","personer","29","innvandring"
"befolkning_flytting_vreg","2014","71","alle","personer","218","innvandring"
"befolkning_flytting_vreg","2014","72","alle","personer","315","innvandring"
"befolkning_flytting_vreg","2014","73","alle","personer","822","innvandring"
"befolkning_flytting_vreg","2014","74","alle","personer","348","innvandring"
"befolkning_flytting_vreg","2014","75","alle","personer","271","innvandring"
"befolkning_flytting_vreg","2014","76","alle","personer","371","innvandring"
"befolkning_flytting_vreg","2014","77","alle","personer","501","innvandring"
"befolkning_flytting_vreg","2014","78","alle","personer","404","innvandring"
"befolkning_flytting_vreg","2014","79","alle","personer","1207","innvandring"
"befolkning_flytting_vreg","2014","80","alle","personer","168","innvandring"
"befolkning_flytting_vreg","2014","81","alle","personer","599","innvandring"
"befolkning_flytting_vreg","2014","82","alle","personer","99","innvandring"
"befolkning_flytting_vreg","2014","83","alle","personer","544","innvandring"
"befolkning_flytting_vreg","2014","01","1","personer","107","innvandring"
"befolkning_flytting_vreg","2014","01","2","personer","47","innvandring"
"befolkning_flytting_vreg","2014","02","1","personer","207","innvandring"
"befolkning_flytting_vreg","2014","02","2","personer","235","innvandring"
"befolkning_flytting_vreg","2014","03","1","personer","309","innvandring"
"befolkning_flytting_vreg","2014","03","2","personer","174","innvandring"
"befolkning_flytting_vreg","2014","04","1","personer","370","innvandring"
"befolkning_flytting_vreg","2014","04","2","personer","287","innvandring"
"befolkning_flytting_vreg","2014","05","1","personer","1329","innvandring"
"befolkning_flytting_vreg","2014","05","2","personer","983","innvandring"
"befolkning_flytting_vreg","2014","06","1","personer","735","innvandring"
"befolkning_flytting_vreg","2014","06","2","personer","508","innvandring"
"befolkning_flytting_vreg","2014","07","1","personer","1055","innvandring"
"befolkning_flytting_vreg","2014","07","2","personer","511","innvandring"
"befolkning_flytting_vreg","2014","08","1","personer","606","innvandring"
"befolkning_flytting_vreg","2014","08","2","personer","265","innvandring"
"befolkning_flytting_vreg","2014","09","1","personer","7854","innvandring"
"befolkning_flytting_vreg","2014","09","2","personer","5761","innvandring"
"befolkning_flytting_vreg","2014","10","1","personer","58","innvandring"
"befolkning_flytting_vreg","2014","10","2","personer","28","innvandring"
"befolkning_flytting_vreg","2014","11","1","personer","171","innvandring"
"befolkning_flytting_vreg","2014","11","2","personer","295","innvandring"
"befolkning_flytting_vreg","2014","12","1","personer","414","innvandring"
"befolkning_flytting_vreg","2014","12","2","personer","311","innvandring"
"befolkning_flytting_vreg","2014","13","1","personer","165","innvandring"
"befolkning_flytting_vreg","2014","13","2","personer","217","innvandring"
"befolkning_flytting_vreg","2014","14","1","personer","321","innvandring"
"befolkning_flytting_vreg","2014","14","2","personer","391","innvandring"
"befolkning_flytting_vreg","2014","15","1","personer","103","innvandring"
"befolkning_flytting_vreg","2014","15","2","personer","128","innvandring"
"befolkning_flytting_vreg","2014","16","1","personer","190","innvandring"
"befolkning_flytting_vreg","2014","16","2","personer","103","innvandring"
"befolkning_flytting_vreg","2014","17","1","personer","69","innvandring"
"befolkning_flytting_vreg","2014","17","2","personer","41","innvandring"
"befolkning_flytting_vreg","2014","18","1","personer","64","innvandring"
"befolkning_flytting_vreg","2014","18","2","personer","143","innvandring"
"befolkning_flytting_vreg","2014","19","1","personer","90","innvandring"
"befolkning_flytting_vreg","2014","19","2","personer","166","innvandring"
"befolkning_flytting_vreg","2014","20","1","personer","1174","innvandring"
"befolkning_flytting_vreg","2014","20","2","personer","561","innvandring"
"befolkning_flytting_vreg","2014","21","1","personer","168","innvandring"
"befolkning_flytting_vreg","2014","21","2","personer","160","innvandring"
"befolkning_flytting_vreg","2014","22","1","personer","204","innvandring"
"befolkning_flytting_vreg","2014","22","2","personer","189","innvandring"
"befolkning_flytting_vreg","2014","23","1","personer","70","innvandring"
"befolkning_flytting_vreg","2014","23","2","personer","37","innvandring"
"befolkning_flytting_vreg","2014","24","1","personer","205","innvandring"
"befolkning_flytting_vreg","2014","24","2","personer","126","innvandring"
"befolkning_flytting_vreg","2014","25","1","personer","707","innvandring"
"befolkning_flytting_vreg","2014","25","2","personer","449","innvandring"
"befolkning_flytting_vreg","2014","26","1","personer","497","innvandring"
"befolkning_flytting_vreg","2014","26","2","personer","258","innvandring"
"befolkning_flytting_vreg","2014","27","1","personer","340","innvandring"
"befolkning_flytting_vreg","2014","27","2","personer","353","innvandring"
"befolkning_flytting_vreg","2014","28","1","personer","106","innvandring"
"befolkning_flytting_vreg","2014","28","2","personer","87","innvandring"
"befolkning_flytting_vreg","2014","29","1","personer","81","innvandring"
"befolkning_flytting_vreg","2014","29","2","personer","64","innvandring"
"befolkning_flytting_vreg","2014","30","1","personer","56","innvandring"
"befolkning_flytting_vreg","2014","30","2","personer","33","innvandring"
"befolkning_flytting_vreg","2014","31","1","personer","24","innvandring"
"befolkning_flytting_vreg","2014","31","2","personer","32","innvandring"
"befolkning_flytting_vreg","2014","32","1","personer","362","innvandring"
"befolkning_flytting_vreg","2014","32","2","personer","309","innvandring"
"befolkning_flytting_vreg","2014","33","1","personer","161","innvandring"
"befolkning_flytting_vreg","2014","33","2","personer","346","innvandring"
"befolkning_flytting_vreg","2014","34","1","personer","95","innvandring"
"befolkning_flytting_vreg","2014","34","2","personer","135","innvandring"
"befolkning_flytting_vreg","2014","35","1","personer","731","innvandring"
"befolkning_flytting_vreg","2014","35","2","personer","640","innvandring"
"befolkning_flytting_vreg","2014","36","1","personer","107","innvandring"
"befolkning_flytting_vreg","2014","36","2","personer","141","innvandring"
"befolkning_flytting_vreg","2014","37","1","personer","728","innvandring"
"befolkning_flytting_vreg","2014","37","2","personer","284","innvandring"
"befolkning_flytting_vreg","2014","38","1","personer","140","innvandring"
"befolkning_flytting_vreg","2014","38","2","personer","122","innvandring"
"befolkning_flytting_vreg","2014","39","1","personer","3413","innvandring"
"befolkning_flytting_vreg","2014","39","2","personer","1888","innvandring"
"befolkning_flytting_vreg","2014","40","1","personer","2587","innvandring"
"befolkning_flytting_vreg","2014","40","2","personer","1400","innvandring"
"befolkning_flytting_vreg","2014","41","1","personer","156","innvandring"
"befolkning_flytting_vreg","2014","41","2","personer","49","innvandring"
"befolkning_flytting_vreg","2014","42","1","personer","137","innvandring"
"befolkning_flytting_vreg","2014","42","2","personer","144","innvandring"
"befolkning_flytting_vreg","2014","43","1","personer","89","innvandring"
"befolkning_flytting_vreg","2014","43","2","personer","62","innvandring"
"befolkning_flytting_vreg","2014","44","1","personer","156","innvandring"
"befolkning_flytting_vreg","2014","44","2","personer","52","innvandring"
"befolkning_flytting_vreg","2014","45","1","personer","50","innvandring"
"befolkning_flytting_vreg","2014","45","2","personer","20","innvandring"
"befolkning_flytting_vreg","2014","46","1","personer","411","innvandring"
"befolkning_flytting_vreg","2014","46","2","personer","198","innvandring"
"befolkning_flytting_vreg","2014","47","1","personer","304","innvandring"
"befolkning_flytting_vreg","2014","47","2","personer","118","innvandring"
"befolkning_flytting_vreg","2014","48","1","personer","64","innvandring"
"befolkning_flytting_vreg","2014","48","2","personer","89","innvandring"
"befolkning_flytting_vreg","2014","49","1","personer","228","innvandring"
"befolkning_flytting_vreg","2014","49","2","personer","113","innvandring"
"befolkning_flytting_vreg","2014","50","1","personer","221","innvandring"
"befolkning_flytting_vreg","2014","50","2","personer","168","innvandring"
"befolkning_flytting_vreg","2014","51","1","personer","164","innvandring"
"befolkning_flytting_vreg","2014","51","2","personer","221","innvandring"
"befolkning_flytting_vreg","2014","52","1","personer","311","innvandring"
"befolkning_flytting_vreg","2014","52","2","personer","341","innvandring"
"befolkning_flytting_vreg","2014","53","1","personer","476","innvandring"
"befolkning_flytting_vreg","2014","53","2","personer","296","innvandring"
"befolkning_flytting_vreg","2014","54","1","personer","113","innvandring"
"befolkning_flytting_vreg","2014","54","2","personer","30","innvandring"
"befolkning_flytting_vreg","2014","55","1","personer","373","innvandring"
"befolkning_flytting_vreg","2014","55","2","personer","273","innvandring"
"befolkning_flytting_vreg","2014","56","1","personer","705","innvandring"
"befolkning_flytting_vreg","2014","56","2","personer","293","innvandring"
"befolkning_flytting_vreg","2014","57","1","personer","98","innvandring"
"befolkning_flytting_vreg","2014","57","2","personer","35","innvandring"
"befolkning_flytting_vreg","2014","58","1","personer","198","innvandring"
"befolkning_flytting_vreg","2014","58","2","personer","23","innvandring"
"befolkning_flytting_vreg","2014","59","1","personer","28","innvandring"
"befolkning_flytting_vreg","2014","59","2","personer","16","innvandring"
"befolkning_flytting_vreg","2014","60","1","personer","60","innvandring"
"befolkning_flytting_vreg","2014","60","2","personer","84","innvandring"
"befolkning_flytting_vreg","2014","61","1","personer","1601","innvandring"
"befolkning_flytting_vreg","2014","61","2","personer","1109","innvandring"
"befolkning_flytting_vreg","2014","62","1","personer","27","innvandring"
"befolkning_flytting_vreg","2014","62","2","personer","12","innvandring"
"befolkning_flytting_vreg","2014","63","1","personer","90","innvandring"
"befolkning_flytting_vreg","2014","63","2","personer","93","innvandring"
"befolkning_flytting_vreg","2014","64","1","personer","245","innvandring"
"befolkning_flytting_vreg","2014","64","2","personer","276","innvandring"
"befolkning_flytting_vreg","2014","65","1","personer","18","innvandring"
"befolkning_flytting_vreg","2014","65","2","personer","89","innvandring"
"befolkning_flytting_vreg","2014","66","1","personer","24","innvandring"
"befolkning_flytting_vreg","2014","66","2","personer","30","innvandring"
"befolkning_flytting_vreg","2014","67","1","personer","63","innvandring"
"befolkning_flytting_vreg","2014","67","2","personer","121","innvandring"
"befolkning_flytting_vreg","2014","68","1","personer","29","innvandring"
"befolkning_flytting_vreg","2014","68","2","personer","50","innvandring"
"befolkning_flytting_vreg","2014","69","1","personer","86","innvandring"
"befolkning_flytting_vreg","2014","69","2","personer","119","innvandring"
"befolkning_flytting_vreg","2014","70","1","personer","24","innvandring"
"befolkning_flytting_vreg","2014","70","2","personer","5","innvandring"
"befolkning_flytting_vreg","2014","71","1","personer","53","innvandring"
"befolkning_flytting_vreg","2014","71","2","personer","165","innvandring"
"befolkning_flytting_vreg","2014","72","1","personer","119","innvandring"
"befolkning_flytting_vreg","2014","72","2","personer","196","innvandring"
"befolkning_flytting_vreg","2014","73","1","personer","366","innvandring"
"befolkning_flytting_vreg","2014","73","2","personer","456","innvandring"
"befolkning_flytting_vreg","2014","74","1","personer","162","innvandring"
"befolkning_flytting_vreg","2014","74","2","personer","186","innvandring"
"befolkning_flytting_vreg","2014","75","1","personer","152","innvandring"
"befolkning_flytting_vreg","2014","75","2","personer","119","innvandring"
"befolkning_flytting_vreg","2014","76","1","personer","173","innvandring"
"befolkning_flytting_vreg","2014","76","2","personer","198","innvandring"
"befolkning_flytting_vreg","2014","77","1","personer","198","innvandring"
"befolkning_flytting_vreg","2014","77","2","personer","303","innvandring"
"befolkning_flytting_vreg","2014","78","1","personer","118","innvandring"
"befolkning_flytting_vreg","2014","78","2","personer","286","innvandring"
"befolkning_flytting_vreg","2014","79","1","personer","797","innvandring"
"befolkning_flytting_vreg","2014","79","2","personer","410","innvandring"
"befolkning_flytting_vreg","2014","80","1","personer","93","innvandring"
"befolkning_flytting_vreg","2014","80","2","personer","75","innvandring"
"befolkning_flytting_vreg","2014","81","1","personer","372","innvandring"
"befolkning_flytting_vreg","2014","81","2","personer","227","innvandring"
"befolkning_flytting_vreg","2014","82","1","personer","78","innvandring"
"befolkning_flytting_vreg","2014","82","2","personer","21","innvandring"
"befolkning_flytting_vreg","2014","83","1","personer","301","innvandring"
"befolkning_flytting_vreg","2014","83","2","personer","243","innvandring"
"befolkning_flytting_vreg","2014","01","alle","personer","88","utvandring"
"befolkning_flytting_vreg","2014","02","alle","personer","147","utvandring"
"befolkning_flytting_vreg","2014","03","alle","personer","154","utvandring"
"befolkning_flytting_vreg","2014","04","alle","personer","438","utvandring"
"befolkning_flytting_vreg","2014","05","alle","personer","1019","utvandring"
"befolkning_flytting_vreg","2014","06","alle","personer","492","utvandring"
"befolkning_flytting_vreg","2014","07","alle","personer","644","utvandring"
"befolkning_flytting_vreg","2014","08","alle","personer","295","utvandring"
"befolkning_flytting_vreg","2014","09","alle","personer","6413","utvandring"
"befolkning_flytting_vreg","2014","10","alle","personer","23","utvandring"
"befolkning_flytting_vreg","2014","11","alle","personer","87","utvandring"
"befolkning_flytting_vreg","2014","12","alle","personer","185","utvandring"
"befolkning_flytting_vreg","2014","13","alle","personer","68","utvandring"
"befolkning_flytting_vreg","2014","14","alle","personer","130","utvandring"
"befolkning_flytting_vreg","2014","15","alle","personer","39","utvandring"
"befolkning_flytting_vreg","2014","16","alle","personer","106","utvandring"
"befolkning_flytting_vreg","2014","17","alle","personer","12","utvandring"
"befolkning_flytting_vreg","2014","18","alle","personer","26","utvandring"
"befolkning_flytting_vreg","2014","19","alle","personer","36","utvandring"
"befolkning_flytting_vreg","2014","20","alle","personer","617","utvandring"
"befolkning_flytting_vreg","2014","21","alle","personer","122","utvandring"
"befolkning_flytting_vreg","2014","22","alle","personer","179","utvandring"
"befolkning_flytting_vreg","2014","23","alle","personer","43","utvandring"
"befolkning_flytting_vreg","2014","24","alle","personer","130","utvandring"
"befolkning_flytting_vreg","2014","25","alle","personer","486","utvandring"
"befolkning_flytting_vreg","2014","26","alle","personer","254","utvandring"
"befolkning_flytting_vreg","2014","27","alle","personer","258","utvandring"
"befolkning_flytting_vreg","2014","28","alle","personer","55","utvandring"
"befolkning_flytting_vreg","2014","29","alle","personer","46","utvandring"
"befolkning_flytting_vreg","2014","30","alle","personer","31","utvandring"
"befolkning_flytting_vreg","2014","31","alle","personer","11","utvandring"
"befolkning_flytting_vreg","2014","32","alle","personer","214","utvandring"
"befolkning_flytting_vreg","2014","33","alle","personer","77","utvandring"
"befolkning_flytting_vreg","2014","34","alle","personer","67","utvandring"
"befolkning_flytting_vreg","2014","35","alle","personer","389","utvandring"
"befolkning_flytting_vreg","2014","36","alle","personer","84","utvandring"
"befolkning_flytting_vreg","2014","37","alle","personer","436","utvandring"
"befolkning_flytting_vreg","2014","38","alle","personer","64","utvandring"
"befolkning_flytting_vreg","2014","39","alle","personer","2576","utvandring"
"befolkning_flytting_vreg","2014","40","alle","personer","1978","utvandring"
"befolkning_flytting_vreg","2014","41","alle","personer","62","utvandring"
"befolkning_flytting_vreg","2014","42","alle","personer","60","utvandring"
"befolkning_flytting_vreg","2014","43","alle","personer","26","utvandring"
"befolkning_flytting_vreg","2014","44","alle","personer","88","utvandring"
"befolkning_flytting_vreg","2014","45","alle","personer","20","utvandring"
"befolkning_flytting_vreg","2014","46","alle","personer","215","utvandring"
"befolkning_flytting_vreg","2014","47","alle","personer","133","utvandring"
"befolkning_flytting_vreg","2014","48","alle","personer","113","utvandring"
"befolkning_flytting_vreg","2014","49","alle","personer","90","utvandring"
"befolkning_flytting_vreg","2014","50","alle","personer","88","utvandring"
"befolkning_flytting_vreg","2014","51","alle","personer","86","utvandring"
"befolkning_flytting_vreg","2014","52","alle","personer","158","utvandring"
"befolkning_flytting_vreg","2014","53","alle","personer","192","utvandring"
"befolkning_flytting_vreg","2014","54","alle","personer","49","utvandring"
"befolkning_flytting_vreg","2014","55","alle","personer","182","utvandring"
"befolkning_flytting_vreg","2014","56","alle","personer","350","utvandring"
"befolkning_flytting_vreg","2014","57","alle","personer","51","utvandring"
"befolkning_flytting_vreg","2014","58","alle","personer","83","utvandring"
"befolkning_flytting_vreg","2014","59","alle","personer","17","utvandring"
"befolkning_flytting_vreg","2014","60","alle","personer","30","utvandring"
"befolkning_flytting_vreg","2014","61","alle","personer","1471","utvandring"
"befolkning_flytting_vreg","2014","62","alle","personer","25","utvandring"
"befolkning_flytting_vreg","2014","63","alle","personer","43","utvandring"
"befolkning_flytting_vreg","2014","64","alle","personer","153","utvandring"
"befolkning_flytting_vreg","2014","65","alle","personer","13","utvandring"
"befolkning_flytting_vreg","2014","66","alle","personer","19","utvandring"
"befolkning_flytting_vreg","2014","67","alle","personer","21","utvandring"
"befolkning_flytting_vreg","2014","68","alle","personer","11","utvandring"
"befolkning_flytting_vreg","2014","69","alle","personer","24","utvandring"
"befolkning_flytting_vreg","2014","70","alle","personer","11","utvandring"
"befolkning_flytting_vreg","2014","71","alle","personer","20","utvandring"
"befolkning_flytting_vreg","2014","72","alle","personer","59","utvandring"
"befolkning_flytting_vreg","2014","73","alle","personer","201","utvandring"
"befolkning_flytting_vreg","2014","74","alle","personer","75","utvandring"
"befolkning_flytting_vreg","2014","75","alle","personer","53","utvandring"
"befolkning_flytting_vreg","2014","76","alle","personer","46","utvandring"
"befolkning_flytting_vreg","2014","77","alle","personer","105","utvandring"
"befolkning_flytting_vreg","2014","78","alle","personer","57","utvandring"
"befolkning_flytting_vreg","2014","79","alle","personer","394","utvandring"
"befolkning_flytting_vreg","2014","80","alle","personer","20","utvandring"
"befolkning_flytting_vreg","2014","81","alle","personer","145","utvandring"
"befolkning_flytting_vreg","2014","82","alle","personer","31","utvandring"
"befolkning_flytting_vreg","2014","83","alle","personer","124","utvandring"
"befolkning_flytting_vreg","2014","01","1","personer","47","utvandring"
"befolkning_flytting_vreg","2014","01","2","personer","41","utvandring"
"befolkning_flytting_vreg","2014","02","1","personer","103","utvandring"
"befolkning_flytting_vreg","2014","02","2","personer","44","utvandring"
"befolkning_flytting_vreg","2014","03","1","personer","91","utvandring"
"befolkning_flytting_vreg","2014","03","2","personer","63","utvandring"
"befolkning_flytting_vreg","2014","04","1","personer","251","utvandring"
"befolkning_flytting_vreg","2014","04","2","personer","187","utvandring"
"befolkning_flytting_vreg","2014","05","1","personer","540","utvandring"
"befolkning_flytting_vreg","2014","05","2","personer","479","utvandring"
"befolkning_flytting_vreg","2014","06","1","personer","263","utvandring"
"befolkning_flytting_vreg","2014","06","2","personer","229","utvandring"
"befolkning_flytting_vreg","2014","07","1","personer","389","utvandring"
"befolkning_flytting_vreg","2014","07","2","personer","255","utvandring"
"befolkning_flytting_vreg","2014","08","1","personer","218","utvandring"
"befolkning_flytting_vreg","2014","08","2","personer","77","utvandring"
"befolkning_flytting_vreg","2014","09","1","personer","3518","utvandring"
"befolkning_flytting_vreg","2014","09","2","personer","2895","utvandring"
"befolkning_flytting_vreg","2014","10","1","personer","14","utvandring"
"befolkning_flytting_vreg","2014","10","2","personer","9","utvandring"
"befolkning_flytting_vreg","2014","11","1","personer","59","utvandring"
"befolkning_flytting_vreg","2014","11","2","personer","28","utvandring"
"befolkning_flytting_vreg","2014","12","1","personer","90","utvandring"
"befolkning_flytting_vreg","2014","12","2","personer","95","utvandring"
"befolkning_flytting_vreg","2014","13","1","personer","44","utvandring"
"befolkning_flytting_vreg","2014","13","2","personer","24","utvandring"
"befolkning_flytting_vreg","2014","14","1","personer","55","utvandring"
"befolkning_flytting_vreg","2014","14","2","personer","75","utvandring"
"befolkning_flytting_vreg","2014","15","1","personer","22","utvandring"
"befolkning_flytting_vreg","2014","15","2","personer","17","utvandring"
"befolkning_flytting_vreg","2014","16","1","personer","73","utvandring"
"befolkning_flytting_vreg","2014","16","2","personer","33","utvandring"
"befolkning_flytting_vreg","2014","17","1","personer","9","utvandring"
"befolkning_flytting_vreg","2014","17","2","personer","3","utvandring"
"befolkning_flytting_vreg","2014","18","1","personer","23","utvandring"
"befolkning_flytting_vreg","2014","18","2","personer","3","utvandring"
"befolkning_flytting_vreg","2014","19","1","personer","30","utvandring"
"befolkning_flytting_vreg","2014","19","2","personer","6","utvandring"
"befolkning_flytting_vreg","2014","20","1","personer","459","utvandring"
"befolkning_flytting_vreg","2014","20","2","personer","158","utvandring"
"befolkning_flytting_vreg","2014","21","1","personer","105","utvandring"
"befolkning_flytting_vreg","2014","21","2","personer","17","utvandring"
"befolkning_flytting_vreg","2014","22","1","personer","118","utvandring"
"befolkning_flytting_vreg","2014","22","2","personer","61","utvandring"
"befolkning_flytting_vreg","2014","23","1","personer","36","utvandring"
"befolkning_flytting_vreg","2014","23","2","personer","7","utvandring"
"befolkning_flytting_vreg","2014","24","1","personer","103","utvandring"
"befolkning_flytting_vreg","2014","24","2","personer","27","utvandring"
"befolkning_flytting_vreg","2014","25","1","personer","377","utvandring"
"befolkning_flytting_vreg","2014","25","2","personer","109","utvandring"
"befolkning_flytting_vreg","2014","26","1","personer","173","utvandring"
"befolkning_flytting_vreg","2014","26","2","personer","81","utvandring"
"befolkning_flytting_vreg","2014","27","1","personer","175","utvandring"
"befolkning_flytting_vreg","2014","27","2","personer","83","utvandring"
"befolkning_flytting_vreg","2014","28","1","personer","45","utvandring"
"befolkning_flytting_vreg","2014","28","2","personer","10","utvandring"
"befolkning_flytting_vreg","2014","29","1","personer","42","utvandring"
"befolkning_flytting_vreg","2014","29","2","personer","4","utvandring"
"befolkning_flytting_vreg","2014","30","1","personer","30","utvandring"
"befolkning_flytting_vreg","2014","30","2","personer","1","utvandring"
"befolkning_flytting_vreg","2014","31","1","personer","8","utvandring"
"befolkning_flytting_vreg","2014","31","2","personer","3","utvandring"
"befolkning_flytting_vreg","2014","32","1","personer","170","utvandring"
"befolkning_flytting_vreg","2014","32","2","personer","44","utvandring"
"befolkning_flytting_vreg","2014","33","1","personer","67","utvandring"
"befolkning_flytting_vreg","2014","33","2","personer","10","utvandring"
"befolkning_flytting_vreg","2014","34","1","personer","38","utvandring"
"befolkning_flytting_vreg","2014","34","2","personer","29","utvandring"
"befolkning_flytting_vreg","2014","35","1","personer","264","utvandring"
"befolkning_flytting_vreg","2014","35","2","personer","125","utvandring"
"befolkning_flytting_vreg","2014","36","1","personer","61","utvandring"
"befolkning_flytting_vreg","2014","36","2","personer","23","utvandring"
"befolkning_flytting_vreg","2014","37","1","personer","339","utvandring"
"befolkning_flytting_vreg","2014","37","2","personer","97","utvandring"
"befolkning_flytting_vreg","2014","38","1","personer","51","utvandring"
"befolkning_flytting_vreg","2014","38","2","personer","13","utvandring"
"befolkning_flytting_vreg","2014","39","1","personer","1684","utvandring"
"befolkning_flytting_vreg","2014","39","2","personer","892","utvandring"
"befolkning_flytting_vreg","2014","40","1","personer","1288","utvandring"
"befolkning_flytting_vreg","2014","40","2","personer","690","utvandring"
"befolkning_flytting_vreg","2014","41","1","personer","56","utvandring"
"befolkning_flytting_vreg","2014","41","2","personer","6","utvandring"
"befolkning_flytting_vreg","2014","42","1","personer","45","utvandring"
"befolkning_flytting_vreg","2014","42","2","personer","15","utvandring"
"befolkning_flytting_vreg","2014","43","1","personer","22","utvandring"
"befolkning_flytting_vreg","2014","43","2","personer","4","utvandring"
"befolkning_flytting_vreg","2014","44","1","personer","73","utvandring"
"befolkning_flytting_vreg","2014","44","2","personer","15","utvandring"
"befolkning_flytting_vreg","2014","45","1","personer","19","utvandring"
"befolkning_flytting_vreg","2014","45","2","personer","1","utvandring"
"befolkning_flytting_vreg","2014","46","1","personer","174","utvandring"
"befolkning_flytting_vreg","2014","46","2","personer","41","utvandring"
"befolkning_flytting_vreg","2014","47","1","personer","112","utvandring"
"befolkning_flytting_vreg","2014","47","2","personer","21","utvandring"
"befolkning_flytting_vreg","2014","48","1","personer","52","utvandring"
"befolkning_flytting_vreg","2014","48","2","personer","61","utvandring"
