"aar","bydel_nr","kjonn","enhet","tabellvariabel","tabell_navn","avslutning_arsak_3","fylke_nr","naringsregion_nr","kommune_nr"
2014,"030102","1","personer","6","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030102","1","prosent","28.57142857","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030102","alle","personer","12","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030102","alle","prosent","36.36363636","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030103","0","personer","7","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030103","1","personer","15","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030103","alle","personer","22","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030103","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030103","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030103","1","personer","7","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030103","1","prosent","46.66666667","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030103","alle","personer","8","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030103","alle","prosent","36.36363636","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030103","0","personer","6","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030103","0","prosent","85.71428571","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030103","1","personer","8","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030103","1","prosent","53.33333333","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030103","alle","personer","14","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030103","alle","prosent","63.63636364","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030104","0","personer","10","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030104","1","personer","13","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030104","alle","personer","23","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030104","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030104","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030104","1","personer","7","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030104","1","prosent","53.84615385","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030104","alle","personer","10","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030104","alle","prosent","43.47826087","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030104","0","personer","7","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030104","0","prosent","70","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030104","1","personer","6","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030104","1","prosent","46.15384615","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030104","alle","personer","13","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030104","alle","prosent","56.52173913","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030105","0","personer","18","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030105","1","personer","18","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030105","alle","personer","36","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030105","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030105","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030105","1","personer","8","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030105","1","prosent","44.44444444","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030105","alle","personer","10","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030105","alle","prosent","27.77777778","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030105","0","personer","16","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030105","0","prosent","88.88888889","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030105","1","personer","10","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030105","1","prosent","55.55555556","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030105","alle","personer","26","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030105","alle","prosent","72.22222222","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030106","0","personer","7","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030106","1","personer","6","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030106","alle","personer","13","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030106","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030106","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030106","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030106","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030106","alle","personer","6","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030106","alle","prosent","46.15384615","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030106","0","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030106","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030106","1","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030106","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030106","alle","personer","7","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030106","alle","prosent","53.84615385","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030107","0","personer",":","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030107","1","personer",":","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030107","alle","personer","18","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030107","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030107","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030107","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030107","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030107","alle","personer","6","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030107","alle","prosent","33.33333333","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030107","0","personer","11","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030107","0","prosent","78.57142857","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030107","1","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030107","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030107","alle","personer","12","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030107","alle","prosent","66.66666667","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030108","0","personer",":","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030108","1","personer",":","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030108","alle","personer","10","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030108","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030108","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030108","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030108","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030108","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030108","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030108","0","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030108","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030108","1","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030108","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030108","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030108","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030109","0","personer","5","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030109","1","personer","5","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030109","alle","personer","10","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030109","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030109","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030109","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030109","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030109","alle","personer","5","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030109","alle","prosent","50","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030109","0","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030109","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030109","1","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030109","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030109","alle","personer","5","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030109","alle","prosent","50","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030110","0","personer",":","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030110","1","personer",":","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030110","alle","personer","12","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030110","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030110","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030110","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030110","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030110","alle","personer","6","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030110","alle","prosent","50","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030110","0","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030110","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030110","1","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030110","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030110","alle","personer","6","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030110","alle","prosent","50","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030111","0","personer","11","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030111","1","personer","11","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030111","alle","personer","22","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030111","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030111","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030111","1","personer","9","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030111","1","prosent","81.81818182","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030111","alle","personer","12","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030111","alle","prosent","54.54545455","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030111","0","personer","8","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030111","0","prosent","72.72727273","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030111","1","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030111","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030111","alle","personer","10","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030111","alle","prosent","45.45454545","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030112","0","personer","15","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030112","1","personer","16","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030112","alle","personer","31","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030112","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030112","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030112","1","personer","10","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030112","1","prosent","62.5","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030112","alle","personer","11","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030112","alle","prosent","35.48387097","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030112","0","personer","14","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030112","0","prosent","93.33333333","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030112","1","personer","6","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030112","1","prosent","37.5","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030112","alle","personer","20","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030112","alle","prosent","64.51612903","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030113","0","personer","8","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030113","1","personer","7","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030113","alle","personer","15","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030113","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030113","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030113","1","personer","5","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030113","1","prosent","71.42857143","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030113","alle","personer","6","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030113","alle","prosent","40","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030113","0","personer","7","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030113","0","prosent","87.5","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030113","1","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030113","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030113","alle","personer","9","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030113","alle","prosent","60","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030114","0","personer","10","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030114","1","personer","7","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030114","alle","personer","17","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030114","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030114","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030114","1","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030114","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030114","alle","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030114","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030114","0","personer","6","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030114","0","prosent","60","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030114","1","personer","7","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030114","1","prosent","100","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030114","alle","personer",":","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030114","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030115","0","personer","11","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030115","1","personer","16","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030115","alle","personer","27","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030115","0","personer",":","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030115","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030115","1","personer","8","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030115","1","prosent","50","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030115","alle","personer","12","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030115","alle","prosent","44.44444444","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030115","0","personer","7","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030115","0","prosent","63.63636364","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030115","1","personer","8","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030115","1","prosent","50","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030115","alle","personer","15","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030115","alle","prosent","55.55555556","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030116","0","personer",".","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030116","1","personer",".","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030116","alle","personer",".","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030116","0","personer",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030116","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030116","1","personer",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030116","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030116","alle","personer",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030116","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030116","0","personer",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030116","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030116","1","personer",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030116","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030116","alle","personer",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030116","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030117","0","personer",".","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030117","1","personer",".","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030117","alle","personer",".","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030117","0","personer",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030117","0","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030117","1","personer",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030117","1","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030117","alle","personer",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030117","alle","prosent",".","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030117","0","personer",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030117","0","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030117","1","personer",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030117","1","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030117","alle","personer",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030117","alle","prosent",".","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030199","0","personer","","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030199","1","personer","","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030199","alle","personer","","intro_avslutning_direkte_3","alle","NULL","NULL","NULL"
2014,"030199","0","personer","","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030199","0","prosent","","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030199","1","personer","","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030199","1","prosent","","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030199","alle","personer","","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030199","alle","prosent","","intro_avslutning_direkte_3","arbutd","NULL","NULL","NULL"
2014,"030199","0","personer","","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030199","0","prosent","","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030199","1","personer","","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030199","1","prosent","","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030199","alle","personer","","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"030199","alle","prosent","","intro_avslutning_direkte_3","annet","NULL","NULL","NULL"
2014,"NULL","0","personer","1522","intro_avslutning_direkte_3","alle","00","NULL","NULL"
2014,"NULL","1","personer","1707","intro_avslutning_direkte_3","alle","00","NULL","NULL"
2014,"NULL","alle","personer","3229","intro_avslutning_direkte_3","alle","00","NULL","NULL"
2014,"NULL","0","personer","517","intro_avslutning_direkte_3","arbutd","00","NULL","NULL"
2014,"NULL","0","prosent","33.96846255","intro_avslutning_direkte_3","arbutd","00","NULL","NULL"
2014,"NULL","1","personer","891","intro_avslutning_direkte_3","arbutd","00","NULL","NULL"
2014,"NULL","1","prosent","52.19683656","intro_avslutning_direkte_3","arbutd","00","NULL","NULL"
2014,"NULL","alle","personer","1408","intro_avslutning_direkte_3","arbutd","00","NULL","NULL"
2014,"NULL","alle","prosent","43.60483122","intro_avslutning_direkte_3","arbutd","00","NULL","NULL"
2014,"NULL","0","personer","1005","intro_avslutning_direkte_3","annet","00","NULL","NULL"
2014,"NULL","0","prosent","66.03153745","intro_avslutning_direkte_3","annet","00","NULL","NULL"
2014,"NULL","1","personer","816","intro_avslutning_direkte_3","annet","00","NULL","NULL"
2014,"NULL","1","prosent","47.80316344","intro_avslutning_direkte_3","annet","00","NULL","NULL"
2014,"NULL","alle","personer","1821","intro_avslutning_direkte_3","annet","00","NULL","NULL"
2014,"NULL","alle","prosent","56.39516878","intro_avslutning_direkte_3","annet","00","NULL","NULL"
