"bydel_nr","spraak","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"030110","alle","1_5","prosent","69,63269529","2013","barnehagedeltakelse"
"030111","alle","1_5","prosent","63,07837583","2013","barnehagedeltakelse"
"030112","alle","1_5","prosent","73,34871647","2013","barnehagedeltakelse"
"030113","alle","1_5","prosent","77,90262172","2013","barnehagedeltakelse"
"030114","alle","1_5","prosent","87,55102041","2013","barnehagedeltakelse"
"030115","alle","1_5","prosent","72,72414978","2013","barnehagedeltakelse"
"030116","alle","1_5","prosent",".","2013","barnehagedeltakelse"
"030117","alle","1_5","prosent",".","2013","barnehagedeltakelse"
"030199","alle","1_5","prosent",".","2013","barnehagedeltakelse"
"030101","alle","1","prosent","57,35461802","2013","barnehagedeltakelse"
"030102","alle","1","prosent","56,31768953","2013","barnehagedeltakelse"
"030103","alle","1","prosent","73,60482655","2013","barnehagedeltakelse"
"030104","alle","1","prosent","106,097561","2013","barnehagedeltakelse"
"030105","alle","1","prosent","80,45774648","2013","barnehagedeltakelse"
"030106","alle","1","prosent","88,86310905","2013","barnehagedeltakelse"
"030107","alle","1","prosent","68,21480406","2013","barnehagedeltakelse"
"030108","alle","1","prosent","111,5015974","2013","barnehagedeltakelse"
"030109","alle","1","prosent","58,34829443","2013","barnehagedeltakelse"
"030110","alle","1","prosent","42,89276808","2013","barnehagedeltakelse"
"030111","alle","1","prosent","23,4741784","2013","barnehagedeltakelse"
"030112","alle","1","prosent","35,67335244","2013","barnehagedeltakelse"
"030113","alle","1","prosent","56,63265306","2013","barnehagedeltakelse"
"030114","alle","1","prosent","67,52873563","2013","barnehagedeltakelse"
"030115","alle","1","prosent","37,1886121","2013","barnehagedeltakelse"
"030116","alle","1","prosent",".","2013","barnehagedeltakelse"
"030117","alle","1","prosent",".","2013","barnehagedeltakelse"
"030199","alle","1","prosent",".","2013","barnehagedeltakelse"
"030101","alle","2","prosent","83,67609254","2013","barnehagedeltakelse"
"030102","alle","2","prosent","89,00662252","2013","barnehagedeltakelse"
"030103","alle","2","prosent","94,5035461","2013","barnehagedeltakelse"
"030104","alle","2","prosent","123,7467018","2013","barnehagedeltakelse"
"030105","alle","2","prosent","103,2051282","2013","barnehagedeltakelse"
"030106","alle","2","prosent","106,6361556","2013","barnehagedeltakelse"
"030107","alle","2","prosent","84,53292496","2013","barnehagedeltakelse"
"030108","alle","2","prosent","115,5844156","2013","barnehagedeltakelse"
"030109","alle","2","prosent","68,59344894","2013","barnehagedeltakelse"
"030110","alle","2","prosent","68,16976127","2013","barnehagedeltakelse"
"030111","alle","2","prosent","50,36674817","2013","barnehagedeltakelse"
"030112","alle","2","prosent","71,30801688","2013","barnehagedeltakelse"
"030113","alle","2","prosent","79,32489451","2013","barnehagedeltakelse"
"030114","alle","2","prosent","89,47368421","2013","barnehagedeltakelse"
"030115","alle","2","prosent","65,88235294","2013","barnehagedeltakelse"
"030116","alle","2","prosent",".","2013","barnehagedeltakelse"
"030117","alle","2","prosent",".","2013","barnehagedeltakelse"
"030199","alle","2","prosent",".","2013","barnehagedeltakelse"
"030101","alle","3","prosent","84,20268256","2013","barnehagedeltakelse"
"030102","alle","3","prosent","94,23423423","2013","barnehagedeltakelse"
"030103","alle","3","prosent","103,8461538","2013","barnehagedeltakelse"
"030104","alle","3","prosent","128","2013","barnehagedeltakelse"
"030105","alle","3","prosent","116,1434978","2013","barnehagedeltakelse"
"030106","alle","3","prosent","101,635514","2013","barnehagedeltakelse"
"030107","alle","3","prosent","87,61061947","2013","barnehagedeltakelse"
"030108","alle","3","prosent","109,3184979","2013","barnehagedeltakelse"
"030109","alle","3","prosent","79,48717949","2013","barnehagedeltakelse"
"030110","alle","3","prosent","73,46437346","2013","barnehagedeltakelse"
"030111","alle","3","prosent","71,80094787","2013","barnehagedeltakelse"
"030112","alle","3","prosent","75,71428571","2013","barnehagedeltakelse"
"030113","alle","3","prosent","81,2911726","2013","barnehagedeltakelse"
"030114","alle","3","prosent","90,81920904","2013","barnehagedeltakelse"
"030115","alle","3","prosent","79,62328767","2013","barnehagedeltakelse"
"030116","alle","3","prosent",".","2013","barnehagedeltakelse"
"030117","alle","3","prosent",".","2013","barnehagedeltakelse"
"030199","alle","3","prosent",".","2013","barnehagedeltakelse"
"030101","alle","4","prosent","90,82706767","2013","barnehagedeltakelse"
"030102","alle","4","prosent","102,5242718","2013","barnehagedeltakelse"
"030103","alle","4","prosent","98,11320755","2013","barnehagedeltakelse"
"030104","alle","4","prosent","126,1818182","2013","barnehagedeltakelse"
"030105","alle","4","prosent","118,2957393","2013","barnehagedeltakelse"
"030106","alle","4","prosent","105,2747253","2013","barnehagedeltakelse"
"030107","alle","4","prosent","93,85307346","2013","barnehagedeltakelse"
"030108","alle","4","prosent","102,3776224","2013","barnehagedeltakelse"
"030109","alle","4","prosent","82,65107212","2013","barnehagedeltakelse"
"030110","alle","4","prosent","78,51458886","2013","barnehagedeltakelse"
"030111","alle","4","prosent","81,9025522","2013","barnehagedeltakelse"
"030112","alle","4","prosent","91,78674352","2013","barnehagedeltakelse"
"030113","alle","4","prosent","84,49612403","2013","barnehagedeltakelse"
"030114","alle","4","prosent","95,3010279","2013","barnehagedeltakelse"
"030115","alle","4","prosent","88,7394958","2013","barnehagedeltakelse"
"030116","alle","4","prosent",".","2013","barnehagedeltakelse"
"030117","alle","4","prosent",".","2013","barnehagedeltakelse"
"030199","alle","4","prosent",".","2013","barnehagedeltakelse"
"030101","alle","5","prosent","87,79599271","2013","barnehagedeltakelse"
"030102","alle","5","prosent","103,9473684","2013","barnehagedeltakelse"
"030103","alle","5","prosent","91,38461538","2013","barnehagedeltakelse"
"030104","alle","5","prosent","130,6772908","2013","barnehagedeltakelse"
"030105","alle","5","prosent","125,6198347","2013","barnehagedeltakelse"
"030106","alle","5","prosent","96,0591133","2013","barnehagedeltakelse"
"030107","alle","5","prosent","91,57303371","2013","barnehagedeltakelse"
"030108","alle","5","prosent","105,1798561","2013","barnehagedeltakelse"
"030109","alle","5","prosent","89,78723404","2013","barnehagedeltakelse"
"030110","alle","5","prosent","86,79245283","2013","barnehagedeltakelse"
"030111","alle","5","prosent","86,97674419","2013","barnehagedeltakelse"
"030112","alle","5","prosent","93,37349398","2013","barnehagedeltakelse"
"030113","alle","5","prosent","89,15492958","2013","barnehagedeltakelse"
"030114","alle","5","prosent","94,84978541","2013","barnehagedeltakelse"
"030115","alle","5","prosent","90,95652174","2013","barnehagedeltakelse"
"030116","alle","5","prosent",".","2013","barnehagedeltakelse"
"030117","alle","5","prosent",".","2013","barnehagedeltakelse"
"030199","alle","5","prosent",".","2013","barnehagedeltakelse"
"030101","minoritet","1_5","personer","946","2013","barnehagedeltakelse"
"030102","minoritet","1_5","personer","706","2013","barnehagedeltakelse"
"030103","minoritet","1_5","personer","423","2013","barnehagedeltakelse"
"030104","minoritet","1_5","personer","352","2013","barnehagedeltakelse"
"030105","minoritet","1_5","personer","430","2013","barnehagedeltakelse"
"030106","minoritet","1_5","personer","188","2013","barnehagedeltakelse"
"030107","minoritet","1_5","personer","204","2013","barnehagedeltakelse"
"030108","minoritet","1_5","personer","406","2013","barnehagedeltakelse"
"030109","minoritet","1_5","personer","726","2013","barnehagedeltakelse"
"030110","minoritet","1_5","personer","753","2013","barnehagedeltakelse"
"030111","minoritet","1_5","personer","929","2013","barnehagedeltakelse"
"030112","minoritet","1_5","personer","1512","2013","barnehagedeltakelse"
"030113","minoritet","1_5","personer","677","2013","barnehagedeltakelse"
"030114","minoritet","1_5","personer","288","2013","barnehagedeltakelse"
"030115","minoritet","1_5","personer","1108","2013","barnehagedeltakelse"
"030116","minoritet","1_5","personer",".","2013","barnehagedeltakelse"
"030117","minoritet","1_5","personer",".","2013","barnehagedeltakelse"
"030199","minoritet","1_5","personer",".","2013","barnehagedeltakelse"
"030101","minoritet","1","personer","76","2013","barnehagedeltakelse"
"030102","minoritet","1","personer","62","2013","barnehagedeltakelse"
"030103","minoritet","1","personer","43","2013","barnehagedeltakelse"
"030104","minoritet","1","personer","49","2013","barnehagedeltakelse"
"030105","minoritet","1","personer","49","2013","barnehagedeltakelse"
"030106","minoritet","1","personer","20","2013","barnehagedeltakelse"
"030107","minoritet","1","personer","27","2013","barnehagedeltakelse"
"030108","minoritet","1","personer","67","2013","barnehagedeltakelse"
"030109","minoritet","1","personer","59","2013","barnehagedeltakelse"
"030110","minoritet","1","personer","69","2013","barnehagedeltakelse"
"030111","minoritet","1","personer","48","2013","barnehagedeltakelse"
"030112","minoritet","1","personer","94","2013","barnehagedeltakelse"
"030113","minoritet","1","personer","65","2013","barnehagedeltakelse"
"030114","minoritet","1","personer","28","2013","barnehagedeltakelse"
"030115","minoritet","1","personer","51","2013","barnehagedeltakelse"
"030116","minoritet","1","personer",".","2013","barnehagedeltakelse"
"030117","minoritet","1","personer",".","2013","barnehagedeltakelse"
"030199","minoritet","1","personer",".","2013","barnehagedeltakelse"
"030101","minoritet","2","personer","188","2013","barnehagedeltakelse"
"030102","minoritet","2","personer","154","2013","barnehagedeltakelse"
"030103","minoritet","2","personer","86","2013","barnehagedeltakelse"
"030104","minoritet","2","personer","84","2013","barnehagedeltakelse"
"030105","minoritet","2","personer","77","2013","barnehagedeltakelse"
"030106","minoritet","2","personer","44","2013","barnehagedeltakelse"
"030107","minoritet","2","personer","44","2013","barnehagedeltakelse"
"030108","minoritet","2","personer","97","2013","barnehagedeltakelse"
"030109","minoritet","2","personer","125","2013","barnehagedeltakelse"
"030110","minoritet","2","personer","122","2013","barnehagedeltakelse"
"030111","minoritet","2","personer","133","2013","barnehagedeltakelse"
"030112","minoritet","2","personer","269","2013","barnehagedeltakelse"
"030113","minoritet","2","personer","122","2013","barnehagedeltakelse"
"030114","minoritet","2","personer","62","2013","barnehagedeltakelse"
"030115","minoritet","2","personer","186","2013","barnehagedeltakelse"
"030116","minoritet","2","personer",".","2013","barnehagedeltakelse"
"030117","minoritet","2","personer",".","2013","barnehagedeltakelse"
"030199","minoritet","2","personer",".","2013","barnehagedeltakelse"
"030101","minoritet","3","personer","201","2013","barnehagedeltakelse"
"030102","minoritet","3","personer","154","2013","barnehagedeltakelse"
"030103","minoritet","3","personer","104","2013","barnehagedeltakelse"
"030104","minoritet","3","personer","81","2013","barnehagedeltakelse"
"030105","minoritet","3","personer","105","2013","barnehagedeltakelse"
"030106","minoritet","3","personer","42","2013","barnehagedeltakelse"
"030107","minoritet","3","personer","50","2013","barnehagedeltakelse"
"030108","minoritet","3","personer","80","2013","barnehagedeltakelse"
"030109","minoritet","3","personer","178","2013","barnehagedeltakelse"
"030110","minoritet","3","personer","176","2013","barnehagedeltakelse"
"030111","minoritet","3","personer","214","2013","barnehagedeltakelse"
"030112","minoritet","3","personer","309","2013","barnehagedeltakelse"
"030113","minoritet","3","personer","144","2013","barnehagedeltakelse"
"030114","minoritet","3","personer","58","2013","barnehagedeltakelse"
"030115","minoritet","3","personer","252","2013","barnehagedeltakelse"
"030116","minoritet","3","personer",".","2013","barnehagedeltakelse"
"030117","minoritet","3","personer",".","2013","barnehagedeltakelse"
"030199","minoritet","3","personer",".","2013","barnehagedeltakelse"
"030101","minoritet","4","personer","261","2013","barnehagedeltakelse"
"030102","minoritet","4","personer","168","2013","barnehagedeltakelse"
"030103","minoritet","4","personer","92","2013","barnehagedeltakelse"
"030104","minoritet","4","personer","71","2013","barnehagedeltakelse"
"030105","minoritet","4","personer","85","2013","barnehagedeltakelse"
"030106","minoritet","4","personer","49","2013","barnehagedeltakelse"
"030107","minoritet","4","personer","45","2013","barnehagedeltakelse"
"030108","minoritet","4","personer","86","2013","barnehagedeltakelse"
"030109","minoritet","4","personer","169","2013","barnehagedeltakelse"
"030110","minoritet","4","personer","182","2013","barnehagedeltakelse"
"030111","minoritet","4","personer","254","2013","barnehagedeltakelse"
"030112","minoritet","4","personer","428","2013","barnehagedeltakelse"
"030113","minoritet","4","personer","184","2013","barnehagedeltakelse"
"030114","minoritet","4","personer","67","2013","barnehagedeltakelse"
"030115","minoritet","4","personer","312","2013","barnehagedeltakelse"
"030116","minoritet","4","personer",".","2013","barnehagedeltakelse"
"030117","minoritet","4","personer",".","2013","barnehagedeltakelse"
"030199","minoritet","4","personer",".","2013","barnehagedeltakelse"
"030101","minoritet","5","personer","220","2013","barnehagedeltakelse"
"030102","minoritet","5","personer","168","2013","barnehagedeltakelse"
"030103","minoritet","5","personer","98","2013","barnehagedeltakelse"
"030104","minoritet","5","personer","67","2013","barnehagedeltakelse"
"030105","minoritet","5","personer","114","2013","barnehagedeltakelse"
"030106","minoritet","5","personer","33","2013","barnehagedeltakelse"
"030107","minoritet","5","personer","38","2013","barnehagedeltakelse"
"030108","minoritet","5","personer","76","2013","barnehagedeltakelse"
"030109","minoritet","5","personer","195","2013","barnehagedeltakelse"
"030110","minoritet","5","personer","204","2013","barnehagedeltakelse"
"030111","minoritet","5","personer","280","2013","barnehagedeltakelse"
"030112","minoritet","5","personer","412","2013","barnehagedeltakelse"
"030113","minoritet","5","personer","162","2013","barnehagedeltakelse"
"030114","minoritet","5","personer","73","2013","barnehagedeltakelse"
"030115","minoritet","5","personer","307","2013","barnehagedeltakelse"
"030116","minoritet","5","personer",".","2013","barnehagedeltakelse"
"030117","minoritet","5","personer",".","2013","barnehagedeltakelse"
"030199","minoritet","5","personer",".","2013","barnehagedeltakelse"
"030101","minoritet","1_5","prosent","71,39622642","2013","barnehagedeltakelse"
"030102","minoritet","1_5","prosent","68,61030126","2013","barnehagedeltakelse"
"030103","minoritet","1_5","prosent","69,00489396","2013","barnehagedeltakelse"
"030104","minoritet","1_5","prosent","98,32402235","2013","barnehagedeltakelse"
"030105","minoritet","1_5","prosent","85,48707753","2013","barnehagedeltakelse"
"030106","minoritet","1_5","prosent","78,33333333","2013","barnehagedeltakelse"
"030107","minoritet","1_5","prosent","64,3533123","2013","barnehagedeltakelse"
"030108","minoritet","1_5","prosent","106,5616798","2013","barnehagedeltakelse"
"030109","minoritet","1_5","prosent","69,54022989","2013","barnehagedeltakelse"
"030110","minoritet","1_5","prosent","75,75452716","2013","barnehagedeltakelse"
"030111","minoritet","1_5","prosent","75,1618123","2013","barnehagedeltakelse"
"030112","minoritet","1_5","prosent","81,50943396","2013","barnehagedeltakelse"
"030113","minoritet","1_5","prosent","78,9044289","2013","barnehagedeltakelse"
"030114","minoritet","1_5","prosent","74,41860465","2013","barnehagedeltakelse"
"030115","minoritet","1_5","prosent","84,19452888","2013","barnehagedeltakelse"
"030116","minoritet","1_5","prosent",".","2013","barnehagedeltakelse"
"030117","minoritet","1_5","prosent",".","2013","barnehagedeltakelse"
"030199","minoritet","1_5","prosent",".","2013","barnehagedeltakelse"
"030101","minoritet","1","prosent","26,48083624","2013","barnehagedeltakelse"
"030102","minoritet","1","prosent","27,19298246","2013","barnehagedeltakelse"
"030103","minoritet","1","prosent","34,12698413","2013","barnehagedeltakelse"
"030104","minoritet","1","prosent","60,49382716","2013","barnehagedeltakelse"
"030105","minoritet","1","prosent","42,60869565","2013","barnehagedeltakelse"
"030106","minoritet","1","prosent","41,66666667","2013","barnehagedeltakelse"
"030107","minoritet","1","prosent","37,5","2013","barnehagedeltakelse"
"030108","minoritet","1","prosent","103,0769231","2013","barnehagedeltakelse"
"030109","minoritet","1","prosent","28,7804878","2013","barnehagedeltakelse"
"030110","minoritet","1","prosent","35,38461538","2013","barnehagedeltakelse"
"030111","minoritet","1","prosent","20,51282051","2013","barnehagedeltakelse"
"030112","minoritet","1","prosent","26,55367232","2013","barnehagedeltakelse"
"030113","minoritet","1","prosent","38,92215569","2013","barnehagedeltakelse"
"030114","minoritet","1","prosent","36,84210526","2013","barnehagedeltakelse"
"030115","minoritet","1","prosent","21,98275862","2013","barnehagedeltakelse"
"030116","minoritet","1","prosent",".","2013","barnehagedeltakelse"
"030117","minoritet","1","prosent",".","2013","barnehagedeltakelse"
"030199","minoritet","1","prosent",".","2013","barnehagedeltakelse"
"030101","minoritet","2","prosent","69,88847584","2013","barnehagedeltakelse"
"030102","minoritet","2","prosent","67,2489083","2013","barnehagedeltakelse"
"030103","minoritet","2","prosent","63,7037037","2013","barnehagedeltakelse"
"030104","minoritet","2","prosent","107,6923077","2013","barnehagedeltakelse"
"030105","minoritet","2","prosent","75,49019608","2013","barnehagedeltakelse"
"030106","minoritet","2","prosent","70,96774194","2013","barnehagedeltakelse"
"030107","minoritet","2","prosent","65,67164179","2013","barnehagedeltakelse"
"030108","minoritet","2","prosent","107,7777778","2013","barnehagedeltakelse"
"030109","minoritet","2","prosent","60,38647343","2013","barnehagedeltakelse"
"030110","minoritet","2","prosent","64,89361702","2013","barnehagedeltakelse"
"030111","minoritet","2","prosent","56,59574468","2013","barnehagedeltakelse"
"030112","minoritet","2","prosent","73,29700272","2013","barnehagedeltakelse"
"030113","minoritet","2","prosent","76,25","2013","barnehagedeltakelse"
"030114","minoritet","2","prosent","76,54320988","2013","barnehagedeltakelse"
"030115","minoritet","2","prosent","66,19217082","2013","barnehagedeltakelse"
"030116","minoritet","2","prosent",".","2013","barnehagedeltakelse"
"030117","minoritet","2","prosent",".","2013","barnehagedeltakelse"
"030199","minoritet","2","prosent",".","2013","barnehagedeltakelse"
"030101","minoritet","3","prosent","74,1697417","2013","barnehagedeltakelse"
"030102","minoritet","3","prosent","76,23762376","2013","barnehagedeltakelse"
"030103","minoritet","3","prosent","83,2","2013","barnehagedeltakelse"
"030104","minoritet","3","prosent","108","2013","barnehagedeltakelse"
"030105","minoritet","3","prosent","102,9411765","2013","barnehagedeltakelse"
"030106","minoritet","3","prosent","95,45454545","2013","barnehagedeltakelse"
"030107","minoritet","3","prosent","71,42857143","2013","barnehagedeltakelse"
"030108","minoritet","3","prosent","101,2658228","2013","barnehagedeltakelse"
"030109","minoritet","3","prosent","77,39130435","2013","barnehagedeltakelse"
"030110","minoritet","3","prosent","81,48148148","2013","barnehagedeltakelse"
"030111","minoritet","3","prosent","83,26848249","2013","barnehagedeltakelse"
"030112","minoritet","3","prosent","82,62032086","2013","barnehagedeltakelse"
"030113","minoritet","3","prosent","88,34355828","2013","barnehagedeltakelse"
"030114","minoritet","3","prosent","90,625","2013","barnehagedeltakelse"
"030115","minoritet","3","prosent","96,55172414","2013","barnehagedeltakelse"
"030116","minoritet","3","prosent",".","2013","barnehagedeltakelse"
"030117","minoritet","3","prosent",".","2013","barnehagedeltakelse"
"030199","minoritet","3","prosent",".","2013","barnehagedeltakelse"
"030101","minoritet","4","prosent","95,95588235","2013","barnehagedeltakelse"
"030102","minoritet","4","prosent","88,42105263","2013","barnehagedeltakelse"
"030103","minoritet","4","prosent","77,96610169","2013","barnehagedeltakelse"
"030104","minoritet","4","prosent","112,6984127","2013","barnehagedeltakelse"
"030105","minoritet","4","prosent","103,6585366","2013","barnehagedeltakelse"
"030106","minoritet","4","prosent","106,5217391","2013","barnehagedeltakelse"
"030107","minoritet","4","prosent","90","2013","barnehagedeltakelse"
"030108","minoritet","4","prosent","107,5","2013","barnehagedeltakelse"
"030109","minoritet","4","prosent","82,03883495","2013","barnehagedeltakelse"
"030110","minoritet","4","prosent","93,81443299","2013","barnehagedeltakelse"
"030111","minoritet","4","prosent","104,9586777","2013","barnehagedeltakelse"
"030112","minoritet","4","prosent","109,1836735","2013","barnehagedeltakelse"
"030113","minoritet","4","prosent","94,35897436","2013","barnehagedeltakelse"
"030114","minoritet","4","prosent","79,76190476","2013","barnehagedeltakelse"
"030115","minoritet","4","prosent","116,4179104","2013","barnehagedeltakelse"
"030116","minoritet","4","prosent",".","2013","barnehagedeltakelse"
"030117","minoritet","4","prosent",".","2013","barnehagedeltakelse"
"030199","minoritet","4","prosent",".","2013","barnehagedeltakelse"
"030101","minoritet","5","prosent","97,34513274","2013","barnehagedeltakelse"
"030102","minoritet","5","prosent","93,33333333","2013","barnehagedeltakelse"
"030103","minoritet","5","prosent","89,90825688","2013","barnehagedeltakelse"
"030104","minoritet","5","prosent","109,8360656","2013","barnehagedeltakelse"
"030105","minoritet","5","prosent","111,7647059","2013","barnehagedeltakelse"
"030106","minoritet","5","prosent","82,5","2013","barnehagedeltakelse"
"030107","minoritet","5","prosent","65,51724138","2013","barnehagedeltakelse"
"030108","minoritet","5","prosent","113,4328358","2013","barnehagedeltakelse"
"030109","minoritet","5","prosent","99,48979592","2013","barnehagedeltakelse"
"030110","minoritet","5","prosent","101,4925373","2013","barnehagedeltakelse"
"030111","minoritet","5","prosent","104,4776119","2013","barnehagedeltakelse"
"030112","minoritet","5","prosent","111,9565217","2013","barnehagedeltakelse"
"030113","minoritet","5","prosent","93,6416185","2013","barnehagedeltakelse"
"030114","minoritet","5","prosent","89,02439024","2013","barnehagedeltakelse"
