"tabell_navn","aar","fylke_nr","landbakgrunn","enhet","tabellvariabel"
"befolkning_opprinnelsesland",2015,"01",220,"person","."
"befolkning_opprinnelsesland",2015,"01",229,"person",":"
"befolkning_opprinnelsesland",2015,"01",235,"person","."
"befolkning_opprinnelsesland",2015,"01",239,"person","6"
"befolkning_opprinnelsesland",2015,"01",241,"person","273"
"befolkning_opprinnelsesland",2015,"01",246,"person","144"
"befolkning_opprinnelsesland",2015,"01",249,"person","42"
"befolkning_opprinnelsesland",2015,"01",250,"person","."
"befolkning_opprinnelsesland",2015,"01",254,"person","."
"befolkning_opprinnelsesland",2015,"01",256,"person","27"
"befolkning_opprinnelsesland",2015,"01",260,"person","29"
"befolkning_opprinnelsesland",2015,"01",264,"person",":"
"befolkning_opprinnelsesland",2015,"01",266,"person",":"
"befolkning_opprinnelsesland",2015,"01",270,"person","23"
"befolkning_opprinnelsesland",2015,"01",273,"person","17"
"befolkning_opprinnelsesland",2015,"01",276,"person","81"
"befolkning_opprinnelsesland",2015,"01",278,"person","10"
"befolkning_opprinnelsesland",2015,"01",279,"person","220"
"befolkning_opprinnelsesland",2015,"01",281,"person","."
"befolkning_opprinnelsesland",2015,"01",283,"person","44"
"befolkning_opprinnelsesland",2015,"01",286,"person","24"
"befolkning_opprinnelsesland",2015,"01",289,"person",":"
"befolkning_opprinnelsesland",2015,"01",296,"person",":"
"befolkning_opprinnelsesland",2015,"01",299,"person","."
"befolkning_opprinnelsesland",2015,"01",303,"person","203"
"befolkning_opprinnelsesland",2015,"01",304,"person","."
"befolkning_opprinnelsesland",2015,"01",306,"person",":"
"befolkning_opprinnelsesland",2015,"01",307,"person","17"
"befolkning_opprinnelsesland",2015,"01",308,"person","6"
"befolkning_opprinnelsesland",2015,"01",309,"person",":"
"befolkning_opprinnelsesland",2015,"01",313,"person","78"
"befolkning_opprinnelsesland",2015,"01",319,"person","4"
"befolkning_opprinnelsesland",2015,"01",322,"person","."
"befolkning_opprinnelsesland",2015,"01",323,"person",":"
"befolkning_opprinnelsesland",2015,"01",326,"person","10"
"befolkning_opprinnelsesland",2015,"01",329,"person","52"
"befolkning_opprinnelsesland",2015,"01",333,"person","."
"befolkning_opprinnelsesland",2015,"01",336,"person","4"
"befolkning_opprinnelsesland",2015,"01",337,"person","."
"befolkning_opprinnelsesland",2015,"01",338,"person",":"
"befolkning_opprinnelsesland",2015,"01",339,"person","15"
"befolkning_opprinnelsesland",2015,"01",346,"person","1925"
"befolkning_opprinnelsesland",2015,"01",355,"person","6"
"befolkning_opprinnelsesland",2015,"01",356,"person","64"
"befolkning_opprinnelsesland",2015,"01",357,"person","."
"befolkning_opprinnelsesland",2015,"01",359,"person","39"
"befolkning_opprinnelsesland",2015,"01",369,"person","25"
"befolkning_opprinnelsesland",2015,"01",373,"person","."
"befolkning_opprinnelsesland",2015,"01",376,"person",":"
"befolkning_opprinnelsesland",2015,"01",379,"person","51"
"befolkning_opprinnelsesland",2015,"01",386,"person","70"
"befolkning_opprinnelsesland",2015,"01",389,"person","11"
"befolkning_opprinnelsesland",2015,"01",393,"person","."
"befolkning_opprinnelsesland",2015,"01",404,"person","490"
"befolkning_opprinnelsesland",2015,"01",406,"person","5"
"befolkning_opprinnelsesland",2015,"01",407,"person","25"
"befolkning_opprinnelsesland",2015,"01",409,"person","."
"befolkning_opprinnelsesland",2015,"01",410,"person","6"
"befolkning_opprinnelsesland",2015,"01",412,"person",":"
"befolkning_opprinnelsesland",2015,"01",416,"person","."
"befolkning_opprinnelsesland",2015,"01",420,"person","81"
"befolkning_opprinnelsesland",2015,"01",424,"person","94"
"befolkning_opprinnelsesland",2015,"01",426,"person","9"
"befolkning_opprinnelsesland",2015,"01",428,"person","812"
"befolkning_opprinnelsesland",2015,"01",430,"person","24"
"befolkning_opprinnelsesland",2015,"01",432,"person","6"
"befolkning_opprinnelsesland",2015,"01",436,"person","17"
"befolkning_opprinnelsesland",2015,"01",444,"person","183"
"befolkning_opprinnelsesland",2015,"01",448,"person","41"
"befolkning_opprinnelsesland",2015,"01",452,"person","2911"
"befolkning_opprinnelsesland",2015,"01",456,"person","961"
"befolkning_opprinnelsesland",2015,"01",460,"person","24"
"befolkning_opprinnelsesland",2015,"01",464,"person","30"
"befolkning_opprinnelsesland",2015,"01",476,"person","26"
"befolkning_opprinnelsesland",2015,"01",478,"person","5"
"befolkning_opprinnelsesland",2015,"01",480,"person","43"
"befolkning_opprinnelsesland",2015,"01",484,"person","323"
"befolkning_opprinnelsesland",2015,"01",488,"person",":"
"befolkning_opprinnelsesland",2015,"01",492,"person","24"
"befolkning_opprinnelsesland",2015,"01",496,"person","50"
"befolkning_opprinnelsesland",2015,"01",500,"person","12"
"befolkning_opprinnelsesland",2015,"01",502,"person","4"
"befolkning_opprinnelsesland",2015,"01",504,"person","4"
"befolkning_opprinnelsesland",2015,"01",508,"person","102"
"befolkning_opprinnelsesland",2015,"01",510,"person",":"
"befolkning_opprinnelsesland",2015,"01",512,"person","15"
"befolkning_opprinnelsesland",2015,"01",513,"person","."
"befolkning_opprinnelsesland",2015,"01",516,"person","4"
"befolkning_opprinnelsesland",2015,"01",520,"person","."
"befolkning_opprinnelsesland",2015,"01",524,"person","186"
"befolkning_opprinnelsesland",2015,"01",528,"person","21"
"befolkning_opprinnelsesland",2015,"01",534,"person","639"
"befolkning_opprinnelsesland",2015,"01",537,"person","."
"befolkning_opprinnelsesland",2015,"01",540,"person",":"
"befolkning_opprinnelsesland",2015,"01",544,"person","10"
"befolkning_opprinnelsesland",2015,"01",548,"person","7"
"befolkning_opprinnelsesland",2015,"01",550,"person",":"
"befolkning_opprinnelsesland",2015,"01",552,"person","11"
"befolkning_opprinnelsesland",2015,"01",554,"person","17"
"befolkning_opprinnelsesland",2015,"01",564,"person","367"
"befolkning_opprinnelsesland",2015,"01",568,"person","863"
"befolkning_opprinnelsesland",2015,"01",575,"person","1111"
"befolkning_opprinnelsesland",2015,"01",578,"person","12"
"befolkning_opprinnelsesland",2015,"01",601,"person","."
"befolkning_opprinnelsesland",2015,"01",602,"person",":"
"befolkning_opprinnelsesland",2015,"01",603,"person","."
"befolkning_opprinnelsesland",2015,"01",604,"person",":"
"befolkning_opprinnelsesland",2015,"01",605,"person","."
"befolkning_opprinnelsesland",2015,"01",606,"person","."
"befolkning_opprinnelsesland",2015,"01",608,"person","."
"befolkning_opprinnelsesland",2015,"01",612,"person","55"
"befolkning_opprinnelsesland",2015,"01",613,"person","."
"befolkning_opprinnelsesland",2015,"01",616,"person",":"
"befolkning_opprinnelsesland",2015,"01",620,"person","43"
"befolkning_opprinnelsesland",2015,"01",622,"person","."
"befolkning_opprinnelsesland",2015,"01",624,"person","15"
"befolkning_opprinnelsesland",2015,"01",629,"person","."
"befolkning_opprinnelsesland",2015,"01",631,"person","."
"befolkning_opprinnelsesland",2015,"01",632,"person","8"
"befolkning_opprinnelsesland",2015,"01",636,"person",":"
"befolkning_opprinnelsesland",2015,"01",644,"person",":"
"befolkning_opprinnelsesland",2015,"01",648,"person","5"
"befolkning_opprinnelsesland",2015,"01",650,"person","."
"befolkning_opprinnelsesland",2015,"01",652,"person","29"
"befolkning_opprinnelsesland",2015,"01",654,"person","."
"befolkning_opprinnelsesland",2015,"01",657,"person","."
"befolkning_opprinnelsesland",2015,"01",658,"person","."
"befolkning_opprinnelsesland",2015,"01",659,"person","."
"befolkning_opprinnelsesland",2015,"01",660,"person","."
"befolkning_opprinnelsesland",2015,"01",661,"person","."
"befolkning_opprinnelsesland",2015,"01",664,"person","10"
"befolkning_opprinnelsesland",2015,"01",668,"person",":"
"befolkning_opprinnelsesland",2015,"01",672,"person",":"
"befolkning_opprinnelsesland",2015,"01",676,"person","."
"befolkning_opprinnelsesland",2015,"01",677,"person","."
"befolkning_opprinnelsesland",2015,"01",678,"person",":"
"befolkning_opprinnelsesland",2015,"01",679,"person","."
"befolkning_opprinnelsesland",2015,"01",680,"person","11"
"befolkning_opprinnelsesland",2015,"01",681,"person","."
"befolkning_opprinnelsesland",2015,"01",684,"person","278"
"befolkning_opprinnelsesland",2015,"01",685,"person",":"
"befolkning_opprinnelsesland",2015,"01",686,"person","."
"befolkning_opprinnelsesland",2015,"01",687,"person","."
"befolkning_opprinnelsesland",2015,"01",705,"person","23"
"befolkning_opprinnelsesland",2015,"01",710,"person","11"
"befolkning_opprinnelsesland",2015,"01",715,"person","140"
"befolkning_opprinnelsesland",2015,"01",720,"person","10"
"befolkning_opprinnelsesland",2015,"01",725,"person","190"
"befolkning_opprinnelsesland",2015,"01",730,"person","49"
"befolkning_opprinnelsesland",2015,"01",735,"person","24"
"befolkning_opprinnelsesland",2015,"01",740,"person","."
"befolkning_opprinnelsesland",2015,"01",745,"person","."
"befolkning_opprinnelsesland",2015,"01",755,"person","9"
"befolkning_opprinnelsesland",2015,"01",760,"person","38"
"befolkning_opprinnelsesland",2015,"01",765,"person",":"
"befolkning_opprinnelsesland",2015,"01",770,"person","8"
"befolkning_opprinnelsesland",2015,"01",775,"person","11"
"befolkning_opprinnelsesland",2015,"01",802,"person","."
"befolkning_opprinnelsesland",2015,"01",805,"person","29"
"befolkning_opprinnelsesland",2015,"01",806,"person","."
"befolkning_opprinnelsesland",2015,"01",807,"person","."
"befolkning_opprinnelsesland",2015,"01",808,"person","."
"befolkning_opprinnelsesland",2015,"01",809,"person","."
"befolkning_opprinnelsesland",2015,"01",811,"person",":"
"befolkning_opprinnelsesland",2015,"01",812,"person","."
"befolkning_opprinnelsesland",2015,"01",813,"person","."
"befolkning_opprinnelsesland",2015,"01",814,"person","."
"befolkning_opprinnelsesland",2015,"01",815,"person","."
"befolkning_opprinnelsesland",2015,"01",816,"person","."
"befolkning_opprinnelsesland",2015,"01",817,"person","."
"befolkning_opprinnelsesland",2015,"01",818,"person","."
"befolkning_opprinnelsesland",2015,"01",819,"person","."
"befolkning_opprinnelsesland",2015,"01",820,"person","13"
"befolkning_opprinnelsesland",2015,"01",821,"person","."
"befolkning_opprinnelsesland",2015,"01",822,"person","."
"befolkning_opprinnelsesland",2015,"01",826,"person","."
"befolkning_opprinnelsesland",2015,"01",827,"person","."
"befolkning_opprinnelsesland",2015,"01",828,"person","."
"befolkning_opprinnelsesland",2015,"01",829,"person","."
"befolkning_opprinnelsesland",2015,"01",830,"person","."
"befolkning_opprinnelsesland",2015,"01",832,"person","."
"befolkning_opprinnelsesland",2015,"01",833,"person","."
"befolkning_opprinnelsesland",2015,"01",835,"person","."
"befolkning_opprinnelsesland",2015,"01",839,"person",":"
"befolkning_opprinnelsesland",2015,"01",840,"person","."
"befolkning_opprinnelsesland",2015,"01",970,"person","51"
"befolkning_opprinnelsesland",2015,"01",980,"person","."
"befolkning_opprinnelsesland",2015,"01",990,"person","."
"befolkning_opprinnelsesland",2015,"02",101,"person","3357"
"befolkning_opprinnelsesland",2015,"02",102,"person","18"
"befolkning_opprinnelsesland",2015,"02",103,"person","884"
"befolkning_opprinnelsesland",2015,"02",104,"person","42"
"befolkning_opprinnelsesland",2015,"02",105,"person","1116"
"befolkning_opprinnelsesland",2015,"02",106,"person","5933"
"befolkning_opprinnelsesland",2015,"02",111,"person","120"
"befolkning_opprinnelsesland",2015,"02",112,"person","133"
"befolkning_opprinnelsesland",2015,"02",113,"person","458"
"befolkning_opprinnelsesland",2015,"02",114,"person","."
"befolkning_opprinnelsesland",2015,"02",115,"person","709"
"befolkning_opprinnelsesland",2015,"02",117,"person","543"
"befolkning_opprinnelsesland",2015,"02",118,"person","."
"befolkning_opprinnelsesland",2015,"02",119,"person","251"
"befolkning_opprinnelsesland",2015,"02",120,"person","123"
"befolkning_opprinnelsesland",2015,"02",121,"person","161"
"befolkning_opprinnelsesland",2015,"02",122,"person","421"
"befolkning_opprinnelsesland",2015,"02",123,"person","378"
"befolkning_opprinnelsesland",2015,"02",124,"person","972"
"befolkning_opprinnelsesland",2015,"02",126,"person","8"
"befolkning_opprinnelsesland",2015,"02",127,"person","775"
"befolkning_opprinnelsesland",2015,"02",128,"person",":"
"befolkning_opprinnelsesland",2015,"02",129,"person",":"
"befolkning_opprinnelsesland",2015,"02",130,"person",":"
"befolkning_opprinnelsesland",2015,"02",131,"person","12953"
"befolkning_opprinnelsesland",2015,"02",132,"person","301"
"befolkning_opprinnelsesland",2015,"02",133,"person","1178"
"befolkning_opprinnelsesland",2015,"02",134,"person","."
"befolkning_opprinnelsesland",2015,"02",136,"person","4244"
"befolkning_opprinnelsesland",2015,"02",137,"person","563"
"befolkning_opprinnelsesland",2015,"02",138,"person","72"
"befolkning_opprinnelsesland",2015,"02",139,"person","2142"
"befolkning_opprinnelsesland",2015,"02",140,"person","2040"
"befolkning_opprinnelsesland",2015,"02",141,"person","206"
"befolkning_opprinnelsesland",2015,"02",143,"person","1001"
"befolkning_opprinnelsesland",2015,"02",144,"person","2899"
"befolkning_opprinnelsesland",2015,"02",146,"person","44"
"befolkning_opprinnelsesland",2015,"02",148,"person","454"
"befolkning_opprinnelsesland",2015,"02",152,"person","543"
"befolkning_opprinnelsesland",2015,"02",153,"person","173"
"befolkning_opprinnelsesland",2015,"02",154,"person","."
"befolkning_opprinnelsesland",2015,"02",155,"person","1262"
"befolkning_opprinnelsesland",2015,"02",156,"person","305"
"befolkning_opprinnelsesland",2015,"02",157,"person","443"
"befolkning_opprinnelsesland",2015,"02",158,"person","273"
"befolkning_opprinnelsesland",2015,"02",159,"person","478"
"befolkning_opprinnelsesland",2015,"02",160,"person","53"
"befolkning_opprinnelsesland",2015,"02",161,"person","1348"
"befolkning_opprinnelsesland",2015,"02",162,"person","."
"befolkning_opprinnelsesland",2015,"02",163,"person","."
"befolkning_opprinnelsesland",2015,"02",164,"person","."
"befolkning_opprinnelsesland",2015,"02",203,"person","100"
"befolkning_opprinnelsesland",2015,"02",204,"person","53"
"befolkning_opprinnelsesland",2015,"02",205,"person","6"
"befolkning_opprinnelsesland",2015,"02",209,"person","."
"befolkning_opprinnelsesland",2015,"02",213,"person",":"
"befolkning_opprinnelsesland",2015,"02",216,"person","74"
"befolkning_opprinnelsesland",2015,"02",220,"person","."
"befolkning_opprinnelsesland",2015,"02",229,"person",":"
"befolkning_opprinnelsesland",2015,"02",235,"person","4"
"befolkning_opprinnelsesland",2015,"02",239,"person","22"
"befolkning_opprinnelsesland",2015,"02",241,"person","1325"
"befolkning_opprinnelsesland",2015,"02",246,"person","601"
"befolkning_opprinnelsesland",2015,"02",249,"person","139"
"befolkning_opprinnelsesland",2015,"02",250,"person","16"
"befolkning_opprinnelsesland",2015,"02",254,"person",":"
"befolkning_opprinnelsesland",2015,"02",256,"person","97"
"befolkning_opprinnelsesland",2015,"02",260,"person","232"
"befolkning_opprinnelsesland",2015,"02",264,"person","32"
"befolkning_opprinnelsesland",2015,"02",266,"person",":"
"befolkning_opprinnelsesland",2015,"02",270,"person","66"
"befolkning_opprinnelsesland",2015,"02",273,"person","47"
"befolkning_opprinnelsesland",2015,"02",276,"person","223"
"befolkning_opprinnelsesland",2015,"02",278,"person","16"
"befolkning_opprinnelsesland",2015,"02",279,"person","191"
"befolkning_opprinnelsesland",2015,"02",281,"person",":"
"befolkning_opprinnelsesland",2015,"02",283,"person","76"
"befolkning_opprinnelsesland",2015,"02",286,"person","30"
"befolkning_opprinnelsesland",2015,"02",289,"person","28"
"befolkning_opprinnelsesland",2015,"02",296,"person","12"
"befolkning_opprinnelsesland",2015,"02",299,"person","4"
"befolkning_opprinnelsesland",2015,"02",303,"person","443"
"befolkning_opprinnelsesland",2015,"02",304,"person",":"
"befolkning_opprinnelsesland",2015,"02",306,"person",":"
"befolkning_opprinnelsesland",2015,"02",307,"person","27"
"befolkning_opprinnelsesland",2015,"02",308,"person","11"
"befolkning_opprinnelsesland",2015,"02",309,"person","6"
"befolkning_opprinnelsesland",2015,"02",313,"person","158"
"befolkning_opprinnelsesland",2015,"02",319,"person","19"
"befolkning_opprinnelsesland",2015,"02",322,"person","."
"befolkning_opprinnelsesland",2015,"02",323,"person",":"
"befolkning_opprinnelsesland",2015,"02",326,"person","29"
"befolkning_opprinnelsesland",2015,"02",329,"person","77"
"befolkning_opprinnelsesland",2015,"02",333,"person","."
"befolkning_opprinnelsesland",2015,"02",336,"person","17"
"befolkning_opprinnelsesland",2015,"02",337,"person","."
"befolkning_opprinnelsesland",2015,"02",338,"person",":"
"befolkning_opprinnelsesland",2015,"02",339,"person","31"
"befolkning_opprinnelsesland",2015,"02",346,"person","1799"
"befolkning_opprinnelsesland",2015,"02",355,"person","14"
"befolkning_opprinnelsesland",2015,"02",356,"person","243"
"befolkning_opprinnelsesland",2015,"02",357,"person",":"
"befolkning_opprinnelsesland",2015,"02",359,"person","107"
"befolkning_opprinnelsesland",2015,"02",369,"person","92"
"befolkning_opprinnelsesland",2015,"02",373,"person",":"
"befolkning_opprinnelsesland",2015,"02",376,"person","7"
"befolkning_opprinnelsesland",2015,"02",379,"person","141"
"befolkning_opprinnelsesland",2015,"02",386,"person","135"
"befolkning_opprinnelsesland",2015,"02",389,"person","31"
"befolkning_opprinnelsesland",2015,"02",393,"person",":"
"befolkning_opprinnelsesland",2015,"02",404,"person","1948"
"befolkning_opprinnelsesland",2015,"02",406,"person","35"
"befolkning_opprinnelsesland",2015,"02",407,"person","40"
"befolkning_opprinnelsesland",2015,"02",409,"person",":"
"befolkning_opprinnelsesland",2015,"02",410,"person","75"
"befolkning_opprinnelsesland",2015,"02",412,"person","8"
"befolkning_opprinnelsesland",2015,"02",416,"person",":"
"befolkning_opprinnelsesland",2015,"02",420,"person","319"
"befolkning_opprinnelsesland",2015,"02",424,"person","1677"
"befolkning_opprinnelsesland",2015,"02",426,"person","25"
"befolkning_opprinnelsesland",2015,"02",428,"person","2885"
"befolkning_opprinnelsesland",2015,"02",430,"person","30"
"befolkning_opprinnelsesland",2015,"02",432,"person","26"
"befolkning_opprinnelsesland",2015,"02",436,"person","57"
"befolkning_opprinnelsesland",2015,"02",444,"person","1641"
"befolkning_opprinnelsesland",2015,"02",448,"person","170"
"befolkning_opprinnelsesland",2015,"02",452,"person","2542"
"befolkning_opprinnelsesland",2015,"02",456,"person","3332"
"befolkning_opprinnelsesland",2015,"02",460,"person","87"
"befolkning_opprinnelsesland",2015,"02",464,"person","131"
"befolkning_opprinnelsesland",2015,"02",476,"person","45"
"befolkning_opprinnelsesland",2015,"02",478,"person","14"
"befolkning_opprinnelsesland",2015,"02",480,"person","122"
"befolkning_opprinnelsesland",2015,"02",484,"person","1160"
"befolkning_opprinnelsesland",2015,"02",488,"person","8"
"befolkning_opprinnelsesland",2015,"02",492,"person","176"
"befolkning_opprinnelsesland",2015,"02",496,"person","29"
"befolkning_opprinnelsesland",2015,"02",500,"person","14"
"befolkning_opprinnelsesland",2015,"02",502,"person","27"
"befolkning_opprinnelsesland",2015,"02",504,"person","9"
"befolkning_opprinnelsesland",2015,"02",508,"person","152"
"befolkning_opprinnelsesland",2015,"02",510,"person",":"
"befolkning_opprinnelsesland",2015,"02",512,"person","83"
"befolkning_opprinnelsesland",2015,"02",513,"person","."
"befolkning_opprinnelsesland",2015,"02",516,"person","19"
"befolkning_opprinnelsesland",2015,"02",520,"person","."
"befolkning_opprinnelsesland",2015,"02",524,"person","222"
"befolkning_opprinnelsesland",2015,"02",528,"person","128"
"befolkning_opprinnelsesland",2015,"02",534,"person","3442"
"befolkning_opprinnelsesland",2015,"02",537,"person","."
"befolkning_opprinnelsesland",2015,"02",540,"person","5"
"befolkning_opprinnelsesland",2015,"02",544,"person","43"
"befolkning_opprinnelsesland",2015,"02",548,"person","46"
"befolkning_opprinnelsesland",2015,"02",550,"person","17"
"befolkning_opprinnelsesland",2015,"02",552,"person","4"
"befolkning_opprinnelsesland",2015,"02",554,"person","58"
"befolkning_opprinnelsesland",2015,"02",564,"person","329"
"befolkning_opprinnelsesland",2015,"02",568,"person","1757"
"befolkning_opprinnelsesland",2015,"02",575,"person","2424"
"befolkning_opprinnelsesland",2015,"02",578,"person","21"
"befolkning_opprinnelsesland",2015,"02",601,"person","."
"befolkning_opprinnelsesland",2015,"02",602,"person",":"
"befolkning_opprinnelsesland",2015,"02",603,"person","."
"befolkning_opprinnelsesland",2015,"02",604,"person","."
"befolkning_opprinnelsesland",2015,"02",605,"person","."
"befolkning_opprinnelsesland",2015,"02",606,"person",":"
"befolkning_opprinnelsesland",2015,"02",608,"person","."
"befolkning_opprinnelsesland",2015,"02",612,"person","208"
"befolkning_opprinnelsesland",2015,"02",613,"person",":"
"befolkning_opprinnelsesland",2015,"02",616,"person","17"
"befolkning_opprinnelsesland",2015,"02",620,"person","108"
"befolkning_opprinnelsesland",2015,"02",622,"person",":"
"befolkning_opprinnelsesland",2015,"02",624,"person","73"
"befolkning_opprinnelsesland",2015,"02",629,"person","."
"befolkning_opprinnelsesland",2015,"02",631,"person","."
"befolkning_opprinnelsesland",2015,"02",632,"person","28"
"befolkning_opprinnelsesland",2015,"02",636,"person",":"
"befolkning_opprinnelsesland",2015,"02",644,"person","10"
"befolkning_opprinnelsesland",2015,"02",648,"person","17"
"befolkning_opprinnelsesland",2015,"02",650,"person",":"
"befolkning_opprinnelsesland",2015,"02",652,"person","133"
"befolkning_opprinnelsesland",2015,"02",654,"person","."
"befolkning_opprinnelsesland",2015,"02",657,"person",":"
"befolkning_opprinnelsesland",2015,"02",658,"person","."
"befolkning_opprinnelsesland",2015,"02",659,"person","."
"befolkning_opprinnelsesland",2015,"02",660,"person","."
"befolkning_opprinnelsesland",2015,"02",661,"person","5"
"befolkning_opprinnelsesland",2015,"02",664,"person","15"
"befolkning_opprinnelsesland",2015,"02",668,"person","7"
"befolkning_opprinnelsesland",2015,"02",672,"person","20"
"befolkning_opprinnelsesland",2015,"02",676,"person","."
"befolkning_opprinnelsesland",2015,"02",677,"person","."
"befolkning_opprinnelsesland",2015,"02",678,"person",":"
"befolkning_opprinnelsesland",2015,"02",679,"person","."
"befolkning_opprinnelsesland",2015,"02",680,"person","25"
"befolkning_opprinnelsesland",2015,"02",681,"person","."
"befolkning_opprinnelsesland",2015,"02",684,"person","1203"
"befolkning_opprinnelsesland",2015,"02",685,"person",":"
"befolkning_opprinnelsesland",2015,"02",686,"person","."
"befolkning_opprinnelsesland",2015,"02",687,"person","."
"befolkning_opprinnelsesland",2015,"02",705,"person","98"
"befolkning_opprinnelsesland",2015,"02",710,"person","27"
"befolkning_opprinnelsesland",2015,"02",715,"person","456"
"befolkning_opprinnelsesland",2015,"02",720,"person","10"
"befolkning_opprinnelsesland",2015,"02",725,"person","735"
"befolkning_opprinnelsesland",2015,"02",730,"person","174"
"befolkning_opprinnelsesland",2015,"02",735,"person","51"
"befolkning_opprinnelsesland",2015,"02",740,"person","."
"befolkning_opprinnelsesland",2015,"02",745,"person",":"
"befolkning_opprinnelsesland",2015,"02",755,"person","13"
"befolkning_opprinnelsesland",2015,"02",760,"person","123"
"befolkning_opprinnelsesland",2015,"02",765,"person",":"
"befolkning_opprinnelsesland",2015,"02",770,"person","23"
"befolkning_opprinnelsesland",2015,"02",775,"person","79"
"befolkning_opprinnelsesland",2015,"02",802,"person","."
"befolkning_opprinnelsesland",2015,"02",805,"person","209"
"befolkning_opprinnelsesland",2015,"02",806,"person",":"
"befolkning_opprinnelsesland",2015,"02",807,"person","."
"befolkning_opprinnelsesland",2015,"02",808,"person","."
"befolkning_opprinnelsesland",2015,"02",809,"person","."
"befolkning_opprinnelsesland",2015,"02",811,"person","5"
"befolkning_opprinnelsesland",2015,"02",812,"person","."
"befolkning_opprinnelsesland",2015,"02",813,"person","."
"befolkning_opprinnelsesland",2015,"02",814,"person","."
"befolkning_opprinnelsesland",2015,"02",815,"person","."
"befolkning_opprinnelsesland",2015,"02",816,"person","."
"befolkning_opprinnelsesland",2015,"02",817,"person","."
"befolkning_opprinnelsesland",2015,"02",818,"person","."
"befolkning_opprinnelsesland",2015,"02",819,"person","."
"befolkning_opprinnelsesland",2015,"02",820,"person","47"
"befolkning_opprinnelsesland",2015,"02",821,"person","."
"befolkning_opprinnelsesland",2015,"02",822,"person","."
"befolkning_opprinnelsesland",2015,"02",826,"person","."
"befolkning_opprinnelsesland",2015,"02",827,"person",":"
"befolkning_opprinnelsesland",2015,"02",828,"person","."
"befolkning_opprinnelsesland",2015,"02",829,"person","."
"befolkning_opprinnelsesland",2015,"02",830,"person","."
"befolkning_opprinnelsesland",2015,"02",832,"person","."
