"aar","bydel_nr","innvkat_4","enhet","tabell_navn","fylke_nr","naringsregion_nr","kjonn","tabellvariabel"
2013,"030102","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","16"
2013,"030102","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","36.5"
2013,"030102","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","14"
2013,"030103","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","38.8"
2013,"030103","alle","personer","grunnskolepoeng","NULL","NULL","0","75"
2013,"030103","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","43.1"
2013,"030103","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","46"
2013,"030103","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0",":"
2013,"030103","innvandrere","personer","grunnskolepoeng","NULL","NULL","0",":"
2013,"030103","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0",":"
2013,"030103","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0",":"
2013,"030104","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","45.2"
2013,"030104","alle","personer","grunnskolepoeng","NULL","NULL","0","59"
2013,"030104","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","48.7"
2013,"030104","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","41"
2013,"030104","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0",":"
2013,"030104","innvandrere","personer","grunnskolepoeng","NULL","NULL","0",":"
2013,"030104","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","44.5"
2013,"030104","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","7"
2013,"030105","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","43.9"
2013,"030105","alle","personer","grunnskolepoeng","NULL","NULL","0","97"
2013,"030105","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","45.4"
2013,"030105","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","81"
2013,"030105","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","35"
2013,"030105","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","9"
2013,"030105","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","38.3"
2013,"030105","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","7"
2013,"030106","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","46.4"
2013,"030106","alle","personer","grunnskolepoeng","NULL","NULL","0","121"
2013,"030106","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","46.7"
2013,"030106","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","110"
2013,"030106","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0",":"
2013,"030106","innvandrere","personer","grunnskolepoeng","NULL","NULL","0",":"
2013,"030106","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","44.8"
2013,"030106","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","8"
2013,"030107","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","45.8"
2013,"030107","alle","personer","grunnskolepoeng","NULL","NULL","0","219"
2013,"030107","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","46.5"
2013,"030107","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","206"
2013,"030107","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","35.6"
2013,"030107","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","7"
2013,"030107","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","35.6"
2013,"030107","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","6"
2013,"030108","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","47"
2013,"030108","alle","personer","grunnskolepoeng","NULL","NULL","0","256"
2013,"030108","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","47.2"
2013,"030108","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","243"
2013,"030108","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","45.3"
2013,"030108","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","8"
2013,"030108","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","42.1"
2013,"030108","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","5"
2013,"030109","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","41"
2013,"030109","alle","personer","grunnskolepoeng","NULL","NULL","0","131"
2013,"030109","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","45.9"
2013,"030109","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","60"
2013,"030109","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","33.9"
2013,"030109","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","25"
2013,"030109","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","38.6"
2013,"030109","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","46"
2013,"030110","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","40.3"
2013,"030110","alle","personer","grunnskolepoeng","NULL","NULL","0","160"
2013,"030110","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","44"
2013,"030110","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","74"
2013,"030110","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","37.2"
2013,"030110","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","29"
2013,"030110","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","37.1"
2013,"030110","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","57"
2013,"030111","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","41.3"
2013,"030111","alle","personer","grunnskolepoeng","NULL","NULL","0","204"
2013,"030111","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","43"
2013,"030111","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","79"
2013,"030111","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","36.3"
2013,"030111","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","32"
2013,"030111","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","41.5"
2013,"030111","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","93"
2013,"030112","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","40.5"
2013,"030112","alle","personer","grunnskolepoeng","NULL","NULL","0","243"
2013,"030112","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","42.7"
2013,"030112","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","77"
2013,"030112","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","36.9"
2013,"030112","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","41"
2013,"030112","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","40.4"
2013,"030112","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","125"
2013,"030113","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","43.9"
2013,"030113","alle","personer","grunnskolepoeng","NULL","NULL","0","216"
2013,"030113","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","45.5"
2013,"030113","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","162"
2013,"030113","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","36.3"
2013,"030113","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","20"
2013,"030113","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","40.7"
2013,"030113","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","34"
2013,"030114","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","45.1"
2013,"030114","alle","personer","grunnskolepoeng","NULL","NULL","0","233"
2013,"030114","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","45.8"
2013,"030114","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","209"
2013,"030114","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","34.4"
2013,"030114","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","12"
2013,"030114","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","42.3"
2013,"030114","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","12"
2013,"030115","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","40.9"
2013,"030115","alle","personer","grunnskolepoeng","NULL","NULL","0","260"
2013,"030115","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","43"
2013,"030115","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","107"
2013,"030115","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","35.1"
2013,"030115","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","36"
2013,"030115","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","40.7"
2013,"030115","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","117"
2013,"030116","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030116","alle","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030116","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030116","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030116","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030116","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030116","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030116","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030117","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","43.6"
2013,"030117","alle","personer","grunnskolepoeng","NULL","NULL","0","10"
2013,"030117","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","43.6"
2013,"030117","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","10"
2013,"030117","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030117","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030117","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030117","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030199","alle","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030199","alle","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030199","bef_u_innv_og_norskf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030199","bef_u_innv_og_norskf","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030199","innvandrere","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030199","innvandrere","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"030199","norskfodte_m_innvf","gjennomsnitt","grunnskolepoeng","NULL","NULL","0","."
2013,"030199","norskfodte_m_innvf","personer","grunnskolepoeng","NULL","NULL","0","."
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","00","NULL","0","42.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","01","NULL","0","41.8"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","02","NULL","0","43.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","03","NULL","0","43"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","04","NULL","0","41.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","05","NULL","0","42"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","06","NULL","0","42.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","07","NULL","0","42.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","08","NULL","0","41.3"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","09","NULL","0","41.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","10","NULL","0","41.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","11","NULL","0","42.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","12","NULL","0","42.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","14","NULL","0","43.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","15","NULL","0","42.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","16","NULL","0","42.3"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","17","NULL","0","42"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","18","NULL","0","42.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","19","NULL","0","42.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","20","NULL","0","42.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","99","NULL","0","34.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","01","0","41.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","02","0","42.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","03","0","41.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","04","0","41.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","05","0","44.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","06","0","43.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","07","0","42.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","08","0","41.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","09","0","43"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","10","0","42.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","11","0","40.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","12","0","41.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","13","0","41.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","14","0","41.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","15","0","41.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","16","0","42.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","17","0","43.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","18","0","41.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","19","0","42.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","20","0","42.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","21","0","41.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","22","0","42.8"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","23","0","39.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","24","0","41.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","25","0","42.3"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","26","0","42.8"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","27","0","40.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","28","0","43.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","29","0","42.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","30","0","42.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","31","0","42.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","32","0","41.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","33","0","40.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","34","0","41.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","35","0","41.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","36","0","40.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","37","0","41.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","38","0","41.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","39","0","43"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","40","0","43.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","41","0","42.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","42","0","42.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","43","0","42.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","44","0","42.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","45","0","40.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","46","0","41.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","47","0","41.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","48","0","44.3"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","49","0","43.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","50","0","44.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","51","0","42.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","52","0","41.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","53","0","43.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","54","0","43.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","55","0","43.3"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","56","0","42.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","57","0","42.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","58","0","40.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","59","0","44.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","60","0","41.8"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","61","0","42.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","62","0","42.3"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","63","0","42.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","64","0","42.3"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","65","0","45.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","66","0","40.8"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","67","0","40.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","68","0","43.8"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","69","0","40.9"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","70","0","45.6"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","71","0","41.2"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","72","0","41.7"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","73","0","43.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","74","0","42.8"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","75","0","42.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","76","0","41.8"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","77","0","42"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","78","0","43.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","79","0","42.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","80","0","43.4"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","81","0","41.5"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","82","0","44.1"
2013,"NULL","alle","gjennomsnitt","grunnskolepoeng","NULL","83","0","42.8"
2013,"NULL","alle","personer","grunnskolepoeng","00","NULL","0","29286"
2013,"NULL","alle","personer","grunnskolepoeng","01","NULL","0","1652"
2013,"NULL","alle","personer","grunnskolepoeng","02","NULL","0","3609"
2013,"NULL","alle","personer","grunnskolepoeng","03","NULL","0","2512"
2013,"NULL","alle","personer","grunnskolepoeng","04","NULL","0","1075"
2013,"NULL","alle","personer","grunnskolepoeng","05","NULL","0","1122"
2013,"NULL","alle","personer","grunnskolepoeng","06","NULL","0","1545"
2013,"NULL","alle","personer","grunnskolepoeng","07","NULL","0","1394"
2013,"NULL","alle","personer","grunnskolepoeng","08","NULL","0","1001"
2013,"NULL","alle","personer","grunnskolepoeng","09","NULL","0","730"
2013,"NULL","alle","personer","grunnskolepoeng","10","NULL","0","1085"
2013,"NULL","alle","personer","grunnskolepoeng","11","NULL","0","2831"
2013,"NULL","alle","personer","grunnskolepoeng","12","NULL","0","2944"
2013,"NULL","alle","personer","grunnskolepoeng","14","NULL","0","716"
2013,"NULL","alle","personer","grunnskolepoeng","15","NULL","0","1545"
2013,"NULL","alle","personer","grunnskolepoeng","16","NULL","0","1773"
2013,"NULL","alle","personer","grunnskolepoeng","17","NULL","0","847"
2013,"NULL","alle","personer","grunnskolepoeng","18","NULL","0","1463"
2013,"NULL","alle","personer","grunnskolepoeng","19","NULL","0","935"
2013,"NULL","alle","personer","grunnskolepoeng","20","NULL","0","453"
2013,"NULL","alle","personer","grunnskolepoeng","99","NULL","0","54"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","01","0","161"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","02","0","366"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","03","0","341"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","04","0","784"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","05","0","1042"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","06","0","876"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","07","0","1084"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","08","0","607"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","09","0","2512"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","10","0","117"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","11","0","268"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","12","0","517"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","13","0","173"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","14","0","396"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","15","0","191"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","16","0","244"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","17","0","70"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","18","0","112"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","19","0","109"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","20","0","1048"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","21","0","126"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","22","0","171"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","23","0","114"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","24","0","178"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","25","0","747"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","26","0","555"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","27","0","706"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","28","0","95"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","29","0","107"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","30","0","93"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","31","0","54"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","32","0","572"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","33","0","238"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","34","0","178"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","35","0","773"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","36","0","173"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","37","0","660"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","38","0","158"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","39","0","1840"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","40","0","1429"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","41","0","153"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","42","0","137"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","43","0","100"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","44","0","212"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","45","0","73"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","46","0","428"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","47","0","412"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","48","0","62"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","49","0","234"
2013,"NULL","alle","personer","grunnskolepoeng","NULL","50","0","191"
