"tabell_navn","aar","fylke_nr","kjonn","innvkat_5","enhet","tabellvariabel"
"grunnskolepoeng","2015","01","1","bef_u_innv_og_norskf","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","01","1","bef_u_innv_og_norskf","personer","1500"
"grunnskolepoeng","2015","01","1","befolkningen_ellers","grunnskolepoeng","38"
"grunnskolepoeng","2015","01","1","befolkningen_ellers","personer","1604"
"grunnskolepoeng","2015","01","1","innvandrere","grunnskolepoeng","34"
"grunnskolepoeng","2015","01","1","innvandrere","personer","156"
"grunnskolepoeng","2015","01","1","norskfodte_m_innvf","grunnskolepoeng","35,6"
"grunnskolepoeng","2015","01","1","norskfodte_m_innvf","personer","104"
"grunnskolepoeng","2015","01","0","alle","grunnskolepoeng","42"
"grunnskolepoeng","2015","01","0","alle","personer","1680"
"grunnskolepoeng","2015","01","0","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","01","0","bef_u_innv_og_norskf","personer","1431"
"grunnskolepoeng","2015","01","0","befolkningen_ellers","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","01","0","befolkningen_ellers","personer","1526"
"grunnskolepoeng","2015","01","0","innvandrere","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","01","0","innvandrere","personer","157"
"grunnskolepoeng","2015","01","0","norskfodte_m_innvf","grunnskolepoeng","43"
"grunnskolepoeng","2015","01","0","norskfodte_m_innvf","personer","95"
"grunnskolepoeng","2015","02","alle","alle","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","02","alle","alle","personer","7418"
"grunnskolepoeng","2015","02","alle","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","02","alle","bef_u_innv_og_norskf","personer","6445"
"grunnskolepoeng","2015","02","alle","befolkningen_ellers","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","02","alle","befolkningen_ellers","personer","6911"
"grunnskolepoeng","2015","02","alle","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2015","02","alle","innvandrere","personer","509"
"grunnskolepoeng","2015","02","alle","norskfodte_m_innvf","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","02","alle","norskfodte_m_innvf","personer","468"
"grunnskolepoeng","2015","02","1","alle","grunnskolepoeng","40"
"grunnskolepoeng","2015","02","1","alle","personer","3789"
"grunnskolepoeng","2015","02","1","bef_u_innv_og_norskf","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","02","1","bef_u_innv_og_norskf","personer","3289"
"grunnskolepoeng","2015","02","1","befolkningen_ellers","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","02","1","befolkningen_ellers","personer","3535"
"grunnskolepoeng","2015","02","1","innvandrere","grunnskolepoeng","34,8"
"grunnskolepoeng","2015","02","1","innvandrere","personer","254"
"grunnskolepoeng","2015","02","1","norskfodte_m_innvf","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","02","1","norskfodte_m_innvf","personer","243"
"grunnskolepoeng","2015","02","0","alle","grunnskolepoeng","43,8"
"grunnskolepoeng","2015","02","0","alle","personer","3629"
"grunnskolepoeng","2015","02","0","bef_u_innv_og_norskf","grunnskolepoeng","44,2"
"grunnskolepoeng","2015","02","0","bef_u_innv_og_norskf","personer","3156"
"grunnskolepoeng","2015","02","0","befolkningen_ellers","grunnskolepoeng","44,2"
"grunnskolepoeng","2015","02","0","befolkningen_ellers","personer","3376"
"grunnskolepoeng","2015","02","0","innvandrere","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","02","0","innvandrere","personer","255"
"grunnskolepoeng","2015","02","0","norskfodte_m_innvf","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","02","0","norskfodte_m_innvf","personer","227"
"grunnskolepoeng","2015","03","alle","alle","grunnskolepoeng","41"
"grunnskolepoeng","2015","03","alle","alle","personer","5309"
"grunnskolepoeng","2015","03","alle","bef_u_innv_og_norskf","grunnskolepoeng","43,4"
"grunnskolepoeng","2015","03","alle","bef_u_innv_og_norskf","personer","3424"
"grunnskolepoeng","2015","03","alle","befolkningen_ellers","grunnskolepoeng","42"
"grunnskolepoeng","2015","03","alle","befolkningen_ellers","personer","4666"
"grunnskolepoeng","2015","03","alle","innvandrere","grunnskolepoeng","34,4"
"grunnskolepoeng","2015","03","alle","innvandrere","personer","643"
"grunnskolepoeng","2015","03","alle","norskfodte_m_innvf","grunnskolepoeng","38"
"grunnskolepoeng","2015","03","alle","norskfodte_m_innvf","personer","1242"
"grunnskolepoeng","2015","03","1","alle","grunnskolepoeng","39,4"
"grunnskolepoeng","2015","03","1","alle","personer","2776"
"grunnskolepoeng","2015","03","1","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","03","1","bef_u_innv_og_norskf","personer","1801"
"grunnskolepoeng","2015","03","1","befolkningen_ellers","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","03","1","befolkningen_ellers","personer","2432"
"grunnskolepoeng","2015","03","1","innvandrere","grunnskolepoeng","33,2"
"grunnskolepoeng","2015","03","1","innvandrere","personer","344"
"grunnskolepoeng","2015","03","1","norskfodte_m_innvf","grunnskolepoeng","36,2"
"grunnskolepoeng","2015","03","1","norskfodte_m_innvf","personer","631"
"grunnskolepoeng","2015","03","0","alle","grunnskolepoeng","43"
"grunnskolepoeng","2015","03","0","alle","personer","2533"
"grunnskolepoeng","2015","03","0","bef_u_innv_og_norskf","grunnskolepoeng","45,4"
"grunnskolepoeng","2015","03","0","bef_u_innv_og_norskf","personer","1623"
"grunnskolepoeng","2015","03","0","befolkningen_ellers","grunnskolepoeng","43,8"
"grunnskolepoeng","2015","03","0","befolkningen_ellers","personer","2234"
"grunnskolepoeng","2015","03","0","innvandrere","grunnskolepoeng","35,8"
"grunnskolepoeng","2015","03","0","innvandrere","personer","299"
"grunnskolepoeng","2015","03","0","norskfodte_m_innvf","grunnskolepoeng","40"
"grunnskolepoeng","2015","03","0","norskfodte_m_innvf","personer","611"
"grunnskolepoeng","2015","04","alle","alle","grunnskolepoeng","40"
"grunnskolepoeng","2015","04","alle","alle","personer","2323"
"grunnskolepoeng","2015","04","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","04","alle","bef_u_innv_og_norskf","personer","2171"
"grunnskolepoeng","2015","04","alle","befolkningen_ellers","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","04","alle","befolkningen_ellers","personer","2209"
"grunnskolepoeng","2015","04","alle","innvandrere","grunnskolepoeng","35,4"
"grunnskolepoeng","2015","04","alle","innvandrere","personer","112"
"grunnskolepoeng","2015","04","alle","norskfodte_m_innvf","grunnskolepoeng","39,8"
"grunnskolepoeng","2015","04","alle","norskfodte_m_innvf","personer","38"
"grunnskolepoeng","2015","04","1","alle","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","04","1","alle","personer","1226"
"grunnskolepoeng","2015","04","1","bef_u_innv_og_norskf","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","04","1","bef_u_innv_og_norskf","personer","1133"
"grunnskolepoeng","2015","04","1","befolkningen_ellers","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","04","1","befolkningen_ellers","personer","1153"
"grunnskolepoeng","2015","04","1","innvandrere","grunnskolepoeng","34,2"
"grunnskolepoeng","2015","04","1","innvandrere","personer","67"
"grunnskolepoeng","2015","04","1","norskfodte_m_innvf","grunnskolepoeng","37"
"grunnskolepoeng","2015","04","1","norskfodte_m_innvf","personer","20"
"grunnskolepoeng","2015","04","0","alle","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","04","0","alle","personer","1097"
"grunnskolepoeng","2015","04","0","bef_u_innv_og_norskf","grunnskolepoeng","43"
"grunnskolepoeng","2015","04","0","bef_u_innv_og_norskf","personer","1038"
"grunnskolepoeng","2015","04","0","befolkningen_ellers","grunnskolepoeng","43"
"grunnskolepoeng","2015","04","0","befolkningen_ellers","personer","1056"
"grunnskolepoeng","2015","04","0","innvandrere","grunnskolepoeng","37,6"
"grunnskolepoeng","2015","04","0","innvandrere","personer","44"
"grunnskolepoeng","2015","04","0","norskfodte_m_innvf","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","04","0","norskfodte_m_innvf","personer","19"
"grunnskolepoeng","2015","05","alle","alle","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","05","alle","alle","personer","2292"
"grunnskolepoeng","2015","05","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","05","alle","bef_u_innv_og_norskf","personer","2115"
"grunnskolepoeng","2015","05","alle","befolkningen_ellers","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","05","alle","befolkningen_ellers","personer","2148"
"grunnskolepoeng","2015","05","alle","innvandrere","grunnskolepoeng","36"
"grunnskolepoeng","2015","05","alle","innvandrere","personer","144"
"grunnskolepoeng","2015","05","alle","norskfodte_m_innvf","grunnskolepoeng","37,2"
"grunnskolepoeng","2015","05","alle","norskfodte_m_innvf","personer","33"
"grunnskolepoeng","2015","05","1","alle","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","05","1","alle","personer","1190"
"grunnskolepoeng","2015","05","1","bef_u_innv_og_norskf","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","05","1","bef_u_innv_og_norskf","personer","1093"
"grunnskolepoeng","2015","05","1","befolkningen_ellers","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","05","1","befolkningen_ellers","personer","1108"
"grunnskolepoeng","2015","05","1","innvandrere","grunnskolepoeng","35,6"
"grunnskolepoeng","2015","05","1","innvandrere","personer","80"
"grunnskolepoeng","2015","05","1","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","05","1","norskfodte_m_innvf","personer","14"
"grunnskolepoeng","2015","05","0","alle","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","05","0","alle","personer","1102"
"grunnskolepoeng","2015","05","0","bef_u_innv_og_norskf","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","05","0","bef_u_innv_og_norskf","personer","1022"
"grunnskolepoeng","2015","05","0","befolkningen_ellers","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","05","0","befolkningen_ellers","personer","1040"
"grunnskolepoeng","2015","05","0","innvandrere","grunnskolepoeng","36,6"
"grunnskolepoeng","2015","05","0","innvandrere","personer","64"
"grunnskolepoeng","2015","05","0","norskfodte_m_innvf","grunnskolepoeng","35,6"
"grunnskolepoeng","2015","05","0","norskfodte_m_innvf","personer","20"
"grunnskolepoeng","2015","06","alle","alle","grunnskolepoeng","41"
"grunnskolepoeng","2015","06","alle","alle","personer","3237"
"grunnskolepoeng","2015","06","alle","bef_u_innv_og_norskf","grunnskolepoeng","41,4"
"grunnskolepoeng","2015","06","alle","bef_u_innv_og_norskf","personer","2712"
"grunnskolepoeng","2015","06","alle","befolkningen_ellers","grunnskolepoeng","41,2"
"grunnskolepoeng","2015","06","alle","befolkningen_ellers","personer","2921"
"grunnskolepoeng","2015","06","alle","innvandrere","grunnskolepoeng","37,6"
"grunnskolepoeng","2015","06","alle","innvandrere","personer","314"
"grunnskolepoeng","2015","06","alle","norskfodte_m_innvf","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","06","alle","norskfodte_m_innvf","personer","206"
"grunnskolepoeng","2015","06","1","alle","grunnskolepoeng","39"
"grunnskolepoeng","2015","06","1","alle","personer","1651"
"grunnskolepoeng","2015","06","1","bef_u_innv_og_norskf","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","06","1","bef_u_innv_og_norskf","personer","1387"
"grunnskolepoeng","2015","06","1","befolkningen_ellers","grunnskolepoeng","39,4"
"grunnskolepoeng","2015","06","1","befolkningen_ellers","personer","1484"
"grunnskolepoeng","2015","06","1","innvandrere","grunnskolepoeng","35,6"
"grunnskolepoeng","2015","06","1","innvandrere","personer","164"
"grunnskolepoeng","2015","06","1","norskfodte_m_innvf","grunnskolepoeng","36,8"
"grunnskolepoeng","2015","06","1","norskfodte_m_innvf","personer","93"
"grunnskolepoeng","2015","06","0","alle","grunnskolepoeng","43"
"grunnskolepoeng","2015","06","0","alle","personer","1586"
"grunnskolepoeng","2015","06","0","bef_u_innv_og_norskf","grunnskolepoeng","43,4"
"grunnskolepoeng","2015","06","0","bef_u_innv_og_norskf","personer","1325"
"grunnskolepoeng","2015","06","0","befolkningen_ellers","grunnskolepoeng","43,2"
"grunnskolepoeng","2015","06","0","befolkningen_ellers","personer","1437"
"grunnskolepoeng","2015","06","0","innvandrere","grunnskolepoeng","40"
"grunnskolepoeng","2015","06","0","innvandrere","personer","150"
"grunnskolepoeng","2015","06","0","norskfodte_m_innvf","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","06","0","norskfodte_m_innvf","personer","111"
"grunnskolepoeng","2015","07","alle","alle","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","07","alle","alle","personer","2924"
"grunnskolepoeng","2015","07","alle","bef_u_innv_og_norskf","grunnskolepoeng","41"
"grunnskolepoeng","2015","07","alle","bef_u_innv_og_norskf","personer","2598"
"grunnskolepoeng","2015","07","alle","befolkningen_ellers","grunnskolepoeng","41"
"grunnskolepoeng","2015","07","alle","befolkningen_ellers","personer","2698"
"grunnskolepoeng","2015","07","alle","innvandrere","grunnskolepoeng","36,2"
"grunnskolepoeng","2015","07","alle","innvandrere","personer","226"
"grunnskolepoeng","2015","07","alle","norskfodte_m_innvf","grunnskolepoeng","39"
"grunnskolepoeng","2015","07","alle","norskfodte_m_innvf","personer","103"
"grunnskolepoeng","2015","07","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","07","1","alle","personer","1447"
"grunnskolepoeng","2015","07","1","bef_u_innv_og_norskf","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","07","1","bef_u_innv_og_norskf","personer","1275"
"grunnskolepoeng","2015","07","1","befolkningen_ellers","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","07","1","befolkningen_ellers","personer","1323"
"grunnskolepoeng","2015","07","1","innvandrere","grunnskolepoeng","34,8"
"grunnskolepoeng","2015","07","1","innvandrere","personer","126"
"grunnskolepoeng","2015","07","1","norskfodte_m_innvf","grunnskolepoeng","37"
"grunnskolepoeng","2015","07","1","norskfodte_m_innvf","personer","44"
"grunnskolepoeng","2015","07","0","alle","grunnskolepoeng","42,6"
"grunnskolepoeng","2015","07","0","alle","personer","1477"
"grunnskolepoeng","2015","07","0","bef_u_innv_og_norskf","grunnskolepoeng","43"
"grunnskolepoeng","2015","07","0","bef_u_innv_og_norskf","personer","1323"
"grunnskolepoeng","2015","07","0","befolkningen_ellers","grunnskolepoeng","43"
"grunnskolepoeng","2015","07","0","befolkningen_ellers","personer","1375"
"grunnskolepoeng","2015","07","0","innvandrere","grunnskolepoeng","38"
"grunnskolepoeng","2015","07","0","innvandrere","personer","100"
"grunnskolepoeng","2015","07","0","norskfodte_m_innvf","grunnskolepoeng","41"
"grunnskolepoeng","2015","07","0","norskfodte_m_innvf","personer","58"
"grunnskolepoeng","2015","08","alle","alle","grunnskolepoeng","39,8"
"grunnskolepoeng","2015","08","alle","alle","personer","2059"
"grunnskolepoeng","2015","08","alle","bef_u_innv_og_norskf","grunnskolepoeng","40"
"grunnskolepoeng","2015","08","alle","bef_u_innv_og_norskf","personer","1819"
"grunnskolepoeng","2015","08","alle","befolkningen_ellers","grunnskolepoeng","40"
"grunnskolepoeng","2015","08","alle","befolkningen_ellers","personer","1893"
"grunnskolepoeng","2015","08","alle","innvandrere","grunnskolepoeng","36,4"
"grunnskolepoeng","2015","08","alle","innvandrere","personer","171"
"grunnskolepoeng","2015","08","alle","norskfodte_m_innvf","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","08","alle","norskfodte_m_innvf","personer","77"
"grunnskolepoeng","2015","08","1","alle","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","08","1","alle","personer","1046"
"grunnskolepoeng","2015","08","1","bef_u_innv_og_norskf","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","08","1","bef_u_innv_og_norskf","personer","926"
"grunnskolepoeng","2015","08","1","befolkningen_ellers","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","08","1","befolkningen_ellers","personer","962"
"grunnskolepoeng","2015","08","1","innvandrere","grunnskolepoeng","33,4"
"grunnskolepoeng","2015","08","1","innvandrere","personer","82"
"grunnskolepoeng","2015","08","1","norskfodte_m_innvf","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","08","1","norskfodte_m_innvf","personer","31"
"grunnskolepoeng","2015","08","0","alle","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","08","0","alle","personer","1014"
"grunnskolepoeng","2015","08","0","bef_u_innv_og_norskf","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","08","0","bef_u_innv_og_norskf","personer","894"
"grunnskolepoeng","2015","08","0","befolkningen_ellers","grunnskolepoeng","42,4"
"grunnskolepoeng","2015","08","0","befolkningen_ellers","personer","932"
"grunnskolepoeng","2015","08","0","innvandrere","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","08","0","innvandrere","personer","88"
"grunnskolepoeng","2015","08","0","norskfodte_m_innvf","grunnskolepoeng","40,2"
"grunnskolepoeng","2015","08","0","norskfodte_m_innvf","personer","45"
"grunnskolepoeng","2015","09","alle","alle","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","09","alle","alle","personer","1494"
"grunnskolepoeng","2015","09","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,8"
"grunnskolepoeng","2015","09","alle","bef_u_innv_og_norskf","personer","1337"
"grunnskolepoeng","2015","09","alle","befolkningen_ellers","grunnskolepoeng","40,8"
"grunnskolepoeng","2015","09","alle","befolkningen_ellers","personer","1370"
"grunnskolepoeng","2015","09","alle","innvandrere","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","09","alle","innvandrere","personer","123"
"grunnskolepoeng","2015","09","alle","norskfodte_m_innvf","grunnskolepoeng","39,6"
"grunnskolepoeng","2015","09","alle","norskfodte_m_innvf","personer","33"
"grunnskolepoeng","2015","09","1","alle","grunnskolepoeng","38,2"
"grunnskolepoeng","2015","09","1","alle","personer","780"
"grunnskolepoeng","2015","09","1","bef_u_innv_og_norskf","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","09","1","bef_u_innv_og_norskf","personer","694"
"grunnskolepoeng","2015","09","1","befolkningen_ellers","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","09","1","befolkningen_ellers","personer","715"
"grunnskolepoeng","2015","09","1","innvandrere","grunnskolepoeng","35,6"
"grunnskolepoeng","2015","09","1","innvandrere","personer","63"
"grunnskolepoeng","2015","09","1","norskfodte_m_innvf","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","09","1","norskfodte_m_innvf","personer","16"
"grunnskolepoeng","2015","09","0","alle","grunnskolepoeng","43,2"
"grunnskolepoeng","2015","09","0","alle","personer","714"
"grunnskolepoeng","2015","09","0","bef_u_innv_og_norskf","grunnskolepoeng","43,6"
"grunnskolepoeng","2015","09","0","bef_u_innv_og_norskf","personer","643"
"grunnskolepoeng","2015","09","0","befolkningen_ellers","grunnskolepoeng","43,6"
"grunnskolepoeng","2015","09","0","befolkningen_ellers","personer","655"
"grunnskolepoeng","2015","09","0","innvandrere","grunnskolepoeng","39,4"
"grunnskolepoeng","2015","09","0","innvandrere","personer","59"
"grunnskolepoeng","2015","09","0","norskfodte_m_innvf","grunnskolepoeng","42,6"
"grunnskolepoeng","2015","09","0","norskfodte_m_innvf","personer","16"
"grunnskolepoeng","2015","10","alle","alle","grunnskolepoeng","40,4"
"grunnskolepoeng","2015","10","alle","alle","personer","2337"
"grunnskolepoeng","2015","10","alle","bef_u_innv_og_norskf","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","10","alle","bef_u_innv_og_norskf","personer","2080"
"grunnskolepoeng","2015","10","alle","befolkningen_ellers","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","10","alle","befolkningen_ellers","personer","2167"
"grunnskolepoeng","2015","10","alle","innvandrere","grunnskolepoeng","37,4"
"grunnskolepoeng","2015","10","alle","innvandrere","personer","170"
"grunnskolepoeng","2015","10","alle","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","10","alle","norskfodte_m_innvf","personer","86"
"grunnskolepoeng","2015","10","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","10","1","alle","personer","1164"
"grunnskolepoeng","2015","10","1","bef_u_innv_og_norskf","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","10","1","bef_u_innv_og_norskf","personer","1038"
"grunnskolepoeng","2015","10","1","befolkningen_ellers","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","10","1","befolkningen_ellers","personer","1085"
"grunnskolepoeng","2015","10","1","innvandrere","grunnskolepoeng","35,8"
"grunnskolepoeng","2015","10","1","innvandrere","personer","79"
"grunnskolepoeng","2015","10","1","norskfodte_m_innvf","grunnskolepoeng","36,8"
"grunnskolepoeng","2015","10","1","norskfodte_m_innvf","personer","44"
"grunnskolepoeng","2015","10","0","alle","grunnskolepoeng","42,2"
"grunnskolepoeng","2015","10","0","alle","personer","1173"
"grunnskolepoeng","2015","10","0","bef_u_innv_og_norskf","grunnskolepoeng","42,6"
"grunnskolepoeng","2015","10","0","bef_u_innv_og_norskf","personer","1042"
"grunnskolepoeng","2015","10","0","befolkningen_ellers","grunnskolepoeng","42,6"
"grunnskolepoeng","2015","10","0","befolkningen_ellers","personer","1082"
"grunnskolepoeng","2015","10","0","innvandrere","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","10","0","innvandrere","personer","92"
"grunnskolepoeng","2015","10","0","norskfodte_m_innvf","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","10","0","norskfodte_m_innvf","personer","40"
"grunnskolepoeng","2015","11","alle","alle","grunnskolepoeng","40,6"
"grunnskolepoeng","2015","11","alle","alle","personer","5832"
"grunnskolepoeng","2015","11","alle","bef_u_innv_og_norskf","grunnskolepoeng","41"
"grunnskolepoeng","2015","11","alle","bef_u_innv_og_norskf","personer","5207"
"grunnskolepoeng","2015","11","alle","befolkningen_ellers","grunnskolepoeng","41"
"grunnskolepoeng","2015","11","alle","befolkningen_ellers","personer","5416"
"grunnskolepoeng","2015","11","alle","innvandrere","grunnskolepoeng","36,2"
"grunnskolepoeng","2015","11","alle","innvandrere","personer","421"
"grunnskolepoeng","2015","11","alle","norskfodte_m_innvf","grunnskolepoeng","39,2"
"grunnskolepoeng","2015","11","alle","norskfodte_m_innvf","personer","209"
"grunnskolepoeng","2015","11","1","alle","grunnskolepoeng","38,4"
"grunnskolepoeng","2015","11","1","alle","personer","2991"
"grunnskolepoeng","2015","11","1","bef_u_innv_og_norskf","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","11","1","bef_u_innv_og_norskf","personer","2661"
"grunnskolepoeng","2015","11","1","befolkningen_ellers","grunnskolepoeng","38,8"
"grunnskolepoeng","2015","11","1","befolkningen_ellers","personer","2767"
"grunnskolepoeng","2015","11","1","innvandrere","grunnskolepoeng","34,2"
"grunnskolepoeng","2015","11","1","innvandrere","personer","225"
"grunnskolepoeng","2015","11","1","norskfodte_m_innvf","grunnskolepoeng","37,8"
"grunnskolepoeng","2015","11","1","norskfodte_m_innvf","personer","104"
"grunnskolepoeng","2015","11","0","alle","grunnskolepoeng","42,8"
"grunnskolepoeng","2015","11","0","alle","personer","2842"
"grunnskolepoeng","2015","11","0","bef_u_innv_og_norskf","grunnskolepoeng","43,4"
"grunnskolepoeng","2015","11","0","bef_u_innv_og_norskf","personer","2547"
"grunnskolepoeng","2015","11","0","befolkningen_ellers","grunnskolepoeng","43,2"
"grunnskolepoeng","2015","11","0","befolkningen_ellers","personer","2650"
"grunnskolepoeng","2015","11","0","innvandrere","grunnskolepoeng","38,6"
"grunnskolepoeng","2015","11","0","innvandrere","personer","197"
"grunnskolepoeng","2015","11","0","norskfodte_m_innvf","grunnskolepoeng","40,8"
"grunnskolepoeng","2015","11","0","norskfodte_m_innvf","personer","104"
"grunnskolepoeng","2015","12","alle","alle","grunnskolepoeng","41,4"
"grunnskolepoeng","2015","12","alle","alle","personer","5970"
"grunnskolepoeng","2015","12","alle","bef_u_innv_og_norskf","grunnskolepoeng","41,8"
"grunnskolepoeng","2015","12","alle","bef_u_innv_og_norskf","personer","5429"
"grunnskolepoeng","2015","12","alle","befolkningen_ellers","grunnskolepoeng","41,6"
"grunnskolepoeng","2015","12","alle","befolkningen_ellers","personer","5591"
