"aar","fylke_nr","innvkat_3","tabellvariabel","tabell_navn","enhet"
"2007","19","befolkningen_ellers","76775","sysselsatte_innvkat","personer"
"2007","19","innvandrere","4520","sysselsatte_innvkat","personer"
"2007","20","alle","37434","sysselsatte_innvkat","personer"
"2007","20","befolkningen_ellers","34700","sysselsatte_innvkat","personer"
"2007","20","innvandrere","2734","sysselsatte_innvkat","personer"
"2008","00","alle","2524752","sysselsatte_innvkat","personer"
"2008","00","befolkningen_ellers","2283737","sysselsatte_innvkat","personer"
"2008","00","innvandrere","241015","sysselsatte_innvkat","personer"
"2008","01","alle","133968","sysselsatte_innvkat","personer"
"2008","01","befolkningen_ellers","122255","sysselsatte_innvkat","personer"
"2008","01","innvandrere","11713","sysselsatte_innvkat","personer"
"2008","02","alle","282382","sysselsatte_innvkat","personer"
"2008","02","befolkningen_ellers","250182","sysselsatte_innvkat","personer"
"2008","02","innvandrere","32200","sysselsatte_innvkat","personer"
"2008","03","alle","316353","sysselsatte_innvkat","personer"
"2008","03","befolkningen_ellers","250634","sysselsatte_innvkat","personer"
"2008","03","innvandrere","65719","sysselsatte_innvkat","personer"
"2008","04","alle","95057","sysselsatte_innvkat","personer"
"2008","04","befolkningen_ellers","90168","sysselsatte_innvkat","personer"
"2008","04","innvandrere","4889","sysselsatte_innvkat","personer"
"2008","05","alle","95882","sysselsatte_innvkat","personer"
"2008","05","befolkningen_ellers","90809","sysselsatte_innvkat","personer"
"2008","05","innvandrere","5073","sysselsatte_innvkat","personer"
"2008","06","alle","135125","sysselsatte_innvkat","personer"
"2008","06","befolkningen_ellers","121362","sysselsatte_innvkat","personer"
"2008","06","innvandrere","13763","sysselsatte_innvkat","personer"
"2008","07","alle","116420","sysselsatte_innvkat","personer"
"2008","07","befolkningen_ellers","106859","sysselsatte_innvkat","personer"
"2008","07","innvandrere","9561","sysselsatte_innvkat","personer"
"2008","08","alle","84641","sysselsatte_innvkat","personer"
"2008","08","befolkningen_ellers","78931","sysselsatte_innvkat","personer"
"2008","08","innvandrere","5710","sysselsatte_innvkat","personer"
"2008","09","alle","54352","sysselsatte_innvkat","personer"
"2008","09","befolkningen_ellers","50622","sysselsatte_innvkat","personer"
"2008","09","innvandrere","3730","sysselsatte_innvkat","personer"
"2008","10","alle","86172","sysselsatte_innvkat","personer"
"2008","10","befolkningen_ellers","78694","sysselsatte_innvkat","personer"
"2008","10","innvandrere","7478","sysselsatte_innvkat","personer"
"2008","11","alle","229132","sysselsatte_innvkat","personer"
"2008","11","befolkningen_ellers","205382","sysselsatte_innvkat","personer"
"2008","11","innvandrere","23750","sysselsatte_innvkat","personer"
"2008","12","alle","249354","sysselsatte_innvkat","personer"
"2008","12","befolkningen_ellers","229883","sysselsatte_innvkat","personer"
"2008","12","innvandrere","19471","sysselsatte_innvkat","personer"
"2008","14","alle","56953","sysselsatte_innvkat","personer"
"2008","14","befolkningen_ellers","53680","sysselsatte_innvkat","personer"
"2008","14","innvandrere","3273","sysselsatte_innvkat","personer"
"2008","15","alle","131931","sysselsatte_innvkat","personer"
"2008","15","befolkningen_ellers","123815","sysselsatte_innvkat","personer"
"2008","15","innvandrere","8116","sysselsatte_innvkat","personer"
"2008","16","alle","152508","sysselsatte_innvkat","personer"
"2008","16","befolkningen_ellers","142126","sysselsatte_innvkat","personer"
"2008","16","innvandrere","10382","sysselsatte_innvkat","personer"
"2008","17","alle","66254","sysselsatte_innvkat","personer"
"2008","17","befolkningen_ellers","63613","sysselsatte_innvkat","personer"
"2008","17","innvandrere","2641","sysselsatte_innvkat","personer"
"2008","18","alle","118941","sysselsatte_innvkat","personer"
"2008","18","befolkningen_ellers","113527","sysselsatte_innvkat","personer"
"2008","18","innvandrere","5414","sysselsatte_innvkat","personer"
"2008","19","alle","81652","sysselsatte_innvkat","personer"
"2008","19","befolkningen_ellers","76641","sysselsatte_innvkat","personer"
"2008","19","innvandrere","5011","sysselsatte_innvkat","personer"
"2008","20","alle","37675","sysselsatte_innvkat","personer"
"2008","20","befolkningen_ellers","34554","sysselsatte_innvkat","personer"
"2008","20","innvandrere","3121","sysselsatte_innvkat","personer"
"2009","00","alle","2496719","sysselsatte_innvkat","personer"
"2009","00","befolkningen_ellers","2245583","sysselsatte_innvkat","personer"
"2009","00","innvandrere","251136","sysselsatte_innvkat","personer"
"2009","01","alle","130726","sysselsatte_innvkat","personer"
"2009","01","befolkningen_ellers","118953","sysselsatte_innvkat","personer"
"2009","01","innvandrere","11773","sysselsatte_innvkat","personer"
"2009","02","alle","279532","sysselsatte_innvkat","personer"
"2009","02","befolkningen_ellers","246060","sysselsatte_innvkat","personer"
"2009","02","innvandrere","33472","sysselsatte_innvkat","personer"
"2009","03","alle","314826","sysselsatte_innvkat","personer"
"2009","03","befolkningen_ellers","247929","sysselsatte_innvkat","personer"
"2009","03","innvandrere","66897","sysselsatte_innvkat","personer"
"2009","04","alle","92883","sysselsatte_innvkat","personer"
"2009","04","befolkningen_ellers","87792","sysselsatte_innvkat","personer"
"2009","04","innvandrere","5091","sysselsatte_innvkat","personer"
"2009","05","alle","93862","sysselsatte_innvkat","personer"
"2009","05","befolkningen_ellers","88666","sysselsatte_innvkat","personer"
"2009","05","innvandrere","5196","sysselsatte_innvkat","personer"
"2009","06","alle","132948","sysselsatte_innvkat","personer"
"2009","06","befolkningen_ellers","118736","sysselsatte_innvkat","personer"
"2009","06","innvandrere","14212","sysselsatte_innvkat","personer"
"2009","07","alle","113983","sysselsatte_innvkat","personer"
"2009","07","befolkningen_ellers","104215","sysselsatte_innvkat","personer"
"2009","07","innvandrere","9768","sysselsatte_innvkat","personer"
"2009","08","alle","82675","sysselsatte_innvkat","personer"
"2009","08","befolkningen_ellers","76893","sysselsatte_innvkat","personer"
"2009","08","innvandrere","5782","sysselsatte_innvkat","personer"
"2009","09","alle","53297","sysselsatte_innvkat","personer"
"2009","09","befolkningen_ellers","49419","sysselsatte_innvkat","personer"
"2009","09","innvandrere","3878","sysselsatte_innvkat","personer"
"2009","10","alle","85118","sysselsatte_innvkat","personer"
"2009","10","befolkningen_ellers","77405","sysselsatte_innvkat","personer"
"2009","10","innvandrere","7713","sysselsatte_innvkat","personer"
"2009","11","alle","228088","sysselsatte_innvkat","personer"
"2009","11","befolkningen_ellers","202901","sysselsatte_innvkat","personer"
"2009","11","innvandrere","25187","sysselsatte_innvkat","personer"
"2009","12","alle","249453","sysselsatte_innvkat","personer"
"2009","12","befolkningen_ellers","228432","sysselsatte_innvkat","personer"
"2009","12","innvandrere","21021","sysselsatte_innvkat","personer"
"2009","14","alle","56256","sysselsatte_innvkat","personer"
"2009","14","befolkningen_ellers","52546","sysselsatte_innvkat","personer"
"2009","14","innvandrere","3710","sysselsatte_innvkat","personer"
"2009","15","alle","130959","sysselsatte_innvkat","personer"
"2009","15","befolkningen_ellers","121801","sysselsatte_innvkat","personer"
"2009","15","innvandrere","9158","sysselsatte_innvkat","personer"
"2009","16","alle","151128","sysselsatte_innvkat","personer"
"2009","16","befolkningen_ellers","140053","sysselsatte_innvkat","personer"
"2009","16","innvandrere","11075","sysselsatte_innvkat","personer"
"2009","17","alle","65427","sysselsatte_innvkat","personer"
"2009","17","befolkningen_ellers","62719","sysselsatte_innvkat","personer"
"2009","17","innvandrere","2708","sysselsatte_innvkat","personer"
"2009","18","alle","117569","sysselsatte_innvkat","personer"
"2009","18","befolkningen_ellers","111659","sysselsatte_innvkat","personer"
"2009","18","innvandrere","5910","sysselsatte_innvkat","personer"
"2009","19","alle","80758","sysselsatte_innvkat","personer"
"2009","19","befolkningen_ellers","75487","sysselsatte_innvkat","personer"
"2009","19","innvandrere","5271","sysselsatte_innvkat","personer"
"2009","20","alle","37231","sysselsatte_innvkat","personer"
"2009","20","befolkningen_ellers","33917","sysselsatte_innvkat","personer"
"2009","20","innvandrere","3314","sysselsatte_innvkat","personer"
"2010","00","alle","2516744","sysselsatte_innvkat","personer"
"2010","00","befolkningen_ellers","2241929","sysselsatte_innvkat","personer"
"2010","00","innvandrere","274815","sysselsatte_innvkat","personer"
"2010","01","alle","131567","sysselsatte_innvkat","personer"
"2010","01","befolkningen_ellers","118685","sysselsatte_innvkat","personer"
"2010","01","innvandrere","12882","sysselsatte_innvkat","personer"
"2010","02","alle","282042","sysselsatte_innvkat","personer"
"2010","02","befolkningen_ellers","245841","sysselsatte_innvkat","personer"
"2010","02","innvandrere","36201","sysselsatte_innvkat","personer"
"2010","03","alle","319866","sysselsatte_innvkat","personer"
"2010","03","befolkningen_ellers","248356","sysselsatte_innvkat","personer"
"2010","03","innvandrere","71510","sysselsatte_innvkat","personer"
"2010","04","alle","92856","sysselsatte_innvkat","personer"
"2010","04","befolkningen_ellers","87294","sysselsatte_innvkat","personer"
"2010","04","innvandrere","5562","sysselsatte_innvkat","personer"
"2010","05","alle","94215","sysselsatte_innvkat","personer"
"2010","05","befolkningen_ellers","88419","sysselsatte_innvkat","personer"
"2010","05","innvandrere","5796","sysselsatte_innvkat","personer"
"2010","06","alle","133939","sysselsatte_innvkat","personer"
"2010","06","befolkningen_ellers","118303","sysselsatte_innvkat","personer"
"2010","06","innvandrere","15636","sysselsatte_innvkat","personer"
"2010","07","alle","114412","sysselsatte_innvkat","personer"
"2010","07","befolkningen_ellers","103819","sysselsatte_innvkat","personer"
"2010","07","innvandrere","10593","sysselsatte_innvkat","personer"
"2010","08","alle","82518","sysselsatte_innvkat","personer"
"2010","08","befolkningen_ellers","76223","sysselsatte_innvkat","personer"
"2010","08","innvandrere","6295","sysselsatte_innvkat","personer"
"2010","09","alle","53935","sysselsatte_innvkat","personer"
"2010","09","befolkningen_ellers","49657","sysselsatte_innvkat","personer"
"2010","09","innvandrere","4278","sysselsatte_innvkat","personer"
"2010","10","alle","85854","sysselsatte_innvkat","personer"
"2010","10","befolkningen_ellers","77563","sysselsatte_innvkat","personer"
"2010","10","innvandrere","8291","sysselsatte_innvkat","personer"
"2010","11","alle","231701","sysselsatte_innvkat","personer"
"2010","11","befolkningen_ellers","203377","sysselsatte_innvkat","personer"
"2010","11","innvandrere","28324","sysselsatte_innvkat","personer"
"2010","12","alle","251089","sysselsatte_innvkat","personer"
"2010","12","befolkningen_ellers","227779","sysselsatte_innvkat","personer"
"2010","12","innvandrere","23310","sysselsatte_innvkat","personer"
"2010","14","alle","56508","sysselsatte_innvkat","personer"
"2010","14","befolkningen_ellers","52333","sysselsatte_innvkat","personer"
"2010","14","innvandrere","4175","sysselsatte_innvkat","personer"
"2010","15","alle","131792","sysselsatte_innvkat","personer"
"2010","15","befolkningen_ellers","121112","sysselsatte_innvkat","personer"
"2010","15","innvandrere","10680","sysselsatte_innvkat","personer"
"2010","16","alle","152239","sysselsatte_innvkat","personer"
"2010","16","befolkningen_ellers","140036","sysselsatte_innvkat","personer"
"2010","16","innvandrere","12203","sysselsatte_innvkat","personer"
"2010","17","alle","65488","sysselsatte_innvkat","personer"
"2010","17","befolkningen_ellers","62622","sysselsatte_innvkat","personer"
"2010","17","innvandrere","2866","sysselsatte_innvkat","personer"
"2010","18","alle","118310","sysselsatte_innvkat","personer"
"2010","18","befolkningen_ellers","111670","sysselsatte_innvkat","personer"
"2010","18","innvandrere","6640","sysselsatte_innvkat","personer"
"2010","19","alle","80887","sysselsatte_innvkat","personer"
"2010","19","befolkningen_ellers","75072","sysselsatte_innvkat","personer"
"2010","19","innvandrere","5815","sysselsatte_innvkat","personer"
"2010","20","alle","37526","sysselsatte_innvkat","personer"
"2010","20","befolkningen_ellers","33768","sysselsatte_innvkat","personer"
"2010","20","innvandrere","3758","sysselsatte_innvkat","personer"
"2011","00","alle","2561684","sysselsatte_innvkat","personer"
"2011","00","befolkningen_ellers","2254523","sysselsatte_innvkat","personer"
"2011","00","innvandrere","307161","sysselsatte_innvkat","personer"
"2011","01","alle","133091","sysselsatte_innvkat","personer"
"2011","01","befolkningen_ellers","118676","sysselsatte_innvkat","personer"
"2011","01","innvandrere","14415","sysselsatte_innvkat","personer"
"2011","02","alle","288431","sysselsatte_innvkat","personer"
"2011","02","befolkningen_ellers","247611","sysselsatte_innvkat","personer"
"2011","02","innvandrere","40820","sysselsatte_innvkat","personer"
"2011","03","alle","330034","sysselsatte_innvkat","personer"
"2011","03","befolkningen_ellers","251538","sysselsatte_innvkat","personer"
"2011","03","innvandrere","78496","sysselsatte_innvkat","personer"
"2011","04","alle","93153","sysselsatte_innvkat","personer"
"2011","04","befolkningen_ellers","86948","sysselsatte_innvkat","personer"
"2011","04","innvandrere","6205","sysselsatte_innvkat","personer"
"2011","05","alle","94688","sysselsatte_innvkat","personer"
"2011","05","befolkningen_ellers","88137","sysselsatte_innvkat","personer"
"2011","05","innvandrere","6551","sysselsatte_innvkat","personer"
"2011","06","alle","136238","sysselsatte_innvkat","personer"
"2011","06","befolkningen_ellers","118466","sysselsatte_innvkat","personer"
"2011","06","innvandrere","17772","sysselsatte_innvkat","personer"
"2011","07","alle","115874","sysselsatte_innvkat","personer"
"2011","07","befolkningen_ellers","104231","sysselsatte_innvkat","personer"
"2011","07","innvandrere","11643","sysselsatte_innvkat","personer"
"2011","08","alle","82722","sysselsatte_innvkat","personer"
"2011","08","befolkningen_ellers","75886","sysselsatte_innvkat","personer"
"2011","08","innvandrere","6836","sysselsatte_innvkat","personer"
"2011","09","alle","54416","sysselsatte_innvkat","personer"
"2011","09","befolkningen_ellers","49686","sysselsatte_innvkat","personer"
"2011","09","innvandrere","4730","sysselsatte_innvkat","personer"
"2011","10","alle","86841","sysselsatte_innvkat","personer"
"2011","10","befolkningen_ellers","77922","sysselsatte_innvkat","personer"
"2011","10","innvandrere","8919","sysselsatte_innvkat","personer"
"2011","11","alle","238080","sysselsatte_innvkat","personer"
"2011","11","befolkningen_ellers","206081","sysselsatte_innvkat","personer"
"2011","11","innvandrere","31999","sysselsatte_innvkat","personer"
"2011","12","alle","256298","sysselsatte_innvkat","personer"
"2011","12","befolkningen_ellers","229828","sysselsatte_innvkat","personer"
"2011","12","innvandrere","26470","sysselsatte_innvkat","personer"
"2011","14","alle","56999","sysselsatte_innvkat","personer"
"2011","14","befolkningen_ellers","52260","sysselsatte_innvkat","personer"
"2011","14","innvandrere","4739","sysselsatte_innvkat","personer"
"2011","15","alle","133431","sysselsatte_innvkat","personer"
"2011","15","befolkningen_ellers","121110","sysselsatte_innvkat","personer"
"2011","15","innvandrere","12321","sysselsatte_innvkat","personer"
"2011","16","alle","155199","sysselsatte_innvkat","personer"
"2011","16","befolkningen_ellers","141548","sysselsatte_innvkat","personer"
"2011","16","innvandrere","13651","sysselsatte_innvkat","personer"
"2011","17","alle","66538","sysselsatte_innvkat","personer"
"2011","17","befolkningen_ellers","63051","sysselsatte_innvkat","personer"
"2011","17","innvandrere","3487","sysselsatte_innvkat","personer"
"2011","18","alle","119519","sysselsatte_innvkat","personer"
"2011","18","befolkningen_ellers","111962","sysselsatte_innvkat","personer"
"2011","18","innvandrere","7557","sysselsatte_innvkat","personer"
"2011","19","alle","82098","sysselsatte_innvkat","personer"
"2011","19","befolkningen_ellers","75709","sysselsatte_innvkat","personer"
"2011","19","innvandrere","6389","sysselsatte_innvkat","personer"
"2011","20","alle","38034","sysselsatte_innvkat","personer"
"2011","20","befolkningen_ellers","33873","sysselsatte_innvkat","personer"
"2011","20","innvandrere","4161","sysselsatte_innvkat","personer"
"2012","00","alle","2588660","sysselsatte_innvkat","personer"
"2012","00","befolkningen_ellers","2254701","sysselsatte_innvkat","personer"
"2012","00","innvandrere","333959","sysselsatte_innvkat","personer"
"2012","01","alle","133825","sysselsatte_innvkat","personer"
"2012","01","befolkningen_ellers","118171","sysselsatte_innvkat","personer"
"2012","01","innvandrere","15654","sysselsatte_innvkat","personer"
"2012","02","alle","292893","sysselsatte_innvkat","personer"
"2012","02","befolkningen_ellers","248497","sysselsatte_innvkat","personer"
"2012","02","innvandrere","44396","sysselsatte_innvkat","personer"
"2012","03","alle","334623","sysselsatte_innvkat","personer"
"2012","03","befolkningen_ellers","252274","sysselsatte_innvkat","personer"
"2012","03","innvandrere","82349","sysselsatte_innvkat","personer"
"2012","04","alle","93553","sysselsatte_innvkat","personer"
"2012","04","befolkningen_ellers","86856","sysselsatte_innvkat","personer"
"2012","04","innvandrere","6697","sysselsatte_innvkat","personer"
"2012","05","alle","94318","sysselsatte_innvkat","personer"
"2012","05","befolkningen_ellers","87282","sysselsatte_innvkat","personer"
"2012","05","innvandrere","7036","sysselsatte_innvkat","personer"
"2012","06","alle","137707","sysselsatte_innvkat","personer"
"2012","06","befolkningen_ellers","118306","sysselsatte_innvkat","personer"
"2012","06","innvandrere","19401","sysselsatte_innvkat","personer"
"2012","07","alle","116599","sysselsatte_innvkat","personer"
"2012","07","befolkningen_ellers","103907","sysselsatte_innvkat","personer"
"2012","07","innvandrere","12692","sysselsatte_innvkat","personer"
"2012","08","alle","82709","sysselsatte_innvkat","personer"
"2012","08","befolkningen_ellers","75479","sysselsatte_innvkat","personer"
"2012","08","innvandrere","7230","sysselsatte_innvkat","personer"
"2012","09","alle","54822","sysselsatte_innvkat","personer"
"2012","09","befolkningen_ellers","49645","sysselsatte_innvkat","personer"
"2012","09","innvandrere","5177","sysselsatte_innvkat","personer"
"2012","10","alle","87462","sysselsatte_innvkat","personer"
"2012","10","befolkningen_ellers","77945","sysselsatte_innvkat","personer"
"2012","10","innvandrere","9517","sysselsatte_innvkat","personer"
"2012","11","alle","242656","sysselsatte_innvkat","personer"
"2012","11","befolkningen_ellers","206928","sysselsatte_innvkat","personer"
"2012","11","innvandrere","35728","sysselsatte_innvkat","personer"
"2012","12","alle","260139","sysselsatte_innvkat","personer"
"2012","12","befolkningen_ellers","230588","sysselsatte_innvkat","personer"
"2012","12","innvandrere","29551","sysselsatte_innvkat","personer"
"2012","14","alle","56879","sysselsatte_innvkat","personer"
"2012","14","befolkningen_ellers","51740","sysselsatte_innvkat","personer"
"2012","14","innvandrere","5139","sysselsatte_innvkat","personer"
"2012","15","alle","134704","sysselsatte_innvkat","personer"
"2012","15","befolkningen_ellers","120844","sysselsatte_innvkat","personer"
"2012","15","innvandrere","13860","sysselsatte_innvkat","personer"
"2012","16","alle","158358","sysselsatte_innvkat","personer"
"2012","16","befolkningen_ellers","143185","sysselsatte_innvkat","personer"
"2012","16","innvandrere","15173","sysselsatte_innvkat","personer"
"2012","17","alle","67340","sysselsatte_innvkat","personer"
"2012","17","befolkningen_ellers","63170","sysselsatte_innvkat","personer"
"2012","17","innvandrere","4170","sysselsatte_innvkat","personer"
"2012","18","alle","119106","sysselsatte_innvkat","personer"
"2012","18","befolkningen_ellers","110649","sysselsatte_innvkat","personer"
"2012","18","innvandrere","8457","sysselsatte_innvkat","personer"
"2012","19","alle","82747","sysselsatte_innvkat","personer"
"2012","19","befolkningen_ellers","75697","sysselsatte_innvkat","personer"
"2012","19","innvandrere","7050","sysselsatte_innvkat","personer"
"2012","20","alle","38220","sysselsatte_innvkat","personer"
"2012","20","befolkningen_ellers","33538","sysselsatte_innvkat","personer"
"2012","20","innvandrere","4682","sysselsatte_innvkat","personer"
"2013","00","alle","2618620","sysselsatte_innvkat","personer"
"2013","00","befolkningen_ellers","2260230","sysselsatte_innvkat","personer"
"2013","00","innvandrere","358390","sysselsatte_innvkat","personer"
"2013","01","alle","134854","sysselsatte_innvkat","personer"
"2013","01","befolkningen_ellers","118179","sysselsatte_innvkat","personer"
"2013","01","innvandrere","16675","sysselsatte_innvkat","personer"
"2013","02","alle","296840","sysselsatte_innvkat","personer"
"2013","02","befolkningen_ellers","249147","sysselsatte_innvkat","personer"
"2013","02","innvandrere","47693","sysselsatte_innvkat","personer"
"2013","03","alle","341489","sysselsatte_innvkat","personer"
"2013","03","befolkningen_ellers","254393","sysselsatte_innvkat","personer"
"2013","03","innvandrere","87096","sysselsatte_innvkat","personer"
"2013","04","alle","93618","sysselsatte_innvkat","personer"
"2013","04","befolkningen_ellers","86361","sysselsatte_innvkat","personer"
"2013","04","innvandrere","7257","sysselsatte_innvkat","personer"
"2013","05","alle","94751","sysselsatte_innvkat","personer"
"2013","05","befolkningen_ellers","87215","sysselsatte_innvkat","personer"
"2013","05","innvandrere","7536","sysselsatte_innvkat","personer"
"2013","06","alle","138998","sysselsatte_innvkat","personer"
"2013","06","befolkningen_ellers","117987","sysselsatte_innvkat","personer"
"2013","06","innvandrere","21011","sysselsatte_innvkat","personer"
"2013","07","alle","117594","sysselsatte_innvkat","personer"
"2013","07","befolkningen_ellers","104148","sysselsatte_innvkat","personer"
