"fylke_nr","avslutta","kjonn","avslstat4","aar","enhet","tabellvariabel","tabell_navn"
"04","ettaar","alle","arbutd","2013","personer","81","intro_status_arbutd"
"05","ettaar","alle","arbutd","2013","personer","124","intro_status_arbutd"
"06","ettaar","alle","arbutd","2013","personer","121","intro_status_arbutd"
"07","ettaar","alle","arbutd","2013","personer","61","intro_status_arbutd"
"08","ettaar","alle","arbutd","2013","personer","108","intro_status_arbutd"
"09","ettaar","alle","arbutd","2013","personer","68","intro_status_arbutd"
"10","ettaar","alle","arbutd","2013","personer","149","intro_status_arbutd"
"11","ettaar","alle","arbutd","2013","personer","203","intro_status_arbutd"
"12","ettaar","alle","arbutd","2013","personer","191","intro_status_arbutd"
"14","ettaar","alle","arbutd","2013","personer","67","intro_status_arbutd"
"15","ettaar","alle","arbutd","2013","personer","121","intro_status_arbutd"
"16","ettaar","alle","arbutd","2013","personer","125","intro_status_arbutd"
"17","ettaar","alle","arbutd","2013","personer","142","intro_status_arbutd"
"18","ettaar","alle","arbutd","2013","personer","216","intro_status_arbutd"
"19","ettaar","alle","arbutd","2013","personer","157","intro_status_arbutd"
"20","ettaar","alle","arbutd","2013","personer","49","intro_status_arbutd"
"00","ettaar","alle","ledig_tiltak","2013","personer","468","intro_status_arbutd"
"01","ettaar","alle","ledig_tiltak","2013","personer","19","intro_status_arbutd"
"02","ettaar","alle","ledig_tiltak","2013","personer","33","intro_status_arbutd"
"03","ettaar","alle","ledig_tiltak","2013","personer","24","intro_status_arbutd"
"04","ettaar","alle","ledig_tiltak","2013","personer","15","intro_status_arbutd"
"05","ettaar","alle","ledig_tiltak","2013","personer","36","intro_status_arbutd"
"06","ettaar","alle","ledig_tiltak","2013","personer","29","intro_status_arbutd"
"07","ettaar","alle","ledig_tiltak","2013","personer","17","intro_status_arbutd"
"08","ettaar","alle","ledig_tiltak","2013","personer","28","intro_status_arbutd"
"09","ettaar","alle","ledig_tiltak","2013","personer","16","intro_status_arbutd"
"10","ettaar","alle","ledig_tiltak","2013","personer","24","intro_status_arbutd"
"11","ettaar","alle","ledig_tiltak","2013","personer","30","intro_status_arbutd"
"12","ettaar","alle","ledig_tiltak","2013","personer","30","intro_status_arbutd"
"14","ettaar","alle","ledig_tiltak","2013","personer","6","intro_status_arbutd"
"15","ettaar","alle","ledig_tiltak","2013","personer","19","intro_status_arbutd"
"16","ettaar","alle","ledig_tiltak","2013","personer","27","intro_status_arbutd"
"17","ettaar","alle","ledig_tiltak","2013","personer","22","intro_status_arbutd"
"18","ettaar","alle","ledig_tiltak","2013","personer","55","intro_status_arbutd"
"19","ettaar","alle","ledig_tiltak","2013","personer","27","intro_status_arbutd"
"20","ettaar","alle","ledig_tiltak","2013","personer","11","intro_status_arbutd"
"00","ettaar","alle","annet","2013","personer","993","intro_status_arbutd"
"01","ettaar","alle","annet","2013","personer","44","intro_status_arbutd"
"02","ettaar","alle","annet","2013","personer","62","intro_status_arbutd"
"03","ettaar","alle","annet","2013","personer","82","intro_status_arbutd"
"04","ettaar","alle","annet","2013","personer","38","intro_status_arbutd"
"05","ettaar","alle","annet","2013","personer","60","intro_status_arbutd"
"06","ettaar","alle","annet","2013","personer","42","intro_status_arbutd"
"07","ettaar","alle","annet","2013","personer","27","intro_status_arbutd"
"08","ettaar","alle","annet","2013","personer","55","intro_status_arbutd"
"09","ettaar","alle","annet","2013","personer","30","intro_status_arbutd"
"10","ettaar","alle","annet","2013","personer","55","intro_status_arbutd"
"11","ettaar","alle","annet","2013","personer","80","intro_status_arbutd"
"12","ettaar","alle","annet","2013","personer","89","intro_status_arbutd"
"14","ettaar","alle","annet","2013","personer","26","intro_status_arbutd"
"15","ettaar","alle","annet","2013","personer","48","intro_status_arbutd"
"16","ettaar","alle","annet","2013","personer","67","intro_status_arbutd"
"17","ettaar","alle","annet","2013","personer","43","intro_status_arbutd"
"18","ettaar","alle","annet","2013","personer","77","intro_status_arbutd"
"19","ettaar","alle","annet","2013","personer","48","intro_status_arbutd"
"20","ettaar","alle","annet","2013","personer","20","intro_status_arbutd"
"00","ettaar","alle","arbutd","2013","prosent","62","intro_status_arbutd"
"01","ettaar","alle","arbutd","2013","prosent","52","intro_status_arbutd"
"02","ettaar","alle","arbutd","2013","prosent","64","intro_status_arbutd"
"03","ettaar","alle","arbutd","2013","prosent","61","intro_status_arbutd"
"04","ettaar","alle","arbutd","2013","prosent","60","intro_status_arbutd"
"05","ettaar","alle","arbutd","2013","prosent","56","intro_status_arbutd"
"06","ettaar","alle","arbutd","2013","prosent","63","intro_status_arbutd"
"07","ettaar","alle","arbutd","2013","prosent","58","intro_status_arbutd"
"08","ettaar","alle","arbutd","2013","prosent","57","intro_status_arbutd"
"09","ettaar","alle","arbutd","2013","prosent","60","intro_status_arbutd"
"10","ettaar","alle","arbutd","2013","prosent","65","intro_status_arbutd"
"11","ettaar","alle","arbutd","2013","prosent","65","intro_status_arbutd"
"12","ettaar","alle","arbutd","2013","prosent","62","intro_status_arbutd"
"14","ettaar","alle","arbutd","2013","prosent","68","intro_status_arbutd"
"15","ettaar","alle","arbutd","2013","prosent","64","intro_status_arbutd"
"16","ettaar","alle","arbutd","2013","prosent","57","intro_status_arbutd"
"17","ettaar","alle","arbutd","2013","prosent","69","intro_status_arbutd"
"18","ettaar","alle","arbutd","2013","prosent","62","intro_status_arbutd"
"19","ettaar","alle","arbutd","2013","prosent","68","intro_status_arbutd"
"20","ettaar","alle","arbutd","2013","prosent","61","intro_status_arbutd"
"00","ettaar","alle","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"01","ettaar","alle","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"02","ettaar","alle","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"03","ettaar","alle","ledig_tiltak","2013","prosent","9","intro_status_arbutd"
"04","ettaar","alle","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"05","ettaar","alle","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"06","ettaar","alle","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"07","ettaar","alle","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"08","ettaar","alle","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"09","ettaar","alle","ledig_tiltak","2013","prosent","14","intro_status_arbutd"
"10","ettaar","alle","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"11","ettaar","alle","ledig_tiltak","2013","prosent","10","intro_status_arbutd"
"12","ettaar","alle","ledig_tiltak","2013","prosent","10","intro_status_arbutd"
"14","ettaar","alle","ledig_tiltak","2013","prosent","6","intro_status_arbutd"
"15","ettaar","alle","ledig_tiltak","2013","prosent","10","intro_status_arbutd"
"16","ettaar","alle","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"17","ettaar","alle","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"18","ettaar","alle","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"19","ettaar","alle","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"20","ettaar","alle","ledig_tiltak","2013","prosent","14","intro_status_arbutd"
"00","ettaar","alle","annet","2013","prosent","26","intro_status_arbutd"
"01","ettaar","alle","annet","2013","prosent","34","intro_status_arbutd"
"02","ettaar","alle","annet","2013","prosent","24","intro_status_arbutd"
"03","ettaar","alle","annet","2013","prosent","30","intro_status_arbutd"
"04","ettaar","alle","annet","2013","prosent","28","intro_status_arbutd"
"05","ettaar","alle","annet","2013","prosent","27","intro_status_arbutd"
"06","ettaar","alle","annet","2013","prosent","22","intro_status_arbutd"
"07","ettaar","alle","annet","2013","prosent","26","intro_status_arbutd"
"08","ettaar","alle","annet","2013","prosent","29","intro_status_arbutd"
"09","ettaar","alle","annet","2013","prosent","26","intro_status_arbutd"
"10","ettaar","alle","annet","2013","prosent","24","intro_status_arbutd"
"11","ettaar","alle","annet","2013","prosent","26","intro_status_arbutd"
"12","ettaar","alle","annet","2013","prosent","29","intro_status_arbutd"
"14","ettaar","alle","annet","2013","prosent","26","intro_status_arbutd"
"15","ettaar","alle","annet","2013","prosent","26","intro_status_arbutd"
"16","ettaar","alle","annet","2013","prosent","31","intro_status_arbutd"
"17","ettaar","alle","annet","2013","prosent","21","intro_status_arbutd"
"18","ettaar","alle","annet","2013","prosent","22","intro_status_arbutd"
"19","ettaar","alle","annet","2013","prosent","21","intro_status_arbutd"
"20","ettaar","alle","annet","2013","prosent","25","intro_status_arbutd"
"00","ettaar","1","alle","2013","personer","2104","intro_status_arbutd"
"01","ettaar","1","alle","2013","personer","65","intro_status_arbutd"
"02","ettaar","1","alle","2013","personer","142","intro_status_arbutd"
"03","ettaar","1","alle","2013","personer","115","intro_status_arbutd"
"04","ettaar","1","alle","2013","personer","77","intro_status_arbutd"
"05","ettaar","1","alle","2013","personer","118","intro_status_arbutd"
"06","ettaar","1","alle","2013","personer","115","intro_status_arbutd"
"07","ettaar","1","alle","2013","personer","60","intro_status_arbutd"
"08","ettaar","1","alle","2013","personer","107","intro_status_arbutd"
"09","ettaar","1","alle","2013","personer","69","intro_status_arbutd"
"10","ettaar","1","alle","2013","personer","127","intro_status_arbutd"
"11","ettaar","1","alle","2013","personer","169","intro_status_arbutd"
"12","ettaar","1","alle","2013","personer","163","intro_status_arbutd"
"14","ettaar","1","alle","2013","personer","53","intro_status_arbutd"
"15","ettaar","1","alle","2013","personer","110","intro_status_arbutd"
"16","ettaar","1","alle","2013","personer","120","intro_status_arbutd"
"17","ettaar","1","alle","2013","personer","123","intro_status_arbutd"
"18","ettaar","1","alle","2013","personer","192","intro_status_arbutd"
"19","ettaar","1","alle","2013","personer","145","intro_status_arbutd"
"20","ettaar","1","alle","2013","personer","34","intro_status_arbutd"
"00","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"01","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"02","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"03","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"04","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"05","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"06","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"07","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"08","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"09","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"10","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"11","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"12","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"14","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"15","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"16","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"17","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"18","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"19","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"20","ettaar","1","alle","2013","prosent","100","intro_status_arbutd"
"00","ettaar","1","arbutd","2013","personer","1483","intro_status_arbutd"
"01","ettaar","1","arbutd","2013","personer","39","intro_status_arbutd"
"02","ettaar","1","arbutd","2013","personer","102","intro_status_arbutd"
"03","ettaar","1","arbutd","2013","personer","86","intro_status_arbutd"
"04","ettaar","1","arbutd","2013","personer","57","intro_status_arbutd"
"05","ettaar","1","arbutd","2013","personer","72","intro_status_arbutd"
"06","ettaar","1","arbutd","2013","personer","78","intro_status_arbutd"
"07","ettaar","1","arbutd","2013","personer","44","intro_status_arbutd"
"08","ettaar","1","arbutd","2013","personer","69","intro_status_arbutd"
"09","ettaar","1","arbutd","2013","personer","46","intro_status_arbutd"
"10","ettaar","1","arbutd","2013","personer","91","intro_status_arbutd"
"11","ettaar","1","arbutd","2013","personer","116","intro_status_arbutd"
"12","ettaar","1","arbutd","2013","personer","112","intro_status_arbutd"
"14","ettaar","1","arbutd","2013","personer","37","intro_status_arbutd"
"15","ettaar","1","arbutd","2013","personer","83","intro_status_arbutd"
"16","ettaar","1","arbutd","2013","personer","77","intro_status_arbutd"
"17","ettaar","1","arbutd","2013","personer","105","intro_status_arbutd"
"18","ettaar","1","arbutd","2013","personer","133","intro_status_arbutd"
"19","ettaar","1","arbutd","2013","personer","109","intro_status_arbutd"
"20","ettaar","1","arbutd","2013","personer","27","intro_status_arbutd"
"00","ettaar","1","ledig_tiltak","2013","personer","249","intro_status_arbutd"
"01","ettaar","1","ledig_tiltak","2013","personer","12","intro_status_arbutd"
"02","ettaar","1","ledig_tiltak","2013","personer","18","intro_status_arbutd"
"03","ettaar","1","ledig_tiltak","2013","personer","9","intro_status_arbutd"
"04","ettaar","1","ledig_tiltak","2013","personer","6","intro_status_arbutd"
"05","ettaar","1","ledig_tiltak","2013","personer","20","intro_status_arbutd"
"06","ettaar","1","ledig_tiltak","2013","personer","17","intro_status_arbutd"
"07","ettaar","1","ledig_tiltak","2013","personer","8","intro_status_arbutd"
"08","ettaar","1","ledig_tiltak","2013","personer","15","intro_status_arbutd"
"09","ettaar","1","ledig_tiltak","2013","personer","8","intro_status_arbutd"
"10","ettaar","1","ledig_tiltak","2013","personer","14","intro_status_arbutd"
"11","ettaar","1","ledig_tiltak","2013","personer","22","intro_status_arbutd"
"12","ettaar","1","ledig_tiltak","2013","personer","18","intro_status_arbutd"
"14","ettaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"15","ettaar","1","ledig_tiltak","2013","personer","7","intro_status_arbutd"
"16","ettaar","1","ledig_tiltak","2013","personer","13","intro_status_arbutd"
"17","ettaar","1","ledig_tiltak","2013","personer","10","intro_status_arbutd"
"18","ettaar","1","ledig_tiltak","2013","personer","31","intro_status_arbutd"
"19","ettaar","1","ledig_tiltak","2013","personer","14","intro_status_arbutd"
"20","ettaar","1","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"00","ettaar","1","annet","2013","personer","372","intro_status_arbutd"
"01","ettaar","1","annet","2013","personer","14","intro_status_arbutd"
"02","ettaar","1","annet","2013","personer","22","intro_status_arbutd"
"03","ettaar","1","annet","2013","personer","20","intro_status_arbutd"
"04","ettaar","1","annet","2013","personer","14","intro_status_arbutd"
"05","ettaar","1","annet","2013","personer","26","intro_status_arbutd"
"06","ettaar","1","annet","2013","personer","20","intro_status_arbutd"
"07","ettaar","1","annet","2013","personer","8","intro_status_arbutd"
"08","ettaar","1","annet","2013","personer","23","intro_status_arbutd"
"09","ettaar","1","annet","2013","personer","15","intro_status_arbutd"
"10","ettaar","1","annet","2013","personer","22","intro_status_arbutd"
"11","ettaar","1","annet","2013","personer","31","intro_status_arbutd"
"12","ettaar","1","annet","2013","personer","33","intro_status_arbutd"
"14","ettaar","1","annet","2013","personer",":","intro_status_arbutd"
"15","ettaar","1","annet","2013","personer","20","intro_status_arbutd"
"16","ettaar","1","annet","2013","personer","30","intro_status_arbutd"
"17","ettaar","1","annet","2013","personer","8","intro_status_arbutd"
"18","ettaar","1","annet","2013","personer","28","intro_status_arbutd"
"19","ettaar","1","annet","2013","personer","22","intro_status_arbutd"
"20","ettaar","1","annet","2013","personer",":","intro_status_arbutd"
"00","ettaar","1","arbutd","2013","prosent","70","intro_status_arbutd"
"01","ettaar","1","arbutd","2013","prosent","60","intro_status_arbutd"
"02","ettaar","1","arbutd","2013","prosent","72","intro_status_arbutd"
"03","ettaar","1","arbutd","2013","prosent","75","intro_status_arbutd"
"04","ettaar","1","arbutd","2013","prosent","74","intro_status_arbutd"
"05","ettaar","1","arbutd","2013","prosent","61","intro_status_arbutd"
"06","ettaar","1","arbutd","2013","prosent","68","intro_status_arbutd"
"07","ettaar","1","arbutd","2013","prosent","73","intro_status_arbutd"
"08","ettaar","1","arbutd","2013","prosent","64","intro_status_arbutd"
"09","ettaar","1","arbutd","2013","prosent","67","intro_status_arbutd"
"10","ettaar","1","arbutd","2013","prosent","72","intro_status_arbutd"
"11","ettaar","1","arbutd","2013","prosent","69","intro_status_arbutd"
"12","ettaar","1","arbutd","2013","prosent","69","intro_status_arbutd"
"14","ettaar","1","arbutd","2013","prosent","70","intro_status_arbutd"
"15","ettaar","1","arbutd","2013","prosent","75","intro_status_arbutd"
"16","ettaar","1","arbutd","2013","prosent","64","intro_status_arbutd"
"17","ettaar","1","arbutd","2013","prosent","85","intro_status_arbutd"
"18","ettaar","1","arbutd","2013","prosent","69","intro_status_arbutd"
"19","ettaar","1","arbutd","2013","prosent","75","intro_status_arbutd"
"20","ettaar","1","arbutd","2013","prosent","79","intro_status_arbutd"
"00","ettaar","1","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"01","ettaar","1","ledig_tiltak","2013","prosent","18","intro_status_arbutd"
"02","ettaar","1","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"03","ettaar","1","ledig_tiltak","2013","prosent","8","intro_status_arbutd"
"04","ettaar","1","ledig_tiltak","2013","prosent","8","intro_status_arbutd"
"05","ettaar","1","ledig_tiltak","2013","prosent","17","intro_status_arbutd"
"06","ettaar","1","ledig_tiltak","2013","prosent","15","intro_status_arbutd"
"07","ettaar","1","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"08","ettaar","1","ledig_tiltak","2013","prosent","14","intro_status_arbutd"
"09","ettaar","1","ledig_tiltak","2013","prosent","12","intro_status_arbutd"
"10","ettaar","1","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"11","ettaar","1","ledig_tiltak","2013","prosent","13","intro_status_arbutd"
"12","ettaar","1","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"14","ettaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"15","ettaar","1","ledig_tiltak","2013","prosent","6","intro_status_arbutd"
"16","ettaar","1","ledig_tiltak","2013","prosent","11","intro_status_arbutd"
"17","ettaar","1","ledig_tiltak","2013","prosent","8","intro_status_arbutd"
"18","ettaar","1","ledig_tiltak","2013","prosent","16","intro_status_arbutd"
"19","ettaar","1","ledig_tiltak","2013","prosent","10","intro_status_arbutd"
"20","ettaar","1","ledig_tiltak","2013","prosent",":","intro_status_arbutd"
"00","ettaar","1","annet","2013","prosent","18","intro_status_arbutd"
"01","ettaar","1","annet","2013","prosent","22","intro_status_arbutd"
"02","ettaar","1","annet","2013","prosent","15","intro_status_arbutd"
"03","ettaar","1","annet","2013","prosent","17","intro_status_arbutd"
"04","ettaar","1","annet","2013","prosent","18","intro_status_arbutd"
"05","ettaar","1","annet","2013","prosent","22","intro_status_arbutd"
"06","ettaar","1","annet","2013","prosent","17","intro_status_arbutd"
"07","ettaar","1","annet","2013","prosent","13","intro_status_arbutd"
"08","ettaar","1","annet","2013","prosent","21","intro_status_arbutd"
"09","ettaar","1","annet","2013","prosent","22","intro_status_arbutd"
"10","ettaar","1","annet","2013","prosent","17","intro_status_arbutd"
"11","ettaar","1","annet","2013","prosent","18","intro_status_arbutd"
"12","ettaar","1","annet","2013","prosent","20","intro_status_arbutd"
"14","ettaar","1","annet","2013","prosent",":","intro_status_arbutd"
"15","ettaar","1","annet","2013","prosent","18","intro_status_arbutd"
"16","ettaar","1","annet","2013","prosent","25","intro_status_arbutd"
"17","ettaar","1","annet","2013","prosent","7","intro_status_arbutd"
"18","ettaar","1","annet","2013","prosent","15","intro_status_arbutd"
"19","ettaar","1","annet","2013","prosent","15","intro_status_arbutd"
"20","ettaar","1","annet","2013","prosent",":","intro_status_arbutd"
"00","ettaar","0","alle","2013","personer","1739","intro_status_arbutd"
"01","ettaar","0","alle","2013","personer","66","intro_status_arbutd"
"02","ettaar","0","alle","2013","personer","120","intro_status_arbutd"
"03","ettaar","0","alle","2013","personer","155","intro_status_arbutd"
"04","ettaar","0","alle","2013","personer","57","intro_status_arbutd"
"05","ettaar","0","alle","2013","personer","102","intro_status_arbutd"
"06","ettaar","0","alle","2013","personer","77","intro_status_arbutd"
"07","ettaar","0","alle","2013","personer","45","intro_status_arbutd"
"08","ettaar","0","alle","2013","personer","84","intro_status_arbutd"
"09","ettaar","0","alle","2013","personer","45","intro_status_arbutd"
"10","ettaar","0","alle","2013","personer","101","intro_status_arbutd"
"11","ettaar","0","alle","2013","personer","144","intro_status_arbutd"
"12","ettaar","0","alle","2013","personer","147","intro_status_arbutd"
"14","ettaar","0","alle","2013","personer","46","intro_status_arbutd"
"15","ettaar","0","alle","2013","personer","78","intro_status_arbutd"
"16","ettaar","0","alle","2013","personer","99","intro_status_arbutd"
"17","ettaar","0","alle","2013","personer","84","intro_status_arbutd"
"18","ettaar","0","alle","2013","personer","156","intro_status_arbutd"
"19","ettaar","0","alle","2013","personer","87","intro_status_arbutd"
"20","ettaar","0","alle","2013","personer","46","intro_status_arbutd"
"00","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"01","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"02","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"03","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"04","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"05","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"06","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"07","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"08","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"09","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"10","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"11","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"12","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"14","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"15","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"16","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"17","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"18","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"19","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"20","ettaar","0","alle","2013","prosent","100","intro_status_arbutd"
"00","ettaar","0","arbutd","2013","personer","899","intro_status_arbutd"
"01","ettaar","0","arbutd","2013","personer","29","intro_status_arbutd"
"02","ettaar","0","arbutd","2013","personer","65","intro_status_arbutd"
"03","ettaar","0","arbutd","2013","personer","78","intro_status_arbutd"
"04","ettaar","0","arbutd","2013","personer","24","intro_status_arbutd"
"05","ettaar","0","arbutd","2013","personer","52","intro_status_arbutd"
"06","ettaar","0","arbutd","2013","personer","43","intro_status_arbutd"
"07","ettaar","0","arbutd","2013","personer","17","intro_status_arbutd"
"08","ettaar","0","arbutd","2013","personer","39","intro_status_arbutd"
"09","ettaar","0","arbutd","2013","personer","22","intro_status_arbutd"
"10","ettaar","0","arbutd","2013","personer","58","intro_status_arbutd"
"11","ettaar","0","arbutd","2013","personer","87","intro_status_arbutd"
"12","ettaar","0","arbutd","2013","personer","79","intro_status_arbutd"
"14","ettaar","0","arbutd","2013","personer","30","intro_status_arbutd"
"15","ettaar","0","arbutd","2013","personer","38","intro_status_arbutd"
"16","ettaar","0","arbutd","2013","personer","48","intro_status_arbutd"
"17","ettaar","0","arbutd","2013","personer","37","intro_status_arbutd"
"18","ettaar","0","arbutd","2013","personer","83","intro_status_arbutd"
"19","ettaar","0","arbutd","2013","personer","48","intro_status_arbutd"
"20","ettaar","0","arbutd","2013","personer","22","intro_status_arbutd"
"00","ettaar","0","ledig_tiltak","2013","personer","219","intro_status_arbutd"
"01","ettaar","0","ledig_tiltak","2013","personer","7","intro_status_arbutd"
"02","ettaar","0","ledig_tiltak","2013","personer","15","intro_status_arbutd"
"03","ettaar","0","ledig_tiltak","2013","personer","15","intro_status_arbutd"
"04","ettaar","0","ledig_tiltak","2013","personer","9","intro_status_arbutd"
"05","ettaar","0","ledig_tiltak","2013","personer","16","intro_status_arbutd"
"06","ettaar","0","ledig_tiltak","2013","personer","12","intro_status_arbutd"
"07","ettaar","0","ledig_tiltak","2013","personer","9","intro_status_arbutd"
"08","ettaar","0","ledig_tiltak","2013","personer","13","intro_status_arbutd"
"09","ettaar","0","ledig_tiltak","2013","personer","8","intro_status_arbutd"
"10","ettaar","0","ledig_tiltak","2013","personer","10","intro_status_arbutd"
"11","ettaar","0","ledig_tiltak","2013","personer","8","intro_status_arbutd"
"12","ettaar","0","ledig_tiltak","2013","personer","12","intro_status_arbutd"
"14","ettaar","0","ledig_tiltak","2013","personer",":","intro_status_arbutd"
"15","ettaar","0","ledig_tiltak","2013","personer","12","intro_status_arbutd"
"16","ettaar","0","ledig_tiltak","2013","personer","14","intro_status_arbutd"
"17","ettaar","0","ledig_tiltak","2013","personer","12","intro_status_arbutd"
"18","ettaar","0","ledig_tiltak","2013","personer","24","intro_status_arbutd"
