aar,bydel_nr,innvkat_2,arbeidsalder_18_69,tabellvariabel,tabell_navn,enhet
2007,030101,befolkningen_ellers,18_29,7016,sysselsatte_innvkat_alder,personer
2007,030101,befolkningen_ellers,30_54,14003,sysselsatte_innvkat_alder,personer
2007,030101,befolkningen_ellers,55_69,4088,sysselsatte_innvkat_alder,personer
2007,030101,befolkningen_ellers,alle,25560,sysselsatte_innvkat_alder,personer
2007,030101,innvandrere,18_29,1690,sysselsatte_innvkat_alder,personer
2007,030101,innvandrere,30_54,3296,sysselsatte_innvkat_alder,personer
2007,030101,innvandrere,55_69,470,sysselsatte_innvkat_alder,personer
2007,030101,innvandrere,alle,5490,sysselsatte_innvkat_alder,personer
2007,030102,alle,18_29,7731,sysselsatte_innvkat_alder,personer
2007,030102,alle,30_54,15566,sysselsatte_innvkat_alder,personer
2007,030102,alle,55_69,3988,sysselsatte_innvkat_alder,personer
2007,030102,alle,alle,27739,sysselsatte_innvkat_alder,personer
2007,030102,befolkningen_ellers,18_29,6435,sysselsatte_innvkat_alder,personer
2007,030102,befolkningen_ellers,30_54,12947,sysselsatte_innvkat_alder,personer
2007,030102,befolkningen_ellers,55_69,3612,sysselsatte_innvkat_alder,personer
2007,030102,befolkningen_ellers,alle,23415,sysselsatte_innvkat_alder,personer
2007,030102,innvandrere,18_29,1296,sysselsatte_innvkat_alder,personer
2007,030102,innvandrere,30_54,2619,sysselsatte_innvkat_alder,personer
2007,030102,innvandrere,55_69,376,sysselsatte_innvkat_alder,personer
2007,030102,innvandrere,alle,4324,sysselsatte_innvkat_alder,personer
2007,030103,alle,18_29,8473,sysselsatte_innvkat_alder,personer
2007,030103,alle,30_54,18737,sysselsatte_innvkat_alder,personer
2007,030103,alle,55_69,5114,sysselsatte_innvkat_alder,personer
2007,030103,alle,alle,32932,sysselsatte_innvkat_alder,personer
2007,030103,befolkningen_ellers,18_29,6811,sysselsatte_innvkat_alder,personer
2007,030103,befolkningen_ellers,30_54,15197,sysselsatte_innvkat_alder,personer
2007,030103,befolkningen_ellers,55_69,4603,sysselsatte_innvkat_alder,personer
2007,030103,befolkningen_ellers,alle,27164,sysselsatte_innvkat_alder,personer
2007,030103,innvandrere,18_29,1662,sysselsatte_innvkat_alder,personer
2007,030103,innvandrere,30_54,3540,sysselsatte_innvkat_alder,personer
2007,030103,innvandrere,55_69,511,sysselsatte_innvkat_alder,personer
2007,030103,innvandrere,alle,5768,sysselsatte_innvkat_alder,personer
2007,030104,alle,18_29,8689,sysselsatte_innvkat_alder,personer
2007,030104,alle,30_54,15833,sysselsatte_innvkat_alder,personer
2007,030104,alle,55_69,3818,sysselsatte_innvkat_alder,personer
2007,030104,alle,alle,28730,sysselsatte_innvkat_alder,personer
2007,030104,befolkningen_ellers,18_29,7005,sysselsatte_innvkat_alder,personer
2007,030104,befolkningen_ellers,30_54,12525,sysselsatte_innvkat_alder,personer
2007,030104,befolkningen_ellers,55_69,3382,sysselsatte_innvkat_alder,personer
2007,030104,befolkningen_ellers,alle,23269,sysselsatte_innvkat_alder,personer
2007,030104,innvandrere,18_29,1684,sysselsatte_innvkat_alder,personer
2007,030104,innvandrere,30_54,3308,sysselsatte_innvkat_alder,personer
2007,030104,innvandrere,55_69,436,sysselsatte_innvkat_alder,personer
2007,030104,innvandrere,alle,5461,sysselsatte_innvkat_alder,personer
2007,030105,alle,18_29,7385,sysselsatte_innvkat_alder,personer
2007,030105,alle,30_54,14984,sysselsatte_innvkat_alder,personer
2007,030105,alle,55_69,3636,sysselsatte_innvkat_alder,personer
2007,030105,alle,alle,26382,sysselsatte_innvkat_alder,personer
2007,030105,befolkningen_ellers,18_29,6103,sysselsatte_innvkat_alder,personer
2007,030105,befolkningen_ellers,30_54,12360,sysselsatte_innvkat_alder,personer
2007,030105,befolkningen_ellers,55_69,3280,sysselsatte_innvkat_alder,personer
2007,030105,befolkningen_ellers,alle,22095,sysselsatte_innvkat_alder,personer
2007,030105,innvandrere,18_29,1282,sysselsatte_innvkat_alder,personer
2007,030105,innvandrere,30_54,2624,sysselsatte_innvkat_alder,personer
2007,030105,innvandrere,55_69,356,sysselsatte_innvkat_alder,personer
2007,030105,innvandrere,alle,4287,sysselsatte_innvkat_alder,personer
2007,030106,alle,18_29,6758,sysselsatte_innvkat_alder,personer
2007,030106,alle,30_54,14034,sysselsatte_innvkat_alder,personer
2007,030106,alle,55_69,3722,sysselsatte_innvkat_alder,personer
2007,030106,alle,alle,24924,sysselsatte_innvkat_alder,personer
2007,030106,befolkningen_ellers,18_29,5467,sysselsatte_innvkat_alder,personer
2007,030106,befolkningen_ellers,30_54,11319,sysselsatte_innvkat_alder,personer
2007,030106,befolkningen_ellers,55_69,3342,sysselsatte_innvkat_alder,personer
2007,030106,befolkningen_ellers,alle,20499,sysselsatte_innvkat_alder,personer
2007,030106,innvandrere,18_29,1291,sysselsatte_innvkat_alder,personer
2007,030106,innvandrere,30_54,2715,sysselsatte_innvkat_alder,personer
2007,030106,innvandrere,55_69,380,sysselsatte_innvkat_alder,personer
2007,030106,innvandrere,alle,4425,sysselsatte_innvkat_alder,personer
2007,030107,alle,18_29,4733,sysselsatte_innvkat_alder,personer
2007,030107,alle,30_54,10956,sysselsatte_innvkat_alder,personer
2007,030107,alle,55_69,2913,sysselsatte_innvkat_alder,personer
2007,030107,alle,alle,18951,sysselsatte_innvkat_alder,personer
2007,030107,befolkningen_ellers,18_29,3729,sysselsatte_innvkat_alder,personer
2007,030107,befolkningen_ellers,30_54,8605,sysselsatte_innvkat_alder,personer
2007,030107,befolkningen_ellers,55_69,2588,sysselsatte_innvkat_alder,personer
2007,030107,befolkningen_ellers,alle,15251,sysselsatte_innvkat_alder,personer
2007,030107,innvandrere,18_29,1004,sysselsatte_innvkat_alder,personer
2007,030107,innvandrere,30_54,2351,sysselsatte_innvkat_alder,personer
2007,030107,innvandrere,55_69,325,sysselsatte_innvkat_alder,personer
2007,030107,innvandrere,alle,3700,sysselsatte_innvkat_alder,personer
2007,030108,alle,18_29,5995,sysselsatte_innvkat_alder,personer
2007,030108,alle,30_54,12076,sysselsatte_innvkat_alder,personer
2007,030108,alle,55_69,3008,sysselsatte_innvkat_alder,personer
2007,030108,alle,alle,21430,sysselsatte_innvkat_alder,personer
2007,030108,befolkningen_ellers,18_29,4624,sysselsatte_innvkat_alder,personer
2007,030108,befolkningen_ellers,30_54,9588,sysselsatte_innvkat_alder,personer
2007,030108,befolkningen_ellers,55_69,2718,sysselsatte_innvkat_alder,personer
2007,030108,befolkningen_ellers,alle,17261,sysselsatte_innvkat_alder,personer
2007,030108,innvandrere,18_29,1371,sysselsatte_innvkat_alder,personer
2007,030108,innvandrere,30_54,2488,sysselsatte_innvkat_alder,personer
2007,030108,innvandrere,55_69,290,sysselsatte_innvkat_alder,personer
2007,030108,innvandrere,alle,4169,sysselsatte_innvkat_alder,personer
2007,030109,alle,18_29,3928,sysselsatte_innvkat_alder,personer
2007,030109,alle,30_54,9103,sysselsatte_innvkat_alder,personer
2007,030109,alle,55_69,2367,sysselsatte_innvkat_alder,personer
2007,030109,alle,alle,15691,sysselsatte_innvkat_alder,personer
2007,030109,befolkningen_ellers,18_29,3111,sysselsatte_innvkat_alder,personer
2007,030109,befolkningen_ellers,30_54,7234,sysselsatte_innvkat_alder,personer
2007,030109,befolkningen_ellers,55_69,2126,sysselsatte_innvkat_alder,personer
2007,030109,befolkningen_ellers,alle,12734,sysselsatte_innvkat_alder,personer
2007,030109,innvandrere,18_29,817,sysselsatte_innvkat_alder,personer
2007,030109,innvandrere,30_54,1869,sysselsatte_innvkat_alder,personer
2007,030109,innvandrere,55_69,241,sysselsatte_innvkat_alder,personer
2007,030109,innvandrere,alle,2957,sysselsatte_innvkat_alder,personer
2007,030110,alle,18_29,3785,sysselsatte_innvkat_alder,personer
2007,030110,alle,30_54,8610,sysselsatte_innvkat_alder,personer
2007,030110,alle,55_69,2291,sysselsatte_innvkat_alder,personer
2007,030110,alle,alle,14968,sysselsatte_innvkat_alder,personer
2007,030110,befolkningen_ellers,18_29,2822,sysselsatte_innvkat_alder,personer
2007,030110,befolkningen_ellers,30_54,6512,sysselsatte_innvkat_alder,personer
2007,030110,befolkningen_ellers,55_69,2050,sysselsatte_innvkat_alder,personer
2007,030110,befolkningen_ellers,alle,11634,sysselsatte_innvkat_alder,personer
2007,030110,innvandrere,18_29,963,sysselsatte_innvkat_alder,personer
2007,030110,innvandrere,30_54,2098,sysselsatte_innvkat_alder,personer
2007,030110,innvandrere,55_69,241,sysselsatte_innvkat_alder,personer
2007,030110,innvandrere,alle,3334,sysselsatte_innvkat_alder,personer
2007,030111,alle,18_29,2371,sysselsatte_innvkat_alder,personer
2007,030111,alle,30_54,5176,sysselsatte_innvkat_alder,personer
2007,030111,alle,55_69,1742,sysselsatte_innvkat_alder,personer
2007,030111,alle,alle,9504,sysselsatte_innvkat_alder,personer
2007,030111,befolkningen_ellers,18_29,1776,sysselsatte_innvkat_alder,personer
2007,030111,befolkningen_ellers,30_54,4030,sysselsatte_innvkat_alder,personer
2007,030111,befolkningen_ellers,55_69,1575,sysselsatte_innvkat_alder,personer
2007,030111,befolkningen_ellers,alle,7577,sysselsatte_innvkat_alder,personer
2007,030111,innvandrere,18_29,595,sysselsatte_innvkat_alder,personer
2007,030111,innvandrere,30_54,1146,sysselsatte_innvkat_alder,personer
2007,030111,innvandrere,55_69,167,sysselsatte_innvkat_alder,personer
2007,030111,innvandrere,alle,1927,sysselsatte_innvkat_alder,personer
2007,030112,alle,18_29,1948,sysselsatte_innvkat_alder,personer
2007,030112,alle,30_54,5020,sysselsatte_innvkat_alder,personer
2007,030112,alle,55_69,1373,sysselsatte_innvkat_alder,personer
2007,030112,alle,alle,8513,sysselsatte_innvkat_alder,personer
2007,030112,befolkningen_ellers,18_29,1536,sysselsatte_innvkat_alder,personer
