tabell_navn,aar,fylke_nr,naringsregion_nr,kommune_nr,bydel_nr,invkat_3,kjonn,utd_5,enhet,tabellvariabel
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,vgs,prosent,20.54
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,personer,2599
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,prosent,0.19
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,personer,192740
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,prosent,13.99
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,ingen,personer,32
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,ingen,prosent,0
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,personer,116131
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,prosent,8.43
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,vgs,personer,217118
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,vgs,prosent,15.75
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,personer,1541
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,prosent,0.11
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,personer,252666
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,prosent,18.33
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,ingen,personer,22
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,ingen,prosent,0
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,personer,102370
utdanningsniva,2009,00,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,prosent,7.43
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,vgs,personer,54261
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,vgs,prosent,3.94
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,uoppgitt,personer,43078
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,uoppgitt,prosent,3.13
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,personer,64137
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,prosent,4.65
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,ingen,personer,3451
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,ingen,prosent,0.25
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,grunnskole,personer,44922
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,alle,grunnskole,prosent,3.26
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,vgs,personer,31647
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,vgs,prosent,2.3
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,uoppgitt,personer,25978
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,uoppgitt,prosent,1.88
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,personer,30350
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,prosent,2.2
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,ingen,personer,1192
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,ingen,prosent,0.09
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,grunnskole,personer,22194
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,1,grunnskole,prosent,1.61
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,vgs,personer,22614
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,vgs,prosent,1.64
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,uoppgitt,personer,17100
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,uoppgitt,prosent,1.24
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,personer,33787
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,prosent,2.45
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,ingen,personer,2259
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,ingen,prosent,0.16
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,grunnskole,personer,22728
utdanningsniva,2009,00,NULL,NULL,NULL,innvandrere,0,grunnskole,prosent,1.65
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,vgs,personer,32286
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,vgs,prosent,42.68
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,uoppgitt,personer,2164
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,uoppgitt,prosent,2.86
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,personer,21844
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,prosent,28.88
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,ingen,personer,223
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,ingen,prosent,0.29
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,grunnskole,personer,19132
utdanningsniva,2009,01,NULL,NULL,NULL,alle,alle,grunnskole,prosent,25.29
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,vgs,personer,17930
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,vgs,prosent,23.7
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,uoppgitt,personer,1251
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,uoppgitt,prosent,1.65
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,universitet_og_hogskole,personer,9195
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,universitet_og_hogskole,prosent,12.15
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,ingen,personer,76
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,ingen,prosent,0.1
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,grunnskole,personer,10006
utdanningsniva,2009,01,NULL,NULL,NULL,alle,1,grunnskole,prosent,13.23
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,vgs,personer,14356
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,vgs,prosent,18.98
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,uoppgitt,personer,913
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,uoppgitt,prosent,1.21
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,universitet_og_hogskole,personer,12649
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,universitet_og_hogskole,prosent,16.72
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,ingen,personer,147
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,ingen,prosent,0.19
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,grunnskole,personer,9126
utdanningsniva,2009,01,NULL,NULL,NULL,alle,0,grunnskole,prosent,12.06
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,personer,29140
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,prosent,38.52
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,personer,280
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,prosent,0.37
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,personer,19323
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,prosent,25.54
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,personer,8
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,prosent,0.01
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,personer,16254
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,prosent,21.49
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,vgs,personer,16066
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,vgs,prosent,21.24
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,personer,187
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,prosent,0.25
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,personer,8037
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,prosent,10.62
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,ingen,personer,7
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,ingen,prosent,0.01
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,personer,8655
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,prosent,11.44
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,vgs,personer,13074
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,vgs,prosent,17.28
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,personer,93
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,prosent,0.12
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,personer,11286
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,prosent,14.92
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,ingen,personer,1
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,ingen,prosent,0
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,personer,7599
utdanningsniva,2009,01,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,prosent,10.05
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,alle,vgs,personer,3146
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,alle,vgs,prosent,4.16
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,alle,uoppgitt,personer,1884
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,alle,uoppgitt,prosent,2.49
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,personer,2521
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,prosent,3.33
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,alle,ingen,personer,215
utdanningsniva,2009,01,NULL,NULL,NULL,ULL,innvandrere,0,uoppgitt,prosent,1.03
utdanningsniva,2009,NULL,75,NULL,NULL,innvandrere,0,runnskole,personer,2878
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,alle,grunnskole,prosent,3.8
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,vgs,personer,1864
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,vgs,prosent,2.46
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,uoppgitt,personer,1064
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,uoppgitt,prosent,1.41
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,personer,1158
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,prosent,1.53
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,ingen,personer,69
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,ingen,prosent,0.09
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,grunnskole,personer,1351
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,1,grunnskole,prosent,1.79
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,vgs,personer,1282
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,vgs,prosent,1.69
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,uoppgitt,personer,820
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,uoppgitt,prosent,1.08
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,personer,1363
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,prosent,1.8
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,ingen,personer,146
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,ingen,prosent,0.19
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,grunnskole,personer,1527
utdanningsniva,2009,01,NULL,NULL,NULL,innvandrere,0,grunnskole,prosent,2.02
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,vgs,personer,59261
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,vgs,prosent,36.74
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,uoppgitt,personer,5651
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,uoppgitt,prosent,3.5
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,personer,66682
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,prosent,41.35
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,ingen,personer,366
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,ingen,prosent,0.23
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,grunnskole,personer,29321
utdanningsniva,2009,02,NULL,NULL,NULL,alle,alle,grunnskole,prosent,18.18
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,vgs,personer,31279
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,vgs,prosent,19.39
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,uoppgitt,personer,3423
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,uoppgitt,prosent,2.12
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,universitet_og_hogskole,personer,29889
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,universitet_og_hogskole,prosent,18.53
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,ingen,personer,115
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,ingen,prosent,0.07
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,grunnskole,personer,15638
utdanningsniva,2009,02,NULL,NULL,NULL,alle,1,grunnskole,prosent,9.7
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,vgs,personer,27982
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,vgs,prosent,17.35
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,uoppgitt,personer,2228
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,uoppgitt,prosent,1.38
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,universitet_og_hogskole,personer,36793
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,universitet_og_hogskole,prosent,22.81
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,ingen,personer,251
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,ingen,prosent,0.16
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,grunnskole,personer,13683
utdanningsniva,2009,02,NULL,NULL,NULL,alle,0,grunnskole,prosent,8.48
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,personer,51898
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,vgs,prosent,32.18
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,personer,350
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,uoppgitt,prosent,0.22
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,personer,57257
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,universitet_og_hogskole,prosent,35.5
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,personer,5
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,ingen,prosent,0
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,personer,24302
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,alle,grunnskole,prosent,15.07
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,vgs,personer,27174
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,vgs,prosent,16.85
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,personer,221
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,uoppgitt,prosent,0.14
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,personer,25652
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,universitet_og_hogskole,prosent,15.91
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,ingen,personer,3
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,ingen,prosent,0
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,personer,13158
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,1,grunnskole,prosent,8.16
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,vgs,personer,24724
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,vgs,prosent,15.33
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,personer,129
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,uoppgitt,prosent,0.08
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,personer,31605
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,universitet_og_hogskole,prosent,19.6
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,ingen,personer,2
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,ingen,prosent,0
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,personer,11144
utdanningsniva,2009,02,NULL,NULL,NULL,befolkningen_ellers,0,grunnskole,prosent,6.91
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,vgs,personer,7363
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,vgs,prosent,4.57
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,uoppgitt,personer,5301
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,uoppgitt,prosent,3.29
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,personer,9425
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,universitet_og_hogskole,prosent,5.84
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,ingen,personer,361
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,ingen,prosent,0.22
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,grunnskole,personer,5019
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,alle,grunnskole,prosent,3.11
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,vgs,personer,4105
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,vgs,prosent,2.55
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,uoppgitt,personer,3202
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,uoppgitt,prosent,1.99
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,personer,4237
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,universitet_og_hogskole,prosent,2.63
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,ingen,personer,112
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,ingen,prosent,0.07
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,grunnskole,personer,2480
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,1,grunnskole,prosent,1.54
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,vgs,personer,3258
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,vgs,prosent,2.02
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,uoppgitt,personer,2099
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,uoppgitt,prosent,1.3
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,personer,5188
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,universitet_og_hogskole,prosent,3.22
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,ingen,personer,249
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,ingen,prosent,0.15
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,grunnskole,personer,2539
utdanningsniva,2009,02,NULL,NULL,NULL,innvandrere,0,grunnskole,prosent,1.57
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,vgs,personer,50307
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,vgs,prosent,25.92
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,uoppgitt,personer,12883
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,uoppgitt,prosent,6.64
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,personer,99981
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,universitet_og_hogskole,prosent,51.52
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,ingen,personer,1159
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,ingen,prosent,0.6
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,grunnskole,personer,29742
utdanningsniva,2009,03,NULL,NULL,NULL,alle,alle,grunnskole,prosent,15.33
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,vgs,personer,28379
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,vgs,prosent,14.62
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,uoppgitt,personer,7690
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,uoppgitt,prosent,3.96
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,universitet_og_hogskole,personer,48627
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,universitet_og_hogskole,prosent,25.06
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,ingen,personer,414
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,ingen,prosent,0.21
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,grunnskole,personer,16218
utdanningsniva,2009,03,NULL,NULL,NULL,alle,1,grunnskole,prosent,8.36
utdanningsniva,2009,03,NULL,NULL,NULL,alle,0,vgs,personer,21928
utdanningsniva,2009,03,NULL,NULL,NULL,alle,0,vgs,prosent,11.3
utdanningsniva,2009,03,NULL,NULL,NULL,alle,0,uoppgitt,personer,5193
utdanningsniva,2009,03,NULL,NULL,NULL,alle,0,uoppgitt,prosent,2.68
utdanningsniva,2009,03,NULL,NULL,NULL,alle,0,universitet_og_hogskole,personer,51354
utdanningsniva,2009,03,NULL,NULL,NULL,alle,0,universitet_og_hogskole,prosent,26.46
utdanningsniva,2009,03,NULL,NULL,NULL,alle,0,ingen,personer,745
