aar,naringsregion_nr,innvkat_3,kjonn,aldersinndeling_etter_grskole,tabellvariabel,tabell_navn,enhet
2008,66,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2008,69,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,70,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,70,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2008,70,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2008,70,innvandrere,alle,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,82,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,17,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,18,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,43,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,45,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,58,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,58,innvandrere,alle,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,59,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,66,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,66,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,68,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,70,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,70,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,70,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,62,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,70,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,70,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2010,70,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2010,70,innvandrere,alle,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,71,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,45,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,48,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,57,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,58,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,62,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,66,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2011,70,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2012,48,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2012,48,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,59,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,68,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,70,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2012,70,innvandrere,alle,16_25,0,ikke_arbutd_innvkat_alder,personer
2013,59,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2013,62,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2013,62,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2013,65,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2013,70,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2013,70,innvandrere,alle,16_25,0,ikke_arbutd_innvkat_alder,personer
2014,62,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2014,65,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2014,70,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2014,70,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2014,70,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2006,17,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2006,48,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2006,48,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2006,48,innvandrere,alle,26_66,0,ikke_arbutd_innvkat_alder,personer
2006,59,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2006,60,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2006,62,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2006,68,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2006,71,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2007,31,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2007,54,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2007,59,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2007,62,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2007,65,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,10,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,17,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,18,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,18,innvandrere,alle,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,45,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2008,58,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,58,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,59,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,59,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2008,68,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2008,69,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2008,70,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,10,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,17,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,31,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,38,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,45,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,57,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,59,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,66,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2009,69,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,70,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2009,70,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2009,70,innvandrere,alle,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,80,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2009,82,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2010,43,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,45,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,48,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2010,48,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,57,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2010,57,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,59,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,59,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2010,59,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2010,59,innvandrere,alle,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,65,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2010,66,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2010,70,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2011,10,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,17,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,31,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,43,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,45,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2011,48,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2011,62,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,62,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2011,70,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2011,70,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,71,innvandrere,0,26_66,0,ikke_arbutd_innvkat_alder,personer
2011,71,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,17,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,19,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,48,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2012,48,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2012,57,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,58,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,62,innvandrere,1,16_25,0,ikke_arbutd_innvkat_alder,personer
2012,62,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,66,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,70,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2012,70,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2012,80,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2013,17,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2013,58,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2013,59,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2013,65,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2013,66,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2014,59,innvandrere,0,16_25,0,ikke_arbutd_innvkat_alder,personer
2014,62,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2014,66,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2014,70,innvandrere,1,alle,0,ikke_arbutd_innvkat_alder,personer
2014,70,innvandrere,alle,16_25,0,ikke_arbutd_innvkat_alder,personer
2014,80,innvandrere,1,26_66,0,ikke_arbutd_innvkat_alder,personer
2006,17,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2006,17,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2006,18,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,19,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2006,23,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2006,23,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,31,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,34,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,36,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,38,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,43,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2006,43,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,58,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2006,58,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,58,innvandrere,alle,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,59,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,62,innvandrere,0,alle,3,ikke_arbutd_innvkat_alder,personer
2006,68,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,71,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2006,71,innvandrere,alle,16_25,3,ikke_arbutd_innvkat_alder,personer
2007,10,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,17,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,23,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2007,30,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,43,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,59,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,60,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,62,innvandrere,alle,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,65,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2007,65,innvandrere,alle,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,66,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2007,66,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2007,68,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2007,68,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,71,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2007,80,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2008,19,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2008,23,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2008,43,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2008,48,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2008,48,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2008,58,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2008,62,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2008,65,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2008,69,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2008,70,innvandrere,0,alle,3,ikke_arbutd_innvkat_alder,personer
2008,70,innvandrere,alle,16_25,3,ikke_arbutd_innvkat_alder,personer
2008,71,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2008,75,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2008,80,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2009,17,innvandrere,alle,26_66,3,ikke_arbutd_innvkat_alder,personer
2009,23,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2009,31,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2009,31,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2009,44,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2009,54,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2009,58,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2009,58,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2009,59,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2009,59,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2009,62,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2009,62,innvandrere,alle,26_66,3,ikke_arbutd_innvkat_alder,personer
2009,68,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2009,70,innvandrere,0,alle,3,ikke_arbutd_innvkat_alder,personer
2009,70,innvandrere,alle,16_25,3,ikke_arbutd_innvkat_alder,personer
2009,82,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2010,31,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2010,38,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2010,45,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2010,45,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2010,48,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2010,57,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2010,66,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2010,66,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2010,68,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2010,68,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2010,69,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2010,70,innvandrere,0,alle,3,ikke_arbutd_innvkat_alder,personer
2010,70,innvandrere,alle,16_25,3,ikke_arbutd_innvkat_alder,personer
2011,45,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2011,48,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2011,48,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2011,58,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2011,59,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2011,59,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2011,62,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2011,62,innvandrere,alle,26_66,3,ikke_arbutd_innvkat_alder,personer
2011,65,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2011,66,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2011,66,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2011,70,innvandrere,alle,16_25,3,ikke_arbutd_innvkat_alder,personer
2011,82,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2012,43,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2012,45,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2012,45,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2012,48,innvandrere,alle,16_25,3,ikke_arbutd_innvkat_alder,personer
2012,65,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,43,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,48,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2013,48,innvandrere,alle,16_25,3,ikke_arbutd_innvkat_alder,personer
2013,57,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,59,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2013,59,innvandrere,alle,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,66,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,66,innvandrere,alle,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,68,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2013,70,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,70,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,70,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2013,80,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2013,82,innvandrere,0,16_25,3,ikke_arbutd_innvkat_alder,personer
2013,82,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2014,17,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2014,17,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2014,57,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2014,58,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2014,59,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2014,62,innvandrere,1,alle,3,ikke_arbutd_innvkat_alder,personer
2014,66,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2014,66,innvandrere,1,16_25,3,ikke_arbutd_innvkat_alder,personer
2014,70,innvandrere,0,26_66,3,ikke_arbutd_innvkat_alder,personer
2014,75,innvandrere,1,26_66,3,ikke_arbutd_innvkat_alder,personer
2006,10,innvandrere,1,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,17,innvandrere,0,26_66,4,ikke_arbutd_innvkat_alder,personer
2006,17,innvandrere,alle,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,18,innvandrere,1,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,42,innvandrere,1,26_66,4,ikke_arbutd_innvkat_alder,personer
2006,45,innvandrere,0,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,45,innvandrere,1,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,48,innvandrere,0,alle,4,ikke_arbutd_innvkat_alder,personer
2006,57,innvandrere,0,26_66,4,ikke_arbutd_innvkat_alder,personer
2006,57,innvandrere,alle,26_66,4,ikke_arbutd_innvkat_alder,personer
2006,62,innvandrere,1,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,62,innvandrere,1,alle,4,ikke_arbutd_innvkat_alder,personer
2006,65,innvandrere,0,26_66,4,ikke_arbutd_innvkat_alder,personer
2006,66,innvandrere,0,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,66,innvandrere,1,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,66,innvandrere,1,alle,4,ikke_arbutd_innvkat_alder,personer
2006,68,innvandrere,0,26_66,4,ikke_arbutd_innvkat_alder,personer
2006,68,innvandrere,1,16_25,4,ikke_arbutd_innvkat_alder,personer
2006,71,innvandrere,0,26_66,4,ikke_arbutd_innvkat_alder,personer
2006,75,innvandrere,0,16_25,4,ikke_arbutd_innvkat_alder,personer
