aar,naringsregion_nr,botid_5,tabellvariabel,tabell_navn,enhet
2006,15,0_4,144,sysselsatte_botid,personer
2006,15,10+,311,sysselsatte_botid,personer
2006,15,5_9,105,sysselsatte_botid,personer
2006,15,alle,560,sysselsatte_botid,personer
2006,16,0_4,311,sysselsatte_botid,personer
2006,16,10+,530,sysselsatte_botid,personer
2006,16,5_9,181,sysselsatte_botid,personer
2006,16,alle,1022,sysselsatte_botid,personer
2006,17,0_4,95,sysselsatte_botid,personer
2006,17,10+,85,sysselsatte_botid,personer
2006,17,5_9,23,sysselsatte_botid,personer
2006,17,alle,203,sysselsatte_botid,personer
2006,18,0_4,126,sysselsatte_botid,personer
2006,18,10+,78,sysselsatte_botid,personer
2006,18,5_9,39,sysselsatte_botid,personer
2006,18,alle,243,sysselsatte_botid,personer
2006,19,0_4,149,sysselsatte_botid,personer
2006,19,10+,151,sysselsatte_botid,personer
2006,19,5_9,82,sysselsatte_botid,personer
2006,19,alle,382,sysselsatte_botid,personer
2006,20,0_4,1655,sysselsatte_botid,personer
2006,20,10+,4372,sysselsatte_botid,personer
2006,20,5_9,1582,sysselsatte_botid,personer
2006,20,alle,7609,sysselsatte_botid,personer
2006,21,0_4,327,sysselsatte_botid,personer
2006,21,10+,314,sysselsatte_botid,personer
2006,21,5_9,187,sysselsatte_botid,personer
2006,21,alle,828,sysselsatte_botid,personer
2006,22,0_4,284,sysselsatte_botid,personer
2006,22,10+,478,sysselsatte_botid,personer
2006,22,5_9,198,sysselsatte_botid,personer
2006,22,alle,960,sysselsatte_botid,personer
2006,23,0_4,104,sysselsatte_botid,personer
2006,23,10+,166,sysselsatte_botid,personer
2006,23,5_9,76,sysselsatte_botid,personer
2006,23,alle,346,sysselsatte_botid,personer
2006,24,0_4,315,sysselsatte_botid,personer
2006,24,10+,509,sysselsatte_botid,personer
2006,24,5_9,222,sysselsatte_botid,personer
2006,24,alle,1046,sysselsatte_botid,personer
2006,25,0_4,1014,sysselsatte_botid,personer
2006,25,10+,2093,sysselsatte_botid,personer
2006,25,5_9,750,sysselsatte_botid,personer
2006,25,alle,3857,sysselsatte_botid,personer
2006,26,0_4,698,sysselsatte_botid,personer
2006,26,10+,1518,sysselsatte_botid,personer
2006,26,5_9,559,sysselsatte_botid,personer
2006,26,alle,2775,sysselsatte_botid,personer
2006,27,0_4,652,sysselsatte_botid,personer
2006,27,10+,1828,sysselsatte_botid,personer
2006,27,5_9,684,sysselsatte_botid,personer
2006,27,alle,3164,sysselsatte_botid,personer
2006,28,0_4,86,sysselsatte_botid,personer
2006,28,10+,183,sysselsatte_botid,personer
2006,28,5_9,78,sysselsatte_botid,personer
2006,28,alle,347,sysselsatte_botid,personer
2006,29,0_4,166,sysselsatte_botid,personer
2006,29,10+,248,sysselsatte_botid,personer
2006,29,5_9,99,sysselsatte_botid,personer
2006,29,alle,513,sysselsatte_botid,personer
2006,30,0_4,114,sysselsatte_botid,personer
2006,30,10+,132,sysselsatte_botid,personer
2006,30,5_9,67,sysselsatte_botid,personer
2006,30,alle,313,sysselsatte_botid,personer
2006,31,0_4,43,sysselsatte_botid,personer
2006,31,10+,90,sysselsatte_botid,personer
2006,31,5_9,48,sysselsatte_botid,personer
2006,31,alle,181,sysselsatte_botid,personer
2006,32,0_4,538,sysselsatte_botid,personer
2006,32,10+,1087,sysselsatte_botid,personer
2006,32,5_9,402,sysselsatte_botid,personer
2006,32,alle,2027,sysselsatte_botid,personer
2006,33,0_4,267,sysselsatte_botid,personer
2006,33,10+,366,sysselsatte_botid,personer
2006,33,5_9,235,sysselsatte_botid,personer
2006,33,alle,868,sysselsatte_botid,personer
2006,34,0_4,153,sysselsatte_botid,personer
2006,34,10+,237,sysselsatte_botid,personer
2006,34,5_9,101,sysselsatte_botid,personer
2006,34,alle,491,sysselsatte_botid,personer
2006,35,0_4,881,sysselsatte_botid,personer
2006,35,10+,2736,sysselsatte_botid,personer
2006,35,5_9,871,sysselsatte_botid,personer
2006,35,alle,4488,sysselsatte_botid,personer
2006,36,0_4,181,sysselsatte_botid,personer
2006,36,10+,207,sysselsatte_botid,personer
2006,36,5_9,111,sysselsatte_botid,personer
2006,36,alle,499,sysselsatte_botid,personer
2006,37,0_4,985,sysselsatte_botid,personer
2006,37,10+,1135,sysselsatte_botid,personer
2006,37,5_9,476,sysselsatte_botid,personer
2006,37,alle,2596,sysselsatte_botid,personer
2006,38,0_4,171,sysselsatte_botid,personer
2006,38,10+,221,sysselsatte_botid,personer
2006,38,5_9,105,sysselsatte_botid,personer
2006,38,alle,497,sysselsatte_botid,personer
2006,39,0_4,3854,sysselsatte_botid,personer
2006,39,10+,6150,sysselsatte_botid,personer
2006,39,5_9,2315,sysselsatte_botid,personer
2006,39,alle,12319,sysselsatte_botid,personer
2006,40,0_4,3214,sysselsatte_botid,personer
2006,40,10+,4875,sysselsatte_botid,personer
2006,40,5_9,1804,sysselsatte_botid,personer
2006,40,alle,9893,sysselsatte_botid,personer
2006,41,0_4,190,sysselsatte_botid,personer
2006,41,10+,214,sysselsatte_botid,personer
2006,41,5_9,91,sysselsatte_botid,personer
2006,41,alle,495,sysselsatte_botid,personer
2006,42,0_4,162,sysselsatte_botid,personer
2006,42,10+,179,sysselsatte_botid,personer
2006,42,5_9,105,sysselsatte_botid,personer
2006,42,alle,446,sysselsatte_botid,personer
2006,43,0_4,69,sysselsatte_botid,personer
2006,43,10+,116,sysselsatte_botid,personer
2006,43,5_9,51,sysselsatte_botid,personer
2006,43,alle,236,sysselsatte_botid,personer
2006,44,0_4,191,sysselsatte_botid,personer
2006,44,10+,163,sysselsatte_botid,personer
2006,44,5_9,87,sysselsatte_botid,personer
2006,44,alle,441,sysselsatte_botid,personer
2006,45,0_4,64,sysselsatte_botid,personer
2006,45,10+,66,sysselsatte_botid,personer
2006,45,5_9,29,sysselsatte_botid,personer
2006,45,alle,159,sysselsatte_botid,personer
2006,46,0_4,418,sysselsatte_botid,personer
2006,46,10+,503,sysselsatte_botid,personer
2006,46,5_9,227,sysselsatte_botid,personer
2006,46,alle,1148,sysselsatte_botid,personer
2006,47,0_4,373,sysselsatte_botid,personer
2006,47,10+,484,sysselsatte_botid,personer
2006,47,5_9,192,sysselsatte_botid,personer
2006,47,alle,1049,sysselsatte_botid,personer
2006,48,0_4,63,sysselsatte_botid,personer
2006,48,10+,46,sysselsatte_botid,personer
2006,48,5_9,18,sysselsatte_botid,personer
2006,48,alle,127,sysselsatte_botid,personer
2006,49,0_4,326,sysselsatte_botid,personer
2006,49,10+,297,sysselsatte_botid,personer
2006,49,5_9,170,sysselsatte_botid,personer
2006,49,alle,793,sysselsatte_botid,personer
2006,50,0_4,230,sysselsatte_botid,personer
2006,50,10+,315,sysselsatte_botid,personer
2006,50,5_9,149,sysselsatte_botid,personer
2006,50,alle,694,sysselsatte_botid,personer
2006,51,0_4,243,sysselsatte_botid,personer
2006,51,10+,314,sysselsatte_botid,personer
2006,51,5_9,152,sysselsatte_botid,personer
2006,51,alle,709,sysselsatte_botid,personer
2006,52,0_4,406,sysselsatte_botid,personer
2006,52,10+,325,sysselsatte_botid,personer
2006,52,5_9,296,sysselsatte_botid,personer
2006,52,alle,1027,sysselsatte_botid,personer
2006,53,0_4,406,sysselsatte_botid,personer
2006,53,10+,440,sysselsatte_botid,personer
2006,53,5_9,247,sysselsatte_botid,personer
2006,53,alle,1093,sysselsatte_botid,personer
2006,54,0_4,244,sysselsatte_botid,personer
2006,54,10+,211,sysselsatte_botid,personer
2006,54,5_9,121,sysselsatte_botid,personer
2006,54,alle,576,sysselsatte_botid,personer
2006,55,0_4,223,sysselsatte_botid,personer
2006,55,10+,448,sysselsatte_botid,personer
2006,55,5_9,189,sysselsatte_botid,personer
2006,55,alle,860,sysselsatte_botid,personer
2006,56,0_4,622,sysselsatte_botid,personer
2006,56,10+,784,sysselsatte_botid,personer
2006,56,5_9,398,sysselsatte_botid,personer
2006,56,alle,1804,sysselsatte_botid,personer
2006,57,0_4,97,sysselsatte_botid,personer
2006,57,10+,108,sysselsatte_botid,personer
2006,57,5_9,71,sysselsatte_botid,personer
2006,57,alle,276,sysselsatte_botid,personer
2006,58,0_4,112,sysselsatte_botid,personer
2006,58,10+,52,sysselsatte_botid,personer
2006,58,5_9,48,sysselsatte_botid,personer
2006,58,alle,212,sysselsatte_botid,personer
2006,59,0_4,69,sysselsatte_botid,personer
2006,59,10+,58,sysselsatte_botid,personer
2006,59,5_9,29,sysselsatte_botid,personer
2006,59,alle,156,sysselsatte_botid,personer
2006,60,0_4,121,sysselsatte_botid,personer
2006,60,10+,117,sysselsatte_botid,personer
2006,60,5_9,73,sysselsatte_botid,personer
2006,60,alle,311,sysselsatte_botid,personer
2006,61,0_4,2154,sysselsatte_botid,personer
2006,61,10+,2880,sysselsatte_botid,personer
2006,61,5_9,1394,sysselsatte_botid,personer
2006,61,alle,6428,sysselsatte_botid,personer
2006,62,0_4,62,sysselsatte_botid,personer
2006,62,10+,91,sysselsatte_botid,personer
2006,62,5_9,45,sysselsatte_botid,personer
2006,62,alle,198,sysselsatte_botid,personer
2006,63,0_4,87,sysselsatte_botid,personer
2006,63,10+,187,sysselsatte_botid,personer
2006,63,5_9,87,sysselsatte_botid,personer
2006,63,alle,361,sysselsatte_botid,personer
2006,64,0_4,332,sysselsatte_botid,personer
2006,64,10+,324,sysselsatte_botid,personer
2006,64,5_9,178,sysselsatte_botid,personer
2006,64,alle,834,sysselsatte_botid,personer
2006,65,0_4,32,sysselsatte_botid,personer
2006,65,10+,59,sysselsatte_botid,personer
2006,65,5_9,33,sysselsatte_botid,personer
2006,65,alle,124,sysselsatte_botid,personer
2006,66,0_4,38,sysselsatte_botid,personer
2006,66,10+,44,sysselsatte_botid,personer
2006,66,5_9,22,sysselsatte_botid,personer
2006,66,alle,104,sysselsatte_botid,personer
2006,67,0_4,92,sysselsatte_botid,personer
2006,67,10+,119,sysselsatte_botid,personer
2006,67,5_9,79,sysselsatte_botid,personer
2006,67,alle,290,sysselsatte_botid,personer
2006,68,0_4,71,sysselsatte_botid,personer
2006,68,10+,55,sysselsatte_botid,personer
2006,68,5_9,42,sysselsatte_botid,personer
2006,68,alle,168,sysselsatte_botid,personer
2006,69,0_4,69,sysselsatte_botid,personer
2006,69,10+,97,sysselsatte_botid,personer
2006,69,5_9,63,sysselsatte_botid,personer
2006,69,alle,229,sysselsatte_botid,personer
2006,70,0_4,23,sysselsatte_botid,personer
2006,70,10+,12,sysselsatte_botid,personer
2006,70,5_9,15,sysselsatte_botid,personer
2006,70,alle,50,sysselsatte_botid,personer
2006,71,0_4,75,sysselsatte_botid,personer
2006,71,10+,77,sysselsatte_botid,personer
2006,71,5_9,49,sysselsatte_botid,personer
2006,71,alle,201,sysselsatte_botid,personer
2006,72,0_4,120,sysselsatte_botid,personer
2006,72,10+,149,sysselsatte_botid,personer
2006,72,5_9,137,sysselsatte_botid,personer
2006,72,alle,406,sysselsatte_botid,personer
2006,73,0_4,446,sysselsatte_botid,personer
2006,73,10+,563,sysselsatte_botid,personer
2006,73,5_9,331,sysselsatte_botid,personer
2006,73,alle,1340,sysselsatte_botid,personer
2006,74,0_4,231,sysselsatte_botid,personer
2006,74,10+,228,sysselsatte_botid,personer
2006,74,5_9,136,sysselsatte_botid,personer
2006,74,alle,595,sysselsatte_botid,personer
2006,75,0_4,180,sysselsatte_botid,personer
2006,75,10+,163,sysselsatte_botid,personer
2006,75,5_9,79,sysselsatte_botid,personer
2006,75,alle,422,sysselsatte_botid,personer
2006,76,0_4,225,sysselsatte_botid,personer
2006,76,10+,219,sysselsatte_botid,personer
2006,76,5_9,154,sysselsatte_botid,personer
2006,76,alle,598,sysselsatte_botid,personer
2006,77,0_4,262,sysselsatte_botid,personer
2006,77,10+,240,sysselsatte_botid,personer
2006,77,5_9,187,sysselsatte_botid,personer
2006,77,alle,689,sysselsatte_botid,personer
2006,78,0_4,187,sysselsatte_botid,personer
2006,78,10+,181,sysselsatte_botid,personer
2006,78,5_9,100,sysselsatte_botid,personer
2006,78,alle,468,sysselsatte_botid,personer
2006,79,0_4,965,sysselsatte_botid,personer
2006,79,10+,943,sysselsatte_botid,personer
2006,79,5_9,723,sysselsatte_botid,personer
2006,79,alle,2631,sysselsatte_botid,personer
2006,80,0_4,118,sysselsatte_botid,personer
2006,80,10+,83,sysselsatte_botid,personer
2006,80,5_9,52,sysselsatte_botid,personer
2006,80,alle,253,sysselsatte_botid,personer
2006,81,0_4,429,sysselsatte_botid,personer
2006,81,10+,306,sysselsatte_botid,personer
2006,81,5_9,289,sysselsatte_botid,personer
2006,81,alle,1024,sysselsatte_botid,personer
2006,82,0_4,104,sysselsatte_botid,personer
2006,82,10+,192,sysselsatte_botid,personer
2006,82,5_9,113,sysselsatte_botid,personer
2006,82,alle,409,sysselsatte_botid,personer
2006,83,0_4,252,sysselsatte_botid,personer
2006,83,10+,429,sysselsatte_botid,personer
2006,83,5_9,313,sysselsatte_botid,personer
2006,83,alle,994,sysselsatte_botid,personer
2007,01,0_4,167,sysselsatte_botid,personer
2007,01,10+,554,sysselsatte_botid,personer
2007,01,5_9,189,sysselsatte_botid,personer
2007,01,alle,910,sysselsatte_botid,personer
2007,02,0_4,502,sysselsatte_botid,personer
2007,02,10+,1078,sysselsatte_botid,personer
2007,02,5_9,512,sysselsatte_botid,personer
2007,02,alle,2092,sysselsatte_botid,personer
2007,03,0_4,596,sysselsatte_botid,personer
2007,03,10+,1325,sysselsatte_botid,personer
2007,03,5_9,434,sysselsatte_botid,personer
2007,03,alle,2355,sysselsatte_botid,personer
2007,04,0_4,1240,sysselsatte_botid,personer
2007,04,10+,2560,sysselsatte_botid,personer
2007,04,5_9,1209,sysselsatte_botid,personer
2007,04,alle,5009,sysselsatte_botid,personer
2007,05,0_4,3171,sysselsatte_botid,personer
2007,05,10+,5482,sysselsatte_botid,personer
2007,05,5_9,1971,sysselsatte_botid,personer
2007,05,alle,10624,sysselsatte_botid,personer
2007,06,0_4,1444,sysselsatte_botid,personer
2007,06,10+,3557,sysselsatte_botid,personer
2007,06,5_9,1149,sysselsatte_botid,personer
2007,06,alle,6150,sysselsatte_botid,personer
2007,07,0_4,2099,sysselsatte_botid,personer
2007,07,10+,5039,sysselsatte_botid,personer
2007,07,5_9,1675,sysselsatte_botid,personer
2007,07,alle,8813,sysselsatte_botid,personer
2007,08,0_4,891,sysselsatte_botid,personer
2007,08,10+,1571,sysselsatte_botid,personer
2007,08,5_9,811,sysselsatte_botid,personer
2007,08,alle,3273,sysselsatte_botid,personer
2007,09,0_4,16392,sysselsatte_botid,personer
2007,09,10+,31019,sysselsatte_botid,personer
2007,09,5_9,11949,sysselsatte_botid,personer
2007,09,alle,59360,sysselsatte_botid,personer
2007,10,0_4,112,sysselsatte_botid,personer
2007,10,10+,133,sysselsatte_botid,personer
2007,10,5_9,85,sysselsatte_botid,personer
2007,10,alle,330,sysselsatte_botid,personer
2007,11,0_4,269,sysselsatte_botid,personer
2007,11,10+,626,sysselsatte_botid,personer
2007,11,5_9,283,sysselsatte_botid,personer
2007,11,alle,1178,sysselsatte_botid,personer
2007,12,0_4,690,sysselsatte_botid,personer
2007,12,10+,1030,sysselsatte_botid,personer
2007,12,5_9,420,sysselsatte_botid,personer
2007,12,alle,2140,sysselsatte_botid,personer
2007,13,0_4,228,sysselsatte_botid,personer
2007,13,10+,389,sysselsatte_botid,personer
2007,13,5_9,178,sysselsatte_botid,personer
2007,13,alle,795,sysselsatte_botid,personer
2007,14,0_4,524,sysselsatte_botid,personer
2007,14,10+,823,sysselsatte_botid,personer
2007,14,5_9,434,sysselsatte_botid,personer
2007,14,alle,1781,sysselsatte_botid,personer
2007,15,0_4,196,sysselsatte_botid,personer
2007,15,10+,333,sysselsatte_botid,personer
2007,15,5_9,129,sysselsatte_botid,personer
2007,15,alle,658,sysselsatte_botid,personer
2007,16,0_4,414,sysselsatte_botid,personer
2007,16,10+,544,sysselsatte_botid,personer
2007,16,5_9,239,sysselsatte_botid,personer
2007,16,alle,1197,sysselsatte_botid,personer
2007,17,0_4,123,sysselsatte_botid,personer
2007,17,10+,80,sysselsatte_botid,personer
2007,17,5_9,31,sysselsatte_botid,personer
2007,17,alle,234,sysselsatte_botid,personer
2007,18,0_4,120,sysselsatte_botid,personer
2007,18,10+,82,sysselsatte_botid,personer
2007,18,5_9,48,sysselsatte_botid,personer
2007,18,alle,250,sysselsatte_botid,personer
2007,19,0_4,175,sysselsatte_botid,personer
2007,19,10+,169,sysselsatte_botid,personer
2007,19,5_9,104,sysselsatte_botid,personer
2007,19,alle,448,sysselsatte_botid,personer
2007,20,0_4,2433,sysselsatte_botid,personer
2007,20,10+,4685,sysselsatte_botid,personer
2007,20,5_9,1915,sysselsatte_botid,personer
2007,20,alle,9033,sysselsatte_botid,personer
2007,21,0_4,413,sysselsatte_botid,personer
2007,21,10+,316,sysselsatte_botid,personer
2007,21,5_9,218,sysselsatte_botid,personer
2007,21,alle,947,sysselsatte_botid,personer
2007,22,0_4,402,sysselsatte_botid,personer
2007,22,10+,486,sysselsatte_botid,personer
2007,22,5_9,249,sysselsatte_botid,personer
2007,22,alle,1137,sysselsatte_botid,personer
2007,23,0_4,138,sysselsatte_botid,personer
2007,23,10+,181,sysselsatte_botid,personer
2007,23,5_9,77,sysselsatte_botid,personer
2007,23,alle,396,sysselsatte_botid,personer
2007,24,0_4,402,sysselsatte_botid,personer
2007,24,10+,524,sysselsatte_botid,personer
2007,24,5_9,275,sysselsatte_botid,personer
2007,24,alle,1201,sysselsatte_botid,personer
2007,25,0_4,1667,sysselsatte_botid,personer
2007,25,10+,2224,sysselsatte_botid,personer
2007,25,5_9,887,sysselsatte_botid,personer
2007,25,alle,4778,sysselsatte_botid,personer
2007,26,0_4,1000,sysselsatte_botid,personer
2007,26,10+,1648,sysselsatte_botid,personer
2007,26,5_9,678,sysselsatte_botid,personer
2007,26,alle,3326,sysselsatte_botid,personer
2007,27,0_4,1016,sysselsatte_botid,personer
2007,27,10+,1929,sysselsatte_botid,personer
2007,27,5_9,795,sysselsatte_botid,personer
2007,27,alle,3740,sysselsatte_botid,personer
2007,28,0_4,153,sysselsatte_botid,personer
2007,28,10+,186,sysselsatte_botid,personer
2007,28,5_9,91,sysselsatte_botid,personer
2007,28,alle,430,sysselsatte_botid,personer
2007,29,0_4,193,sysselsatte_botid,personer
2007,29,10+,253,sysselsatte_botid,personer
2007,29,5_9,120,sysselsatte_botid,personer
2007,29,alle,566,sysselsatte_botid,personer
2007,30,0_4,153,sysselsatte_botid,personer
2007,30,10+,136,sysselsatte_botid,personer
2007,30,5_9,70,sysselsatte_botid,personer
2007,30,alle,359,sysselsatte_botid,personer
2007,31,0_4,86,sysselsatte_botid,personer
2007,31,10+,99,sysselsatte_botid,personer
2007,31,5_9,53,sysselsatte_botid,personer
2007,31,alle,238,sysselsatte_botid,personer
2007,32,0_4,863,sysselsatte_botid,personer
2007,32,10+,1200,sysselsatte_botid,personer
2007,32,5_9,482,sysselsatte_botid,personer
2007,32,alle,2545,sysselsatte_botid,personer
2007,33,0_4,363,sysselsatte_botid,personer
2007,33,10+,407,sysselsatte_botid,personer
2007,33,5_9,269,sysselsatte_botid,personer
2007,33,alle,1039,sysselsatte_botid,personer
2007,34,0_4,237,sysselsatte_botid,personer
2007,34,10+,252,sysselsatte_botid,personer
2007,34,5_9,135,sysselsatte_botid,personer
2007,34,alle,624,sysselsatte_botid,personer
2007,35,0_4,1373,sysselsatte_botid,personer
2007,35,10+,2859,sysselsatte_botid,personer
2007,35,5_9,1083,sysselsatte_botid,personer
2007,35,alle,5315,sysselsatte_botid,personer
2007,36,0_4,314,sysselsatte_botid,personer
2007,36,10+,221,sysselsatte_botid,personer
2007,36,5_9,138,sysselsatte_botid,personer
2007,36,alle,673,sysselsatte_botid,personer
2007,37,0_4,1627,sysselsatte_botid,personer
2007,37,10+,1213,sysselsatte_botid,personer
2007,37,5_9,561,sysselsatte_botid,personer
2007,37,alle,3401,sysselsatte_botid,personer
2007,38,0_4,252,sysselsatte_botid,personer
2007,38,10+,236,sysselsatte_botid,personer
2007,38,5_9,137,sysselsatte_botid,personer
2007,38,alle,625,sysselsatte_botid,personer
2007,39,0_4,5981,sysselsatte_botid,personer
2007,39,10+,6629,sysselsatte_botid,personer
2007,39,5_9,2721,sysselsatte_botid,personer
2007,39,alle,15331,sysselsatte_botid,personer
2007,40,0_4,4463,sysselsatte_botid,personer
2007,40,10+,5210,sysselsatte_botid,personer
2007,40,5_9,2112,sysselsatte_botid,personer
2007,40,alle,11785,sysselsatte_botid,personer
2007,41,0_4,272,sysselsatte_botid,personer
2007,41,10+,219,sysselsatte_botid,personer
2007,41,5_9,108,sysselsatte_botid,personer
2007,41,alle,599,sysselsatte_botid,personer
2007,42,0_4,223,sysselsatte_botid,personer
2007,42,10+,187,sysselsatte_botid,personer
2007,42,5_9,128,sysselsatte_botid,personer
2007,42,alle,538,sysselsatte_botid,personer
2007,43,0_4,97,sysselsatte_botid,personer
2007,43,10+,123,sysselsatte_botid,personer
2007,43,5_9,51,sysselsatte_botid,personer
2007,43,alle,271,sysselsatte_botid,personer
2007,44,0_4,393,sysselsatte_botid,personer
2007,44,10+,168,sysselsatte_botid,personer
2007,44,5_9,93,sysselsatte_botid,personer
2007,44,alle,654,sysselsatte_botid,personer
2007,45,0_4,134,sysselsatte_botid,personer
2007,45,10+,72,sysselsatte_botid,personer
2007,45,5_9,25,sysselsatte_botid,personer
2007,45,alle,231,sysselsatte_botid,personer
2007,46,0_4,572,sysselsatte_botid,personer
2007,46,10+,529,sysselsatte_botid,personer
2007,46,5_9,281,sysselsatte_botid,personer
2007,46,alle,1382,sysselsatte_botid,personer
2007,47,0_4,566,sysselsatte_botid,personer
2007,47,10+,542,sysselsatte_botid,personer
2007,47,5_9,267,sysselsatte_botid,personer
2007,47,alle,1375,sysselsatte_botid,personer
2007,48,0_4,97,sysselsatte_botid,personer
2007,48,10+,42,sysselsatte_botid,personer
2007,48,5_9,27,sysselsatte_botid,personer
2007,48,alle,166,sysselsatte_botid,personer
2007,49,0_4,386,sysselsatte_botid,personer
2007,49,10+,314,sysselsatte_botid,personer
2007,49,5_9,219,sysselsatte_botid,personer
2007,49,alle,919,sysselsatte_botid,personer
2007,50,0_4,359,sysselsatte_botid,personer
2007,50,10+,344,sysselsatte_botid,personer
2007,50,5_9,176,sysselsatte_botid,personer
2007,50,alle,879,sysselsatte_botid,personer
2007,51,0_4,275,sysselsatte_botid,personer
2007,51,10+,338,sysselsatte_botid,personer
2007,51,5_9,197,sysselsatte_botid,personer
2007,51,alle,810,sysselsatte_botid,personer
2007,52,0_4,592,sysselsatte_botid,personer
2007,52,10+,351,sysselsatte_botid,personer
2007,52,5_9,375,sysselsatte_botid,personer
2007,52,alle,1318,sysselsatte_botid,personer
2007,53,0_4,626,sysselsatte_botid,personer
2007,53,10+,471,sysselsatte_botid,personer
2007,53,5_9,285,sysselsatte_botid,personer
2007,53,alle,1382,sysselsatte_botid,personer
2007,54,0_4,329,sysselsatte_botid,personer
2007,54,10+,226,sysselsatte_botid,personer
2007,54,5_9,139,sysselsatte_botid,personer
2007,54,alle,694,sysselsatte_botid,personer
2007,55,0_4,368,sysselsatte_botid,personer
2007,55,10+,499,sysselsatte_botid,personer
2007,55,5_9,211,sysselsatte_botid,personer
2007,55,alle,1078,sysselsatte_botid,personer
2007,56,0_4,932,sysselsatte_botid,personer
2007,56,10+,819,sysselsatte_botid,personer
2007,56,5_9,512,sysselsatte_botid,personer
2007,56,alle,2263,sysselsatte_botid,personer
2007,57,0_4,158,sysselsatte_botid,personer
2007,57,10+,118,sysselsatte_botid,personer
2007,57,5_9,73,sysselsatte_botid,personer
2007,57,alle,349,sysselsatte_botid,personer
2007,58,0_4,281,sysselsatte_botid,personer
2007,58,10+,54,sysselsatte_botid,personer
2007,58,5_9,54,sysselsatte_botid,personer
2007,58,alle,389,sysselsatte_botid,personer
2007,59,0_4,70,sysselsatte_botid,personer
2007,59,10+,62,sysselsatte_botid,personer
2007,59,5_9,34,sysselsatte_botid,personer
2007,59,alle,166,sysselsatte_botid,personer
2007,60,0_4,152,sysselsatte_botid,personer
2007,60,10+,124,sysselsatte_botid,personer
2007,60,5_9,103,sysselsatte_botid,personer
2007,60,alle,379,sysselsatte_botid,personer
2007,61,0_4,2982,sysselsatte_botid,personer
2007,61,10+,3112,sysselsatte_botid,personer
2007,61,5_9,1639,sysselsatte_botid,personer
2007,61,alle,7733,sysselsatte_botid,personer
2007,62,0_4,72,sysselsatte_botid,personer
2007,62,10+,95,sysselsatte_botid,personer
2007,62,5_9,47,sysselsatte_botid,personer
2007,62,alle,214,sysselsatte_botid,personer
2007,63,0_4,145,sysselsatte_botid,personer
2007,63,10+,186,sysselsatte_botid,personer
2007,63,5_9,109,sysselsatte_botid,personer
2007,63,alle,440,sysselsatte_botid,personer
2007,64,0_4,670,sysselsatte_botid,personer
2007,64,10+,353,sysselsatte_botid,personer
