aar,kommune_nr,vreg_9,tabellvariabel,tabell_navn,enhet
2006,1818,vest_europa,0,sysselsatte_land,personer
2006,1825,ost_europa_ellers,0,sysselsatte_land,personer
2006,1827,nord_amerika_oseania,0,sysselsatte_land,personer
2006,1827,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1834,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1839,vest_europa,0,sysselsatte_land,personer
2006,1845,asia,0,sysselsatte_land,personer
2006,1848,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1849,afrika,0,sysselsatte_land,personer
2006,1849,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1851,afrika,0,sysselsatte_land,personer
2006,1851,nord_amerika_oseania,0,sysselsatte_land,personer
2006,1852,afrika,0,sysselsatte_land,personer
2006,1853,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1853,vest_europa,0,sysselsatte_land,personer
2006,1857,asia,0,sysselsatte_land,personer
2006,1857,vest_europa,0,sysselsatte_land,personer
2006,1868,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1911,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1915,nord_amerika_oseania,0,sysselsatte_land,personer
2006,1915,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1923,nord_amerika_oseania,0,sysselsatte_land,personer
2006,1940,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1942,sor_og_mellom_amerika,0,sysselsatte_land,personer
2006,1943,afrika,0,sysselsatte_land,personer
2006,1943,asia,0,sysselsatte_land,personer
2006,2003,nord_amerika_oseania,0,sysselsatte_land,personer
2006,2011,nord_amerika_oseania,0,sysselsatte_land,personer
2006,2021,afrika,0,sysselsatte_land,personer
2006,2027,nord_amerika_oseania,0,sysselsatte_land,personer
2006,2027,vest_europa,0,sysselsatte_land,personer
2006,2028,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,0121,eu_ost_europa,0,sysselsatte_land,personer
2007,0127,nord_amerika_oseania,0,sysselsatte_land,personer
2007,0420,nord_amerika_oseania,0,sysselsatte_land,personer
2007,0425,afrika,0,sysselsatte_land,personer
2007,0425,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,0426,ost_europa_ellers,0,sysselsatte_land,personer
2007,0432,eu_ost_europa,0,sysselsatte_land,personer
2007,0515,nord_amerika_oseania,0,sysselsatte_land,personer
2007,0516,afrika,0,sysselsatte_land,personer
2007,0516,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,0519,nord_amerika_oseania,0,sysselsatte_land,personer
2007,0540,nord_amerika_oseania,0,sysselsatte_land,personer
2007,0621,afrika,0,sysselsatte_land,personer
2007,0631,nord_amerika_oseania,0,sysselsatte_land,personer
2007,0631,ost_europa_ellers,0,sysselsatte_land,personer
2007,0714,nord_amerika_oseania,0,sysselsatte_land,personer
2007,0819,nord_amerika_oseania,0,sysselsatte_land,personer
2007,0831,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,0912,norden,0,sysselsatte_land,personer
2007,0912,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,0938,afrika,0,sysselsatte_land,personer
2007,0938,ost_europa_ellers,0,sysselsatte_land,personer
2007,0941,ost_europa_ellers,0,sysselsatte_land,personer
2007,1026,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1027,afrika,0,sysselsatte_land,personer
2007,1145,afrika,0,sysselsatte_land,personer
2007,1145,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1233,asia,0,sysselsatte_land,personer
2007,1233,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1234,afrika,0,sysselsatte_land,personer
2007,1234,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1242,afrika,0,sysselsatte_land,personer
2007,1242,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1252,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1252,ost_europa_ellers,0,sysselsatte_land,personer
2007,1252,vest_europa,0,sysselsatte_land,personer
2007,1264,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1265,afrika,0,sysselsatte_land,personer
2007,1266,eu_ost_europa,0,sysselsatte_land,personer
2007,1412,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1413,afrika,0,sysselsatte_land,personer
2007,1417,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1418,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1439,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1441,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1441,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1514,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1517,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1523,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1543,afrika,0,sysselsatte_land,personer
2007,1557,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1557,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1576,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1612,afrika,0,sysselsatte_land,personer
2007,1613,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1621,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1624,afrika,0,sysselsatte_land,personer
2007,1627,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1630,afrika,0,sysselsatte_land,personer
2007,1632,norden,0,sysselsatte_land,personer
2007,1633,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1644,afrika,0,sysselsatte_land,personer
2007,1711,afrika,0,sysselsatte_land,personer
2007,1723,asia,0,sysselsatte_land,personer
2007,1723,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1725,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1738,asia,0,sysselsatte_land,personer
2007,1738,vest_europa,0,sysselsatte_land,personer
2007,1744,afrika,0,sysselsatte_land,personer
2007,1744,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1748,ost_europa_ellers,0,sysselsatte_land,personer
2007,1749,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1751,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1751,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1812,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1818,vest_europa,0,sysselsatte_land,personer
2007,1822,eu_ost_europa,0,sysselsatte_land,personer
2007,1827,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1832,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1839,vest_europa,0,sysselsatte_land,personer
2007,1848,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1849,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1851,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1851,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1852,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1853,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1856,eu_ost_europa,0,sysselsatte_land,personer
2007,1857,vest_europa,0,sysselsatte_land,personer
2007,1859,eu_ost_europa,0,sysselsatte_land,personer
2007,1867,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1868,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1911,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1915,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1915,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1920,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1924,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1927,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1929,nord_amerika_oseania,0,sysselsatte_land,personer
2007,1933,afrika,0,sysselsatte_land,personer
2007,1940,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,1943,afrika,0,sysselsatte_land,personer
2007,1943,asia,0,sysselsatte_land,personer
2007,2011,ost_europa_ellers,0,sysselsatte_land,personer
2007,2017,eu_ost_europa,0,sysselsatte_land,personer
2007,2020,sor_og_mellom_amerika,0,sysselsatte_land,personer
2007,2027,vest_europa,0,sysselsatte_land,personer
2007,2028,nord_amerika_oseania,0,sysselsatte_land,personer
2007,2028,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,0121,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0418,afrika,0,sysselsatte_land,personer
2008,0420,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0425,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0425,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,0426,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,0432,eu_ost_europa,0,sysselsatte_land,personer
2008,0434,afrika,0,sysselsatte_land,personer
2008,0436,afrika,0,sysselsatte_land,personer
2008,0439,afrika,0,sysselsatte_land,personer
2008,0516,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,0520,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,0521,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,0540,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0541,eu_ost_europa,0,sysselsatte_land,personer
2008,0544,afrika,0,sysselsatte_land,personer
2008,0615,afrika,0,sysselsatte_land,personer
2008,0621,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0631,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0714,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0819,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0827,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0833,nord_amerika_oseania,0,sysselsatte_land,personer
2008,0912,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,0938,afrika,0,sysselsatte_land,personer
2008,0938,ost_europa_ellers,0,sysselsatte_land,personer
2008,1026,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1027,afrika,0,sysselsatte_land,personer
2008,1112,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1135,afrika,0,sysselsatte_land,personer
2008,1145,afrika,0,sysselsatte_land,personer
2008,1151,eu_ost_europa,0,sysselsatte_land,personer
2008,1222,afrika,0,sysselsatte_land,personer
2008,1223,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1227,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1233,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1234,afrika,0,sysselsatte_land,personer
2008,1242,afrika,0,sysselsatte_land,personer
2008,1252,norden,0,sysselsatte_land,personer
2008,1260,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1265,afrika,0,sysselsatte_land,personer
2008,1266,afrika,0,sysselsatte_land,personer
2008,1266,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1412,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1412,ost_europa_ellers,0,sysselsatte_land,personer
2008,1413,afrika,0,sysselsatte_land,personer
2008,1421,ost_europa_ellers,0,sysselsatte_land,personer
2008,1426,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1431,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1441,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1524,ost_europa_ellers,0,sysselsatte_land,personer
2008,1621,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1622,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1624,afrika,0,sysselsatte_land,personer
2008,1630,afrika,0,sysselsatte_land,personer
2008,1630,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1633,asia,0,sysselsatte_land,personer
2008,1633,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1633,vest_europa,0,sysselsatte_land,personer
2008,1634,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1665,ost_europa_ellers,0,sysselsatte_land,personer
2008,1723,asia,0,sysselsatte_land,personer
2008,1723,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1736,afrika,0,sysselsatte_land,personer
2008,1738,asia,0,sysselsatte_land,personer
2008,1738,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1738,vest_europa,0,sysselsatte_land,personer
2008,1742,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1744,afrika,0,sysselsatte_land,personer
2008,1744,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1749,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1751,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1811,ost_europa_ellers,0,sysselsatte_land,personer
2008,1812,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1813,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1816,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1835,vest_europa,0,sysselsatte_land,personer
2008,1838,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1839,afrika,0,sysselsatte_land,personer
2008,1839,asia,0,sysselsatte_land,personer
2008,1839,vest_europa,0,sysselsatte_land,personer
2008,1845,afrika,0,sysselsatte_land,personer
2008,1851,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1852,afrika,0,sysselsatte_land,personer
2008,1852,eu_ost_europa,0,sysselsatte_land,personer
2008,1853,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1853,vest_europa,0,sysselsatte_land,personer
2008,1859,afrika,0,sysselsatte_land,personer
2008,1859,eu_ost_europa,0,sysselsatte_land,personer
2008,1859,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1865,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1911,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1911,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1915,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1919,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1920,afrika,0,sysselsatte_land,personer
2008,1922,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1924,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1927,afrika,0,sysselsatte_land,personer
2008,1939,nord_amerika_oseania,0,sysselsatte_land,personer
2008,1942,sor_og_mellom_amerika,0,sysselsatte_land,personer
2008,1943,afrika,0,sysselsatte_land,personer
2008,2014,ost_europa_ellers,0,sysselsatte_land,personer
2008,2020,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0118,afrika,0,sysselsatte_land,personer
2009,0121,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0122,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0239,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0420,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0426,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0430,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0432,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0434,afrika,0,sysselsatte_land,personer
2009,0436,afrika,0,sysselsatte_land,personer
2009,0439,afrika,0,sysselsatte_land,personer
2009,0513,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0515,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0516,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0519,afrika,0,sysselsatte_land,personer
2009,0520,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0520,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0536,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0540,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0544,afrika,0,sysselsatte_land,personer
2009,0615,afrika,0,sysselsatte_land,personer
2009,0621,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0631,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0633,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0714,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0811,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0819,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0827,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0831,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0833,nord_amerika_oseania,0,sysselsatte_land,personer
2009,0911,afrika,0,sysselsatte_land,personer
2009,0912,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,0935,afrika,0,sysselsatte_land,personer
2009,0938,afrika,0,sysselsatte_land,personer
2009,0938,ost_europa_ellers,0,sysselsatte_land,personer
2009,1021,afrika,0,sysselsatte_land,personer
2009,1026,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1027,afrika,0,sysselsatte_land,personer
2009,1027,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1034,afrika,0,sysselsatte_land,personer
2009,1112,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1144,norden,0,sysselsatte_land,personer
2009,1145,asia,0,sysselsatte_land,personer
2009,1145,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1151,eu_ost_europa,0,sysselsatte_land,personer
2009,1151,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1222,afrika,0,sysselsatte_land,personer
2009,1227,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1233,asia,0,sysselsatte_land,personer
2009,1233,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1264,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1412,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1412,ost_europa_ellers,0,sysselsatte_land,personer
2009,1413,afrika,0,sysselsatte_land,personer
2009,1419,ost_europa_ellers,0,sysselsatte_land,personer
2009,1421,ost_europa_ellers,0,sysselsatte_land,personer
2009,1430,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1511,ost_europa_ellers,0,sysselsatte_land,personer
2009,1524,afrika,0,sysselsatte_land,personer
2009,1526,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1557,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1576,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1613,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1620,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1622,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1624,afrika,0,sysselsatte_land,personer
2009,1627,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1630,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1633,asia,0,sysselsatte_land,personer
2009,1633,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1634,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1635,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1665,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1665,ost_europa_ellers,0,sysselsatte_land,personer
2009,1711,afrika,0,sysselsatte_land,personer
2009,1718,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1723,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1736,ost_europa_ellers,0,sysselsatte_land,personer
2009,1738,vest_europa,0,sysselsatte_land,personer
2009,1743,asia,0,sysselsatte_land,personer
2009,1744,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1749,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1751,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1813,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1816,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1818,ost_europa_ellers,0,sysselsatte_land,personer
2009,1826,afrika,0,sysselsatte_land,personer
2009,1826,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1834,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1835,vest_europa,0,sysselsatte_land,personer
2009,1836,eu_ost_europa,0,sysselsatte_land,personer
2009,1836,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1838,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1839,afrika,0,sysselsatte_land,personer
2009,1839,asia,0,sysselsatte_land,personer
2009,1839,vest_europa,0,sysselsatte_land,personer
2009,1845,afrika,0,sysselsatte_land,personer
2009,1849,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1850,afrika,0,sysselsatte_land,personer
2009,1851,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1852,afrika,0,sysselsatte_land,personer
2009,1853,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1853,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1853,vest_europa,0,sysselsatte_land,personer
2009,1854,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1859,afrika,0,sysselsatte_land,personer
2009,1868,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1911,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1911,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1919,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1920,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,1926,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1939,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1940,afrika,0,sysselsatte_land,personer
2009,1942,nord_amerika_oseania,0,sysselsatte_land,personer
2009,1943,afrika,0,sysselsatte_land,personer
2009,1943,nord_amerika_oseania,0,sysselsatte_land,personer
2009,2002,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,2014,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,2015,sor_og_mellom_amerika,0,sysselsatte_land,personer
2009,2020,sor_og_mellom_amerika,0,sysselsatte_land,personer
2010,0118,afrika,0,sysselsatte_land,personer
2010,0123,nord_amerika_oseania,0,sysselsatte_land,personer
2010,0426,sor_og_mellom_amerika,0,sysselsatte_land,personer
2010,0429,sor_og_mellom_amerika,0,sysselsatte_land,personer
2010,0432,afrika,0,sysselsatte_land,personer
2010,0434,afrika,0,sysselsatte_land,personer
2010,0438,sor_og_mellom_amerika,0,sysselsatte_land,personer
2010,0439,afrika,0,sysselsatte_land,personer
2010,0439,sor_og_mellom_amerika,0,sysselsatte_land,personer
2010,0513,afrika,0,sysselsatte_land,personer
